"player","fullNames","firstNames","givenNames","lastNames","birthNames","birthDates","birthPlaces","deathDates","deathPlaces","weightA","heightA","weightB","heightB","positions","wikidataId"
"http://dbpedia.org/resource/Steven_Manning","Steven Manning","","","","Steven Manning","","http://dbpedia.org/resource/Scotland","","",,,,,"http://dbpedia.org/resource/Wing_(rugby_union)","http://www.wikidata.org/entity/Q27662964"
"http://dbpedia.org/resource/Steven_Marsters","Steve Marsters","","","","","1999-10-19","http://dbpedia.org/resource/Auckland,_New_Zealand","","",,"183.0","99.0","183.0","","http://www.wikidata.org/entity/Q98555000"
"http://dbpedia.org/resource/Steven_Meiring","Steven Meiring","","","","","1994-01-02","http://dbpedia.org/resource/Boksburg; http://dbpedia.org/resource/South_Africa","","",,,"100.0","188.0","","http://www.wikidata.org/entity/Q27662829"
"http://dbpedia.org/resource/Steven_Michaels","Steve Michaels; Steven  Michaels","","","","","1987-01-13","http://dbpedia.org/resource/Australia; http://dbpedia.org/resource/Queensland; http://dbpedia.org/resource/Southport,_Queensland","","",,,"88.0","181.0","","http://www.wikidata.org/entity/Q3499249"
"http://dbpedia.org/resource/Steven_Misa","Steven Misa","","","","","1995-04-08","http://dbpedia.org/resource/New_Zealand","","",,,"115.0","176.0","http://dbpedia.org/resource/Hooker_(rugby_union)","http://www.wikidata.org/entity/Q84027717"
"http://dbpedia.org/resource/Steven_Moir","Steven Andrew Moir; Steven Moir","","","","","1991-08-16","http://dbpedia.org/resource/Johannesburg; http://dbpedia.org/resource/South_Africa","","",,,,"178.0","","http://www.wikidata.org/entity/Q56486632"
"http://dbpedia.org/resource/Steven_Pokere","Steven Pokere","","","","Steven Tahurata Pokere","1958-08-11","Hawera, New Zealand","","",,,"73.0","170.0","http://dbpedia.org/resource/Rugby_union_positions","http://www.wikidata.org/entity/Q3499261"
"http://dbpedia.org/resource/Steven_Sasagi","Stephen Sasagi","","","","Stephen Sasagi","1985-04-09","http://dbpedia.org/resource/New_Zealand","","",,,"111.0","192.0","Wing","http://www.wikidata.org/entity/Q7615239"
"http://dbpedia.org/resource/Steven_Setephano","Steven Setephano","","","","","1984-04-15","Wellington, New Zealand","","",,,"110.0","192.0","http://dbpedia.org/resource/Flanker_(rugby_union); http://dbpedia.org/resource/Number_eight_(rugby_union)","http://www.wikidata.org/entity/Q7610498"
"http://dbpedia.org/resource/Steven_Shingler","Steven Shingler","","","","Steven Shingler","1991-06-20","http://dbpedia.org/resource/Swansea; http://dbpedia.org/resource/Wales","","",,,"88.0","191.0","","http://www.wikidata.org/entity/Q7615264"
"http://dbpedia.org/resource/Steven_So'oialo","Steve So'oialo","","","","Steven So'oialo","1977-05-11","http://dbpedia.org/resource/Apia; http://dbpedia.org/resource/Samoa","","","13.0",,"82.55381134","177.8","http://dbpedia.org/resource/Scrum-half_(rugby_union)","http://www.wikidata.org/entity/Q3499275"
"http://dbpedia.org/resource/Steven_Sykes","Steven Robert Sykes; Steven Sykes","","","","","1984-08-05","Middelburg, Eastern Cape, South Africa","","",,,,"197.0","","http://www.wikidata.org/entity/Q3499281"
"http://dbpedia.org/resource/Steven_Turnbull_(rugby_union)","Steven Turnbull","","","","Steven Turnbull","1987-04-10","","","","119.0",,"119.0","200.66","http://dbpedia.org/resource/Rugby_union_positions","http://www.wikidata.org/entity/Q7615340"
"http://dbpedia.org/resource/Steven_Yates","Steven Yates","","","","Steven Yates","1983-07-26","http://dbpedia.org/resource/New_Zealand","","",,,"97.0","186.0","Wing/Centre","http://www.wikidata.org/entity/Q7615402"
"http://dbpedia.org/resource/Stevi_Schnoor","","","","","","1985-09-14","","","","75.0","1.73 m","75.0","173.0","","http://www.wikidata.org/entity/Q44737639"
"http://dbpedia.org/resource/Stevie_Gibbons","Steve Gibbons; Steven Gibbons","","","","","1983-09-27","Dublin, Ireland","","",,,,,"","http://www.wikidata.org/entity/Q7615583"
"http://dbpedia.org/resource/Stevie_Ward","Stevie Ray Ward; Stevie Ward","","","","","1993-11-17","http://dbpedia.org/resource/Leeds; http://dbpedia.org/resource/West_Yorkshire,_England","","",,,"100.0","186.0","","http://www.wikidata.org/entity/Q7615618"
"http://dbpedia.org/resource/Stewart_Campbell_(rugby_union)","Stewart Campbell","","","","Stewart Joseph Campbell","1972-04-25","http://dbpedia.org/resource/Glasgow; http://dbpedia.org/resource/Scotland","","",,,"113.0","198.12","http://dbpedia.org/resource/Rugby_union_positions","http://www.wikidata.org/entity/Q21003864"
"http://dbpedia.org/resource/Stewart_Cron","Stewart Cron","","","","Stewart Edward George Cron","1946-07-07","Hokitika, New Zealand","","",,,"90.0","183.0","http://dbpedia.org/resource/Rugby_union_positions","http://www.wikidata.org/entity/Q18685563"
"http://dbpedia.org/resource/Stewart_Henry_Smith","Stewart Smith","","","","Stewart Henry Smith","1855-04-12","http://dbpedia.org/resource/Glasgow; http://dbpedia.org/resource/Scotland","1896-11-29","http://dbpedia.org/resource/Rhu; http://dbpedia.org/resource/Scotland",,,,,"http://dbpedia.org/resource/Rugby_union_positions","http://www.wikidata.org/entity/Q24197288"
"http://dbpedia.org/resource/Stewart_Mills","Stewart Mills","","","","","1991-11-12","http://dbpedia.org/resource/Sydney,_New_South_Wales,_Australia","","",,,"95.0","188.0","","http://www.wikidata.org/entity/Q7615891"
"http://dbpedia.org/resource/Stewart_Moore","Stewart Moore","","","","","1999-08-08","http://dbpedia.org/resource/Ballymoney; http://dbpedia.org/resource/Northern_Ireland","","",,,"91.0","183.0","http://dbpedia.org/resource/Rugby_union_positions","http://www.wikidata.org/entity/Q81052557"
"http://dbpedia.org/resource/Stewart_Williams","Stewart Williams","","","","","","Salford, England","","",,,,,"","http://www.wikidata.org/entity/Q17104467"
"http://dbpedia.org/resource/Stewart_Wilson","Stewart Wilson","","","","; Stewart Wilson","1942-10-22","","","",,,,,"Fullback","http://www.wikidata.org/entity/Q7615974"
"http://dbpedia.org/resource/Sti_Sithole","Sithembiso Mfundo Siphesihle Sithole; Sti Sithole","","","","","1993-03-31","Durban, South Africa","","",,,,"180.0","","http://www.wikidata.org/entity/Q17038715"
"http://dbpedia.org/resource/Stirling_Mortlock","Stirling Mortlock AM","","","","Stirling Austin Mortlock","1977-05-20","Sydney, Australia","","",,,"103.0","191.0","http://dbpedia.org/resource/Centre_(rugby_union); http://dbpedia.org/resource/Fullback_(rugby_union); http://dbpedia.org/resource/Wing_(rugby_union)","http://www.wikidata.org/entity/Q737072"
"http://dbpedia.org/resource/Stirling_Peart","Stirling Benjamin Peart; Stirling Peart","","","","","1890-12-24","California","1963-11-26","http://dbpedia.org/resource/Yolo,_California",,,,,"http://dbpedia.org/resource/Rugby_union_positions","http://www.wikidata.org/entity/Q55264830"
"http://dbpedia.org/resource/Stokkies_Hanekom","Nicolaas Johannes Hanekom; Stokkies Hanekom","","","","","1989-05-17","http://dbpedia.org/resource/Citrusdal; http://dbpedia.org/resource/South_Africa","","",,,,"193.0","","http://www.wikidata.org/entity/Q16232617"
"http://dbpedia.org/resource/Stompie_de_Wet","Philip Albert de Wet; Stompie de Wet","","","","","1989-02-14","Kuruman, South Africa","","",,,"105.0","186.0","","http://www.wikidata.org/entity/Q17305836"
"http://dbpedia.org/resource/Stonebridge_Lock","","","","","","","","","",,,,,"","http://www.wikidata.org/entity/Q7619118"
"http://dbpedia.org/resource/Stoof_Bezuidenhout","Stephanus Marthinus Bezuidenhout; Stoof Bezuidenhout","","","","","1986-05-10","http://dbpedia.org/resource/South_Africa; http://dbpedia.org/resource/Vereeniging","","",,,"123.0","186.0","","http://www.wikidata.org/entity/Q17612123"
"http://dbpedia.org/resource/Strand_Kruger","Strand Kruger; Victor Eric Kruger","","","","","1989-01-19","http://dbpedia.org/resource/South_Africa; http://dbpedia.org/resource/Welkom","","",,,"114.0","199.0","","http://www.wikidata.org/entity/Q16232701"
"http://dbpedia.org/resource/Strator","","","","","","","","","",,,,,"","http://www.wikidata.org/entity/Q2353964"
"http://dbpedia.org/resource/Stravino_Jacobs","Stravino Jacobs","","","","","2000-02-21","http://dbpedia.org/resource/South_Africa","","",,,,,"","http://www.wikidata.org/entity/Q104704185"
"http://dbpedia.org/resource/Struan_Dewar","Struan Dewar","","","","","1989-07-06","","","",,,"88.90410452","187.96","Back-row","http://www.wikidata.org/entity/Q7624946"
"http://dbpedia.org/resource/Struan_Douglas","Alexander Struan Douglas; Struan Douglas","","","","","1966-09-18","","","",,,,,"","http://www.wikidata.org/entity/Q7624948"
"http://dbpedia.org/resource/Stu_Dunbar","Stu Dunbar","","","","Stuart Dunbar","1996-02-05","Australia","","",,,"80.0","177.0","","http://www.wikidata.org/entity/Q61715431"
"http://dbpedia.org/resource/Stu_Forster","Stu Forster","","","","Stuart Thomas Forster","1969-02-12","Pahiatua, New Zealand","","",,,"70.0","170.0","http://dbpedia.org/resource/Scrum-half_(rugby_union)","http://www.wikidata.org/entity/Q7626155"
"http://dbpedia.org/resource/Stu_Freebairn","","","","","William Stuart Scott Freebairn","1932-01-12","New Plymouth, New Zealand","","",,,,,"http://dbpedia.org/resource/Rugby_union_positions","http://www.wikidata.org/entity/Q64747313"
"http://dbpedia.org/resource/Stu_Galbraith","Stu Galbraith; Stuart James Galbraith","","","","","1966-02-24","New Zealand","","",,,,,"","http://www.wikidata.org/entity/Q55081414"
"http://dbpedia.org/resource/Stu_Townsend","Stu Townsend","","","","Stuart Townsend","1995-10-11","http://dbpedia.org/resource/England; http://dbpedia.org/resource/Torbay","","","194.0","175.26","87.9984","175.26","","http://www.wikidata.org/entity/Q55634126"
"http://dbpedia.org/resource/Stu_Wilson","Stu Wilson","","","","Stuart Sinclair Wilson","1954-07-22","http://dbpedia.org/resource/Gore,_New_Zealand","","",,,"86.0","183.0","http://dbpedia.org/resource/Wing_(rugby_union)","http://www.wikidata.org/entity/Q540685"
"http://dbpedia.org/resource/Stuart_Abbott","(MBE); Stuart Abbott","","","","Stuart Abbott","1978-06-03","Cape Town, South Africa","","",,,"89.0","182.0","http://dbpedia.org/resource/Centre_(rugby_union)","http://www.wikidata.org/entity/Q3500777"
"http://dbpedia.org/resource/Stuart_Arundel","Stuart Arundel","","","","","","","","",,,,,"","http://www.wikidata.org/entity/Q7626290"
"http://dbpedia.org/resource/Stuart_Barnes","Stuart Barnes","","","","","1962-11-22","Grays, Essex, England","","",,,"86.0","152.4","http://dbpedia.org/resource/Fly-half_(rugby_union)","http://www.wikidata.org/entity/Q3500779"
"http://dbpedia.org/resource/Stuart_Berry","Stuart Berry","","","","","1982-06-10","http://dbpedia.org/resource/Durban; http://dbpedia.org/resource/South_Africa","","",,,,,"","http://www.wikidata.org/entity/Q13859218"
"http://dbpedia.org/resource/Stuart_Collins","Stuart Collins","","","","","","","","",,,,,"","http://www.wikidata.org/entity/Q7626418"
"http://dbpedia.org/resource/Stuart_Conn","Stuart Conn","","","","Stuart Bruce Conn","1953-03-11","Whakatane, New Zealand","","",,,"94.0","191.0","http://dbpedia.org/resource/Rugby_union_positions","http://www.wikidata.org/entity/Q18685479"
"http://dbpedia.org/resource/Stuart_Corsar","Stuart Corsar","","","","Stuart Alexander Corsar","1984-03-28","http://dbpedia.org/resource/Inverurie; http://dbpedia.org/resource/Scotland","","",,,"94.0","183.0","http://dbpedia.org/resource/Rugby_union_positions","http://www.wikidata.org/entity/Q27244582"
"http://dbpedia.org/resource/Stuart_Cummings","Stuart Cummings","","","","","1960-11-17","http://dbpedia.org/resource/Whitehaven","","",,,,,"","http://www.wikidata.org/entity/Q7626444"
"http://dbpedia.org/resource/Stuart_Davies_(rugby_union)","Stuart Davies","","","","Stuart Davies","1965-09-02","http://dbpedia.org/resource/Swansea; http://dbpedia.org/resource/Wales","","","247.0",6,"112.0392","182.88","No. 8","http://www.wikidata.org/entity/Q7626453"
"http://dbpedia.org/resource/Stuart_Dickens","Stuart Dickens","","","","","1980-08-23","Wakefield, West Yorkshire, England","","",,,,,"","http://www.wikidata.org/entity/Q7626473"
"http://dbpedia.org/resource/Stuart_Dickinson","","","","","","1968-07-19","","","",,,,,"","http://www.wikidata.org/entity/Q3500789"
"http://dbpedia.org/resource/Stuart_Donlan","Stuart Donlan","","","","","1978-08-29","Leigh, Greater Manchester, England","","",,,,,"","http://www.wikidata.org/entity/Q7626479"
"http://dbpedia.org/resource/Stuart_Evans","Stuart Evans","","","","Stuart Evans","1963-06-14","Neath, Wales","","",,,"107.95498406","182.88","http://dbpedia.org/resource/Prop_(rugby_union)","http://www.wikidata.org/entity/Q7626511"
"http://dbpedia.org/resource/Stuart_Ferguson","Stuart Ferguson","","","","","unknown","Wales","","",,,,,"http://dbpedia.org/resource/Rugby_union_positions","http://www.wikidata.org/entity/Q7626525"
"http://dbpedia.org/resource/Stuart_Fielden","Stu Fielden; Stuart Leslie Fielden","","","","","1979-09-14","http://dbpedia.org/resource/Halifax,_West_Yorkshire; http://dbpedia.org/resource/West_Yorkshire,_England","","",,,"107.95498406","182.88","","http://www.wikidata.org/entity/Q7626528"
"http://dbpedia.org/resource/Stuart_Flanagan","Stuart Flanagan; Stuart Jozsef Flanagan","","","","","1987-01-05","Cooma, New South Wales, Australia","","",,,"113.0","168.0","","http://www.wikidata.org/entity/Q7626532"
"http://dbpedia.org/resource/Stuart_Gallacher","Ian Stuart Gallacher; Stuart Gallacher","","","","","1946-05-22","Llanelli, Wales","2014-10-19","",,,,,"http://dbpedia.org/resource/Rugby_union_positions","http://www.wikidata.org/entity/Q7626565"
"http://dbpedia.org/resource/Stuart_Grimes","Stuart Grimes","","","","Stuart Brian Grimes","1974-04-04","http://dbpedia.org/resource/Aberdeen; http://dbpedia.org/resource/Scotland","","",,,,"198.12","http://dbpedia.org/resource/Lock_(rugby_union)","http://www.wikidata.org/entity/Q3500801"
"http://dbpedia.org/resource/Stuart_Hogg","Stuart Hogg","","","","Stuart William Hogg","1992-06-24","Melrose, Scotland","","",,,"93.0","180.0","","http://www.wikidata.org/entity/Q3500807"
"http://dbpedia.org/resource/Stuart_Hooper","Stuart Hooper","","","","Stuart Hooper","1981-11-18","http://dbpedia.org/resource/England; http://dbpedia.org/resource/Exeter","","",,,"113.0","196.0","http://dbpedia.org/resource/Lock_(rugby_union)","http://www.wikidata.org/entity/Q3500808"
"http://dbpedia.org/resource/Stuart_Horton","Stuart Horton","","","","","1963-09-10","http://dbpedia.org/resource/England","","",,,,,"","http://www.wikidata.org/entity/Q19874353"
"http://dbpedia.org/resource/Stuart_Howarth","Stuart Howarth","","","","","1990-01-26","England","","",,,"88.90410452","182.88","","http://www.wikidata.org/entity/Q7626667"
"http://dbpedia.org/resource/Stuart_Lancaster_(rugby_union)","Stuart Lancaster","","","","","1969-10-09","Penrith, Cumberland, England","","",13,,"82.55381134",,"http://dbpedia.org/resource/Flanker_(rugby_union); http://dbpedia.org/resource/Hooker_(rugby_union)","http://www.wikidata.org/entity/Q743099"
"http://dbpedia.org/resource/Stuart_Lane","Stuart Lane","","","","Stuart Morris Lane","1952-11-12","http://dbpedia.org/resource/Tredegar; http://dbpedia.org/resource/Wales","","",,,"92.0","183.0","http://dbpedia.org/resource/Flanker_(rugby_union)","http://www.wikidata.org/entity/Q3500816"
"http://dbpedia.org/resource/Stuart_Legg_(rugby_union)","Stuart Legg","","","","Stuart James Legg","1975-09-27","http://dbpedia.org/resource/Solihull","","",,,"89.0","185.0","http://dbpedia.org/resource/Fullback_(rugby_union)","http://www.wikidata.org/entity/Q3500814"
"http://dbpedia.org/resource/Stuart_Lester","Stuart Lester","","","","","1975-02-08","New Zealand","","",,,,,"","http://www.wikidata.org/entity/Q16215377"
"http://dbpedia.org/resource/Stuart_Littler","Stuart Littler","","","","","1979-02-19","Higher End, Wigan, England","","",,,"95.2543977","182.88","","http://www.wikidata.org/entity/Q7626769"
"http://dbpedia.org/resource/Stuart_Macdougall","Stuart Macdougall","","","","Stuart Grant Macdougall","1947-06-01","Sydney, Australia","","",,,,,"http://dbpedia.org/resource/Rugby_union_positions","http://www.wikidata.org/entity/Q16115742"
"http://dbpedia.org/resource/Stuart_Mackie","Stuart Mackie","","","","","1985-02-12","http://dbpedia.org/resource/England; http://dbpedia.org/resource/Frimley; http://dbpedia.org/resource/Surrey","","",,,"108.0","180.0","http://dbpedia.org/resource/Hooker_(rugby_union)","http://www.wikidata.org/entity/Q16223764"
"http://dbpedia.org/resource/Stuart_McCloskey","Stuart McCloskey","","","","Stuart McCloskey","1992-08-06","http://dbpedia.org/resource/Bangor,_County_Down; http://dbpedia.org/resource/Northern_Ireland","","",,,"111.0","193.0","http://dbpedia.org/resource/Centre_(rugby_union)","http://www.wikidata.org/entity/Q18637720"
"http://dbpedia.org/resource/Stuart_McInally","Stuart McInally","","","","Stuart McInally","1990-08-09","http://dbpedia.org/resource/Edinburgh; http://dbpedia.org/resource/Scotland","","",,,"109.5","190.0","http://dbpedia.org/resource/Number_Eight_(rugby_union); http://dbpedia.org/resource/Rugby_union_positions","http://www.wikidata.org/entity/Q7626828"
"http://dbpedia.org/resource/Stuart_McLaren_(rugby_union)","Stuart McLaren","","","","Stuart D. McLaren","c. 1902","Sydney","","",,,,,"http://dbpedia.org/resource/Wing_(rugby_union)","http://www.wikidata.org/entity/Q7626838"
"http://dbpedia.org/resource/Stuart_Moffat","Stuart Moffat","","","","John Stuart David Moffat","1977-08-18","http://dbpedia.org/resource/Edinburgh; http://dbpedia.org/resource/Scotland","","",,,"95.889427018","192.024","http://dbpedia.org/resource/Fullback_(rugby_union); http://dbpedia.org/resource/Wing_(rugby_union)","http://www.wikidata.org/entity/Q3500821"
"http://dbpedia.org/resource/Stuart_Neame","Stuart Neame","","","","Stuart Neame","1856-06-15","http://dbpedia.org/resource/Kent; http://dbpedia.org/resource/Preston-next-Faversham","1936-11-16","http://dbpedia.org/resource/Bromley",,,,,"Forward","http://www.wikidata.org/entity/Q7626896"
"http://dbpedia.org/resource/Stuart_Olding","Stuart Olding","","","","Stuart Olding","1993-03-11","http://dbpedia.org/resource/Belfast; http://dbpedia.org/resource/Northern_Ireland","","",,,"88.0","178.0","http://dbpedia.org/resource/Centre_(rugby_union); http://dbpedia.org/resource/Flyhalf_(rugby_union)","http://www.wikidata.org/entity/Q16235697"
"http://dbpedia.org/resource/Stuart_Pierce__Stuart_Pierce__1","Stuart Pierce","","","","","","","","",,,,,"",
"http://dbpedia.org/resource/Stuart_Potter","Stuart Potter","","","","Stuart Potter","1967-11-11","http://dbpedia.org/resource/Lichfield; http://dbpedia.org/resource/Staffordshire","","","203.0",,"92.0808","152.4","","http://www.wikidata.org/entity/Q7626960"
"http://dbpedia.org/resource/Stuart_Prosser","Stuart Prosser; William Stuart Prosser","","","","","1887","Abertillery, Monmouthshire, Wales","1939-03-12","Halifax, Yorkshire, England",,,,,"","http://www.wikidata.org/entity/Q7626974"
"http://dbpedia.org/resource/Stuart_Raper","Stuart Raper","","","","","1965-01-05","","","",,,,,"","http://www.wikidata.org/entity/Q7626990"
"http://dbpedia.org/resource/Stuart_Reardon","Stuart Reardon","","","","","1981-10-13","Bradford, West Yorkshire, England","","",,,"85.0","182.0","","http://www.wikidata.org/entity/Q7626994"
"http://dbpedia.org/resource/Stuart_Redfern","Stuart Redfern","","","","Stuart Bernard Redfern","1961-07-16","Leicester, England","","",,,,,"","http://www.wikidata.org/entity/Q30676341"
"http://dbpedia.org/resource/Stuart_Reid_(rugby_union)","Stuart Reid","","","","; Stuart James Reid","1970-01-31","","","",,,,,"Back row forward","http://www.wikidata.org/entity/Q7627001"
"http://dbpedia.org/resource/Stuart_Roy","Stuart Roy","","","","William Stuart Roy","1968-12-25","http://dbpedia.org/resource/Ely,_Cambridgeshire; http://dbpedia.org/resource/England","","",,,"110.0","198.12","http://dbpedia.org/resource/Lock_(rugby_union)","http://www.wikidata.org/entity/Q22087298"
"http://dbpedia.org/resource/Stuart_Spruce","Stuart Arthur Spruce; Stuart Spruce","","","","","1971-01-03","","","",,,"95.2543977","182.88","","http://www.wikidata.org/entity/Q7627116"
"http://dbpedia.org/resource/Stuart_Topper","Stuart Topper","","","","","1971-02-27","Australia","","",,,,,"","http://www.wikidata.org/entity/Q7627161"
"http://dbpedia.org/resource/Stuart_Turner_(rugby_union)","Stuart Turner","","","","Stuart Turner","1972-04-23","http://dbpedia.org/resource/England; http://dbpedia.org/resource/Merseyside; http://dbpedia.org/resource/Southport","","",,,"107.95498406","182.88","http://dbpedia.org/resource/Rugby_union_positions","http://www.wikidata.org/entity/Q3500841"
"http://dbpedia.org/resource/Stuart_Watkins","Stuart Watkins","","","","Stuart John Watkins","1941-06-05","http://dbpedia.org/resource/Newport,_Wales; http://dbpedia.org/resource/Wales","","",12,"187.96","76.20351816","187.96","http://dbpedia.org/resource/Rugby_union_positions","http://www.wikidata.org/entity/Q3500845"
"http://dbpedia.org/resource/Stuart_Webb","Stuart Webb","","","","","1980-09-03","Uralla, New South Wales, Australia","","",,,"89.0","180.0","","http://www.wikidata.org/entity/Q6134619"
"http://dbpedia.org/resource/Stuart_Yule","Stuart Yule","","","","Stuart Yule","1976-03-17","http://dbpedia.org/resource/South_Africa","","",,,"104.23",,"","http://www.wikidata.org/entity/Q28935886"
"http://dbpedia.org/resource/Sturt's_Lock","","","","","","","","","",,,,,"","http://www.wikidata.org/entity/Q7629132"
"http://dbpedia.org/resource/Stéphanie_Provost","","","","","","1973-05-27","","","","60.0","1.68 m","60.0","168.0","http://dbpedia.org/resource/Scrumhalf_(rugby_union)","http://www.wikidata.org/entity/Q3502216"
"http://dbpedia.org/resource/Suaia_Matagi","Suaia Matagi; Sui Matagi","","","","","1988-03-23","http://dbpedia.org/resource/Auckland; http://dbpedia.org/resource/New_Zealand","","",,,"108.0","152.4","","http://www.wikidata.org/entity/Q16232267"
"http://dbpedia.org/resource/Substantivism","","","","","","","","","",,,,,"","http://www.wikidata.org/entity/Q3502668"
"http://dbpedia.org/resource/Sudharshana_Muthuthanthri","Sudharshana Muthuthanthri","","","","","1991-08-25","","","","90.0",5,"90.0",,"","http://www.wikidata.org/entity/Q26923575"
"http://dbpedia.org/resource/Sue_Brooks_(rugby_union)","","","","","","","","","",,,,,"","http://www.wikidata.org/entity/Q112324438"
"http://dbpedia.org/resource/Sue_Day","Sue Day","","","","","1972-10-29","England","","",,,"70.0","166.0","Wing/Centre/Fullback","http://www.wikidata.org/entity/Q2362940"
"http://dbpedia.org/resource/Sue_Dorrington","","","","","","1958-06-10","http://dbpedia.org/resource/Minnesota; http://dbpedia.org/resource/USA","","",,,,,"Centre, Hooker","http://www.wikidata.org/entity/Q114342536"
"http://dbpedia.org/resource/Suetena_Asomua","Suetena Asomua","","","","","1998-07-06","http://dbpedia.org/resource/New_Zealand","","",,,"125.0","197.0","http://dbpedia.org/resource/Prop_(rugby_union)","http://www.wikidata.org/entity/Q108264360"
"http://dbpedia.org/resource/Suka_Hufanga","","","","","Sukanaivalu Ikavuka Hufanga","1982-06-18","http://dbpedia.org/resource/Houma_(Tongatapu); http://dbpedia.org/resource/Tonga","","",,,"87.5448","180.34","Centre/Wing","http://www.wikidata.org/entity/Q3503362"
"http://dbpedia.org/resource/Suleiman_Hartzenberg","Suleiman Hartzenberg","","","","","2003-05-20","Cape Town, South Africa","","",,,"91.0","186.0","","http://www.wikidata.org/entity/Q115131350"
"http://dbpedia.org/resource/Sulhamstead_Lock","","","","","","","","","",,,,,"","http://www.wikidata.org/entity/Q3577613"
"http://dbpedia.org/resource/Suliasi_Taufalele","Suliasi Taufalele","","","","Suliasi Fakalolo Taufalele","1988-08-12","http://dbpedia.org/resource/Tokoroa,_New_Zealand","","",,,"113.0","183.0","http://dbpedia.org/resource/Rugby_union_positions","http://www.wikidata.org/entity/Q16232448"
"http://dbpedia.org/resource/Suliasi_Vunivalu","Suliasi Bainiua Vunivalu; Suliasi Vunivalu","","","","","1995-11-27","Suva, Fiji","","",,,"99.0","192.0","http://dbpedia.org/resource/Wing_(rugby_union)","http://www.wikidata.org/entity/Q23887846"
"http://dbpedia.org/resource/Sulita_Waisega","","","","","","2004","","","",,,,,"Flanker","http://www.wikidata.org/entity/Q113516618"
"http://dbpedia.org/resource/Summoner_(Wicca)","","","","","","","","","",,,,,"","http://www.wikidata.org/entity/Q7637924"
"http://dbpedia.org/resource/Sunbury_Lock","","","","","","","","","",,,,,"","http://www.wikidata.org/entity/Q7638997"
"http://dbpedia.org/resource/Sunia_Koto","Sunia Koto","","","","Sunia Koto Vuli","1980-04-15","Suva, Fiji","","",,,"113.0","174.0","http://dbpedia.org/resource/Hooker_(rugby_union)","http://www.wikidata.org/entity/Q261702"
"http://dbpedia.org/resource/Sunia_Turuva","Sunia Turuva","","","","","2002-09-04","http://dbpedia.org/resource/Australia; http://dbpedia.org/resource/New_South_Wales; http://dbpedia.org/resource/Sydney","","",,,"88.0","181.0","","http://www.wikidata.org/entity/Q112766552"
"http://dbpedia.org/resource/Superintendent_of_Bankruptcy","","","","","","","","","",,,,,"","http://www.wikidata.org/entity/Q7643463"
"http://dbpedia.org/resource/Superintendent_of_School_Buildings,_New_York_City","","","","","","","","","",,,,,"","http://www.wikidata.org/entity/Q7643468"
"http://dbpedia.org/resource/Surgeon-superintendent","","","","","","","","","",,,,,"","http://www.wikidata.org/entity/Q7646179"
"http://dbpedia.org/resource/Surveyor-General_of_New_Zealand","","","","","","","","","",,,,,"","http://www.wikidata.org/entity/Q7647106"
"http://dbpedia.org/resource/Surveyor_General_of_Queensland","","","","","","","","","",,,,,"","http://www.wikidata.org/entity/Q7647123"
"http://dbpedia.org/resource/Surveyor_General_of_South_Australia","","","","","","","","","",,,,,"","http://www.wikidata.org/entity/Q7647125"
"http://dbpedia.org/resource/Surveyor_General_of_Tasmania","","","","","","","","","",,,,,"","http://www.wikidata.org/entity/Q7647128"
"http://dbpedia.org/resource/Susie_Appleby","","","","","","1970-12-21","","","","60.0","1.67 m","60.0","167.0","http://dbpedia.org/resource/Flyhalf_(rugby_union); http://dbpedia.org/resource/Scrumhalf_(rugby_union)","http://www.wikidata.org/entity/Q17465611"
"http://dbpedia.org/resource/Suzy_Dawson","Suzy Dawson","","","","","1971-01-20","Te Kōpuru, New Zealand","","","67.0","1.67 m","67.0","167.0","http://dbpedia.org/resource/Hooker_(rugby_union)","http://www.wikidata.org/entity/Q108540735"
"http://dbpedia.org/resource/Suzy_Shortland","","","","","","1974-01-23","","","",,,,"160.0","Centre","http://www.wikidata.org/entity/Q18167645"
"http://dbpedia.org/resource/Sven_Wetzel","Sven Wetzel","","","","Sven Wetzel","1987-01-13","","","",,"1.81 m","90.0","181.0","http://dbpedia.org/resource/Hooker_(rugby_union)","http://www.wikidata.org/entity/Q7652090"
"http://dbpedia.org/resource/Svetlana_Khokhlova","","","","","","1971-02-24","","","",,,,"172.0","","http://www.wikidata.org/entity/Q56685591"
"http://dbpedia.org/resource/Swan_Rebbadj","Swan Rebbadj","","","","Swan Rebbadj","1995-01-15","http://dbpedia.org/resource/France; http://dbpedia.org/resource/Mont-de-Marsan","","",,,"115.0","202.0","http://dbpedia.org/resource/Flanker_(rugby_union); http://dbpedia.org/resource/Lock_(rugby_union)","http://www.wikidata.org/entity/Q28496038"
"http://dbpedia.org/resource/Swan_neck_deformity","","","","","","","","","",,,,,"","http://www.wikidata.org/entity/Q7653549"
"http://dbpedia.org/resource/Sweeper_(association_football)","","","","","","","","","",,,,,"","http://www.wikidata.org/entity/Q1489923"
"http://dbpedia.org/resource/Swin_Hadley","Swin Hadley","","","","Swinbourne Hadley","1904-09-19","Whangaroa, New Zealand","1970-04-29","Auckland, New Zealand",,,"80.0","178.0","http://dbpedia.org/resource/Rugby_union_positions","http://www.wikidata.org/entity/Q50043147"
"http://dbpedia.org/resource/Swoboda_Lock","","","","","","","","","",,,,,"","http://www.wikidata.org/entity/Q5757563"
