"team","teamLabel","teamNames","teamNames2","fullNames","nickNames","wikidataId"
"http://dbpedia.org/resource/'Till_I_Get_My_Way/Girl_Is_on_My_Mind","'Till I Get My Way/Girl Is on My Mind",NA,NA,NA,NA,NA
"http://dbpedia.org/resource/1._Oberösterreichischer_Rugby_Sport_Club","1. Oberösterreichischer Rugby Sport Club","; 1. Oberösterreichischer Rugby Sport Club",NA,"1",NA,"http://www.wikidata.org/entity/Q163288"
"http://dbpedia.org/resource/1986–87_Saudi_Premier_League","1986–87 Saudi Premier League",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q2949081"
"http://dbpedia.org/resource/50/50_&_Lullaby","50/50 & Lullaby",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q4639707"
"http://dbpedia.org/resource/AA_UTAD_Rugby","AA UTAD Rugby","; UTAD",NA,"Associação Académica Universidade de Trás-os-Montes e Alto Douro Rugby",NA,"http://www.wikidata.org/entity/Q17048436"
"http://dbpedia.org/resource/ACS_Tomitanii_Constanța","ACS Tomitanii Constanța","; ACS Tomitanii Constanța",NA,"Asociația Clubul Sportiv Tomitanii Constanța",NA,"http://www.wikidata.org/entity/Q56291293"
"http://dbpedia.org/resource/ACT_Brumbies","ACT Brumbies","ACT Brumbies",NA,NA,NA,"http://www.wikidata.org/entity/Q605245"
"http://dbpedia.org/resource/ACT_Veterans_Rugby_Club","ACT Veterans Rugby Club","; ACT Vets",NA,NA,NA,"http://www.wikidata.org/entity/Q17985394"
"http://dbpedia.org/resource/AEIS_Agronomia","AEIS Agronomia","Agronomia",NA,"Associação de Estudantes do Instituto Superior de Agronomia",NA,"http://www.wikidata.org/entity/Q2740841"
"http://dbpedia.org/resource/ARC_Iuridica","ARC Iuridica","; ARC Iuridica Prague",NA,"Academic Rugby Club Iuridica Praha",NA,"http://www.wikidata.org/entity/Q4653629"
"http://dbpedia.org/resource/ASA_Tel_Aviv_Rugby_Club","ASA Tel Aviv Rugby Club","ASA ""Yaron"" Tel Aviv Rugby Club",NA,NA,NA,"http://www.wikidata.org/entity/Q4654064"
"http://dbpedia.org/resource/ASC_Saint_Apollinaire-Talant_RC","ASC Saint Apollinaire-Talant RC","; ASC Saint Apollinaire - Talant RC; St Apo",NA,"Association Sportive et Culturelle de Saint Apollinaire - Talant Rugby Club","St Apo","http://www.wikidata.org/entity/Q4654143"
"http://dbpedia.org/resource/ASM_Clermont_Auvergne","ASM Clermont Auvergne","; ASM Clermont Auvergne; Les Jaunards; Les Jaunes; Montferrand; The Arverni; The Vulcans; Yellow Army",NA,"Association Sportive Montferrandaise Clermont Auvergne","Les Jaunards; Les Jaunes; Montferrand; The Arverni; The Vulcans; Yellow Army","http://www.wikidata.org/entity/Q297901"
"http://dbpedia.org/resource/ASUB_Waterloo","ASUB Waterloo","; ASUB Waterloo",NA,"ASUB Rugby Waterloo",NA,"http://www.wikidata.org/entity/Q2819481"
"http://dbpedia.org/resource/AS_Béziers_Hérault","AS Béziers Hérault","; Béziers",NA,NA,NA,"http://www.wikidata.org/entity/Q1781643"
"http://dbpedia.org/resource/AZS-AWFiS_Gdańsk_Rugby","AZS-AWFiS Gdańsk Rugby","; AZS-AWFiS Gdańsk",NA,"Akademicki Związek Sportowy Akademia Wychowania Fizycznego i Sportu Gdańsk",NA,"http://www.wikidata.org/entity/Q108415422"
"http://dbpedia.org/resource/Aalborg_RK","Aalborg RK","; Aalborg RK; Lynet (Lightning)",NA,"Aalborg RK","Lynet","http://www.wikidata.org/entity/Q4121070"
"http://dbpedia.org/resource/Aarhus_RK","Aarhus RK","; Aarhus RK",NA,"Aarhus Rugby Klub",NA,"http://www.wikidata.org/entity/Q4661719"
"http://dbpedia.org/resource/Abbotsford_RFC","Abbotsford RFC","Abbotsford RFC",NA,"Abbotsford Rugby Football Club",NA,"http://www.wikidata.org/entity/Q16824372"
"http://dbpedia.org/resource/Aberavon_Green_Stars_RFC","Aberavon Green Stars RFC","; Aberavon Green Stars RFC; Fighting Irish",NA,"Aberavon Green Stars Rugby Football Club","Fighting Irish","http://www.wikidata.org/entity/Q4666776"
"http://dbpedia.org/resource/Aberavon_Quins_RFC","Aberavon Quins RFC","; Aberavon Quins RFC; The Mighty Quins",NA,"Aberavon Harlequins Rugby Football Club","The Mighty Quins","http://www.wikidata.org/entity/Q4666778"
"http://dbpedia.org/resource/Aberavon_RFC","Aberavon RFC","; Aberavon RFC; The Wizards; Welsh Wizards",NA,"Aberavon Rugby Football Club","The Wizards; Welsh Wizards","http://www.wikidata.org/entity/Q319305"
"http://dbpedia.org/resource/Abercarn_RFC","Abercarn RFC","; Abercarn RFC",NA,"Abercarn Rugby Football Club",NA,"http://www.wikidata.org/entity/Q4666798"
"http://dbpedia.org/resource/Abercrave_RFC","Abercrave RFC","; Abercrave RFC",NA,"Abercrave Rugby Football Club",NA,"http://www.wikidata.org/entity/Q4666814"
"http://dbpedia.org/resource/Abercynon_RFC","Abercynon RFC","; Abercynon RFC",NA,"Abercynon Rugby Football Club",NA,"http://www.wikidata.org/entity/Q4666842"
"http://dbpedia.org/resource/Aberdare_RFC","Aberdare RFC","Aberdare RUFC; The Snakes",NA,"Aberdare Rugby Union Football Club","The Snakes","http://www.wikidata.org/entity/Q4666854"
"http://dbpedia.org/resource/Aberdeen_GSFP_RFC","Aberdeen GSFP RFC","; Aberdeen Grammar Rugby",NA,"Aberdeen Grammar Rugby Football Club",NA,"http://www.wikidata.org/entity/Q2821574"
"http://dbpedia.org/resource/Aberdeen_Nomads_RFC","Aberdeen Nomads RFC","; Aberdeen Nomads RFC",NA,"Aberdeen Nomads Rugby Football Club",NA,"http://www.wikidata.org/entity/Q96371391"
"http://dbpedia.org/resource/Aberdeen_Taexali","Aberdeen Taexali","; Aberdeen Taexali RFC",NA,"Aberdeen Taexali Rugby Football Club",NA,"http://www.wikidata.org/entity/Q107970183"
"http://dbpedia.org/resource/Aberdeen_University_Medics_RFC","Aberdeen University Medics RFC","; Aberdeen University Medics RFC",NA,"Aberdeen University Medics Rugby Football Club",NA,"http://www.wikidata.org/entity/Q107970182"
"http://dbpedia.org/resource/Aberdeen_University_RFC","Aberdeen University RFC","; Aberdeen University; Rugby Football Club",NA,NA,NA,"http://www.wikidata.org/entity/Q4667001"
"http://dbpedia.org/resource/Aberdeen_Wanderers_RFC","Aberdeen Wanderers RFC","; Aberdeen Wanderers",NA,"Aberdeen Wanderers Rugby Football Club",NA,"http://www.wikidata.org/entity/Q4667008"
"http://dbpedia.org/resource/Aberdeenshire_RFC","Aberdeenshire RFC","; Aberdeenshire RFC",NA,"Aberdeenshire Rugby Football Club",NA,"http://www.wikidata.org/entity/Q107501652"
"http://dbpedia.org/resource/Aberfeldy_RFC","Aberfeldy RFC","; Aberfeldy RFC",NA,"Aberfeldy Rugby Football Club",NA,"http://www.wikidata.org/entity/Q107565140"
"http://dbpedia.org/resource/Abergavenny_RFC","Abergavenny RFC","; Abergavenny RFC",NA,"Abergavenny Rugby Football Club",NA,"http://www.wikidata.org/entity/Q4667091"
"http://dbpedia.org/resource/Abertillery_RFC","Abertillery RFC","; Abertillery BG RFC; The Green and Whites",NA,"Abertillery Blaenau Gwent Rugby Football Club","The Green and Whites","http://www.wikidata.org/entity/Q4667198"
"http://dbpedia.org/resource/Aberystwyth_RFC","Aberystwyth RFC","Aberystwyth RFC",NA,"Aberystwyth Rugby Football Club",NA,"http://www.wikidata.org/entity/Q4667222"
"http://dbpedia.org/resource/Aborigen_Rugby_Club","Aborigen Rugby Club","Fundación Aborigen",NA,"Fundación Aborigen Rugby Club",NA,"http://www.wikidata.org/entity/Q17600316"
"http://dbpedia.org/resource/Abu_Dhabi_Harlequins","Abu Dhabi Harlequins","; Abu Dhabi Harlequins",NA,"Abu Dhabi Harlequins",NA,"http://www.wikidata.org/entity/Q2822078"
"http://dbpedia.org/resource/Addison_Football_Club","Addison Football Club","; Addison",NA,"Addison Football Club",NA,"http://www.wikidata.org/entity/Q4681250"
"http://dbpedia.org/resource/Adelaide_Black_Falcons","Adelaide Black Falcons","; South Australia",NA,NA,NA,"http://www.wikidata.org/entity/Q28219725"
"http://dbpedia.org/resource/Adventures_of_Pip","Adventures of Pip",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q20031737"
"http://dbpedia.org/resource/Aeolos_Rugby","Aeolos Rugby","Aeolos Rugby",NA,"Aeolos Patras Rugby Club",NA,"http://www.wikidata.org/entity/Q18066532"
"http://dbpedia.org/resource/Aironi","Aironi","; Aironi",NA,NA,NA,"http://www.wikidata.org/entity/Q145281"
"http://dbpedia.org/resource/Aitai_Riyū/Dream_After_Dream_(Yume_Kara_Sameta_Yume)","Aitai Riyū/Dream After Dream (Yume Kara Sameta Yume)",NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Ajax_Wanderers_R.U.F.C.","Ajax Wanderers R.U.F.C.","Ajax Wanderers R.U.F.C.",NA,NA,NA,"http://www.wikidata.org/entity/Q4699617"
"http://dbpedia.org/resource/Akita_Northern_Bullets","Akita Northern Bullets","Akita Northern Bullets",NA,"Akita Northern Bullets Rugby Football Club",NA,"http://www.wikidata.org/entity/Q11595221"
"http://dbpedia.org/resource/Alamo_City_Rugby_Football_Club","Alamo City Rugby Football Club","; Alamo City Rugby; The Defenders",NA,NA,NA,"http://www.wikidata.org/entity/Q4705951"
"http://dbpedia.org/resource/Alba_(shinty_team)","Alba (shinty team)",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q4708942"
"http://dbpedia.org/resource/Albion_Excelsior_Rugby_Club","Albion Excelsior Rugby Club","; Albion Excelsior Rugby Club",NA,"Albion Excelsior Rugby Football Club",NA,"http://www.wikidata.org/entity/Q5419481"
"http://dbpedia.org/resource/Alcobendas_Rugby","Alcobendas Rugby","; Alcobendas Rugby",NA,"Club Deportivo Básico Alcobendas Rugby",NA,"http://www.wikidata.org/entity/Q2979803"
"http://dbpedia.org/resource/Alfa_Rugby_Bydgoszcz","Alfa Rugby Bydgoszcz","; Alfa Rugby Bydgoszcz; Alfa, Bydgoskie Byki (Bydgoszcz Bulls)",NA,NA,"Alfa, Bydgoskie Byki","http://www.wikidata.org/entity/Q11685298"
"http://dbpedia.org/resource/All_Blacks_XV","All Blacks XV",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q749756"
"http://dbpedia.org/resource/Allan_Glen's_RFC","Allan Glen's RFC","; Allan Glen's RFC",NA,"Allan Glen's Rugby Football Club",NA,"http://www.wikidata.org/entity/Q68377636"
"http://dbpedia.org/resource/Alloa_RFC","Alloa RFC","; Alloa RFC",NA,"Alloa Rugby Football Club",NA,"http://www.wikidata.org/entity/Q67913309"
"http://dbpedia.org/resource/Allons_à_Lafayette","Allons à Lafayette",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q4733093"
"http://dbpedia.org/resource/Alnwick_RFC","Alnwick RFC","; Alnwick RFC",NA,"Alnwick Rugby Football Club",NA,"http://www.wikidata.org/entity/Q16242778"
"http://dbpedia.org/resource/Altrincham_Kersal","Altrincham Kersal","; Altrincham Kersal",NA,"Altrincham Kersal Rugby Football Club",NA,"http://www.wikidata.org/entity/Q4736996"
"http://dbpedia.org/resource/Amarillo_(Gorillaz_song)","Amarillo (Gorillaz song)",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q14863682"
"http://dbpedia.org/resource/Amatori_Alghero","Amatori Alghero","; Amatori Alghero",NA,"Amatori Rugby Alghero",NA,"http://www.wikidata.org/entity/Q3613720"
"http://dbpedia.org/resource/Amatori_Catania","Amatori Catania","Amatori Catania",NA,"Amatori Catania Rugby",NA,"http://www.wikidata.org/entity/Q455793"
"http://dbpedia.org/resource/Amatori_Rugby_Milano","Amatori Rugby Milano","Amatori Milano",NA,"Amatori Rugby Milano",NA,"http://www.wikidata.org/entity/Q1132521"
"http://dbpedia.org/resource/Amersham_and_Chiltern_Rugby_Football_Club","Amersham and Chiltern Rugby Football Club","; Amersham & Chiltern RFC",NA,"Amersham and Chiltern Rugby Football Club",NA,"http://www.wikidata.org/entity/Q4745828"
"http://dbpedia.org/resource/Amman_United_RFC","Amman United RFC","; Amman United RFC",NA,"Amman United Rugby Football Club",NA,"http://www.wikidata.org/entity/Q4747139"
"http://dbpedia.org/resource/Ammanford_RFC","Ammanford RFC","; Ammanford RFC",NA,"Ammanford Rugby Football Club",NA,"http://www.wikidata.org/entity/Q4747155"
"http://dbpedia.org/resource/Amoskeag_Rugby_Club","Amoskeag Rugby Club","; Amoskeag RFC",NA,"Amoskeag Rugby Football Club",NA,"http://www.wikidata.org/entity/Q4747977"
"http://dbpedia.org/resource/Ampthill_RUFC","Ampthill RUFC","; Ampthill",NA,"Ampthill Rugby Club",NA,"http://www.wikidata.org/entity/Q4748551"
"http://dbpedia.org/resource/Anett_Futatabi","Anett Futatabi",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q2851483"
"http://dbpedia.org/resource/Annan_RFC","Annan RFC","; Annan RFC",NA,"Annan Rugby Football Club",NA,"http://www.wikidata.org/entity/Q4767911"
"http://dbpedia.org/resource/Anti-Assassins","Anti-Assassins","Anti-Assassins",NA,NA,NA,"http://www.wikidata.org/entity/Q4774106"
"http://dbpedia.org/resource/Antwerp_RC","Antwerp RC","; Antwerp Rugby Club",NA,NA,NA,"http://www.wikidata.org/entity/Q16919837"
"http://dbpedia.org/resource/Aparejadores_Rugby","Aparejadores Rugby","; UBU Colina Clinic",NA,"Aparejadores Rugby",NA,"http://www.wikidata.org/entity/Q24185156"
"http://dbpedia.org/resource/Arabian_Gulf_rugby_union_team","Arabian Gulf rugby union team","Arugby, Soundos",NA,NA,"Arugby, Soundos","http://www.wikidata.org/entity/Q624092"
"http://dbpedia.org/resource/Arbroath_RFC","Arbroath RFC","; Arbroath RFC",NA,"Arbroath Rugby Football Club",NA,"http://www.wikidata.org/entity/Q107536634"
"http://dbpedia.org/resource/Ardee_RFC","Ardee RFC","; Ardee",NA,"Ardee Rugby Football Club",NA,"http://www.wikidata.org/entity/Q4787876"
"http://dbpedia.org/resource/Ardrossan_Academicals_RFC","Ardrossan Academicals RFC","; Ardrossan Academicals",NA,"Ardrossan Academicals Rugby Football Club",NA,"http://www.wikidata.org/entity/Q4788260"
"http://dbpedia.org/resource/Ardrossan_Castle_Foot-Ball_Club","Ardrossan Castle Foot-Ball Club","; Ardrossan Castle Foot-Ball Club",NA,"Ardrossan Castle Foot-Ball Club",NA,"http://www.wikidata.org/entity/Q96372319"
"http://dbpedia.org/resource/Ards_RFC","Ards RFC","; Ards RFC",NA,"Ards Rugby Football Club",NA,"http://www.wikidata.org/entity/Q4788284"
"http://dbpedia.org/resource/Argentina_XV_national_rugby_union_team","Argentina XV national rugby union team","Jaguares",NA,NA,"Jaguares","http://www.wikidata.org/entity/Q3873496"
"http://dbpedia.org/resource/Argentina_national_under-20_rugby_union_team","Argentina national under-20 rugby union team","Pumitas",NA,NA,"Pumitas","http://www.wikidata.org/entity/Q4120756"
"http://dbpedia.org/resource/Arklow_RFC","Arklow RFC","; ARFC.; Arklow",NA,"Arklow Rugby Football Club","ARFC.","http://www.wikidata.org/entity/Q4792025"
"http://dbpedia.org/resource/Armed_Police_Unit_Gallop","Armed Police Unit Gallop",NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Armenia_national_rugby_union_team","Armenia national rugby union team",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q684546"
"http://dbpedia.org/resource/Army_Rugby_Football_Club","Army Rugby Football Club","Army Black Knights; Army Ruggers, Brothers XV",NA,"Army Rugby Football Club","Army Ruggers, Brothers XV","http://www.wikidata.org/entity/Q4794241"
"http://dbpedia.org/resource/Army_Rugby_Union","Army Rugby Union","Army Rugby Union",NA,NA,NA,"http://www.wikidata.org/entity/Q4794237"
"http://dbpedia.org/resource/Ashbourne_RFC","Ashbourne RFC","; Ash; Ashbourne",NA,NA,"Ash","http://www.wikidata.org/entity/Q4804630"
"http://dbpedia.org/resource/Asia_Pacific_Dragons","Asia Pacific Dragons","Asia Pacific Dragons",NA,NA,NA,"http://www.wikidata.org/entity/Q19576877"
"http://dbpedia.org/resource/Asociación_Alumni","Asociación Alumni","Alumni",NA,"Asociación Alumni",NA,"http://www.wikidata.org/entity/Q948693"
"http://dbpedia.org/resource/Asociación_Deportiva_Francesa","Asociación Deportiva Francesa","Depo, Tiva; Deportiva Francesa",NA,"Asociación Deportiva Francesa","Depo, Tiva","http://www.wikidata.org/entity/Q4807498"
"http://dbpedia.org/resource/Aspatria_RUFC","Aspatria RUFC","; Aspatria",NA,"Aspatria Rugby",NA,"http://www.wikidata.org/entity/Q4807743"
"http://dbpedia.org/resource/Astal","Astal",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q4810523"
"http://dbpedia.org/resource/Ateneo_Cultural_y_Deportivo_Don_Bosco","Ateneo Cultural y Deportivo Don Bosco","; Don Bosco",NA,"Ateneo Cultural y Deportivo Don Bosco",NA,"http://www.wikidata.org/entity/Q4813069"
"http://dbpedia.org/resource/Athboy_RFC","Athboy RFC","; Athboy",NA,"Athboy Rugby Football Club",NA,"http://www.wikidata.org/entity/Q4813290"
"http://dbpedia.org/resource/Athens_RFC","Athens RFC","; Athens RFC",NA,"Athens Rugby Football Club",NA,"http://www.wikidata.org/entity/Q2869022"
"http://dbpedia.org/resource/Athens_Spartans_RFC","Athens Spartans RFC","; Spartans Rugby",NA,"Athens Spartans Rugby Football Club","Spartans Rugby","http://www.wikidata.org/entity/Q4813517"
"http://dbpedia.org/resource/Athy_RFC","Athy RFC","; Athy",NA,"Athy Rugby Football Club",NA,"http://www.wikidata.org/entity/Q4815705"
"http://dbpedia.org/resource/Atlanta_Renegades","Atlanta Renegades","Renegades RFC",NA,"Atlanta Renegades Rugby Football Club",NA,"http://www.wikidata.org/entity/Q4816133"
"http://dbpedia.org/resource/Atlantic_Rock","Atlantic Rock","Atlantic Rock; The Rock",NA,NA,"The Rock","http://www.wikidata.org/entity/Q17147441"
"http://dbpedia.org/resource/Atlético_Madrid_Rugby","Atlético Madrid Rugby","Atlético Madrid; Colchoneros, Rojiblancos",NA,"Club Atlético Madrid","Colchoneros, Rojiblancos","http://www.wikidata.org/entity/Q24035633"
"http://dbpedia.org/resource/Attica_Springboks_RFC","Attica Springboks RFC","; Attica Springboks RFC; Springboks",NA,"Attica Springboks Rugby Football Club","Springboks","http://www.wikidata.org/entity/Q2870092"
"http://dbpedia.org/resource/Aughrim_Rugby","Aughrim Rugby","; Aughrim Rugby; Red Kites",NA,"Aughrim Rugby Football Club","Red Kites","http://www.wikidata.org/entity/Q4820378"
"http://dbpedia.org/resource/Augusta_Rugby_Football_Club","Augusta Rugby Football Club","; Augusta Mad Dogs; Mad Dogs",NA,"Augusta Rugby Football Club","Mad Dogs","http://www.wikidata.org/entity/Q4820958"
"http://dbpedia.org/resource/Austin_Gilgronis","Austin Gilgronis","; AG's; Austin Gilgronis",NA,"Austin Gilgronis","AG's","http://www.wikidata.org/entity/Q42956124"
"http://dbpedia.org/resource/Austin_Huns","Austin Huns","; Austin Huns Rugby Club",NA,"Austin Huns Rugby Football Club",NA,"http://www.wikidata.org/entity/Q29470751"
"http://dbpedia.org/resource/Australia_A_national_rugby_union_team","Australia A national rugby union team","Australia A",NA,NA,NA,"http://www.wikidata.org/entity/Q4823557"
"http://dbpedia.org/resource/Australia_national_rugby_union_team","Australia national rugby union team",NA,NA,NA,"Wallabies","http://www.wikidata.org/entity/Q622443"
"http://dbpedia.org/resource/Australia_national_under-19_rugby_union_team","Australia national under-19 rugby union team",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q19870888"
"http://dbpedia.org/resource/Australia_national_under-20_rugby_union_team","Australia national under-20 rugby union team",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q4823737"
"http://dbpedia.org/resource/Australian_Barbarians","Australian Barbarians","Australian Barbarians Rugby Club",NA,NA,NA,"http://www.wikidata.org/entity/Q28223950"
"http://dbpedia.org/resource/Australian_Maritime_College_Rugby_Union_Club","Australian Maritime College Rugby Union Club","; AMC or The Vikings; Australian Maritime College Rugby Union Football Club",NA,NA,"AMC or The Vikings","http://www.wikidata.org/entity/Q16835616"
"http://dbpedia.org/resource/Australian_Schoolboys_rugby_union_team","Australian Schoolboys rugby union team","Australian Schoolboys & U18",NA,NA,NA,"http://www.wikidata.org/entity/Q4824649"
"http://dbpedia.org/resource/Austria_national_under-18_rugby_union_team","Austria national under-18 rugby union team",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q4825453"
"http://dbpedia.org/resource/Avenir_Valencien","Avenir Valencien","Avenir Valencien",NA,"Avenir Valencien",NA,"http://www.wikidata.org/entity/Q2756879"
"http://dbpedia.org/resource/Aviron_Bayonnais","Aviron Bayonnais","Bayonne",NA,"Aviron Bayonnais Rugby Pro",NA,"http://www.wikidata.org/entity/Q630112"
"http://dbpedia.org/resource/Avonmouth_Old_Boys","Avonmouth Old Boys","; Avonmouth Old Boys RFC; The Mouth",NA,"Avonmouth Old Boys Rugby Football Club","The Mouth","http://www.wikidata.org/entity/Q4829353"
"http://dbpedia.org/resource/Ayr_RFC","Ayr RFC","; Ayr",NA,"Ayr Rugby Football Club",NA,"http://www.wikidata.org/entity/Q793219"
"http://dbpedia.org/resource/Azerbaijan_national_rugby_union_team","Azerbaijan national rugby union team",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q2332838"
"http://dbpedia.org/resource/BC_Bears","BC Bears","; BC Bears",NA,NA,NA,"http://www.wikidata.org/entity/Q7122744"
"http://dbpedia.org/resource/BUC_St_Josse","BUC St Josse","; BUC Saint-Josse",NA,"Brussels University Club Saint-Josse Rugby Club",NA,"http://www.wikidata.org/entity/Q2877524"
"http://dbpedia.org/resource/BYU_Men's_Rugby","BYU Men's Rugby","; BYU Men’s Rugby; Cougars",NA,NA,"http://dbpedia.org/resource/BYU_Cougars","http://www.wikidata.org/entity/Q4836920"
"http://dbpedia.org/resource/Back_Bay_Rugby_Club","Back Bay Rugby Club","; Sharks",NA,"Back Bay Rugby Football Club","Sharks","http://www.wikidata.org/entity/Q19543883"
"http://dbpedia.org/resource/Baglan_RFC","Baglan RFC","; Baglan RFC",NA,"Baglan Rugby Football Club",NA,"http://www.wikidata.org/entity/Q4841969"
"http://dbpedia.org/resource/Bala_RFC","Bala RFC","; Bala RFC",NA,"Bala RFC",NA,"http://www.wikidata.org/entity/Q4849694"
"http://dbpedia.org/resource/Balbriggan_RFC","Balbriggan RFC",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q4850210"
"http://dbpedia.org/resource/Ballina_R.F.C.","Ballina R.F.C.","; Ballina RFC",NA,"Ballina Rugby Football Club",NA,"http://www.wikidata.org/entity/Q55604779"
"http://dbpedia.org/resource/Ballincollig_RFC","Ballincollig RFC","Ballincollig RFC",NA,"Ballincollig Rugby Football Club",NA,"http://www.wikidata.org/entity/Q4851719"
"http://dbpedia.org/resource/Ballymena_R.F.C.","Ballymena R.F.C.","; Ballymena RFC",NA,"Ballymena Rugby Football Club",NA,"http://www.wikidata.org/entity/Q2881428"
"http://dbpedia.org/resource/Ballynahinch_RFC","Ballynahinch RFC","Ballynahinch RFC",NA,"Ballynahinch Rugby Football Club",NA,"http://www.wikidata.org/entity/Q2881438"
"http://dbpedia.org/resource/Ballynahinch_Rabbitohs","Ballynahinch Rabbitohs","Ballynahinch Rabbitohs",NA,NA,NA,"http://www.wikidata.org/entity/Q4852248"
"http://dbpedia.org/resource/Balmain_RFC","Balmain RFC","; Balmain Rugby Club; Muzzled Wolves",NA,NA,"Muzzled Wolves","http://www.wikidata.org/entity/Q19871070"
"http://dbpedia.org/resource/Banbridge_RFC","Banbridge RFC","; Banbridge RFC; Bann",NA,"; Banbridge Rugby Football Club","Bann","http://www.wikidata.org/entity/Q4854001"
"http://dbpedia.org/resource/Banco_Rugby_Club","Banco Rugby Club","; Banco",NA,"Banco Rugby Club",NA,"http://www.wikidata.org/entity/Q4854113"
"http://dbpedia.org/resource/Bandon_R.F.C.","Bandon R.F.C.","Bandon",NA,"Bandon Rugby Football Club",NA,"http://www.wikidata.org/entity/Q96373062"
"http://dbpedia.org/resource/Banff_RFC","Banff RFC","; Banff RFC",NA,"Banff Rugby Football Club",NA,"http://www.wikidata.org/entity/Q107501653"
"http://dbpedia.org/resource/Bangalore_rugby_football_club","Bangalore rugby football club","; Bangalore Rugby Football Club",NA,"Bangalore Rugby Football Club",NA,"http://www.wikidata.org/entity/Q4855085"
"http://dbpedia.org/resource/Bangor_RFC","Bangor RFC","; Bangor RFC",NA,"Bangor Rugby Football Club",NA,"http://www.wikidata.org/entity/Q3634172"
"http://dbpedia.org/resource/Bannockburn_RFC","Bannockburn RFC","; Bannockburn RFC; The Burn",NA,"Bannockburn Rugby Football Club","The Burn","http://www.wikidata.org/entity/Q4857007"
"http://dbpedia.org/resource/Banquet/Staying_Fat","Banquet/Staying Fat",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q4857079"
"http://dbpedia.org/resource/Banwen_RFC","Banwen RFC","; Banwen RFC; Black Dragons",NA,"Banwen Rugby Football Club","Black Dragons","http://www.wikidata.org/entity/Q4857344"
"http://dbpedia.org/resource/Barbarian_F.C.","Barbarian F.C.","Baa-Baas; Barbarians",NA,NA,"Baa-Baas","http://www.wikidata.org/entity/Q807749"
"http://dbpedia.org/resource/Barbarian_Rugby_Club","Barbarian Rugby Club","French Barbarians; Les Babas",NA,NA,"Les Babas","http://www.wikidata.org/entity/Q2004853"
"http://dbpedia.org/resource/Barcelona_Enginyers_Rugby","Barcelona Enginyers Rugby","; Barcelona Enginyers Rugby",NA,NA,NA,"http://www.wikidata.org/entity/Q20977897"
"http://dbpedia.org/resource/Barcelona_Universitari_Club","Barcelona Universitari Club","; Barcelona Universitari Club",NA,NA,NA,"http://www.wikidata.org/entity/Q10858300"
"http://dbpedia.org/resource/Bargoed_RFC","Bargoed RFC","; Bargoed RFC; The Bulls, The Blues",NA,"Bargoed Rugby Football Club","The Bulls, The Blues","http://www.wikidata.org/entity/Q4860595"
"http://dbpedia.org/resource/Barkers_Butts_RFC","Barkers Butts RFC","; Barkers Butts",NA,"Barkers Butts Rugby Football Club",NA,"http://www.wikidata.org/entity/Q85745453"
"http://dbpedia.org/resource/Barking_Rugby_Football_Club","Barking Rugby Football Club","; Barking",NA,"Barking Rugby Union Football Club",NA,"http://www.wikidata.org/entity/Q4861045"
"http://dbpedia.org/resource/Barnes_Rugby_Football_Club","Barnes Rugby Football Club","Barnes",NA,"Barnes Rugby Football Club",NA,"http://www.wikidata.org/entity/Q4861546"
"http://dbpedia.org/resource/Barnstaple_RFC","Barnstaple RFC","Barnstaple Rugby Football Club",NA,NA,NA,"http://www.wikidata.org/entity/Q4861967"
"http://dbpedia.org/resource/Barossa_Rams_RUFC","Barossa Rams RUFC","; Barossa Rams",NA,NA,NA,"http://www.wikidata.org/entity/Q39050804"
"http://dbpedia.org/resource/Barry_RFC","Barry RFC","; Barry RFC; Bombers",NA,"Barry Rugby Football Club","Bombers","http://www.wikidata.org/entity/Q4864636"
"http://dbpedia.org/resource/Barts_and_the_London_RFC","Barts and the London RFC","Royal Hospitals RFC; St Barts and The Royal London RFC",NA,"St Barts and The Royal London RFC","Royal Hospitals RFC","http://www.wikidata.org/entity/Q4865799"
"http://dbpedia.org/resource/Base_(geometry)","Base (geometry)",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q2553861"
"http://dbpedia.org/resource/Basingstoke_R.F.C.","Basingstoke R.F.C.","; Basingstoke",NA,"Basingstoke Rugby Football Club",NA,"http://www.wikidata.org/entity/Q4867519"
"http://dbpedia.org/resource/Bath_Rugby","Bath Rugby","Bath Rugby",NA,"Bath Rugby",NA,"http://www.wikidata.org/entity/Q810786"
