origWdId,origName,wpPage,stintType,timePeriod,teamName,teamWP,matchesPlayed,pointsScored
Q20713440,Andy Redmayne,Andy_Redmayne,Amateur team(s),,Dundee HSFP,/wiki/Dundee_HSFP,,
Q20713440,Andy Redmayne,Andy_Redmayne,Amateur team(s),–,Glasgow Hawks,/wiki/Glasgow_Hawks_RFC,,
Q20713597,Fraser Lyle,Fraser_Lyle,Amateur team(s),,Aberdeen GSFP,/wiki/Aberdeen_GSFP,,
Q20713597,Fraser Lyle,Fraser_Lyle,Amateur team(s),–,Calgary Hornets,,,
Q20713597,Fraser Lyle,Fraser_Lyle,Amateur team(s),–,Stirling County,/wiki/Stirling_County_RFC,,
Q20713866,Matt Smith,"Matt_Smith_(rugby_union,_born_1996)",Amateur team(s),2014–15,Stirling County,/wiki/Stirling_County_RFC,,
Q20713866,Matt Smith,"Matt_Smith_(rugby_union,_born_1996)",Amateur team(s),2015–16,Glasgow Hawks,/wiki/Glasgow_Hawks,,
Q20713866,Matt Smith,"Matt_Smith_(rugby_union,_born_1996)",Amateur team(s),2021-,Glasgow High Kelvinside,/wiki/Glasgow_High_Kelvinside,,
Q20714069,Tommy Spinks,Tommy_Spinks_(rugby_union),Amateur team(s),2014–2015,Glasgow Hawks,/wiki/Glasgow_Hawks,,
Q20714069,Tommy Spinks,Tommy_Spinks_(rugby_union),Amateur team(s),2016-,Glasgow Hawks,/wiki/Glasgow_Hawks_RFC,,
Q20714144,Andrew Warwick,Andrew_Warwick,Amateur team(s),,Ballymena,/wiki/Ballymena_R.F.C.,,
Q20715436,Robert Burgess,Robert_Burgess_(rugby_union),Amateur team(s),1913–1914,Dublin University Football Club,/wiki/Dublin_University_Football_Club,,
Q20723101,Tai Tuisamoa,Tai_Tuisamoa,Amateur team(s),"2004-2014, 2017-2019",OMBAC,/wiki/Old_Mission_Beach_Athletic_Club,,
Q20738399,Vincent McNamara,Vincent_McNamara,Amateur team(s),1911–1914,University College Cork RFC,/wiki/University_College_Cork_RFC,,
Q20739089,George Sellars,George_Sellars,Amateur team(s),1906–14,Ponsonby,/wiki/Ponsonby_RFC,,
Q20739109,Peter Williams,"Peter_Williams_(rugby_union,_born_1884)",Amateur team(s),,Alhambra,/w/index.php?title=Alhambra_Union_Rugby_Football_Club&action=edit&redlink=1,,
Q20740955,Hilton Mudariki,Hilton_Mudariki,Amateur team(s),2015–2018,UJ,/wiki/University_of_Johannesburg#Sport,13,0
Q20740955,Hilton Mudariki,Hilton_Mudariki,Youth career,2010,KwaZulu-Natal,,,
Q20740955,Hilton Mudariki,Hilton_Mudariki,Youth career,2011,Western Province,/wiki/Stormers,,
Q20744460,Jono Janse van Rensburg,Jono_Janse_van_Rensburg,Amateur team(s),2011–2014,UP Tuks,/wiki/University_of_Pretoria#Sport,5,0
Q20744486,Shane Kirkwood,Shane_Kirkwood,Amateur team(s),2011–2014,UJ,/wiki/University_of_Johannesburg#Sport,31,15
Q20744486,Shane Kirkwood,Shane_Kirkwood,Youth career,2007–2010,Golden Lions,/wiki/Lions_(United_Rugby_Championship),,
Q20744560,Tyson Mulamba,Tyson_Mulamba,Amateur team(s),2013,Raiders,,4,5
Q20744744,Sidney Tobias,Sidney_Tobias,Amateur team(s),2013–2014,UP Tuks,/wiki/University_of_Pretoria#Sport,4,5
Q20744744,Sidney Tobias,Sidney_Tobias,Youth career,2005–2010,Western Province,/wiki/Stormers,,
Q20744760,Danie van der Merwe,Danie_van_der_Merwe,Amateur team(s),2011–2014,CUT Ixias,/wiki/Central_University_of_Technology,27,45
Q20744760,Danie van der Merwe,Danie_van_der_Merwe,Youth career,2005–2007,Griffons,/wiki/Griffons_(rugby_union),,
Q20744760,Danie van der Merwe,Danie_van_der_Merwe,Youth career,2008–2010,Golden Lions,/wiki/Lions_(United_Rugby_Championship),,
Q20744797,Yanga Xakalashe,Yanga_Xakalashe,Youth career,2005,Border Bulldogs,/wiki/Border_Bulldogs,,
Q20744800,Daniel Yakopo,Daniel_Yakopo,Amateur team(s),2010,BrumbiesAcademy,/wiki/Brumbies,,
Q20744800,Daniel Yakopo,Daniel_Yakopo,Amateur team(s),2015,Box Hill Rugby,/w/index.php?title=Box_Hill_Rugby&action=edit&redlink=1,,
Q20744857,Tinus de Beer,Tinus_de_Beer,Amateur team(s),2016–2017,UP Tuks,/wiki/University_of_Pretoria#Sport,4,14
Q20744857,Tinus de Beer,Tinus_de_Beer,Youth career,2013–2016,Blue Bulls,/wiki/Bulls_(rugby_union),,
Q20744874,Jason Jenkins,Jason_Jenkins,Amateur team(s),2015,UP Tuks,/wiki/University_of_Pretoria#Sport,1,0
Q20744874,Jason Jenkins,Jason_Jenkins,Youth career,2014–2015,Blue Bulls,/wiki/Bulls_(rugby_union),,
Q20745098,Ox Nché,Ox_Nch%C3%A9,Amateur team(s),2015–2016,UFS Shimlas,/wiki/University_of_the_Free_State,10,0
Q20745098,Ox Nché,Ox_Nch%C3%A9,Youth career,2011–2016,Free State Cheetahs,/wiki/Cheetahs_(rugby_union),,
Q20745112,Abongile Nonkontwana,Abongile_Nonkontwana,Youth career,2008–2011,Border Bulldogs,/wiki/Border_Bulldogs,,
Q20745112,Abongile Nonkontwana,Abongile_Nonkontwana,Youth career,2013–2016,Blue Bulls,/wiki/Bulls_(rugby_union),,
Q20745130,Gerhard Olivier,Gerhard_Olivier,Amateur team(s),2014–2015,UFS Shimlas,/wiki/University_of_the_Free_State,12,40
Q20745130,Gerhard Olivier,Gerhard_Olivier,Youth career,2010–2014,Free State Cheetahs,/wiki/Cheetahs_(rugby_union),,
Q20745148,Pettowa Paraka,Pettowa_Paraka,Amateur team(s),2012–,Easts,/wiki/Easts_Tigers_Rugby_Union,,
Q20774374,Fergus Wallace,Fergus_Wallace,Amateur team(s),,Clarkston RFC,/wiki/Clarkston_RFC,,
Q20774374,Fergus Wallace,Fergus_Wallace,Amateur team(s),–,Glasgow High Kelvinside,/wiki/Glasgow_High_Kelvinside,,
Q20774374,Fergus Wallace,Fergus_Wallace,Amateur team(s),–,Boroughmuir RFC,/wiki/Boroughmuir_RFC,,
Q20774374,Fergus Wallace,Fergus_Wallace,Amateur team(s),–,Hamilton RFC,/wiki/Hamilton_RFC,,
Q20774374,Fergus Wallace,Fergus_Wallace,Amateur team(s),–,Glasgow Hawks,/wiki/Glasgow_Hawks,,
Q20810466,Harry Bassi,Harry_Bassi,Amateur team(s),,Glasgow High Kelvinside,/wiki/Glasgow_High_Kelvinside,,
Q20810466,Harry Bassi,Harry_Bassi,Amateur team(s),–,Glasgow Hawks,/wiki/Glasgow_Hawks,,
Q20810665,Chris Cloete,Chris_Cloete,Amateur team(s),2013,Old Selbornians,,,
Q20810665,Chris Cloete,Chris_Cloete,Amateur team(s),2014,NMMU Madibaz,/wiki/Nelson_Mandela_University#Sports,8,40
Q20810665,Chris Cloete,Chris_Cloete,Youth career,2004–2009,Border Bulldogs,/wiki/Border_Bulldogs,,
Q20810665,Chris Cloete,Chris_Cloete,Youth career,2009–2012,Sharks,/wiki/Sharks_(rugby_union),,
Q20810781,Jacques du Toit,Jacques_du_Toit_(rugby_union),Amateur team(s),2013–2015,UFS Shimlas,/wiki/University_of_the_Free_State,12,10
Q20810781,Jacques du Toit,Jacques_du_Toit_(rugby_union),Youth career,2011–2014,Free State Cheetahs,/wiki/Cheetahs_(rugby_union),,
Q20877000,Junior Bulumakau,Junior_Bulumakau,Amateur team(s),,Heriots,/wiki/Heriot%27s_Rugby_Club,,
Q20877000,Junior Bulumakau,Junior_Bulumakau,Amateur team(s),–,Belfast Harlequins,/wiki/Belfast_Harlequins,,
Q20877000,Junior Bulumakau,Junior_Bulumakau,Amateur team(s),–,SCOTS British Army rugby,/wiki/Royal_Regiment_of_Scotland,,
Q20877000,Junior Bulumakau,Junior_Bulumakau,Amateur team(s),–,Glasgow Hawks,/wiki/Glasgow_Hawks_RFC,,
Q20877000,Junior Bulumakau,Junior_Bulumakau,Amateur team(s),–,Highland,/wiki/Highland_RFC,,
Q20877054,Robbie Fergusson,Robbie_Fergusson,Amateur team(s),,Ayr,/wiki/Ayr_RFC,,
Q20877064,Nyle Godsmark,Nyle_Godsmark,Amateur team(s),,Edinburgh Academicals,/wiki/Edinburgh_Academicals,,
Q20877162,Gordon Mackay,Gordon_Mackay_(rugby_union),Amateur team(s),,Glasgow Academicals RFC,/wiki/Glasgow_Academicals_RFC,,
Q20877162,Gordon Mackay,Gordon_Mackay_(rugby_union),Amateur team(s),–,Stirling County RFC,/wiki/Stirling_County_RFC,,
Q20877162,Gordon Mackay,Gordon_Mackay_(rugby_union),Amateur team(s),–,Glasgow Hawks,/wiki/Glasgow_Hawks,,
Q20877218,Rusty Page,Rusty_Page,Amateur team(s),,London Scottish,/wiki/London_Scottish_F.C.,,
Q20877813,Patrick Wauchope,Patrick_Wauchope,Amateur team(s),,Fettesian-Lorettonians,/wiki/Fettesian-Lorettonian_Club,,
Q20877813,Patrick Wauchope,Patrick_Wauchope,Amateur team(s),–,Edinburgh University,/wiki/Edinburgh_University_RFC,,
Q20877813,Patrick Wauchope,Patrick_Wauchope,Amateur team(s),–,Edinburgh Wanderers,/wiki/Edinburgh_Wanderers,,
Q20880448,Wasim Thajudeen,Wasim_Thajudeen,Youth career,-,Sri Lanka U19,,,
Q20961841,Giorgi Melikidze,Giorgi_Melikidze,Youth career,2015,Stade Français,/wiki/Stade_Fran%C3%A7ais,,
Q20971961,Benoît Piffero,Beno%C3%AEt_Piffero,Amateur team(s),,Atlantic Rock,/wiki/The_Rock_(rugby_team),,
Q20981393,Fabian Booysen,Fabian_Booysen,Amateur team(s),2013–2014,UJ,/wiki/University_of_Johannesburg#Sport,9,0
Q20981393,Fabian Booysen,Fabian_Booysen,Youth career,2009–2013,Golden Lions,/wiki/Lions_(United_Rugby_Championship),,
Q20981440,Aranos Coetzee,Aranos_Coetzee,Amateur team(s),2010,NWU Pukke,/wiki/North-West_University,8,0
Q20981440,Aranos Coetzee,Aranos_Coetzee,Youth career,2006,Western Province,/wiki/Stormers,,
Q20981440,Aranos Coetzee,Aranos_Coetzee,Youth career,2008–2009,Leopards,/wiki/Leopards_(rugby_union),,
Q20981529,Corniel Els,Corniel_Els,Amateur team(s),2014–2016,UP Tuks,/wiki/University_of_Pretoria#Sport,14,15
Q20981529,Corniel Els,Corniel_Els,Youth career,2010–2012,Free State Cheetahs,/wiki/Cheetahs_(rugby_union),,
Q20981529,Corniel Els,Corniel_Els,Youth career,2013–2015,Blue Bulls,/wiki/Bulls_(rugby_union),,
Q20981534,Lourens Erasmus,Lourens_Erasmus,Amateur team(s),2013,UJ,/wiki/University_of_Johannesburg#Sport,0,0
Q20981534,Lourens Erasmus,Lourens_Erasmus,Youth career,2012–2014,Golden Lions,/wiki/Lions_(United_Rugby_Championship),,
Q20981541,Felipe Ezcurra,Felipe_Ezcurra,Amateur team(s),2011−,Hindú,/wiki/Hind%C3%BA_Club,100,90
Q20981645,Jannes Kirsten,Jannes_Kirsten,Amateur team(s),2014–2015,UP Tuks,/wiki/University_of_Pretoria#Sport,14,10
Q20981645,Jannes Kirsten,Jannes_Kirsten,Youth career,2012–2014,Blue Bulls,/wiki/Bulls_(rugby_union),,
Q20981654,Dan Kriel,Dan_Kriel,Amateur team(s),2015–2016,UP Tuks,/wiki/University_of_Pretoria#Sport,8,25
Q20981654,Dan Kriel,Dan_Kriel,Youth career,2010,Sharks,/wiki/Sharks_(rugby_union),,
Q20981654,Dan Kriel,Dan_Kriel,Youth career,2013–2015,Blue Bulls,/wiki/Bulls_(rugby_union),,
Q20981657,Tertius Kruger,Tertius_Kruger,Amateur team(s),2014–2015,UFS Shimlas,/wiki/University_of_the_Free_State,11,5
Q20981657,Tertius Kruger,Tertius_Kruger,Youth career,2006–2011,SWD Eagles,/wiki/SWD_Eagles,,
Q20981657,Tertius Kruger,Tertius_Kruger,Youth career,2012,Free State U19,/wiki/Cheetahs_(rugby_union),,
Q20981657,Tertius Kruger,Tertius_Kruger,Youth career,2013–2014,Free State U21,/wiki/Cheetahs_(rugby_union),,
Q20981716,Jake McIntyre,Jake_McIntyre,Amateur team(s),,Wollongbar Alstonville RC,,,
Q20981753,Zee Mkhabela,Zee_Mkhabela,Amateur team(s),2015–2016,UFS Shimlas,/wiki/University_of_the_Free_State,11,0
Q20981753,Zee Mkhabela,Zee_Mkhabela,Youth career,2010–2012,Sharks,/wiki/Sharks_(rugby_union),,
Q20981753,Zee Mkhabela,Zee_Mkhabela,Youth career,2013–2015,Free State Cheetahs,/wiki/Cheetahs_(rugby_union),,
Q20981783,Reg Muller,Reg_Muller,Youth career,2004,Golden Lions,/wiki/Lions_(United_Rugby_Championship),,
Q20981783,Reg Muller,Reg_Muller,Youth career,2005–2007,Sharks,/wiki/Sharks_(rugby_union),,
Q20981787,Nqoba Mxoli,Nqoba_Mxoli,Amateur team(s),2015,UP Tuks,/wiki/University_of_Pretoria#Sport,8,10
Q20981787,Nqoba Mxoli,Nqoba_Mxoli,Youth career,2013–2015,Blue Bulls,/wiki/Bulls_(rugby_union),,
Q20981797,Jacques Nel,Jacques_Nel,Amateur team(s),2014–2015,UJ,/wiki/University_of_Johannesburg#Sport,8,5
Q20981797,Jacques Nel,Jacques_Nel,Youth career,2011,Falcons,/wiki/Valke_(rugby_union),,
Q20981797,Jacques Nel,Jacques_Nel,Youth career,2012–2014,Golden Lions,/wiki/Lions_(United_Rugby_Championship),,
Q20981804,Sandile Ngcobo,Sandile_Ngcobo_(rugby_union),Youth career,2007–2010,Golden Lions,/wiki/Lions_(United_Rugby_Championship),,
Q20981831,Friedle Olivier,Friedle_Olivier,Youth career,2010–2013,Falcons,/wiki/Valke_(rugby_union),,
Q20981841,Matías Orlando,Mat%C3%ADas_Orlando,Amateur team(s),2012-,Huirapuca Social Club,/wiki/Huirapuca_Social_Club,,
Q20981945,Dillon Smit,Dillon_Smit,Amateur team(s),2014,NWU Pukke,/wiki/North-West_University,17,40
Q20981945,Dillon Smit,Dillon_Smit,Youth career,2008–2010,Pumas,/wiki/Pumas_(Currie_Cup),,
Q20981945,Dillon Smit,Dillon_Smit,Youth career,2012–2013,Border Bulldogs,/wiki/Border_Bulldogs,,
Q20981947,Dylan Smith,Dylan_Smith_(rugby_union),Youth career,2011–2015,Golden Lions,/wiki/Lions_(United_Rugby_Championship),,
Q20981949,Joe Smith,Joe_Smith_(rugby_union),Amateur team(s),2011,UJ,/wiki/University_of_Johannesburg#Sport,0,0
Q20981949,Joe Smith,Joe_Smith_(rugby_union),Amateur team(s),2014–2016,NWU Pukke,/wiki/North-West_University,25,5
Q20981949,Joe Smith,Joe_Smith_(rugby_union),Youth career,2009–2012,Leopards,/wiki/Leopards_(rugby_union),,
Q20981983,Janneman Stander,Janneman_Stander,Youth career,2009–2011,SWD Eagles,/wiki/SWD_Eagles,,
Q20981983,Janneman Stander,Janneman_Stander,Youth career,2012–2013,Golden Lions,/wiki/Lions_(United_Rugby_Championship),,
Q20981983,Janneman Stander,Janneman_Stander,Youth career,2014,SWD Eagles,/wiki/SWD_Eagles,,
Q20981984,Jannie Stander,Jannie_Stander,Youth career,2006–2010,Limpopo Blue Bulls,/wiki/Limpopo_Blue_Bulls,,
Q20981984,Jannie Stander,Jannie_Stander,Youth career,2011–2014,Golden Lions,/wiki/Lions_(United_Rugby_Championship),,
Q20982004,Dick Taiaroa,Dick_Taiaroa,Amateur team(s),,Wellington FC,,,
Q20982004,Dick Taiaroa,Dick_Taiaroa,Amateur team(s),–,Athletic (Wellington),,,
Q20982052,Jan van der Merwe,Jan_van_der_Merwe_(rugby_union),Amateur team(s),2015–2016,UP Tuks,/wiki/University_of_Pretoria#Sport,3,0
Q20982052,Jan van der Merwe,Jan_van_der_Merwe_(rugby_union),Youth career,2014–2016,Blue Bulls,/wiki/Bulls_(rugby_union),,
Q20982053,Peet van der Walt,Peet_van_der_Walt,Amateur team(s),2014,NWU Pukke,/wiki/North-West_University,7,0
Q20982053,Peet van der Walt,Peet_van_der_Walt,Youth career,2007–2009,SWD Eagles,/wiki/SWD_Eagles,,
Q20982053,Peet van der Walt,Peet_van_der_Walt,Youth career,2010–2012,Leopards,/wiki/Leopards_(rugby_union),,
Q20982059,Ruan van Rensburg,Ruan_van_Rensburg,Amateur team(s),2015,Wits,/wiki/University_of_the_Witwatersrand,8,20
Q20982059,Ruan van Rensburg,Ruan_van_Rensburg,Amateur team(s),2021-2023,Rugby Club Amiénois,,30,238
Q20982059,Ruan van Rensburg,Ruan_van_Rensburg,Youth career,2012–2014,Golden Lions,/wiki/Lions_(United_Rugby_Championship),,
Q20982060,Frans van Wyk,Frans_van_Wyk,Youth career,2008,Griffons,/wiki/Griffons_(rugby_union),,
Q20982060,Frans van Wyk,Frans_van_Wyk,Youth career,2011–2013,Golden Lions,/wiki/Lions_(United_Rugby_Championship),,
Q20982060,Frans van Wyk,Frans_van_Wyk,Youth career,2014–2016,Western Province,/wiki/Stormers,,
Q20982061,Ivan van Zyl,Ivan_van_Zyl,Youth career,2008–2016,Blue Bulls,/wiki/Bulls_(rugby_union),,
Q20982067,Jano Venter,Jano_Venter,Youth career,2010–2012,Pumas,/wiki/Pumas_(Currie_Cup),,
Q20982067,Jano Venter,Jano_Venter,Youth career,2013–2015,Golden Lions,/wiki/Lions_(United_Rugby_Championship),,
Q20982069,Jacques Vermeulen,Jacques_Vermeulen,Youth career,2008–2015,Western Province,/wiki/Stormers,,
Q20982081,André Warner,Andr%C3%A9_Warner,Amateur team(s),2015–2017,UP Tuks,/wiki/University_of_Pretoria#Sport,16,23
Q20982081,André Warner,Andr%C3%A9_Warner,Youth career,2011–2012,Western Province,/wiki/Stormers,,
Q20982081,André Warner,Andr%C3%A9_Warner,Youth career,2013–2014,Blue Bulls,/wiki/Bulls_(rugby_union),,
Q20984572,Peter Smith,Peter_Smith_(rugby_union),Amateur team(s),,Kaikohe,,,
Q20991762,Mana Otai,Mana_Otai,Amateur team(s),1988-1994,Massey University,,,
Q20991762,Mana Otai,Mana_Otai,Amateur team(s),1996,Kia Toa RFC,/wiki/Kia_Toa_RFC,,
Q20991762,Mana Otai,Mana_Otai,Amateur team(s),1999,Marist Brothers Old Boys RFC,/wiki/Marist_Brothers_Old_Boys_RFC,,
Q21003839,Charles Afuakwah,Charles_Afuakwah,Amateur team(s),,Glasgow Academicals RFC,/wiki/Glasgow_Academicals_RFC,,
Q21003839,Charles Afuakwah,Charles_Afuakwah,Amateur team(s),–,Glasgow Hawks,/wiki/Glasgow_Hawks_RFC,,
Q21003864,Stewart Campbell,Stewart_Campbell_(rugby_union),Amateur team(s),,Strathendrick RFC,/wiki/Strathendrick_RFC,,
Q21003864,Stewart Campbell,Stewart_Campbell_(rugby_union),Amateur team(s),–,West of Scotland,/wiki/West_of_Scotland_F.C.,,
Q21003864,Stewart Campbell,Stewart_Campbell_(rugby_union),Amateur team(s),–,Dundee HSFP,/wiki/Dundee_HSFP,,
Q21003864,Stewart Campbell,Stewart_Campbell_(rugby_union),Amateur team(s),–,Melrose RFC,/wiki/Melrose_RFC,,
Q21003880,Bruce Dick,Bruce_Dick,Amateur team(s),,Gala RFC,/wiki/Gala_RFC,,
Q21003880,Bruce Dick,Bruce_Dick,Amateur team(s),–,Melrose RFC,/wiki/Melrose_RFC,,
Q21003890,Andrew Garry,Andrew_Garry,Amateur team(s),,Lenzie RFC,/wiki/Lenzie_RFC,,
Q21003890,Andrew Garry,Andrew_Garry,Amateur team(s),–,Glasgow Academicals,/wiki/Glasgow_Academicals_RFC,,
Q21003890,Andrew Garry,Andrew_Garry,Amateur team(s),–,Watsonians,/wiki/Watsonian_FC,,
Q21003915,Cameron Little,Cameron_Little,Amateur team(s),,Glasgow High Kelvinside,/wiki/Glasgow_High_Kelvinside,,
Q21003915,Cameron Little,Cameron_Little,Amateur team(s),–,Glasgow Hawks,/wiki/Glasgow_Hawks,,
Q21003915,Cameron Little,Cameron_Little,Amateur team(s),–,Glasgow High Kelvinside,/wiki/Glasgow_High_Kelvinside,,
Q21003919,Calum MacGregor,Calum_MacGregor,Amateur team(s),1979-1983,Glasgow Academicals,/wiki/Glasgow_Academicals_RFC,,
Q21003919,Calum MacGregor,Calum_MacGregor,Amateur team(s),1983-84,Gordonians RFC,/wiki/Gordonians_RFC,,
Q21003919,Calum MacGregor,Calum_MacGregor,Amateur team(s),1985-88,Boroughmuir RFC,/wiki/Boroughmuir_RFC,,
Q21003919,Calum MacGregor,Calum_MacGregor,Amateur team(s),1988-1997,Glasgow Academicals,/wiki/Glasgow_Academicals_RFC,,
Q21003922,David McLeish,David_McLeish_(rugby_union),Amateur team(s),1993,Kelso,/wiki/Kelso_RFC,,
Q21003922,David McLeish,David_McLeish_(rugby_union),Amateur team(s),1993-1994,Glasgow Hutchesons Aloysians,/wiki/Glasgow_Hutchesons_Aloysians_RFC,,
Q21003922,David McLeish,David_McLeish_(rugby_union),Amateur team(s),1994-1998,West of Scotland,/wiki/West_of_Scotland_F.C.,,
Q21003948,Callum Reid,"Callum_Reid_(rugby_union,_born_1992)",Amateur team(s),,Edinburgh Academicals,/wiki/Edinburgh_Academical_Football_Club,,
Q21003948,Callum Reid,"Callum_Reid_(rugby_union,_born_1992)",Amateur team(s),2015-,Boroughmuir RFC,/wiki/Boroughmuir_RFC,,
Q21003965,Fraser Stott,Fraser_Stott,Amateur team(s),,Cambuslang RFC,/wiki/Cambuslang_RFC,,
Q21003965,Fraser Stott,Fraser_Stott,Amateur team(s),1988–1999,West of Scotland,/wiki/West_of_Scotland_F.C.,,
Q21003965,Fraser Stott,Fraser_Stott,Amateur team(s),2000–2011,East Kilbride RFC,/wiki/East_Kilbride_RFC,,
Q21003970,Callum Templeton,Callum_Templeton,Amateur team(s),,Dumfries Saints,/wiki/Dumfries_Rugby_Club,,
Q21003970,Callum Templeton,Callum_Templeton,Amateur team(s),–,Ayr RFC,/wiki/Ayr_RFC,,
Q21004931,Rick Bailey,Rick_Bailey,Amateur team(s),197?-1972,Napa High RFC,/wiki/Napa_High_School,,
Q21005004,Chris Baumann,Chris_Baumann,Amateur team(s),2009,Gentlemen of Aspen RFC,/wiki/Gentlemen_of_Aspen_RFC,,
Q21005004,Chris Baumann,Chris_Baumann,Amateur team(s),2011,East Kilbride RFC,/wiki/East_Kilbride_RFC,,
Q21005004,Chris Baumann,Chris_Baumann,Amateur team(s),2012,Yokohama Club,/wiki/Yokohama_Country_%26_Athletic_Club,,
Q21005004,Chris Baumann,Chris_Baumann,Amateur team(s),2013–2014,Randwick,/wiki/Randwick_DRUFC,12,0
Q21005004,Chris Baumann,Chris_Baumann,Amateur team(s),2014,NYAC,/wiki/New_York_Athletic_Club_RFC,,
Q21005004,Chris Baumann,Chris_Baumann,Amateur team(s),2015,Santa Monica Rugby Club,/wiki/Santa_Monica_Rugby_Club,,
Q21005004,Chris Baumann,Chris_Baumann,Amateur team(s),2015,Austin Blacks,,,
Q21005004,Chris Baumann,Chris_Baumann,Amateur team(s),2016,Denver Barbarians,/wiki/Denver_Barbarians,,
Q21005004,Chris Baumann,Chris_Baumann,Amateur team(s),2018–2020,Austin Blacks,,,
Q21005109,Nick Blevins,Nick_Blevins,Amateur team(s),2011–,Calgary Hornets,/w/index.php?title=Calgary_Hornets&action=edit&redlink=1,,
Q21005221,Eniell Buitendag,Eneill_Buitendag,Youth career,2008,Western Province,/wiki/Stormers,,
Q21005402,Jordan Coghlan,Jordan_Coghlan,Amateur team(s),2021-,Terenure College RFC,,,
Q21005426,Wian Conradie,Wian_Conradie,Amateur team(s),2015–2019,UJ,/wiki/University_of_Johannesburg#Sport,15,12
Q21005792,Garrick Fay,Garrick_Fay,Amateur team(s),1968-1981,Northern Suburbs Rugby Club,/wiki/Northern_Suburbs_Rugby_Club,,
Q21005792,Garrick Fay,Garrick_Fay,Amateur team(s),1970,Wasps RFC,/wiki/Wasps_RFC,,
Q21005792,Garrick Fay,Garrick_Fay,Amateur team(s),1970-1971,James Bay Athletic Association,/wiki/James_Bay_Athletic_Association,,
Q21005792,Garrick Fay,Garrick_Fay,Amateur team(s),–,Northern Suburbs Rugby Club,/wiki/Northern_Suburbs_Rugby_Club,,
Q21009593,AJ MacGinty,AJ_MacGinty,Amateur team(s),2011,NYAC,/wiki/New_York_Athletic_Club_RFC,,
Q21009593,AJ MacGinty,AJ_MacGinty,Amateur team(s),2012–2015,Life Running Eagles,/wiki/Life_Running_Eagles,,
Q21043245,Matt Duncan,Matt_Duncan,Amateur team(s),,West of Scotland,/wiki/West_of_Scotland_F.C.,,
Q21043263,Douglas Wyllie,Douglas_Wyllie,Amateur team(s),,Stewart's Melville,/wiki/Stewarts_Melville_RFC,,
Q21043269,Richard Cramb,Richard_Cramb,Amateur team(s),,Harlequins,/wiki/Harlequin_F.C.,,
Q21043269,Richard Cramb,Richard_Cramb,Amateur team(s),,London Scottish,/wiki/London_Scottish_F.C.,,
Q21043269,Richard Cramb,Richard_Cramb,Amateur team(s),1995,Gosforth,/wiki/Gosforth_Rugby_Football_Club,,
Q21043269,Richard Cramb,Richard_Cramb,Amateur team(s),1996–2000,Tynedale RFC,,,
Q21055953,Derek Stark,Derek_Stark_(rugby_union),Amateur team(s),,Kilmarnock RFC,/wiki/Kilmarnock_RFC,,
Q21055953,Derek Stark,Derek_Stark_(rugby_union),Amateur team(s),–,Guildford & Godalming RFC,/wiki/Guildford_Rugby_Club,,
Q21055953,Derek Stark,Derek_Stark_(rugby_union),Amateur team(s),–,Chobham RFC,/wiki/Chobham_Rugby_Football_Club,,
Q21055953,Derek Stark,Derek_Stark_(rugby_union),Amateur team(s),–,Boroughmuir RFC,/wiki/Boroughmuir_RFC,,
Q21055953,Derek Stark,Derek_Stark_(rugby_union),Amateur team(s),–,Ayr RFC,/wiki/Ayr_RFC,,
Q21055953,Derek Stark,Derek_Stark_(rugby_union),Amateur team(s),–,Glasgow Hawks,/wiki/Glasgow_Hawks,,
Q21055953,Derek Stark,Derek_Stark_(rugby_union),Amateur team(s),–,Melrose RFC,/wiki/Melrose_RFC,,
Q21055953,Derek Stark,Derek_Stark_(rugby_union),Amateur team(s),–,Boroughmuir RFC,/wiki/Boroughmuir_RFC,,
Q21055954,John Shaw,John_Shaw_(rugby_union),Amateur team(s),-,West of Scotland,/wiki/West_of_Scotland_F.C.,,
Q21055954,John Shaw,John_Shaw_(rugby_union),Amateur team(s),–,Currie RFC,/wiki/Currie_RFC,,
Q21055954,John Shaw,John_Shaw_(rugby_union),Amateur team(s),–,East Kilbride RFC,/wiki/East_Kilbride_RFC,,
Q21061663,Marcus Watson,Marcus_Watson_(rugby_union),Amateur team(s),,London Irish Amateur,/wiki/London_Irish_Amateur,,
Q21063920,Gastón Mieres,Gast%C3%B3n_Mieres,Amateur team(s),,Lobos,,,
Q21063928,Franco Lamanna,Franco_Lamanna,Amateur team(s),2010−2014,Carrasco Polo Club,/wiki/Carrasco_Polo_Club,,
Q21063928,Franco Lamanna,Franco_Lamanna,Amateur team(s),2014−2015,CUS Perugia,/wiki/CUS_Perugia_Rugby,,
Q21063928,Franco Lamanna,Franco_Lamanna,Amateur team(s),2015,Carrasco Polo Club,/wiki/Carrasco_Polo_Club,,
Q21063928,Franco Lamanna,Franco_Lamanna,Amateur team(s),2016,CUS Perugia,/wiki/CUS_Perugia_Rugby,,
Q21063928,Franco Lamanna,Franco_Lamanna,Amateur team(s),2016−2017,Pro Recco,/w/index.php?title=Recco_Rugby&action=edit&redlink=1,,
Q21063928,Franco Lamanna,Franco_Lamanna,Amateur team(s),2017−2019,SC Mazamet,/wiki/SC_Mazamet,,
Q21063928,Franco Lamanna,Franco_Lamanna,Amateur team(s),2019−2020,Darlington Mowden Park,/wiki/Darlington_Mowden_Park_R.F.C.,,
