origWdId,origName,wpPage,stintType,timePeriod,teamName,teamWP,matchesPlayed,pointsScored
Q3026584,Dick Greenwood,Dick_Greenwood,Amateur team(s),1958–1972,Waterloo,/wiki/Waterloo_R.F.C.,,
Q3026584,Dick Greenwood,Dick_Greenwood,Amateur team(s),1962–1963,Cambridge University,/wiki/Cambridge_University_R.U.F.C.,,
Q3026584,Dick Greenwood,Dick_Greenwood,Amateur team(s),1973,Scorpions RFC,/wiki/Scorpions_RFC,,
Q3026584,Dick Greenwood,Dick_Greenwood,Amateur team(s),1973–1976,Rugby Roma,/wiki/Rugby_Roma_Olimpic,,
Q3026584,Dick Greenwood,Dick_Greenwood,Amateur team(s),,Lancashire,/wiki/Lancashire_County_Rugby_Football_Union,,
Q3026585,Dick Hellings,Dick_Hellings,Amateur team(s),–,Llwynypia RFC,/wiki/Llwynypia_RFC,,
Q3026585,Dick Hellings,Dick_Hellings,Amateur team(s),–,Cardiff RFC,/wiki/Cardiff_RFC,,
Q3026585,Dick Hellings,Dick_Hellings,Amateur team(s),–,Devon,,,
Q3026585,Dick Hellings,Dick_Hellings,Amateur team(s),–,Exeter,,,
Q3026592,Dick Jones,"Dick_Jones_(rugby_union,_born_1878)",Amateur team(s),,Swansea Trinity,,,
Q3026592,Dick Jones,"Dick_Jones_(rugby_union,_born_1878)",Amateur team(s),1899–1911,Swansea RFC,/wiki/Swansea_RFC,,
Q3026592,Dick Jones,"Dick_Jones_(rugby_union,_born_1878)",Amateur team(s),,Glamorgan County RFC,/wiki/Glamorgan_County_RFC,,
Q3026630,Dick Thomas,Dick_Thomas_(rugby_union),Amateur team(s),,Ferndale RFC,/wiki/Ferndale_RFC,,
Q3026630,Dick Thomas,Dick_Thomas_(rugby_union),Amateur team(s),–,Penygraig RFC,/wiki/Penygraig_RFC,,
Q3026630,Dick Thomas,Dick_Thomas_(rugby_union),Amateur team(s),–,Bridgend RFC,/wiki/Bridgend_Ravens,,
Q3026630,Dick Thomas,Dick_Thomas_(rugby_union),Amateur team(s),–,Mountain Ash RFC,/wiki/Mountain_Ash_RFC,,
Q3026630,Dick Thomas,Dick_Thomas_(rugby_union),Amateur team(s),–,Glamorgan Police RFC,/wiki/Glamorgan_Police_RFC,,
Q3026655,Dickie Garrett,Dickie_Garrett,Amateur team(s),–,Penarth RFC,/wiki/Penarth_RFC,,
Q3026658,Dickie Jeeps,Dickie_Jeeps,Amateur team(s),,Cambridge R.U.F.C.,/wiki/Cambridge_R.U.F.C.,,
Q3026670,Dicky Owen,Dicky_Owen,Amateur team(s),,Hafod Rovers,,,
Q3026670,Dicky Owen,Dicky_Owen,Amateur team(s),1899-1913,Swansea RFC,/wiki/Swansea_RFC,,
Q3026670,Dicky Owen,Dicky_Owen,Amateur team(s),1906,Glamorgan,/wiki/Glamorgan_County_RFC,,
Q3026979,Didier Codorniou,Didier_Codorniou,Amateur team(s),1975-1986,RC Narbonne,/wiki/RC_Narbonne,,
Q3026979,Didier Codorniou,Didier_Codorniou,Amateur team(s),1986-1989,Stade Toulousain,/wiki/Stade_Toulousain,,
Q3026979,Didier Codorniou,Didier_Codorniou,Amateur team(s),1989-1991,FC villefranchois,,,
Q3026979,Didier Codorniou,Didier_Codorniou,Amateur team(s),1991-1994,RC Narbonne,/wiki/RC_Narbonne,,
Q3033645,Doddie Weir,Doddie_Weir,Amateur team(s),1988–1989,Stewart's Melville,/wiki/Stewart%27s_Melville_RFC,,
Q3033645,Doddie Weir,Doddie_Weir,Amateur team(s),1989–1995,Melrose,/wiki/Melrose_RFC,,
Q3035218,Dominique Harize,Dominique_Harize,Amateur team(s),1975-1982,Toulouse,/wiki/Stade_Toulousain,107,
Q3035218,Dominique Harize,Dominique_Harize,Amateur team(s),1982-1983,SC Albi,/wiki/SC_Albi,,
Q3035218,Dominique Harize,Dominique_Harize,Amateur team(s),1983-1986,CA Brive,/wiki/CA_Brive,20,
Q3035218,Dominique Harize,Dominique_Harize,Amateur team(s),1986-,Cahors rugby,/w/index.php?title=Cahors_rugby&action=edit&redlink=1,,
Q3035898,Don Rutherford,Don_Rutherford,Amateur team(s),,Preston Grasshoppers,/wiki/Preston_Grasshoppers_R.F.C.,,
Q3035898,Don Rutherford,Don_Rutherford,Amateur team(s),–,St Luke's College,,,
Q3035898,Don Rutherford,Don_Rutherford,Amateur team(s),–,RAF,,,
Q3035898,Don Rutherford,Don_Rutherford,Amateur team(s),–,Combined Services,,,
Q3035898,Don Rutherford,Don_Rutherford,Amateur team(s),–,Percy Park,/wiki/Percy_Park_RFC,,
Q3035898,Don Rutherford,Don_Rutherford,Amateur team(s),–,Wasps,/wiki/Wasps_RFC,,
Q3035898,Don Rutherford,Don_Rutherford,Amateur team(s),–,Gloucester,/wiki/Gloucester_Rugby,,
Q3035973,Donal Lenihan,Donal_Lenihan,Amateur team(s),,UCC,/wiki/University_College_Cork_R.F.C.,,
Q3035973,Donal Lenihan,Donal_Lenihan,Amateur team(s),–,Cork Constitution,/wiki/Cork_Constitution,,
Q3036774,Donnacha Ryan,Donnacha_Ryan,Amateur team(s),,Nenagh Ormond,/wiki/Nenagh_Ormond,,
Q3036774,Donnacha Ryan,Donnacha_Ryan,Amateur team(s),20??–2017,Shannon,/wiki/Shannon_RFC,,
Q3036801,Donnie Macfadyen,Donnie_Macfadyen,Amateur team(s),,Edinburgh Academicals,/wiki/Edinburgh_Academical_Football_Club,,
Q3037931,Douglas Elliot,Douglas_Elliot,Amateur team(s),-,Edinburgh Academical,/wiki/Edinburgh_Academical_Football_Club,,
Q3037947,Dougie Morgan,Dougie_Morgan,Amateur team(s),,Stewart's Melville,/wiki/Stewart%27s_Melville_RFC,,
Q3037976,Dougie Morkel,Dougie_Morkel,Amateur team(s),,C. S. A. R.,,,
Q3041238,Duncan Hodge,Duncan_Hodge,Amateur team(s),,Watsonians,/wiki/Watsonians,,
Q3041243,Duncan Macrae,Duncan_Macrae_(rugby_union),Amateur team(s),,St. Andrews University,/wiki/University_of_St_Andrews_RFC,,
Q3041257,George Shaw,Duncan_Shaw_(rugby_union),Amateur team(s),-1934,Gala,/wiki/Gala_RFC,,
Q3041257,George Shaw,Duncan_Shaw_(rugby_union),Amateur team(s),1934-,Sale,/wiki/Sale_Sharks,,
Q3043618,Wesley Fofana,Wesley_Fofana_(rugby_union),Amateur team(s),2001–2003,USO Massif Central,,,
Q3043618,Wesley Fofana,Wesley_Fofana_(rugby_union),Amateur team(s),2003–2008,PUC,/wiki/Paris_Universit%C3%A9_Club_(rugby_union),,
Q3046785,Ebbo Bastard,Ebbo_Bastard,Amateur team(s),,Kokstad RFC,,,
Q3046794,Eben Etzebeth,Eben_Etzebeth,Amateur team(s),2011,UCT Ikey Tigers,/wiki/Ikey_Tigers,7,5
Q3046794,Eben Etzebeth,Eben_Etzebeth,Youth career,2009–2011,Western Province,/wiki/Stormers,,
Q3048197,Edoardo Gori,Edoardo_Gori,Youth career,2006−2009,Cavalieri Prato,/wiki/Rugby_Club_I_Cavalieri_Prato,,
Q3048383,Eduardo Simone,Eduardo_Simone,Amateur team(s),,Liceo Naval,,,
Q3048640,Edward Peake,Edward_Peake,Amateur team(s),,Oxford University RFC,/wiki/Oxford_University_RFC,,
Q3048640,Edward Peake,Edward_Peake,Amateur team(s),,Chepstow RFC,/wiki/Chepstow_RFC,,
Q3048640,Edward Peake,Edward_Peake,Amateur team(s),1880–1881,Newport RFC,/wiki/Newport_RFC,,
Q3048696,Edward Treharne,Edward_Treharne,Amateur team(s),,Cowbridge Grammar School,/wiki/Cowbridge_Grammar_School,,
Q3048696,Edward Treharne,Edward_Treharne,Amateur team(s),–,Pontypridd RFC,/wiki/Pontypridd_RFC,,
Q3048696,Edward Treharne,Edward_Treharne,Amateur team(s),–,Cardiff RFC,/wiki/Cardiff_RFC,,
Q3048696,Edward Treharne,Edward_Treharne,Amateur team(s),–,St. Barts,/wiki/Barts_and_the_London_RFC,,
Q3048785,Edwin Field,Edwin_Field,Amateur team(s),1883–?,Clifton RFC,/wiki/Clifton_Rugby_Football_Club,,
Q3048785,Edwin Field,Edwin_Field,Amateur team(s),1891–1894,Cambridge University R.U.F.C.,/wiki/Cambridge_University_R.U.F.C.,,
Q3048785,Edwin Field,Edwin_Field,Amateur team(s),,Middlesex Wanderers,,,
Q3048785,Edwin Field,Edwin_Field,Amateur team(s),1893–1894,Barbarian F.C.,/wiki/Barbarian_F.C.,,
Q3048785,Edwin Field,Edwin_Field,Amateur team(s),1895–?,Richmond,/wiki/Richmond_F.C.,,
Q3049232,Egon Ryan Seconds,Egon_Seconds,Youth career,1999–2000,Western Province,/wiki/Stormers,,
Q3050840,Elgan Rees,Elgan_Rees,Amateur team(s),,Vardre RFC,,,
Q3050840,Elgan Rees,Elgan_Rees,Amateur team(s),–,Neath RFC,/wiki/Neath_RFC,,
Q3050840,Elgan Rees,Elgan_Rees,Amateur team(s),–,Middlesex,,,
Q3051139,Elisi Vunipola,Elisi_Vunipola,Amateur team(s),2000,Ngongotaha,,,
Q3053432,Emyr Lewis,Emyr_Lewis,Amateur team(s),,Carmarthen Athletic RFC,/wiki/Carmarthen_Athletic_RFC,,
Q3053432,Emyr Lewis,Emyr_Lewis,Amateur team(s),–,Llanelli RFC,/wiki/Llanelli_RFC,164,213
Q3053432,Emyr Lewis,Emyr_Lewis,Amateur team(s),–,Cardiff RFC,/wiki/Cardiff_RFC,174,125
Q3056258,Eric Elwood,Eric_Elwood,Amateur team(s),,Galwegians,/wiki/Galwegians_RFC,,
Q3056258,Eric Elwood,Eric_Elwood,Amateur team(s),–,Lansdowne,/wiki/Lansdowne_Football_Club,,
Q3056258,Eric Elwood,Eric_Elwood,Amateur team(s),–,Galwegians,/wiki/Galwegians_RFC,,
Q3056350,Eric Miller,Eric_Miller_(rugby_union),Amateur team(s),1994–1996,Old Wesley,/wiki/Old_Wesley_R.F.C.,,
Q3056350,Eric Miller,Eric_Miller_(rugby_union),Amateur team(s),1996–1998,Loughborough Students,/wiki/Loughborough_Students_RUFC,,
Q3056350,Eric Miller,Eric_Miller_(rugby_union),Amateur team(s),1998–2006,Terenure College,/wiki/Terenure_College_RFC,,
Q3056376,Eric Peters,Eric_Peters_(rugby_union),Amateur team(s),,Loughborough Students,/wiki/Loughborough_Students_Rugby_Union_Football_Club,,
Q3056376,Eric Peters,Eric_Peters_(rugby_union),Amateur team(s),–,Cambridge University R.U.F.C.,/wiki/Cambridge_University_R.U.F.C.,,
Q3057333,Ernst Dinkelmann,Ernst_Dinkelmann,Amateur team(s),,Ermelo,,,
Q3057333,Ernst Dinkelmann,Ernst_Dinkelmann,Amateur team(s),–,University of Pretoria,,,
Q3059565,Eugene Jantjies,Eugene_Jantjies,Amateur team(s),2004–2007,Western Suburbs,,,
Q3063550,Fabien Barcella,Fabien_Barcella,Amateur team(s),,Valence-d'Agen,/wiki/Valence-d%27Agen,,
Q3063748,Fabio Semenzato,Fabio_Semenzato,Youth career,Rugby Paese,,,,
Q3064566,Fairy Heatlie,Fairy_Heatlie,Amateur team(s),,Old Diocesans,/w/index.php?title=Old_Diocesans&action=edit&redlink=1,,
Q3066405,Fanie Louw,Fanie_Louw,Amateur team(s),,Paarl RC,,,
Q3067933,Federico Serra Mirás,Federico_Serra_Miras,Amateur team(s),,San Isidro Club,/wiki/San_Isidro_Club,,
Q3068446,Fepiko Tatafu,Fepikou_Tatafu,Amateur team(s),,Old Boys,,,
Q3068446,Fepiko Tatafu,Fepikou_Tatafu,Amateur team(s),–,Maheno,,,
Q3068779,Fergus Thomson,Fergus_Thomson,Youth career,West of Scotland FC,,,,
Q3069080,Fernand Cazenave,Fernand_Cazenave,Amateur team(s),,Racing Club de France,/wiki/Racing_92,,
Q3069080,Fernand Cazenave,Fernand_Cazenave,Amateur team(s),,Mont-de-Marsan,/wiki/Stade_Montois,,
Q3069601,Fero Lasagavibau,Fero_Lasagavibau,Amateur team(s),,Marist,,,
Q3069601,Fero Lasagavibau,Fero_Lasagavibau,Amateur team(s),–,Waipu,,,
Q3071806,Fili Finau,Fili_Finau,Amateur team(s),1990-1993,West Harbour RFC,/wiki/West_Harbour_RFC,,
Q3072194,Filo Tiatia,Filo_Tiatia,Amateur team(s),,Western Suburbs Roosters,,100,
Q3074324,Florin Vlaicu,Florin_Vlaicu,Youth career,RC Flamingo București,,,,
Q3074324,Florin Vlaicu,Florin_Vlaicu,Youth career,RC Grivița București,,,,
Q3079757,Fotunuupule Auelua,Fotunu%27upule_Auelua,Amateur team(s),2003,Campbelltown Harlequins,/wiki/Campbelltown_Harlequins,,
Q3082059,Franck Azéma,Franck_Az%C3%A9ma,Youth career,Arles-sur-Tech,,,,
Q3082223,Franck Mesnel,Franck_Mesnel,Amateur team(s),1980-1986,Saint-Germain-en-Laye,/wiki/Saint-Germain-en-Laye,,
Q3082223,Franck Mesnel,Franck_Mesnel,Amateur team(s),1986-1995,Racing Club de France,/wiki/Racing_M%C3%A9tro_92,,
Q3082636,Frank Hadden,Frank_Hadden,Amateur team(s),,Edinburgh Northern,/wiki/Edinburgh_Northern_RFC,,
Q3082640,Frank Hancock,Frank_Hancock,Amateur team(s),,Wiveliscombe RFC,/w/index.php?title=Wiveliscombe_RFC&action=edit&redlink=1,,
Q3082640,Frank Hancock,Frank_Hancock,Amateur team(s),,Somerset,,,
Q3082640,Frank Hancock,Frank_Hancock,Amateur team(s),1884–1886,Cardiff RFC,/wiki/Cardiff_RFC,,
Q3082655,Frank Hill,Frank_Hill_(rugby_union),Amateur team(s),,Cardiff RFC,/wiki/Cardiff_RFC,,
Q3082682,Frank Laidlaw,Frank_Laidlaw,Amateur team(s),,Melrose,/wiki/Melrose_RFC,,
Q3082740,Frank Mills,Frank_Mills_(rugby_union),Amateur team(s),?-1892,Mountain Ash RFC,/wiki/Mountain_Ash_RFC,,
Q3082740,Frank Mills,Frank_Mills_(rugby_union),Amateur team(s),1892–1894,Swansea RFC,/wiki/Swansea_RFC,,
Q3082740,Frank Mills,Frank_Mills_(rugby_union),Amateur team(s),1894–1897,Cardiff RFC,/wiki/Cardiff_RFC,,
Q3082740,Frank Mills,Frank_Mills_(rugby_union),Amateur team(s),–,Glamorgan,/wiki/Glamorgan_County_RFC,,
Q3082741,Frank Murphy,Frank_Murphy_(rugby_union),Amateur team(s),,Crosshaven,/wiki/Crosshaven_RFC,,
Q3082741,Frank Murphy,Frank_Murphy_(rugby_union),Amateur team(s),–,UCC,/wiki/University_College_Cork_R.F.C.,,
Q3082741,Frank Murphy,Frank_Murphy_(rugby_union),Amateur team(s),–,Cork Constitution,/wiki/Cork_Constitution,,
Q3082771,Frank Purdon,Frank_Purdon,Amateur team(s),,Machen RFC,/wiki/Machen_RFC,,
Q3082771,Frank Purdon,Frank_Purdon,Amateur team(s),1880-1887,Newport RFC,/wiki/Newport_RFC,,
Q3082771,Frank Purdon,Frank_Purdon,Amateur team(s),1882-?,Swansea RFC,/wiki/Swansea_RFC,,
Q3082917,Frankie Sheahan,Frankie_Sheahan,Amateur team(s),1994–1997,UCC,/wiki/University_College_Cork_R.F.C.,,
Q3082917,Frankie Sheahan,Frankie_Sheahan,Amateur team(s),1997–2009,Cork Constitution,/wiki/Cork_Constitution,,
Q3083020,Frans Viljoen,Frans_Viljoen,Youth career,2002,Leopards,,,
Q3085397,François Moncla,Fran%C3%A7ois_Moncla,Youth career,1947–1948,Louvie Sports,,,
Q3085397,François Moncla,Fran%C3%A7ois_Moncla,Youth career,1948-1950,Étoile Sportive Arudyenne,,,
Q3086020,Francois Viljoen,Francois_Viljoen,Amateur team(s),,Belmont Shore RFC,/wiki/Belmont_Shore_RFC,,
Q3086902,Fred Miller,Fred_Miller_(rugby),Amateur team(s),–,Mountain Ash RFC,/wiki/Mountain_Ash_RFC,,
Q3086914,Fred Newton,Fred_Newton_(rugby_union),Amateur team(s),"1901, 1904",Linwood,,,
Q3086914,Fred Newton,Fred_Newton_(rugby_union),Amateur team(s),1908,White Star,,,
Q3086926,Fred Parfitt,Fred_Parfitt,Amateur team(s),,Pontnewydd RFC,/w/index.php?title=Pontnewydd_RFC&action=edit&redlink=1,,
Q3086926,Fred Parfitt,Fred_Parfitt,Amateur team(s),1889-1897,Newport RFC,/wiki/Newport_RFC,,
Q3086926,Fred Parfitt,Fred_Parfitt,Amateur team(s),,Bath Rugby,/wiki/Bath_Rugby,,
Q3086936,Fred Roberts,Fred_Roberts_(rugby_union),Amateur team(s),,Oriental,,,
Q3086951,Fred Scrine,Fred_Scrine,Amateur team(s),,Swansea RFC,/wiki/Swansea_RFC,,
Q3086951,Fred Scrine,Fred_Scrine,Amateur team(s),–,Coventry R.F.C.,/wiki/Coventry_R.F.C.,,
Q3086951,Fred Scrine,Fred_Scrine,Amateur team(s),–,Cumberland,,,
Q3086951,Fred Scrine,Fred_Scrine,Amateur team(s),–,Gloucestershire,,,
Q3086995,Freddie Burns,Freddie_Burns,Youth career,Oldfield Old Boys R.F.C.,,,,
Q3087002,Freddie McLennan,Freddie_McLennan,Amateur team(s),,Wanderers,/wiki/Wanderers_F.C._(rugby_union),,
Q3087063,Freddy Turner,Freddy_Turner,Amateur team(s),,Crusader RFC,,,
Q3087063,Freddy Turner,Freddy_Turner,Amateur team(s),,Pirates Club,,,
Q3087063,Freddy Turner,Freddy_Turner,Amateur team(s),,Hamiltons,"/wiki/Hamilton_RFC,_Sea_Point",,
Q3087063,Freddy Turner,Freddy_Turner,Amateur team(s),,Military College,,,
Q3087063,Freddy Turner,Freddy_Turner,Amateur team(s),,Union,,,
Q3087063,Freddy Turner,Freddy_Turner,Amateur team(s),,Wanderers Club,,,
Q3087088,Frederic Alderson,Frederic_Alderson,Amateur team(s),,Cambridge University R.U.F.C.,/wiki/Cambridge_University_R.U.F.C.,,
Q3087088,Frederic Alderson,Frederic_Alderson,Amateur team(s),–,Hartlepool Rovers,/wiki/Hartlepool_Rovers,,
Q3087088,Frederic Alderson,Frederic_Alderson,Amateur team(s),–,Barbarian F.C.,/wiki/Barbarian_F.C.,,
Q3087129,Frederick Lohden,Frederick_Lohden,Amateur team(s),,Hartlepool Rovers,/wiki/Hartlepool_Rovers,,
Q3087129,Frederick Lohden,Frederick_Lohden,Amateur team(s),–,Blackheath F.C.,/wiki/Blackheath_F.C.,,
Q3087129,Frederick Lohden,Frederick_Lohden,Amateur team(s),–,Barbarian F.C.,/wiki/Barbarian_F.C.,,
Q3087129,Frederick Lohden,Frederick_Lohden,Amateur team(s),–,Durham Counties,,,
Q3087129,Frederick Lohden,Frederick_Lohden,Amateur team(s),–,Surrey,,,
Q3093655,Gabriel Brezoianu,Gabriel_Brezoianu,Youth career,1988–1995,Locomotiva București,,,
Q3095478,Gardyne Maitland,Gardyne_Maitland,Amateur team(s),,Edinburgh Institution F.P.,/wiki/Edinburgh_Institution_F.P.,,
Q3097758,Vasco Uva,Vasco_Uva,Amateur team(s),2005–2007,Direito,/wiki/Grupo_Desportivo_Direito,,
Q3097758,Vasco Uva,Vasco_Uva,Amateur team(s),2008–2018,Direito,/wiki/Grupo_Desportivo_Direito,,
Q3098294,Gareth Davies,"Gareth_Davies_(rugby_union,_born_1955)",Amateur team(s),1973,Tumble RFC,/wiki/Tumble_RFC,,
Q3098294,Gareth Davies,"Gareth_Davies_(rugby_union,_born_1955)",Amateur team(s),1974-1975,Llanelli RFC,/wiki/Llanelli_RFC,5,23
Q3098294,Gareth Davies,"Gareth_Davies_(rugby_union,_born_1955)",Amateur team(s),–,Oxford University RFC,/wiki/Oxford_University_RFC,,
Q3098294,Gareth Davies,"Gareth_Davies_(rugby_union,_born_1955)",Amateur team(s),1974-1986,Cardiff RFC,/wiki/Cardiff_RFC,362,3117
Q3098306,Gareth Rees,Gareth_Rees_(rugby_union),Amateur team(s),,Castaway Wanderers RFC,/wiki/Castaway_Wanderers_RFC,,
Q3098309,Gareth Roberts,Gareth_Roberts_(rugby_union),Amateur team(s),,Pontarddulais RFC,/wiki/Pontarddulais_RFC,,
Q3098309,Gareth Roberts,Gareth_Roberts_(rugby_union),Amateur team(s),1977–1984,Swansea RFC,/wiki/Swansea_RFC,191,369
Q3098309,Gareth Roberts,Gareth_Roberts_(rugby_union),Amateur team(s),1984–1993,Cardiff RFC,/wiki/Cardiff_RFC,166,175
Q3098309,Gareth Roberts,Gareth_Roberts_(rugby_union),Amateur team(s),1989–1991,Llanelli RFC,/wiki/Llanelli_RFC,36,32
Q3098309,Gareth Roberts,Gareth_Roberts_(rugby_union),Amateur team(s),–,Barbarian F.C.,/wiki/Barbarian_F.C.,,
Q3098316,Gareth Powell Williams,"Gareth_Williams_(rugby_union,_born_1954)",Amateur team(s),,Bridgend RFC,/wiki/Bridgend_RFC,,
Q3098316,Gareth Powell Williams,"Gareth_Williams_(rugby_union,_born_1954)",Amateur team(s),–,Barbarian F.C.,/wiki/Barbarian_F.C.,,
Q3098316,Gareth Powell Williams,"Gareth_Williams_(rugby_union,_born_1954)",Amateur team(s),–,Glamorgan County RFC,/wiki/Glamorgan_County_RFC,,
Q3098459,Garrick Morgan,Garrick_Morgan,Youth career,-,Downlands College,/wiki/Downlands_College,,
Q3098492,Garry Pagel,Garry_Pagel,Amateur team(s),,Crusader–Tech,,,
Q3098492,Garry Pagel,Garry_Pagel,Amateur team(s),1992,Villagers RFC,/wiki/Villager_Football_Club,,
Q3098515,Gary Armstrong,Gary_Armstrong_(rugby_union),Amateur team(s),1987–95,Jed-Forest,/wiki/Jed-Forest_RFC,,
Q3098515,Gary Armstrong,Gary_Armstrong_(rugby_union),Amateur team(s),2018,Stewart's Melville,/wiki/Stewart%27s_Melville_RFC,,
Q3098515,Gary Armstrong,Gary_Armstrong_(rugby_union),Amateur team(s),2018,Penicuik,/wiki/Penicuik_RFC,,
Q3098540,Gary Ella,Gary_Ella,Amateur team(s),1978–91,Randwick,/wiki/Randwick_DRUFC,,
Q3099584,Gavin Hickie,Gavin_Hickie,Amateur team(s),1998-2005,St. Mary's College RFC,/wiki/St._Mary%27s_College_RFC,,
Q3101064,Geoff Wheel,Geoff_Wheel,Amateur team(s),,Mumbles RFC,/wiki/Mumbles_RFC,,
Q3101064,Geoff Wheel,Geoff_Wheel,Amateur team(s),,Swansea RFC,/wiki/Swansea_RFC,,
Q3101371,George Aitken,George_Aitken_(rugby_union),Amateur team(s),1917-22,Victoria University,/wiki/Old_Boys_University,,
Q3101371,George Aitken,George_Aitken_(rugby_union),Amateur team(s),1922-24,Oxford University,/wiki/Oxford_University_RFC,,
Q3101371,George Aitken,George_Aitken_(rugby_union),Amateur team(s),1923,Leicester Tigers,/wiki/Leicester_Tigers,1,
Q3101371,George Aitken,George_Aitken_(rugby_union),Amateur team(s),1922-25,Barbarians,/wiki/Barbarian_F.C.,,
Q3101430,George Boots,George_Boots,Amateur team(s),,Blackheath R.C.,/wiki/Blackheath_R.C.,,
Q3101430,George Boots,George_Boots,Amateur team(s),,Cross Keys RFC,/wiki/Cross_Keys_RFC,,
Q3101430,George Boots,George_Boots,Amateur team(s),,London Welsh RFC,/wiki/London_Welsh_RFC,,
Q3101430,George Boots,George_Boots,Amateur team(s),,Pill Harriers RFC,/wiki/Pill_Harriers_RFC,,
Q3101430,George Boots,George_Boots,Amateur team(s),1895-1922,Newport RFC,/wiki/Newport_RFC,,
Q3101430,George Boots,George_Boots,Amateur team(s),–,Monmouthshire,/wiki/Monmouthshire_County_RFC,,
Q3101435,George Bowen,George_Bowen_(rugby_union),Amateur team(s),,Swansea RFC,/wiki/Swansea_RFC,,
Q3101435,George Bowen,George_Bowen_(rugby_union),Amateur team(s),–,Llanelli RFC,/wiki/Llanelli_RFC,,
Q3101509,George Daneel,George_Daneel,Amateur team(s),,University of Cape Town,/wiki/Ikey_Tigers,,
Q3101509,George Daneel,George_Daneel,Amateur team(s),–,Stellenbosch University,,,
Q3101509,George Daneel,George_Daneel,Amateur team(s),–,Garrison,,,
Q3101517,George Davies,George_Davies_(rugby_union),Amateur team(s),,Llandeilo RFC,/wiki/Llandeilo_RFC,,
Q3101517,George Davies,George_Davies_(rugby_union),Amateur team(s),1895-,Swansea RFC,/wiki/Swansea_RFC,,
Q3101625,George Harder,George_Harder,Amateur team(s),1995-1996,Te Atatu,,,
Q3101625,George Harder,George_Harder,Amateur team(s),1996-1998,Waitemata,/wiki/Waitemata_Rugby_Football_and_Sports_Club,,
Q3101626,George Frederick Harding,George_Frederick_Harding,Amateur team(s),1877-1885,Newport RFC,/wiki/Newport_RFC,,
Q3101635,George Hayward,George_Hayward_(rugby),Amateur team(s),1905-1913,Swansea,/wiki/Swansea_RFC,,
Q3101635,George Hayward,George_Hayward_(rugby),Amateur team(s),,Glamorgan County,/wiki/Glamorgan_County_RFC,,
Q3101653,George Horsburgh,George_Horsburgh,Amateur team(s),,Stirling HSFP,,,
Q3101653,George Horsburgh,George_Horsburgh,Amateur team(s),–,London Scottish,/wiki/London_Scottish_F.C.,,
Q3101723,George C. Lindsay,George_Campbell_Lindsay,Amateur team(s),,Fettesian-Lorettonians,/wiki/Fettesian-Lorettonian_Club,,
Q3101723,George C. Lindsay,George_Campbell_Lindsay,Amateur team(s),–,Oxford University,/wiki/Oxford_University_RFC,,
Q3101723,George C. Lindsay,George_Campbell_Lindsay,Amateur team(s),–,London Scottish,/wiki/London_Scottish_F.C.,,
Q3101736,George MacPherson,Phil_Macpherson,Amateur team(s),,Oxford University RFC,/wiki/Oxford_University_RFC,,
Q3101736,George MacPherson,Phil_Macpherson,Amateur team(s),,Edinburgh Academical FC,/wiki/Edinburgh_Academical_Football_Club,,
Q3101736,George MacPherson,Phil_Macpherson,Amateur team(s),1929,Barbarian F.C.,/wiki/Barbarian_F.C.,,
Q3101791,George Nicholson,George_Nicholson_(rugby_union),Amateur team(s),??–1906,City,,,
Q3101791,George Nicholson,George_Nicholson_(rugby_union),Amateur team(s),1907–??,Ponsonby,/wiki/Ponsonby_RFC,,
Q3101871,George Roberts,George_Roberts_(rugby_union),Amateur team(s),,Watsonians,/wiki/Watsonian_FC,,
Q3101921,George Skivington,George_Skivington,Amateur team(s),–,Saracens Academy,/wiki/Saracens_F.C.,,
Q3101932,George Stevenson,George_Stevenson_(rugby_union),Amateur team(s),,Hawick PSA,,,
Q3101932,George Stevenson,George_Stevenson_(rugby_union),Amateur team(s),,Hawick Linden,/wiki/Hawick_Linden_RFC,,
Q3101932,George Stevenson,George_Stevenson_(rugby_union),Amateur team(s),1951-67,Hawick,/wiki/Hawick_RFC,,
Q3101968,George Tyler,George_Tyler_(rugby_union),Amateur team(s),,City (Auckland),,,
Q3104322,Gerry Brand,Gerry_Brand,Amateur team(s),,Hamiltons RFC,"/wiki/Hamilton_RFC,_Sea_Point",,
Q3104335,Gerry Doran,Gerry_Doran,Amateur team(s),,Lansdowne Football Club,/wiki/Lansdowne_Football_Club,,
Q3104447,Gerwyn Williams,Gerwyn_Williams,Amateur team(s),,Taibach RFC,/wiki/Taibach_RFC,,
Q3104447,Gerwyn Williams,Gerwyn_Williams,Amateur team(s),–,Devonport Services R.F.C.,/wiki/Devonport_Services_R.F.C.,,
Q3104447,Gerwyn Williams,Gerwyn_Williams,Amateur team(s),–,Royal Navy,,,
Q3104447,Gerwyn Williams,Gerwyn_Williams,Amateur team(s),–,London Welsh RFC,/wiki/London_Welsh_RFC,,
Q3104447,Gerwyn Williams,Gerwyn_Williams,Amateur team(s),–,Llanelli RFC,/wiki/Llanelli_RFC,,
Q3104447,Gerwyn Williams,Gerwyn_Williams,Amateur team(s),–,Middlesex,,,
Q3104447,Gerwyn Williams,Gerwyn_Williams,Amateur team(s),–,Hampshire,,,
Q3104447,Gerwyn Williams,Gerwyn_Williams,Amateur team(s),–,London Counties,,,
