"X","origWdId","origName","wiki_name","wpPage","stintType","timePeriod","teamName","teamWP","matchesPlayed","pointsScored"
4047,"Q29561631","Ekeroma Luaiufi","Ekeroma Luaiufi","Ekeroma_Luaiufi","international","1987-1988","samoa","/wiki/Samoa",4,0
4048,"Q29561631","Ekeroma Luaiufi","Ekeroma Luaiufi","Ekeroma_Luaiufi","international","1990-1991","japan","/wiki/Japan_national_rugby_union_team",11,4
4049,"Q29561634","Sione Latu","Sione Latu","Sione_Latu","senior_club","1992-1996","sanyo",NA,0,0
4050,"Q29561634","Sione Latu","Sione Latu","Sione_Latu","international","1992-1995","japan","/wiki/Japan_national_rugby_union_team",9,20
4051,"Q2957855","Charl Marais","Charl Marais","Charl_Marais","senior_club","2001-2003","sale sharks","/wiki/Sale_Sharks",33,5
4052,"Q2957855","Charl Marais","Charl Marais","Charl_Marais","senior_club","1994-1997","free state","/wiki/Free_State_(province)",41,60
4053,"Q2957855","Charl Marais","Charl Marais","Charl_Marais","senior_club","1998-2001","western province","/wiki/Western_Province_(rugby_union)",41,15
4054,"Q2957855","Charl Marais","Charl Marais","Charl_Marais","senior_club","1998-2001","stormers","/wiki/Stormers",42,20
4055,"Q2957855","Charl Marais","Charl Marais","Charl_Marais","international","1999-2000","south africa","/wiki/South_Africa_national_rugby_union_team",12,5
4056,"Q2957861","Charl McLeod","Charl McLeod","Charl_McLeod","senior_club","2014-2017","grenoble","/wiki/FC_Grenoble",43,25
4057,"Q2957861","Charl McLeod","Charl McLeod","Charl_McLeod","senior_club","2017-","stade français","/wiki/Stade_Fran%C3%A7ais",8,5
4058,"Q2957861","Charl McLeod","Charl McLeod","Charl_McLeod","senior_club","2005-2006","western province","/wiki/Western_Province_(rugby_union)",12,5
4059,"Q2957861","Charl McLeod","Charl McLeod","Charl_McLeod","senior_club","2007","golden lions","/wiki/Golden_Lions#Golden_Lions_XV",7,15
4060,"Q2957861","Charl McLeod","Charl McLeod","Charl_McLeod","senior_club","2007","falcons","/wiki/Falcons_(rugby_union)",11,10
4061,"Q2957861","Charl McLeod","Charl McLeod","Charl_McLeod","senior_club","2008-2014","sharks (currie cup)","/wiki/Sharks_(Currie_Cup)",80,105
4062,"Q2957861","Charl McLeod","Charl McLeod","Charl_McLeod","international","2011-present","south africa","/wiki/South_Africa_national_rugby_union_team",2,0
4063,"Q29580602","James Verity-Amm","James Verity-Amm","James_Verity-Amm","amateur","2014-2015","uwc","/wiki/University_of_the_Western_Cape",14,75
4064,"Q29580602","James Verity-Amm","James Verity-Amm","James_Verity-Amm","senior_club","2017","force","/wiki/Western_Force",8,5
4065,"Q29580602","James Verity-Amm","James Verity-Amm","James_Verity-Amm","senior_club","2017","perth spirit","/wiki/Perth_Spirit",9,25
4066,"Q29580602","James Verity-Amm","James Verity-Amm","James_Verity-Amm","senior_club","2018","brumbies","/wiki/ACT_Brumbies",1,0
4067,"Q29580602","James Verity-Amm","James Verity-Amm","James_Verity-Amm","senior_club","2020-2021","griquas","/wiki/Griquas_(rugby_union)",12,35
4068,"Q29580602","James Verity-Amm","James Verity-Amm","James_Verity-Amm","senior_club","2021-","bulls","/wiki/Bulls_(rugby_union)",3,0
4069,"Q29580602","James Verity-Amm","James Verity-Amm","James_Verity-Amm","senior_club","2022-2023","blue bulls","/wiki/Blue_Bulls",5,15
4070,"Q108264184","Rob Heming","Rob Heming","Rob_Heming","international","1961-1967","australia","/wiki/Australia",21,0
4071,"Q2958908","Charles Dick","Charles Dick","Charles_Dick_(rugby_union)","amateur","-","guy's hospital","/wiki/Guy%27s,_Kings_and_St_Thomas%27_Rugby_Football_Club",0,0
4072,"Q2958908","Charles Dick","Charles Dick","Charles_Dick_(rugby_union)","senior_club","1938","scotland probables","/w/index.php?title=Scotland_Probables&action=edit&redlink=1",0,0
4073,"Q2958908","Charles Dick","Charles Dick","Charles_Dick_(rugby_union)","international","1934-38","scotland","/w/index.php?title=Scotland_Probables&action=edit&redlink=1",14,18
4074,"Q2959303","Charles Hallaran","Charles Hallaran","Charles_Hallaran","international","1921-26","ireland","/wiki/Ireland_national_rugby_union_team",15,0
4075,"Q2959306","Charles Hanrahan","Charles Hanrahan","Charles_Hanrahan","international","1926-32","ireland","/wiki/Ireland_national_rugby_union_team",20,3
4076,"Q29596457","Rhys Ellison","Rhys Ellison","Rhys_Ellison","senior_club","1985","bay of plenty","/wiki/Bay_of_Plenty_Rugby_Union",4,19
4077,"Q29596457","Rhys Ellison","Rhys Ellison","Rhys_Ellison","senior_club","1986-89","otago","/wiki/University_of_Otago",60,161
4078,"Q29596457","Rhys Ellison","Rhys Ellison","Rhys_Ellison","senior_club","1990-95","waikato","/wiki/University_of_Waikato",90,129
4079,"Q29596457","Rhys Ellison","Rhys Ellison","Rhys_Ellison","senior_club","1997-98","munster","/wiki/Munster_Rugby",12,11
4080,"Q29596457","Rhys Ellison","Rhys Ellison","Rhys_Ellison","international","1986-94","māori all blacks","/wiki/M%C4%81ori_All_Blacks",20,27
4081,"Q2959651","Charles Lewis","Charles Lewis","Charles_Lewis_(rugby_union)","amateur","-","london welsh rfc","/wiki/London_Welsh_RFC",0,0
4082,"Q2959651","Charles Lewis","Charles Lewis","Charles_Lewis_(rugby_union)","amateur","-","rosslyn park f.c.","/wiki/Rosslyn_Park_F.C.",0,0
4083,"Q2959651","Charles Lewis","Charles Lewis","Charles_Lewis_(rugby_union)","amateur","-","llandeilo",NA,0,0
4084,"Q2959651","Charles Lewis","Charles Lewis","Charles_Lewis_(rugby_union)","international","1882-1884","wales","/wiki/Wales_national_rugby_union_team",5,0
4085,"Q2959898","Charlie Newman","Charlie Newman","Charlie_Newman","amateur","1875-1887","newport rfc","/wiki/Newport_RFC",0,0
4086,"Q2959898","Charlie Newman","Charlie Newman","Charlie_Newman","international","1881-1887","wales","/wiki/Wales",10,0
4087,"Q108264194","Mark Royal","Mark Royal","Mark_Royal_(rugby_union)","senior_club","2017","north harbour","/wiki/North_Harbour_(National_Provincial_Championship)",1,0
4088,"Q108264194","Mark Royal","Mark Royal","Mark_Royal_(rugby_union)","senior_club","2018-","counties manukau","/wiki/Counties_Manukau_(National_Provincial_Championship)",9,0
4089,"Q2960148","Charles Rooke","Charles Rooke","Charles_Rooke","international","1891-1897","ireland","/wiki/Ireland_national_rugby_union_team",19,0
4090,"Q2960293","Charles Taylor","Charles Taylor","Charles_Taylor_(rugby_union)","amateur","1885-0","london welsh rfc","/wiki/London_Welsh_RFC",0,0
4091,"Q2960293","Charles Taylor","Charles Taylor","Charles_Taylor_(rugby_union)","international","1884-1887","wales","/wiki/Wales",9,0
4092,"Q2960849","Charlie Faulkner","Charlie Faulkner","Charlie_Faulkner","amateur","-","cross keys rfc","/wiki/Cross_Keys_RFC",0,0
4093,"Q2960849","Charlie Faulkner","Charlie Faulkner","Charlie_Faulkner","amateur","-","pontypool rfc","/wiki/Pontypool_RFC",210,48
4094,"Q2960849","Charlie Faulkner","Charlie Faulkner","Charlie_Faulkner","amateur","-","barbarian f.c.","/wiki/Barbarian_F.C.",0,0
4095,"Q2960849","Charlie Faulkner","Charlie Faulkner","Charlie_Faulkner","amateur","-","monmouthshire","/wiki/Monmouthshire_County_RFC",0,0
4096,"Q2960849","Charlie Faulkner","Charlie Faulkner","Charlie_Faulkner","international","1975-1979","wales","/wiki/Wales_national_rugby_union_team",19,4
4097,"Q2960849","Charlie Faulkner","Charlie Faulkner","Charlie_Faulkner","international","1977","british lions","/wiki/British_%26_Irish_Lions",0,0
4098,"Q108264360","Suetena Asomua","Suetena Asomua","Suetena_Asomua","senior_club","2018-","counties manukau","/wiki/Counties_Manukau_(National_Provincial_Championship)",14,0
4099,"Q108264360","Suetena Asomua","Suetena Asomua","Suetena_Asomua","international","2017","samoa u20","/wiki/Samoa_national_under-20_rugby_union_team",5,5
4100,"Q108264360","Suetena Asomua","Suetena Asomua","Suetena_Asomua","international","2018","new zealand u20","/wiki/New_Zealand_national_under-20_rugby_union_team",1,0
4101,"Q2960858","Charlie Hore","Charlie Hore","Charlie_Hore","senior_club","2004-2006","borders","/wiki/Border_Reivers_(rugby)",0,0
4102,"Q2960858","Charlie Hore","Charlie Hore","Charlie_Hore","senior_club","2007-2008","us dax","/wiki/US_Dax",0,0
4103,"Q2960858","Charlie Hore","Charlie Hore","Charlie_Hore","senior_club","2008-2010","viadana","/wiki/Rugby_Viadana",0,0
4104,"Q2960858","Charlie Hore","Charlie Hore","Charlie_Hore","senior_club","2006-2007","highlanders","/wiki/Highlanders_(rugby)",0,0
4105,"Q2960878","Charlie Pritchard","Charlie Pritchard","Charlie_Pritchard","amateur","1901-1911","newport rfc",NA,217,63
4106,"Q2960878","Charlie Pritchard","Charlie Pritchard","Charlie_Pritchard","amateur","-","monmouthshire","/wiki/Monmouthshire_(historic)",0,0
4107,"Q2960878","Charlie Pritchard","Charlie Pritchard","Charlie_Pritchard","international","1904-1910","wales","/wiki/Wales_national_rugby_union_team",14,3
4108,"Q2960882","Charlie Sharples","Charlie Sharples","Charlie_Sharples","senior_club","2007-","gloucester","/wiki/St_Peter%27s_High_School,_Gloucester",266,455
4109,"Q2960882","Charlie Sharples","Charlie Sharples","Charlie_Sharples","senior_club","2007-2010","moseley(d-r)",NA,32,60
4110,"Q2960882","Charlie Sharples","Charlie Sharples","Charlie_Sharples","international","2011","england saxons","/wiki/England_Saxons",3,10
4111,"Q2960882","Charlie Sharples","Charlie Sharples","Charlie_Sharples","international","2011-2012","england","/wiki/England_Saxons",4,10
4112,"Q29623907","Rory Burke","Rory Burke","Rory_Burke","amateur","2000-2017","cork constitution","/wiki/Cork_Constitution",0,0
4113,"Q29623907","Rory Burke","Rory Burke","Rory_Burke","senior_club","2017","munster","/wiki/Munster_Rugby",1,0
4114,"Q29623907","Rory Burke","Rory Burke","Rory_Burke","senior_club","2017-2019","nottingham","/wiki/Nottingham_R.F.C.",30,5
4115,"Q29623907","Rory Burke","Rory Burke","Rory_Burke","senior_club","2019-2020","connacht","/wiki/Connacht_Rugby",0,0
4116,"Q29623907","Rory Burke","Rory Burke","Rory_Burke","international","2014","ireland u20","/wiki/Ireland_national_under-20_rugby_union_team",10,5
4117,"Q29625018","John Ah Kuoi","John Ah Kuoi","John_Ah_Kuoi","senior_club","1985-1986","aucklandb",NA,0,0
4118,"Q29625018","John Ah Kuoi","John Ah Kuoi","John_Ah_Kuoi","senior_club","1987","auckland","/wiki/Auckland_Rugby_Union",0,0
4119,"Q29625018","John Ah Kuoi","John Ah Kuoi","John_Ah_Kuoi","senior_club","1996","central vikings","/wiki/Central_Vikings_Rugby_Union",0,0
4120,"Q29625018","John Ah Kuoi","John Ah Kuoi","John_Ah_Kuoi","international","1987-1990","samoa","/wiki/Samoa",6,11
4121,"Q29628860","Harry Greenlees","Harry Greenlees","Harry_Greenlees","senior_club","1926-1932","leicester tigers","/wiki/Leicester_Tigers",153,192
4122,"Q29628860","Harry Greenlees","Harry Greenlees","Harry_Greenlees","international","1927-30","scotland","/wiki/Scotland",6,0
4123,"Q29633128","Mike Gavins","Mike Gavins","Mike_Gavins","senior_club","1957-61; 1970","leicester tigers","/wiki/Leicester_Tigers",121,592
4124,"Q29633128","Mike Gavins","Mike Gavins","Mike_Gavins","international","1961","england",NA,1,0
4125,"Q108264361","Hohepa Jacob","Hohepa Jacob","Hohepa_Jacob","senior_club","1911-1924","horowhenua","/wiki/Horowhenua-Kapiti_Rugby_Football_Union",0,0
4126,"Q108264361","Hohepa Jacob","Hohepa Jacob","Hohepa_Jacob","senior_club","1925-1927","manawhenua","/wiki/Manawhenua_Rugby_Union",0,0
4127,"Q108264361","Hohepa Jacob","Hohepa Jacob","Hohepa_Jacob","international","1913-1923","new zealand māori","/wiki/M%C4%81ori_All_Blacks",0,0
4128,"Q108264361","Hohepa Jacob","Hohepa Jacob","Hohepa_Jacob","international","1920","new zealand","/wiki/M%C4%81ori_All_Blacks",8,25
4129,"Q29641395","Hugh Sinclair","Hugh Sinclair","Hugh_Sinclair_(rugby_union)","senior_club","2015-","sydney rays","/wiki/Sydney_Rays",8,0
4130,"Q2964643","Chris Anthony","Chris Anthony","Chris_Anthony_(rugby_union)","amateur","2001","newport rfc","/wiki/Newport_RFC",0,0
4131,"Q2964643","Chris Anthony","Chris Anthony","Chris_Anthony_(rugby_union)","amateur","2003-2006","newport gd","/wiki/Dragons_(rugby_union)",43,10
4132,"Q2964643","Chris Anthony","Chris Anthony","Chris_Anthony_(rugby_union)","amateur","-","barbarian f.c.","/wiki/Barbarian_F.C.",0,0
4133,"Q2964643","Chris Anthony","Chris Anthony","Chris_Anthony_(rugby_union)","international","1997-2003","wales","/wiki/Wales_national_rugby_union_team",17,5
4134,"Q2964723","Chris Gray","Chris Gray","Chris_Gray_(rugby_union)","amateur","1976-1978","edinburgh academical","/wiki/Edinburgh_Academical_Football_Club",0,0
4135,"Q2964723","Chris Gray","Chris Gray","Chris_Gray_(rugby_union)","amateur","1983-1997","nottingham rfc","/wiki/Nottingham_RFC",243,60
4136,"Q2964723","Chris Gray","Chris Gray","Chris_Gray_(rugby_union)","international","1989-1991","scotland","/wiki/Scotland_national_rugby_union_team",22,12
4137,"Q2964740","Chris Horsman","Chris Horsman","Chris_Horsman","senior_club","1997-2002","bath","/wiki/Bath_Rugby",27,0
4138,"Q2964740","Chris Horsman","Chris Horsman","Chris_Horsman","senior_club","2002-2003","bridgend","/wiki/Bridgend_Ravens",23,45
4139,"Q2964740","Chris Horsman","Chris Horsman","Chris_Horsman","senior_club","2003-2004","celtic warriors","/wiki/Celtic_Warriors",0,0
4140,"Q2964740","Chris Horsman","Chris Horsman","Chris_Horsman","senior_club","2004-2008","worcester warriors","/wiki/Worcester_Warriors",72,20
4141,"Q2964740","Chris Horsman","Chris Horsman","Chris_Horsman","international","2005-2007","wales","/wiki/Wales_national_rugby_union_team",14,0
4142,"Q2964762","Chris Koch","Chris Koch","Chris_Koch_(rugby_union)","international","1949-60","south africa","/wiki/South_Africa_national_rugby_union_team",22,15
4143,"Q2964797","Chris Mayor","Chris Mayor","Chris_Mayor","senior_club","2003-08","sale sharks","/wiki/Sale_Sharks",87,80
4144,"Q2964797","Chris Mayor","Chris Mayor","Chris_Mayor","senior_club","2008-10","northampton saints","/wiki/Northampton_Saints",35,20
4145,"Q2964797","Chris Mayor","Chris Mayor","Chris_Mayor","senior_club","2010-11","gran parma","/wiki/Gran_Parma_Rugby",20,40
4146,"Q2964797","Chris Mayor","Chris Mayor","Chris_Mayor","senior_club","2011-16","wasps","/wiki/Wasps_RFC",56,15
4147,"Q2964797","Chris Mayor","Chris Mayor","Chris_Mayor","senior_club","2016-18","sale fc","/wiki/Sale_FC_Rugby_Club",42,65
4148,"Q2964797","Chris Mayor","Chris Mayor","Chris_Mayor","senior_club","2018-19","southport","/wiki/Southport_Rugby_Football_Club",17,30
4149,"Q2964827","Chris Osentowski","Chris Osentowski","Chris_Osentowski","international","2004-2007","usa","/wiki/USA_national_rugby_union_team",18,0
4150,"Q2964830","Chris Oti","Chris Oti","Chris_Oti","amateur","1982-1983","millfield",NA,0,0
4151,"Q2964830","Chris Oti","Chris Oti","Chris_Oti","amateur","1983-1986","durham university",NA,0,0
4152,"Q2964830","Chris Oti","Chris Oti","Chris_Oti","amateur","1987-1988","cambridge university","/wiki/Cambridge_University_R.U.F.C.",0,0
4153,"Q2964830","Chris Oti","Chris Oti","Chris_Oti","senior_club","1987-1988","nottingham","/wiki/Nottingham_R.F.C.",0,96
4154,"Q2964830","Chris Oti","Chris Oti","Chris_Oti","senior_club","1988-1993","wasps","/wiki/Wasps_FC",0,0
4155,"Q2964830","Chris Oti","Chris Oti","Chris_Oti","international","1988-1991","england",NA,13,32
4156,"Q2964847","Chris Rossouw","Chris Rossouw","Chris_Rossouw_(rugby_union,_born_1969)","senior_club","1992-1994","northern transvaal","/wiki/Blue_Bulls",8,0
4157,"Q2964847","Chris Rossouw","Chris Rossouw","Chris_Rossouw_(rugby_union,_born_1969)","senior_club","1994-1997","transvaal","/wiki/Blue_Bulls",48,0
4158,"Q2964847","Chris Rossouw","Chris Rossouw","Chris_Rossouw_(rugby_union,_born_1969)","senior_club","1998-2000","sharks","/wiki/Sharks_(Currie_Cup)",0,0
4159,"Q2964847","Chris Rossouw","Chris Rossouw","Chris_Rossouw_(rugby_union,_born_1969)","senior_club","1996-1997","gauteng lions","/wiki/Golden_Lions",18,10
4160,"Q2964847","Chris Rossouw","Chris Rossouw","Chris_Rossouw_(rugby_union,_born_1969)","senior_club","1998-2000","sharks","/wiki/Sharks_(Currie_Cup)",27,5
4161,"Q2964847","Chris Rossouw","Chris Rossouw","Chris_Rossouw_(rugby_union,_born_1969)","international","1995-1999","south africa","/wiki/South_Africa_national_rugby_union_team",9,10
4162,"Q108264637","Kershawl Sykes-Martin","Kershawl Sykes-Martin","Kershawl_Sykes-Martin","senior_club","2020-","tasman","/wiki/Tasman_(National_Provincial_Championship)",19,0
4163,"Q2964850","Chris Robshaw","Chris Robshaw","Chris_Robshaw","senior_club","2005-2020","harlequins","/wiki/Harlequin_F.C.",300,120
4164,"Q2964850","Chris Robshaw","Chris Robshaw","Chris_Robshaw","senior_club","2021-2022","san diego legion","/wiki/San_Diego_Legion",18,5
4165,"Q2964850","Chris Robshaw","Chris Robshaw","Chris_Robshaw","international","2009-2018","england","/wiki/England_national_rugby_union_team",66,10
4166,"Q2964863","Chris Siale","Chris Siale","Chris_Siale","senior_club","2008-2015","tarbes","/wiki/Tarbes_Pyr%C3%A9n%C3%A9es_Rugby",108,40
4167,"Q2964863","Chris Siale","Chris Siale","Chris_Siale","senior_club","2007","western sydney rams","/wiki/Greater_Sydney_Rams",5,15
4168,"Q2964863","Chris Siale","Chris Siale","Chris_Siale","senior_club","2008","university of queensland","/wiki/University_of_Queensland_Rugby_Club",10,8
4169,"Q2964863","Chris Siale","Chris Siale","Chris_Siale","senior_club","2006-2007","waratahs","/wiki/New_South_Wales_Waratahs",3,0
4170,"Q2964863","Chris Siale","Chris Siale","Chris_Siale","senior_club","2008","reds","/wiki/Queensland_Reds",3,0
4171,"Q2964863","Chris Siale","Chris Siale","Chris_Siale","international","2003-2004","australia u21","/wiki/Australia_national_under-21_rugby_union_team",0,0
4172,"Q2964877","Chris Tynan","Chris Tynan","Chris_Tynan","senior_club","1993","cambridge university","/wiki/Cambridge_University_RFC",0,0
4173,"Q2964877","Chris Tynan","Chris Tynan","Chris_Tynan","senior_club","1987–1998","meraloma rugby","/wiki/Meraloma_Rugby",0,0
4174,"Q2964877","Chris Tynan","Chris Tynan","Chris_Tynan","international","1987-1998","canada","/wiki/Canada_national_rugby_union_team",20,18
4175,"Q2964893","Chris Whitaker","Chris Whitaker","Chris_Whitaker","amateur","1996-2005","randwick","/wiki/Randwick_DRUFC",0,0
4176,"Q2964893","Chris Whitaker","Chris Whitaker","Chris_Whitaker","senior_club","2006-2009","leinster","/wiki/Leinster_Rugby",59,25
4177,"Q2964893","Chris Whitaker","Chris Whitaker","Chris_Whitaker","senior_club","1997-2006","nsw waratahs","/wiki/New_South_Wales_Waratahs",118,60
4178,"Q2964893","Chris Whitaker","Chris Whitaker","Chris_Whitaker","international","1998-2005","australia","/wiki/Australia_national_rugby_union_team",31,10
4179,"Q2964897","Chris Wyles","Chris Wyles","Chris_Wyles","senior_club","2008–2018","saracens","/wiki/Saracens_F.C.",254,375
4180,"Q2964897","Chris Wyles","Chris Wyles","Chris_Wyles","senior_club","2006–2007","northampton saints","/wiki/Northampton_Saints",9,15
4181,"Q2964897","Chris Wyles","Chris Wyles","Chris_Wyles","senior_club","2004–2006","nottingham","/wiki/Nottingham_R.F.C.",40,105
4182,"Q2964897","Chris Wyles","Chris Wyles","Chris_Wyles","international","2007-2015","united states","/wiki/United_States_national_rugby_union_team",54,222
4183,"Q2964900","Chris Wyatt","Chris Wyatt","Chris_Wyatt_(rugby_union)","senior_club","2011–2012","usap 84",NA,62,25
4184,"Q2964900","Chris Wyatt","Chris Wyatt","Chris_Wyatt_(rugby_union)","senior_club","2008–2011","aix-en-provence","/wiki/Pays_d%27Aix_RC",21,15
4185,"Q2964900","Chris Wyatt","Chris Wyatt","Chris_Wyatt_(rugby_union)","senior_club","2007–2008","bourgoin","/wiki/CS_Bourgoin-Jallieu",12,0
4186,"Q2964900","Chris Wyatt","Chris Wyatt","Chris_Wyatt_(rugby_union)","senior_club","2006–2007","munster","/wiki/Munster_Rugby",280,315
4187,"Q2964900","Chris Wyatt","Chris Wyatt","Chris_Wyatt_(rugby_union)","senior_club","1996–2006","llanelli scarlets","/wiki/Scarlets",30,15
4188,"Q2964900","Chris Wyatt","Chris Wyatt","Chris_Wyatt_(rugby_union)","senior_club","1994–1996","neath","/wiki/Neath_RFC",22,50
4189,"Q2964900","Chris Wyatt","Chris Wyatt","Chris_Wyatt_(rugby_union)","senior_club","1993–1994","newport","/wiki/Newport,_Wales",0,0
4190,"Q2964900","Chris Wyatt","Chris Wyatt","Chris_Wyatt_(rugby_union)","international","1998-2003","wales","/wiki/Wales_national_rugby_union_team",38,10
4191,"Q2964973","Christiaan Scholtz","Christiaan Scholtz","Christiaan_Scholtz","senior_club","1993","western province","/wiki/Western_Province_(rugby_union)",0,0
4192,"Q2964973","Christiaan Scholtz","Christiaan Scholtz","Christiaan_Scholtz","senior_club","1994-97","transvaal/gauteng lions","/wiki/Golden_Lions",54,0
4193,"Q2964973","Christiaan Scholtz","Christiaan Scholtz","Christiaan_Scholtz","international","1994-95","south africa","/wiki/South_Africa_national_rugby_union_team",4,0
4194,"Q2964975","Tiaan Liebenberg","Tiaan Liebenberg","Tiaan_Liebenberg","senior_club","2002","sharks (currie cup)","/wiki/Sharks_(Currie_Cup)",2,0
4195,"Q2964975","Tiaan Liebenberg","Tiaan Liebenberg","Tiaan_Liebenberg","senior_club","2003-2006","griquas","/wiki/Griquas_(rugby_union)",64,22
4196,"Q2964975","Tiaan Liebenberg","Tiaan Liebenberg","Tiaan_Liebenberg","senior_club","2006","cheetahs","/wiki/Cheetahs_(rugby_union)",13,5
4197,"Q2964975","Tiaan Liebenberg","Tiaan Liebenberg","Tiaan_Liebenberg","senior_club","2006-2014","western province","/wiki/Western_Province_(rugby_union)",62,30
4198,"Q2964975","Tiaan Liebenberg","Tiaan Liebenberg","Tiaan_Liebenberg","senior_club","2007-2014","stormers","/wiki/Stormers",73,25
4199,"Q2964975","Tiaan Liebenberg","Tiaan Liebenberg","Tiaan_Liebenberg","senior_club","2009","→toulon","/wiki/RC_Toulon",6,0
4200,"Q2964975","Tiaan Liebenberg","Tiaan Liebenberg","Tiaan_Liebenberg","senior_club","2016","free state xv","/wiki/Free_State_Cheetahs#Other_teams",5,15
4201,"Q2964975","Tiaan Liebenberg","Tiaan Liebenberg","Tiaan_Liebenberg","senior_club","2002-2016","total",NA,219,97
4202,"Q2964975","Tiaan Liebenberg","Tiaan Liebenberg","Tiaan_Liebenberg","international","2007","south africa(tour)",NA,1,0
4203,"Q2964975","Tiaan Liebenberg","Tiaan Liebenberg","Tiaan_Liebenberg","international","2009","emerging springboks","/wiki/Emerging_Springboks",10,0
4204,"Q2964975","Tiaan Liebenberg","Tiaan Liebenberg","Tiaan_Liebenberg","international","2012","south africa(tests)",NA,5,0
4205,"Q108265519","Walter Fifita","Walter Fifita","Walter_Fifita","senior_club","2018-19","el salvador","/wiki/CR_El_Salvador",16,65
4206,"Q108265519","Walter Fifita","Walter Fifita","Walter_Fifita","senior_club","2020-","north harbour","/wiki/North_Harbour_(National_Provincial_Championship)",3,5
4207,"Q108265519","Walter Fifita","Walter Fifita","Walter_Fifita","senior_club","2021-23","glasgow warriors","/wiki/Glasgow_Warriors",3,0
4208,"Q108265519","Walter Fifita","Walter Fifita","Walter_Fifita","senior_club","2022-23","loanstirling wolves",NA,7,10
4209,"Q108265519","Walter Fifita","Walter Fifita","Walter_Fifita","international","2021-","tonga","/wiki/Tonga_national_rugby_union_team",6,5
4210,"Q102186401","Adam Dalgleish","Adam Dalgleish","Adam_Dalgleish","amateur","1886-96","gala","/wiki/Galashiels",0,0
4211,"Q102186401","Adam Dalgleish","Adam Dalgleish","Adam_Dalgleish","senior_club","1887","east of scotland district","/wiki/East_of_Scotland_District_(rugby_union)",0,0
4212,"Q102186401","Adam Dalgleish","Adam Dalgleish","Adam_Dalgleish","senior_club","1893","provinces district","/wiki/Provinces_District_(rugby_union)",0,0
4213,"Q102186401","Adam Dalgleish","Adam Dalgleish","Adam_Dalgleish","senior_club","1895","south of scotland district","/wiki/South_of_Scotland_District_(rugby_union)",0,0
4214,"Q102186401","Adam Dalgleish","Adam Dalgleish","Adam_Dalgleish","international","1890-94","scotland","/wiki/East_of_Scotland_District_(rugby_union)",8,0
4215,"Q2965104","Christian Bélascain","Christian Bélascain","Christian_B%C3%A9lascain","international","1977-83","france","/wiki/France_national_rugby_union_team",18,4
4216,"Q2965112","Christian Califano","Christian Califano","Christian_Califano","senior_club","1990-1991","toulon","/wiki/Toulon",5,0
4217,"Q2965112","Christian Califano","Christian Califano","Christian_Califano","senior_club","1991","bourges","/w/index.php?title=Union_Sportive_du_Berry&action=edit&redlink=1",20,20
4218,"Q2965112","Christian Califano","Christian Califano","Christian_Califano","senior_club","1991-2001","toulouse","/wiki/Stade_Toulousain",36,10
4219,"Q2965112","Christian Califano","Christian Califano","Christian_Califano","senior_club","2002","blues","/wiki/Blues_(Super_Rugby)",0,0
4220,"Q2965112","Christian Califano","Christian Califano","Christian_Califano","senior_club","2002-2003","saracens","/wiki/Saracens_F.C.",0,0
4221,"Q2965112","Christian Califano","Christian Califano","Christian_Califano","senior_club","2003-2006","su agen","/wiki/SU_Agen",0,0
4222,"Q2965112","Christian Califano","Christian Califano","Christian_Califano","senior_club","2006-2008","gloucester rugby","/wiki/Gloucester_Rugby",0,0
4223,"Q2965112","Christian Califano","Christian Califano","Christian_Califano","international","1994-2007","france","/wiki/France_national_rugby_union_team",72,35
4224,"Q2965195","Christian Day","Christian Day","Christian_Day","senior_club","2003-07","sale sharks","/wiki/Sale_Sharks",99,5
4225,"Q2965195","Christian Day","Christian Day","Christian_Day","senior_club","2007-08","stade français","/wiki/Stade_Fran%C3%A7ais",2,0
4226,"Q2965195","Christian Day","Christian Day","Christian_Day","senior_club","2008-2018","northampton saints","/wiki/Northampton_Saints",226,80
4227,"Q108265892","Viliami Fine","Viliami Fine","Viliami_Fine","senior_club","2021-","otago","/wiki/Otago_(National_Provincial_Championship)",3,0
4228,"Q108265892","Viliami Fine","Viliami Fine","Viliami_Fine","senior_club","-","southland","/wiki/Southland_(National_Provincial_Championship)",9,0
4229,"Q108265892","Viliami Fine","Viliami Fine","Viliami_Fine","international","2021-","tonga","/wiki/Tonga_national_rugby_union_team",1,0
4230,"Q2965207","Christian Delage","Christian Delage","Christian_Delage","international","1983","france","/wiki/France_national_rugby_union_team",2,0
4231,"Q2965430","Christian Loader","Christian Loader","Christian_Loader","amateur","-","bath rugby","/wiki/Bath_Rugby",0,0
4232,"Q2965430","Christian Loader","Christian Loader","Christian_Loader","amateur","-","bridgend rfc","/wiki/Bridgend_RFC",0,0
4233,"Q2965430","Christian Loader","Christian Loader","Christian_Loader","international","1995-1997","wales","/wiki/Wales",19,100
4234,"Q2965433","Christian Loamanu","Christian Loamanu","Christian_Loamanu","senior_club","2016–2017","provence","/wiki/Provence_Rugby",10,15
4235,"Q2965433","Christian Loamanu","Christian Loamanu","Christian_Loamanu","senior_club","2014–2016","leicester tigers","/wiki/Leicester_Tigers",7,0
4236,"Q2965433","Christian Loamanu","Christian Loamanu","Christian_Loamanu","senior_club","2012–2014","benetton treviso","/wiki/Benetton_Rugby",41,30
