"origWdId","origName","frName","wpPage","stintType","timePeriod","teamName","teamWP","matchesPlayed","pointsScored","startYear","endYear"
"Q127278845","Mathys Belaubre","Mathys Belaubre","Mathys_Belaubre","Senior","2024-NA","ASM Clermont Auvergne","ASM_Clermont_Auvergne","2","0","2024",NA
"Q127278845","Mathys Belaubre","Mathys Belaubre","Mathys_Belaubre","International","2022-2022","France -18",NA,NA,NA,"2022","2022"
"Q127278845","Mathys Belaubre","Mathys Belaubre","Mathys_Belaubre","International","2024-NA","France -20","%C3%89quipe_de_France_de_rugby_%C3%A0_XV_des_moins_de_20_ans","4","5","2024",NA
"Q127288209","Liam Rimet","Liam Rimet","Liam_Rimet","Youth","2013-2018","Good Luck Rugby",NA,NA,NA,"2013","2018"
"Q127288209","Liam Rimet","Liam Rimet","Liam_Rimet","Youth","2018-2024","Lyon OU","Lyon_olympique_universitaire_rugby",NA,NA,"2018","2024"
"Q127288209","Liam Rimet","Liam Rimet","Liam_Rimet","Senior","2021-2024","Lyon OU","Lyon_olympique_universitaire_rugby","12","0","2021","2024"
"Q127288209","Liam Rimet","Liam Rimet","Liam_Rimet","Senior","2023-2023","AS Béziers","Association_sportive_de_B%C3%A9ziers_H%C3%A9rault","5","5","2023","2023"
"Q127288209","Liam Rimet","Liam Rimet","Liam_Rimet","Senior","2024-NA","CS Bourgoin-Jallieu","Club_sportif_Bourgoin-Jallieu_rugby","0","0","2024",NA
"Q127288209","Liam Rimet","Liam Rimet","Liam_Rimet","International","2022-2022","France -20","%C3%89quipe_de_France_de_rugby_%C3%A0_XV_des_moins_de_20_ans","1","0","2022","2022"
"Q127377809","Giorgi Akhaladze","Giorgi Akhaladze","Giorgi_Akhaladze","Youth","2017-2018","RC Aia","Rugby_Club_Aia",NA,NA,"2017","2018"
"Q127377809","Giorgi Akhaladze","Giorgi Akhaladze","Giorgi_Akhaladze","Youth","2018-2019","RC Massy","Rugby_Club_Massy_Essonne",NA,NA,"2018","2019"
"Q127377809","Giorgi Akhaladze","Giorgi Akhaladze","Giorgi_Akhaladze","Senior","2019-2021","RC Massy","Rugby_Club_Massy_Essonne","12","0","2019","2021"
"Q127377809","Giorgi Akhaladze","Giorgi Akhaladze","Giorgi_Akhaladze","Senior","2021-2024","AS Béziers","Association_sportive_de_B%C3%A9ziers_H%C3%A9rault","63","25","2021","2024"
"Q127377809","Giorgi Akhaladze","Giorgi Akhaladze","Giorgi_Akhaladze","Senior","2024-NA","ASM Clermont","ASM_Clermont_Auvergne","6","10","2024",NA
"Q127377809","Giorgi Akhaladze","Giorgi Akhaladze","Giorgi_Akhaladze","International","2017-2017","Géorgie -18",NA,NA,NA,"2017","2017"
"Q127377809","Giorgi Akhaladze","Giorgi Akhaladze","Giorgi_Akhaladze","International","2019-2019","Géorgie -20","%C3%89quipe_de_G%C3%A9orgie_de_rugby_%C3%A0_XV_des_moins_de_20_ans",NA,NA,"2019","2019"
"Q127377809","Giorgi Akhaladze","Giorgi Akhaladze","Giorgi_Akhaladze","International","2024-NA","Géorgie","%C3%89quipe_de_G%C3%A9orgie_de_rugby_%C3%A0_XV","7","0","2024",NA
"Q127414001","Hoani Bosmorin","Hoani Bosmorin","Hoani_Bosmorin","Youth","2010-NA","Stade rochelais","Stade_rochelais",NA,NA,"2010",NA
"Q127414001","Hoani Bosmorin","Hoani Bosmorin","Hoani_Bosmorin","Senior","2023-NA","Stade rochelais","Stade_rochelais","6","5","2023",NA
"Q127414001","Hoani Bosmorin","Hoani Bosmorin","Hoani_Bosmorin","International","2022-2022","France -18",NA,"4","30","2022","2022"
"Q127414001","Hoani Bosmorin","Hoani Bosmorin","Hoani_Bosmorin","International","2024-NA","France -20","%C3%89quipe_de_France_de_rugby_%C3%A0_XV_des_moins_de_20_ans","5","15","2024",NA
"Q127559966","Théo Forner","Théo Forner","Th%C3%A9o_Forner","Youth","2006-2017","ESC BAC ASP",NA,NA,NA,"2006","2017"
"Q127559966","Théo Forner","Théo Forner","Th%C3%A9o_Forner","Youth","2017-2018","JO Prades","Jeunesse_olympique_prad%C3%A9enne_Conflent_Canigou_rugby",NA,NA,"2017","2018"
"Q127559966","Théo Forner","Théo Forner","Th%C3%A9o_Forner","Youth","2018-2019","US Thuir","Union_sportive_thuirinoise",NA,NA,"2018","2019"
"Q127559966","Théo Forner","Théo Forner","Th%C3%A9o_Forner","Youth","2019-2022","USA Perpignan","Union_sportive_Arlequins_perpignanais",NA,NA,"2019","2022"
"Q127559966","Théo Forner","Théo Forner","Th%C3%A9o_Forner","Senior","2022-NA","USA Perpignan","Union_sportive_Arlequins_perpignanais","8","5","2022",NA
"Q127559966","Théo Forner","Théo Forner","Th%C3%A9o_Forner","International","2023-NA","France",NA,"65","183","2023",NA
"Q127559968","Jefferson-Lee Joseph","Jefferson-Lee Joseph","Jefferson-Lee_Joseph","Youth","2010-2013","AOCC Duras",NA,NA,NA,"2010","2013"
"Q127559968","Jefferson-Lee Joseph","Jefferson-Lee Joseph","Jefferson-Lee_Joseph","Youth","2014-2015","RC bazeillais",NA,NA,NA,"2014","2015"
"Q127559968","Jefferson-Lee Joseph","Jefferson-Lee Joseph","Jefferson-Lee_Joseph","Youth","2015-2017","CA Lormont","Club_athl%C3%A9tique_Lormont_Hauts_de_Garonne",NA,NA,"2015","2017"
"Q127559968","Jefferson-Lee Joseph","Jefferson-Lee Joseph","Jefferson-Lee_Joseph","Youth","2017-2024","SU Agen","Sporting_Union_Agen_Lot-et-Garonne",NA,NA,"2017","2024"
"Q127559968","Jefferson-Lee Joseph","Jefferson-Lee Joseph","Jefferson-Lee_Joseph","Senior","2022-2024","SU Agen","Sporting_Union_Agen_Lot-et-Garonne","11","10","2022","2024"
"Q127559968","Jefferson-Lee Joseph","Jefferson-Lee Joseph","Jefferson-Lee_Joseph","Senior","2024-NA","USA Perpignan","Union_sportive_Arlequins_perpignanais","11","10","2024",NA
"Q127559968","Jefferson-Lee Joseph","Jefferson-Lee Joseph","Jefferson-Lee_Joseph","International","2022-2022","France -20","%C3%89quipe_de_France_de_rugby_%C3%A0_XV_des_moins_de_20_ans","4","0","2022","2022"
"Q127559968","Jefferson-Lee Joseph","Jefferson-Lee Joseph","Jefferson-Lee_Joseph","International","2023-NA","France à sept","%C3%89quipe_de_France_masculine_de_rugby_%C3%A0_sept","74","150","2023",NA
"Q127592225","Peniasi Dakuwaqa","Peniasi Dakuwaqa","Peniasi_Dakuwaqa","Senior","2015-2015","Penrith Rugby Club","Penrith_Emus_Rugby","7","0","2015","2015"
"Q127592225","Peniasi Dakuwaqa","Peniasi Dakuwaqa","Peniasi_Dakuwaqa","Senior","2020-2021","Tupapa Maraerenga Panthers",NA,NA,NA,"2020","2021"
"Q127592225","Peniasi Dakuwaqa","Peniasi Dakuwaqa","Peniasi_Dakuwaqa","Senior","2022-NA","Stade français Paris","Stade_fran%C3%A7ais_Paris_rugby","40","80","2022",NA
"Q127592225","Peniasi Dakuwaqa","Peniasi Dakuwaqa","Peniasi_Dakuwaqa","International","2024-NA","Fidji","%C3%89quipe_des_Fidji_de_rugby_%C3%A0_XV","1","10","2024",NA
"Q127592261","Inia Tabuavou","Inia Tabuavou","Inia_Tabuavou","Youth","2020-2024","Racing 92","Racing_92",NA,NA,"2020","2024"
"Q127592261","Inia Tabuavou","Inia Tabuavou","Inia_Tabuavou","Senior","2022-2024","Racing 92","Racing_92","21","15","2022","2024"
"Q127592261","Inia Tabuavou","Inia Tabuavou","Inia_Tabuavou","Senior","2025-NA","Fijian Drua","Fijian_Drua","0","0","2025",NA
"Q127592261","Inia Tabuavou","Inia Tabuavou","Inia_Tabuavou","International","2024-NA","Fidji","%C3%89quipe_des_Fidji_de_rugby_%C3%A0_XV","7","5","2024",NA
"Q127653314","Noah Nene","Noah Nene","Noah_Nene","Youth","2013-2022","RC Val de Bièvre",NA,NA,NA,"2013","2022"
"Q127653314","Noah Nene","Noah Nene","Noah_Nene","Youth","2022-2023","Stade français Paris","Stade_fran%C3%A7ais_Paris_rugby",NA,NA,"2022","2023"
"Q127653314","Noah Nene","Noah Nene","Noah_Nene","Senior","2023-NA","Stade français Paris","Stade_fran%C3%A7ais_Paris_rugby","2","0","2023",NA
"Q127653314","Noah Nene","Noah Nene","Noah_Nene","Senior","2024-NA","US Dax","Union_sportive_dacquoise","14","15","2024",NA
"Q127653314","Noah Nene","Noah Nene","Noah_Nene","International","2024-2024","France -20","%C3%89quipe_de_France_de_rugby_%C3%A0_XV_des_moins_de_20_ans","1","0","2024","2024"
"Q127731617","Christian Martinez","Christian Martinez","Christian_Martinez","Youth","NA-NA","Stadoceste tarbais","Stado_Tarbes_Pyr%C3%A9n%C3%A9es_rugby",NA,NA,NA,NA
"Q127731617","Christian Martinez","Christian Martinez","Christian_Martinez","Senior","1969-1972","Stadoceste tarbais","Stado_Tarbes_Pyr%C3%A9n%C3%A9es_rugby",NA,NA,"1969","1972"
"Q127731617","Christian Martinez","Christian Martinez","Christian_Martinez","Senior","1972-1973","FC Grenoble","Football_Club_de_Grenoble_rugby",NA,NA,"1972","1973"
"Q127731617","Christian Martinez","Christian Martinez","Christian_Martinez","Senior","NA-NA","FC Auch","Football_Club_Auch_Gers",NA,NA,NA,NA
"Q127731617","Christian Martinez","Christian Martinez","Christian_Martinez","Senior","NA-NA","RRC Nice","Racing_Rugby_Club_de_Nice",NA,NA,NA,NA
"Q127787819","Varian Pasquet","Varian Pasquet","Varian_Pasquet","Youth","2006-2016","Paris UC","Paris_universit%C3%A9_club_(rugby_%C3%A0_XV)",NA,NA,"2006","2016"
"Q127787819","Varian Pasquet","Varian Pasquet","Varian_Pasquet","Youth","2016-2021","Stade français Paris","Stade_fran%C3%A7ais_Paris_rugby",NA,NA,"2016","2021"
"Q127787819","Varian Pasquet","Varian Pasquet","Varian_Pasquet","Senior","2020-2021","Stade français Paris","Stade_fran%C3%A7ais_Paris_rugby","1","0","2020","2021"
"Q127787819","Varian Pasquet","Varian Pasquet","Varian_Pasquet","International","2021-NA","France à sept","%C3%89quipe_de_France_masculine_de_rugby_%C3%A0_sept","121","135","2021",NA
"Q127816307","Freddie Thomas","Freddie Thomas","Freddie_Thomas","Youth","NA-NA","Bredon Star RFC",NA,NA,NA,NA,NA
"Q127816307","Freddie Thomas","Freddie Thomas","Freddie_Thomas","Youth","NA-NA","Gloucester Rugby","Gloucester_Rugby",NA,NA,NA,NA
"Q127816307","Freddie Thomas","Freddie Thomas","Freddie_Thomas","Senior","2020-NA","Gloucester Rugby","Gloucester_Rugby","52","35","2020",NA
"Q127816307","Freddie Thomas","Freddie Thomas","Freddie_Thomas","Senior","2024-2024","Hartpury University RFC","Hartpury_University_Rugby_Football_Club","4","0","2024","2024"
"Q127816307","Freddie Thomas","Freddie Thomas","Freddie_Thomas","International","2019-2020","Angleterre -18",NA,"3","0","2019","2020"
"Q127816307","Freddie Thomas","Freddie Thomas","Freddie_Thomas","International","2021-2021","Angleterre -20","%C3%89quipe_d%27Angleterre_de_rugby_%C3%A0_XV_des_moins_de_20_ans","2","0","2021","2021"
"Q127816307","Freddie Thomas","Freddie Thomas","Freddie_Thomas","International","2024-NA","Pays de Galles","%C3%89quipe_du_pays_de_Galles_de_rugby_%C3%A0_XV","2","0","2024",NA
"Q127971934","Benjamín Elizalde","Benjamín Elizalde","Benjam%C3%ADn_Elizalde","Youth","2024-NA","Tigres Rugby Club (es)","Tigres_Rugby_Club",NA,NA,"2024",NA
"Q127971934","Benjamín Elizalde","Benjamín Elizalde","Benjam%C3%ADn_Elizalde","Youth","2023-2024","Asociación Deportiva Francesa","Asociaci%C3%B3n_Deportiva_Francesa",NA,NA,"2023","2024"
"Q127971934","Benjamín Elizalde","Benjamín Elizalde","Benjam%C3%ADn_Elizalde","Senior","2023-2024","Pampas","Pampas_(rugby_%C3%A0_XV)","16","25","2023","2024"
"Q127971934","Benjamín Elizalde","Benjamín Elizalde","Benjam%C3%ADn_Elizalde","Senior","2024-NA","Bristol Bears","Bristol_Bears","16","21","2024",NA
"Q127971934","Benjamín Elizalde","Benjamín Elizalde","Benjam%C3%ADn_Elizalde","International","2023-2024","Argentine -20","%C3%89quipe_d%27Argentine_de_rugby_%C3%A0_XV_des_moins_de_20_ans","9","10","2023","2024"
"Q127971934","Benjamín Elizalde","Benjamín Elizalde","Benjam%C3%ADn_Elizalde","International","2023-NA","Argentine XV","%C3%89quipe_d%27Argentine_XV_de_rugby_%C3%A0_XV","3","0","2023",NA
"Q128034395","Frédéric Carrey","Frédéric Carrey","Fr%C3%A9d%C3%A9ric_Carrey","Youth","1978-1978","RC Lons",NA,NA,NA,"1978","1978"
"Q128034395","Frédéric Carrey","Frédéric Carrey","Fr%C3%A9d%C3%A9ric_Carrey","Youth","1978-1983","Section paloise","Section_paloise_(rugby_%C3%A0_XV)",NA,NA,"1978","1983"
"Q128034395","Frédéric Carrey","Frédéric Carrey","Fr%C3%A9d%C3%A9ric_Carrey","Senior","1983-1995","Section paloise","Section_paloise_(rugby_%C3%A0_XV)",NA,NA,"1983","1995"
"Q128034395","Frédéric Carrey","Frédéric Carrey","Fr%C3%A9d%C3%A9ric_Carrey","Senior","1995-1997","RC Lons",NA,NA,NA,"1995","1997"
"Q128242054","Jean Joseph Despagnet","Jean Joseph Despagnet","Jean_Joseph_Despagnet","Youth","1995-1997","Section paloise","Section_paloise_(rugby_%C3%A0_XV)",NA,NA,"1995","1997"
"Q128242054","Jean Joseph Despagnet","Jean Joseph Despagnet","Jean_Joseph_Despagnet","Senior","1932-1941","Section paloise","Section_paloise_(rugby_%C3%A0_XV)",NA,NA,"1932","1941"
"Q128615560","Pierre Labourdette","Pierre Labourdette","Pierre_Labourdette","Youth","NA-NA","Stade toulousain","Stade_toulousain",NA,NA,NA,NA
"Q128615560","Pierre Labourdette","Pierre Labourdette","Pierre_Labourdette","Youth","NA-NA","Stade niortais","Niort_Rugby_Club",NA,NA,NA,NA
"Q128615560","Pierre Labourdette","Pierre Labourdette","Pierre_Labourdette","Youth","1956-1956","Section paloise","Section_paloise_(rugby_%C3%A0_XV)",NA,NA,"1956","1956"
"Q128615560","Pierre Labourdette","Pierre Labourdette","Pierre_Labourdette","Senior","1956-1958","Section paloise","Section_paloise_(rugby_%C3%A0_XV)",NA,NA,"1956","1958"
"Q128615560","Pierre Labourdette","Pierre Labourdette","Pierre_Labourdette","Senior","NA-NA","Aviron bayonnais","Aviron_bayonnais_rugby_pro",NA,NA,NA,NA
"Q128635735","Yves Tour","Yves Tour","Yves_Tour","Youth","NA-NA","Coquelicots de Pau","Lyc%C3%A9e_Louis-Barthou",NA,NA,NA,NA
"Q128635735","Yves Tour","Yves Tour","Yves_Tour","Youth","NA-NA","Section paloise","Section_paloise_(rugby_%C3%A0_XV)",NA,NA,NA,NA
"Q128635735","Yves Tour","Yves Tour","Yves_Tour","Senior","NA-NA","Biarritz olympique","Biarritz_olympique_Pays_basque",NA,NA,NA,NA
"Q128635735","Yves Tour","Yves Tour","Yves_Tour","Senior","NA-NA","US Tours","Union_sportive_Tours_rugby",NA,NA,NA,NA
"Q128635735","Yves Tour","Yves Tour","Yves_Tour","Senior","1956-1965","Section paloise rés.","Section_paloise_(rugby_%C3%A0_XV)",NA,NA,"1956","1965"
"Q128694207","Pierre Rivera","Pierre Rivera","Pierre_Rivera","Youth","1956-1965","US Nord-Est",NA,NA,NA,"1956","1965"
"Q128694207","Pierre Rivera","Pierre Rivera","Pierre_Rivera","Youth","1965-1967","Section paloise","Section_paloise_(rugby_%C3%A0_XV)",NA,NA,"1965","1967"
"Q128694207","Pierre Rivera","Pierre Rivera","Pierre_Rivera","Senior","1968-1971","Section paloise","Section_paloise_(rugby_%C3%A0_XV)",NA,NA,"1968","1971"
"Q128694207","Pierre Rivera","Pierre Rivera","Pierre_Rivera","Senior","NA-NA","Stade bordelais UC","Stade_bordelais_(rugby_%C3%A0_XV)",NA,NA,NA,NA
"Q128694207","Pierre Rivera","Pierre Rivera","Pierre_Rivera","Senior","NA-NA","Stade pauillacais","Pays_M%C3%A9doc_Rugby",NA,NA,NA,NA
"Q129645668","Kylian Jaminet","Kylian Jaminet","Kylian_Jaminet","Youth","2002-2016","RC Toulon","Rugby_club_toulonnais",NA,NA,"2002","2016"
"Q129645668","Kylian Jaminet","Kylian Jaminet","Kylian_Jaminet","Youth","2016-2017","Castres olympique","Castres_olympique",NA,NA,"2016","2017"
"Q129645668","Kylian Jaminet","Kylian Jaminet","Kylian_Jaminet","Senior","2017-2018","Castres olympique","Castres_olympique","6","2","2017","2018"
"Q129645668","Kylian Jaminet","Kylian Jaminet","Kylian_Jaminet","Senior","2018-2019","Colomiers Rugby","Colomiers_Rugby","22","54","2018","2019"
"Q129645668","Kylian Jaminet","Kylian Jaminet","Kylian_Jaminet","Senior","2019-2024","USON Nevers","USON_Nevers_Rugby","103","80","2019","2024"
"Q129645668","Kylian Jaminet","Kylian Jaminet","Kylian_Jaminet","Senior","2024-NA","Biarritz olympique","Biarritz_olympique_Pays_basque","14","14","2024",NA
"Q129649486","Jessy Jegerlehner","Jessy Jegerlehner","Jessy_Jegerlehner","Youth","2002-2012","US Nérac",NA,NA,NA,"2002","2012"
"Q129649486","Jessy Jegerlehner","Jessy Jegerlehner","Jessy_Jegerlehner","Youth","2012-2017","SU Agen","Sporting_Union_Agen_Lot-et-Garonne",NA,NA,"2012","2017"
"Q129649486","Jessy Jegerlehner","Jessy Jegerlehner","Jessy_Jegerlehner","Senior","2017-2022","SU Agen","Sporting_Union_Agen_Lot-et-Garonne","60","5","2017","2022"
"Q129649486","Jessy Jegerlehner","Jessy Jegerlehner","Jessy_Jegerlehner","Senior","2022-2024","Provence Rugby","Provence_Rugby","32","15","2022","2024"
"Q129649486","Jessy Jegerlehner","Jessy Jegerlehner","Jessy_Jegerlehner","Senior","2024-NA","Biarritz olympique","Biarritz_olympique_Pays_basque","14","0","2024",NA
"Q129649486","Jessy Jegerlehner","Jessy Jegerlehner","Jessy_Jegerlehner","International","2015-2015","France -18",NA,NA,NA,"2015","2015"
"Q129649486","Jessy Jegerlehner","Jessy Jegerlehner","Jessy_Jegerlehner","International","2016-2016","France -19",NA,NA,NA,"2016","2016"
"Q129649486","Jessy Jegerlehner","Jessy Jegerlehner","Jessy_Jegerlehner","International","2024-NA","Suisse","%C3%89quipe_de_Suisse_de_rugby_%C3%A0_XV","1","0","2024",NA
"Q129760170","Thomas Vincent","Thomas Vincent","Thomas_Vincent_(rugby_%C3%A0_XV)","Youth","2012-2015","US Monflanquin",NA,NA,NA,"2012","2015"
"Q129760170","Thomas Vincent","Thomas Vincent","Thomas_Vincent_(rugby_%C3%A0_XV)","Youth","2015-2018","SU Agen","Sporting_Union_Agen_Lot-et-Garonne",NA,NA,"2015","2018"
"Q129760170","Thomas Vincent","Thomas Vincent","Thomas_Vincent_(rugby_%C3%A0_XV)","Senior","2018-2024","SU Agen","Sporting_Union_Agen_Lot-et-Garonne","76","525","2018","2024"
"Q129760170","Thomas Vincent","Thomas Vincent","Thomas_Vincent_(rugby_%C3%A0_XV)","Senior","2020-2021","Stade aurillacois","Stade_aurillacois_Cantal_Auvergne","23","158","2020","2021"
"Q129760170","Thomas Vincent","Thomas Vincent","Thomas_Vincent_(rugby_%C3%A0_XV)","Senior","2024-NA","Montpellier HR","Montpellier_H%C3%A9rault_Rugby","6","15","2024",NA
"Q129760170","Thomas Vincent","Thomas Vincent","Thomas_Vincent_(rugby_%C3%A0_XV)","International","2019-2019","France -20","%C3%89quipe_de_France_de_rugby_%C3%A0_XV_des_moins_de_20_ans","1","0","2019","2019"
"Q129920088","Blair Murray","Blair Murray","Blair_Murray","Youth","NA-NA","Crusaders","Crusaders",NA,NA,NA,NA
"Q129920088","Blair Murray","Blair Murray","Blair_Murray","Senior","2022-2023","Canterbury","Canterbury_Rugby_Football_Union","8","35","2022","2023"
"Q129920088","Blair Murray","Blair Murray","Blair_Murray","Senior","2024-NA","Scarlets","Scarlets","10","25","2024",NA
"Q129920088","Blair Murray","Blair Murray","Blair_Murray","International","2024-NA","Pays de Galles","%C3%89quipe_du_pays_de_Galles_de_rugby_%C3%A0_XV","3","5","2024",NA
"Q129920146","Macs Page","Macs Page","Macs_Page","Youth","NA-NA","Fishguard RFC",NA,NA,NA,NA,NA
"Q129920146","Macs Page","Macs Page","Macs_Page","Youth","NA-NA","Crymych RFC",NA,NA,NA,NA,NA
"Q129920146","Macs Page","Macs Page","Macs_Page","Senior","2024-NA","Scarlets","Scarlets","7","15","2024",NA
"Q129920146","Macs Page","Macs Page","Macs_Page","International","2024-2024","Pays de Galles -20","%C3%89quipe_du_pays_de_Galles_de_rugby_%C3%A0_XV_des_moins_de_20_ans","9","25","2024","2024"
"Q130251180","Diego Miranda","Diego Miranda","Diego_Miranda_(rugby_%C3%A0_XV)","Youth","2011-2013","AOCC Duras",NA,NA,NA,"2011","2013"
"Q130251180","Diego Miranda","Diego Miranda","Diego_Miranda_(rugby_%C3%A0_XV)","Youth","2013-2019","Stade foyen",NA,NA,NA,"2013","2019"
"Q130251180","Diego Miranda","Diego Miranda","Diego_Miranda_(rugby_%C3%A0_XV)","Youth","2019-2020","CA Bordeaux Bègles","Club_athl%C3%A9tique_Bordeaux_B%C3%A8gles_Gironde",NA,NA,"2019","2020"
"Q130251180","Diego Miranda","Diego Miranda","Diego_Miranda_(rugby_%C3%A0_XV)","Youth","2020-2024","Union Bordeaux Bègles","Union_Bordeaux_B%C3%A8gles",NA,NA,"2020","2024"
"Q130251180","Diego Miranda","Diego Miranda","Diego_Miranda_(rugby_%C3%A0_XV)","Senior","2024-NA","US Dax","Union_sportive_dacquoise","1","5","2024",NA
"Q130251180","Diego Miranda","Diego Miranda","Diego_Miranda_(rugby_%C3%A0_XV)","International","NA-NA","Francedév. (sept)","%C3%89quipe_de_France_masculine_de_rugby_%C3%A0_sept",NA,NA,NA,NA
"Q130271991","Christian Ambadiang","Christian Ambadiang","Christian_Ambadiang","Youth","2015-2015","Blue Bulls","Blue_Bulls",NA,NA,"2015","2015"
"Q130271991","Christian Ambadiang","Christian Ambadiang","Christian_Ambadiang","Youth","NA-NA","Southern Kings","Southern_Kings",NA,NA,NA,NA
"Q130271991","Christian Ambadiang","Christian Ambadiang","Christian_Ambadiang","Youth","NA-NA","Western Province","Western_Province_(rugby_%C3%A0_XV)",NA,NA,NA,NA
"Q130271991","Christian Ambadiang","Christian Ambadiang","Christian_Ambadiang","Senior","2019-2020","Southern Kings","Southern_Kings","0","0","2019","2020"
"Q130271991","Christian Ambadiang","Christian Ambadiang","Christian_Ambadiang","Senior","2021-2024","USON Nevers","USON_Nevers_Rugby","54","145","2021","2024"
"Q130271991","Christian Ambadiang","Christian Ambadiang","Christian_Ambadiang","Senior","2024-NA","Castres olympique","Castres_olympique","3","5","2024",NA
"Q130297927","Justin Bouraux","Justin Bouraux","Justin_Bouraux","Youth","2009-2015","FC Saint-Claude","Football_club_de_Saint-Claude",NA,NA,"2009","2015"
"Q130297927","Justin Bouraux","Justin Bouraux","Justin_Bouraux","Youth","2015-2022","Oyonnax Rugby","Oyonnax_Rugby",NA,NA,"2015","2022"
"Q130297927","Justin Bouraux","Justin Bouraux","Justin_Bouraux","Senior","2022-NA","Oyonnax Rugby","Oyonnax_Rugby","61","224","2022",NA
"Q130299140","Théo Giral","Théo Giral","Th%C3%A9o_Giral","Youth","2006-2010","US Annecy","Union_sportive_Annecy_rugby",NA,NA,"2006","2010"
"Q130299140","Théo Giral","Théo Giral","Th%C3%A9o_Giral","Youth","2010-NA","ASM Clermont Auvergne","ASM_Clermont_Auvergne",NA,NA,"2010",NA
"Q130299140","Théo Giral","Théo Giral","Th%C3%A9o_Giral","Senior","2024-NA","ASM Clermont Auvergne","ASM_Clermont_Auvergne","9","4","2024",NA
"Q130309032","Wame Naituvi","Wame Naituvi","Wame_Naituvi","Youth","NA-NA","Nadroga",NA,NA,NA,NA,NA
"Q130309032","Wame Naituvi","Wame Naituvi","Wame_Naituvi","Youth","2016-2017","ASM Clermont","ASM_Clermont_Auvergne",NA,NA,"2016","2017"
"Q130309032","Wame Naituvi","Wame Naituvi","Wame_Naituvi","Youth","2017-2019","Stade montois","Stade_montois_rugby",NA,NA,"2017","2019"
"Q130309032","Wame Naituvi","Wame Naituvi","Wame_Naituvi","Senior","2017-2023","Stade montois","Stade_montois_rugby","83","200","2017","2023"
"Q130309032","Wame Naituvi","Wame Naituvi","Wame_Naituvi","Senior","2023-NA","Racing 92","Racing_92","21","40","2023",NA
"Q130309032","Wame Naituvi","Wame Naituvi","Wame_Naituvi","International","2016-2016","Fidji -20","%C3%89quipe_des_Fidji_de_rugby_%C3%A0_XV_des_moins_de_20_ans","4","12","2016","2016"
"Q130312732","Tim de Jong","Tim de Jong","Tim_de_Jong","Youth","2020-2021","Haagsche Rugby Club",NA,NA,NA,"2020","2021"
"Q130312732","Tim de Jong","Tim de Jong","Tim_de_Jong","Youth","2021-NA","Stade aurillacois","Stade_aurillacois_Cantal_Auvergne",NA,NA,"2021",NA
"Q130312732","Tim de Jong","Tim de Jong","Tim_de_Jong","Senior","2022-NA","Stade aurillacois","Stade_aurillacois_Cantal_Auvergne","4","5","2022",NA
"Q130312732","Tim de Jong","Tim de Jong","Tim_de_Jong","International","2021-2022","Pays-Bas -20","%C3%89quipe_des_Pays-Bas_de_rugby_%C3%A0_XV_des_moins_de_20_ans",NA,NA,"2021","2022"
"Q130312732","Tim de Jong","Tim de Jong","Tim_de_Jong","International","2024-NA","Pays-Bas","%C3%89quipe_des_Pays-Bas_de_rugby_%C3%A0_XV","2","0","2024",NA
"Q130312942","Boris Hadinegoro","Boris Hadinegoro","Boris_Hadinegoro","Youth","2011-2020","Bredase Rugby Club (nl)","Bredase_Rugby_Club",NA,NA,"2011","2020"
"Q130312942","Boris Hadinegoro","Boris Hadinegoro","Boris_Hadinegoro","Youth","2020-NA","Stade aurillacois","Stade_aurillacois_Cantal_Auvergne",NA,NA,"2020",NA
"Q130312942","Boris Hadinegoro","Boris Hadinegoro","Boris_Hadinegoro","Senior","2022-NA","Stade aurillacois","Stade_aurillacois_Cantal_Auvergne","12","5","2022",NA
"Q130312942","Boris Hadinegoro","Boris Hadinegoro","Boris_Hadinegoro","International","2021-2021","Pays-Bas -18",NA,NA,NA,"2021","2021"
"Q130312942","Boris Hadinegoro","Boris Hadinegoro","Boris_Hadinegoro","International","2024-NA","Pays-Bas","%C3%89quipe_des_Pays-Bas_de_rugby_%C3%A0_XV","1","0","2024",NA
"Q130315822","Hugo Huurman","Hugo Huurman","Hugo_Huurman","Youth","2018-2019","Haagsche Rugby Club (nl)","Haagsche_Rugby_Club",NA,NA,"2018","2019"
"Q130315822","Hugo Huurman","Hugo Huurman","Hugo_Huurman","Youth","2019-2023","Stade aurillacois","Stade_aurillacois_Cantal_Auvergne",NA,NA,"2019","2023"
"Q130315822","Hugo Huurman","Hugo Huurman","Hugo_Huurman","Senior","2022-NA","Stade aurillacois","Stade_aurillacois_Cantal_Auvergne","33","5","2022",NA
"Q130315822","Hugo Huurman","Hugo Huurman","Hugo_Huurman","International","2021-2021","Pays-Bas -20","%C3%89quipe_des_Pays-Bas_de_rugby_%C3%A0_XV_des_moins_de_20_ans",NA,NA,"2021","2021"
"Q130316253","David Zabaleta","David Zabaleta","David_Zabaleta","Senior","1930-1938","Aviron bayonnais",NA,NA,NA,"1930","1938"
"Q130316253","David Zabaleta","David Zabaleta","David_Zabaleta","Senior","1938-1939","Côte basque XIII","Aviron_bayonnais_rugby_pro",NA,NA,"1938","1939"
"Q130316253","David Zabaleta","David Zabaleta","David_Zabaleta","Senior","1940-1944","Aviron bayonnais",NA,NA,NA,"1940","1944"
