"origWdId","origName","frName","wpPage","stintType","timePeriod","teamName","teamWP","matchesPlayed","pointsScored","startYear","endYear"
"Q979204","Gerald Davies","Gerald Davies","Gerald_Davies","Senior","1974-NA","Cardiff RFC",NA,NA,NA,"1974",NA
"Q979204","Gerald Davies","Gerald Davies","Gerald_Davies","International","1966-1978","Pays de Galles","%C3%89quipe_du_pays_de_Galles_de_rugby_%C3%A0_XV","46","72","1966","1978"
"Q979204","Gerald Davies","Gerald Davies","Gerald_Davies","International","1968-1971","Lions","%C3%89quipe_des_Lions_britanniques_et_irlandais_de_rugby_%C3%A0_XV","5","9","1968","1971"
"Q979301","John Dawes","John Dawes","John_Dawes","Senior","NA-NA","London Welsh","London_Welsh_Rugby_Football_Club","?","?",NA,NA
"Q979301","John Dawes","John Dawes","John_Dawes","Senior","1967-1973","Barbarians","Barbarians","4","0","1967","1973"
"Q979301","John Dawes","John Dawes","John_Dawes","International","1964-1971","Pays de Galles","%C3%89quipe_du_pays_de_Galles_de_rugby_%C3%A0_XV","22","12","1964","1971"
"Q979301","John Dawes","John Dawes","John_Dawes","International","1971-1971","Lions","%C3%89quipe_des_Lions_britanniques_et_irlandais_de_rugby_%C3%A0_XV","4","0","1971","1971"
"Q979336","Delme Thomas","Delme Thomas","Delme_Thomas","Senior","NA-NA","Llanelli RFC","Llanelli_Rugby_Football_Club","?","?",NA,NA
"Q979336","Delme Thomas","Delme Thomas","Delme_Thomas","Senior","1966-1970","Barbarians","Barbarians","3","0","1966","1970"
"Q979336","Delme Thomas","Delme Thomas","Delme_Thomas","International","1966-1974","Pays de Galles","%C3%89quipe_du_pays_de_Galles_de_rugby_%C3%A0_XV","25","0","1966","1974"
"Q979336","Delme Thomas","Delme Thomas","Delme_Thomas","International","1966-1971","Lions","%C3%89quipe_des_Lions_britanniques_et_irlandais_de_rugby_%C3%A0_XV","7","0","1966","1971"
"Q981688","Ryan Bevington","Ryan Bevington","Ryan_Bevington","Senior","2008-2016","Ospreys","Ospreys","107","15","2008","2016"
"Q981688","Ryan Bevington","Ryan Bevington","Ryan_Bevington","Senior","2016-2018","Bristol Rugby","Bristol_Bears","32","0","2016","2018"
"Q981688","Ryan Bevington","Ryan Bevington","Ryan_Bevington","Senior","2018-2021","Dragons","Dragons_RFC","18","0","2018","2021"
"Q981688","Ryan Bevington","Ryan Bevington","Ryan_Bevington","International","2011-2014","Pays de Galles","%C3%89quipe_du_pays_de_Galles_de_rugby_%C3%A0_XV","13","0","2011","2014"
"Q981948","Rob Howley","Rob Howley","Rob_Howley","Senior","2011-2014","Bridgend RFC","Bridgend_Rugby_Football_Club","?","?","2011","2014"
"Q981948","Rob Howley","Rob Howley","Rob_Howley","Senior","1993-1994","Cardiff RFC","Cardiff_Rugby_Football_Club","6","0","1993","1994"
"Q981948","Rob Howley","Rob Howley","Rob_Howley","Senior","1994-1996","Bridgend RFC",NA,"?","?","1994","1996"
"Q981948","Rob Howley","Rob Howley","Rob_Howley","Senior","1996-2002","Cardiff RFC",NA,"120","210","1996","2002"
"Q981948","Rob Howley","Rob Howley","Rob_Howley","Senior","2002-2004","London Wasps","Wasps","59","45","2002","2004"
"Q981948","Rob Howley","Rob Howley","Rob_Howley","International","1996-2002","Pays de Galles","%C3%89quipe_du_pays_de_Galles_de_rugby_%C3%A0_XV","59","50","1996","2002"
"Q981948","Rob Howley","Rob Howley","Rob_Howley","International","2001-2001","Lions","%C3%89quipe_des_Lions_britanniques_et_irlandais_de_rugby_%C3%A0_XV","2","0","2001","2001"
"Q982144","Juan Smith","Juan Smith","Juan_Smith","Senior","2002-2011","Free State Cheetahs","Free_State_Cheetahs","18","20","2002","2011"
"Q982144","Juan Smith","Juan Smith","Juan_Smith","Senior","2003-2005","Cats","Lions_(rugby_%C3%A0_XV)","31","55","2003","2005"
"Q982144","Juan Smith","Juan Smith","Juan_Smith","Senior","2006-2011","Cheetahs","Cheetahs","47","35","2006","2011"
"Q982144","Juan Smith","Juan Smith","Juan_Smith","Senior","2013-2017","RC Toulon","Rugby_club_toulonnais","96","70","2013","2017"
"Q982144","Juan Smith","Juan Smith","Juan_Smith","Senior","2017-2017","Toyota Verblitz","Toyota_Verblitz","7","0","2017","2017"
"Q982144","Juan Smith","Juan Smith","Juan_Smith","International","2003-2014","Afrique du Sud","%C3%89quipe_d%27Afrique_du_Sud_de_rugby_%C3%A0_XV","70","60","2003","2014"
"Q982231","Nick Mallett","Nick Mallett","Nick_Mallett","Senior","NA-NA","Oxford URFC","Oxford_University_Rugby_Football_Club",NA,NA,NA,NA
"Q982231","Nick Mallett","Nick Mallett","Nick_Mallett","Senior","NA-NA","Western Province","Western_Province_(rugby_%C3%A0_XV)",NA,NA,NA,NA
"Q982231","Nick Mallett","Nick Mallett","Nick_Mallett","Senior","1984-1985","Rugby Rovigo","Rugby_Rovigo",NA,NA,"1984","1985"
"Q982231","Nick Mallett","Nick Mallett","Nick_Mallett","Senior","1985-1990","FC Saint-Claude","Football_club_de_Saint-Claude",NA,NA,"1985","1990"
"Q982231","Nick Mallett","Nick Mallett","Nick_Mallett","Senior","1990-1992","AC Boulogne-Billancourt","Athletic_Club_de_Boulogne-Billancourt_(rugby_%C3%A0_XV)",NA,NA,"1990","1992"
"Q982231","Nick Mallett","Nick Mallett","Nick_Mallett","International","1984-1984","Afrique du Sud","%C3%89quipe_d%27Afrique_du_Sud_de_rugby_%C3%A0_XV","2","4","1984","1984"
"Q984338","Corey Flynn","Corey Flynn","Corey_Flynn","Senior","2001-2002","Southland","Southland_Rugby_Football_Union","17","15","2001","2002"
"Q984338","Corey Flynn","Corey Flynn","Corey_Flynn","Senior","2002-2014","Crusaders","Crusaders","151","100","2002","2014"
"Q984338","Corey Flynn","Corey Flynn","Corey_Flynn","Senior","2003-2013","Canterbury","Canterbury_Rugby_Football_Union","70","25","2003","2013"
"Q984338","Corey Flynn","Corey Flynn","Corey_Flynn","Senior","2014-2016","Stade toulousain","Stade_toulousain","51","35","2014","2016"
"Q984338","Corey Flynn","Corey Flynn","Corey_Flynn","Senior","2016-2017","Glasgow Warriors","Glasgow_Warriors","13","15","2016","2017"
"Q984338","Corey Flynn","Corey Flynn","Corey_Flynn","Senior","2017-2017","West Coast","West_Coast_Rugby_Football_Union","7","0","2017","2017"
"Q984338","Corey Flynn","Corey Flynn","Corey_Flynn","International","2003-2011","Nouvelle-Zélande","%C3%89quipe_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV","15","15","2003","2011"
"Q984338","Corey Flynn","Corey Flynn","Corey_Flynn","International","2002-2010","Māori de NlleZélande","%C3%89quipe_des_M%C4%81ori_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV","9","5","2002","2010"
"Q984446","Kieran Read","Kieran Read","Kieran_Read","Senior","2006-2009","Canterbury","Canterbury_Rugby_Football_Union","37","50","2006","2009"
"Q984446","Kieran Read","Kieran Read","Kieran_Read","Senior","2007-2019","Crusaders","Crusaders","157","125","2007","2019"
"Q984446","Kieran Read","Kieran Read","Kieran_Read","Senior","2020-2021","Toyota Verblitz","Toyota_Verblitz","10","10","2020","2021"
"Q984446","Kieran Read","Kieran Read","Kieran_Read","Senior","2020-2020","Counties Manukau","Counties_Manukau_Rugby_Union","5","5","2020","2020"
"Q984446","Kieran Read","Kieran Read","Kieran_Read","International","2006-2006","Nouvelle-Zélande -21",NA,"5","0","2006","2006"
"Q984446","Kieran Read","Kieran Read","Kieran_Read","International","2008-2019","Nouvelle-Zélande","%C3%89quipe_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV","127","130","2008","2019"
"Q984616","Owen Franks","Owen Franks","Owen_Franks","Senior","2007-2019","Canterbury","Canterbury_Rugby_Football_Union","24","5","2007","2019"
"Q984616","Owen Franks","Owen Franks","Owen_Franks","Senior","2009-2019","Crusaders","Crusaders","153","15","2009","2019"
"Q984616","Owen Franks","Owen Franks","Owen_Franks","Senior","2019-2021","Northampton Saints","Northampton_Saints","24","0","2019","2021"
"Q984616","Owen Franks","Owen Franks","Owen_Franks","Senior","2022-2023","Hurricanes","Hurricanes","16","0","2022","2023"
"Q984616","Owen Franks","Owen Franks","Owen_Franks","Senior","2022-2022","Canterbury",NA,"10","0","2022","2022"
"Q984616","Owen Franks","Owen Franks","Owen_Franks","Senior","2023-2023","Stade toulousain","Stade_toulousain","7","0","2023","2023"
"Q984616","Owen Franks","Owen Franks","Owen_Franks","Senior","2024-NA","Crusaders",NA,NA,NA,"2024",NA
"Q984616","Owen Franks","Owen Franks","Owen_Franks","International","2007-2007","Nouvelle-Zélande -21",NA,"1","0","2007","2007"
"Q984616","Owen Franks","Owen Franks","Owen_Franks","International","2009-2019","Nouvelle-Zélande","%C3%89quipe_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV","108","0","2009","2019"
"Q1026362","Kevin Skinner","Kevin Skinner","Kevin_Skinner","Senior","1947-1955","Counties Manukau","Counties_Manukau_Rugby_Union","?","?","1947","1955"
"Q1026362","Kevin Skinner","Kevin Skinner","Kevin_Skinner","Senior","1956-1956","Otago","Otago_Rugby_Football_Union","?","?","1956","1956"
"Q1026362","Kevin Skinner","Kevin Skinner","Kevin_Skinner","International","1949-1956","Nouvelle-Zélande","%C3%89quipe_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV","20","3","1949","1956"
"Q1026692","Richard White","Tiny White","Tiny_White","Senior","NA-NA","Poverty Bay","Poverty_Bay_Rugby_Football_Union","?","?",NA,NA
"Q1026692","Richard White","Tiny White","Tiny_White","International","1949-1956","Nouvelle-Zélande","%C3%89quipe_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV","23","9","1949","1956"
"Q1039026","Martin Castrogiovanni","Martin Castrogiovanni","Mart%C3%ADn_Castrogiovanni","Senior","2000-2001","Estudiantes de Paraná",NA,"?","?","2000","2001"
"Q1039026","Martin Castrogiovanni","Martin Castrogiovanni","Mart%C3%ADn_Castrogiovanni","Senior","2001-2006","Rugby Calvisano","Rugby_Calvisano","84","40","2001","2006"
"Q1039026","Martin Castrogiovanni","Martin Castrogiovanni","Mart%C3%ADn_Castrogiovanni","Senior","2006-2013","Leicester Tigers","Leicester_Tigers","130","40","2006","2013"
"Q1039026","Martin Castrogiovanni","Martin Castrogiovanni","Mart%C3%ADn_Castrogiovanni","Senior","2013-2015","RC Toulon","Rugby_club_toulonnais","38","5","2013","2015"
"Q1039026","Martin Castrogiovanni","Martin Castrogiovanni","Mart%C3%ADn_Castrogiovanni","Senior","2015-2016","Racing 92","Racing_92","6","0","2015","2016"
"Q1039026","Martin Castrogiovanni","Martin Castrogiovanni","Mart%C3%ADn_Castrogiovanni","International","2002-2016","Italie","%C3%89quipe_d%27Italie_de_rugby_%C3%A0_XV","119","60","2002","2016"
"Q1043259","Carlos Spencer","Carlos Spencer","Carlos_Spencer","Senior","1992-1993","Horowhenua-Kapiti","Horowhenua-Kapiti_Rugby_Football_Union","18","192","1992","1993"
"Q1043259","Carlos Spencer","Carlos Spencer","Carlos_Spencer","Senior","1994-2004","Auckland","Auckland_Rugby_Football_Union","89","491","1994","2004"
"Q1043259","Carlos Spencer","Carlos Spencer","Carlos_Spencer","Senior","1996-2005","Blues","Blues_(rugby_%C3%A0_XV)","99","620","1996","2005"
"Q1043259","Carlos Spencer","Carlos Spencer","Carlos_Spencer","Senior","2005-2009","Northampton","Northampton_Saints","70","172","2005","2009"
"Q1043259","Carlos Spencer","Carlos Spencer","Carlos_Spencer","Senior","2009-2009","Gloucester","Gloucester_Rugby","16","22","2009","2009"
"Q1043259","Carlos Spencer","Carlos Spencer","Carlos_Spencer","Senior","2010-2010","Lions","Lions_(rugby_%C3%A0_XV)","12","17","2010","2010"
"Q1043259","Carlos Spencer","Carlos Spencer","Carlos_Spencer","Senior","2010-2010","Golden Lions","Golden_Lions","2","0","2010","2010"
"Q1043259","Carlos Spencer","Carlos Spencer","Carlos_Spencer","International","1994-2005","Māori de NlleZélande","%C3%89quipe_des_M%C4%81ori_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV","10","54","1994","2005"
"Q1043259","Carlos Spencer","Carlos Spencer","Carlos_Spencer","International","1997-2004","Nouvelle-Zélande","%C3%89quipe_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV","35","291","1997","2004"
"Q1052808","Marco Bortolami","Marco Bortolami","Marco_Bortolami","Senior","1999-2004","Petrarca Padoue","Petrarca_Rugby_Padoue","84","40","1999","2004"
"Q1052808","Marco Bortolami","Marco Bortolami","Marco_Bortolami","Senior","2004-2006","RC Narbonne","Racing_Club_narbonnais","45","0","2004","2006"
"Q1052808","Marco Bortolami","Marco Bortolami","Marco_Bortolami","Senior","2006-2010","Gloucester Rugby","Gloucester_Rugby","74","10","2006","2010"
"Q1052808","Marco Bortolami","Marco Bortolami","Marco_Bortolami","Senior","2010-2012","Aironi Rugby","Aironi_Rugby","40","0","2010","2012"
"Q1052808","Marco Bortolami","Marco Bortolami","Marco_Bortolami","Senior","2012-2016","Zebre","Zebre_Parma","66","5","2012","2016"
"Q1052808","Marco Bortolami","Marco Bortolami","Marco_Bortolami","International","2001-2015","Italie","%C3%89quipe_d%27Italie_de_rugby_%C3%A0_XV","112","35","2001","2015"
"Q1053176","Naas Botha","Naas Botha","Naas_Botha","Senior","1977-1995","Northern Transvaal","Blue_Bulls","179","2511","1977","1995"
"Q1053176","Naas Botha","Naas Botha","Naas_Botha","Senior","1987-1993","Rugby Rovigo","Rugby_Rovigo","119","1731","1987","1993"
"Q1053176","Naas Botha","Naas Botha","Naas_Botha","International","1980-1992","Afrique du Sud","%C3%89quipe_d%27Afrique_du_Sud_de_rugby_%C3%A0_XV","28","312","1980","1992"
"Q1055519","Stefano Bettarello","Stefano Bettarello","Stefano_Bettarello","Senior","1976-1980","Rugby Rovigo","Rugby_Rovigo",NA,NA,"1976","1980"
"Q1055519","Stefano Bettarello","Stefano Bettarello","Stefano_Bettarello","Senior","1980-1982","Rugby Mogliano","Mogliano_Rugby_SSD",NA,NA,"1980","1982"
"Q1055519","Stefano Bettarello","Stefano Bettarello","Stefano_Bettarello","Senior","1982-1983","Rugby Rovigo","Rugby_Rovigo",NA,NA,"1982","1983"
"Q1055519","Stefano Bettarello","Stefano Bettarello","Stefano_Bettarello","Senior","1983-1990","Benetton Trévise","Benetton_Rugby_Tr%C3%A9vise",NA,NA,"1983","1990"
"Q1055519","Stefano Bettarello","Stefano Bettarello","Stefano_Bettarello","Senior","1990-1992","Rugby Livourne 1931",NA,NA,NA,"1990","1992"
"Q1055519","Stefano Bettarello","Stefano Bettarello","Stefano_Bettarello","Senior","1993-1994","Rugby Casale",NA,NA,NA,"1993","1994"
"Q1055519","Stefano Bettarello","Stefano Bettarello","Stefano_Bettarello","International","1979-1988","Italie","%C3%89quipe_d%27Italie_de_rugby_%C3%A0_XV","55","483","1979","1988"
"Q1060582","Benoît Baby","Benoît Baby","Beno%C3%AEt_Baby","Youth","NA-NA","Stade toulousain","Stade_toulousain",NA,NA,NA,NA
"Q1060582","Benoît Baby","Benoît Baby","Beno%C3%AEt_Baby","Senior","2001-2007","Stade toulousain","Stade_toulousain","47","84","2001","2007"
"Q1060582","Benoît Baby","Benoît Baby","Beno%C3%AEt_Baby","Senior","2007-2011","ASM Clermont","ASM_Clermont_Auvergne","77","87","2007","2011"
"Q1060582","Benoît Baby","Benoît Baby","Beno%C3%AEt_Baby","Senior","2011-2017","Biarritz olympique","Biarritz_olympique_Pays_basque","104","192","2011","2017"
"Q1060582","Benoît Baby","Benoît Baby","Beno%C3%AEt_Baby","International","2005-2009","France","%C3%89quipe_de_France_de_rugby_%C3%A0_XV","9","8","2005","2009"
"Q1061706","Andrea Scanavacca","Andrea Scanavacca","Andrea_Scanavacca","Senior","1991-2000","Rovigo","Rugby_Rovigo","149","2036","1991","2000"
"Q1061706","Andrea Scanavacca","Andrea Scanavacca","Andrea_Scanavacca","Senior","2000-2001","Rugby Rome","Rugby_Roma_Olimpic_Club_1930","20","225","2000","2001"
"Q1061706","Andrea Scanavacca","Andrea Scanavacca","Andrea_Scanavacca","Senior","2001-2006","Rovigo","Rugby_Rovigo","73","820","2001","2006"
"Q1061706","Andrea Scanavacca","Andrea Scanavacca","Andrea_Scanavacca","Senior","2006-2007","Calvisano","Rugby_Calvisano","21","214","2006","2007"
"Q1061706","Andrea Scanavacca","Andrea Scanavacca","Andrea_Scanavacca","Senior","2007-2008","Rovigo","Rugby_Rovigo","16","89","2007","2008"
"Q1061706","Andrea Scanavacca","Andrea Scanavacca","Andrea_Scanavacca","International","1999-2007","Italie","%C3%89quipe_d%27Italie_de_rugby_%C3%A0_XV","11","49","1999","2007"
"Q1061908","Michael Owen","Michael Owen","Michael_Owen_(rugby_%C3%A0_XV)","Senior","1999-2003","Pontypridd RFC","Pontypridd_Rugby_Football_Club","103","?","1999","2003"
"Q1061908","Michael Owen","Michael Owen","Michael_Owen_(rugby_%C3%A0_XV)","Senior","2003-2008","Newport Gwent Dragons","Dragons_RFC","98","45","2003","2008"
"Q1061908","Michael Owen","Michael Owen","Michael_Owen_(rugby_%C3%A0_XV)","Senior","2008-2010","Saracens","Saracens","23","5","2008","2010"
"Q1061908","Michael Owen","Michael Owen","Michael_Owen_(rugby_%C3%A0_XV)","Senior","2007-2007","Barbarians","Barbarians","1","0","2007","2007"
"Q1061908","Michael Owen","Michael Owen","Michael_Owen_(rugby_%C3%A0_XV)","International","2002-2007","Pays de Galles","%C3%89quipe_du_pays_de_Galles_de_rugby_%C3%A0_XV","41","10","2002","2007"
"Q1061908","Michael Owen","Michael Owen","Michael_Owen_(rugby_%C3%A0_XV)","International","2005-2005","Lions","%C3%89quipe_des_Lions_britanniques_et_irlandais_de_rugby_%C3%A0_XV","1","0","2005","2005"
"Q1061916","Jérôme Thion","Jérôme Thion","J%C3%A9r%C3%B4me_Thion","Senior","1998-1999","Racing Club de France","Racing_92",NA,NA,"1998","1999"
"Q1061916","Jérôme Thion","Jérôme Thion","J%C3%A9r%C3%B4me_Thion","Senior","1999-2001","AS Montferrand","ASM_Clermont_Auvergne","56","15","1999","2001"
"Q1061916","Jérôme Thion","Jérôme Thion","J%C3%A9r%C3%B4me_Thion","Senior","2001-2003","USA Perpignan","Union_sportive_Arlequins_perpignanais","48","15","2001","2003"
"Q1061916","Jérôme Thion","Jérôme Thion","J%C3%A9r%C3%B4me_Thion","Senior","2003-2013","Biarritz olympique","Biarritz_olympique_Pays_basque","243","20","2003","2013"
"Q1061916","Jérôme Thion","Jérôme Thion","J%C3%A9r%C3%B4me_Thion","International","2003-2011","France","%C3%89quipe_de_France_de_rugby_%C3%A0_XV","54","5","2003","2011"
"Q1061941","AJ Venter","AJ Venter","AJ_Venter","Senior","1997-1997","Orange Free State","Free_State_Cheetahs",NA,NA,"1997","1997"
"Q1061941","AJ Venter","AJ Venter","AJ_Venter","Senior","1997-1999","Golden Lions","Golden_Lions",NA,NA,"1997","1999"
"Q1061941","AJ Venter","AJ Venter","AJ_Venter","Senior","2000-2007","Natal Sharks","Natal_Sharks",NA,NA,"2000","2007"
"Q1061941","AJ Venter","AJ Venter","AJ_Venter","Senior","2008-2008","Western Province","Western_Province_(rugby_%C3%A0_XV)","14","5","2008","2008"
"Q1061941","AJ Venter","AJ Venter","AJ_Venter","Senior","1994-1996","Rugby Rovigo","Rugby_Rovigo",NA,NA,"1994","1996"
"Q1061941","AJ Venter","AJ Venter","AJ_Venter","Senior","1998-1999","Cats","Lions_(rugby)","18","15","1998","1999"
"Q1061941","AJ Venter","AJ Venter","AJ_Venter","Senior","2000-2008","Sharks","Sharks_(rugby_%C3%A0_XV)","76","55","2000","2008"
"Q1061941","AJ Venter","AJ Venter","AJ_Venter","Senior","2009-2009","Stormers","Stormers","10","0","2009","2009"
"Q1061941","AJ Venter","AJ Venter","AJ_Venter","International","2000-2006","Afrique du Sud","%C3%89quipe_d%27Afrique_du_Sud_de_rugby_%C3%A0_XV","25","0","2000","2006"
"Q1061948","Rémy Martin","Rémy Martin","R%C3%A9my_Martin_(rugby_%C3%A0_XV)","Youth","1991-1996","RC Aubenas","Rugby_Club_Aubenas_Vals",NA,NA,"1991","1996"
"Q1061948","Rémy Martin","Rémy Martin","R%C3%A9my_Martin_(rugby_%C3%A0_XV)","Senior","1996-2000","RC Aubenas","Rugby_Club_Aubenas_Vals","?","?","1996","2000"
"Q1061948","Rémy Martin","Rémy Martin","R%C3%A9my_Martin_(rugby_%C3%A0_XV)","Senior","2000-2001","Stade montois","Stade_montois_rugby","?","?","2000","2001"
"Q1061948","Rémy Martin","Rémy Martin","R%C3%A9my_Martin_(rugby_%C3%A0_XV)","Senior","2001-2008","Stade français","Stade_fran%C3%A7ais_Paris_rugby","152","55","2001","2008"
"Q1061948","Rémy Martin","Rémy Martin","R%C3%A9my_Martin_(rugby_%C3%A0_XV)","Senior","2008-2011","Aviron bayonnais","Aviron_bayonnais_rugby_pro","73","10","2008","2011"
"Q1061948","Rémy Martin","Rémy Martin","R%C3%A9my_Martin_(rugby_%C3%A0_XV)","Senior","2011-2013","Montpellier HR","Montpellier_H%C3%A9rault_Rugby","37","5","2011","2013"
"Q1061948","Rémy Martin","Rémy Martin","R%C3%A9my_Martin_(rugby_%C3%A0_XV)","Senior","2013-2015","AS Béziers","Association_sportive_de_B%C3%A9ziers_H%C3%A9rault","25","5","2013","2015"
"Q1061948","Rémy Martin","Rémy Martin","R%C3%A9my_Martin_(rugby_%C3%A0_XV)","Senior","2017-2018","AS Bédarrides","Avenir_sportif_de_B%C3%A9darrides_Ch%C3%A2teauneuf-du-Pape",NA,NA,"2017","2018"
"Q1061948","Rémy Martin","Rémy Martin","R%C3%A9my_Martin_(rugby_%C3%A0_XV)","International","2002-2009","France","%C3%89quipe_de_France_de_rugby_%C3%A0_XV","23","15","2002","2009"
"Q1077147","Chris Czekaj","Chris Czekaj","Chris_Czekaj","Senior","2005-2014","Cardiff Blues","Cardiff_Rugby","136","125","2005","2014"
"Q1077147","Chris Czekaj","Chris Czekaj","Chris_Czekaj","Senior","2014-2016","Colomiers rugby","Colomiers_Rugby","17","15","2014","2016"
"Q1077147","Chris Czekaj","Chris Czekaj","Chris_Czekaj","Senior","2016-2017","Avenir valencien","Avenir_valencien","14","10","2016","2017"
"Q1077147","Chris Czekaj","Chris Czekaj","Chris_Czekaj","Senior","2017-2019","Bedford Blues","Bedford_Blues","21","35","2017","2019"
"Q1077147","Chris Czekaj","Chris Czekaj","Chris_Czekaj","International","2005-2010","Pays de Galles","%C3%89quipe_du_pays_de_Galles_de_rugby_%C3%A0_XV","9","10","2005","2010"
"Q1077368","Chris Jack","Chris Jack","Chris_Jack","Senior","1999-2005","Canterbury","Canterbury_Rugby_Football_Union","40","20","1999","2005"
"Q1077368","Chris Jack","Chris Jack","Chris_Jack","Senior","2006-2007","Tasman","Tasman_Rugby_Union","5","0","2006","2007"
"Q1077368","Chris Jack","Chris Jack","Chris_Jack","Senior","2009-2009","Western Province","Western_Province_(rugby_%C3%A0_XV)","1","5","2009","2009"
"Q1077368","Chris Jack","Chris Jack","Chris_Jack","Senior","2010-2010","Tasman","Tasman_Rugby_Union","12","15","2010","2010"
"Q1077368","Chris Jack","Chris Jack","Chris_Jack","Senior","1999-2007","Crusaders","Crusaders","98","35","1999","2007"
"Q1077368","Chris Jack","Chris Jack","Chris_Jack","Senior","2010-2011","Crusaders","Crusaders","12","0","2010","2011"
"Q1077368","Chris Jack","Chris Jack","Chris_Jack","Senior","2007-2009","Saracens","Saracens","34","10","2007","2009"
"Q1077368","Chris Jack","Chris Jack","Chris_Jack","Senior","2012-2012","Kyuden Voltex","Kyuden_Voltex","12","0","2012","2012"
"Q1077368","Chris Jack","Chris Jack","Chris_Jack","International","2001-2007","Nouvelle-Zélande","%C3%89quipe_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV","67","25","2001","2007"
"Q1077440","Chris Laidlaw","Chris Laidlaw","Chris_Laidlaw","Senior","1962-1967","Otago","Otago_Rugby_Football_Union","?","?","1962","1967"
"Q1077440","Chris Laidlaw","Chris Laidlaw","Chris_Laidlaw","Senior","1968-1968","Canterbury","Canterbury_Rugby_Football_Union","?","?","1968","1968"
"Q1077440","Chris Laidlaw","Chris Laidlaw","Chris_Laidlaw","Senior","1969-1971","Oxford URFC","Oxford_University_Rugby_Football_Club","?","?","1969","1971"
"Q1077440","Chris Laidlaw","Chris Laidlaw","Chris_Laidlaw","International","1964-1970","Nouvelle-Zélande","%C3%89quipe_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV","20","12","1964","1970"
"Q1077593","Andrea Marcato","Andrea Marcato","Andrea_Marcato","Senior","2002-2005","Petrarca Padoue","Petrarca_Rugby_Padoue","27","211","2002","2005"
"Q1077593","Andrea Marcato","Andrea Marcato","Andrea_Marcato","Senior","2005-2010","Benetton Trévise","Benetton_Rugby_Tr%C3%A9vise","75","395","2005","2010"
"Q1077593","Andrea Marcato","Andrea Marcato","Andrea_Marcato","Senior","2010-2011","Petrarca Padoue","Petrarca_Rugby_Padoue","2","9","2010","2011"
"Q1077593","Andrea Marcato","Andrea Marcato","Andrea_Marcato","Senior","2011-2011","Benetton Trévise","Benetton_Rugby_Tr%C3%A9vise","2","0","2011","2011"
"Q1077593","Andrea Marcato","Andrea Marcato","Andrea_Marcato","Senior","2011-2013","Rugby Calvisano","Rugby_Calvisano","25","187","2011","2013"
"Q1077593","Andrea Marcato","Andrea Marcato","Andrea_Marcato","Senior","2013-2017","Petrarca Padoue","Petrarca_Rugby_Padoue","35","145","2013","2017"
"Q1077593","Andrea Marcato","Andrea Marcato","Andrea_Marcato","International","2006-2009","Italie","%C3%89quipe_d%27Italie_de_rugby_%C3%A0_XV","16","75","2006","2009"
"Q1077641","Chris Paterson","Chris Paterson","Chris_Paterson","Youth","1990-1996","Gala RFC","Gala_Rugby_Football_Club",NA,NA,"1990","1996"
"Q1077641","Chris Paterson","Chris Paterson","Chris_Paterson","Senior","1996-1999","Gala RFC","Gala_Rugby_Football_Club","59","368","1996","1999"
"Q1077641","Chris Paterson","Chris Paterson","Chris_Paterson","Senior","1999-2007","Édimbourg Rugby","%C3%89dimbourg_Rugby","89","530","1999","2007"
"Q1077641","Chris Paterson","Chris Paterson","Chris_Paterson","Senior","2007-2008","Gloucester RFC","Gloucester_Rugby","17","43","2007","2008"
"Q1077641","Chris Paterson","Chris Paterson","Chris_Paterson","Senior","2008-2012","Édimbourg Rugby","%C3%89dimbourg_Rugby","67","529","2008","2012"
"Q1077641","Chris Paterson","Chris Paterson","Chris_Paterson","International","1999-2011","Écosse","%C3%89quipe_d%27%C3%89cosse_de_rugby_%C3%A0_XV","109","809","1999","2011"
"Q1079231","Christian Cullen","Christian Cullen","Christian_Cullen","Senior","1994-1994","Horowhenua-Kapiti","Horowhenua-Kapiti_Rugby_Football_Union","8","48","1994","1994"
"Q1079231","Christian Cullen","Christian Cullen","Christian_Cullen","Senior","1995-1996","Manawatu","Manawatu_Rugby_Union","15","80","1995","1996"
"Q1079231","Christian Cullen","Christian Cullen","Christian_Cullen","Senior","1996-2003","Hurricanes","Hurricanes","85","308","1996","2003"
"Q1079231","Christian Cullen","Christian Cullen","Christian_Cullen","Senior","1997-1997","Central Vikings","Central_Vikings_Rugby_Union","9","35","1997","1997"
"Q1079231","Christian Cullen","Christian Cullen","Christian_Cullen","Senior","1998-2003","Wellington","Wellington_Rugby_Football_Union","39","93","1998","2003"
"Q1079231","Christian Cullen","Christian Cullen","Christian_Cullen","Senior","2003-2007","Munster","Munster_Rugby","44","75","2003","2007"
