"teamName","rugbyscopeId"
"Iles Cook -20",NA
"Îles Cook -20",NA
"Inside Running Academy",NA
"International de guerre",NA
"internationale FIRA a 7",NA
"Inthalatz rugby Larressore",NA
"Iris Clermont-Ferrand",NA
"Irlande -18",NA
"Irlande -19",NA
"Irlande -21",NA
"Irlande à 7 -18",NA
"Istres SC",NA
"Istres Sport Rugby",NA
"IT Saitama",NA
"Italie -18",NA
"Italie -21",NA
"Italie B",NA
"ITC Năvodari",NA
"JA Saumur",NA
"Japon -19",NA
"Jebel Ali Dragons RC",NA
"Jelgavs Alni",NA
"Jeunesses illibériennes",NA
"Jonsson College Rovers",NA
"JS Caraman",NA
"JS Gramat",NA
"JS Rion",NA
"JSI-Elne",NA
"JSL de Normandie",NA
"JSL Normandie",NA
"Juillan R.C.",NA
"Junior Valley",NA
"Kahuku High",NA
"Kaicolo",NA
"Kaliningrad",NA
"Kaneka",NA
"Kanto Gakuin University",NA
"Kawaishi Seawaves",NA
"Keebra Park",NA
"Kelson Hight School",NA
"Kelston Boys' High School",NA
"Kenya Harlequins",NA
"Khvamli RC",NA
"Kings Hospital School Dublin",NA
"kituro Schaerbeek",NA
"Korea Army",NA
"L'Étang-Salé RC",NA
"La Brède Rugby",NA
"La Salanque Côte-Radieuse",NA
"La Tour du Pin",NA
"La Valette-du-Var",NA
"Lamorinda RFC",NA
"Lancashire",NA
"Lancashire County",NA
"Lanzac",NA
"Laos à 7",NA
"Larche",NA
"Larne RFC",NA
"Lauli'i Lions",NA
"Laulii",NA
"Launceston",NA
"Lavengamalie",NA
"Lavengamalie RFC",NA
"Le Chesnay",NA
"Leinster A",NA
"Liberton club",NA
"Liberty High School",NA
"Limoux",NA
"Limpopo",NA
"LinceRC",NA
"Lincoln University",NA
"Little Rock RC",NA
"Liverpool CR",NA
"Llandovery College",NA
"Llanelli",NA
"Locomotiva Bucarest",NA
"Locomotiva Cluj",NA
"Locomotiva PTT",NA
"Logaritmo RC",NA
"Lomaiviti",NA
"Lomipeau",NA
"London Skolars",NA
"Long Island RFC",NA
"Loughborough College",NA
"Louvie sports",NA
"LPS Focșani",NA
"Lugi Lions RFC",NA
"Lupi di Canolo",NA
"Lycée d'Ussel",NA
"Madrid 2012",NA
"Maindee FC",NA
"Malton and Norton RUFC",NA
"Manawhenua",NA
"Mar del Plata",NA
"Marbella RC",NA
"Mariental High School",NA
"Marino-Locomotive",NA
"Marist Apifo’ou",NA
"Marist Brothers High School",NA
"Marist College",NA
"Marist Ma’ufanga",NA
"Marist Saint",NA
"Marist Saint Joseph's",NA
"Marist St Joseph's",NA
"Marist St Pats",NA
"Maroc junior",NA
"MARU",NA
"Mastodontes Catanduva RC",NA
"Mastodontes Catanduva Rugby",NA
"Mazda",NA
"Mazères Cassagne",NA
"Mazères Cassagne Sport",NA
"Melbourne RFU",NA
"Merthyr Tydfil RLFC",NA
"Metalul Bucarest",NA
"Middelburg Hoërskool",NA
"Middlesex Wanderers",NA
"Miélan",NA
"Miraglia Agrigente",NA
"MJC Carcassonne",NA
"MKS Rugby Łomianki",NA
"MLSGP 78 rugby",NA
"Moata'a",NA
"Modena Rugby",NA
"Molsheim",NA
"Monmouthshire",NA
"Montagnards de Bayonne",NA
"Montevideo",NA
"Moorabbin RFC",NA
"Morfa Rangers",NA
"Morriston",NA
"Moscou",NA
"Moseley",NA
"Moseley Colts",NA
"Mount Hagen",NA
"MTN Heathens",NA
"Munster A",NA
"Myerscough College",NA
"NA",NA
"Nabua",NA
"Nabua/Suva",NA
"Nadera Panthers",NA
"Nadi",NA
"Nadroga",NA
"Nadroga RC",NA
"Nadroga Rugby",NA
"NaFor Rugby",NA
"Naitasiri",NA
"Naitasiri Rugby Union",NA
"Nakavu Rugby Club",NA
"Naluwai RC",NA
"Namibie -18",NA
"Namibie -19",NA
"Namosi RFU",NA
"Nasinu",NA
"Nasinu College",NA
"Navarrenx",NA
"Navosa",NA
"Nawaka",NA
"Nawaka District School",NA
"Nelson Bays",NA
"New Zealand Marist XV",NA
"Newbury Blues",NA
"Newtown Rugby Union",NA
"Newtown School",NA
"Nissan",NA
"Noceto",NA
"Nor'Westers",NA
"North Eastern Cape",NA
"Northumbria University",NA
"Nouvelle-Zélande -18",NA
"Nouvelle-Zélande -19",NA
"Nouvelle-Zélande -21",NA
"Nouvelle-Zélande B",NA
"Nouvelle-Zélande universitaire",NA
"Oakville Crusaders",NA
"Oatley & Georges River College",NA
"OC Châteaudun",NA
"OC Montluçon",NA
"OGE Montmorency",NA
"Ol St-Genis-Laval",NA
"Old Albanian",NA
"Old Aldwinians",NA
"Old Beans Nouméa",NA
"Old Hararians RFC",NA
"Old Miltonians RFC",NA
"Old Resian",NA
"Old Verulamians",NA
"Olympia",NA
"Olympic Cuxac-d'Aude",NA
"Olympique de Marseille (football)",NA
"Olympique de Nouméa",NA
"Olympus XV",NA
"Olympus XV Madrid",NA
"OO Laruns",NA
"Ornans",NA
"Orsay Rugby club",NA
"Ospreys A",NA
"Ottawa Irish",NA
"Oulton ARL",NA
"Ourimbah",NA
"Ovalau",NA
"Ovalau Rugby Club",NA
"Ovale du Gy",NA
"Ovalimagne",NA
"Palmerston North High School Old Boys' RFC",NA
"Palmerston North HS Old Boys' RFC",NA
"Papillons de Pontacq",NA
"Paraná RC",NA
"Park City Haggis",NA
"Pays-Bas -16",NA
"Pays-Bas -18",NA
"Pays de Galles -18",NA
"Pays de Galles -21",NA
"Pays de Galles A",NA
"Pays de Lourdes XV",NA
"Peninsula Green RFC",NA
"Penzance Newlyn",NA
"Pessac Rugby",NA
"Petrolul Bucarest",NA
"Pézenas",NA
"Pézilla-la-Rivière",NA
"PK de Villiers SS",NA
"Plaisance RC",NA
"Plaisance Rugby",NA
"Pocomo RFC",NA
"Pôle Espoir d'Ussel",NA
"Poli Iași",NA
"Poli Nena Iaşi",NA
"Pont-de-Claix",NA
"Pontnewydd RFC",NA
"Pontymister RFC",NA
"Port Moresby",NA
"Portugal -18",NA
"Portugal -21",NA
"Prairie RFC",NA
"Prazer de Jogar Rugby",NA
"Preston Lodge",NA
"Pucará Club",NA
"Pujols",NA
"Pusignan",NA
"Puteaux",NA
"Quartier Etudiant Club",NA
"Queanbeyan",NA
"Queen's University",NA
"R.C. Lupii Albi USEFS",NA
"Ra",NA
"RAC Chateauroux",NA
"RAC Châteauroux",NA
"RACC XV",NA
"Radley College",NA
"Rambouillet RS",NA
"RASA",NA
"Ratu Navula College",NA
"RC Abidjan",NA
"RC Annecy-le-Vieux",NA
"RC Annemasse",NA
"RC Antibes",NA
"RC Arpajon",NA
"RC Auxerre",NA
"RC Bagnolet",NA
"RC Beaumont",NA
"RC Belfort-Montbéliard",NA
"RC Belleville",NA
"RC Belleville Cosne",NA
"RC Berne",NA
"RC Bingerville",NA
"RC Bocage virois",NA
"RC Boé-Bon Encontre",NA
"RC Bonneval",NA
"RC Brăila",NA
"RC Brașov",NA
"RC Bretenoux-Biars-Vayrac",NA
"RC Canton Garde Pradet",NA
"RC Cestas",NA
"RC Chokhosnebi",NA
"RC Clermont-Cournon",NA
"RC Clermont Cournon",NA
"RC Corbas",NA
"RC Diamant",NA
"RC Diamant Martinique",NA
"RC Digne",NA
"RC Dinamo Moscou",NA
"RC Douala",NA
"RC Dreux",NA
"RC du Levant",NA
"RC Dynamo Moscou",NA
"RC Faucigny Sallanches Mont-Blanc",NA
"RC Flandre Littoral",NA
"RC français",NA
"RC Frontignan-Sète",NA
"RC Grimaud Ste-Maxime",NA
"RC Jacou",NA
"RC Khachouri",NA
"RC Khimik Dzerjinsk",NA
"RC Langeac",NA
"RC Langres",NA
"RC Lapalisse",NA
"RC Laurentin",NA
"RC Le Mans",NA
"RC Le Palais-sur-Vienne",NA
"RC Le Teil",NA
"RC les plages d'Orb",NA
"RC Limoux",NA
"RC Lons",NA
"RC Loudun",NA
"RC Louey Marquisat",NA
"RC Mandelieu",NA
"RC Martigues Port-de-Bouc",NA
"RC Mauguio-Carnon",NA
"RC Mauguio Carnon",NA
"RC Maurepas Élancourt",NA
"RC Mauriac",NA
"RC Meaux",NA
"RC Mende",NA
"RC Miramas",NA
"RC Mont-Dore",NA
"RC Montceau-les-Mines",NA
"RC Nieuil L'Espoir",NA
"RC Noisy-le-Grand",NA
"RC Palavas",NA
"RC Pays six-fournais",NA
"RC Péruwelz",NA
"RC Pirae",NA
"RC Redon",NA
"RC Revel",NA
"RC Romans Péage",NA
"RC Saint Sulpice La Pointe",NA
"RC Sainte-Bazeille",NA
"RC Seilh Fenouillet",NA
"RC Soisy Andilly Margency",NA
"RC Sorgues",NA
"RC Sporting ASEM",NA
"RC St-Sébastien B.-Goul.",NA
"RC Tao",NA
"RC The Pink Panthers",NA
"RC Unirea Iași",NA
"RC Uzerche",NA
"RC Valenciennes",NA
"RC Vallée de Montmorency",NA
"RC Vallée du Gapeau",NA
"RC Vendres",NA
"RC Villenave",NA
"RC Villeneuve-sur-Lot",NA
"RC Würenlos",NA
"RC Yopougon",NA
"RC Zelenograd",NA
"RCC Montrevel-en-Bresse",NA
"RCHA Segré",NA
"RCO Salagou",NA
"RCP Meaux",NA
"RCP Meyssac",NA
"RCP Muzillacais",NA
"RCP Saint-Yrieix",NA
"RCU Marseille",NA
"RCV Montmorency",NA
"RCV Montmorency Soisy",NA
"Recoletas Burgos Caja Rural",NA
"Reef Raiders",NA
"Regatas de San Nicolás",NA
"Reggio Calabria",NA
"Réveil sauvagnonnais",NA
"Rewi",NA
"Rexburg Yetis",NA
"RGS High Wycombe",NA
"Rhodésie",NA
"Rieti",NA
"Rion Morcenx Club Rugby",NA
"Rivesaltes Bompas XV",NA
"Riviera Rugby",NA
"RK Khimik Dzerjinsk",NA
"RK Vukovi",NA
"RK Zelenograd",NA
"RO védasien",NA
"ROC Charleville",NA
"Rotorua Boys High First XV",NA
"Roumanie -18",NA
"Roumanie -19",NA
"Roumanie A",NA
"Royal Engineers",NA
"Royal Navy",NA
"Ruabon RFC",NA
"Rugby Academy MiddenOost",NA
"Rugby Academy Zuid West",NA
"Rugby Alexandrie",NA
"Rugby Battipaglia",NA
"Rugby Bénévent",NA
"Rugby Borgo Poncarale",NA
"Rugby Chartres Métropole",NA
"Rugby Club BVB",NA
"Rugby Club Châteaugay",NA
"Rugby club Français",NA
"Rugby club Morteau",NA
"Rugby Club Paris XV",NA
"Rugby Conflans Herblay",NA
"Rugby Créteil Choisy",NA
"Rugby Frascati",NA
"Rugby Gossolengo",NA
"Rugby Jesi 1970",NA
"Rugby Livourne 1931",NA
"Rugby Melun-Combs",NA
"Rugby Melun Club",NA
"Rugby Melun Combs 77",NA
"Rugby Ovalie Lorient",NA
"Rugby Toucy PF",NA
"Rugby Touraine Plus",NA
"Rugby Viterbo",NA
"Rulmentul Bârlad",NA
"S.C. Salon",NA
"SA Arcachon",NA
"SA Auterive",NA
"SA Montpon",NA
"SA Rabastens Coufouleux",NA
"SA Thiers",NA
"SA Vierzon Rugby",NA
"Sabah Osca Warriors RC",NA
"Sabah Rugby",NA
"SAC Condom",NA
"Sadirac",NA
"Saint-Astier",NA
"Saint-Denis",NA
"Saint-Estève XIII",NA
"Saint-Féliu-d'Avall",NA
"Saint-Germain-en-Laye",NA
"Saint-Jacques de Carca.",NA
"Saint-Jo Ovalie",NA
"Saint-Marcellin Sport",NA
"Saint-Petersbourg",NA
"Saint-Savin",NA
"Saint Mary's",NA
"Sainte-Foy-la-Grande",NA
"Salanque CR",NA
"Sallèles-d'Aude",NA
"Sambenedettese",NA
"San Fernando",NA
"San Francisco OC",NA
"Sanary Ovalie",NA
"Sandbach",NA
"Santa Monica",NA
"Santiago Lawn TC",NA
"SAP Parthenay",NA
"Saracens Academy",NA
"Saracens Amateur RFC",NA
"Sarmat Vladikavkaz",NA
"Sarmaty Vladikavkaz",NA
"SARU",NA
"SAS Rugby",NA
"Savai’i Vikings",NA
"SC Chinon",NA
"SC Francfort 1880",NA
"SC Genève",NA
"SC Lasseube",NA
"SC Leucate",NA
"SC Privas",NA
"SC rieumois",NA
"SC Rieumois",NA
"SC Salon-de-Provence",NA
"SCA Rivesaltes",NA
"Scariff RFC",NA
"Scarlets A",NA
"SCO Angers",NA
"SCR XV",NA
"Seaside Stars",NA
"Seattle Vikings RC",NA
"Secom",NA
"Sedgley RUFC",NA
"Sélection Catalane",NA
"sélection olympique",NA
"Selvazzano Rugby",NA
"Sevens Sisters RFC",NA
"Sévignacq Vallée du Gabas",NA
"Šiaulių",NA
"Sierra Foothills RC",NA
"Sila Pelu Ua",NA
"Silea",NA
"Skibbereen RFC",NA
"Skopa",NA
"SN Bayonne",NA
"SNC Biterrois",NA
"SO Maubourguet",NA
"SO maubourguetois",NA
"SO Rosny",NA
"Sociedad Sportiva",NA
"Somerset",NA
"Somerset West RFC",NA
"South Wales",NA
"South West Africa",NA
"Southern Districts Rugby Club Melbourne",NA
"Southern Polk High School",NA
"Souths RFC, Brisbane",NA
"Sport étude Ussel",NA
"Sporting ASEM",NA
"Sporting Club Amateur Rivesaltais",NA
"Sporting White Perpignan",NA
"Springfield",NA
"SS Primevères",NA
"SSSAR",NA
"St-Martin-de-Seignanx ol.",NA
"St-Quentin Yvelines R.",NA
"St Anne de Bellevue",NA
"St Barts",NA
"St Joseph’s Nudgee College",NA
"St Mary's Hospital",NA
"St Mary's Old Boys",NA
"St. Bart's Hospital",NA
"St. Joseph's Nudgee College",NA
"Stade athlétique Perpignanais",NA
"Stade châteaurenardais",NA
"Stade foyen",NA
"Stade laurentin",NA
"Stade Laurentin",NA
"Stade saint-livradais",NA
"Stadiul Român",NA
"Stadoceste nîmois",NA
"Stadoceste toulousain",NA
"Staines",NA
"Stallions",NA
"Stejarul Buzău",NA
"Stewart’s Melville College",NA
"Strathallan School",NA
"Suburbs Rugby",NA
"Sud Bassin AR",NA
"Sud Bassin Association",NA
"Suisse -18",NA
"Sussex College",NA
"Suva Grammar School",NA
"SW Counties",NA
"Swaffham RFC",NA
"Swansea Valley",NA
"Sydney RU",NA
"Tahiti Capitaine 8 matchs Océanie",NA
"Takapuna",NA
"Taupo",NA
"Tbilissi",NA
"Te Awamutu College Rugby Club",NA
"Teachers Eastern Auckland",NA
"Tempe RC",NA
"Terrigal Trojans",NA
"The Owls",NA
"The Southport School Rugby",NA
"TLA XV",NA
"Toa-ko-Ma’afu",NA
"Tokatoka Westfield Dragons",NA
"Tokyo Gas",NA
"Torreilles Rugby",NA
"Toulouse Athlétique Club",NA
"Toulouse CMS",NA
"Toulouse Montaudran",NA
"Touraine Plus",NA
"Tournay",NA
"Tours",NA
"Town of Mount Royal RFC",NA
"Toyota Buffaloes",NA
"Trinity Grammar School",NA
"TSU Lomebi",NA
"Tsumeb Gimnasium",NA
"Tucumán LT",NA
"Tupapa Maraerenga Panthers",NA
"Tynedale",NA
"U.S Esperaza",NA
"U.S. Bages",NA
"U.S. Cheminot Carcassonne",NA
"U.S. Saint-Juérienne",NA
"U.S. Souillac",NA
"UA côtoise",NA
"UA La Rochefoucauld",NA
"UA Laloubère",NA
"UA Lycée Michelet de Vanves",NA
"UA Vic-Fezensac",NA
"UBC Old Boy Ravens",NA
"UBC Old Boys",NA
"UC Hospital",NA
"UL Bohemians",NA
"Ulster A",NA
"Uluinakau RC",NA
"Uluninakau RFC",NA
"UMS Pontault-Combault",NA
"Uni Tucumán",NA
"Union Cazères",NA
"Union Montilienne",NA
"Union sportive Nord-Est",NA
"Union Sportive vicquoise XV",NA
"universitaire",NA
"Universitario RC",NA
"Universitario Tucumán",NA
"Universitatea Timișoara",NA
"Universitatii Timisoara",NA
"Université Asahi",NA
