"rugbyscopeId","altNames","teamWP","fusionName"
"6024","Stoke RFC",NA,"Stoke Rugby Club"
"625","RC Orléans","Rugby_Club_Orl%C3%A9ans","RC Orléans"
"123","Cavalieri Prato; I Cavalieri Prato; RC I Cavalieri Prato","Rugby_Club_I_Cavalieri_Prato","Rugby Club I Cavalieri"
"249","US Dax; Dax; U.S. Dax","Union_sportive_dacquoise","US Dax"
"148","DSV 78 Hanovre","DSV_78_Hanovre","DSV 78 Hannover"
"1839","Stade niortais; Niort RC; Stade niortais rugby; Niort rugby club; Niort Rugby Club","Niort_Rugby_Club","Niort Rugby Club"
"31","Heidelberger RK; Heidelberg RK","Heidelberger_Ruderklub_1872_e.V.","Heidelberger RK"
"7008","Tennis Borussia Berlin","Tennis_Borussia_Berlin","Tennis Borussia Berlin"
"7007","BSV 92 Berlin","BSV_92_Berlin","BSV 92 Berlin"
"928","Auckland Rugby; Auckland; Auckland RFU; Auckland RFC","Auckland_Rugby_Football_Union","Auckland rugby union team"
"308","Leopards; North West Leopards; Western Transvaal; North West; Leopard","Leopards_(rugby_%C3%A0_XV)","Leopards"
"203","Central Cheetahs; Cheetahs; Free State; Griquas / Cheetahs","Cheetahs","Cheetahs"
"234","Griquas; Griqualand West Griquas; GWK Griquas; Wildeklawer Griquas; Griqualand West; West Griquas","Griqualand_West_Griquas","Griquas"
"255","FC Grenoble; Grenoble; FC Grenoble rugby; F.C. Grenoble","Football_Club_de_Grenoble_rugby","Football Club Grenoble Rugby"
"179","Southern Kings","Southern_Kings","Southern Kings"
"495","Eastern Province Kings; Mighty Elephants; Eastern Province; Mighty Elefants; EP Kings; Eastern Kings; EP Elephants","Eastern_Province_Elephants","Eastern Province Kings"
"156","Blue Bulls; Northern Transvaal; Bulls; Northern Tranvaal; Northern Transval; Northern transvaal","Blue_Bulls","Blue Bulls"
"254","Bulls; Northern Bulls; Northern Transvaal; Blue Bulls / Bulls","Bulls_(rugby_%C3%A0_XV)","Bulls"
"22","Free State Cheetahs; Free State; Orange Free State; FS Cheetahs; Cheetahs","Free_State_Cheetahs","Free State Cheetahs"
"52","Afrique du Sud","%C3%89quipe_d%27Afrique_du_Sud_de_rugby_%C3%A0_XV","South Africa national rugby union team"
"6207","Jonsson College Rovers",NA,"College Rovers"
"121","Natal Sharks; Natal; Natal Wildebeeste; Natal Sharks -21; Sharks; Sharks Academy","Natal_Sharks","Natal Sharks"
"258","Sharks","Sharks_(rugby_%C3%A0_XV)","Sharks"
"1162","Córdoba Athletic Club","C%C3%B3rdoba_Athletic_Club","Córdoba Athletic Club"
"331","Pampas XV; Pampas","Pampas_(rugby_%C3%A0_XV)","Pampas XV"
"361","Malborough; Marlborough; Marlborough RU","Marlborough_Rugby_Union","Marlborough Rugby Union"
"188","Crusaders; Canterbury Crusaders","Crusaders","Crusaders"
"231","London Wasps; Wasps; Wasps RFC; Wasps FC; Wasps Academy","Wasps","Wasps RFC"
"72","Chiefs; Waikato Chiefs","Chiefs_(rugby_%C3%A0_XV)","Chiefs"
"2908","Hawke's Bay; Hawke's Bay RU; Hawkes Bay","Hawke%27s_Bay_Rugby_Union","Hawke's Bay Rugby Union Team"
"478","Coca Cola Red Sparks; Coca Cola West Red Sparks; West Red Sparks; Red Sparks","Coca_Cola_Red_Sparks","Coca Cola West Red Sparks"
"271","Māori de NlleZélande; Māori All Blacks; Nouvelle-Zélande Māori","%C3%89quipe_des_M%C4%81ori_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV","Maori All Blacks team"
"1056","Canon Eagles; Yokohama Canon Eagles; Yokohama Eagles","Yokohama_Canon_Eagles","Yokohama Canon Eagles"
"2907","Counties Manukau; Counties Manaukau; Manukau RU; Counties Manuaku","Counties_Manukau_Rugby_Union","Counties Manukau Rugby Union Team"
"2915","Waikato; Waikato RU; Waikato Rugby Union","Waikato_Rugby_Union","Waikato Rugby Union Team"
"138","Bath Rugby; Bath","Bath_Rugby","Bath Rugby"
"1518","Mitsubishi Dynaboars; Sagamihara Dynaboars; Mitsubishi Sagamihara","Mitsubishi_Sagamihara_Dynaboars","Mitsubishi Sagamihara DynaBoars"
"685","Suntory Sungoliath; Tokyo Sungoliath; Suntory RFC","Tokyo_Sungoliath","Tokyo Suntory Sungoliath"
"698","Toshiba Brave Lupus; Toshiba Fuchu; Brave Lupus Tokyo; Toshiba Brave Lupus Tokyo","Toshiba_Brave_Lupus_Tokyo","Toshiba Brave Lupus"
"562","NEC Green Rockets; NEC Green Rockets Tokatsu; Green Rockets Tokatsu","NEC_Green_Rockets_Tokatsu","NEC Green Rockets Tokatsu"
"7251","Palmerston North HS Old Boys' RFC",NA,"Palmerston North High School Old Boys' RFC"
"2903","Canterbury; Canterbury RFU; Canterbury RFC; Canterbury RUFC","Canterbury_Rugby_Football_Union","Canterbury"
"579","Panasonic Wild Knights; Sanyo Wild Knights; Wild Knights; Sanyo; Saitama Wild Knights; Sanyo Electric","Saitama_Wild_Knights","Saiatama Panasonic Wild Knights"
"1564","Nouvelle-Zélande -19",NA,"New Zealand national under-19 rugby union team"
"1566","Nouvelle-Zélande -20","%C3%89quipe_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV_des_moins_de_20_ans","New Zealand national under-20 rugby union team"
"99","Hurricanes; Wellington Hurricanes","Hurricanes","Hurricanes"
"124","Junior All Blacks; All Blacks XV","All_Blacks_XV","Junior All Blacks"
"14","Cardiff Blues; Cardiff; Cardiff Rugby","Cardiff_Rugby","Cardiff Rugby"
"111","Exeter Chiefs; Exeter","Exeter_Chiefs","Exeter Chiefs"
"64","Scarlets; Llanelli Scarlets","Scarlets","Scarlets"
"143","Pays de Galles","%C3%89quipe_du_pays_de_Galles_de_rugby_%C3%A0_XV","Wales national rugby union team"
"13","Nottingham RFC; Nottingham; Nottingham RFU; Nottingham Rugby","Nottingham_Rugby_Football_Club","Nottingham R.F.C."
"267","Leinster; Leinster Rugby; Leinster_Rugby; Leinster A","Leinster_Rugby","Leinster Rugby"
"7","Dragons; Newport Gwent Dragons; Newport Dragons; Dragons RFC","Dragons_RFC","Dragons"
"162","Bristol Bears; Bristol Rugby; Bristol; Bristol Shoguns; Bristol FC","Bristol_Bears","Bristol Bears"
"2","Saracens","Saracens","Saracens F.C."
"4771","US Lalinde",NA,"US Lalinde"
"263","SU Agen; Agen; S.U. Agen; SU Agenais","Sporting_Union_Agen_Lot-et-Garonne","SU Agen Lot-et-Garonne"
"58","France; France olympique","%C3%89quipe_de_France_de_rugby_%C3%A0_XV","France national rugby union team"
"891","Abercrave RFC",NA,"Abercrave RFC"
"215","Pontypool RFC; Pontypool","Pontypool_Rugby_Football_Club","Pontypool RFC"
"272","Llanelli RFC; Llanelli","Llanelli_Rugby_Football_Club","Llanelli RFC"
"150","Swansea RFC; Swansea","Swansea_Rugby_Football_Club","Swansea RFC"
"59","Benetton Trévise; Benetton Rugby Trévise; Benetton Trevise; Benetton; Benneton Trévise; Trévise","Benetton_Rugby_Tr%C3%A9vise","Benetton Rugby Treviso"
"9","Italie","%C3%89quipe_d%27Italie_de_rugby_%C3%A0_XV","Italy national rugby union team"
"2909","Manawatu; Manawatu Turbos","Manawatu_Rugby_Union","Manawatu Rugby Union Team"
"542","Kobelco Steelers; Kobe Steelers; Kobe Steel Kobelco; Kobe Steel; Kobelco Kobe Steelers; Kobe Steel Kobelco Steelers","Kobelco_Kobe_Steelers","Kobelco Kobe Steelers"
"2912","Southland; Southland Rugby; Southland RFU","Southland_Rugby_Football_Union","Southland"
"2905","Tasman; Tasman RU; Nelson Bay; Tasman Makos; Tasman Mako","Tasman_Rugby_Union","Tasman Rugby Union Team"
"122","Gloucester; Gloucester Rugby; Gloucester RFC","Gloucester_Rugby","Gloucester Rugby"
"1565","Nouvelle-Zélande -21",NA,"New Zealand national under-21 rugby union team"
"223","Coventry RFC; Coventry","Coventry_Rugby_Football_Club","Coventry R.F.C."
"302","USA Limoges; Limoges rugby; Limoges Rugby; UA Limoges; Limoges","Union_sportive_athl%C3%A9tique_de_Limoges","USA Limoges"
"410","ASVEL rugby; ASVEL; AS Villeurbanne; ASVEL Rugby","Association_sportive_de_Villeurbanne_et_de_l%27%C3%89veil_lyonnais_rugby","Association sportive de Villeurbanne et de l'Éveil lyonnais rugby"
"624","RC Nîmes; Rugby club nîmois; Nîmes; RC Nîmes (Rassemblement Elite Gard); RC Nîmois","Rugby_club_n%C3%AEmois","RC Nîmes"
"310","Stade montois; Stade Montois; Mont-de-Marsan; Stade montois rugby","Stade_montois_rugby","Stade Montois"
"621","RC Carqueiranne-Hyères; RCCH; RC Hyères; RC Hyères-Carqueiranne; RC Hyères-C-C; Carqueiranne-Hyères; RC Carqueiranne Hyères; RC Hyères Carq. Crau; RCHCC; RC Hyères Carqueiranne; Hyères; RC Carqueiranne; RRC Hyères-Carq.-La Crau; RC Hyères Carq. La Crau; RC Hyères Carqueiranne La Crau; Hyères-Carqueiranne; RC Hyères CC","Rugby_Club_Hy%C3%A8res_Carqueiranne_La_Crau","RC Hyères Carqueiranne La Crau"
"18","Portugal","%C3%89quipe_du_Portugal_de_rugby_%C3%A0_XV","Portugal national rugby union team"
"37","Glasgow Warriors; Glasgow; Glasgow Rugby; Glasgow Caledonians; Glasgow Caledonian","Glasgow_Warriors","Glasgow Warriors"
"1398","Toyota Verblitz","Toyota_Verblitz","Toyota Verblitz"
"1789","Écosse -20","%C3%89quipe_d%27%C3%89cosse_de_rugby_%C3%A0_XV_des_moins_de_20_ans","Scotland national under-20 rugby union team"
"176","Écosse","%C3%89quipe_d%27%C3%89cosse_de_rugby_%C3%A0_XV","Scotland national rugby union team"
"675","SO Chambéry; SOC Chambéry","Stade_olympique_de_Chamb%C3%A9ry_rugby","Stade Olympique Chambérien Rugby"
"82","Géorgie","%C3%89quipe_de_G%C3%A9orgie_de_rugby_%C3%A0_XV","Georgia national rugby union team"
"136","Barbarians","Barbarians","Barbarian FC"
"276","Neath RFC; Neath","Neath_Rugby_Football_Club","Neath RFC"
"273","Neath-Swansea Ospreys; Ospreys","Ospreys","Ospreys"
"208","RC Narbonne; Narbonne; Racing Club de Narbonne; RC Narbonnne; RC Narbonne rés.; R.C. Narbonne","Racing_Club_narbonnais","RC Narbonne"
"1856","Suva Highlanders",NA,"Suva Highlanders"
"506","Fiji Warriors; Fidji Warriors","Fiji_Warriors","Fiji Warriors"
"201","London Welsh; London Welsh RFC; Londres Welsh","London_Welsh_Rugby_Football_Club","London Welsh RFC"
"412","AS Mâcon; AS Macon; A.S. Mâcon","Association_sportive_m%C3%A2connaise","Association sportive mâconnaise"
"471","CO Le Creusot; CO Creusot; C.O. Le Creusot","Club_olympique_Creusot_Bourgogne","Club Olympique Creusot Bourgogne"
"222","Fidji","%C3%89quipe_des_Fidji_de_rugby_%C3%A0_XV","Fiji national rugby union team"
"17","Pacific Islanders","%C3%89quipe_des_Pacific_Islanders_de_rugby_%C3%A0_XV","Pacific Islanders rugby union team"
"104","Pontypridd RFC; Pontypridd","Pontypridd_Rugby_Football_Club","Pontypridd RFC"
"440","Bridgend RFC; Bridgend; Bridgend Ravens","Bridgend_Rugby_Football_Club","Bridgend Ravens"
"344","Western Province; Western Province -21 ans; WP Academy","Western_Province_(rugby_%C3%A0_XV)","Western Province"
"135","Stormers; Western Stormers; Western Province / Stormers","Stormers","Stormers"
"225","Munster Rugby; Munster; Munster A","Munster_Rugby","Munster Rugby"
"236","Falcons; Valke; Falcons_(rugby_%C3%A0_XV)","Falcons_(rugby_%C3%A0_XV)","Falcons"
"77","Irlande","%C3%89quipe_d%27Irlande_de_rugby_%C3%A0_XV","Ireland rugby union team"
"165","Hawick RFC","Hawick_Rugby_Football_Club","Hawick RFC"
"157","Border Reivers","Border_Reivers_(rugby_%C3%A0_XV)","Border Reivers"
"332","Worcester Warriors; Worcester Rugby; Worcester","Worcester_Warriors","Worcester Warriors"
"120","Édimbourg Rugby; Edinburgh Rugby; Édimbourg; Edinburgh; Edinburgh Reivers; Édimbourg Gunners","%C3%89dimbourg_Rugby","Edinburgh Rugby"
"216","Ebbw Vale; Ebbw Vale RFC","Ebbw_Vale_Rugby_Football_Club","Ebbw Vale RFC"
"221","Tonga","%C3%89quipe_des_Tonga_de_rugby_%C3%A0_XV","Tonga national rugby union team"
"6714","Heidelberg",NA,"Heidelberg"
"7251","Palmerston North High School Old Boys' RFC",NA,"Palmerston North High School Old Boys' RFC"
"7119","Ciorogarla RC",NA,"Ciorogarla RC"
"1039","CSU Arad","CSU_Aurel_Vlaicu_Arad","CSU Aurel Vlaicu Arad"
"1039","CSU AV Arad",NA,"CSU Aurel Vlaicu Arad"
"343","RC Steaua Bucarest; Steaua Bucarest","Rugby_club_Steaua_Bucarest","CSA Steaua București"
"447","CSM Baia Mare; Remin Baia Mare; Baia Mare","CSM_Baia_Mare","CSM Baia Mare"
"190","Roumanie","%C3%89quipe_de_Roumanie_de_rugby_%C3%A0_XV","Romania national rugby union team"
"393","SC Graulhet; SC Graulhetois","Sporting_Club_graulhetois","Sporting Club Graulhetois"
"1227","Exmouth RFC",NA,"Exmouth RFC"
"3174","Horsham RUFC",NA,"Horsham Rugby Club"
"7096","Barns Green",NA,"Barns Green RFC"
"1990","Worthing RFC","Worthing_RFC","Worthing Rugby Football Club"
"609","Rosslyn Park; Rosslyn Park FC","Rosslyn_Park_Football_Club","Rosslyn Park F.C."
"163","Angleterre -20; Angleterre -20 ans","%C3%89quipe_d%27Angleterre_de_rugby_%C3%A0_XV_des_moins_de_20_ans","England national under-20 rugby union team"
"209","Yamaha Júbilo; Yamaha Jubilo; Yamaha Motors; Shizuoka Blue Revs","Shizuoka_Blue_Revs","Shizuoka Blue Revs"
"1534","Mountain Ash RFC",NA,"Mountain Ash RFC"
"275","Newport RFC; Newport","Newport_Rugby_Football_Club","Newport RFC"
"1656","Pill Harriers RFC","Pill_Harriers_RFC","Pill Harriers RFC"
"4033","Farnham RUFC",NA,"Farnham RFC"
"295","Stade cadurcien; Cahors rugby; Cahors Rugby; Cahors","Cahors_Rugby","Cahors Rugby"
"434","Birmingham Solihull; Pertemps Bees; Birmingham RFC; Birmingham & Solihull RFC; Birmingham and Solihull RFC","Birmingham_and_Solihull_Rugby_Football_Club","Birmingham & Solihull R.F.C."
"1679","Preston Grasshoppers","Preston_Grasshoppers_Rugby_Football_Club","Preston Grasshoppers R.F.C."
"832","Poverty Bay Rugby; Poverty Bay","Poverty_Bay_Rugby_Football_Union","Poverty Bay Rugby Football Union"
"5870","Silverdale",NA,"Silverdale RC"
"2926","Avenir de Bizanos; Avenir Bizanos","Avenir_de_Bizanos","Avenir de Bizanos"
"1343","Honda Heat; Honda Motor; Mie Honda Heat","Mie_Honda_Heat","Mie Honda Heat"
"1200","East Coast","East_Coast_Rugby_Football_Union","East Coast Rugby Football Union"
"238","London Irish","London_Irish","London Irish RFC"
"196","CA Bordeaux Bègles; CA Bordeaux-Bègles; CA Bègles; CA Bègles Bordeaux; Bordeaux-Bègles; CA Bègles-Bordeaux; CABBG; Bègles-Bordeaux; CA Béglais; CA Bégles Bordeaux","Club_athl%C3%A9tique_Bordeaux_B%C3%A8gles_Gironde","CA Bordeaux-Bègles Gironde"
"2850","JS Riscle","Jeunesse_sportive_riscloise","Jeunesse sportive riscloise"
"2743","France -21",NA,"France national under-21 rugby union team"
"4164","Tyldesley",NA,"Tyldesley RFC"
"1251","Fylde",NA,"Fylde Rugby Club"
"577","Orrell RUFC; Orrell; Orrell RFC","Orrell_Rugby_Union_Football_Club","Orrell Rugby Club"
"191","Rugby Rome; Roma Olimpic; Rome; Rugby Roma","Rugby_Roma_Olimpic_Club_1930","Rugby Roma"
"801","CUS Milano Rugby",NA,"CUS Milano Rugby"
"219","Amatori Rugby Milan; Amatori Milan; Milan Rugby; Milan; Amatori & Calvisano Rugby; Ambrosiana Milan; AC Milan Rugby; Amatori Milano","Amatori_Rugby_Milan","Amatori Milano"
"614","Marseille Vitrolles; Stade phocéen; Marseille Provence XV; Marseille Vitrolles rugby; Marseille-Vitrolles rugby; Marseille Provence; Marseille","Stade_phoc%C3%A9en_Marseille_Vitrolles","Rugby Club Stade Phocéen"
"2046","Secom",NA,"Sayama Secom Rugguts"
"2547","Edinburgh Wanderers",NA,"Edinburgh Wanderers"
"341","L'Aquila Rugby; L'Aquila","L%27Aquila_Rugby","L’Aquila Rugby Club"
"40","Rugby Calvisano; Ghial Calvisano; Calvisano","Rugby_Calvisano","Rugby Calvisano"
"11","Aironi Rugby; Aironi","Aironi_Rugby","Aironi"
"180","Zebre; Zebre Rugby; Zèbre; Zebre RC; Zebre Parma; Zebre Parme","Zebre_Parma","Zebre"
"552","Manly RUFC; Manly; Manly RFC; Manly Marlins","Manly_Rugby_Football_Club","Manly RUFC"
"212","US Cognac","Union_sportive_cogna%C3%A7aise","US Cognac"
"312","San Isidro Club; San Isidro; S.I.C.","San_Isidro_Club","San Isidro Club"
"957","Bay of Plenty; Bay of Plenty RU","Bay_of_Plenty_Rugby_Union","Bay of Plenty Steamers"
"606","Randwick; Randwick RUFC; Randwick DRUFC; Randwick District RUFC","Randwick_District_Rugby_Union_Football_Club","Randwick DRUFC"
"1112","Club La Tablada; La Tablada RC","Club_La_Tablada","Club La Tablada"
"194","Rovigo; Rugby Rovigo; Rovigo Delta; Rugby Rovigo Delta","Rugby_Rovigo","Rugby Rovigo"
"329","Rugby Viadana; Viadana; Rugby_Viadana; Arix Viadana; Aryx Viadana; Casa Montepaschi Viadana","Rugby_Viadana","Rugby Viadana"
"7186","Glebe RU",NA,"Glebe RU"
"7357","Sydney RU",NA,"Sydney RU Team"
"2659","Rugby I Medicei; I Medicei; RC I Medicei","Rugby_Club_I_Medicei","Rugby Club I Medicei"
"282","Ulster; Ulster Rugby; Ulster_Rugby","Ulster_Rugby","Ulster Rugby"
"251","Leeds Tykes; Headingley; Leeds; Leeds Carnegie; Yorkshire Carnegie","Leeds_Tykes","Leeds Tykes"
"666","Stade bordelais; SBUC; Stade bordelais UC; Stade Bordeaux UC; Stade bordelais U.C.","Stade_bordelais_(rugby_%C3%A0_XV)","Stade Bordelais"
"722","Union sportive testerine; US La Teste","Union_sportive_testerine","Union sportive testerine"
"1643","Pencoed RFC","Pencoed_RFC","Pencoed RFC"
"185","Celtic Warriors","Celtic_Warriors","Celtic Warriors"
"857","Avezzano Rugby",NA,"Avezzano Rugby"
"49","UR Capitolina; Capitolina; Unione Rugby Capitolina","Unione_Rugby_Capitolina","Unione Rugby Capitolina"
"6974","Académie FIR; Academia FIR","F%C3%A9d%C3%A9ration_italienne_de_rugby_%C3%A0_XV","Academia FIR"
