"","France","New Zealand","South Africa","England","Wales","Scotland","Australia","Japan","Ireland","Italy","Argentina","Fiji","Others"
"enWP",32.0062414298548,89.2718398246837,91.1272386749386,78.4031855301343,77.5290957923008,89.4566098945661,83.0797433547204,29.4451539662268,84.9180982820615,60.0998098859316,68.4210526315789,78.8072417465389,78.6397159246108
"esWP",6.73790722965625,5.61808945114055,5.36111436263608,5.08200040494027,3.53625783348254,2.09245742092457,6.80109990834097,2.2704697034199,3.79544546544147,4.89543726235741,30.7545973367153,1.2779552715655,4.68451242829828
"frWP",87.2854508487399,34.7046518577548,29.7436497717429,32.0982655058379,31.393613846613,22.4493106244931,35.6003666361137,12.4024407549312,31.8617658809429,38.4505703422053,49.9048826886493,50.9052183173589,45.8208139852499
"itWP",9.8207953094709,11.226217750772,8.84935034531195,13.2550448808801,12.4440465532677,8.85644768856448,14.6654445462878,3.3205619412516,15.4614462644826,65.6131178707224,29.3595434369055,4.79233226837061,6.17317672767004
"jaWP",5.17282140999574,14.7425042334894,8.21725389207538,6.6410204494837,6.63980901223515,5.77453365774534,16.205316223648,83.4681424719739,7.29125049940072,5.48954372623574,13.8871274571972,17.1458998935037,16.9352635891833
"WD",47.3450281337179,20.2510210180297,16.2121034765305,45.9674697982048,56.2220232766338,34.176804541768,30.1008249312557,37.264084007379,47.1234518577707,24.287072243346,27.9644895370958,35.0372736954207,31.1253755804425
