"altNames","teamWP"
"ワイカト大学; University of Waikato","/wiki/%E3%83%AF%E3%82%A4%E3%82%AB%E3%83%88%E5%A4%A7%E5%AD%A6"
"クルセイダーズ; Crusader","/wiki/%E3%82%AF%E3%83%AB%E3%82%BB%E3%82%A4%E3%83%80%E3%83%BC%E3%82%BA"
"ノース・ハーバー; ノースハーバー; North Harbour Rugby Union","https://en.wikipedia.org/wiki/North_Harbour_Rugby_Union"
"カウンティーズ・マヌカウ; Counties Manukau Rugby Football Union","https://en.wikipedia.org/wiki/Counties_Manukau_Rugby_Union"
"リンカーン大学; Lincoln University (New Zealand)","/wiki/%E3%83%AA%E3%83%B3%E3%82%AB%E3%83%BC%E3%83%B3%E5%A4%A7%E5%AD%A6_(%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%B8%E3%83%BC%E3%83%A9%E3%83%B3%E3%83%89)"
"グリフィス大学; Griffith University","/wiki/%E3%82%B0%E3%83%AA%E3%83%95%E3%82%A3%E3%82%B9%E5%A4%A7%E5%AD%A6"
"オタゴ大学; University of Otago","/wiki/%E3%82%AA%E3%82%BF%E3%82%B4%E5%A4%A7%E5%AD%A6"
"ヴィクトリア大学; Victoria University of Wellington","/wiki/%E3%83%B4%E3%82%A3%E3%82%AF%E3%83%88%E3%83%AA%E3%82%A2%E5%A4%A7%E5%AD%A6%E3%82%A6%E3%82%A7%E3%83%AA%E3%83%B3%E3%83%88%E3%83%B3"
"南アフリカ大学; University of South Africa","/wiki/%E5%8D%97%E3%82%A2%E3%83%95%E3%83%AA%E3%82%AB%E5%A4%A7%E5%AD%A6"
"スペイン; Spain","/wiki/%E3%82%B9%E3%83%9A%E3%82%A4%E3%83%B3"
"オークランド大学; University of Auckland","/wiki/%E3%82%AA%E3%83%BC%E3%82%AF%E3%83%A9%E3%83%B3%E3%83%89%E5%A4%A7%E5%AD%A6"
"カンタベリー; Canterbury Region","/wiki/%E3%82%AB%E3%83%B3%E3%82%BF%E3%83%99%E3%83%AA%E3%83%BC%E5%9C%B0%E6%96%B9"
"ステレンボッシュ大学; ステレンボッシュ大; Stellenbosch University","/wiki/%E3%82%B9%E3%83%86%E3%83%AC%E3%83%B3%E3%83%9C%E3%83%83%E3%82%B7%E3%83%A5%E5%A4%A7%E5%AD%A6"
"オックスフォード大学; University of Oxford","/wiki/%E3%82%AA%E3%83%83%E3%82%AF%E3%82%B9%E3%83%95%E3%82%A9%E3%83%BC%E3%83%89%E5%A4%A7%E5%AD%A6"
"オハイオ州立大学; Ohio State Buckeyes","/wiki/%E3%82%AA%E3%83%8F%E3%82%A4%E3%82%AA%E3%82%B9%E3%83%86%E3%83%BC%E3%83%88%E3%83%BB%E3%83%90%E3%83%83%E3%82%AF%E3%82%A2%E3%82%A4%E3%82%BA"
"タスマン・マコス; Tasman Rugby Union","https://en.wikipedia.org/wiki/Tasman_Rugby_Union"
"韓国電力公社; 韓国電力; Korea Electric Power Corporation","/wiki/%E9%9F%93%E5%9B%BD%E9%9B%BB%E5%8A%9B%E5%85%AC%E7%A4%BE"
"ヨハネスブルグ大学; University of Johannesburg","/wiki/%E3%83%A8%E3%83%8F%E3%83%8D%E3%82%B9%E3%83%96%E3%83%AB%E3%82%B0%E5%A4%A7%E5%AD%A6"
"ニューカッスル大学; Newcastle University","/wiki/%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%AB%E3%83%83%E3%82%B9%E3%83%AB%E5%A4%A7%E5%AD%A6_(%E3%82%A4%E3%83%B3%E3%82%B0%E3%83%A9%E3%83%B3%E3%83%89)"
"サザンクイーンズランド大学; University of Southern Queensland","/wiki/%E3%82%B5%E3%82%B6%E3%83%B3%E3%82%AF%E3%82%A4%E3%83%BC%E3%83%B3%E3%82%BA%E3%83%A9%E3%83%B3%E3%83%89%E5%A4%A7%E5%AD%A6"
"キャンベラ大学; University of Canberra","/wiki/%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%99%E3%83%A9%E5%A4%A7%E5%AD%A6"
"オークランド工科大学; Auckland University of Technology","/wiki/%E3%82%AA%E3%83%BC%E3%82%AF%E3%83%A9%E3%83%B3%E3%83%89%E5%B7%A5%E7%A7%91%E5%A4%A7%E5%AD%A6"
"エディンバラ大学; University of Edinburgh","/wiki/%E3%82%A8%E3%83%87%E3%82%A3%E3%83%B3%E3%83%90%E3%83%A9%E5%A4%A7%E5%AD%A6"
"オークランド; Auckland Rugby Union","https://en.wikipedia.org/wiki/Auckland_Rugby_Union"
"カンタベリー大学; University of Canterbury","/wiki/%E3%82%AB%E3%83%B3%E3%82%BF%E3%83%99%E3%83%AA%E3%83%BC%E5%A4%A7%E5%AD%A6"
