"origWdId","origName","jaName","wpPage","stepType","timePeriod","teamName","teamWP","matchesPlayed","pointsScored","startYear","endYear"
"Q30926970","Hironori Yatomi","矢富 洋則","%E7%9F%A2%E5%AF%8C%E6%B4%8B%E5%89%87","Amateur","2011-2014","仙台育英高校","/wiki/%E4%BB%99%E5%8F%B0%E8%82%B2%E8%8B%B1%E5%AD%A6%E5%9C%92%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1",NA,NA,"2011","2014"
"Q30926970","Hironori Yatomi","矢富 洋則","%E7%9F%A2%E5%AF%8C%E6%B4%8B%E5%89%87","Amateur","2014-2018","帝京大学","/wiki/%E5%B8%9D%E4%BA%AC%E5%A4%A7%E5%AD%A6%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E9%83%A8",NA,NA,"2014","2018"
"Q30926970","Hironori Yatomi","矢富 洋則","%E7%9F%A2%E5%AF%8C%E6%B4%8B%E5%89%87","Senior","2018-","静岡BR","/wiki/%E9%9D%99%E5%B2%A1%E3%83%96%E3%83%AB%E3%83%BC%E3%83%AC%E3%83%B4%E3%82%BA","19","25","2018",NA
"Q30926970","Hironori Yatomi","矢富 洋則","%E7%9F%A2%E5%AF%8C%E6%B4%8B%E5%89%87","International",NA,"U20日本","/wiki/U-20%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E6%97%A5%E6%9C%AC%E4%BB%A3%E8%A1%A8",NA,NA,NA,NA
"Q30927005","Daniel Peters","ピータース ダニエル","%E3%83%94%E3%83%BC%E3%82%BF%E3%83%BC%E3%82%B9%E3%83%80%E3%83%8B%E3%82%A8%E3%83%AB","Amateur",NA,"セントビーズカレッジ","",NA,NA,NA,NA
"Q30927005","Daniel Peters","ピータース ダニエル","%E3%83%94%E3%83%BC%E3%82%BF%E3%83%BC%E3%82%B9%E3%83%80%E3%83%8B%E3%82%A8%E3%83%AB","Amateur",NA,"拓殖大学","/wiki/%E6%8B%93%E6%AE%96%E5%A4%A7%E5%AD%A6%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E9%83%A8",NA,NA,NA,NA
"Q30927005","Daniel Peters","ピータース ダニエル","%E3%83%94%E3%83%BC%E3%82%BF%E3%83%BC%E3%82%B9%E3%83%80%E3%83%8B%E3%82%A8%E3%83%AB","Senior","2009-2017","リコー","/wiki/%E3%83%AA%E3%82%B3%E3%83%BC%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF%E3%83%A9%E3%83%A0%E3%82%BA",NA,NA,"2009","2017"
"Q30927005","Daniel Peters","ピータース ダニエル","%E3%83%94%E3%83%BC%E3%82%BF%E3%83%BC%E3%82%B9%E3%83%80%E3%83%8B%E3%82%A8%E3%83%AB","Senior","2017-2019","コカ・コーラ","/wiki/%E3%82%B3%E3%82%AB%E3%83%BB%E3%82%B3%E3%83%BC%E3%83%A9%E3%83%AC%E3%83%83%E3%83%89%E3%82%B9%E3%83%91%E3%83%BC%E3%82%AF%E3%82%B9",NA,NA,"2017","2019"
"Q30927062","Genki Ōkoshi","大越 元気","%E5%A4%A7%E8%B6%8A%E5%85%83%E6%B0%97","Amateur","2010-2013","茗溪学園高校","/wiki/%E8%8C%97%E6%BA%AA%E5%AD%A6%E5%9C%92%E4%B8%AD%E5%AD%A6%E6%A0%A1%E3%83%BB%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1",NA,NA,"2010","2013"
"Q30927062","Genki Ōkoshi","大越 元気","%E5%A4%A7%E8%B6%8A%E5%85%83%E6%B0%97","Amateur","2013-2017","同志社大学","/wiki/%E5%90%8C%E5%BF%97%E7%A4%BE%E5%A4%A7%E5%AD%A6%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E9%83%A8",NA,NA,"2013","2017"
"Q30927062","Genki Ōkoshi","大越 元気","%E5%A4%A7%E8%B6%8A%E5%85%83%E6%B0%97","Senior","2017-","東京SG","/wiki/%E6%9D%B1%E4%BA%AC%E3%82%B5%E3%83%B3%E3%83%88%E3%83%AA%E3%83%BC%E3%82%B5%E3%83%B3%E3%82%B4%E3%83%AA%E3%82%A2%E3%82%B9","10","0","2017",NA
"Q30927062","Genki Ōkoshi","大越 元気","%E5%A4%A7%E8%B6%8A%E5%85%83%E6%B0%97","International",NA,"U20日本","/wiki/U-20%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E6%97%A5%E6%9C%AC%E4%BB%A3%E8%A1%A8",NA,NA,NA,NA
"Q30927065","Kim Ryonji","金 嶺志","%E9%87%91%E5%B6%BA%E5%BF%97","Amateur","2010-2013","東京朝鮮高校","/wiki/%E6%9D%B1%E4%BA%AC%E6%9C%9D%E9%AE%AE%E4%B8%AD%E9%AB%98%E7%B4%9A%E5%AD%A6%E6%A0%A1",NA,NA,"2010","2013"
"Q30927065","Kim Ryonji","金 嶺志","%E9%87%91%E5%B6%BA%E5%BF%97","Amateur","2013-2017","帝京大学","/wiki/%E5%B8%9D%E4%BA%AC%E5%A4%A7%E5%AD%A6%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E9%83%A8",NA,NA,"2013","2017"
"Q30927065","Kim Ryonji","金 嶺志","%E9%87%91%E5%B6%BA%E5%BF%97","Senior","2017-","浦安DR","/wiki/%E6%B5%A6%E5%AE%89D-Rocks","25","5","2017",NA
"Q30927065","Kim Ryonji","金 嶺志","%E9%87%91%E5%B6%BA%E5%BF%97","International",NA,"U20日本","/wiki/U-20%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E6%97%A5%E6%9C%AC%E4%BB%A3%E8%A1%A8",NA,NA,NA,NA
"Q30927162","Atsushi Yumoto","湯本 睦","%E6%B9%AF%E6%9C%AC%E7%9D%A6","Amateur","2010-2013","東海大仰星高校","/wiki/%E6%9D%B1%E6%B5%B7%E5%A4%A7%E5%AD%A6%E4%BB%98%E5%B1%9E%E4%BB%B0%E6%98%9F%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E3%83%BB%E4%B8%AD%E7%AD%89%E9%83%A8",NA,NA,"2010","2013"
"Q30927162","Atsushi Yumoto","湯本 睦","%E6%B9%AF%E6%9C%AC%E7%9D%A6","Amateur","2013-2017","東海大学","/wiki/%E6%9D%B1%E6%B5%B7%E5%A4%A7%E5%AD%A6%E4%BD%93%E8%82%B2%E4%BC%9A%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%95%E3%83%83%E3%83%88%E3%83%9C%E3%83%BC%E3%83%AB%E9%83%A8",NA,NA,"2013","2017"
"Q30927162","Atsushi Yumoto","湯本 睦","%E6%B9%AF%E6%9C%AC%E7%9D%A6","Senior","2017-2022","SA浦安","/wiki/NTT%E3%82%B3%E3%83%9F%E3%83%A5%E3%83%8B%E3%82%B1%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%E3%82%BA_%E3%82%B7%E3%83%A3%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%B0%E3%82%A2%E3%83%BC%E3%82%AF%E3%82%B9%E6%9D%B1%E4%BA%AC%E3%83%99%E3%82%A4%E6%B5%A6%E5%AE%89","34","40","2017","2022"
"Q30927162","Atsushi Yumoto","湯本 睦","%E6%B9%AF%E6%9C%AC%E7%9D%A6","Senior","2022-","S愛知","/wiki/%E8%B1%8A%E7%94%B0%E8%87%AA%E5%8B%95%E7%B9%94%E6%A9%9F%E3%82%B7%E3%83%A3%E3%83%88%E3%83%AB%E3%82%BA%E6%84%9B%E7%9F%A5","0","0","2022",NA
"Q30927166","Shoma Makinouchi","牧野内 翔馬","%E7%89%A7%E9%87%8E%E5%86%85%E7%BF%94%E9%A6%AC","Amateur","2010-2013","東福岡高校","/wiki/%E6%9D%B1%E7%A6%8F%E5%B2%A1%E8%87%AA%E5%BD%8A%E9%A4%A8%E4%B8%AD%E5%AD%A6%E6%A0%A1%E3%83%BB%E6%9D%B1%E7%A6%8F%E5%B2%A1%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1",NA,NA,"2010","2013"
"Q30927166","Shoma Makinouchi","牧野内 翔馬","%E7%89%A7%E9%87%8E%E5%86%85%E7%BF%94%E9%A6%AC","Amateur","2013-2017","法政大学","/wiki/%E6%B3%95%E6%94%BF%E5%A4%A7%E5%AD%A6%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E9%83%A8",NA,NA,"2013","2017"
"Q30927166","Shoma Makinouchi","牧野内 翔馬","%E7%89%A7%E9%87%8E%E5%86%85%E7%BF%94%E9%A6%AC","Senior","2017-2021","NTTコミュニケーションズ","/wiki/NTT%E3%82%B3%E3%83%9F%E3%83%A5%E3%83%8B%E3%82%B1%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%E3%82%BA_%E3%82%B7%E3%83%A3%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%B0%E3%82%A2%E3%83%BC%E3%82%AF%E3%82%B9%E6%9D%B1%E4%BA%AC%E3%83%99%E3%82%A4%E6%B5%A6%E5%AE%89","21","5","2017","2021"
"Q30927166","Shoma Makinouchi","牧野内 翔馬","%E7%89%A7%E9%87%8E%E5%86%85%E7%BF%94%E9%A6%AC","Senior","2021-2022","宗像B","/wiki/%E5%AE%97%E5%83%8F%E3%82%B5%E3%83%8B%E3%83%83%E3%82%AF%E3%82%B9%E3%83%96%E3%83%AB%E3%83%BC%E3%82%B9","0","0","2021","2022"
"Q30927166","Shoma Makinouchi","牧野内 翔馬","%E7%89%A7%E9%87%8E%E5%86%85%E7%BF%94%E9%A6%AC","Senior","2022-","S愛知","/wiki/%E8%B1%8A%E7%94%B0%E8%87%AA%E5%8B%95%E7%B9%94%E6%A9%9F%E3%82%B7%E3%83%A3%E3%83%88%E3%83%AB%E3%82%BA%E6%84%9B%E7%9F%A5","0","0","2022",NA
"Q30927166","Shoma Makinouchi","牧野内 翔馬","%E7%89%A7%E9%87%8E%E5%86%85%E7%BF%94%E9%A6%AC","International",NA,"U20日本","/wiki/U-20%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E6%97%A5%E6%9C%AC%E4%BB%A3%E8%A1%A8",NA,NA,NA,NA
"Q30927239","Fetuani Lautaimi","フェツアニ・ラウタイミ","%E3%83%95%E3%82%A7%E3%83%84%E3%82%A2%E3%83%8B%E3%83%BB%E3%83%A9%E3%82%A6%E3%82%BF%E3%82%A4%E3%83%9F","Amateur",NA,"トンガカレッジ","",NA,NA,NA,NA
"Q30927239","Fetuani Lautaimi","フェツアニ・ラウタイミ","%E3%83%95%E3%82%A7%E3%83%84%E3%82%A2%E3%83%8B%E3%83%BB%E3%83%A9%E3%82%A6%E3%82%BF%E3%82%A4%E3%83%9F","Amateur",NA,"摂南大学","/wiki/%E6%91%82%E5%8D%97%E5%A4%A7%E5%AD%A6%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E9%83%A8",NA,NA,NA,NA
"Q30927239","Fetuani Lautaimi","フェツアニ・ラウタイミ","%E3%83%95%E3%82%A7%E3%83%84%E3%82%A2%E3%83%8B%E3%83%BB%E3%83%A9%E3%82%A6%E3%82%BF%E3%82%A4%E3%83%9F","Senior","2016-","トヨタV","/wiki/%E3%83%88%E3%83%A8%E3%82%BF%E3%83%B4%E3%82%A7%E3%83%AB%E3%83%96%E3%83%AA%E3%83%83%E3%83%84","49","40","2016",NA
"Q30927239","Fetuani Lautaimi","フェツアニ・ラウタイミ","%E3%83%95%E3%82%A7%E3%83%84%E3%82%A2%E3%83%8B%E3%83%BB%E3%83%A9%E3%82%A6%E3%82%BF%E3%82%A4%E3%83%9F","Senior","2018-2018","サンウルブズ","/wiki/%E3%82%B5%E3%83%B3%E3%82%A6%E3%83%AB%E3%83%96%E3%82%BA","1","0","2018","2018"
"Q30927239","Fetuani Lautaimi","フェツアニ・ラウタイミ","%E3%83%95%E3%82%A7%E3%83%84%E3%82%A2%E3%83%8B%E3%83%BB%E3%83%A9%E3%82%A6%E3%82%BF%E3%82%A4%E3%83%9F","International","2017-","日本","/wiki/%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E6%97%A5%E6%9C%AC%E4%BB%A3%E8%A1%A8","3","0","2017",NA
"Q30927314","Rui Sannomiya","三宮 累","%E4%B8%89%E5%AE%AE%E7%B4%AF","Amateur","2010-2013","東京高校","/wiki/%E6%9D%B1%E4%BA%AC%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1",NA,NA,"2010","2013"
"Q30927314","Rui Sannomiya","三宮 累","%E4%B8%89%E5%AE%AE%E7%B4%AF","Amateur","2013-2017","中央大学","/wiki/%E4%B8%AD%E5%A4%AE%E5%A4%A7%E5%AD%A6%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E9%83%A8",NA,NA,"2013","2017"
"Q30927314","Rui Sannomiya","三宮 累","%E4%B8%89%E5%AE%AE%E7%B4%AF","Senior","2017-2024","浦安DR","/wiki/%E6%B5%A6%E5%AE%89D-Rocks","38","0","2017","2024"
"Q30927315","Masayasu Ōshiba","大芝 優泰","%E5%A4%A7%E8%8A%9D%E5%84%AA%E6%B3%B0","Amateur","2010-2013","茗溪学園高校","/wiki/%E8%8C%97%E6%BA%AA%E5%AD%A6%E5%9C%92%E4%B8%AD%E5%AD%A6%E6%A0%A1%E3%83%BB%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1",NA,NA,"2010","2013"
"Q30927315","Masayasu Ōshiba","大芝 優泰","%E5%A4%A7%E8%8A%9D%E5%84%AA%E6%B3%B0","Amateur","2013-2017","成蹊大学","/wiki/%E6%88%90%E8%B9%8A%E5%A4%A7%E5%AD%A6%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E9%83%A8",NA,NA,"2013","2017"
"Q30927315","Masayasu Ōshiba","大芝 優泰","%E5%A4%A7%E8%8A%9D%E5%84%AA%E6%B3%B0","Senior","2017-","NTTコミュニケーションズ","/wiki/NTT%E3%82%B3%E3%83%9F%E3%83%A5%E3%83%8B%E3%82%B1%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%E3%82%BA%E3%82%B7%E3%83%A3%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%B0%E3%82%A2%E3%83%BC%E3%82%AF%E3%82%B9","0","0","2017",NA
"Q30927436","Seiya Ozaki","尾崎 晟也","%E5%B0%BE%E5%B4%8E%E6%99%9F%E4%B9%9F","Amateur","2012-2014","伏見工業高校","/wiki/%E4%BA%AC%E9%83%BD%E5%B8%82%E7%AB%8B%E4%BC%8F%E8%A6%8B%E5%B7%A5%E6%A5%AD%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1",NA,NA,"2012","2014"
"Q30927436","Seiya Ozaki","尾崎 晟也","%E5%B0%BE%E5%B4%8E%E6%99%9F%E4%B9%9F","Amateur","2014-2018","帝京大学","/wiki/%E5%B8%9D%E4%BA%AC%E5%A4%A7%E5%AD%A6%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E9%83%A8",NA,NA,"2014","2018"
"Q30927436","Seiya Ozaki","尾崎 晟也","%E5%B0%BE%E5%B4%8E%E6%99%9F%E4%B9%9F","Senior","2018-","東京SG","/wiki/%E6%9D%B1%E4%BA%AC%E3%82%B5%E3%83%B3%E3%83%88%E3%83%AA%E3%83%BC%E3%82%B5%E3%83%B3%E3%82%B4%E3%83%AA%E3%82%A2%E3%82%B9","71","225","2018",NA
"Q30927436","Seiya Ozaki","尾崎 晟也","%E5%B0%BE%E5%B4%8E%E6%99%9F%E4%B9%9F","International","2014-2015","U20日本","/wiki/U-20%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E6%97%A5%E6%9C%AC%E4%BB%A3%E8%A1%A8","11","15","2014","2015"
"Q30927436","Seiya Ozaki","尾崎 晟也","%E5%B0%BE%E5%B4%8E%E6%99%9F%E4%B9%9F","International","2017-","日本","/wiki/%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E6%97%A5%E6%9C%AC%E4%BB%A3%E8%A1%A8","4","0","2017",NA
"Q30929077","Kazuki Katō","加藤 一希","%E5%8A%A0%E8%97%A4%E4%B8%80%E5%B8%8C","Amateur","2010-2013","春日丘高校","/wiki/%E4%B8%AD%E9%83%A8%E5%A4%A7%E5%AD%A6%E6%98%A5%E6%97%A5%E4%B8%98%E4%B8%AD%E5%AD%A6%E6%A0%A1%E3%83%BB%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1",NA,NA,"2010","2013"
"Q30929077","Kazuki Katō","加藤 一希","%E5%8A%A0%E8%97%A4%E4%B8%80%E5%B8%8C","Amateur","2013-2017","中部大学","/wiki/%E4%B8%AD%E9%83%A8%E5%A4%A7%E5%AD%A6",NA,NA,"2013","2017"
"Q30929077","Kazuki Katō","加藤 一希","%E5%8A%A0%E8%97%A4%E4%B8%80%E5%B8%8C","Senior","2017-2022","宗像B","/wiki/%E5%AE%97%E5%83%8F%E3%82%B5%E3%83%8B%E3%83%83%E3%82%AF%E3%82%B9%E3%83%96%E3%83%AB%E3%83%BC%E3%82%B9","26","10","2017","2022"
"Q30929077","Kazuki Katō","加藤 一希","%E5%8A%A0%E8%97%A4%E4%B8%80%E5%B8%8C","Senior","2022-","S東京ベイ","/wiki/%E3%82%AF%E3%83%9C%E3%82%BF%E3%82%B9%E3%83%94%E3%82%A2%E3%83%BC%E3%82%BA%E8%88%B9%E6%A9%8B%E3%83%BB%E6%9D%B1%E4%BA%AC%E3%83%99%E3%82%A4","5","0","2022",NA
"Q30929077","Kazuki Katō","加藤 一希","%E5%8A%A0%E8%97%A4%E4%B8%80%E5%B8%8C","Senior","2024-2024","ウェリントン・ライオンズ",NA,NA,NA,"2024","2024"
"Q30929232","Hiroaki Shirahama","白濱 弘章","%E7%99%BD%E6%BF%B1%E5%BC%98%E7%AB%A0","Amateur","2010-2013","東福岡高校","/wiki/%E6%9D%B1%E7%A6%8F%E5%B2%A1%E8%87%AA%E5%BD%8A%E9%A4%A8%E4%B8%AD%E5%AD%A6%E6%A0%A1%E3%83%BB%E6%9D%B1%E7%A6%8F%E5%B2%A1%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1",NA,NA,"2010","2013"
"Q30929232","Hiroaki Shirahama","白濱 弘章","%E7%99%BD%E6%BF%B1%E5%BC%98%E7%AB%A0","Amateur","2013-2017","九州共立大学","/wiki/%E4%B9%9D%E5%B7%9E%E5%85%B1%E7%AB%8B%E5%A4%A7%E5%AD%A6%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E9%83%A8",NA,NA,"2013","2017"
"Q30929232","Hiroaki Shirahama","白濱 弘章","%E7%99%BD%E6%BF%B1%E5%BC%98%E7%AB%A0","Senior",NA,"宗像サニックス","/wiki/%E5%AE%97%E5%83%8F%E3%82%B5%E3%83%8B%E3%83%83%E3%82%AF%E3%82%B9%E3%83%96%E3%83%AB%E3%83%BC%E3%82%B9",NA,NA,NA,NA
"Q30929232","Hiroaki Shirahama","白濱 弘章","%E7%99%BD%E6%BF%B1%E5%BC%98%E7%AB%A0","Senior",NA,"帆柱クラブ","",NA,NA,NA,NA
"Q30929232","Hiroaki Shirahama","白濱 弘章","%E7%99%BD%E6%BF%B1%E5%BC%98%E7%AB%A0","Senior",NA,"サウスタンRFC","",NA,NA,NA,NA
"Q30929232","Hiroaki Shirahama","白濱 弘章","%E7%99%BD%E6%BF%B1%E5%BC%98%E7%AB%A0","Senior",NA,"三重H","/wiki/%E4%B8%89%E9%87%8D%E3%83%9B%E3%83%B3%E3%83%80%E3%83%92%E3%83%BC%E3%83%88",NA,NA,NA,NA
"Q30929244","Kōhei Eguchi","江口 晃平","%E6%B1%9F%E5%8F%A3%E6%99%83%E5%B9%B3","Amateur","2010-2013","伏見工業高校","/wiki/%E4%BA%AC%E9%83%BD%E5%B8%82%E7%AB%8B%E4%BC%8F%E8%A6%8B%E5%B7%A5%E6%A5%AD%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1",NA,NA,"2010","2013"
"Q30929244","Kōhei Eguchi","江口 晃平","%E6%B1%9F%E5%8F%A3%E6%99%83%E5%B9%B3","Amateur","2013-2017","立命館大学","/wiki/%E7%AB%8B%E5%91%BD%E9%A4%A8%E5%A4%A7%E5%AD%A6%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E9%83%A8",NA,NA,"2013","2017"
"Q30929244","Kōhei Eguchi","江口 晃平","%E6%B1%9F%E5%8F%A3%E6%99%83%E5%B9%B3","Senior","2017-2023","静岡BR","/wiki/%E9%9D%99%E5%B2%A1%E3%83%96%E3%83%AB%E3%83%BC%E3%83%AC%E3%83%B4%E3%82%BA","13","10","2017","2023"
"Q30929250","Yuji Nishiuchi","西内 勇二","%E8%A5%BF%E5%86%85%E5%8B%87%E4%BA%8C","Amateur","2010-2013","東福岡高校","/wiki/%E6%9D%B1%E7%A6%8F%E5%B2%A1%E8%87%AA%E5%BD%8A%E9%A4%A8%E4%B8%AD%E5%AD%A6%E6%A0%A1%E3%83%BB%E6%9D%B1%E7%A6%8F%E5%B2%A1%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1",NA,NA,"2010","2013"
"Q30929250","Yuji Nishiuchi","西内 勇二","%E8%A5%BF%E5%86%85%E5%8B%87%E4%BA%8C","Amateur","2013-2017","法政大学","/wiki/%E6%B3%95%E6%94%BF%E5%A4%A7%E5%AD%A6%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E9%83%A8",NA,NA,"2013","2017"
"Q30929250","Yuji Nishiuchi","西内 勇二","%E8%A5%BF%E5%86%85%E5%8B%87%E4%BA%8C","Senior","2017-2021","ヤマハ発動機","/wiki/%E3%83%A4%E3%83%9E%E3%83%8F%E7%99%BA%E5%8B%95%E6%A9%9F%E3%82%B8%E3%83%A5%E3%83%93%E3%83%AD","2","0","2017","2021"
"Q30929321","Shōya Hirokawa","廣川 翔也","%E5%BB%A3%E5%B7%9D%E7%BF%94%E4%B9%9F","Amateur","2010-2013","東福岡高校","/wiki/%E6%9D%B1%E7%A6%8F%E5%B2%A1%E8%87%AA%E5%BD%8A%E9%A4%A8%E4%B8%AD%E5%AD%A6%E6%A0%A1%E3%83%BB%E6%9D%B1%E7%A6%8F%E5%B2%A1%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1",NA,NA,"2010","2013"
"Q30929321","Shōya Hirokawa","廣川 翔也","%E5%BB%A3%E5%B7%9D%E7%BF%94%E4%B9%9F","Amateur","2013-2017","慶應義塾","/wiki/%E6%85%B6%E6%87%89%E7%BE%A9%E5%A1%BE%E9%AB%94%E8%82%B2%E6%9C%83%E8%B9%B4%E7%90%83%E9%83%A8",NA,NA,"2013","2017"
"Q30929321","Shōya Hirokawa","廣川 翔也","%E5%BB%A3%E5%B7%9D%E7%BF%94%E4%B9%9F","Senior","2017-2022","静岡BR","/wiki/%E9%9D%99%E5%B2%A1%E3%83%96%E3%83%AB%E3%83%BC%E3%83%AC%E3%83%B4%E3%82%BA","1","0","2017","2022"
"Q30929325","Eishin Kuwano","桑野 詠真","%E6%A1%91%E9%87%8E%E8%A9%A0%E7%9C%9F","Amateur","2010-2013","筑紫高校","/wiki/%E7%A6%8F%E5%B2%A1%E7%9C%8C%E7%AB%8B%E7%AD%91%E7%B4%AB%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1",NA,NA,"2010","2013"
"Q30929325","Eishin Kuwano","桑野 詠真","%E6%A1%91%E9%87%8E%E8%A9%A0%E7%9C%9F","Amateur","2013-2017","早稲田大学","/wiki/%E6%97%A9%E7%A8%B2%E7%94%B0%E5%A4%A7%E5%AD%A6%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E8%B9%B4%E7%90%83%E9%83%A8",NA,NA,"2013","2017"
"Q30929325","Eishin Kuwano","桑野 詠真","%E6%A1%91%E9%87%8E%E8%A9%A0%E7%9C%9F","Senior","2017-","静岡BR","/wiki/%E9%9D%99%E5%B2%A1%E3%83%96%E3%83%AB%E3%83%BC%E3%83%AC%E3%83%B4%E3%82%BA","58","15","2017",NA
"Q30929325","Eishin Kuwano","桑野 詠真","%E6%A1%91%E9%87%8E%E8%A9%A0%E7%9C%9F","International","2014-2014","U20日本","/wiki/U-20%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E6%97%A5%E6%9C%AC%E4%BB%A3%E8%A1%A8",NA,NA,"2014","2014"
"Q30929325","Eishin Kuwano","桑野 詠真","%E6%A1%91%E9%87%8E%E8%A9%A0%E7%9C%9F","International","2024-","日本","/wiki/%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E6%97%A5%E6%9C%AC%E4%BB%A3%E8%A1%A8","2","0","2024",NA
"Q30929388","Genta Wada","和田 源太","%E5%92%8C%E7%94%B0%E6%BA%90%E5%A4%AA","Amateur","2010-2013","御所実業高校","/wiki/%E5%A5%88%E8%89%AF%E7%9C%8C%E7%AB%8B%E5%BE%A1%E6%89%80%E5%AE%9F%E6%A5%AD%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1",NA,NA,"2010","2013"
"Q30929388","Genta Wada","和田 源太","%E5%92%8C%E7%94%B0%E6%BA%90%E5%A4%AA","Amateur","2013-2017","法政大学","/wiki/%E6%B3%95%E6%94%BF%E5%A4%A7%E5%AD%A6%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E9%83%A8",NA,NA,"2013","2017"
"Q30929388","Genta Wada","和田 源太","%E5%92%8C%E7%94%B0%E6%BA%90%E5%A4%AA","Senior","2017-2022","静岡BR","/wiki/%E9%9D%99%E5%B2%A1%E3%83%96%E3%83%AB%E3%83%BC%E3%83%AC%E3%83%B4%E3%82%BA","0","0","2017","2022"
"Q30929395","Tomokazu Kira","吉良 友嘉","%E5%90%89%E8%89%AF%E5%8F%8B%E5%98%89","Amateur","2010-2013","日本文理大学附属高校","/wiki/%E6%97%A5%E6%9C%AC%E6%96%87%E7%90%86%E5%A4%A7%E5%AD%A6%E9%99%84%E5%B1%9E%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1",NA,NA,"2010","2013"
"Q30929395","Tomokazu Kira","吉良 友嘉","%E5%90%89%E8%89%AF%E5%8F%8B%E5%98%89","Amateur","2013-2017","関東学院大学","/wiki/%E9%96%A2%E6%9D%B1%E5%AD%A6%E9%99%A2%E5%A4%A7%E5%AD%A6%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E9%83%A8",NA,NA,"2013","2017"
"Q30929395","Tomokazu Kira","吉良 友嘉","%E5%90%89%E8%89%AF%E5%8F%8B%E5%98%89","Senior","2017-2024","静岡BR","/wiki/%E9%9D%99%E5%B2%A1%E3%83%96%E3%83%AB%E3%83%BC%E3%83%AC%E3%83%B4%E3%82%BA","9","5","2017","2024"
"Q30929545","Yuta Isobe","磯辺 裕太","%E7%A3%AF%E8%BE%BA%E8%A3%95%E5%A4%AA","Amateur","2010-2013","西陵高校","/wiki/%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%E7%AB%8B%E8%A5%BF%E9%99%B5%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1",NA,NA,"2010","2013"
"Q30929545","Yuta Isobe","磯辺 裕太","%E7%A3%AF%E8%BE%BA%E8%A3%95%E5%A4%AA","Amateur","2013-2017","東海大学","/wiki/%E6%9D%B1%E6%B5%B7%E5%A4%A7%E5%AD%A6%E4%BD%93%E8%82%B2%E4%BC%9A%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%95%E3%83%83%E3%83%88%E3%83%9C%E3%83%BC%E3%83%AB%E9%83%A8",NA,NA,"2013","2017"
