"","France","New Zealand","England","South Africa","Japan","Wales","Australia","Ireland","Scotland","Italy","Argentina","U.S.A.","Others"
"DBPD",20.2384331535623,79.8486932599725,60.4469670095779,85.3178155774396,13.1425800193986,80.9007981755986,68.1242807825086,54.5003543586109,77.410071942446,52.1545319465082,62.6262626262626,57.6673866090713,58.0310880829016
"enWP",30.5137666761283,95.1169188445667,95.4948563320326,85.5863921217547,15.6644034917556,98.460661345496,96.6052934407365,97.0233876683203,98.4172661870504,65.3789004457652,74.9494949494949,86.3930885529158,74.0627857360561
"esWP",10.8146466080045,8.01237964236589,5.42745654487407,7.60966875559534,1.3094083414161,5.75826681870011,9.83889528193326,7.2289156626506,5.61151079136691,8.32095096582467,58.1818181818182,16.1987041036717,9.84455958549223
"frWP",95.4016463241555,31.4993122420908,23.5544519333097,32.094897045658,4.31619786614937,28.6773090079818,28.1357882623705,30.4039688164422,26.9784172661871,43.6849925705795,52.3232323232323,22.0302375809935,44.8948491313624
"itWP",8.74254896395118,9.80055020632737,9.96807378503015,8.77350044762757,0.630455868089234,9.86316989737742,12.6006904487917,13.1112686038271,8.34532374100719,81.7236255572065,32.5252525252525,3.67170626349892,6.85766534593112
"jaWP",4.31450468350837,16.9188445667125,4.50514366796736,9.71351835273053,98.4481086323957,4.96009122006842,14.2117376294591,6.59107016300496,5.68345323741007,9.21248142644874,17.5757575757576,14.4708423326134,19.5672051203901
"WD",100,100,100,100,100,100,100,100,100,100,100,100,100
