"name","tier","division","wikidataId","homonyms"
"Lake Macquarie",6,"NSWCRU Newcastle and Hunter Rugby Union","",""
"Maitland",6,"NSWCRU Newcastle and Hunter Rugby Union","",""
"Muswellbrook",6,"NSWCRU Newcastle and Hunter Rugby Union","",""
"Nelson Bay",6,"NSWCRU Newcastle and Hunter Rugby Union","",""
"Pokolbin",6,"NSWCRU Newcastle and Hunter Rugby Union","",""
"Singleton",6,"NSWCRU Newcastle and Hunter Rugby Union","",""
"Southern Beaches",6,"NSWCRU Newcastle and Hunter Rugby Union","",""
"Southern Lakes",6,"NSWCRU Newcastle and Hunter Rugby Union","",""
"University RC",6,"NSWCRU Newcastle and Hunter Rugby Union","",""
"Wanderers",6,"NSWCRU Newcastle and Hunter Rugby Union","","Q29458342; Q2391440"
"Waratahs",6,"NSWCRU Newcastle and Hunter Rugby Union","","Q534417"
"Bourke Rams",6,"NSWCRU Western Plains Rugby Union","",""
"Brewarrina Brumbies",6,"NSWCRU Western Plains Rugby Union","",""
"Cobar Camels",6,"NSWCRU Western Plains Rugby Union","",""
"Coonamble Rams",6,"NSWCRU Western Plains Rugby Union","",""
"Gulargambone Galahs",6,"NSWCRU Western Plains Rugby Union","",""
"Nyngan Bogan Bulls",6,"NSWCRU Western Plains Rugby Union","",""
"Walgett Rams",6,"NSWCRU Western Plains Rugby Union","",""
"Warren Pumas",6,"NSWCRU Western Plains Rugby Union","",""
"Barker Old Boys",7,"NSWCRU New South Wales Suburban Rugby Union - Second Division","",""
"Blue Mountains Rugby Club",7,"NSWCRU New South Wales Suburban Rugby Union - Second Division","Q117286464",""
"Forest Rugby Club",7,"NSWCRU New South Wales Suburban Rugby Union - Second Division","Q5469099",""
"Hills RC",7,"NSWCRU New South Wales Suburban Rugby Union - Second Division","",""
"Hunters Hill Rugby Club",7,"NSWCRU New South Wales Suburban Rugby Union - Second Division","Q16970426",""
"Newport Breakers Rugby Club",7,"NSWCRU New South Wales Suburban Rugby Union - Second Division","",""
"University of New South Wales Rugby union Club",7,"NSWCRU New South Wales Suburban Rugby Union - Second Division","",""
"Waverley Rugby Club",7,"NSWCRU New South Wales Suburban Rugby Union - Second Division","Q3566766",""
"Beecroft Rugby Club",8,"NSWCRU New South Wales Suburban Rugby Union - Third Division","Q4879720",""
"Brothers Rugby Club Sydney",8,"NSWCRU New South Wales Suburban Rugby Union - Third Division","Q4975675",""
"Epping Rams Rugby Club",8,"NSWCRU New South Wales Suburban Rugby Union - Third Division","Q5383893",""
"Hawkesbury Valley",8,"NSWCRU New South Wales Suburban Rugby Union - Third Division","",""
"Kings Old Boys",8,"NSWCRU New South Wales Suburban Rugby Union - Third Division","",""
"Oatley RC",8,"NSWCRU New South Wales Suburban Rugby Union - Third Division","",""
"Old Ignatians' Rugby Football Club",8,"NSWCRU New South Wales Suburban Rugby Union - Third Division","Q7084261",""
"Redfield Old Boys",8,"NSWCRU New South Wales Suburban Rugby Union - Third Division","",""
"St Ives RC",8,"NSWCRU New South Wales Suburban Rugby Union - Third Division","",""
"UWS Hawkesbury RC",8,"NSWCRU New South Wales Suburban Rugby Union - Third Division","",""
"Blacktown RC",9,"NSWCRU New South Wales Suburban Rugby Union - Fourth Division","",""
"Canterbury RC",9,"NSWCRU New South Wales Suburban Rugby Union - Fourth Division","","Q5033683"
"Colleagues Convicts",9,"NSWCRU New South Wales Suburban Rugby Union - Fourth Division","",""
"Macquarie University RC",9,"NSWCRU New South Wales Suburban Rugby Union - Fourth Division","",""
"Rouse Hill RC",9,"NSWCRU New South Wales Suburban Rugby Union - Fourth Division","",""
"Sydney Harlequins RC",9,"NSWCRU New South Wales Suburban Rugby Union - Fourth Division","",""
"Sydney Irish RC",9,"NSWCRU New South Wales Suburban Rugby Union - Fourth Division","",""
"Alexandria RC",10,"NSWCRU New South Wales Suburban Rugby Union - Fifth Division","",""
"Burraneer RC",10,"NSWCRU New South Wales Suburban Rugby Union - Fifth Division","",""
"Chatswood RC",10,"NSWCRU New South Wales Suburban Rugby Union - Fifth Division","",""
"Clovelly RC",10,"NSWCRU New South Wales Suburban Rugby Union - Fifth Division","",""
"Collaroy RC",10,"NSWCRU New South Wales Suburban Rugby Union - Fifth Division","",""
"Dee Why RC",10,"NSWCRU New South Wales Suburban Rugby Union - Fifth Division","",""
"Engadine RC",10,"NSWCRU New South Wales Suburban Rugby Union - Fifth Division","",""
"Fairvale/Lansvale RC",10,"NSWCRU New South Wales Suburban Rugby Union - Fifth Division","",""
"ICMS RC",10,"NSWCRU New South Wales Suburban Rugby Union - Fifth Division","",""
"Lane Cove Rugby",10,"NSWCRU New South Wales Suburban Rugby Union - Fifth Division","Q6485379",""
"Maccabi R.F.C.",10,"NSWCRU New South Wales Suburban Rugby Union - Fifth Division","Q6722862",""
"Manly Savers RC",10,"NSWCRU New South Wales Suburban Rugby Union - Fifth Division","",""
"Menai RC",10,"NSWCRU New South Wales Suburban Rugby Union - Fifth Division","",""
"Merrylands RC",10,"NSWCRU New South Wales Suburban Rugby Union - Fifth Division","",""
"Roseville RC",10,"NSWCRU New South Wales Suburban Rugby Union - Fifth Division","",""
"Terrey Hills RC",10,"NSWCRU New South Wales Suburban Rugby Union - Fifth Division","",""
"Wakehurst RC",10,"NSWCRU New South Wales Suburban Rugby Union - Fifth Division","",""
"Wollondilly RC",10,"NSWCRU New South Wales Suburban Rugby Union - Fifth Division","",""
