"nation","name","url"
"Australia","Fraser McReight","https://en.wikipedia.org/wiki/Fraser_McReight"
"Australia","Lachlan Swinton","https://en.wikipedia.org/wiki/Lachlan_Swinton"
"Australia","Tom Wright","https://en.wikipedia.org/wiki/Tom_Wright_(rugby,_born_1997)"
"Australia","Angus Bell","https://en.wikipedia.org/wiki/Angus_Bell"
"Australia","Andrew Kellaway","https://en.wikipedia.org/wiki/Andrew_Kellaway_(rugby_union)"
"Australia","Lachlan Lonergan","https://en.wikipedia.org/wiki/Lachlan_Lonergan"
"Australia","Darcy Swain","https://en.wikipedia.org/wiki/Darcy_Swain"
"Australia","Len Ikitau","https://en.wikipedia.org/wiki/Len_Ikitau"
"Australia","Feleti Kaitu'u","https://en.wikipedia.org/wiki/Feleti_Kaitu%27u"
"Australia","Rob Leota","https://en.wikipedia.org/wiki/Rob_Leota"
"Australia","Connal McInerney","https://en.wikipedia.org/wiki/Connal_McInerney"
"Australia","Izaia Perese","https://en.wikipedia.org/wiki/Izaia_Perese"
"Australia","Ollie Hoskins","https://en.wikipedia.org/wiki/Ollie_Hoskins_(rugby_union)"
"Australia","Lalakai Foketi","https://en.wikipedia.org/wiki/Lalakai_Foketi"
"Australia","Dave Porecki","https://en.wikipedia.org/wiki/Dave_Porecki"
"Australia","Cadeyrn Neville","https://en.wikipedia.org/wiki/Cadeyrn_Neville"
"Australia","Nick Frost","https://en.wikipedia.org/wiki/Nick_Frost_(rugby_union)"
"Australia","Suliasi Vunivalu","https://en.wikipedia.org/wiki/Suliasi_Vunivalu"
"Australia","Jed Holloway","https://en.wikipedia.org/wiki/Jed_Holloway"
"Australia","Matt Gibbon","https://en.wikipedia.org/wiki/Matt_Gibbon"
"Australia","Billy Pollard","https://en.wikipedia.org/wiki/Billy_Pollard"
"Australia","Pone Fa'amausili","https://en.wikipedia.org/wiki/Pone_Fa%27amausili"
"Australia","Langi Gleeson","https://en.wikipedia.org/wiki/Langi_Gleeson"
"Australia","Jock Campbell","https://en.wikipedia.org/wiki/Jock_Campbell_(rugby_union)"
"Australia","Mark Nawaqanitawase","https://en.wikipedia.org/wiki/Mark_Nawaqanitawase"
"Australia","Ben Donaldson","https://en.wikipedia.org/wiki/Ben_Donaldson_(rugby_union)"
"Australia","Sam Talakai","https://en.wikipedia.org/wiki/Sam_Talakai"
"Australia","Tom Hooper","https://en.wikipedia.org/wiki/Tom_Hooper_(rugby_union)"
"Australia","Richie Arnold","https://en.wikipedia.org/wiki/Richie_Arnold"
"Australia","Zane Nonggorr","https://en.wikipedia.org/wiki/Zane_Nonggorr"
"Australia","Carter Gordon","https://en.wikipedia.org/wiki/Carter_Gordon"
"Australia","Josh Kemeny","https://en.wikipedia.org/wiki/Josh_Kemeny"
"Australia","Matt Faessler","https://en.wikipedia.org/wiki/Matt_Faessler"
"Australia","Blake Schoupp","https://en.wikipedia.org/wiki/Blake_Schoupp"
"Australia","Issak Fines-Leleiwasa","https://en.wikipedia.org/wiki/Issak_Fines-Leleiwasa"
"Australia","Josh Flook","https://en.wikipedia.org/wiki/Josh_Flook"
"Australia","Jeremy Williams","https://en.wikipedia.org/wiki/Jeremy_Williams_(rugby_union)"
"Australia","Angus Blyth","https://en.wikipedia.org/wiki/Angus_Blyth"
"Australia","Isaac Aedo Kailea","https://en.wikipedia.org/wiki/Isaac_Aedo_Kailea"
"Australia","Charlie Cale","https://en.wikipedia.org/wiki/Charlie_Cale_(rugby_union)"
"Australia","Tom Lynagh","https://en.wikipedia.org/wiki/Tom_Lynagh"
"Australia","Dylan Pietsch","https://en.wikipedia.org/wiki/Dylan_Pietsch"
"Australia","Josh Nasser","https://en.wikipedia.org/wiki/Josh_Nasser"
"Australia","Darby Lancaster","https://en.wikipedia.org/wiki/Darby_Lancaster"
"Australia","Alex Hodgman","https://en.wikipedia.org/wiki/Alex_Hodgman"
"Australia","Carlo Tizzano","https://en.wikipedia.org/wiki/Carlo_Tizzano"
"Australia","Luke Reimer","https://en.wikipedia.org/wiki/Luke_Reimer"
"Australia","Max Jorgensen","https://en.wikipedia.org/wiki/Max_Jorgensen"
"Australia","Seru Uru","https://en.wikipedia.org/wiki/Seru_Uru"
"Australia","Hamish Stewart","https://en.wikipedia.org/wiki/Hamish_Stewart"
"Australia","Josh Canham","https://en.wikipedia.org/wiki/Josh_Canham"
"Australia","Joseph Sua'ali'i","https://en.wikipedia.org/wiki/Joseph_Sua%27ali%27i"
"Australia","Harry Potter","https://en.wikipedia.org/wiki/Harry_Potter_(rugby_union)"
"Australia","Tane Edmed","https://en.wikipedia.org/wiki/Tane_Edmed"
"Canada","Jerry Boone",NA
"Canada","Eric Cameron",NA
"Canada","Albert du Temple",NA
"Canada","Campbell Forbes",NA
"Canada","Brian Hunnings",NA
"Canada","Arrol Mitchell",NA
"Canada","Bud Murray",NA
"Canada","George Niblo",NA
"Canada","Johnny Rowland",NA
"Canada","Ivor Saundry",NA
"Canada","Sydney Selkirk",NA
"Canada","Frank Skillings",NA
"Canada","Tubby Suter",NA
"Canada","William Wharton",NA
"Canada","Pete Wilson",NA
"Canada","Jack Bain",NA
"Canada","Gordon Cox",NA
"Canada","Len Leroy",NA
"Canada","Ernest Pinkham",NA
"Canada","Greg Bjarnason",NA
"Canada","Don Burgess",NA
"Canada","Mike Chambers",NA
"Canada","Mike Clark",NA
"Canada","Peter Frize",NA
"Canada","Peter Grantham",NA
"Canada","Bob McKee",NA
"Canada","Buzz Moore",NA
"Canada","Vince Moroney",NA
"Canada","George Puil",NA
"Canada","Glen Stover",NA
"Canada","Barry Stubbs",NA
"Canada","Dave Ure",NA
"Canada","R.S. Wilson",NA
"Canada","Bill Granleese",NA
"Canada","John Newton",NA
"Canada","J.M. Ward",NA
"Canada","G.J.M. Wessels",NA
"Canada","Brian Williams",NA
"Canada","Brian Barker",NA
"Canada","Al Bianco",NA
"Canada","Barrie Burnham",NA
"Canada","Tim Cummings",NA
"Canada","Ted Hunt",NA
"Canada","Jerry Lorenz",NA
"Canada","Ross McDonald",NA
"Canada","Brian McKee",NA
"Canada","Dave Milne",NA
"Canada","Geoff Robinson",NA
"Canada","Jim Ryan",NA
"Canada","D. Steen",NA
"Canada","Ray Wickland",NA
"Canada","Tom Bourne",NA
"Canada","R. Brewer",NA
"Canada","Ieuan Edwards",NA
"Canada","Tommy Fraine",NA
"Canada","Gary Fumano",NA
"Canada","Tetsuhiko Kariya",NA
"Canada","M.G. McKenna",NA
"Canada","L.W. Whitty",NA
"Canada","Tony Wooler",NA
"Canada","Chas Burford",NA
"Canada","A.E. Foster",NA
"Canada","Bobbie Jackson",NA
"Canada","O. Johnson",NA
"Canada","G. MacDonald",NA
"Canada","Spence McTavish","https://en.wikipedia.org/wiki/Spence_McTavish"
"Canada","Ken Myhre",NA
"Canada","Doug Schick",NA
"Canada","Bill Thomson",NA
"Canada","Jordan Allers",NA
"Canada","Mike Ashton",NA
"Canada","Garth Henrikson",NA
"Canada","Dan Pahl",NA
"Canada","Dave Slater",NA
"Canada","Andy Stanton",NA
"Canada","Fred Sturrock",NA
"Canada","Ken Wilke",NA
"Canada","Stu Barber",NA
"Canada","Tim Blackwell",NA
"Canada","Noel Browne",NA
"Canada","Frank Deacy",NA
"Canada","Dave Docherty",NA
"Canada","Geoff Ellwand",NA
"Canada","Gillie Greig",NA
"Canada","Gudmund Gudmunseth",NA
"Canada","Leigh Hillier",NA
"Canada","Ro Hindson","https://en.wikipedia.org/wiki/Ro_Hindson"
"Canada","Barry Legh",NA
"Canada","Hugh Wyndham",NA
"Canada","Bob McGeein",NA
"Canada","John Billingsley",NA
"Canada","Hans de Goede","https://en.wikipedia.org/wiki/Hans_de_Goede"
"Canada","Alan Douglas",NA
"Canada","Mike Eckardt",NA
"Canada","P. Howlett",NA
"Canada","A. Kingham",NA
"Canada","Mike Luke",NA
"Canada","J. McDonald",NA
"Canada","Peter Mason",NA
"Canada","Geoff Relph",NA
"Canada","David Whyte",NA
"Canada","Mike Alder",NA
"Canada","I. Fleming",NA
"Canada","Chris le Fevre",NA
"Canada","Dennis Quigley",NA
"Canada","Tony Scott",NA
"Canada","Casey Walt",NA
"Canada","Keith Wilkinson",NA
"Canada","Tony Bauer",NA
"Canada","Bill Collins",NA
"Canada","Mike Dandy",NA
"Canada","Dave Eburne",NA
"Canada","Greg Gonis",NA
"Canada","Robbie Greig",NA
"Canada","Preston Wiley",NA
"Canada","F. Carson",NA
"Canada","Garry Hirayama",NA
"Canada","Gary Grant",NA
"Canada","S. Wood",NA
"Canada","Ron Stapleton",NA
"Canada","Michael Williams",NA
"Canada","Jim Donaldson","https://en.wikipedia.org/wiki/Jim_Donaldson_(rugby_union)"
"Canada","Gary Johnston",NA
"Canada","Ken Peace",NA
"Canada","Jack Shaw",NA
"Canada","Graham Taylor",NA
"Canada","Larry Chung",NA
"Canada","Dwaine van Eeuwen",NA
"Canada","Andrew Bibby","https://en.wikipedia.org/wiki/Andrew_Bibby_(rugby_union)"
"Canada","Robin Russell",NA
"Canada","Ron McInnes",NA
"Canada","Denny Sinnott",NA
"Canada","A.J. Carson",NA
"Canada","Gary Dukelow","https://en.wikipedia.org/wiki/Gary_Dukelow"
"Canada","Mark Schiefler",NA
"Canada","Chuck Shergold",NA
"Canada","John Phelan",NA
"Canada","Garland Jennings",NA
"Canada","Charlie MacLachlan",NA
"Canada","Ian MacMillan",NA
"Canada","Jim Moyes",NA
"Canada","Bill Spofford",NA
"Canada","Jamie Hawthorn",NA
"Canada","Evan Jones",NA
"Canada","Paul Monaghan",NA
"Canada","Mark Wyatt","https://en.wikipedia.org/wiki/Mark_Wyatt_(rugby_union,_born_1961)"
"Canada","Tony Godziek",NA
"Canada","John Lecky","https://en.wikipedia.org/wiki/John_Lecky_(rugby_union,_born_1960)"
"Canada","Bernie Bonenberg",NA
"Canada","F. Forster",NA
"Canada","Peter MacLean",NA
"Canada","Ross Breen","https://en.wikipedia.org/wiki/Ross_Breen"
"Canada","Zlatko Cvitak",NA
"Canada","Jim Delaney",NA
"Canada","G. Fraser",NA
"Canada","Cliff Jones",NA
"Canada","Pat Palmer","https://en.wikipedia.org/wiki/Pat_Palmer_(rugby_union)"
"Canada","John Vivian",NA
"Canada","Steve Gray","https://en.wikipedia.org/wiki/Steve_Gray_(rugby_union)"
"Canada","Matt Kokan",NA
"Canada","P.A. Kyle",NA
"Canada","Ian Stuart","https://en.wikipedia.org/wiki/Ian_Stuart_(rugby_union)"
"Canada","Tom Woods","https://en.wikipedia.org/wiki/Tom_Woods_(rugby_union)"
"Canada","Norman Carr",NA
"Canada","Mike Clarkin",NA
"Canada","Marius Felix",NA
"Canada","Bill Handson","https://en.wikipedia.org/wiki/Bill_Handson"
"Canada","Tony McGann",NA
"Canada","Randy McKellar","https://en.wikipedia.org/wiki/Randy_McKellar"
"Canada","John Robertsen","https://en.wikipedia.org/wiki/John_Robertsen"
"Canada","Karl Svoboda","https://en.wikipedia.org/wiki/Karl_Svoboda"
"Canada","Dave Tucker","https://en.wikipedia.org/wiki/Dave_Tucker_(rugby_union)"
"Canada","Roy Radu","https://en.wikipedia.org/wiki/Roy_Radu"
"Canada","J.D.O. Devlin",NA
"Canada","Eric Kettleson",NA
"Canada","Gord MacKinnon","https://en.wikipedia.org/wiki/Gord_MacKinnon"
"Canada","Paul Vaesen",NA
"Canada","Glenn Ennis","https://en.wikipedia.org/wiki/Glenn_Ennis"
"Canada","Rob Frame",NA
"Canada","Ian Hyde-Lay","https://en.wikipedia.org/wiki/Ian_Hyde-Lay"
"Canada","Eddie Evans","https://en.wikipedia.org/wiki/Eddie_Evans"
"Canada","Gareth Rees","https://en.wikipedia.org/wiki/Gareth_Rees_(rugby_union)"
"Canada","Ron van den Brink","https://en.wikipedia.org/wiki/Ron_van_den_Brink"
"Canada","Bruce Breen","https://en.wikipedia.org/wiki/Bruce_Breen"
"Canada","Mark Cardinal","https://en.wikipedia.org/wiki/Mark_Cardinal"
"Canada","Charles Jones",NA
"Canada","Norm Hadley","https://en.wikipedia.org/wiki/Norm_Hadley"
"Canada","Mark Holmes",NA
"Canada","Chris Tynan","https://en.wikipedia.org/wiki/Chris_Tynan"
"Canada","Tony Arthurs",NA
"Canada","Stuart Creagh",NA
"Canada","Chris Fowler",NA
"Canada","A.R. Heaman",NA
"Canada","David Speirs","https://en.wikipedia.org/wiki/David_Speirs_(rugby_union)"
"Canada","Shayne Brown",NA
"Canada","John Graf","https://en.wikipedia.org/wiki/John_Graf"
"Canada","Bobby Ross","https://en.wikipedia.org/wiki/Bobby_Ross_(rugby_union)"
"Canada","Paul Szabo","https://en.wikipedia.org/wiki/Paul_Szabo_(rugby_union)"
"Canada","Scott Stewart","https://en.wikipedia.org/wiki/Scott_Stewart_(rugby_union)"
"Canada","Al Charron","https://en.wikipedia.org/wiki/Al_Charron"
"Canada","Dave Lougheed","https://en.wikipedia.org/wiki/Dave_Lougheed"
"Canada","Dan Jackart","https://en.wikipedia.org/wiki/Dan_Jackart"
"Canada","Christian Stewart","https://en.wikipedia.org/wiki/Christian_Stewart"
"Canada","Ian Gordon","https://en.wikipedia.org/wiki/Ian_Gordon_(rugby_union)"
"Canada","Colin McKenzie","https://en.wikipedia.org/wiki/Colin_McKenzie_(rugby_union)"
"Canada","Scott MacKinnon",NA
"Canada","Jeff Knauer",NA
"Canada","M. Williams",NA
"Canada","Kevin Wirachowski",NA
"Canada","Julian Loveday","https://en.wikipedia.org/wiki/Julian_Loveday"
"Canada","John Hutchinson","https://en.wikipedia.org/wiki/John_Hutchinson_(rugby_union)"
"Canada","Chris Whittaker",NA
"Canada","Ian Kennedy",NA
"Canada","Ian MacKay",NA
"Canada","Ron Toews","https://en.wikipedia.org/wiki/Ron_Toews"
"Canada","Ian Cooper",NA
"Canada","Mike James","https://en.wikipedia.org/wiki/Mike_James_(rugby_union)"
"Canada","Winston Stanley","https://en.wikipedia.org/wiki/Winston_Stanley_(rugby_union,_born_1974)"
"Canada","Paul LeBlanc",NA
"Canada","Kevin Whitley","https://en.wikipedia.org/wiki/Kevin_Whitley_(rugby_union)"
"Canada","Jeff Grout",NA
"Canada","Shawn Lytton","https://en.wikipedia.org/wiki/Shawn_Lytton"
"Canada","Danny Nikas",NA
"Canada","Courtney Smith","https://en.wikipedia.org/wiki/Courtney_Smith_(rugby_union)"
"Canada","Alan Tynan",NA
"Canada","Gareth Rowlands","https://en.wikipedia.org/wiki/Gareth_Rowlands"
"Canada","Rod Snow","https://en.wikipedia.org/wiki/Rod_Snow"
"Canada","Barry Ebl",NA
"Canada","Chris Michaluk","https://en.wikipedia.org/wiki/Chris_Michaluk"
"Canada","David Penney","https://en.wikipedia.org/wiki/David_Penney_(rugby_union)"
"Canada","Nick Clapinson",NA
"Canada","Rob Card","https://en.wikipedia.org/wiki/Rob_Card_(rugby_union)"
"Canada","Jim Yeganegi",NA
"Canada","Richard Bice",NA
"Canada","Jason Hall",NA
"Canada","Tony Healy","https://en.wikipedia.org/wiki/Tony_Healy"
"Canada","Dennis Clarke",NA
"Canada","Jeff Tomlinson",NA
"Canada","Scott Bryan",NA
"Canada","Joe Haley",NA
"Canada","Scott Hendry",NA
"Canada","Brian Mosychuck",NA
"Canada","Kyle Nichols","https://en.wikipedia.org/wiki/Kyle_Nichols"
"Canada","Mike Schmid","https://en.wikipedia.org/wiki/Mike_Schmid_(rugby_union)"
"Canada","Jason Penaluna","https://en.wikipedia.org/wiki/Jason_Penaluna"
"Canada","Brian McCarthy","https://en.wikipedia.org/wiki/Brian_McCarthy_(rugby_union)"
"Canada","John Tait","https://en.wikipedia.org/wiki/John_Tait_(rugby_union)"
"Canada","Adam Marshall",NA
"Canada","C. Smythe",NA
"Canada","Kevin Morgan",NA
"Canada","Colin Robertson",NA
"Canada","Joe Pagano",NA
"Canada","Dan Baugh","https://en.wikipedia.org/wiki/Dan_Baugh"
"Canada","Pat Dunkley","https://en.wikipedia.org/wiki/Pat_Dunkley"
"Canada","Harry Toews","https://en.wikipedia.org/wiki/Harry_Toews"
"Canada","Troy MacDonald",NA
"Canada","Rob Robson",NA
"Canada","Nik Witkowski","https://en.wikipedia.org/wiki/Nik_Witkowski"
"Canada","Jon Thiel","https://en.wikipedia.org/wiki/Jon_Thiel"
"Canada","Jeremy Cordle","https://en.wikipedia.org/wiki/Jeremy_Cordle"
"Canada","Roger Robinson",NA
"Canada","Ryan Banks","https://en.wikipedia.org/wiki/Ryan_Banks"
"Canada","Fred Asselin","https://en.wikipedia.org/wiki/Fred_Asselin"
"Canada","Morgan Williams","https://en.wikipedia.org/wiki/Morgan_Williams_(rugby_union,_born_1976)"
"Canada","Duane Major","https://en.wikipedia.org/wiki/Duane_Major"
"Canada","Jared Barker","https://en.wikipedia.org/wiki/Jared_Barker"
"Canada","Garth Cooke",NA
"Canada","Sean Fauth","https://en.wikipedia.org/wiki/Sean_Fauth"
"Canada","Ed Knaggs","https://en.wikipedia.org/wiki/Ed_Knaggs"
"Canada","Phil Murphy","https://en.wikipedia.org/wiki/Phil_Murphy_(rugby_union,_born_1976)"
"Canada","Kevin Tkachuk","https://en.wikipedia.org/wiki/Kevin_Tkachuk"
"Canada","Adam van Staveren",NA
"Canada","Mark Irvine",NA
"Canada","Nick Milau",NA
"Canada","Gregor Dixon",NA
"Canada","Jason Verstraten",NA
"Canada","John Cannon","https://en.wikipedia.org/wiki/John_Cannon_(rugby_union)"
"Canada","Ed Fairhurst","https://en.wikipedia.org/wiki/Ed_Fairhurst"
"Canada","Jeff Williams","https://en.wikipedia.org/wiki/Jeff_Williams_(rugby_union,_born_1974)"
"Canada","Dale Burleigh",NA
"Canada","Marco Di Girolamo","https://en.wikipedia.org/wiki/Marco_Di_Girolamo"
"Canada","Ron Johnstone",NA
"Canada","Boris Stoikos",NA
"Canada","Colin Yukes","https://en.wikipedia.org/wiki/Colin_Yukes"
"Canada","Brad Major",NA
"Canada","Shane Thompson",NA
"Canada","Mike Danskin","https://en.wikipedia.org/wiki/Mike_Danskin"
"Canada","Mark Lawson","https://en.wikipedia.org/wiki/Mark_Lawson_(rugby_union)"
"Canada","Jamie Cudmore","https://en.wikipedia.org/wiki/Jamie_Cudmore"
"Canada","Matt King","https://en.wikipedia.org/wiki/Matthew_Guinness-King"
"Canada","Leif Carlson","https://en.wikipedia.org/wiki/Leif_Carlson"
"Canada","Quentin Fyffe","https://en.wikipedia.org/wiki/Quentin_Fyffe"
"Canada","Dave Moonlight","https://en.wikipedia.org/wiki/Dave_Moonlight"
"Canada","Chad Plater",NA
"Canada","Pat Riordan","https://en.wikipedia.org/wiki/Pat_Riordan"
"Canada","Ryan Smith","https://en.wikipedia.org/wiki/Ryan_Smith_(rugby_union,_born_1979)"
"Canada","Aaron Abrams","https://en.wikipedia.org/wiki/Aaron_Abrams_(rugby_union)"
"Canada","James Pritchard","https://en.wikipedia.org/wiki/James_Pritchard_(rugby_union)"
"Canada","Jim Douglas",NA
"Canada","Jeff Reid","https://en.wikipedia.org/wiki/Jeff_Reid"
"Canada","Josh Jackson","https://en.wikipedia.org/wiki/Josh_Jackson_(rugby_union)"
"Canada","Pat Bickerton",NA
"Canada","Forrest Gainer","https://en.wikipedia.org/wiki/Forrest_Gainer"
"Canada","Stan McKeen","https://en.wikipedia.org/wiki/Stan_McKeen"
"Canada","Sean O'Leary",NA
"Canada","Alby Pasutto",NA
"Canada","Mike Pyke","https://en.wikipedia.org/wiki/Mike_Pyke"
"Canada","Mike Webb","https://en.wikipedia.org/wiki/Mike_Webb_(rugby_union)"
"Canada","Tyler Wish",NA
"Canada","Mike Burak","https://en.wikipedia.org/wiki/Mike_Burak"
"Canada","Brian Collins",NA
"Canada","Pat Fleck",NA
"Canada","Tony LaCarte",NA
"Canada","Barclay Luke","https://en.wikipedia.org/wiki/Barclay_Luke"
"Canada","Dan Pletch","https://en.wikipedia.org/wiki/Dan_Pletch"
"Canada","Matt Weingart","https://en.wikipedia.org/wiki/Matt_Weingart"
"Canada","Mike Langley",NA
"Canada","Stirling Richmond","https://en.wikipedia.org/wiki/Stirling_Richmond"
"Canada","Christoph Strubin","https://en.wikipedia.org/wiki/Christoph_Strubin"
"Canada","Derek Daypuck","https://en.wikipedia.org/wiki/Derek_Daypuck"
"Canada","Dave Spicer","https://en.wikipedia.org/wiki/Dave_Spicer"
"Canada","Aaron Carpenter","https://en.wikipedia.org/wiki/Aaron_Carpenter_(rugby_union)"
"Canada","Dave Ramsay","https://en.wikipedia.org/wiki/Dave_Ramsay_(rugby_union)"
"Canada","Luke Tait","https://en.wikipedia.org/wiki/Luke_Tait"
"Canada","Ken Goodland",NA
"Canada","Ollie Atkinson",NA
"Canada","Brodie Henderson","https://en.wikipedia.org/wiki/Brodie_Henderson_(rugby_union)"
"Canada","Dean van Camp",NA
"Canada","Kevin Parfrey",NA
"Canada","Simon Pacey","https://en.wikipedia.org/wiki/Simon_Pacey"
"Canada","Kris Witkowski",NA
"Canada","Peter Densmore",NA
"Canada","Casey Dunning","https://en.wikipedia.org/wiki/Casey_Dunning"
"Canada","Iain Exner","https://en.wikipedia.org/wiki/Iain_Exner"
"Canada","Sean-Michael Stephen","https://en.wikipedia.org/wiki/Sean-Michael_Stephen"
"Canada","Simon Rodgers",NA
"Canada","Akio Tyler",NA
"Canada","Mike Pletch","https://en.wikipedia.org/wiki/Mike_Pletch"
"Canada","Adam Kleeberger","https://en.wikipedia.org/wiki/Adam_Kleeberger"
"Canada","Ryan McWhinney","https://en.wikipedia.org/wiki/Ryan_McWhinney"
"Canada","Scott Hunter",NA
"Canada","Ryan Stewart",NA
"Canada","Justin Mensah-Coker","https://en.wikipedia.org/wiki/Justin_Mensah-Coker"
"Canada","Chris Pack","https://en.wikipedia.org/wiki/Chris_Pack"
"Canada","David Biddle","https://en.wikipedia.org/wiki/David_Biddle"
"Canada","Matt Phinney","https://en.wikipedia.org/wiki/Matt_Phinney"
"Canada","Mike Barbieri",NA
"Canada","Ander Monro","https://en.wikipedia.org/wiki/Ander_Monro"
"Canada","Hubert Buydens","https://en.wikipedia.org/wiki/Hubert_Buydens"
"Canada","Craig Culpan","https://en.wikipedia.org/wiki/Craig_Culpan"
"Canada","D. T. H. van der Merwe","https://en.wikipedia.org/wiki/D._T._H._van_der_Merwe"
"Canada","Stu Ault","https://en.wikipedia.org/wiki/Stu_Ault"
"Canada","Scott Franklin","https://en.wikipedia.org/wiki/Scott_Franklin_(rugby_union)"
"Canada","Nanyak Dala","https://en.wikipedia.org/wiki/Nanyak_Dala"
"Canada","Nick Trenkel","https://en.wikipedia.org/wiki/Nick_Trenkel"
"Canada","Luke Cudmore","https://en.wikipedia.org/wiki/Luke_Cudmore"
"Canada","Tyler Hotson","https://en.wikipedia.org/wiki/Tyler_Hotson"
"Canada","Bryn Keys","https://en.wikipedia.org/wiki/Bryn_Keys"
"Canada","Andrew Wilson",NA
"Canada","Andrew Fagan",NA
"Canada","Phil Mackenzie","https://en.wikipedia.org/wiki/Phil_Mackenzie"
"Canada","Nathan Hirayama","https://en.wikipedia.org/wiki/Nathan_Hirayama"
"Canada","Jebb Sinclair","https://en.wikipedia.org/wiki/Jebb_Sinclair"
"Canada","Ciaran Hearn","https://en.wikipedia.org/wiki/Ciaran_Hearn"
"Canada","Matt Evans","https://en.wikipedia.org/wiki/Matt_Evans_(rugby_union)"
"Canada","Frank Walsh","https://en.wikipedia.org/wiki/Frank_Walsh_(rugby_union)"
"Canada","Sean Duke","https://en.wikipedia.org/wiki/Sean_Duke"
"Canada","Jason Marshall","https://en.wikipedia.org/wiki/Jason_Marshall_(rugby_union)"
"Canada","Chauncey O'Toole","https://en.wikipedia.org/wiki/Chauncey_O%27Toole"
"Canada","Phil Mack","https://en.wikipedia.org/wiki/Phil_Mack"
"Canada","Andrew Tiedemann","https://en.wikipedia.org/wiki/Andrew_Tiedemann"
"Canada","John Moonlight","https://en.wikipedia.org/wiki/John_Moonlight"
"Canada","Doug Wooldridge","https://en.wikipedia.org/wiki/Doug_Wooldridge"
"Canada","Nick Blevins","https://en.wikipedia.org/wiki/Nick_Blevins"
"Canada","Sean White","https://en.wikipedia.org/wiki/Sean_White_(rugby_union)"
"Canada","Tom Dolezel","https://en.wikipedia.org/wiki/Tom_Dolezel"
"Canada","Brian Erichsen","https://en.wikipedia.org/wiki/Brian_Erichsen"
"Canada","Mark MacSween",NA
"Canada","Mike Scholz","https://en.wikipedia.org/wiki/Mike_Scholz"
"Canada","Ryan Hamilton","https://en.wikipedia.org/wiki/Ryan_Hamilton_(rugby_union)"
"Canada","Jeremy Kyne","https://en.wikipedia.org/wiki/Jeremy_Kyne"
"Canada","Taylor Paris","https://en.wikipedia.org/wiki/Taylor_Paris"
"Canada","Connor Braid","https://en.wikipedia.org/wiki/Connor_Braid"
"Canada","Mitch Gudgeon","https://en.wikipedia.org/wiki/Mitch_Gudgeon"
"Canada","Jamie Mackenzie","https://en.wikipedia.org/wiki/Jamie_Mackenzie"
"Canada","Jon Phelan","https://en.wikipedia.org/wiki/Jon_Phelan"
"Canada","Conor Trainor","https://en.wikipedia.org/wiki/Conor_Trainor"
"Canada","Brett Beukeboom","https://en.wikipedia.org/wiki/Brett_Beukeboom"
"Canada","Tyler Ardron","https://en.wikipedia.org/wiki/Tyler_Ardron"
"Canada","Jeff Hassler","https://en.wikipedia.org/wiki/Jeff_Hassler"
"Canada","Ray Barkwill","https://en.wikipedia.org/wiki/Ray_Barkwill"
"Canada","Eric Wilson","https://en.wikipedia.org/wiki/Eric_Wilson_(rugby_union)"
"Canada","Harry Jones","https://en.wikipedia.org/wiki/Harry_Jones_(rugby_union,_born_1989)"
"Canada","Pat Parfrey","https://en.wikipedia.org/wiki/Pat_Parfrey"
"Canada","Liam Underwood","https://en.wikipedia.org/wiki/Liam_Underwood"
"Canada","Aaron Flagg","https://en.wikipedia.org/wiki/Aaron_Flagg"
"Canada","Cameron Pierce","https://en.wikipedia.org/wiki/Cameron_Pierce_(rugby_union)"
"Canada","Jake Ilnicki","https://en.wikipedia.org/wiki/Jake_Ilnicki"
"Canada","Benoît Piffero","https://en.wikipedia.org/wiki/Beno%C3%AEt_Piffero"
"Canada","Kyle Gilmour","https://en.wikipedia.org/wiki/Kyle_Gilmour"
"Canada","Djustice Sears-Duru","https://en.wikipedia.org/wiki/Djustice_Sears-Duru"
"Canada","Gordon McRorie","https://en.wikipedia.org/wiki/Gordon_McRorie"
"Canada","Jordan Wilson-Ross","https://en.wikipedia.org/wiki/Jordan_Wilson-Ross"
"Canada","Richard Thorpe","https://en.wikipedia.org/wiki/Richard_Thorpe_(rugby_union)"
"Canada","Thyssen de Goede","https://en.wikipedia.org/wiki/Thyssen_de_Goede"
"Canada","Callum Morrison","https://en.wikipedia.org/wiki/Callum_Morrison"
"Canada","Evan Olmstead","https://en.wikipedia.org/wiki/Evan_Olmstead"
"Canada","Gradyn Bowd","https://en.wikipedia.org/wiki/Gradyn_Bowd"
"Canada","Paul Ciulini","https://en.wikipedia.org/wiki/Paul_Ciulini"
"Canada","Dan Moor","https://en.wikipedia.org/wiki/Dan_Moor"
"Canada","Clayton Panga","https://en.wikipedia.org/wiki/Clayton_Panga"
"Canada","Lucas Rumball","https://en.wikipedia.org/wiki/Lucas_Rumball"
"Canada","Mozac Samson","https://en.wikipedia.org/wiki/Mozac_Samson"
"Canada","Alistair Clark","https://en.wikipedia.org/wiki/Alistair_Clark"
"Canada","Kyle Baillie","https://en.wikipedia.org/wiki/Kyle_Baillie"
"Canada","Liam Chisholm","https://en.wikipedia.org/wiki/Liam_Chisholm"
"Canada","Andrew Ferguson","https://en.wikipedia.org/wiki/Andrew_Ferguson_(rugby_union)"
"Canada","Duncan Maguire","https://en.wikipedia.org/wiki/Duncan_Maguire"
