"nation","name","url"
"South Africa","Vlok Cilliers","https://en.wikipedia.org/wiki/Vlok_Cilliers"
"South Africa","Wayne Fyvie","https://en.wikipedia.org/wiki/Wayne_Fyvie"
"South Africa","Schutte Bekker","https://en.wikipedia.org/wiki/Schutte_Bekker"
"South Africa","Russell Bennett","https://en.wikipedia.org/wiki/Russell_Bennett_(rugby_union)"
"South Africa","Joe Gillingham","https://en.wikipedia.org/wiki/Joe_Gillingham"
"South Africa","Dick Muir","https://en.wikipedia.org/wiki/Dick_Muir"
"South Africa","Franco Smith","https://en.wikipedia.org/wiki/Franco_Smith"
"South Africa","Joggie Viljoen","https://en.wikipedia.org/wiki/Joggie_Viljoen_(rugby_union,_born_1976)"
"South Africa","Adrian Garvey","https://en.wikipedia.org/wiki/Adrian_Garvey"
"South Africa","Theo Oosthuizen","https://en.wikipedia.org/wiki/Theo_Oosthuizen"
"South Africa","Breyton Paulse","https://en.wikipedia.org/wiki/Breyton_Paulse"
"South Africa","Jeremy Thomson","https://en.wikipedia.org/wiki/Jeremy_Thomson"
"South Africa","Rassie Erasmus","https://en.wikipedia.org/wiki/Rassie_Erasmus"
"South Africa","Edrich Lubbe","https://en.wikipedia.org/wiki/Edrich_Lubbe_(rugby_union)"
"South Africa","Percy Montgomery","https://en.wikipedia.org/wiki/Percy_Montgomery"
"South Africa","Pieter Rossouw","https://en.wikipedia.org/wiki/Pieter_Rossouw_(rugby_union)"
"South Africa","Jannie de Beer","https://en.wikipedia.org/wiki/Jannie_de_Beer"
"South Africa","Werner Swanepoel","https://en.wikipedia.org/wiki/Werner_Swanepoel"
"South Africa","Warren Brosnihan","https://en.wikipedia.org/wiki/Warren_Brosnihan"
"South Africa","Braam Els","https://en.wikipedia.org/wiki/Braam_Els"
"South Africa","McNeil Hendricks","https://en.wikipedia.org/wiki/McNeil_Hendricks"
"South Africa","Andrew Aitken","https://en.wikipedia.org/wiki/Andrew_Aitken_(rugby_union)"
"South Africa","Bobby Skinstad","https://en.wikipedia.org/wiki/Bobby_Skinstad"
"South Africa","Philip Smit","https://en.wikipedia.org/wiki/Philip_Smit"
"South Africa","Wium Basson","https://en.wikipedia.org/wiki/Wium_Basson"
"South Africa","Thinus Delport","https://en.wikipedia.org/wiki/Thinus_Delport"
"South Africa","Willie Meyer","https://en.wikipedia.org/wiki/Willie_Meyer"
"South Africa","Boeta Wessels","https://en.wikipedia.org/wiki/Boeta_Wessels"
"South Africa","Dan van Zyl","https://en.wikipedia.org/wiki/Dan_van_Zyl"
"South Africa","Dale Santon","https://en.wikipedia.org/wiki/Dale_Santon"
"South Africa","Gaffie du Toit","https://en.wikipedia.org/wiki/Gaffie_du_Toit"
"South Africa","Stefan Terblanche","https://en.wikipedia.org/wiki/Stefan_Terblanche"
"South Africa","Robbi Kempson","https://en.wikipedia.org/wiki/Robbi_Kempson"
"South Africa","Selborne Boome","https://en.wikipedia.org/wiki/Selborne_Boome"
"South Africa","Braam van Straaten","https://en.wikipedia.org/wiki/Braam_van_Straaten"
"South Africa","Lourens Venter","https://en.wikipedia.org/wiki/Lourens_Venter"
"South Africa","Chad Alcock","https://en.wikipedia.org/wiki/Chad_Alcock"
"South Africa","Robbie Fleck","https://en.wikipedia.org/wiki/Robbie_Fleck"
"South Africa","Deon Kayser","https://en.wikipedia.org/wiki/Deon_Kayser"
"South Africa","Corné Krige","https://en.wikipedia.org/wiki/Corn%C3%A9_Krige"
"South Africa","Robert Markram","https://en.wikipedia.org/wiki/Robert_Markram"
"South Africa","Christian Stewart","https://en.wikipedia.org/wiki/Christian_Stewart"
"South Africa","Owen Nkumane","https://en.wikipedia.org/wiki/Owen_Nkumane"
"South Africa","Johnny Trytsman","https://en.wikipedia.org/wiki/Johnny_Trytsman"
"South Africa","André Vos","https://en.wikipedia.org/wiki/Andr%C3%A9_Vos"
"South Africa","Brent Moyle","https://en.wikipedia.org/wiki/Brent_Moyle"
"South Africa","Cobus Visagie","https://en.wikipedia.org/wiki/Cobus_Visagie"
"South Africa","Albert van den Berg","https://en.wikipedia.org/wiki/Albert_van_den_Berg_(rugby_union)"
"South Africa","Charl Marais","https://en.wikipedia.org/wiki/Charl_Marais"
"South Africa","Dave von Hoesslin","https://en.wikipedia.org/wiki/Dave_von_Hoesslin"
"South Africa","Kaya Malotana","https://en.wikipedia.org/wiki/Kaya_Malotana"
"South Africa","Anton Leonard","https://en.wikipedia.org/wiki/Anton_Leonard"
"South Africa","Wayne Julies","https://en.wikipedia.org/wiki/Wayne_Julies"
"South Africa","De Wet Barry","https://en.wikipedia.org/wiki/De_Wet_Barry"
"South Africa","John Smit","https://en.wikipedia.org/wiki/John_Smit"
"South Africa","Grant Esterhuizen","https://en.wikipedia.org/wiki/Grant_Esterhuizen"
"South Africa","Louis Koen","https://en.wikipedia.org/wiki/Louis_Koen_(rugby_union)"
"South Africa","Jannes Labuschagne","https://en.wikipedia.org/wiki/Jannes_Labuschagne"
"South Africa","AJ Venter","https://en.wikipedia.org/wiki/AJ_Venter"
"South Africa","Jaco van der Westhuyzen","https://en.wikipedia.org/wiki/Jaco_van_der_Westhuyzen"
"South Africa","Ricardo Loubscher","https://en.wikipedia.org/wiki/Ricardo_Loubscher"
"South Africa","Gavin Passens","https://en.wikipedia.org/wiki/Gavin_Passens"
"South Africa","Chris Rossouw","https://en.wikipedia.org/wiki/Chris_Rossouw_(rugby_union,_born_1976)"
"South Africa","Craig Davidson","https://en.wikipedia.org/wiki/Craig_Davidson_(rugby_union)"
"South Africa","Delarey du Preez","https://en.wikipedia.org/wiki/Delarey_du_Preez"
"South Africa","Lawrence Sephaka","https://en.wikipedia.org/wiki/Lawrence_Sephaka"
"South Africa","Eric van der Merwe","https://en.wikipedia.org/wiki/Eric_van_der_Merwe"
"South Africa","Hottie Louw","https://en.wikipedia.org/wiki/Hottie_Louw"
"South Africa","Victor Matfield","https://en.wikipedia.org/wiki/Victor_Matfield"
"South Africa","Quinton Davids","https://en.wikipedia.org/wiki/Quinton_Davids"
"South Africa","Johan Wasserman","https://en.wikipedia.org/wiki/Johan_Wasserman"
"South Africa","Thando Manana","https://en.wikipedia.org/wiki/Thando_Manana"
"South Africa","Hendrik Gerber","https://en.wikipedia.org/wiki/Hendrik_Gerber"
"South Africa","Etienne Fynn","https://en.wikipedia.org/wiki/Etienne_Fynn"
"South Africa","Marius Joubert","https://en.wikipedia.org/wiki/Marius_Joubert"
"South Africa","Adri Badenhorst","https://en.wikipedia.org/wiki/Adri_Badenhorst"
"South Africa","Pieter Dixon","https://en.wikipedia.org/wiki/Pieter_Dixon"
"South Africa","Dean Hall","https://en.wikipedia.org/wiki/Dean_Hall_(rugby_union)"
"South Africa","Butch James","https://en.wikipedia.org/wiki/Butch_James"
"South Africa","Conrad Jantjes","https://en.wikipedia.org/wiki/Conrad_Jantjes"
"South Africa","Neil de Kock","https://en.wikipedia.org/wiki/Neil_de_Kock"
"South Africa","Lukas van Biljon","https://en.wikipedia.org/wiki/Lukas_van_Biljon"
"South Africa","Joe van Niekerk","https://en.wikipedia.org/wiki/Joe_van_Niekerk"
"South Africa","Trevor Halstead","https://en.wikipedia.org/wiki/Trevor_Halstead"
"South Africa","Adrian Jacobs","https://en.wikipedia.org/wiki/Adrian_Jacobs"
"South Africa","Deon de Kock","https://en.wikipedia.org/wiki/Deon_de_Kock"
"South Africa","André Pretorius","https://en.wikipedia.org/wiki/Andr%C3%A9_Pretorius"
"South Africa","Bolla Conradie","https://en.wikipedia.org/wiki/Bolla_Conradie"
"South Africa","Warren Britz","https://en.wikipedia.org/wiki/Warren_Britz"
"South Africa","Daan Human","https://en.wikipedia.org/wiki/Daan_Human"
"South Africa","Brent Russell","https://en.wikipedia.org/wiki/Brent_Russell"
"South Africa","Faan Rautenbach","https://en.wikipedia.org/wiki/Faan_Rautenbach"
"South Africa","Werner Greeff","https://en.wikipedia.org/wiki/Werner_Greeff"
"South Africa","Danie Coetzee","https://en.wikipedia.org/wiki/Danie_Coetzee"
"South Africa","Shaun Sowerby","https://en.wikipedia.org/wiki/Shaun_Sowerby"
"South Africa","Hendro Scholtz","https://en.wikipedia.org/wiki/Hendro_Scholtz"
"South Africa","Bakkies Botha","https://en.wikipedia.org/wiki/Bakkies_Botha"
"South Africa","Deon Carstens","https://en.wikipedia.org/wiki/Deon_Carstens"
"South Africa","Jean de Villiers","https://en.wikipedia.org/wiki/Jean_de_Villiers"
"South Africa","Friedrich Lombard","https://en.wikipedia.org/wiki/Friedrich_Lombard"
"South Africa","Wessel Roux","https://en.wikipedia.org/wiki/Wessel_Roux"
"South Africa","Pierre Uys","https://en.wikipedia.org/wiki/Pierre_Uys"
"South Africa","Pedrie Wannenburg","https://en.wikipedia.org/wiki/Pedrie_Wannenburg"
"South Africa","Marco Wentzel","https://en.wikipedia.org/wiki/Marco_Wentzel"
"South Africa","CJ van der Linde","https://en.wikipedia.org/wiki/CJ_van_der_Linde"
"South Africa","Norman Jordaan","https://en.wikipedia.org/wiki/Norman_Jordaan"
"South Africa","Ashwin Willemse","https://en.wikipedia.org/wiki/Ashwin_Willemse"
"South Africa","Wikus van Heerden","https://en.wikipedia.org/wiki/Wikus_van_Heerden"
"South Africa","Richard Bands","https://en.wikipedia.org/wiki/Richard_Bands"
"South Africa","Juan Smith","https://en.wikipedia.org/wiki/Juan_Smith"
"South Africa","Gcobani Bobo","https://en.wikipedia.org/wiki/Gcobani_Bobo"
"South Africa","Jorrie Muller","https://en.wikipedia.org/wiki/Jorrie_Muller"
"South Africa","Gus Theron","https://en.wikipedia.org/wiki/Gus_Theron"
"South Africa","Geo Cronjé","https://en.wikipedia.org/wiki/Geo_Cronj%C3%A9"
"South Africa","Christo Bezuidenhout","https://en.wikipedia.org/wiki/Christo_Bezuidenhout"
"South Africa","Jaque Fourie","https://en.wikipedia.org/wiki/Jaque_Fourie"
"South Africa","Derick Hougaard","https://en.wikipedia.org/wiki/Derick_Hougaard"
"South Africa","Schalk Burger","https://en.wikipedia.org/wiki/Schalk_Burger"
"South Africa","Danie Rossouw","https://en.wikipedia.org/wiki/Danie_Rossouw"
"South Africa","Henno Mentz","https://en.wikipedia.org/wiki/Henno_Mentz"
"South Africa","Fourie du Preez","https://en.wikipedia.org/wiki/Fourie_du_Preez"
"South Africa","Jacques Cronjé","https://en.wikipedia.org/wiki/Jacques_Cronj%C3%A9"
"South Africa","Eddie Andrews","https://en.wikipedia.org/wiki/Eddie_Andrews"
"South Africa","Gerrie Britz","https://en.wikipedia.org/wiki/Gerrie_Britz"
"South Africa","Hanyani Shimange","https://en.wikipedia.org/wiki/Hanyani_Shimange"
"South Africa","Tim Dlulane","https://en.wikipedia.org/wiki/Tim_Dlulane"
"South Africa","Solly Tyibilika","https://en.wikipedia.org/wiki/Solly_Tyibilika"
"South Africa","Gurthrö Steenkamp","https://en.wikipedia.org/wiki/Gurthr%C3%B6_Steenkamp"
"South Africa","Michael Claassens","https://en.wikipedia.org/wiki/Michael_Claassens"
"South Africa","Bryan Habana","https://en.wikipedia.org/wiki/Bryan_Habana"
"South Africa","Jongi Nokwe","https://en.wikipedia.org/wiki/Jongi_Nokwe"
"South Africa","Tonderai Chavhanga","https://en.wikipedia.org/wiki/Tonderai_Chavhanga"
"South Africa","Ricky Januarie","https://en.wikipedia.org/wiki/Ricky_Januarie"
"South Africa","Gary Botha","https://en.wikipedia.org/wiki/Gary_Botha"
"South Africa","Meyer Bosman","https://en.wikipedia.org/wiki/Meyer_Bosman"
"South Africa","Wynand Olivier","https://en.wikipedia.org/wiki/Wynand_Olivier"
"South Africa","Johann Muller","https://en.wikipedia.org/wiki/Johann_Muller_(rugby_union)"
"South Africa","Akona Ndungane","https://en.wikipedia.org/wiki/Akona_Ndungane"
"South Africa","JP Pietersen","https://en.wikipedia.org/wiki/JP_Pietersen"
"South Africa","Chiliboy Ralepelle","https://en.wikipedia.org/wiki/Chiliboy_Ralepelle"
"South Africa","Pierre Spies","https://en.wikipedia.org/wiki/Pierre_Spies"
"South Africa","BJ Botha","https://en.wikipedia.org/wiki/BJ_Botha"
"South Africa","Ruan Pienaar","https://en.wikipedia.org/wiki/Ruan_Pienaar"
"South Africa","Bevin Fortuin","https://en.wikipedia.org/wiki/Bevin_Fortuin"
"South Africa","Hilton Lobberts","https://en.wikipedia.org/wiki/Hilton_Lobberts"
"South Africa","Jaco Pretorius","https://en.wikipedia.org/wiki/Jaco_Pretorius"
"South Africa","François Steyn","https://en.wikipedia.org/wiki/Fran%C3%A7ois_Steyn"
"South Africa","Kabamba Floors","https://en.wikipedia.org/wiki/Kabamba_Floors"
"South Africa","Waylon Murray","https://en.wikipedia.org/wiki/Waylon_Murray"
"South Africa","Luke Watson","https://en.wikipedia.org/wiki/Luke_Watson"
"South Africa","Bismarck du Plessis","https://en.wikipedia.org/wiki/Bismarck_du_Plessis"
"South Africa","Jannie du Plessis","https://en.wikipedia.org/wiki/Jannie_du_Plessis"
"South Africa","Peter Grant","https://en.wikipedia.org/wiki/Peter_Grant_(rugby_union)"
"South Africa","Heinke van der Merwe","https://en.wikipedia.org/wiki/Heinke_van_der_Merwe"
"South Africa","Ryan Kankowski","https://en.wikipedia.org/wiki/Ryan_Kankowski"
"South Africa","Wian du Preez","https://en.wikipedia.org/wiki/Wian_du_Preez"
"South Africa","Barend Pieterse","https://en.wikipedia.org/wiki/Barend_Pieterse"
"South Africa","Tiaan Liebenberg","https://en.wikipedia.org/wiki/Tiaan_Liebenberg"
"South Africa","Andries Bekker","https://en.wikipedia.org/wiki/Andries_Bekker"
"South Africa","Brian Mujati","https://en.wikipedia.org/wiki/Brian_Mujati"
"South Africa","Tendai Mtawarira","https://en.wikipedia.org/wiki/Tendai_Mtawarira"
"South Africa","Odwa Ndungane","https://en.wikipedia.org/wiki/Odwa_Ndungane"
"South Africa","Schalk Brits","https://en.wikipedia.org/wiki/Schalk_Brits"
"South Africa","Adriaan Strauss","https://en.wikipedia.org/wiki/Adriaan_Strauss"
"South Africa","Heinrich Brüssow","https://en.wikipedia.org/wiki/Heinrich_Br%C3%BCssow"
"South Africa","Earl Rose","https://en.wikipedia.org/wiki/Earl_Rose_(rugby_union)"
"South Africa","Morné Steyn","https://en.wikipedia.org/wiki/Morn%C3%A9_Steyn"
"South Africa","Zane Kirchner","https://en.wikipedia.org/wiki/Zane_Kirchner"
"South Africa","Heini Adams","https://en.wikipedia.org/wiki/Heini_Adams"
"South Africa","Juan de Jongh","https://en.wikipedia.org/wiki/Juan_de_Jongh"
"South Africa","Francois Hougaard","https://en.wikipedia.org/wiki/Francois_Hougaard"
"South Africa","Riaan Viljoen","https://en.wikipedia.org/wiki/Riaan_Viljoen"
"South Africa","Alistair Hargreaves","https://en.wikipedia.org/wiki/Alistair_Hargreaves"
"South Africa","Ashley Johnson","https://en.wikipedia.org/wiki/Ashley_Johnson_(rugby_union)"
"South Africa","Bandise Maku","https://en.wikipedia.org/wiki/Bandise_Maku"
"South Africa","Dewald Potgieter","https://en.wikipedia.org/wiki/Dewald_Potgieter"
"South Africa","Davon Raubenheimer","https://en.wikipedia.org/wiki/Davon_Raubenheimer"
"South Africa","Jean Deysel","https://en.wikipedia.org/wiki/Jean_Deysel"
"South Africa","Francois Louw","https://en.wikipedia.org/wiki/Francois_Louw"
"South Africa","Gio Aplon","https://en.wikipedia.org/wiki/Gio_Aplon"
"South Africa","Bjorn Basson","https://en.wikipedia.org/wiki/Bjorn_Basson"
"South Africa","Flip van der Merwe","https://en.wikipedia.org/wiki/Flip_van_der_Merwe"
"South Africa","Elton Jantjies","https://en.wikipedia.org/wiki/Elton_Jantjies"
"South Africa","Pat Lambie","https://en.wikipedia.org/wiki/Patrick_Lambie"
"South Africa","Lwazi Mvovo","https://en.wikipedia.org/wiki/Lwazi_Mvovo"
"South Africa","Willem Alberts","https://en.wikipedia.org/wiki/Willem_Alberts"
"South Africa","Keegan Daniel","https://en.wikipedia.org/wiki/Keegan_Daniel"
"South Africa","Coenie Oosthuizen","https://en.wikipedia.org/wiki/Coenie_Oosthuizen"
"South Africa","Deon Stegmann","https://en.wikipedia.org/wiki/Deon_Stegmann"
"South Africa","Charl McLeod","https://en.wikipedia.org/wiki/Charl_McLeod"
"South Africa","Andries Strauss","https://en.wikipedia.org/wiki/Andries_Strauss"
"South Africa","Werner Kruger","https://en.wikipedia.org/wiki/Werner_Kruger"
"South Africa","Dean Greyling","https://en.wikipedia.org/wiki/Dean_Greyling"
"South Africa","Gerhard Mostert","https://en.wikipedia.org/wiki/Gerhard_Mostert"
"South Africa","Marcell Coetzee","https://en.wikipedia.org/wiki/Marcell_Coetzee"
"South Africa","Juandré Kruger","https://en.wikipedia.org/wiki/Juandr%C3%A9_Kruger"
"South Africa","Eben Etzebeth","https://en.wikipedia.org/wiki/Eben_Etzebeth"
"South Africa","Jacques Potgieter","https://en.wikipedia.org/wiki/Jacques_Potgieter"
"South Africa","Pat Cilliers","https://en.wikipedia.org/wiki/Pat_Cilliers"
"South Africa","JJ Engelbrecht","https://en.wikipedia.org/wiki/JJ_Engelbrecht"
"South Africa","Craig Burden","https://en.wikipedia.org/wiki/Craig_Burden"
"South Africa","Jano Vermaak","https://en.wikipedia.org/wiki/Jano_Vermaak"
"South Africa","Johan Goosen","https://en.wikipedia.org/wiki/Johan_Goosen"
"South Africa","Duane Vermeulen","https://en.wikipedia.org/wiki/Duane_Vermeulen"
"South Africa","Frans Malherbe","https://en.wikipedia.org/wiki/Frans_Malherbe"
"South Africa","Jaco Taute","https://en.wikipedia.org/wiki/Jaco_Taute"
"South Africa","Arno Botha","https://en.wikipedia.org/wiki/Arno_Botha"
"South Africa","Lionel Mapoe","https://en.wikipedia.org/wiki/Lionel_Mapoe"
"South Africa","Raymond Rhule","https://en.wikipedia.org/wiki/Raymond_Rhule"
"South Africa","Franco van der Merwe","https://en.wikipedia.org/wiki/Franco_van_der_Merwe"
"South Africa","JC Janse van Rensburg","https://en.wikipedia.org/wiki/JC_Janse_van_Rensburg"
"South Africa","Willie le Roux","https://en.wikipedia.org/wiki/Willie_le_Roux"
"South Africa","Jan Serfontein","https://en.wikipedia.org/wiki/Jan_Serfontein"
"South Africa","Trevor Nyakane","https://en.wikipedia.org/wiki/Trevor_Nyakane"
"South Africa","Siya Kolisi","https://en.wikipedia.org/wiki/Siya_Kolisi"
"South Africa","Piet van Zyl","https://en.wikipedia.org/wiki/Piet_van_Zyl_(rugby_union,_born_1989)"
"South Africa","Lourens Adriaanse","https://en.wikipedia.org/wiki/Lourens_Adriaanse"
"South Africa","Pieter-Steph du Toit","https://en.wikipedia.org/wiki/Pieter-Steph_du_Toit"
"South Africa","Cornal Hendricks","https://en.wikipedia.org/wiki/Cornal_Hendricks"
"South Africa","Lood de Jager","https://en.wikipedia.org/wiki/Lood_de_Jager"
"South Africa","Handré Pollard","https://en.wikipedia.org/wiki/Handr%C3%A9_Pollard"
"South Africa","Marcel van der Merwe","https://en.wikipedia.org/wiki/Marcel_van_der_Merwe"
"South Africa","Oupa Mohojé","https://en.wikipedia.org/wiki/Oupa_Mohoj%C3%A9"
"South Africa","Stephan Lewies","https://en.wikipedia.org/wiki/Stephan_Lewies"
"South Africa","Marnitz Boshoff","https://en.wikipedia.org/wiki/Marnitz_Boshoff"
"South Africa","Damian de Allende","https://en.wikipedia.org/wiki/Damian_de_Allende"
"South Africa","Warren Whiteley","https://en.wikipedia.org/wiki/Warren_Whiteley"
"South Africa","Cobus Reinach","https://en.wikipedia.org/wiki/Cobus_Reinach"
"South Africa","Nizaam Carr","https://en.wikipedia.org/wiki/Nizaam_Carr"
"South Africa","Julian Redelinghuys","https://en.wikipedia.org/wiki/Julian_Redelinghuys"
"South Africa","Jesse Kriel","https://en.wikipedia.org/wiki/Jesse_Kriel"
"South Africa","Vincent Koch","https://en.wikipedia.org/wiki/Vincent_Koch"
"South Africa","Rudy Paige","https://en.wikipedia.org/wiki/Rudy_Paige"
"South Africa","Faf de Klerk","https://en.wikipedia.org/wiki/Faf_de_Klerk"
"South Africa","Ruan Combrinck","https://en.wikipedia.org/wiki/Ruan_Combrinck"
"South Africa","Franco Mostert","https://en.wikipedia.org/wiki/Franco_Mostert"
"South Africa","Steven Kitshoff","https://en.wikipedia.org/wiki/Steven_Kitshoff"
"South Africa","Jaco Kriel","https://en.wikipedia.org/wiki/Jaco_Kriel"
"South Africa","Bongi Mbonambi","https://en.wikipedia.org/wiki/Bongi_Mbonambi"
"South Africa","Malcolm Marx","https://en.wikipedia.org/wiki/Malcolm_Marx"
"South Africa","Francois Venter","https://en.wikipedia.org/wiki/Francois_Venter"
"South Africa","Uzair Cassiem","https://en.wikipedia.org/wiki/Uzair_Cassiem"
"South Africa","Jamba Ulengo","https://en.wikipedia.org/wiki/Jamba_Ulengo"
"South Africa","Rohan Janse van Rensburg","https://en.wikipedia.org/wiki/Rohan_Janse_van_Rensburg"
"South Africa","Jean-Luc du Preez","https://en.wikipedia.org/wiki/Jean-Luc_du_Preez"
"South Africa","Ross Cronjé","https://en.wikipedia.org/wiki/Ross_Cronj%C3%A9"
"South Africa","Courtnall Skosan","https://en.wikipedia.org/wiki/Courtnall_Skosan"
"South Africa","Andries Coetzee","https://en.wikipedia.org/wiki/Andries_Coetzee"
"South Africa","Dillyn Leyds","https://en.wikipedia.org/wiki/Dillyn_Leyds"
"South Africa","Ruan Dreyer","https://en.wikipedia.org/wiki/Ruan_Dreyer"
"South Africa","Curwin Bosch","https://en.wikipedia.org/wiki/Curwin_Bosch"
"South Africa","Wilco Louw","https://en.wikipedia.org/wiki/Wilco_Louw"
"South Africa","Dan du Preez","https://en.wikipedia.org/wiki/Dan_du_Preez"
"South Africa","Warrick Gelant","https://en.wikipedia.org/wiki/Warrick_Gelant"
"South Africa","Louis Schreuder","https://en.wikipedia.org/wiki/Louis_Schreuder"
"South Africa","Lukhanyo Am","https://en.wikipedia.org/wiki/Lukhanyo_Am"
"South Africa","Ox Nché","https://en.wikipedia.org/wiki/Ox_Nch%C3%A9"
"South Africa","Jason Jenkins","https://en.wikipedia.org/wiki/Jason_Jenkins"
"South Africa","Kwagga Smith","https://en.wikipedia.org/wiki/Kwagga_Smith"
"South Africa","Ivan van Zyl","https://en.wikipedia.org/wiki/Ivan_van_Zyl"
"South Africa","Makazole Mapimpi","https://en.wikipedia.org/wiki/Makazole_Mapimpi"
"South Africa","André Esterhuizen","https://en.wikipedia.org/wiki/Andr%C3%A9_Esterhuizen"
"South Africa","Travis Ismaiel","https://en.wikipedia.org/wiki/Travis_Ismaiel"
"South Africa","Sikhumbuzo Notshe","https://en.wikipedia.org/wiki/Sikhumbuzo_Notshe"
"South Africa","Thomas du Toit","https://en.wikipedia.org/wiki/Thomas_du_Toit"
"South Africa","Akker van der Merwe","https://en.wikipedia.org/wiki/Akker_van_der_Merwe"
"South Africa","Marvin Orie","https://en.wikipedia.org/wiki/Marvin_Orie"
"South Africa","Robert du Preez","https://en.wikipedia.org/wiki/Robert_du_Preez_(rugby_union,_born_1993)"
"South Africa","Embrose Papier","https://en.wikipedia.org/wiki/Embrose_Papier"
"South Africa","RG Snyman","https://en.wikipedia.org/wiki/RG_Snyman"
"South Africa","Aphiwe Dyantyi","https://en.wikipedia.org/wiki/Aphiwe_Dyantyi"
"South Africa","S'busiso Nkosi","https://en.wikipedia.org/wiki/Sbu_Nkosi"
"South Africa","Marco van Staden","https://en.wikipedia.org/wiki/Marco_van_Staden"
"South Africa","Damian Willemse","https://en.wikipedia.org/wiki/Damian_Willemse"
"South Africa","Cheslin Kolbe","https://en.wikipedia.org/wiki/Cheslin_Kolbe"
"South Africa","Rynhardt Elstadt","https://en.wikipedia.org/wiki/Rynhardt_Elstadt"
"South Africa","Herschel Jantjies","https://en.wikipedia.org/wiki/Herschel_Jantjies"
"South Africa","Lizo Gqoboka","https://en.wikipedia.org/wiki/Lizo_Gqoboka"
"South Africa","Scarra Ntubeni","https://en.wikipedia.org/wiki/Scarra_Ntubeni"
"South Africa","Aphelele Fassi","https://en.wikipedia.org/wiki/Aphelele_Fassi"
"South Africa","Rosko Specman","https://en.wikipedia.org/wiki/Rosko_Specman"
"South Africa","Jasper Wiese","https://en.wikipedia.org/wiki/Jasper_Wiese"
"South Africa","Joseph Dweba","https://en.wikipedia.org/wiki/Joseph_Dweba"
"South Africa","Jaden Hendrikse","https://en.wikipedia.org/wiki/Jaden_Hendrikse"
"South Africa","Nico Janse van Rensburg","https://en.wikipedia.org/wiki/Nico_Janse_van_Rensburg"
"South Africa","Elrigh Louw","https://en.wikipedia.org/wiki/Elrigh_Louw"
"South Africa","Salmaan Moerat","https://en.wikipedia.org/wiki/Salmaan_Moerat"
"South Africa","Evan Roos","https://en.wikipedia.org/wiki/Evan_Roos"
"South Africa","Kurt-Lee Arendse","https://en.wikipedia.org/wiki/Kurt-Lee_Arendse"
"South Africa","Ntuthuko Mchunu","https://en.wikipedia.org/wiki/Ntuthuko_Mchunu"
"South Africa","Ruan Nortjé","https://en.wikipedia.org/wiki/Ruan_Nortj%C3%A9"
"South Africa","Deon Fourie","https://en.wikipedia.org/wiki/Deon_Fourie"
"South Africa","Grant Williams","https://en.wikipedia.org/wiki/Grant_Williams_(rugby_union)"
"South Africa","Canan Moodie","https://en.wikipedia.org/wiki/Canan_Moodie"
"South Africa","Manie Libbok","https://en.wikipedia.org/wiki/Manie_Libbok"
"South Africa","Jean Kleyn","https://en.wikipedia.org/wiki/Jean_Kleyn"
"South Africa","Gerhard Steenekamp","https://en.wikipedia.org/wiki/Gerhard_Steenekamp"
"South Africa","Jordan Hendrikse","https://en.wikipedia.org/wiki/Jordan_Hendrikse"
"South Africa","Edwill van der Merwe","https://en.wikipedia.org/wiki/Edwill_van_der_Merwe"
"South Africa","Ben-Jason Dixon","https://en.wikipedia.org/wiki/Ben-Jason_Dixon"
"South Africa","Sacha Feinberg-Mngomezulu","https://en.wikipedia.org/wiki/Sacha_Feinberg-Mngomezulu"
"South Africa","Jan-Hendrik Wessels","https://en.wikipedia.org/wiki/Jan-Hendrik_Wessels"
"South Africa","Johan Grobbelaar","https://en.wikipedia.org/wiki/Johan_Grobbelaar"
"South Africa","Phepsi Buthelezi","https://en.wikipedia.org/wiki/Phepsi_Buthelezi"
"South Africa","Morné van den Berg","https://en.wikipedia.org/wiki/Morn%C3%A9_van_den_Berg"
"South Africa","Andre-Hugo Venter","https://en.wikipedia.org/wiki/Andre-Hugo_Venter"
"South Africa","Ruan Venter","https://en.wikipedia.org/wiki/Ruan_Venter_(rugby_union,_born_2002)"
"South Africa","Quan Horn","https://en.wikipedia.org/wiki/Quan_Horn"
"South Africa","Cameron Hanekom","https://en.wikipedia.org/wiki/Cameron_Hanekom"
"Tonga","O. Faupula",NA
"Tonga","Te. Fifita",NA
"Tonga","Afu Fifita",NA
"Tonga","Sione Finau",NA
"Tonga","Tevita Finau",NA
"Tonga","L. Fineanganofo",NA
"Tonga","S. Halahingalo",NA
"Tonga","S. Halaholo",NA
"Tonga","Taniela Haumono",NA
"Tonga","T. Havea",NA
"Tonga","Peni Katoa",NA
"Tonga","M. Liongitau",NA
"Tonga","E. Mo'ungaloa",NA
"Tonga","P. Palavi",NA
"Tonga","S. Pifalati",NA
"Tonga","Sione Selupe",NA
"Tonga","Peni Sikalu",NA
"Tonga","Sione Simiki",NA
"Tonga","Tevita Tofua",NA
"Tonga","Na'a Tovo",NA
"Tonga","Aisea Tupou",NA
"Tonga","S. Vaka'uta",NA
"Tonga","Sione Kuila",NA
"Tonga","Peni Ake",NA
"Tonga","J. Fakalolo",NA
"Tonga","J. Fukofuka",NA
"Tonga","Aminiasi Kefu",NA
"Tonga","Moahegi Latunipulu",NA
"Tonga","Amone Lino",NA
"Tonga","Sione Misa",NA
"Tonga","Tevita Sitanilei",NA
