*"Q439402","NA","thomas john bowe","Tommy_Bowe","Junior","NA","belfast harlequins","Belfast_Harlequins","0","0","NA","NA"
"Q439402","NA","thomas john bowe","Tommy_Bowe","Senior","2003-2008","Ulster","Ulster_Rugby","91","170","2003","2008"
"Q439402","NA","thomas john bowe","Tommy_Bowe","Senior","2008-2012","ospreys","Ospreys_(rugby_union)","77","185","2008","2012"
"Q439402","NA","thomas john bowe","Tommy_Bowe","Senior","2012-2018","Ulster","Ulster_Rugby","77","140","2012","2018"
"Q439402","NA","thomas john bowe","Tommy_Bowe","International","2004-2005","ireland u21","NA","0","0","2004","2005"
"Q439402","NA","thomas john bowe","Tommy_Bowe","International","2005-2008","ireland a","Ireland_Wolfhounds","4","5","2005","2008"
"Q439402","NA","thomas john bowe","Tommy_Bowe","International","2004-2017","ireland","Republic_of_Ireland","69","150","2004","2017"
"Q439402","NA","thomas john bowe","Tommy_Bowe","International","2009-2009","british & irish lions","British_%26_Irish_Lions","2","0","2009","2009"
"Q439402","NA","thomas john bowe","Tommy_Bowe","International","2013-2013","british & irish lions","British_%26_Irish_Lions","2","0","2013","2013"
"Q439402","Tommy Bowe","","Tommy_Bowe","Junior","NA","Queen's University","Queen%27s_University_RFC","NA","NA","NA","NA"
"Q439402","Tommy Bowe","","Tommy_Bowe","Junior","NA","Monaghan RFC","NA","NA","NA","NA","NA"
====================AAAA=enWP
"Q439402","Tommy Bowe","Tommy Bowe","Tommy_Bowe","Senior","2003-2008","Ulster","Ulster_Rugby","91","170","2003","2008"
"Q439402","Tommy Bowe","Tommy Bowe","Tommy_Bowe","Senior","2008-2012","Ospreys","Ospreys","77","185","2008","2012"
"Q439402","Tommy Bowe","Tommy Bowe","Tommy_Bowe","Senior","2012-2018","Ulster","Ulster_Rugby","78","140","2012","2018"
"Q439402","Tommy Bowe","Tommy Bowe","Tommy_Bowe","International","2004-2017","Irlande","%C3%89quipe_d%27Irlande_de_rugby_%C3%A0_XV","69","150","2004","2017"
"Q439402","Tommy Bowe","Tommy Bowe","Tommy_Bowe","International","2009-2013","Lions britanniques","%C3%89quipe_des_Lions_britanniques_et_irlandais_de_rugby_%C3%A0_XV","5","0","2009","2013"
====================AAAA=frWP
*"Q439402","Tommy Bowe","Tommy Bowe","Tommy_Bowe","Senior","NA","Belfast Harlequins","Belfast_Harlequins_RFC","NA","NA","NA","NA"
"Q439402","Tommy Bowe","Tommy Bowe","Tommy_Bowe","Senior","2003-08","Ulster","Ulster_Rugby","68","140","2003","2008"
"Q439402","Tommy Bowe","Tommy Bowe","Tommy_Bowe","Senior","2008-12","Ospreys","Ospreys","48","90","2008","2012"
"Q439402","Tommy Bowe","Tommy Bowe","Tommy_Bowe","Senior","2012-18","Ulster","Ulster_Rugby","58","105","2012","2018"
"Q439402","Tommy Bowe","Tommy Bowe","Tommy_Bowe","International","2004-17","Irlanda","Nazionale_maschile_di_rugby_a_15_dell%27Irlanda","69","150","2004","2017"
"Q439402","Tommy Bowe","Tommy Bowe","Tommy_Bowe","International","2009-2009","British Lions","British_and_Irish_Lions","2","0","2009","2009"
"Q439402","Tommy Bowe","Tommy Bowe","Tommy_Bowe","International"," 2013- 2013","British Lions","British_and_Irish_Lions","2","0","2013","2013"
====================AAAA=itWP
====================AAAA=jaWP

*"Q439880","Joe Worsley","Junior; Senior","Q1150127","231","Wasps RFC","1993","2011","275","195","itWP; enWP; WD; frWP; esWP"
"Q439880","Joe Worsley","International","Q378628","39","England national rugby union team","1999","2011","78","50","WD; frWP; itWP; esWP; enWP"
"Q439880","Joe Worsley","International","Q733600","118","British & Irish Lions","2009","2009","1","0","itWP; enWP"
"Q439880","Joe Worsley","International","Q733600","118","British & Irish Lions","2011","2011","1","0","WD; frWP"
=========================
*"Q439880","NA","joseph paul richard daniel worsley","Joe_Worsley","Senior","1993-2011","london wasps","Wasps_RFC","275","195","1993","2011"
"Q439880","NA","joseph paul richard daniel worsley","Joe_Worsley","International","1999-2011","england","England_national_rugby_union_team","78","50","1999","2011"
"Q439880","NA","joseph paul richard daniel worsley","Joe_Worsley","International","2009-2009","british and irish lions","British_%26_Irish_Lions","1","0","2009","2009"
====================AAAA=enWP
*"Q439880","Joe Worsley","Joe Worsley","Joe_Worsley","Junior","1993-1995","London Wasps","Wasps","NA","NA","1993","1995"
*"Q439880","Joe Worsley","Joe Worsley","Joe_Worsley","Senior","1995-2011","London Wasps","Wasps","275","195","1995","2011"
"Q439880","Joe Worsley","Joe Worsley","Joe_Worsley","International","1999-2011","Angleterre","%C3%89quipe_d%27Angleterre_de_rugby_%C3%A0_XV","78","50","1999","2011"
"Q439880","Joe Worsley","Joe Worsley","Joe_Worsley","International","2009-2011","Lions britanniques","%C3%89quipe_des_Lions_britanniques_et_irlandais_de_rugby_%C3%A0_XV","1","0","2009","2011"
====================AAAA=frWP
*"Q439880","Joe Worsley","Joe Worsley","Joe_Worsley","Senior","1997-2011","Wasps","Wasps_Rugby_Football_Club","218","140","1997","2011"
"Q439880","Joe Worsley","Joe Worsley","Joe_Worsley","International","1999-2011","Inghilterra","Nazionale_maschile_di_rugby_a_15_dell%27Inghilterra","78","50","1999","2011"
"Q439880","Joe Worsley","Joe Worsley","Joe_Worsley","International","2009-2009","British Lions","British_and_Irish_Lions","1","0","2009","2009"
====================AAAA=itWP
====================AAAA=jaWP

*"Q447949","Bryn Meredith","Junior; Senior","Q16973676","2278","Devonport Services R.F.C.","NA","NA","NA","NA","frWP"
"Q447949","Bryn Meredith","Junior; Senior","Q1048688","201","London Welsh RFC","NA","NA","NA","NA","WD"
"Q447949","Bryn Meredith","Senior","Q1521264","275","Newport RFC","1951","1965","194","51","WD; frWP"
"Q447949","Bryn Meredith","International","Q822877","143","Wales national rugby union team","1954","1962","34","9","WD; frWP; itWP; enWP"
"Q447949","Bryn Meredith","International","Q733600","118","British & Irish Lions","1955","1962","8","3","WD; frWP; enWP"
"Q447949","Bryn Meredith","Senior","Q807749","136","Barbarian FC","1955","1961","4","6","WD; frWP"
=========================
"Q447949","NA","brinley victor meredith","Bryn_Meredith","Junior","NA","london welsh rfc","London_Welsh_RFC","0","0","NA","NA"
"Q447949","NA","brinley victor meredith","Bryn_Meredith","Junior","NA","newport rfc","Newport_RFC","0","0","NA","NA"
"Q447949","NA","brinley victor meredith","Bryn_Meredith","Junior","NA","barbarian f.c.","Barbarian_F.C.","0","0","NA","NA"
"Q447949","NA","brinley victor meredith","Bryn_Meredith","International","1954-1962","wales","Wales_national_rugby_union_team","34","9","1954","1962"
"Q447949","NA","brinley victor meredith","Bryn_Meredith","International","1955-1962","british lions","British_%26_Irish_Lions","8","3","1955","1962"
*"Q447949","Bryn Meredith","","Bryn_Meredith","Junior","NA","Devonport Services R.F.C.","Devonport_Services_R.F.C.","NA","NA","NA","NA"
====================AAAA=enWP
*"Q447949","Bryn Meredith","Bryn Meredith","Bryn_Meredith","Senior","NA-NA","Devon","NA","?","?","NA","NA"
"Q447949","Bryn Meredith","Bryn Meredith","Bryn_Meredith","Senior","NA-NA","SW Counties","NA","?","?","NA","NA"
"Q447949","Bryn Meredith","Bryn Meredith","Bryn_Meredith","Senior","1951-1965","Newport RFC","Newport_Rugby_Football_Club","194","51","1951","1965"
"Q447949","Bryn Meredith","Bryn Meredith","Bryn_Meredith","Senior","NA-NA","London Welsh","London_Welsh_Rugby_Football_Club","?","?","NA","NA"
"Q447949","Bryn Meredith","Bryn Meredith","Bryn_Meredith","Senior","1955-1961","Barbarians","Barbarians","4","6","1955","1961"
"Q447949","Bryn Meredith","Bryn Meredith","Bryn_Meredith","International","1954-1962","Pays de Galles","%C3%89quipe_du_pays_de_Galles_de_rugby_%C3%A0_XV","34","9","1954","1962"
"Q447949","Bryn Meredith","Bryn Meredith","Bryn_Meredith","International","1955-1962","Lions britanniques","%C3%89quipe_des_Lions_britanniques_et_irlandais_de_rugby_%C3%A0_XV","8","3","1955","1962"
====================AAAA=frWP
"Q447949","Bryn Meredith","Bryn Meredith","Bryn_Meredith","International","1954-1962","Galles","Nazionale_maschile_di_rugby_a_15_del_Galles","34","9","1954","1962"
====================AAAA=itWP
====================AAAA=jaWP

"Q447949","Bryn Meredith","Junior; Senior","Q16973676","2278","Devonport Services R.F.C.","NA","NA","NA","NA","frWP"
*"Q447949","Bryn Meredith","Junior; Senior","Q1048688","201","London Welsh RFC","NA","NA","NA","NA","WD"
"Q447949","Bryn Meredith","Senior","Q1521264","275","Newport RFC","1951","1965","194","51","WD; frWP"
"Q447949","Bryn Meredith","International","Q822877","143","Wales national rugby union team","1954","1962","34","9","WD; frWP; itWP; enWP"
"Q447949","Bryn Meredith","International","Q733600","118","British & Irish Lions","1955","1962","8","3","WD; frWP; enWP"
"Q447949","Bryn Meredith","Senior","Q807749","136","Barbarian FC","1955","1961","4","6","WD; frWP"
=========================
*"Q447949","NA","brinley victor meredith","Bryn_Meredith","Junior","NA","london welsh rfc","London_Welsh_RFC","0","0","NA","NA"
"Q447949","NA","brinley victor meredith","Bryn_Meredith","Junior","NA","newport rfc","Newport_RFC","0","0","NA","NA"
"Q447949","NA","brinley victor meredith","Bryn_Meredith","Junior","NA","barbarian f.c.","Barbarian_F.C.","0","0","NA","NA"
"Q447949","NA","brinley victor meredith","Bryn_Meredith","International","1954-1962","wales","Wales_national_rugby_union_team","34","9","1954","1962"
"Q447949","NA","brinley victor meredith","Bryn_Meredith","International","1955-1962","british lions","British_%26_Irish_Lions","8","3","1955","1962"
"Q447949","Bryn Meredith","","Bryn_Meredith","Junior","NA","Devonport Services R.F.C.","Devonport_Services_R.F.C.","NA","NA","NA","NA"
====================AAAA=enWP
