"rugbyscopeId","wikidataId","fullName","type","inceptionDate","terminationDate","altNames","affiliations","countries","competitions","tier","homeVenueNames","homeVenueCapacities","locations","allRugbyIds","googleKnowlIds","wikipediaEn","wikipediaFr","wikipediaIt","wikipediaEs","wikipediaJa","dbpediaId","comments"
5276,NA,"Grigny Rugby A 15","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Île-de-France",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5277,NA,"M Laffitte St Germain Poissy","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Île-de-France",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5278,NA,"Olympique Columerien et Pays Fertois Rugby","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Île-de-France",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5279,NA,"Paris Olympique Rugby Club","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Île-de-France",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5280,NA,"Plaisir Rugby Club","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Île-de-France",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5281,NA,"Racing Club Asnierois","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Île-de-France",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5282,NA,"RC Ballancourtois","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Île-de-France",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5283,NA,"RC L'isle Adam","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Île-de-France",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5284,NA,"RC Noisy Le Sec","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Île-de-France",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5285,NA,"Rst AS Corbeil Essonne/RC Mennecy/Saintry","Club",NA,NA,"AS Corbeil-Essonnes",NA,"France","Régionale 3 - Ligue Île-de-France",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5286,NA,"Rst Aubergenville / Epone","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Île-de-France",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5287,NA,"Rst Fontenay / Antony","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Île-de-France",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5288,NA,"Rugby Charenton Maisons Alfort St Maurice","Club",NA,NA,"RC Maisons-Alfort SM",NA,"France","Régionale 3 - Ligue Île-de-France",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5289,NA,"Rugby Club de Champs - Val Maubuee","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Île-de-France",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5290,NA,"Rugby Club Les Mureaux","Club",NA,NA,"RC Les Mureaux",NA,"France","Régionale 3 - Ligue Île-de-France",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5291,NA,"Rugby Val d'Orge Savigny Lonjumeau","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Île-de-France",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5292,NA,"Saint Denis Rugby 93","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Île-de-France",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5293,NA,"Sainte Geneviève Sports Rugby","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Île-de-France",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5294,NA,"Sèvres Chaville Rugby","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Île-de-France",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5295,NA,"US Jeunesse de Mitry Mory","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Île-de-France",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5296,NA,"US Palaiseau","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Île-de-France",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5297,NA,"USO Chelles Rugby","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Île-de-France",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5298,NA,"Bayeux Rugby Club","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Normandie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5299,NA,"Cote de Nacre Rugby Club","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Normandie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5300,NA,"RC du Bocage Virois","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Normandie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5301,NA,"RC Flers Et Pays Du Bocage","Club",NA,NA,"Flers; RC Bocage virois",NA,"France","Régionale 3 - Ligue Normandie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5302,NA,"RC St Martin Champs Avranches","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Normandie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5303,NA,"Rugby Club Valognes","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Normandie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5304,NA,"Alliance Ovalienne Caudecostoise En Brulhois","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5305,NA,"AS Penne St Sylvestre","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5306,NA,"AS Seilhacoise","Club",NA,NA,"AS Seilhac; RC Seilh Fenouillet",NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5307,NA,"AS St Aubin de Medoc","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5308,NA,"Association Sportive Buzy Ogeu","Club",NA,NA,"AS Buzy Ogeu; Buzy-Ogeu",NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5309,NA,"Avant Garde de Theze","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5310,NA,"Biganos Rugby XV","Club",NA,NA,"A.S. Facture; AS Facture-Biganos Boiens; Association Sportive Facture-Biganos Boiens",NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5311,NA,"CA Meymac","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5312,NA,"Cazaux Olympique","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5313,NA,"Club-Orgnac-Lubersac","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5314,NA,"CO Colayracais","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5315,NA,"CS Bellachon","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5316,NA,"Entente Sportive Bruges Blanquefort","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5317,NA,"Étoile Sportive Miramontoise","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5318,NA,"Gabardan AS","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5319,NA,"Jurancon XV","Club",NA,NA,"AS Jurançon",NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5320,NA,"Les Marcassins","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5321,NA,"Nord Béarn XV","Club",NA,NA,"Nord Béarn",NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5322,NA,"Ovalie Grand Chatellerault Pleumartin","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5323,NA,"Poitiers Étudiants Club","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5324,NA,"RC Mezinais","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5325,NA,"RC Palaisien","Club",NA,NA,"RC Le Palais-sur-Vienne",NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5326,NA,"RC Prigontin","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5327,NA,"RO Pontois","Club",NA,NA,"Beauvoisin",NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5328,NA,"Ruffec AC","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5329,NA,"Rugby Club L'Aurence Limoges","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5330,NA,"Rugby Tonnay Charente","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5331,NA,"SA St Maixentais","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5332,NA,"Sarako Izarra","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5333,NA,"SC St Pierre du Mont","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5334,NA,"US Chauvinoise Rugby","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5335,NA,"US Mourenx","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Nouvelle-Aquitaine",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5336,NA,"AS Bastidienne","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5337,NA,"AS La Barguillere","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5338,NA,"AS Marciacaise","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5339,NA,"Association Sportive Beaulieuroise XV","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5340,NA,"Avenir du Rugby Boulonnais","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5341,NA,"Avenir Montbeton Lacourt Rugby","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5342,NA,"Avenir Salanquais XV","Club",NA,NA,"Ent. Bompas-Villelongue",NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5343,NA,"Avenir Villefranchois","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5344,NA,"Bas Armagnac Rugby Club","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5345,NA,"Bassin Sud Minervois XV","Club",NA,NA,"Bassin Sud minervois; GAOB; GAOBS",NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5346,NA,"CA Pratéen","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5347,NA,"Cabestany Olympique XV","Club",NA,NA,"Cabestany",NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5348,NA,"Caunes Rugby Club XV","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5349,NA,"Club Olympique Tauch Corbieres","Club",NA,NA,"Club Olympique Tuchan; CO Tauch Corbières",NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5350,NA,"Corbieres Maritimes XV","Club",NA,NA,"Corbières XV",NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5351,NA,"Deux Rives","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5352,NA,"Entente Bazet Andrest","Club",NA,NA,"Bazet Andrest",NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5353,NA,"Entente Haut Vallespir","Club",NA,NA,"Arles-sur-Tech",NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5354,NA,"Étoile Sportive Villenouvelloise","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5355,NA,"Étoile Sportive Vinassanaise","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5356,NA,"Garonna XV","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5357,NA,"La Nicolaite","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5358,NA,"Lieuran XV","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5359,NA,"Marguerittes RC","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5360,NA,"Marseillan Rugby Club","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5361,NA,"Meze Rugby Club","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5362,NA,"Montestruc Gers Rugby","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5363,NA,"Panjas AC","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5364,NA,"Rabastens XV","Club",NA,NA,"Rabastens",NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5365,NA,"Racing Club Limoux Rugby XV","Club",NA,NA,"RC Limoux",NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5366,NA,"Racing Club Naucellois","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5367,NA,"Racing Club Rieupeyroux XV","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5368,NA,"Racing Club Septfontois","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5369,NA,"Racing Club Villeneuve Les Maguelone","Club",NA,NA,"RC Villeneuve-lès-Maguelone",NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5370,NA,"Racing Club Villeneuvois","Club",NA,NA,"CA Villeneuvois; SA Villeneuvois",NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5371,NA,"Ras Frontignan / St Jean de Vedas","Club",NA,NA,"RC Frontignan-Sète",NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5372,NA,"Ras Haute Vallée Aveyron Rodez Rugby","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5373,NA,"Ras Hers Pyrenees Cathare","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5374,NA,"Ras US Haut Salat /co Castillon","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5375,NA,"RC St Quentinois","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5376,NA,"Rugby Athletic Cerdagne Capcir XV","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5377,NA,"Rugby Club du Brulhois 82","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5378,NA,"Rugby Club Grand Mottois","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5380,NA,"Rugby Club Lavernose Lacasse","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5381,NA,"Rugby Club Mazeres XV","Club",NA,NA,"ASMUR; Mazères-Cassagne; Mazères Cassagne; Mazères Cassagne Sport; RC Mazères",NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5382,NA,"Rugby Club Olympique du Salagou Coeur d'Herault","Club",NA,NA,"RCO Salagou",NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5383,NA,"Rugby Club Roquemaure XV","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5384,NA,"Rugby Corneilhan XV","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5385,NA,"Rugby Ecole de Vendargues","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5386,NA,"SC L'honor de Cos","Club",NA,NA,"SC L'Honor-de-Cos",NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5387,NA,"SC Montastrucois","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5388,NA,"Stade Bessanais","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5389,NA,"Stade Montfauconnais Rugby","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5390,NA,"Stade Montpellierain 2020","Club",NA,NA,"Stade Montpellierain",NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5391,NA,"Stade Uchaudois Associatif Rugby Club","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5392,NA,"Thore Rugby Club","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5393,NA,"Toulouse Athletic Club / La Fourguette","Club",NA,NA,"Toulouse Athlétique Club",NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5394,NA,"Toulouse Rugby Club","Club",NA,NA,"Toulouse AC",NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5395,NA,"UA Lalouberienne","Club",NA,NA,"Laloubère; UA Laloubère",NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5396,NA,"Union Catalane Pollestres Bages Villeneuve","Club",NA,NA,"AS Bages; AS Bages Villeneuve",NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5397,NA,"Union Rive Gauche XV","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5398,NA,"Union Sportive Castelnau Bastide 117","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5399,NA,"US Castelnau en Madiranais","Club",NA,NA,"Castelnau-Madiran; U.s. Castelnau-Madiran; US Castelnau-Madiran",NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5400,NA,"US Finhanaise","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5401,NA,"US Gondrinoise","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5402,NA,"US L'Ayguette","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5403,NA,"US St Antoninoise","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5404,NA,"US Ste Foy de Peyrolieres","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5405,NA,"Valence Olympique d'Albi","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5406,NA,"Vals et Villages en Astarac L'Isle de Noe XV","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5407,NA,"XV de La Save","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Occitanie",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5408,NA,"Entente Du Nord Sarthe","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Pays de la Loire",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5409,NA,"Ras Anjou Ovalie","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Pays de la Loire",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5410,NA,"Ras Oss 72","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Pays de la Loire",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5411,NA,"RC Castrogonterien","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Pays de la Loire",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5412,NA,"RC Douessin Rugby","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Pays de la Loire",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5413,NA,"Rugby Club Saint Hilaire Ocean","Club",NA,NA,"RC Saint Hilaire Océan",NA,"France","Régionale 3 - Ligue Pays de la Loire",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5414,NA,"Rugby Olympique Mayennais","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Pays de la Loire",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5415,NA,"Seiches Rugby","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Pays de la Loire",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5416,NA,"XV de Grand-lieu","Club",NA,NA,NA,NA,"France","Régionale 3 - Ligue Pays de la Loire",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
