"playerId","playerName","type","teamWdId","teamRsId","teamName","startYear","endYear","matchesPlayed","pointsScored","dataSource"
"Q3171352","Jean Clément","Senior","Q118498",10,"Racing 92",NA,NA,NA,NA,"WD"
"Q3171352","Jean Clément","International","Q518116",58,"France national rugby union team",1921,1923,10,0,"WD; frWP"
"Q3171408","Jean Condom","Senior","Q2921331",439,"Boucau Tarnos stade",1979,1986,116,8,"esWP; WD; frWP; itWP; enWP"
"Q3171408","Jean Condom","International","Q518116",58,"France national rugby union team",1982,1990,61,0,"WD; frWP; itWP; esWP; enWP"
"Q3171408","Jean Condom","International","Q2004853",326,"Barbarian Rugby Club",1983,1994,6,0,"enWP"
"Q3171408","Jean Condom","Senior","Q855496",152,"Biarritz Olympique",1986,1996,NA,NA,"WD; frWP; itWP; esWP; enWP"
"Q3171408","Jean Condom","Senior","Q630112",88,"Aviron Bayonnais",1996,1997,NA,NA,"WD; frWP; itWP; esWP; enWP"
"Q3171434","Jean Costantino","Senior","Q297901",27,"ASM Clermont Auvergne",1972,1978,92,45,"WD; frWP"
"Q3171434","Jean Costantino","International","Q518116",58,"France national rugby union team",1973,1973,1,0,"WD; frWP"
"Q3171434","Jean Costantino","Senior","Q2002695",324,"US Montauban",1982,1990,NA,NA,"frWP"
"Q3171568","Jean Daudé","Senior","Q3452852",624,"RC Nîmes",NA,1996,NA,NA,"enWP"
"Q3171568","Jean Daudé","Senior","Q3452852",624,"RC Nîmes",1973,1973,NA,NA,"frWP"
"Q3171568","Jean Daudé","Senior","Q1024459",199,"CS Bourgoin-Jallieu",1996,2000,NA,NA,"WD; frWP; enWP"
"Q3171568","Jean Daudé","International","Q518116",58,"France national rugby union team",2000,2000,1,0,"WD; frWP"
"Q3171568","Jean Daudé","International","Q518116",58,"France national rugby union team",2004,2008,1,0,"enWP"
"Q3171570","Jean Dauger","Junior","Q2868073",409,"Association Sportive Bayonnaise",NA,NA,NA,NA,"frWP"
"Q3171570","Jean Dauger","Senior","Q630112",88,"Aviron Bayonnais",1936,1937,NA,NA,"frWP; frWP"
"Q3171570","Jean Dauger","Senior","Q630112",88,"Aviron Bayonnais",1941,1956,NA,NA,"frWP"
"Q3171570","Jean Dauger","International","Q518116",58,"France national rugby union team",1945,1953,3,6,"WD; frWP"
"Q3171707","Jean Desclaux","Senior","Q1319827",249,"US Dax",1943,1959,NA,NA,"esWP; WD; itWP"
"Q3171707","Jean Desclaux","International","Q518116",58,"France national rugby union team",1973,1973,2,4,"itWP"
"Q3171850","Jean Duhau","Senior","Q2921331",439,"Boucau Tarnos stade",1921,1926,NA,NA,"WD; frWP"
"Q3171850","Jean Duhau","Senior","Q1361000",252,"Stade Français Rugby",1926,1927,NA,NA,"WD; frWP"
"Q3171850","Jean Duhau","Senior","Q105328944",2916,"Sport athlétique bordelais rugby",1928,1934,NA,NA,"frWP"
"Q3171850","Jean Duhau","International","Q518116",58,"France national rugby union team",1928,1933,7,14,"WD; frWP"
"Q3171958","Jean Fabre","Senior","Q3495842",663,"Stade Rodez Aveyron",1953,1956,NA,NA,"frWP"
"Q3171958","Jean Fabre","Senior","Q431412",44,"Stade Toulousain",1956,1965,145,NA,"enWP; WD; frWP"
"Q3171958","Jean Fabre","International","Q518116",58,"France national rugby union team",1963,1964,8,0,"WD; frWP; enWP"
"Q3171958","Jean Fabre","Senior","Q3495842",663,"Stade Rodez Aveyron",1965,1970,NA,NA,"frWP"
"Q3172178","Jean Gachassin","Junior","Q3495929",664,"Stade Bagnérais",1957,1959,NA,NA,"frWP"
"Q3172178","Jean Gachassin","Junior",NA,7396,"US Vic-en-Bigorre",1959,1960,NA,NA,"frWP"
"Q3172178","Jean Gachassin","Senior","Q254209",20,"FC Lourdes",1960,1972,NA,NA,"frWP; WD; enWP"
"Q3172178","Jean Gachassin","International","Q518116",58,"France national rugby union team",1961,1969,32,32,"WD; frWP; enWP"
"Q3172178","Jean Gachassin","Senior","Q3495929",664,"Stade Bagnérais",1969,1978,NA,NA,"frWP; WD; enWP"
"Q3172744","Jean Iraçabal","Senior","Q630112",88,"Aviron Bayonnais",NA,NA,NA,NA,"WD"
"Q3172744","Jean Iraçabal","International","Q518116",58,"France national rugby union team",1968,1974,34,0,"WD; frWP"
"Q3173012","Jean Larrieu","Senior","Q431412",44,"Stade Toulousain",1920,NA,NA,NA,"WD; frWP"
"Q3173012","Jean Larrieu","International","Q518116",58,"France national rugby union team",1920,1923,7,0,"WD; frWP"
"Q3173012","Jean Larrieu","Senior","Q634843",89,"Tarbes Pyrénées Rugby",2006,2018,NA,NA,"WD; frWP"
"Q3173014","Jean Larribau","Senior","Q855496",152,"Biarritz Olympique",NA,NA,NA,NA,"WD"
"Q3173014","Jean Larribau","International","Q518116",58,"France national rugby union team",1912,1914,6,3,"WD; frWP; enWP"
"Q3173014","Jean Larribau","Senior","Q952709",182,"CA Périgueux",1920,1923,NA,NA,"WD; frWP"
"Q3173026","Jean Laudouar","Senior","Q2868156",413,"AS Soustons",NA,NA,NA,NA,"frWP"
"Q3173026","Jean Laudouar","Senior","Q3495934",666,"Stade Bordelais",NA,NA,NA,NA,"WD"
"Q3173026","Jean Laudouar","International","Q518116",58,"France national rugby union team",1961,1962,5,0,"WD; frWP"
"Q3173071","Jean Le Droff","Senior","Q779116",129,"FC Auch Gers",NA,NA,NA,NA,"frWP"
"Q3173071","Jean Le Droff","International","Q518116",58,"France national rugby union team",1963,1971,9,0,"WD; frWP"
"Q3173231","Jean Liénard","Senior","Q1387142",255,"Football Club Grenoble Rugby",1949,1956,NA,NA,"WD; frWP"
"Q3173231","Jean Liénard","Senior","Q3553542",726,"Valence Sportif",1956,1958,NA,NA,"frWP"
"Q3173456","Jean Matheu-Cambas","International","Q518116",58,"France national rugby union team",1945,1951,24,3,"WD; frWP"
"Q3173456","Jean Matheu-Cambas","Senior","Q964957",189,"Castres Olympique",1946,NA,NA,NA,"frWP"
"Q3173456","Jean Matheu-Cambas","Senior","Q1422627",263,"SU Agen Lot-et-Garonne",1956,1958,NA,NA,"frWP"
"Q3173615","Jean Morère","Senior","Q779116",129,"FC Auch Gers",NA,NA,NA,NA,"WD"
"Q3173615","Jean Morère","Senior","Q3351703",576,"Olympique de Marseille",NA,NA,NA,NA,"WD"
"Q3173615","Jean Morère","Senior","Q3495934",666,"Stade Bordelais",NA,NA,NA,NA,"WD"
"Q3173615","Jean Morère","Senior","Q431412",44,"Stade Toulousain",NA,NA,NA,NA,"WD"
"Q3173615","Jean Morère","Senior","Q634843",89,"Tarbes Pyrénées Rugby",NA,NA,NA,NA,"WD"
"Q3173615","Jean Morère","International","Q518116",58,"France national rugby union team",1927,1929,4,0,"WD; frWP"
"Q3173979","Jean Pierre-Antoine","Junior","Q1225303",242,"UA Gaillac",NA,NA,NA,NA,"frWP"
"Q3173979","Jean Pierre-Antoine","Senior","Q964957",189,"Castres Olympique",NA,1944,NA,NA,"WD"
"Q3173979","Jean Pierre-Antoine","Senior","Q964957",189,"Castres Olympique",1947,1956,NA,NA,"WD; frWP"
"Q3174033","Jean Piqué","Senior","Q15055309",2145,"Section Paloise",1955,1966,NA,NA,"WD; frWP; enWP"
"Q3174033","Jean Piqué","International","Q518116",58,"France national rugby union team",1961,1965,18,6,"WD; frWP; enWP"
"Q3174552","Jean Sarda","Senior","Q1781643",309,"AS Béziers Hérault",1960,1973,NA,NA,"WD; frWP"
"Q3174610","Jean Semmartin","Senior","Q431412",44,"Stade Toulousain",NA,1912,NA,NA,"WD"
"Q3174610","Jean Semmartin","Senior","Q3494127",659,"Sporting Club universitaire de France rugby",1912,1919,NA,NA,"WD; frWP"
"Q3174610","Jean Semmartin","International","Q518116",58,"France national rugby union team",1913,1913,2,0,"WD; frWP"
"Q3174610","Jean Semmartin","Senior","Q855496",152,"Biarritz Olympique",1919,1921,NA,NA,"WD; frWP"
"Q3174629","Jean Sillières","Senior","Q634843",89,"Tarbes Pyrénées Rugby",NA,NA,NA,NA,"WD"
"Q3174629","Jean Sillières","International","Q518116",58,"France national rugby union team",1968,1972,8,10,"WD; frWP; enWP"
"Q3174854","Jean Trillo","Senior","Q65166931",2788,"Société athlétique condomoise",1913,1923,NA,NA,"frWP"
"Q3174854","Jean Trillo","Senior","Q1022908",196,"CA Bordeaux-Bègles Gironde",1964,1974,NA,NA,"WD; frWP"
"Q3174854","Jean Trillo","International","Q518116",58,"France national rugby union team",1967,1973,28,19,"WD; frWP; enWP"
"Q3175442","Jean de Grégorio","Senior","Q2857438",406,"Union sportive romanaise et péageoise",1952,1956,NA,NA,"WD; frWP"
"Q3175442","Jean de Grégorio","Senior","Q1387142",255,"Football Club Grenoble Rugby",1956,1969,NA,NA,"WD; frWP; enWP"
"Q3175442","Jean de Grégorio","International","Q518116",58,"France national rugby union team",1960,1964,22,3,"WD; frWP; enWP"
"Q3175878","Jeandré Fourie","Junior","Q885646",156,"Bulls",2002,2004,NA,NA,"frWP"
"Q3175878","Jeandré Fourie","Senior","Q1170708",233,"Pumas",2004,2006,10,38,"frWP"
"Q3175878","Jeandré Fourie","Senior","Q4075",1,"Lyon OU",2007,2009,54,468,"frWP"
"Q3175878","Jeandré Fourie","Senior","Q1115439",208,"RC Narbonne",2009,2011,19,28,"frWP"
"Q3175878","Jeandré Fourie","Senior","Q2868153",412,"Association sportive mâconnaise",2011,2016,79,747,"frWP"
"Q3175878","Jeandré Fourie","Senior","Q63341740",2747,"Club sportif beaunois",2016,2018,NA,NA,"frWP"
"Q3175878","Jeandré Fourie","Senior",NA,4459,"RC Rillieux",2018,2019,NA,NA,"frWP"
"Q3176327","Jebb Sinclair","Senior","Q2941339",457,"Castaway Wanderers",NA,NA,NA,NA,"WD"
"Q3176327","Jebb Sinclair","Senior",NA,7107,"Fredericton Loyalists Rugby Club",NA,NA,NA,NA,"frWP"
"Q3176327","Jebb Sinclair","Senior","Q3339110",564,"Newfoundland Rock",NA,NA,NA,NA,"WD"
"Q3176327","Jebb Sinclair","International","Q774221",128,"Canada national rugby union team",2008,2015,42,10,"WD; frWP; enWP"
"Q3176327","Jebb Sinclair","Senior","Q1193020",238,"London Irish RFC",2011,2017,88,25,"WD; frWP; enWP"
"Q3176327","Jebb Sinclair","Senior","Q794910",135,"Stormers",2011,2012,12,5,"enWP; WD; frWP"
"Q3176811","Jehoida Hodges","Junior","Q1048688",201,"London Welsh RFC",NA,NA,NA,NA,"enWP"
"Q3176811","Jehoida Hodges","Junior","Q1521264",275,"Newport RFC",1897,1909,252,90,"enWP"
"Q3176811","Jehoida Hodges","International","Q822877",143,"Wales national rugby union team",1899,1906,23,18,"WD; enWP"
"Q3177273","Jeremaiya Tamanisau","Senior",NA,7019,"Belovula Rugby Club",2005,2005,NA,NA,"frWP"
"Q3177273","Jeremaiya Tamanisau","Senior","Q2981114",477,"Coastal Stallions",2006,2007,NA,NA,"frWP"
"Q3177273","Jeremaiya Tamanisau","Senior",NA,4446,"Nadroga Stallions",2006,2007,NA,NA,"frWP"
"Q3177273","Jeremaiya Tamanisau","Senior","Q3071726",505,"Fiji Barbarians",2006,2006,NA,NA,"frWP"
"Q3177273","Jeremaiya Tamanisau","Senior","Q1857064",315,"RC Toulonnais",2007,2008,13,20,"WD; frWP"
"Q3177273","Jeremaiya Tamanisau","Senior","Q3071728",506,"Fiji Warriors",2007,2007,NA,NA,"frWP"
"Q3177273","Jeremaiya Tamanisau","Senior","Q1865460",316,"Union Bordeaux Bègles",2008,2009,19,20,"WD; frWP"
"Q3177273","Jeremaiya Tamanisau","International","Q1134669",222,"Fiji national rugby union team",2008,2008,1,0,"frWP"
"Q3177273","Jeremaiya Tamanisau","Senior","Q3496125",670,"Stade Langonnais",2009,2010,NA,NA,"frWP"
"Q3177328","Jeremy Manning","Junior","Q2997389",480,"Cork Constitution",NA,NA,NA,NA,"enWP"
"Q3177328","Jeremy Manning","Junior","Q3551336",724,"University College Cork RFC",NA,NA,NA,NA,"enWP"
"Q3177328","Jeremy Manning","Senior","Q1140373",225,"Munster Rugby",2005,2010,50,173,"WD; frWP; enWP"
"Q3177328","Jeremy Manning","Senior","Q910657",160,"Newcastle Red Bulls",2010,2012,39,98,"WD; frWP; enWP"
"Q3177328","Jeremy Manning","Senior","Q2822078",401,"Abu Dhabi Harlequins",2012,NA,NA,NA,"frWP; enWP"
"Q3177333","Jeremy Nel","Senior","Q1777760",308,"Leopards",1952,1952,NA,NA,"enWP"
"Q3177333","Jeremy Nel","Senior","Q3046571",495,"Eastern Province Kings",1953,1953,NA,NA,"enWP"
"Q3177333","Jeremy Nel","Senior","Q794910",135,"Stormers",1955,1956,NA,NA,"WD; enWP"
"Q3177333","Jeremy Nel","International","Q498478",52,"South Africa national rugby union team",1956,1958,8,3,"WD; frWP; enWP"
"Q3177333","Jeremy Nel","Senior","Q1170721",235,"Boland Cavaliers",1957,1957,NA,NA,"enWP"
"Q3177333","Jeremy Nel","Senior","Q1210146",241,"Lions",1958,1958,NA,NA,"WD; enWP"
"Q3177333","Jeremy Nel","Senior","Q266149",22,"Cheetahs",1962,1963,NA,NA,"enWP"
"Q3177336","Jeremy Paul","Senior","Q605245",80,"ACT Brumbies",1998,2007,112,115,"frWP; itWP; esWP; enWP"
"Q3177336","Jeremy Paul","International","Q622443",86,"Australia national rugby union team",1998,2006,72,70,"WD; frWP; itWP; enWP"
"Q3177336","Jeremy Paul","Senior","Q745758",122,"Gloucester Rugby",2007,2008,9,0,"WD; frWP; itWP; esWP; enWP"
"Q3177350","Jeremy Staunton","Junior","Q3098495",519,"Garryowen Football Club",NA,NA,NA,NA,"enWP"
"Q3177350","Jeremy Staunton","International","Q6068556",1368,"Ireland A national rugby union team",1999,2007,14,109,"WD; enWP"
"Q3177350","Jeremy Staunton","Senior","Q1140373",225,"Munster Rugby",1999,2004,58,354,"WD; frWP; enWP"
"Q3177350","Jeremy Staunton","International","Q599903",77,"Ireland national rugby union team",2001,2007,5,21,"WD; frWP; enWP"
"Q3177350","Jeremy Staunton","Senior","Q1149835",230,"Harlequin F.C.",2004,2005,25,212,"WD; frWP; enWP"
"Q3177350","Jeremy Staunton","Senior","Q1150127",231,"Wasps RFC",2005,2007,38,138,"enWP; WD; frWP"
"Q3177350","Jeremy Staunton","Senior","Q1193020",238,"London Irish RFC",2007,2008,6,21,"enWP; WD; frWP"
"Q3177350","Jeremy Staunton","Senior","Q1150127",231,"Wasps RFC",2008,2009,15,46,"enWP; WD; frWP"
"Q3177350","Jeremy Staunton","Senior","Q1071691",204,"Leicester Tigers",2009,2012,55,328,"WD; frWP; enWP"
"Q3177492","Jerry Meafou","Senior","Q3566136",730,"Wanganui Rugby Football Union",2004,2005,18,20,"frWP"
"Q3177492","Jerry Meafou","International","Q1138539",224,"Samoa national rugby union team",2007,2008,4,0,"WD; frWP; enWP"
"Q3178537","Jharay Russell","Senior","Q596985",76,"Montpellier Hérault Rugby",1997,2007,46,30,"WD; frWP"
"Q3178879","Joseph Magee","Senior","Q2893513",429,"Bective Rangers",NA,NA,NA,NA,"WD"
"Q3178879","Joseph Magee","International","Q599903",77,"Ireland national rugby union team",1895,1895,2,0,"WD; frWP; enWP"
"Q3178879","Joseph Magee","International","Q733600",118,"British & Irish Lions",1896,1896,2,0,"WD; frWP"
"Q3178886","Jim McCoy","Senior","Q3041308",492,"Dungannon RFC",NA,1985,NA,NA,"enWP"
"Q3178886","Jim McCoy","Senior","Q1548720",282,"Ulster Rugby",1978,NA,NA,NA,"enWP"
"Q3178886","Jim McCoy","International","Q6068556",1368,"Ireland A national rugby union team",1979,1982,2,0,"enWP"
"Q3178886","Jim McCoy","International",NA,7800,"Ireland national under-23 rugby union team",1979,1979,1,0,"enWP"
"Q3178886","Jim McCoy","International","Q599903",77,"Ireland national rugby union team",1984,1989,16,0,"WD; enWP"
"Q3178886","Jim McCoy","Senior","Q25171856",2585,"Bangor RFC",1985,NA,NA,NA,"enWP"
"Q3178941","Jim Shanklin","International","Q822877",143,"Wales national rugby union team",1970,1973,4,4,"WD; enWP"
"Q3178949","Jim Staples","Senior","Q1126167",213,"Connacht Rugby",1984,1990,NA,NA,"WD; frWP; esWP; enWP"
"Q3178949","Jim Staples","Senior","Q1193020",238,"London Irish RFC",1990,1994,NA,NA,"itWP; esWP; WD; frWP; enWP"
"Q3178949","Jim Staples","International","Q599903",77,"Ireland national rugby union team",1991,1997,26,25,"WD; frWP; itWP; enWP"
"Q3178949","Jim Staples","Senior","Q1149835",230,"Harlequin F.C.",1994,1998,NA,NA,"WD; frWP; itWP; esWP; enWP"
"Q3179036","Jimmy Duncan","Senior","Q104856109",2911,"Otago Rugby Union Team",1887,1903,NA,NA,"frWP"
"Q3179036","Jimmy Duncan","International","Q55801",6,"New Zealand national rugby union team",1897,1903,10,9,"frWP; WD; enWP"
"Q3179063","Jimmy Hunter","Senior","Q104856115",2913,"Taranaki Rugby Union Team",1898,1908,43,0,"frWP; enWP"
"Q3179063","Jimmy Hunter","Senior","Q104649868",2898,"North Island Rugby Union",1904,1908,5,0,"enWP"
"Q3179063","Jimmy Hunter","International","Q55801",6,"New Zealand national rugby union team",1905,1908,36,144,"WD; frWP; enWP"
"Q3179073","Jimmy Ledgard","International","Q378628",39,"England national rugby union team",1947,1955,12,54,"frWP"
"Q3179079","Jimmy Marlu","Junior","Q46387",5,"RC Massy",NA,NA,NA,NA,"frWP"
"Q3179079","Jimmy Marlu","Senior","Q297901",27,"ASM Clermont Auvergne",1996,2003,148,345,"WD; frWP; itWP; enWP"
"Q3179079","Jimmy Marlu","International","Q518116",58,"France national rugby union team",1998,2005,4,0,"WD; frWP; itWP; enWP"
"Q3179079","Jimmy Marlu","Senior","Q855496",152,"Biarritz Olympique",2003,2008,53,140,"WD; frWP; itWP; enWP"
"Q3179079","Jimmy Marlu","Senior","Q1865460",316,"Union Bordeaux Bègles",2008,2009,16,5,"WD; frWP; itWP; enWP"
"Q3179435","Joachim Algisi","Senior","Q1115439",208,"RC Narbonne",2006,2014,159,50,"WD; frWP"
"Q3179435","Joachim Algisi","Senior","Q46387",5,"RC Massy",2014,2015,22,15,"WD; frWP"
"Q3179753","Joaquin Pastore","Senior","Q122765722",226,"Old Boys & Old Girls Club",NA,NA,NA,NA,"frWP"
"Q3179753","Joaquin Pastore","International","Q276760",23,"Uruguay national rugby union team",2003,2009,43,30,"WD; frWP; enWP"
"Q3179820","Jocelino Suta","Senior","Q1782908",310,"Stade Montois",2005,2008,51,10,"WD; frWP; enWP"
"Q3179820","Jocelino Suta","Senior","Q1857064",315,"RC Toulonnais",2008,2018,233,35,"WD; frWP; enWP"
"Q3179820","Jocelino Suta","International","Q518116",58,"France national rugby union team",2012,2015,6,0,"WD; frWP"
"Q3179820","Jocelino Suta","International","Q518116",58,"France national rugby union team",2012,2013,6,0,"enWP"
"Q3179899","Jock Richardson","Senior","Q104856109",2911,"Otago Rugby Union Team",1920,1922,14,0,"frWP; enWP"
"Q3179899","Jock Richardson","International","Q55801",6,"New Zealand national rugby union team",1921,1925,7,58,"WD; frWP; enWP"
"Q3179899","Jock Richardson","Senior","Q104856112",2912,"Southland RFU Team",1923,1926,15,0,"frWP; enWP"
"Q3179950","Jody Jenneker","Senior","Q744636",121,"Sharks",2005,2008,35,10,"WD; frWP; enWP"
"Q3179950","Jody Jenneker","Senior","Q1170726",236,"Falcons",2008,2009,10,0,"WD; frWP"
"Q3179950","Jody Jenneker","Senior","Q4075",1,"Lyon OU",2011,2012,8,0,"WD; frWP; enWP"
"Q3179950","Jody Jenneker","Senior","Q636019",92,"Oyonnax Rugby",2012,2016,107,50,"WD; frWP; enWP"
"Q3179950","Jody Jenneker","Senior","Q3496060",667,"Stade Dijonnais Côte D'Or",2012,2012,10,10,"WD; frWP; enWP"
"Q3179950","Jody Jenneker","Senior","Q964957",189,"Castres Olympique",2016,2020,101,60,"frWP; enWP"
"Q3179950","Jody Jenneker","Senior","Q28843742",2627,"Valence Romans Drôme Rugby",2020,2022,44,55,"frWP"
"Q3179966","Joé Anduran","Senior","Q3494127",659,"Sporting Club universitaire de France rugby",1900,1914,NA,NA,"WD; frWP"
"Q3179966","Joé Anduran","International","Q518116",58,"France national rugby union team",1910,1910,1,0,"WD; frWP; enWP"
"Q3180054","Joe El-Abd","Senior","Q810786",138,"Bath Rugby",2000,2002,NA,NA,"enWP; WD; frWP"
"Q3180054","Joe El-Abd","Senior","Q2932851",450,"Caerphilly RFC",2002,2003,NA,NA,"frWP; enWP"
"Q3180054","Joe El-Abd","Senior","Q917973",162,"Bristol Bears",2003,2009,102,50,"WD; frWP; enWP"
"Q3180054","Joe El-Abd","Senior","Q1857064",315,"RC Toulonnais",2009,2012,66,5,"WD; frWP; enWP"
"Q3180054","Joe El-Abd","Senior","Q636019",92,"Oyonnax Rugby",2012,2014,39,10,"WD; frWP; enWP"
"Q3180097","Joe Karam","Senior","Q5904921",1347,"Horowhenua-Kapiti Rugby Football Union",NA,NA,NA,NA,"frWP"
"Q3180097","Joe Karam","Senior","Q1476647",270,"Wellington Rugby Football Union Team",NA,NA,NA,NA,"WD"
"Q3180097","Joe Karam","International","Q55801",6,"New Zealand national rugby union team",1972,1975,42,65,"WD; frWP"
"Q3180097","Joe Karam","Senior","Q297901",27,"ASM Clermont Auvergne",1973,1974,NA,NA,"WD; frWP"
"Q3180114","Joseph Mbu","Senior","Q1149835",230,"Harlequin F.C.",2004,2005,NA,NA,"frWP; enWP"
"Q3180114","Joseph Mbu","Senior","Q1150127",231,"Wasps RFC",2005,2006,5,0,"WD; frWP; enWP"
"Q3180114","Joseph Mbu","Senior","Q15055309",2145,"Section Paloise",2006,2007,25,60,"WD; frWP; enWP"
"Q3180114","Joseph Mbu","Senior","Q1319827",249,"US Dax",2007,2008,4,10,"WD; frWP; enWP"
"Q3180275","Joeli Veitayaki","Senior","Q3196999",541,"King Country Rugby Football Union",1991,1996,64,65,"frWP; enWP"
"Q3180275","Joeli Veitayaki","Junior",NA,7634,"Tihoi Rugby Football Club",1991,1993,NA,NA,"enWP"
"Q3180275","Joeli Veitayaki","International","Q1134669",222,"Fiji national rugby union team",1994,2003,49,15,"WD; frWP; enWP"
"Q3180275","Joeli Veitayaki","Junior",NA,5840,"Kio Kio United Sports Club",1994,1996,NA,NA,"enWP"
"Q3180275","Joeli Veitayaki","Senior","Q586617",72,"Chiefs",1996,1996,11,10,"frWP; enWP"
"Q3180275","Joeli Veitayaki","Senior","Q104856105",2910,"Northland Rugby Union Team",1997,2001,35,15,"frWP; enWP"
"Q3180275","Joeli Veitayaki","Junior","Q5756549",1322,"High School Old Boys RFC",1997,1998,NA,NA,"enWP"
"Q3180275","Joeli Veitayaki","Senior","Q1156303",232,"Blues",1998,1999,2,0,"frWP; enWP"
"Q3180275","Joeli Veitayaki","Senior","Q1548720",282,"Ulster Rugby",1999,2000,NA,NA,"WD; frWP"
"Q3180275","Joeli Veitayaki","Junior",NA,5894,"Mid-Northern Rugby Football Club",2000,2001,NA,NA,"enWP"
"Q3180275","Joeli Veitayaki","Senior","Q104856105",2910,"Northland Rugby Union Team",2000,2001,17,0,"frWP"
"Q3180275","Joeli Veitayaki","Senior","Q1548720",282,"Ulster Rugby",2001,2003,NA,NA,"enWP"
"Q3180277","Joeli Vidiri","Senior","Q104856095",2907,"Counties Manukau Rugby Union Team",1994,2000,71,280,"frWP; enWP"
"Q3180277","Joeli Vidiri","International","Q1134669",222,"Fiji national rugby union team",1994,1995,7,25,"WD; frWP; enWP"
"Q3180277","Joeli Vidiri","Senior","Q1156303",232,"Blues",1996,2001,64,235,"WD; frWP; enWP"
"Q3180277","Joeli Vidiri","International","Q7015235",1562,"New Zealand Barbarians",1996,1998,3,20,"enWP"
"Q3180277","Joeli Vidiri","International","Q7015235",1562,"New Zealand Barbarians",1996,1997,3,20,"frWP"
"Q3180277","Joeli Vidiri","International","Q55801",6,"New Zealand national rugby union team",1998,1998,2,5,"WD; frWP; enWP"
"Q3180277","Joeli Vidiri","International","Q749756",124,"New Zealand A national rugby union team",1999,1999,5,5,"frWP; enWP"
"Q3180277","Joeli Vidiri","International","Q807749",136,"Barbarian FC",2000,2001,4,35,"WD; frWP; enWP"
"Q3180277","Joeli Vidiri","Senior","Q4819588",928,"Auckland RFU Team",2001,2001,2,0,"frWP; enWP"
"Q3180391","Johan Claassen","Senior","Q1777760",308,"Leopards",1949,1962,105,0,"WD; enWP"
"Q3180391","Johan Claassen","International","Q498478",52,"South Africa national rugby union team",1955,1962,28,10,"WD; frWP; enWP"
"Q3180394","Johan Dalla Riva","Junior","Q431412",44,"Stade Toulousain",NA,NA,NA,NA,"WD"
"Q3180394","Johan Dalla Riva","Senior","Q634843",89,"Tarbes Pyrénées Rugby",2001,2002,NA,NA,"frWP"
"Q3180394","Johan Dalla Riva","Senior","Q964957",189,"Castres Olympique",2002,2005,14,20,"WD; frWP"
"Q3180394","Johan Dalla Riva","Senior","Q1022912",197,"CA Brive",2005,2007,49,63,"WD; frWP"
"Q3180394","Johan Dalla Riva","Senior","Q2002695",324,"US Montauban",2007,2010,68,59,"WD; frWP"
"Q3180394","Johan Dalla Riva","Senior","Q1387142",255,"Football Club Grenoble Rugby",2010,2012,36,146,"WD; frWP"
"Q3180394","Johan Dalla Riva","Senior","Q881070",155,"Blagnac SCR",2012,2013,NA,NA,"WD; frWP"
"Q3180394","Johan Dalla Riva","Senior","Q2868158",414,"Amicale sportive vauréenne",2013,2014,NA,NA,"frWP; frWP"
"Q3180407","Johan Hendriks","Senior","Q1777760",308,"Leopards",1997,1997,NA,NA,"frWP"
"Q3180407","Johan Hendriks","Senior","Q744636",121,"Sharks",1999,1999,NA,NA,"frWP"
"Q3180407","Johan Hendriks","Senior","Q1777760",308,"Leopards",2000,2003,NA,NA,"frWP"
"Q3180407","Johan Hendriks","International","Q1419899",261,"Russia national rugby union team",2002,2002,9,10,"frWP"
"Q3180407","Johan Hendriks","Senior","Q1170716",234,"Griquas",2003,2003,NA,NA,"frWP"
"Q3180407","Johan Hendriks","Senior","Q885646",156,"Bulls",2004,2004,NA,NA,"frWP"
"Q3180407","Johan Hendriks","Senior","Q1387142",255,"Football Club Grenoble Rugby",2005,2009,57,5,"WD; frWP"
"Q3180407","Johan Hendriks","Senior","Q1170726",236,"Falcons",2005,2005,NA,NA,"frWP"
"Q3180407","Johan Hendriks","Senior","Q952709",182,"CA Périgueux",2009,2010,22,5,"frWP"
"Q3180465","Johan Wasserman","International","Q498478",52,"South Africa national rugby union team",2000,2000,NA,NA,"enWP"
"Q3180465","Johan Wasserman","Senior","Q885646",156,"Bulls",2005,2007,NA,NA,"WD; frWP"
"Q3180465","Johan Wasserman","Senior","Q596985",76,"Montpellier Hérault Rugby",2007,2011,54,10,"WD; frWP"
"Q3180823","Johañe Luro","Senior","Q15055309",2145,"Section Paloise",2004,2009,42,5,"WD; frWP"
"Q3180823","Johañe Luro","Senior","Q3493865",655,"Sport athlétique mauléonais",2009,NA,51,10,"WD; frWP"
"Q3180936","John Arthur Jones","Senior","Q842510",151,"Cardiff RFC",NA,NA,NA,NA,"WD"
"Q3180936","John Arthur Jones","International","Q822877",143,"Wales national rugby union team",1883,1883,1,0,"WD; frWP"
"Q3180943","John Ashworth","Senior","Q104855938",2903,"Canterbury Rugby Union Team",1972,1984,99,28,"enWP; frWP"
"Q3180943","John Ashworth","International","Q55801",6,"New Zealand national rugby union team",1977,1985,24,4,"WD; enWP; frWP"
"Q3180943","John Ashworth","Senior","Q104856096",2908,"Hawke's Bay Rugby Union Team",1985,1985,2,0,"frWP; enWP"
"Q3180995","John Barclay","Senior","Q374981",37,"Glasgow Warriors",2004,2013,148,65,"WD; frWP; itWP; esWP; enWP"
"Q3180995","John Barclay","International","Q7435701",1789,"Scotland national under-20 rugby union team",2006,2006,3,0,"frWP"
