"Q80607","George Pisi","Senior","Q104855944","2904","North Harbour Rugby Union Team","2005","2009","50","45","frWP; enWP"
*"Q80607","George Pisi","NA","Q7016264","1564","New Zealand national under-19 rugby union team","2005","2005","NA","NA","WD"
"Q80607","George Pisi","Senior","Q1156303","232","Blues","2006","2010","18","0","WD; frWP; enWP"
"Q80607","George Pisi","International","Q7016267","1565","New Zealand national under-21 rugby union team","2006","2007","6","5","WD; enWP"
"Q80607","George Pisi","International","Q1138539","224","Samoa national rugby union team","2010","2016","21","20","WD; frWP; enWP"
"Q80607","George Pisi","Senior","Q104856115","2913","Taranaki Rugby Union Team","2010","2011","17","20","frWP; enWP"
"Q80607","George Pisi","Senior","Q297901","27","ASM Clermont Auvergne","2010","2010","7","15","WD; frWP"
"Q80607","George Pisi","Senior","Q1201283","239","Northampton Saints","2011","2017","139","145","enWP; WD; frWP"
"Q80607","George Pisi","Senior","Q297901","27","ASM Clermont Auvergne","2011","2011","7","15","enWP"
"Q80607","George Pisi","Senior","Q104855944","2904","North Harbour Rugby Union Team","2017","2017","NA","NA","frWP"
"Q80607","George Pisi","Senior","Q915507","161","Western Force","2018","2018","4","0","frWP; enWP"
=========================
Q80607","NA","tala'ave george pisi","George_Pisi","Senior","2005-2009","north harbour","North_Harbour_Rugby_Union","50","45","2005","2009"
Q80607","NA","tala'ave george pisi","George_Pisi","Senior","2006-2010","Auckland Blues","Blues_(Super_Rugby)","18","0","2006","2010"
Q80607","NA","tala'ave george pisi","George_Pisi","Senior","2010-2011","Taranaki","Taranaki_(National_Provincial_Championship)","17","20","2010","2011"
Q80607","NA","tala'ave george pisi","George_Pisi","Senior","2011-2011","clermont","ASM_Clermont_Auvergne","7","15","2011","2011"
Q80607","NA","tala'ave george pisi","George_Pisi","Senior","2011-2016","northampton saints","Northampton_Saints","139","145","2011","2016"
Q80607","NA","tala'ave george pisi","George_Pisi","Senior","2018-2018","force","Western_Force","4","0","2018","2018"
Q80607","NA","tala'ave george pisi","George_Pisi","International","2006-2007","new zealand u21","New_Zealand_national_under-21_rugby_union_team","6","5","2006","2007"
Q80607","NA","tala'ave george pisi","George_Pisi","International","2010-2016","samoa","Samoa_national_rugby_union_team","21","20","2010","2016"
====================AAAA=enWP
Q80607","George Pisi","George Pisi","George_Pisi","Senior","2005-2009","North Harbour","North_Harbour_Rugby_Union","50","45","2005","2009"
Q80607","George Pisi","George Pisi","George_Pisi","Senior","2006-2010","Blues","Blues_(rugby_%C3%A0_XV)","18","0","2006","2010"
Q80607","George Pisi","George Pisi","George_Pisi","Senior","2010-2010","ASM Clermont","ASM_Clermont_Auvergne","7","15","2010","2010"
Q80607","George Pisi","George Pisi","George_Pisi","Senior","2010-2011","Taranaki","Taranaki_Rugby_Football_Union","17","20","2010","2011"
Q80607","George Pisi","George Pisi","George_Pisi","Senior","2011-2017","Northampton Saints","Northampton_Saints","137","145","2011","2017"
Q80607","George Pisi","George Pisi","George_Pisi","Senior","2017-2017","North Harbour","NA","0","0","2017","2017"
Q80607","George Pisi","George Pisi","George_Pisi","Senior","2018-2018","Western Force","Western_Force","4","0","2018","2018"
Q80607","George Pisi","George Pisi","George_Pisi","International","2010-2016","Samoa","%C3%89quipe_des_Samoa_de_rugby_%C3%A0_XV","21","20","2010","2016"
====================AAAA=frWP
====================AAAA=itWP
====================AAAA=jaWP

*"Q98252","Manuel Wilhelm","NA","Q870753","154","Rudergesellschaft Heidelberg 1898","NA","NA","NA","NA","WD"
"Q98252","Manuel Wilhelm","International","Q695374","116","Germany national rugby union team","2003","2014","46","20","WD; enWP"
=========================
Q98252","NA","manuel wilhelm","Manuel_Wilhelm","International","2003-2014","germany","Germany_national_rugby_union_team","46","20","2003","2014"
====================AAAA=enWP
====================AAAA=frWP
====================AAAA=itWP
====================AAAA=jaWP

*"Q101586","Rudolf Finsterer","NA","Q695374","116","Germany national rugby union team","NA","NA","NA","NA","WD"
=========================
====================AAAA=enWP
====================AAAA=frWP
====================AAAA=itWP
====================AAAA=jaWP

