"","France","England","South Africa","New Zealand","Australia","Argentina","Wales","Italy","Japan","Scotland","U.S.A.","Ireland","Others"
"DBPD",5.67282321899736,39.9816176470588,4.34782608695652,8.84955752212389,20.5936920222635,13.0879345603272,60.4395604395604,11.4649681528662,13.8339920948617,78.0876494023904,58.6065573770492,50.2202643171806,47.4755086661643
"enWP",6.72823218997361,43.75,5.70652173913043,16.4601769911504,23.0055658627087,22.9038854805726,62.0879120879121,14.0127388535032,18.5770750988142,80.4780876494024,69.672131147541,59.9118942731277,60.060286360211
"esWP",2.57255936675462,3.03308823529412,3.26086956521739,7.07964601769912,3.15398886827458,29.6523517382413,4.67032967032967,8.9171974522293,5.13833992094862,7.17131474103586,14.344262295082,7.9295154185022,18.9902034664657
"frWP",17.6781002638522,10.2941176470588,4.21195652173913,8.84955752212389,9.64749536178108,8.58895705521472,8.51648351648352,13.0573248407643,12.2529644268775,17.5298804780876,34.4262295081967,22.4669603524229,30.5953278070836
"itWP",2.44063324538259,3.30882352941176,2.71739130434783,2.30088495575221,1.2987012987013,5.72597137014315,7.14285714285714,35.3503184713376,3.55731225296443,7.56972111553785,4.50819672131148,8.81057268722467,16.4280331574981
"jaWP",2.70448548812665,4.59558823529412,2.85326086956522,4.60176991150442,4.45269016697588,3.68098159509202,2.1978021978022,4.14012738853503,69.5652173913043,2.39043824701195,12.7049180327869,3.08370044052863,8.13865862848531
"WD",25.3298153034301,47.7022058823529,5.02717391304348,18.5840707964602,24.860853432282,32.3108384458078,64.010989010989,38.2165605095541,62.0553359683794,87.6494023904382,71.3114754098361,59.4713656387665,72.6450640542577
