"Intervals","Counts","Density"
"[0, 5000[","7764","0.000196880943324458"
"[5000, 10000[","44","1.11576011157601e-06"
"[10000, 15000[","43","1.09040192722201e-06"
"[15000, 20000[","21","5.32521871434005e-07"
"[20000, 25000[","11","2.78940027894003e-07"
"[25000, 30000[","1","2.53581843540003e-08"
"[30000, 35000[","1","2.53581843540003e-08"
"[35000, 40000[","1","2.53581843540003e-08"
"[40000, 45000[","0","0"
"[45000, 50000[","1","2.53581843540003e-08"
