club,clubLabel,inception,nickmaneLabels,affiliation,affiliationLabel,country,countryLabel,competition,competitionLabel,homeVenue,homeVenueLabel,homeVenueCapacity,location,locationLabel,AllRugbyID
http://www.wikidata.org/entity/Q1393650,Sharks,1996-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q258,South Africa,,,,,,http://www.wikidata.org/entity/Q5468,Durban,
http://www.wikidata.org/entity/Q1407380,US Colomiers,1915-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q5904,Pro D2,,,,http://www.wikidata.org/entity/Q318071,Colomiers,
http://www.wikidata.org/entity/Q1422627,SU Agen Lot-et-Garonne,1908-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q1479321,French Rugby Federation,http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q5798,Top 14,,,14042,http://www.wikidata.org/entity/Q6625,Agen,
http://www.wikidata.org/entity/Q1471265,USA Perpignan,1933-05-05T00:00:00Z,Els catalans,http://www.wikidata.org/entity/Q1479321,French Rugby Federation,http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q5798,Top 14,,,16593,http://www.wikidata.org/entity/Q6730,Perpignan,
http://www.wikidata.org/entity/Q1473503,SC Albi,1906-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q142,France,,,,,,http://www.wikidata.org/entity/Q132801,Albi,
http://www.wikidata.org/entity/Q14853450,NSRV Obelix,,,,,http://www.wikidata.org/entity/Q55,Netherlands,,,,,,,,
http://www.wikidata.org/entity/Q15055309,Section Paloise,1902-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q1479321,French Rugby Federation,http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q5798,Top 14,,,14999,http://www.wikidata.org/entity/Q132671,Pau,
http://www.wikidata.org/entity/Q1518257,Ospreys,2003-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q145,United Kingdom,http://www.wikidata.org/entity/Q6002,United Rugby Championship,,,,,,ospreys
http://www.wikidata.org/entity/Q1543491,VVA-Podmoskovye Monino,1967-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q159,Russia,,,,,,,,
http://www.wikidata.org/entity/Q1548720,Ulster Rugby,1879-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q1672926,Irish Rugby Football Union,http://www.wikidata.org/entity/Q145,United Kingdom,http://www.wikidata.org/entity/Q6002,United Rugby Championship,,,18000,http://www.wikidata.org/entity/Q10686,Belfast,
http://www.wikidata.org/entity/Q16382410,Q16382410,1969-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q142,France,,,,,,http://www.wikidata.org/entity/Q191396,Agde,
http://www.wikidata.org/entity/Q165586,Nottingham R.F.C.,1871-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,,,,
http://www.wikidata.org/entity/Q16656682,RC Kredo-63,1963-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q212,Ukraine,http://www.wikidata.org/entity/Q12158734,Q12158734,,,,,,
http://www.wikidata.org/entity/Q16677846,Q16677846,1903-10-15T00:00:00Z,,,,http://www.wikidata.org/entity/Q142,France,,,,,,http://www.wikidata.org/entity/Q208798,Cavaillon,
http://www.wikidata.org/entity/Q16705877,RC TEX-A-C,2002-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q212,Ukraine,,,,,,,,
http://www.wikidata.org/entity/Q16722629,Yuzhnoe Tushino Rugby Club,1994-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q159,Russia,,,,,,,,
http://www.wikidata.org/entity/Q16842085,Hartpury University RFC,2004-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,,http://www.wikidata.org/entity/Q5675158,Hartpury,
http://www.wikidata.org/entity/Q16932957,Sale FC Rugby Club,1861-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,,http://www.wikidata.org/entity/Q1022733,Sale,
http://www.wikidata.org/entity/Q16958426,Cinderford RFC,1886-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,,http://www.wikidata.org/entity/Q1242795,Cinderford,
http://www.wikidata.org/entity/Q16969795,Campbelltown Harlequins RFC,1972-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q408,Australia,,,,,,,,
http://www.wikidata.org/entity/Q169941,Cardiff Rugby,2003-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q2038022,Welsh Rugby Union,http://www.wikidata.org/entity/Q145,United Kingdom,http://www.wikidata.org/entity/Q6002,United Rugby Championship,,,12125,http://www.wikidata.org/entity/Q10690,Cardiff,
http://www.wikidata.org/entity/Q17072098,RC Lelo Tbilisi,1969-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q230,Georgia,,,,,,http://www.wikidata.org/entity/Q994,Tbilisi,
http://www.wikidata.org/entity/Q17075411,Lanús Rugby Club,1980-10-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q414,Argentina,,,,,,http://www.wikidata.org/entity/Q2291654,Remedios de Escalada,
http://www.wikidata.org/entity/Q1781643,AS Béziers Hérault,1911-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q5904,Pro D2,,,18555,http://www.wikidata.org/entity/Q174019,Béziers,
http://www.wikidata.org/entity/Q1782908,Stade Montois,1908-10-31T00:00:00Z,,,,http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q5904,Pro D2,,,,http://www.wikidata.org/entity/Q188033,Mont-de-Marsan,
http://www.wikidata.org/entity/Q1786586,San Isidro Club,1935-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q1145557,Argentine Rugby Union,http://www.wikidata.org/entity/Q414,Argentina,http://www.wikidata.org/entity/Q12401201,URBA Top 12,,,,http://www.wikidata.org/entity/Q2922134,Boulogne Sur Mer,
http://www.wikidata.org/entity/Q18125541,Dorking RFC,1921-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,,,,
http://www.wikidata.org/entity/Q18416182,Aguará Rugby Club,1993-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q414,Argentina,,,,,,http://www.wikidata.org/entity/Q3115487,Jardín América,
http://www.wikidata.org/entity/Q1857064,RC Toulonnais,1908-06-03T00:00:00Z,,http://www.wikidata.org/entity/Q1479321,French Rugby Federation,http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q5798,Top 14,,,15400,http://www.wikidata.org/entity/Q44160,Toulon,
http://www.wikidata.org/entity/Q1865460,Union Bordeaux Bègles,2006-06-19T00:00:00Z,,http://www.wikidata.org/entity/Q1479321,French Rugby Federation,http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q5798,Top 14,,,34694,http://www.wikidata.org/entity/Q192438,Bègles,
http://www.wikidata.org/entity/Q19840257,Sunwolves,2015-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q17,Japan,,,,,,http://www.wikidata.org/entity/Q1490,Tokyo,
http://www.wikidata.org/entity/Q20009336,ASD Rugby Lecco,1975-01-01T00:00:00Z,I Leoni,http://www.wikidata.org/entity/Q138125,Italian Rugby Federation,http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q2949998,Serie A,,,,,,
http://www.wikidata.org/entity/Q2002695,US Montauban,1903-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q5904,Pro D2,,,,http://www.wikidata.org/entity/Q172593,Montauban,
http://www.wikidata.org/entity/Q2035617,Rugby Viadana,1970-01-01T00:00:00Z,I Gialloneri,http://www.wikidata.org/entity/Q138125,Italian Rugby Federation,http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q175976,Serie A Élite,,,6000,http://www.wikidata.org/entity/Q42336,Viadana,
http://www.wikidata.org/entity/Q2094512,Worcester Warriors,1871-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q1347463,Rugby Football Union,http://www.wikidata.org/entity/Q145,United Kingdom,http://www.wikidata.org/entity/Q5960,Premiership Rugby,,,12024,,,worcester
http://www.wikidata.org/entity/Q2095197,Q2095197,,,,,http://www.wikidata.org/entity/Q55,Netherlands,,,,,,,,
http://www.wikidata.org/entity/Q2105092,ESRC The Elephants,,,,,http://www.wikidata.org/entity/Q55,Netherlands,,,,,,http://www.wikidata.org/entity/Q9832,Eindhoven,
http://www.wikidata.org/entity/Q21638955,Q21638955,1996-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q159,Russia,,,,,,,,
http://www.wikidata.org/entity/Q21644695,Q21644695,2013-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q159,Russia,,,,,,,,
http://www.wikidata.org/entity/Q21843669,Q21843669,2011-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q159,Russia,,,,,,,,
http://www.wikidata.org/entity/Q2191086,Unione Sportiva Milanese,1902-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q38,Italy,,,,,,http://www.wikidata.org/entity/Q490,Milan,
http://www.wikidata.org/entity/Q21997533,Glasgow Giants ARFC,,,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,,,,
http://www.wikidata.org/entity/Q21997618,Moray RFC,,,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,,,,
http://www.wikidata.org/entity/Q22087439,Oxford R.F.C,,,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,,,,
http://www.wikidata.org/entity/Q22097416,Husky Rugby Club,1963-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q30,United States of America,,,,,,,,
http://www.wikidata.org/entity/Q22097681,Glasgow Southern RFC,,,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,,,,
http://www.wikidata.org/entity/Q22097709,Cirencester RFC,,,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,,,,
http://www.wikidata.org/entity/Q22097728,Clarkston RFC,,,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,,,,
http://www.wikidata.org/entity/Q2269393,Mogliano Rugby,1956-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q138125,Italian Rugby Federation,http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q175976,Serie A Élite,,,786,http://www.wikidata.org/entity/Q48039,Mogliano Veneto,
http://www.wikidata.org/entity/Q2289327,CSA Steaua București,1948-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q218,Romania,,,,,,,,
http://www.wikidata.org/entity/Q23018837,Wallsend RUFC,,,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,,,,
http://www.wikidata.org/entity/Q23058668,Sacramento Express,2016-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q30,United States of America,,,,,,,,
http://www.wikidata.org/entity/Q2334727,Q2334727,,,,,http://www.wikidata.org/entity/Q55,Netherlands,,,,,,,,
http://www.wikidata.org/entity/Q2352670,ASRV Ascrum,1962-11-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q55,Netherlands,,,,,,,,
http://www.wikidata.org/entity/Q2393896,Taranaki Rugby Football Union,1879-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q1788081,New Zealand Rugby,http://www.wikidata.org/entity/Q664,New Zealand,http://www.wikidata.org/entity/Q947143,ITM Cup,,,25000,http://www.wikidata.org/entity/Q212984,New Plymouth,
http://www.wikidata.org/entity/Q24185177,Kelvinside Academicals RFC,1888-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,,,,
http://www.wikidata.org/entity/Q24185188,San Diego Breakers,2016-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q30,United States of America,,,,,,,,
http://www.wikidata.org/entity/Q24185191,San Francisco Rush,2016-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q30,United States of America,,,,,,,,
http://www.wikidata.org/entity/Q24185196,Denver Stampede,2016-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q30,United States of America,,,,,,,,
http://www.wikidata.org/entity/Q24185198,Ohio Aviators,2016-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q30,United States of America,,,,,,,,
http://www.wikidata.org/entity/Q24185255,RIE College RFC,,,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,,,,
http://www.wikidata.org/entity/Q24197202,Hillhead RFC,,,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,,,,
http://www.wikidata.org/entity/Q2481690,Blackheath F.C.,1858-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,,http://www.wikidata.org/entity/Q30512316,Well Hall,
http://www.wikidata.org/entity/Q24993139,Cheltenham Saracens RFC,,,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,,,,
http://www.wikidata.org/entity/Q25220990,Manchester Medics RUFC,,,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,,,,
http://www.wikidata.org/entity/Q2530925,Rugby Parma FC,1931-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q138125,Italian Rugby Federation,http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q3957606,Serie B,,,,,,
http://www.wikidata.org/entity/Q25393900,Q25393900,2011-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q159,Russia,,,,,,,,
http://www.wikidata.org/entity/Q2625567,Q2625567,,,,,http://www.wikidata.org/entity/Q55,Netherlands,,,,,,,,
http://www.wikidata.org/entity/Q2633484,Q2633484,,,,,http://www.wikidata.org/entity/Q55,Netherlands,,,,,,,,
http://www.wikidata.org/entity/Q2637322,Petrarca Rugby,1947-01-01T00:00:00Z,Neri,http://www.wikidata.org/entity/Q138125,Italian Rugby Federation,http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q175976,Serie A Élite,,,7715,http://www.wikidata.org/entity/Q617,Padua,
http://www.wikidata.org/entity/Q2650954,Q2650954,,,,,http://www.wikidata.org/entity/Q55,Netherlands,,,,,,,,
http://www.wikidata.org/entity/Q2700173,Groninger Studenten Rugby Club,1986-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q55,Netherlands,,,,,,,,
http://www.wikidata.org/entity/Q27958072,Bridgnorth RFC,,,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,,,,
http://www.wikidata.org/entity/Q27963257,Ilkley Rugby Club,1899-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,,,,
http://www.wikidata.org/entity/Q2827226,AgroUniversity Kazan,1967-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q159,Russia,,,,,,,,
http://www.wikidata.org/entity/Q28403320,Hessle RUFC,,,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,,,,
http://www.wikidata.org/entity/Q28403560,Grimsby RUFC,,,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,,,,
http://www.wikidata.org/entity/Q28407530,Old Aloysians RFC,,,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,,,,
http://www.wikidata.org/entity/Q2841363,Rugby San Donà,1959-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q138125,Italian Rugby Federation,http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q3957606,Serie B,,,1500,,,
http://www.wikidata.org/entity/Q2868124,Association sportive fleurantine,1906-03-07T00:00:00Z,,,,http://www.wikidata.org/entity/Q142,France,,,,,,http://www.wikidata.org/entity/Q473923,Fleurance,
http://www.wikidata.org/entity/Q2881428,Ballymena RFC,1887-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,,,,
http://www.wikidata.org/entity/Q2881429,Brisbane City,2007-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q408,Australia,,,,,,,,
http://www.wikidata.org/entity/Q289030,Birmingham Moseley Rugby Club,1873-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q1347463,Rugby Football Union,http://www.wikidata.org/entity/Q145,United Kingdom,http://www.wikidata.org/entity/Q2949046,National League 1,,,5000,,,
http://www.wikidata.org/entity/Q2905584,Blackrock College RFC,1881-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q27,Ireland,,,,,,,,
http://www.wikidata.org/entity/Q2911617,Boston Irish Wolfhounds,1989-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q30,United States of America,,,,,,,,
http://www.wikidata.org/entity/Q2927879,Q2927879,1960-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q159,Russia,,,,,,,,
http://www.wikidata.org/entity/Q2932002,CSM Baia Mare,1977-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q218,Romania,,,,,,,,
http://www.wikidata.org/entity/Q297901,ASM Clermont Auvergne,1911-10-11T00:00:00Z,,http://www.wikidata.org/entity/Q1479321,French Rugby Federation,http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q5798,Top 14,,,19357,http://www.wikidata.org/entity/Q42168,Clermont-Ferrand,clermont
http://www.wikidata.org/entity/Q2979971,Club de Regatas Bella Vista,1895-02-14T00:00:00Z,,http://www.wikidata.org/entity/Q18379324,Buenos Aires Hockey Association,http://www.wikidata.org/entity/Q414,Argentina,http://www.wikidata.org/entity/Q16572798,URBA Primera A,,,,http://www.wikidata.org/entity/Q1886737,Bella Vista,
http://www.wikidata.org/entity/Q2979971,Club de Regatas Bella Vista,1895-02-14T00:00:00Z,,http://www.wikidata.org/entity/Q1786894,Unión de Rugby de Buenos Aires,http://www.wikidata.org/entity/Q414,Argentina,http://www.wikidata.org/entity/Q16572798,URBA Primera A,,,,http://www.wikidata.org/entity/Q1886737,Bella Vista,
http://www.wikidata.org/entity/Q2979971,Club de Regatas Bella Vista,1895-02-14T00:00:00Z,,http://www.wikidata.org/entity/Q18379324,Buenos Aires Hockey Association,http://www.wikidata.org/entity/Q414,Argentina,http://www.wikidata.org/entity/Q6825365,Metropolitano de Hockey (women),,,,http://www.wikidata.org/entity/Q1886737,Bella Vista,
http://www.wikidata.org/entity/Q2979971,Club de Regatas Bella Vista,1895-02-14T00:00:00Z,,http://www.wikidata.org/entity/Q1786894,Unión de Rugby de Buenos Aires,http://www.wikidata.org/entity/Q414,Argentina,http://www.wikidata.org/entity/Q6825365,Metropolitano de Hockey (women),,,,http://www.wikidata.org/entity/Q1886737,Bella Vista,
http://www.wikidata.org/entity/Q2981203,Coca Cola West Red Sparks,1966-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q17,Japan,,,,,,,,
http://www.wikidata.org/entity/Q3020426,Ricoh Black Rams Tokyo,1953-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q866287,Japan Rugby League One,,,,http://www.wikidata.org/entity/Q1490,Tokyo,
http://www.wikidata.org/entity/Q3028258,CS Dinamo București,1949-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q218,Romania,,,,,,,,
http://www.wikidata.org/entity/Q3036238,Doncaster R.F.C.,1875-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q145,United Kingdom,http://www.wikidata.org/entity/Q5960,Premiership Rugby,,,,,,
http://www.wikidata.org/entity/Q3040530,Dublin University Football Club,1854-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q27,Ireland,,,,,,,,
http://www.wikidata.org/entity/Q3054979,Q3054979,2003-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q142,France,,,,,,http://www.wikidata.org/entity/Q1083526,Miélan,
http://www.wikidata.org/entity/Q3055031,Q3055031,,,,,http://www.wikidata.org/entity/Q142,France,,,,,,http://www.wikidata.org/entity/Q170507,Nanterre,
http://www.wikidata.org/entity/Q3055043,Q3055043,1990-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q142,France,,,,,,http://www.wikidata.org/entity/Q6393,Brive-la-Gaillarde,
http://www.wikidata.org/entity/Q30672221,Stothert & Pitt RFC,,,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,,,,
http://www.wikidata.org/entity/Q3071807,Fili Moscow,1967-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q159,Russia,,,,,,,,
http://www.wikidata.org/entity/Q3076669,Q3076669,1906-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q142,France,,,,,,http://www.wikidata.org/entity/Q184883,Moulins,
http://www.wikidata.org/entity/Q3116637,Griffons,1968-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q1550559,South African Rugby Union,http://www.wikidata.org/entity/Q258,South Africa,http://www.wikidata.org/entity/Q1144890,Currie Cup,,,8500,http://www.wikidata.org/entity/Q1015631,Welkom,
http://www.wikidata.org/entity/Q3121447,"Guy's, Kings and St. Thomas' Rugby Football Club",1843-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,,,,
http://www.wikidata.org/entity/Q3149412,Imperia-Dynamo Penza,2002-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q159,Russia,,,,,,,,
http://www.wikidata.org/entity/Q3198123,Kobelco Kobe Steelers,1928-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q866287,Japan Rugby League One,,,30132,http://www.wikidata.org/entity/Q48320,Kobe,
http://www.wikidata.org/entity/Q3198123,Kobelco Kobe Steelers,1928-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q866287,Japan Rugby League One,,,,http://www.wikidata.org/entity/Q48320,Kobe,
http://www.wikidata.org/entity/Q3211747,La Plata Rugby Club,1934-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q18379324,Buenos Aires Hockey Association,http://www.wikidata.org/entity/Q414,Argentina,,,,,,http://www.wikidata.org/entity/Q2528519,Manuel Bernardo Gonnet,
http://www.wikidata.org/entity/Q3211747,La Plata Rugby Club,1934-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q1786894,Unión de Rugby de Buenos Aires,http://www.wikidata.org/entity/Q414,Argentina,,,,,,http://www.wikidata.org/entity/Q2528519,Manuel Bernardo Gonnet,
http://www.wikidata.org/entity/Q3334335,NEC Green Rockets Tokatsu,1985-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q866287,Japan Rugby League One,,,,,,
http://www.wikidata.org/entity/Q3345530,RC Novokuznetsk,1967-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q159,Russia,,,,,,,,
http://www.wikidata.org/entity/Q3350224,Old Wesley RFC,1891-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q27,Ireland,,,,,,,,
http://www.wikidata.org/entity/Q3356673,Orrell Rugby Club,1927-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q1347463,Rugby Football Union,http://www.wikidata.org/entity/Q145,United Kingdom,http://www.wikidata.org/entity/Q55075146,Lancs/Cheshire Division 3,,,,http://www.wikidata.org/entity/Q208143,Wigan,
http://www.wikidata.org/entity/Q3358855,Q3358855,2003-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q142,France,,,,,,http://www.wikidata.org/entity/Q41185,Caen,
http://www.wikidata.org/entity/Q3361904,Saiatama Panasonic Wild Knights,1960-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q866287,Japan Rugby League One,,,,http://www.wikidata.org/entity/Q41106,Kumagaya,
http://www.wikidata.org/entity/Q3373335,Q3373335,2000-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q142,France,,,,,,http://www.wikidata.org/entity/Q272528,Pauillac,
http://www.wikidata.org/entity/Q3392807,Plymouth Albion R.F.C.,1875-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q145,United Kingdom,http://www.wikidata.org/entity/Q2949046,National League 1,,,,http://www.wikidata.org/entity/Q43382,Plymouth,
http://www.wikidata.org/entity/Q3415102,SCM USV Timișoara,1949-10-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q218,Romania,http://www.wikidata.org/entity/Q1136446,Liga Naţională de Rugby,,,32972,,,
http://www.wikidata.org/entity/Q3415113,RC Kuban,1996-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q159,Russia,,,,,,,,
http://www.wikidata.org/entity/Q3415115,Q3415115,,,,,http://www.wikidata.org/entity/Q142,France,,,,,,http://www.wikidata.org/entity/Q22737,Sélestat,
http://www.wikidata.org/entity/Q3431476,Richmond Rugby Club,1861-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q1347463,Rugby Football Union,http://www.wikidata.org/entity/Q145,United Kingdom,http://www.wikidata.org/entity/Q2949046,National League 1,,,4500,,,
http://www.wikidata.org/entity/Q3452856,Q3452856,1970-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q142,France,,,,,,http://www.wikidata.org/entity/Q167600,Auxerre,
http://www.wikidata.org/entity/Q3452866,Rugby Club Vannes,1950-10-15T00:00:00Z,,,,http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q5904,Pro D2,,,,http://www.wikidata.org/entity/Q6593,Vannes,
http://www.wikidata.org/entity/Q3452872,Q3452872,1973-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q142,France,,,,,,http://www.wikidata.org/entity/Q318082,Lunel,
http://www.wikidata.org/entity/Q3486559,Slava Moscow,1974-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q159,Russia,,,,,,,,
http://www.wikidata.org/entity/Q3492730,Spartak GM Moscow,1936-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q159,Russia,,,,,,,,
http://www.wikidata.org/entity/Q3496061,Stade domontois rugby club,1970-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q142,France,,,,,,http://www.wikidata.org/entity/Q1166602,Domont,
http://www.wikidata.org/entity/Q3496217,Q3496217,1903-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q142,France,,,,,,http://www.wikidata.org/entity/Q203278,Millau,
http://www.wikidata.org/entity/Q3503997,Tokyo Suntory Sungoliath,1980-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q17,Japan,,,,,,,,
http://www.wikidata.org/entity/Q3506850,Sydney University Football Club,1863-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q408,Australia,,,,,,http://www.wikidata.org/entity/Q2918802,Camperdown,
http://www.wikidata.org/entity/Q3512374,TSV Handschuhsheim,1949-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q561845,Rugby-Bundesliga,,,,,,
http://www.wikidata.org/entity/Q3532391,Toronto Welsh RFC,1961-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q16,Canada,,,,,,,,
http://www.wikidata.org/entity/Q3532617,Toshiba Brave Lupus,1948-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q866287,Japan Rugby League One,,,,http://www.wikidata.org/entity/Q208818,Fuchū,
http://www.wikidata.org/entity/Q3550494,Q3550494,1912-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q142,France,,,,,,http://www.wikidata.org/entity/Q1061877,Montmélian,
http://www.wikidata.org/entity/Q3550496,Union sportive Morlaàs,1932-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q142,France,,,,,,http://www.wikidata.org/entity/Q197850,Morlaàs,
http://www.wikidata.org/entity/Q3550526,US Carcassonne,1899-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q5904,Pro D2,,,,http://www.wikidata.org/entity/Q6582,Carcassonne,
