player,playerLabel,firstnameLabels,lastnameLabels,sexLabel,dobMax,dobFormat,pobLabels,dodMax,dodFormat,podLabels,citizenshipLabels,sportCountryLabels,positionLabels,careerStartYears,careerEndYears,masses,heights,ESPNscrumIDs,AllRugbyIDs,GoogleKnowlIDs,ItsRugbyIDs,RugbyDatabaseIDs
http://www.wikidata.org/entity/Q100145545,Adrea Cocagi,,,male,1994-03-01T00:00:00Z,1994-3-1,Fiji,,,,Fiji,,centre,,,,,201745,adrea-cocagi,/g/11qjwww21z,27217,7804
http://www.wikidata.org/entity/Q100145614,Maxime Oltmann,Maxime,Oltmann,male,1995-12-28T00:00:00Z,1995-12-28,Port Vila,,,,Germany,,winger,,,,,286289,maxime-oltmann,/g/11j5lmcg2m,36724,
http://www.wikidata.org/entity/Q100146692,Cristian Ojovan,Cristian,Ojovan,male,1997-01-04T00:00:00Z,1997-1-4,Soroca,,,,Moldova,,prop,,,,,306437,cristian-ojovan,/g/11lx8xq4wl,36292,18299
http://www.wikidata.org/entity/Q100251513,Pierre Resende,Pierre,Resende,male,1998-08-30T00:00:00Z,1998-8-30,,,,,France,,hooker,,,,,,,,47852,
http://www.wikidata.org/entity/Q100319806,Thomas Potter,Thomas,Potter,male,1887-01-01T00:00:00Z,1887-1-1,,,,,United Kingdom of Great Britain and Ireland,Wales,flanker,,,95,1.85,,,,,
http://www.wikidata.org/entity/Q100454741,Lee Seung-Sin,,Lee,male,2001-01-13T00:00:00Z,2001-1-13,,,,,South Korea,Japan,"fly-half, centre, fullback",,,,,,seungsin-lee,/g/11k_c7tx70,46739,11893
http://www.wikidata.org/entity/Q100724880,Ollie Lawrence,Oliver,Lawrence,male,1999-09-18T00:00:00Z,1999-9-18,Birmingham,,,,United Kingdom,England,,,,,,298272,ollie-lawrence,/g/11fhssksqg,42037,8500
http://www.wikidata.org/entity/Q100745195,Yannick Youyoutte,Yannick,,male,1999-08-30T00:00:00Z,1999-8-30,Guadeloupe,,,,France,,"lock, flanker",,,,,306879,yannick-youyoutte,/g/11lg2hxfh7,45546,16289
http://www.wikidata.org/entity/Q100801739,Tom Darlet,Tom,Darlet,male,1996-08-06T00:00:00Z,1996-8-6,Saint-Paul,,,,France,,flanker,,,,,,tom-darlet,,43495,
http://www.wikidata.org/entity/Q100889956,Cian Prendergast,Cian,Prendergast,male,2000-02-23T00:00:00Z,2000-2-23,Kildare,,,,Ireland,,flanker,,,,,33661,cian-prendergast,/g/11qms52l11,47028,9903
http://www.wikidata.org/entity/Q100998846,Melvyn Jaminet,Melvyn,Jaminet,male,1999-06-30T00:00:00Z,1999-6-30,Hyères,,,,France,,fullback,,,77,1.8,308542,melvyn-jaminet,/g/11j5kxpdg6,46715,9400
http://www.wikidata.org/entity/Q100998869,Enzo Hervé,Enzo,Hervé,male,1998-10-13T00:00:00Z,1998-10-13,Le Bugue,,,,France,,fly-half,,,,,,enzo-herve,/g/11mvhbf3fl,41862,18333
http://www.wikidata.org/entity/Q101006672,Ollie Chessum,Oliver,,male,2000-09-06T00:00:00Z,2000-9-6,Boston,,,,United Kingdom,England,"lock, number 8, flanker",,,,,306376,ollie-chessum,/g/11lgjq10hg,46721,8489
http://www.wikidata.org/entity/Q101072750,Marvin Woki,Marvin,,male,1996-11-13T00:00:00Z,1996-11-13,,,,,France,,lock,,,,,,marvin-woki,/g/11kl2v1npc,43549,
http://www.wikidata.org/entity/Q101077976,William Pees,William,Pees,male,1993-08-06T00:00:00Z,1993-8-6,Pau,,,,France,,fly-half,,,,,,william-pees,/g/11hlpnmbk9,34889,
http://www.wikidata.org/entity/Q101078445,Mathieu Berbizier,Mathieu,,male,1996-09-15T00:00:00Z,1996-9-15,Lannemezan,,,,France,,fullback,,,,,,,/g/11hlpnn2vg,35275,
http://www.wikidata.org/entity/Q101079491,Dimitri Delibes,Dimitri,Delibes,male,1999-03-17T00:00:00Z,1999-3-17,Toulouse,,,,France,,"winger, centre",,,,,,dimitri-delibes,/g/11lgkw8l1p,41769,16268
http://www.wikidata.org/entity/Q101083673,Ullrich Pretorius,Ullrich,Pretorius,male,1988-11-21T00:00:00Z,1988-11-21,,,,,South Africa,,hooker,,,,,,ulrich-pretorius,/g/11h207hc1g,19081,
http://www.wikidata.org/entity/Q101083959,Setareki Bituniyata,,,male,1995-08-12T00:00:00Z,1995-8-12,,,,,Fiji,,winger,,,,,,setareki-bituniyata,/g/11mgcp3gwx,39859,16269
http://www.wikidata.org/entity/Q101083993,Baptiste Couchinave,Baptiste,,male,1998-01-25T00:00:00Z,1998-1-25,Préchacq-Josbaig,,,,France,,centre,,,,,,baptiste-couchinave,/g/11hw359hd3,42697,
http://www.wikidata.org/entity/Q101086189,Atu Manu,,,male,1998-07-24T00:00:00Z,1998-7-24,,,,,,,"winger, centre",,,,,,atu-manu,/g/11mv0c9984,32850,
http://www.wikidata.org/entity/Q101089725,Petelo Taputai,,,male,1997-11-18T00:00:00Z,1997-11-18,,,,,France,,lock,,,,,,,/g/11mtsbl538,45492,
http://www.wikidata.org/entity/Q101089967,Morgan Rubio,Morgan,Rubio,male,1991-02-12T00:00:00Z,1991-2-12,,,,,France,,winger,,,,,,,/g/11mtfdvmcm,25876,
http://www.wikidata.org/entity/Q101090335,Sven d'Hooghe,Sven,d'Hooghe,male,1997-03-06T00:00:00Z,1997-3-6,Belgium,,,,Belgium,,"lock, flanker",,,,,294815,sven-d-hooghe,/g/11l84_t_jk,40356,
http://www.wikidata.org/entity/Q101130033,Joe Hawkins,Joe,Hawkins,male,2002-06-11T00:00:00Z,2002-6-11,Wales,,,,United Kingdom,Wales,centre,,,,,36825,joe-hawkins,/g/11mvnznbtc,47133,8622
http://www.wikidata.org/entity/Q101579895,Wesley Douglas,Wesley,Douglas,male,1996-11-28T00:00:00Z,1996-11-28,Stoke-on-Trent,,,,United Kingdom,,"winger, centre",,,,,306438,wesley-douglas,/g/11qnh_qpqy,38618,
http://www.wikidata.org/entity/Q101856088,Yohan Beheregaray,Yohan,,male,1996-05-29T00:00:00Z,1996-5-29,Arudy,,,,France,,hooker,,,,,,yohan-beheregaray,/g/11h21f8w4m,35719,
http://www.wikidata.org/entity/Q102011629,Kitione Kamikamica,,,male,1996-04-27T00:00:00Z,1996-4-27,Fiji,,,,Fiji,,"number 8, flanker",,,,,296971,kitione-kamikamica,/g/11mv___8cl,37493,2436
http://www.wikidata.org/entity/Q102115943,Phil Kite,Phillip,Kite,male,1993-04-24T00:00:00Z,1993-4-24,Auckland,,,,New Zealand,,prop,,,,,20711,phil-kite,/g/11f2bt1h_9,28645,1787
http://www.wikidata.org/entity/Q102129066,Yoram Moefana,Yoram,,male,2000-07-18T00:00:00Z,2000-7-18,Futuna,,,,France,,centre,,,,,301537,yoram-moefana,/g/11lh57x_01,43979,8598
http://www.wikidata.org/entity/Q102183251,Axelle Berthoumieu,Axelle,Berthoumieu,female,2000-07-09T00:00:00Z,2000-7-9,,,,,France,,"centre, flanker, prop",,,75,171,,,/g/11lh522dvl,,
http://www.wikidata.org/entity/Q102213322,Daniel Orso,Daniel,Orso,male,1997-06-22T00:00:00Z,1997-6-22,,,,,Italy,,lock,,,,1.96,295263,daniel-orso,/g/11qnt9fx06,36162,
http://www.wikidata.org/entity/Q102242422,Maile Mamao,,,male,1996-01-07T00:00:00Z,1996-1-7,,,,,,,"winger, centre",,,,,,maile-mamao,/g/11fnsgt4jn,35345,
http://www.wikidata.org/entity/Q102346594,Thomas Acquier,Thomas,Acquier,male,1989-11-21T00:00:00Z,1989-11-21,Béziers,,,,France,,hooker,,,,,,thomas-acquier,/g/11lkd0zrzt,20612,
http://www.wikidata.org/entity/Q102367637,Andrea Zambonin,Andrea,Zambonin,male,2000-03-09T00:00:00Z,2000-3-9,Vicenza,,,,Italy,,lock,,,105,202,,andrea-zambonin,/g/11mvsfk5hy,45331,
http://www.wikidata.org/entity/Q102426712,Raffaele Storti,Raffaele,"Costa, Storti",male,2000-12-19T00:00:00Z,2000-12-19,Lisbon,,,,"Italy, Portugal",,winger,,,,,304436,raffaele-costa-storti,/g/11h_xf3sp0,41398,18866
http://www.wikidata.org/entity/Q102735094,Mason Grady,Mason,Grady,male,2002-03-29T00:00:00Z,2002-3-29,Cardiff,,,,United Kingdom,Wales,"winger, centre",,,,,,mason-grady,/g/11j564c_54,47073,9119
http://www.wikidata.org/entity/Q102823618,Tommaso Menoncello,Tommaso,,male,2002-08-20T00:00:00Z,2002-8-20,Treviso,,,,Italy,,centre,,,90,185,307321,tommaso-menoncello,/g/11lkgt4y75,48915,8646
http://www.wikidata.org/entity/Q103046103,Bradley Roberts,Bradley,Roberts,male,1996-01-04T00:00:00Z,1996-1-4,Durban,,,,South Africa,Wales,hooker,,,,,308997,brad-roberts,/g/11qp4lk45p,48677,9116
http://www.wikidata.org/entity/Q103096127,Kevin Krieger,Kevin,Krieger,male,1998-09-11T00:00:00Z,1998-9-11,,,,,Kingdom of the Netherlands,,flanker,,,,,,kevin-krieger,/g/11qpcgrtz2,42562,
http://www.wikidata.org/entity/Q10331158,Mitchell Todd,Mitchell,Todd,male,1991-03-15T00:00:00Z,1991-3-15,Solihull,2012-08-15T00:00:00Z,2012-8-15,,,,lock,,,,,,,,,
http://www.wikidata.org/entity/Q103406440,Julius Nostadt,Julius,,male,1992-10-12T00:00:00Z,1992-10-12,Heidelberg,,,,Germany,,prop,,,,,226009,julius-nostadt,/g/11m_tklqgv,28157,
http://www.wikidata.org/entity/Q103437056,Christopher Hilsenbeck,Christopher,Hilsenbeck,male,1992-01-10T00:00:00Z,1992-1-10,,,,,Germany,,fly-half,,,,,227099,christopher-hilsenbeck,/g/11m_tl_1t4,25717,
http://www.wikidata.org/entity/Q103528946,Eric Marks,Eric,Marks,male,1996-12-03T00:00:00Z,1996-12-3,Aachen,,,,Germany,,lock,,,,,282845,eric-marks,/g/11m_tlbw86,36720,18414
http://www.wikidata.org/entity/Q103716402,Rivez Reihana,,,male,2000-05-25T00:00:00Z,2000-5-25,New Zealand,,,,New Zealand,,fly-half,,,,,,rivez-reihana,/g/11qpcl0bdg,45258,
http://www.wikidata.org/entity/Q103820132,Corentin Braendlin,Corentin,Braendlin,male,1994-04-29T00:00:00Z,1994-4-29,,,,,France,,lock,,,,,256633,corentin-braendlin,/g/11qplpx1zh,35726,
http://www.wikidata.org/entity/Q103829931,Joshua Brennan,Joshua,Brennan,male,2001-01-28T00:00:00Z,2001-1-28,Dublin,,,,"Ireland, France",France,lock,,,110,,,joshua-brennan,/g/11n00vzkzf,45545,16145
http://www.wikidata.org/entity/Q103843176,Ximun Bessonart,Simon,Bessonart,male,1997-02-15T00:00:00Z,1997-2-15,Espelette,,,,France,,prop,,,119,1.81,,ximun-bessonart,/g/11n00vspql,42670,
http://www.wikidata.org/entity/Q1039026,Martin Castrogiovanni,"Leandro, Martin, Martín",Castrogiovanni,male,1981-10-21T00:00:00Z,1981-10-21,Paraná,,,,"Italy, Argentina",,prop,2000,2016,117,188,13946,martin-castrogiovanni,,582,
http://www.wikidata.org/entity/Q104007557,Nolann Le Garrec,Nolann,Le Garrec,male,2002-05-14T00:00:00Z,2002-5-14,Vannes,,,,France,,scrum-half,,,,,,nolann-le-garrec,/g/11qplplb1y,46862,8616
http://www.wikidata.org/entity/Q104012970,Shohei Oyama,Shōhei,Ōyama,male,1998-11-15T00:00:00Z,1998-11-15,Kanagawa Prefecture,,,,Japan,,prop,,,115,186,,,/g/11qpcgvt2y,42595,
http://www.wikidata.org/entity/Q104063478,Benjamin Doy,Benjamin,Doy,male,1993-01-01T00:00:00Z,1993-1-1,Nantua,,,,France,Switzerland,,,,,,,benjamin-doy,/g/11ll0rvmf3,35685,
http://www.wikidata.org/entity/Q104094380,Alfie Barbeary,Alfie,,male,2000-10-05T00:00:00Z,2000-10-5,Banbury,,,,United Kingdom,England,"number 8, third line",,,,,301070,alfie-barbeary,/g/11n04t7szy,44439,18091
http://www.wikidata.org/entity/Q104178828,Ben Carter,Ben,Carter,male,2001-01-23T00:00:00Z,2001-1-23,Crowborough,,,,United Kingdom,Wales,lock,,,,,304701,ben-carter,/g/11lgkw_8q8,46980,11092
http://www.wikidata.org/entity/Q1043259,Carlos Spencer,Carlos,Spencer,male,1975-10-14T00:00:00Z,1975-10-14,Levin,,,,New Zealand,,fly-half,1994,2010,95,184,12141,,,2037,941
http://www.wikidata.org/entity/Q104381927,Philippe Lebel,Philippe,Lebel,male,1954-05-22T00:00:00Z,1954-5-22,Pomarez,,,,France,,centre,,,,,,,/g/11f0zb50h4,,
http://www.wikidata.org/entity/Q104413472,Ian Kitwanga,Ian,Kitwanga,male,1999-02-21T00:00:00Z,1999-2-21,Democratic Republic of the Congo,,,,Democratic Republic of the Congo,,"lock, flanker",,,,,,ian-kitwanga,/g/11qpz1zn9f,46673,19370
http://www.wikidata.org/entity/Q104530567,Paul Abadie,Paul,Abadie,male,1994-07-28T00:00:00Z,1994-7-28,,,,,France,,scrum-half,,,,,281463,paul-abadie,/g/11gxpt3bn5,30159,14690
http://www.wikidata.org/entity/Q104538903,Haruto Takahashi,Haruto,Takahashi,male,2002-06-29T00:00:00Z,2002-6-29,Higashiosaka,,,,Japan,,prop,,,,,,,/g/11qq2lzbb7,,
http://www.wikidata.org/entity/Q104551172,Joe Morris,Joe,Morris,male,1998-05-08T00:00:00Z,1998-5-8,Sutton Coldfield,,,,,,prop,,,,,,,/g/11qptkvh33,40379,
http://www.wikidata.org/entity/Q104551525,James Scott,James,Scott,male,1999-06-18T00:00:00Z,1999-6-18,Solihull,,,,,,lock,,,,,,,,42522,
http://www.wikidata.org/entity/Q104632925,Sean Robinson,Sean,Robinson,male,1991-02-08T00:00:00Z,1991-2-8,Greenwich,,,,United Kingdom,England,lock,,,,,,,/g/11lll8jm0c,32688,
http://www.wikidata.org/entity/Q104634453,Nathan Doak,Nathan,Doak,male,2001-12-17T00:00:00Z,2001-12-17,Lisburn,,,,Ireland,Ireland,"fly-half, scrum-half",,,,,,nathan-doak,/g/11n0zv6_5w,48936,18281
http://www.wikidata.org/entity/Q104661511,Shamil Magomedov,,Magomedow,male,1987-04-17T00:00:00Z,1987-4-17,Makhachkala,,,,,,hooker,,,,,288605,shamil-magomedov,"/g/11c209wknk, /g/11hz3lvfzd",29192,
http://www.wikidata.org/entity/Q104731085,José Madeira,José,,male,2001-03-19T00:00:00Z,2001-3-19,,,,,Portugal,,lock,,,,,304432,jose-madeira,/g/11n18mmhj8,45843,
http://www.wikidata.org/entity/Q104766301,Luke Northmore,Luke,Northmore,male,1997-03-16T00:00:00Z,1997-3-16,Plymouth,,,,United Kingdom,England,centre,,,,,304173,luke-northmore,/g/11f0_9q8d6,45623,18185
http://www.wikidata.org/entity/Q104771913,Dawid Kellerman,Dawid,Kellerman,male,2000-07-21T00:00:00Z,2000-7-21,,,,,South Africa,,centre,,,,,,,/g/11ftbyp4mc,,
http://www.wikidata.org/entity/Q104808105,Sebastián Poet,Sebastián,,male,1992-10-20T00:00:00Z,1992-10-20,Rosario,,,,Argentina,,fly-half,,,,,181518,sebastian-poet,/g/11qr4c_y95,23118,
http://www.wikidata.org/entity/Q104834830,Rome Nifo Taelega,,,male,1984-03-25T00:00:00Z,1984-3-25,,,,,,,lock,,,,,102202,rome-nifo-taelega,/g/11n5vkz44l,7990,
http://www.wikidata.org/entity/Q104839558,Dan Kelly,Dan,Kelly,male,2001-06-16T00:00:00Z,2001-6-16,Rochdale,,,,United Kingdom,"England, Ireland",centre,,,,,304681,dan-kelly,/g/11lkccnz1d,47016,9821
http://www.wikidata.org/entity/Q104842706,Roger Baqué,Roger,Baqué,male,1925-05-20T00:00:00Z,1925-5-20,Aignan,2013-02-24T00:00:00Z,2013-2-24,La Tronche,France,,fly-half,,,,,,,/g/11n5x9hbxh,,
http://www.wikidata.org/entity/Q104873400,Ollie Smith,Ollie,Smith,male,2000-08-07T00:00:00Z,2000-8-7,Prestwick,,,,United Kingdom,Scotland,"winger, centre, fullback",,,,,,ollie-smith,/g/11lrxfwqyl,14281,9563
http://www.wikidata.org/entity/Q104902533,Edoardo Iachizzi,Edoardo,,male,1998-05-26T00:00:00Z,1998-5-26,Rome,,,,Italy,Italy,"lock, flanker",,,,,294507,edoardo-iachizzi,/g/11qr0w8p3w,40398,8660
http://www.wikidata.org/entity/Q104902787,Callum Reid,Callum,Reid,male,1999-01-16T00:00:00Z,1999-1-16,,,,,United Kingdom,,prop,,,,,,,/g/11fkqxmkn2,,
http://www.wikidata.org/entity/Q104914674,Gaëtan Barlot,Gaëtan,,male,1997-04-13T00:00:00Z,1997-4-13,Clermont-Ferrand,,,,France,,hooker,,,,,306381,gaetan-barlot,/g/11ls8rk_gj,42625,8610
http://www.wikidata.org/entity/Q104969014,Ewan Ashman,Ewan,Ashman,male,2000-04-03T00:00:00Z,2000-4-3,Toronto,,,,"Canada, United Kingdom",Scotland,hooker,,,,,301514,ewan-ashman,/g/11lsn1ys4b,14279,9564
http://www.wikidata.org/entity/Q105080704,Quentin Witt,Quentin,Witt,male,1990-03-16T00:00:00Z,1990-3-16,,,,,France,,number 8,,,,,,quentin-witt,/g/11lt70_vb1,18610,
http://www.wikidata.org/entity/Q105136203,Timilai Rokoduru,,,male,1993-01-21T00:00:00Z,1993-1-21,Suva,,,,Fiji,,"winger, centre, flanker",,,,,165158,timilai-rokoduru,/g/11m4358vp7,26342,
http://www.wikidata.org/entity/Q105258114,Samisoni Asaeri,,,male,1998-04-06T00:00:00Z,1998-4-6,,,,,Tonga,,hooker,,,,,,,/g/11m9n_p9p6,51772,
http://www.wikidata.org/entity/Q105258359,Hiroto Mamada,,,male,1998-10-29T00:00:00Z,1998-10-29,Takasaki,,,,Japan,,fly-half,,,,,,,/g/11qry9rm38,,
http://www.wikidata.org/entity/Q105258628,Kyohei Yamasawa,Kyōhei,Yamasawa,male,1998-08-17T00:00:00Z,1998-8-17,Kumagaya,,,,Japan,,fullback,,,,,,,/g/11lrh97w0t,41157,
http://www.wikidata.org/entity/Q105259091,Shinobu Fujiwara,Shinobu,Fujiwara,male,1999-02-08T00:00:00Z,1999-2-8,Osaka Prefecture,,,,Japan,Japan,scrum-half,,,,,,,/g/11ls8s8zx_,,
http://www.wikidata.org/entity/Q105259114,Yuichiro Taniguchi,Yūichirō,Taniguchi,male,1998-01-01T00:00:00Z,1998-1-1,Osaka Prefecture,,,,Japan,Japan,,,,106,180,,,/g/11nl7pkytw,15833,
http://www.wikidata.org/entity/Q1052808,Marco Bortolami,Marco,Bortolami,male,1980-06-12T00:00:00Z,1980-6-12,Padua,,,,Italy,,lock,,2016,110,196,13694,marco-bortolami,,580,
http://www.wikidata.org/entity/Q105334250,George Martin,George,Martin,male,2001-06-18T00:00:00Z,2001-6-18,Nottingham,,,,United Kingdom,England,"lock, number 8, flanker",,,,,304096,george-martin,/g/11n6wj4hbb,45537,9812
http://www.wikidata.org/entity/Q105394257,Fernando López,Fernando,,male,1986-03-14T00:00:00Z,1986-3-14,Buenos Aires,,,,,,prop,,,112,1.8,255561,fernando-lopez,/g/11ns7rl633,20333,
http://www.wikidata.org/entity/Q105470170,Cameron MacLeod,Cameron,,male,1899-12-07T00:00:00Z,1899-12-7,,1971-11-09T00:00:00Z,1971-11-9,London,"United Kingdom, United Kingdom of Great Britain and Ireland",,,,,,,,,,,
http://www.wikidata.org/entity/Q105470473,Douglas MacLeod,"Douglas, Hamilton",MacLeod,male,1901-05-09T00:00:00Z,1901-5-9,,1970-01-27T00:00:00Z,1970-1-27,London,"United Kingdom, United Kingdom of Great Britain and Ireland",,,,,,,,,,,
http://www.wikidata.org/entity/Q105514869,Antoine Roger,Antoine,Roger,male,1986-04-15T00:00:00Z,1986-4-15,,,,,France,France,centre,,,,,,antoine-roger,/g/11q_2rft93,23975,
http://www.wikidata.org/entity/Q1055519,Stefano Bettarello,Stefano,Bettarello,male,1958-04-02T00:00:00Z,1958-4-2,Rovigo,,,,Italy,,fly-half,,1994,67,173,8949,,,,
http://www.wikidata.org/entity/Q105668843,Antoine Renaud,Antoine,Renaud,male,1990-10-09T00:00:00Z,1990-10-9,Carcassonne,,,,France,,"fly-half, fullback",,,,,,antoine-renaud,,26637,
http://www.wikidata.org/entity/Q105693864,Julien Sarraute,Julien,Sarraute,male,1979-05-08T00:00:00Z,1979-5-8,,,,,France,France,centre,,,,,,,,694,
http://www.wikidata.org/entity/Q105700411,Emiliano Bergamaschi,Emiliano,Bergamaschi,male,1976-05-04T00:00:00Z,1976-5-4,Rosario,,,,Argentina,,,,,120,188,13628,,/g/11gbjqgvl4,2966,
http://www.wikidata.org/entity/Q105701010,TJ Maguranyanga,Thabani,,male,2002-12-22T00:00:00Z,2002-12-22,Harare,,,,Zimbabwe,,"winger, centre, fullback",,,,,,tj-maguranyanga,/g/11r1c_sd3f,49515,
http://www.wikidata.org/entity/Q105703979,Kavaia Tagivetaua,,,male,1997-08-08T00:00:00Z,1997-8-8,,,,,Fiji,,,,,,,,,/g/11r100vy9b,,
http://www.wikidata.org/entity/Q105704170,Ikuma Yamada,Ikuma,Yamada,male,1999-01-26T00:00:00Z,1999-1-26,Ehime Prefecture,,,,Japan,Japan,,,,,,,,/g/11mhnjbjb8,,
http://www.wikidata.org/entity/Q105715954,Quentin Labeyrie,Quentin,Labeyrie,male,,,,,,,France,,centre,,,,,,,,47854,
http://www.wikidata.org/entity/Q105756359,Thibault Berthaud,Thibault,Berthaud,male,1997-04-12T00:00:00Z,1997-4-12,,,,,France,,prop,,,,,,thibault-berthaud,,42567,
http://www.wikidata.org/entity/Q105807479,Matthias Halagahu,Matthias,,male,2001-08-15T00:00:00Z,2001-8-15,Fréjus,,,,France,,lock,,,,,,matthias-halagahu,/g/11r2p6_zbt,46892,19297
http://www.wikidata.org/entity/Q105822596,Paul Graou,Paul,Graou,male,1997-07-25T00:00:00Z,1997-7-25,Auch,,,,France,,scrum-half,,,,,,paul-graou,,41132,16146
http://www.wikidata.org/entity/Q105825269,Marius Domon,Marius,Domon,male,2002-06-13T00:00:00Z,2002-6-13,,,,,France,,fly-half,,,,,,marius-domon,,48745,18334
http://www.wikidata.org/entity/Q105882318,Matteo Rodor,Matteo,,male,1999-07-04T00:00:00Z,1999-7-4,,,,,France,,fly-half,,,,,,matteo-rodor,,46102,
http://www.wikidata.org/entity/Q105980188,Pierre Klur,Pierre,,male,1987-12-12T00:00:00Z,1987-12-12,,,,,France,,"small forward, fullback",,,,,,pierre-klur,,14036,
http://www.wikidata.org/entity/Q106017031,Joe Apikotoa,Joe,,male,1996-07-18T00:00:00Z,1996-7-18,Wellington,,,,New Zealand,Tonga,prop,,,,,271979,joe-apikotoa,/g/11mxbjxtr2,35650,1256
http://www.wikidata.org/entity/Q1060582,Benoît Baby,Benoît,Baby,male,1983-09-07T00:00:00Z,1983-9-7,Lavelanet,,,,France,,centre,,,78,176,14763,benoit-baby,,290,13832
http://www.wikidata.org/entity/Q1061706,Andrea Scanavacca,Andrea,Scanavacca,male,1973-07-23T00:00:00Z,1973-7-23,Rovigo,,,,Italy,,fly-half,1991,2008,75,175,12406,,,3951,
http://www.wikidata.org/entity/Q106177616,Trevor Davison,Trevor,Davison,male,1992-08-20T00:00:00Z,1992-8-20,Newcastle upon Tyne,,,,United Kingdom,England,prop,,,,,296340,trevor-davison,/g/11f0x8cz9j,24295,9816
http://www.wikidata.org/entity/Q106177637,Louis Lynagh,Louis,Lynagh,male,2000-12-03T00:00:00Z,2000-12-3,Treviso,,,,"Italy, United Kingdom, Australia",Italy,winger,,,96,180,304059,louis-lynagh,/g/11ckvdgfb8,45979,
http://www.wikidata.org/entity/Q106179029,Dino Lamb,Dino,"Lamb, Cona",male,1998-04-18T00:00:00Z,1998-4-18,Warwickshire,,,,"Italy, United Kingdom",Italy,lock,,,119,196,295153,dino-lamb,/g/11f0z6m28s,40710,12574
http://www.wikidata.org/entity/Q106190371,Tommy Freeman,Tommy,Freeman,male,2001-03-05T00:00:00Z,2001-3-5,Oxford,,,,United Kingdom,England,"winger, fullback",,,,,304091,tommy-freeman,/g/11h_xgwbrl,45028,9796
http://www.wikidata.org/entity/Q1061908,Michael Owen,Michael,Owen,male,1980-11-07T00:00:00Z,1980-11-7,Pontypridd,,,,United Kingdom,Wales,flanker,,,109,197,13951,,,545,13548
http://www.wikidata.org/entity/Q1061916,Jérôme Thion,Jérôme,,male,1977-12-02T00:00:00Z,1977-12-2,Senlis,,,,France,,lock,,,120,199,14239,jerome-thion,,406,
http://www.wikidata.org/entity/Q1061948,Rémy Martin,Rémy,Martin,male,1979-05-10T00:00:00Z,1979-5-10,Aubenas,,,,France,,flanker,2000,,107,196,13871,remy-martin,,63,
http://www.wikidata.org/entity/Q106211466,Raffi Quirke,Raffi,Quirke,male,2001-08-18T00:00:00Z,2001-8-18,Manchester,,,,United Kingdom,England,scrum-half,,,,,306388,raffi-quirke,/g/11r5zrhc5s,48596,9822
http://www.wikidata.org/entity/Q106374303,Thomas Lainault,Thomas,,male,1993-12-28T00:00:00Z,1993-12-28,Tours,,,,France,,lock,,,,,,thomas-lainaut,,38962,
http://www.wikidata.org/entity/Q106436413,Bevan Rodd,Bevan,Rodd,male,2000-08-26T00:00:00Z,2000-8-26,Dunoon,,,,United Kingdom,England,prop,,,,,301471,bevan-rodd,/g/11f68dq5vf,45938,9802
http://www.wikidata.org/entity/Q106479366,Kenta Yamashita,Kenta,Yamashita,male,1999-02-04T00:00:00Z,1999-2-4,Nagasaki Prefecture,,,,Japan,,"prop, hooker",,,,,,,/g/11r758430s,,
http://www.wikidata.org/entity/Q106479453,Kodai Okazaki,Kōdai,Okazaki,male,1998-07-27T00:00:00Z,1998-7-27,Nagasaki Prefecture,,,,Japan,,fly-half,,,82,171,,,/g/11n7jxf5s0,51769,
http://www.wikidata.org/entity/Q106479548,Takuma Shoji,Takuma,Shōji,male,1998-05-22T00:00:00Z,1998-5-22,Osaka Prefecture,,,,Japan,,flanker,,,,,,,/g/11r7576p5x,,
http://www.wikidata.org/entity/Q106480369,Kuo Wen-chin,,Guo,male,1998-04-01T00:00:00Z,1998-4-1,Tainan,,,,Taiwan,Chinese Taipei,prop,,,120,180,,kaku-bunkei,/g/11n7jyss98,51763,
http://www.wikidata.org/entity/Q106496101,Robyn Wilkins,Robyn,Wilkins,female,1995-04-01T00:00:00Z,1995-4-1,Bridgend,,,,United Kingdom,Wales,"fly-half, centre, fullback",,,,,,,/g/11nfb7j_xv,,
http://www.wikidata.org/entity/Q106519508,Cindy Nelles,Cindy,Nelles,female,1993-08-19T00:00:00Z,1993-8-19,Belleville,,,,Canada,,lock,,,,,,,,,
http://www.wikidata.org/entity/Q106525906,Simon Renda,Simon,Renda,male,2000-01-01T00:00:00Z,2000-1-1,,,,,France,,"winger, centre",,,,,,simon-renda,,46886,16307
http://www.wikidata.org/entity/Q106567061,Gauthier Bruté de Rémur,Gauthier,,male,1995-02-18T00:00:00Z,1995-2-18,Bordeaux,,,,France,,hooker,,,,,,gauthier-brute-de-remur,,40525,
http://www.wikidata.org/entity/Q106591653,Cyril Blanchard,Cyril,Blanchard,male,1989-01-01T00:00:00Z,1989-1-1,,,,,France,,hooker,,,,,,cyril-blanchard,,20395,18438
http://www.wikidata.org/entity/Q106614747,Immanuel Feyi-Waboso,Immanuel,,male,2002-12-20T00:00:00Z,2002-12-20,Cardiff,,,,United Kingdom,"England, Wales",winger,,,,,,immanuel-feyi-waboso,/g/11r9prmb9q,48982,15242
http://www.wikidata.org/entity/Q106640204,Adrien Lapègue,Adrien,Lapègue,male,1998-10-21T00:00:00Z,1998-10-21,,,,,France,,"winger, fullback",,,,,302018,adrien-lapegue,,45023,
