"","player","playerLabel","firstnameLabels","lastnameLabels","sexLabel","dobFormat","pobLabels","dodFormat","podLabels","citizenshipLabels","sportCountryLabels","positionLabels","careerStart","careerEnd","mass","height","ESPNscrumID","AllRugbyID","GoogleKnowlID","ItsRugbyID","RugbyDatabaseID"
"288","Q22958684","Adam Byrne","Adam","Byrne","male","1994-4-20","Kill",NA,NA,"Ireland","Ireland","winger",NA,NA,NA,NA,"174778",NA,"11clwkqdgt","27729",NA
"289","Q7146830","Patrick Jackson","Patrick, David","Jackson","male","1992-1-5","Belfast",NA,NA,"United Kingdom",NA,"fly-half","2011-01-01",NA,"87","180","131727","paddy-jackson",NA,"22365","9946"
"290","Q3308294","Mike Kiernan","Mike","Kiernan","male","1961-1-17","Cork",NA,NA,"Ireland",NA,"centre","1980-01-01",NA,NA,NA,"9387",NA,NA,NA,"12862"
"291","Q374524","Sean Lynch","Sean","Lynch","male","1942-9-22",NA,NA,NA,"Ireland",NA,"prop",NA,NA,NA,NA,"7675",NA,NA,NA,NA
"292","Q3546366","Tyrone Howe","Tyrone","Howe","male","1971-4-2","Newtownards",NA,NA,"United Kingdom",NA,"winger",NA,NA,NA,NA,"13430",NA,NA,"514","14573"
"293","Q2927183","Bryan Young","Bryan","Young","male","1981-6-11","Ballymena",NA,NA,"United Kingdom",NA,"prop",NA,"2012-01-01","114","185","15278",NA,NA,"1426","12731"
"294","Q947144","Mike Gibson","Mike","Gibson","male","1942-12-3","Belfast",NA,NA,"United Kingdom",NA,"fly-half","1962-01-01","1984-01-01","81","180","6881",NA,NA,NA,NA
"295","Q5224836","Darren Cave","Darren","Cave","male","1987-4-5","Holywood",NA,NA,"United Kingdom",NA,"centre",NA,"2019-01-01","93","183","27640","darren-cave",NA,"5356","9981"
"296","Q3337803","Neil Best","Neil","Best","male","1979-3-4","Belfast",NA,NA,"United Kingdom",NA,"flanker",NA,NA,"106","188","15048",NA,NA,"856","12727"
"297","Q5450535","Finlay Jackson","Finlay","Jackson","male","1901-11-21",NA,"1941-3-13",NA,"United Kingdom, United Kingdom of Great Britain and Ireland",NA,"centre",NA,NA,NA,NA,"2964",NA,NA,NA,NA
"298","Q16003673","John Dowse","John","Dowse","male","1891-11-11","Glenageary","1964-8-16",NA,"Ireland, United Kingdom",NA,NA,NA,NA,NA,NA,"2464",NA,NA,NA,NA
"299","Q3308466","Mick Quinn","Michael","Quinn","male","1952-5-31","Dublin",NA,NA,"Ireland",NA,"fly-half",NA,NA,NA,NA,"8038",NA,NA,NA,NA
"300","Q7175798","Peter McKenna","Peter","McKenna","male","1974-11-24",NA,NA,NA,"Ireland",NA,"fullback",NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Q2925007","Brian Spillane","Brian","Spillane","male","1960-1-26","Cork",NA,NA,"Ireland",NA,"number 8","1979-01-01",NA,NA,NA,"9845",NA,NA,NA,"12864"
"302","Q3299535","Matt Mostyn","Matt","Mostyn","male","1974-9-10","Sydney",NA,NA,"Australia",NA,"winger",NA,"2008-01-01","96","188","13169",NA,NA,"3548","8011"
"303","Q16221027","Kieran Lewis","Kieran","Lewis","male","1980-8-19",NA,NA,NA,"Ireland",NA,"winger",NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Q3530903","Tom Tierney","Tom","Tierney","male","1976-9-1","Limerick","2023-2-24",NA,"Ireland",NA,"scrum-half",NA,"2007-01-01","83","183","13171",NA,NA,"3557","12746"
"305","Q3124678","H.G. Wells","Herbert","Wells","male","1871-5-1","Agra","1941-5-15","Hendon",NA,NA,NA,NA,NA,NA,NA,"971",NA,"121qmx7w",NA,NA
"306","Q3568470","William Byron","William","Byron","male","1876-7-1","Derry","1961-12-1","Belfast","United Kingdom, United Kingdom of Great Britain and Ireland",NA,NA,NA,NA,NA,NA,"1188",NA,"12245w76",NA,NA
"307","Q5982176","Ian Madigan","Ian","Madigan","male","1989-3-21","Dublin",NA,NA,"Ireland",NA,"centre","2009-01-01",NA,"90","180","96690","ian-madigan",NA,"13692","9958"
"308","Q3438231","Rodney O'Donnell","Rodney","O'Donnell","male","1956-8-16",NA,NA,NA,"Ireland",NA,"fullback",NA,NA,NA,NA,"8983",NA,NA,NA,"19133"
"309","Q4795072","Arnold Harvey","Arnold","Harvey","male","1878-4-17","Marsh's Library","1966-12-25","Dublin",NA,NA,NA,NA,NA,NA,NA,"1434",NA,NA,NA,NA
"310","Q2849150","Andy Mulligan","Andy","Mulligan","male","1936-2-4","Kasauli","2001-2-24","Medford","India, British Raj, Dominion of India",NA,"scrum-half",NA,NA,NA,NA,"6011",NA,NA,NA,NA
"311","Q6391168","Kenny Murphy","Kenny","Murphy","male","1966-7-21","Cork",NA,NA,"Ireland",NA,"fullback",NA,NA,NA,NA,"10695",NA,NA,NA,"12853"
"312","Q5906138","Horsey Browne","William","Browne","male","1903-1-29","Longford","1931-5-23",NA,"United Kingdom, United Kingdom of Great Britain and Ireland",NA,"hooker",NA,NA,NA,NA,"3228",NA,NA,NA,NA
"313","Q3370769","Paul Burke","Paul","Burke","male","1973-5-1","London",NA,NA,"United Kingdom",NA,"fly-half",NA,"2008-01-01","87","173","11932",NA,NA,"960","12774"
"314","Q62655690","Eric O'Sullivan","Eric","O'Sullivan","male","1995-11-30","Dublin",NA,NA,"Ireland",NA,"prop",NA,NA,NA,NA,"300709","eric-o-sullivan","11fkpwrprg","40305","9929"
"315","Q16195965","Phil Danaher","Phil","Danaher","male","1965-10-5","Abbeyfeale",NA,NA,"Ireland",NA,"fullback",NA,"1996-01-01",NA,NA,"10338",NA,NA,NA,NA
"316","Q7790049","Thomas Gisborne Gordon","Thomas, Gisborne","Gordon","male","1851-12-15","Belfast","1935-7-8",NA,"United Kingdom, United Kingdom of Great Britain and Ireland",NA,"fullback",NA,NA,NA,NA,"416",NA,NA,NA,NA
"317","Q3028719","Dion O'Cuinneagain","Dion",NA,"male","1972-5-24","Cape Town",NA,NA,"South Africa","Ireland","flanker",NA,"2001-01-01","102","193","12907",NA,NA,"4273","12747"
"318","Q5980469","Iain Henderson","Iain","Henderson","male","1992-2-21","Craigavon",NA,NA,"United Kingdom",NA,"lock, flanker","2005-01-01",NA,"116","198","134573","iain-henderson",NA,"22362","8518"
"319","Q3418271","Ralph Keyes","Ralph","Keyes","male","1961-3-1","Cork",NA,NA,"Ireland",NA,"fly-half","1983-01-01","1992-01-01","80","173","9842",NA,NA,"9137","12845"
"320","Q104632462","Jack Crowley","Jack","Crowley","male","2000-1-13","Innishannon",NA,NA,"Ireland","Ireland","fly-half, centre, fullback",NA,NA,"89","185","33614","jack-crowley","11n0z891s2","47007","9112"
"321","Q549490","Anthony Foley","Gerard, Anthony","Foley","male","1973-10-30","Limerick","2016-10-16","Suresnes","Ireland",NA,"flanker","1992-01-01","2008-01-01","111","191","11934",NA,NA,NA,"12734"
"322","Q3372399","Paul Wallace","Paul","Wallace","male","1971-12-30","Cork",NA,NA,"Ireland",NA,"prop",NA,"2003-01-01","110","185","12013",NA,NA,"4277","12752"
"323","Q6405344","Kieran Campbell","Kieran","Campbell","male","1979-7-6","Hillingdon",NA,NA,"Ireland",NA,"scrum-half",NA,NA,NA,NA,"14901",NA,NA,"859",NA
"324","Q6796084","Maxwell Carpendale","Maxwell",NA,"male","1864-7-3","Mumbai","1941-1-27",NA,NA,NA,NA,NA,NA,NA,NA,"758",NA,NA,NA,NA
"325","Q5540238","George Harman","George","Harman","male","1874-6-6",NA,"1975-12-14",NA,"Ireland",NA,"centre",NA,NA,NA,NA,"1328",NA,NA,NA,NA
"326","Q5585242","Gordon Hamilton","Gordon","Hamilton","male","1964-5-13","Belfast",NA,NA,"United Kingdom",NA,"flanker","1980-01-01",NA,NA,NA,"10961",NA,NA,NA,"12848"
"327","Q508105","Andrew Trimble","Andrew","Trimble","male","1984-10-20","Coleraine",NA,NA,"United Kingdom",NA,"centre","2005-01-01","2018-01-01","98","183","15083","andrew-trimble",NA,"3444","9951"
"328","Q100889956","Cian Prendergast","Cian","Prendergast","male","2000-2-23","Kildare",NA,NA,"Ireland",NA,"flanker",NA,NA,NA,NA,"33661","cian-prendergast","11qms52l11","47028","9903"
"329","Q3195748","Kevin Maggs","Kevin","Maggs","male","1974-6-3","Bristol",NA,NA,"United Kingdom",NA,"centre","1993-01-01","2011-01-01","92","180","12545",NA,NA,"513","12732"
"330","Q3181321","John Daly","John","Daly","male","1917-12-12","Cobh","1988-11-10","Chertsey","Ireland",NA,"prop",NA,NA,NA,NA,"4924",NA,NA,NA,NA
"331","Q28648790","Calvin Nash","Calvin","Nash","male","1997-8-8","Limerick",NA,NA,"Ireland",NA,"winger",NA,NA,NA,NA,"294502","calvin-nash","11c6f5c326","39241","12571"
"332","Q7152224","Paul Marshall","Paul","Marshall","male","1985-7-26","Lisburn",NA,NA,"Ireland",NA,"winger",NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Q6838156","Mick Doyle","Mick","Doyle","male","1941-10-13","Castleisland","2004-5-11","County Tyrone","Ireland",NA,"flanker",NA,NA,NA,NA,"6972",NA,NA,NA,NA
"334","Q3056350","Eric Miller","Eric","Miller","male","1975-9-23","Dublin",NA,NA,"Ireland",NA,"flanker",NA,"2006-01-01","108","188","12422",NA,NA,"1057","12742"
"335","Q7272286","Quinn Roux","Quinn","Roux","male","1990-10-30","Pretoria",NA,NA,"South Africa",NA,"lock",NA,NA,NA,NA,"146491","quinn-roux",NA,"22550","9927"
"336","Q16234993","Niall Scannell","Niall","Scannell","male","1992-4-8","Cork",NA,NA,"Ireland",NA,"hooker",NA,NA,NA,NA,"158695","niall-scannell",NA,"25343","9898"
"337","Q7047105","Noel McGrath","Noel","McGrath","male","1909-2-6","Wakefield","1974-8-15","Weymouth",NA,NA,"prop",NA,NA,NA,NA,"4194",NA,NA,NA,NA
"338","Q3436522","Robert Walkington","Robert",NA,"male","1854-8-8","Alabama","1916-7-22","Belfast",NA,NA,"fullback",NA,NA,NA,NA,"362",NA,"122h6yvr",NA,NA
"339","Q3190412","Justin Bishop","Justin","Bishop","male","1974-11-9","Crawley",NA,NA,"United Kingdom",NA,"winger",NA,"2010-01-01","90","185","12536",NA,NA,"1217","12745"
"340","Q3484266","Simon Easterby","Simon",NA,"male","1975-7-21","Harrogate",NA,NA,"United Kingdom",NA,"flanker",NA,"2010-01-01","100","190","13308",NA,NA,"519","12722"
"341","Q16234758","James Lowe","James","Lowe","male","1992-7-8","Nelson",NA,NA,"New Zealand",NA,"winger",NA,NA,"105","188","194469","james-lowe",NA,"26914","386"
"342","Q110442708","Tom Stewart","Tom","Stewart","male","2001-1-11","Belfast",NA,NA,"United Kingdom","Ireland","hooker",NA,NA,NA,NA,NA,"tom-stewart","11ptwzf60z","47033","12570"
"343","Q3161398","Jim Sealy","James","Sealy","male","1876-3-19","Dundrum","1949-2-4","Donnybrook","Ireland",NA,NA,NA,NA,NA,NA,"1189",NA,NA,NA,NA
"344","Q4897933","Bethel Solomons",NA,"Solomons","male","1885-2-27","Dublin","1965-9-11","Wandsworth",NA,NA,NA,NA,NA,NA,NA,"1950",NA,NA,NA,NA
"345","Q4965133","Brian Rigney","Brian","Rigney","male","1963-9-22","Port Laoise",NA,NA,"Ireland",NA,"lock",NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Q439487","Tomás O'Leary","Tomás","O'Leary","male","1983-10-22","Cork",NA,NA,"Ireland","Ireland","scrum-half",NA,NA,NA,NA,"15218","tomas-o-leary",NA,"3470","13726"
"347","Q3369806","Paddy Reid","Patrick","Reid","male","1924-3-17","Limerick","2016-1-8","Limerick","Ireland",NA,"centre",NA,NA,NA,NA,"4813",NA,NA,NA,NA
"348","Q64829489","Greg O'Shea","Greg","O'Shea","male","1995-3-23","Limerick",NA,NA,"Ireland",NA,"winger",NA,NA,NA,NA,NA,NA,"11h4bvdkm0",NA,NA
"349","Q24039454","Kieran Treadwell","Kieran","Treadwell","male","1995-11-6","Carshalton",NA,NA,"Ireland, United Kingdom","England, Ireland","lock",NA,NA,NA,NA,"212035","kieran-treadwell","11cn6fgmd8","30954","9574"
"350","Q7359172","Roger Young","Roger","Young","male","1943-6-29",NA,NA,NA,"United Kingdom",NA,"scrum-half",NA,NA,NA,NA,"6976",NA,NA,NA,NA
"351","Q3229550","Leo Cullen","Leo","Cullen","male","1978-1-9","Wicklow",NA,NA,"Ireland",NA,"lock",NA,"2014-01-01","111","198","13985","leo-cullen",NA,"1051","12716"
"352","Q3311741","Mick O'Driscoll","Mick","O'Driscoll","male","1978-10-8","Cork",NA,NA,"Ireland",NA,"lock",NA,"2013-01-01","113","196","13650",NA,NA,"450","13734"
"353","Q7123575","Paddy O'Donoghue","Paddy","O'Donoghue","male",NA,NA,NA,NA,"Ireland",NA,"prop",NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Q3360340","Paddy Johns","Paddy","Johns","male","1968-2-19","Portadown",NA,NA,"United Kingdom","Ireland","lock",NA,"2003-01-01","106","198","10908",NA,NA,NA,"12751"
"355","Q3557411","Victor Le Fanu","Victor","Le Fanu","male","1865-10-14","Dublin","1939-8-9","Bray","Ireland",NA,"scrum-half",NA,NA,NA,NA,"754",NA,NA,NA,NA
"356","Q7047139","Noel Murphy","Noel","Murphy","male","1904-12-27",NA,"1987-11-6",NA,"Ireland",NA,"flanker",NA,NA,NA,NA,"3768",NA,NA,NA,NA
"357","Q17019995","Tadhg Furlong","Tadhg","Furlong","male","1992-11-14","Wexford",NA,NA,"Ireland",NA,"prop",NA,NA,"119","183","136576","tadhg-furlong",NA,"22533","9507"
"358","Q3420542","Ray McLoughlin","Ray","McLoughlin","male","1939-8-24","Ballinasloe","2021-11-20",NA,"Ireland",NA,"prop",NA,NA,NA,NA,"6668",NA,NA,NA,NA
"359","Q356460","Dick Spring","Dick","Spring","male","1950-8-29","Tralee",NA,NA,"Ireland",NA,"fullback",NA,NA,NA,NA,"8212",NA,NA,NA,NA
"360","Q27838020","Andrew Porter","Andrew","Porter","male","1996-1-16","Dublin",NA,NA,"Ireland",NA,"prop",NA,NA,"125","183","258957","andrew-porter","11cs3ylbm7","34323","8514"
"361","Q3378823","Philip Orr","Philip","Orr","male","1950-12-14","Dublin",NA,NA,"Ireland",NA,"prop",NA,NA,NA,NA,"8492",NA,NA,NA,"12867"
"362","Q1255252","James Cecil Parke","James","Parke","male","1881-7-26","Clones","1946-2-27","Llandudno","Ireland, United Kingdom, Irish Free State, United Kingdom of Great Britain and Ireland","Ireland","centre",NA,NA,NA,NA,"1547",NA,NA,NA,NA
"363","Q3177350","Jeremy Staunton","Jeremy","Staunton","male","1980-5-7","Limerick",NA,NA,"Ireland",NA,"fullback",NA,NA,NA,NA,"13185",NA,NA,"972","13746"
"364","Q3109368","Glyn Allen","Glynn","Allen","male","1874-3-14",NA,"1949-1-4","Liverpool",NA,NA,"fly-half, scrum-half",NA,NA,NA,NA,"1186",NA,"121_4dxq",NA,NA
"365","Q30106076","Arthur Norman McClinton","Norman, Arthur","McClinton","male","1886-8-16","Belfast","1929-11-29","Belfast",NA,NA,"fly-half",NA,NA,NA,NA,"2109",NA,"11dzss6g0b",NA,NA
"366","Q6160072","Jared Payne","Jared","Payne","male","1985-10-13","Tauranga",NA,NA,"New Zealand","Ireland","centre","2006-01-01","2017-01-01","95","188","91589","jared-payne",NA,"5494","658"
"367","Q921935","Ryan Caldwell","Ryan","Caldwell","male","1984-9-1","Belfast",NA,NA,"United Kingdom",NA,"lock",NA,NA,NA,NA,"15959","ryan-caldwell",NA,"3446","13739"
"368","Q3568510","William Collis","Robert, William","Collis","male","1900-2-16","Killiney","1975-5-27",NA,"Ireland",NA,"hooker",NA,NA,NA,NA,"3069",NA,"122sgc76",NA,NA
"369","Q3476709","Sean Cronin","Seán","Cronin","male","1986-5-6","Limerick",NA,NA,"Ireland","Ireland","hooker","2005-01-01",NA,"101","180","15961","sean-cronin",NA,"5346","9931"
"370","Q62664755","Tom O'Toole","Tom","O'Toole","male","1998-9-23","Drogheda",NA,NA,"Ireland",NA,"prop",NA,NA,NA,NA,"298682","tom-o-toole","11h6kr1nwb","42363","8517"
"371","Q7819868","Tommy Smyth","Thomas","Smyth","male","1884-12-1","Belfast","1928-5-19","Paddington","United Kingdom, United Kingdom of Great Britain and Ireland",NA,"prop",NA,NA,NA,NA,"1949",NA,NA,NA,NA
"372","Q3023744","Derek McGrath","Derek","McGrath","male","1960-5-3",NA,NA,NA,"Ireland",NA,"flanker",NA,NA,NA,NA,"9735",NA,NA,"8915","12865"
"373","Q3376505","Peter Clohessy","Peter","Clohessy","male","1966-3-22","Limerick",NA,NA,"Ireland",NA,"prop",NA,"2002-01-01","106","180","11410",NA,NA,NA,"7990"
"374","Q2918762","Paddy Mayne","Robert, Paddy","Mayne","male","1915-1-11","Newtownards","1955-12-14","Newtownards","United Kingdom, United Kingdom of Great Britain and Ireland",NA,"lock","1939-01-01",NA,NA,NA,"4489",NA,NA,NA,NA
"375","Q5225185","Darren Sweetnam","Darren","Sweetnam","male","1993-5-5","Dunmanway",NA,NA,"Ireland",NA,"winger",NA,NA,NA,NA,"176321","darren-sweetnam",NA,"27837","9942"
"376","Q3068776","Fergus McFadden","Fergus","McFadden","male","1986-6-17","Kilkenny",NA,NA,"Ireland",NA,"winger","2007-01-01","2020-01-01","93","180","82145","fergus-mcfadden",NA,"5358","9940"
"377","Q3530733","Tom Grace","Tom","Grace","male","1948-10-24","Dublin",NA,NA,"Ireland",NA,"winger",NA,NA,NA,NA,"7674",NA,NA,NA,NA
"378","Q4798495","Arthur Douglas","Arthur","Douglas","male","1902-8-16",NA,"1937-6-27",NA,"United Kingdom, United Kingdom of Great Britain and Ireland",NA,"winger",NA,NA,NA,NA,"2992",NA,NA,NA,NA
"379","Q4864037","Barry Bresnihan","Barry",NA,"male","1944-3-13",NA,"2010-7-18",NA,"Ireland",NA,"centre",NA,NA,NA,NA,"7090",NA,NA,NA,NA
"380","Q7273670","R. H. Massy-Westropp","R.",NA,"male","1864-4-23","Worcester","1932-6-30","County Clare","United Kingdom, United Kingdom of Great Britain and Ireland",NA,NA,NA,NA,NA,NA,"755",NA,NA,NA,NA
"381","Q3376472","Peter Bracken","Peter","Bracken","male","1977-12-1","Tullamore",NA,NA,"Ireland",NA,"prop",NA,NA,NA,NA,"27779",NA,NA,"2973",NA
"382","Q3161232","James Lytle","James","Lytle","male","1875-5-18","Belfast","1928-7-11","Buenos Aires","United Kingdom, United Kingdom of Great Britain and Ireland",NA,NA,NA,NA,NA,NA,"1106",NA,"121jcdbj",NA,NA
"383","Q2960148","Charles Rooke","Charles","Rooke","male","1870-7-1","Dublin","1946-1-6","Wellington","Ireland",NA,NA,NA,NA,NA,NA,"965",NA,"120t9gs3",NA,NA
"384","Q20715436","Robert Burgess","Robert","Burgess","male","1890-12-25",NA,"1915-12-9","Armentières","United Kingdom of Great Britain and Ireland",NA,NA,NA,NA,NA,NA,"2332",NA,"11b81xbt1z",NA,NA
"385","Q5056263","Cecil Pedlow","Cecil",NA,"male","1934-1-20","Lurgan","2019-11-9",NA,"United Kingdom",NA,"centre",NA,NA,NA,NA,"5677",NA,NA,NA,NA
"386","Q16011219","Chris Farrell","Chris","Farrell","male","1993-4-16","Belfast",NA,NA,"Ireland",NA,"centre",NA,NA,NA,NA,"156530","chris-farrell",NA,"25153","9918"
"387","Q26923917","Ross Byrne","Ross, Patrick","Byrne","male","1995-4-8","Dublin",NA,NA,"Ireland",NA,"fly-half",NA,NA,"92","191","212589","ross-byrne","11c1q96bcj","30983","8521"
"388","Q3290269","Marcus Horan","Marcus","Horan","male","1977-9-7","Limerick",NA,NA,"Ireland",NA,"prop",NA,"2013-01-01","106","185","13429",NA,NA,"640","12724"
"389","Q6397118","Kevin O'Brien","Kevin","O'Brien","male","1955-6-5","Manchester",NA,NA,"Ireland","Ireland","fullback",NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","Q448312","Willie John McBride","Willie","McBride","male","1940-6-6","County Antrim",NA,NA,"United Kingdom",NA,"lock","1959-01-01","1975-01-01","102","190","6667",NA,NA,NA,NA
"391","Q2925008","Brian Smith","Brian","Smith","male","1966-9-9","St George",NA,NA,"Australia",NA,"fly-half","1985-01-01","1994-01-01",NA,NA,"10187",NA,NA,"8793","9081"
"392","Q5983259","Ian Whitten","Ian","Whitten","male","1987-6-5","Lisburn",NA,NA,"United Kingdom",NA,"centre",NA,NA,NA,NA,"90180","ian-whitten",NA,"14903",NA
"393","Q7365469","Ronan Loughney","Ronan","Loughney","male","1984-11-1","Galway",NA,NA,"Ireland",NA,"prop",NA,NA,NA,NA,"27682",NA,NA,NA,NA
"394","Q18808571","Ultan Dillane","Ultan","Dillane","male","1993-11-9","Paris",NA,NA,"Ireland",NA,"lock",NA,NA,"115","198","251237","ultan-dillane",NA,"33808","9916"
"395","Q6848805","Mike Sherry","Mike","Sherry","male","1988-6-18","Limerick",NA,NA,"Ireland",NA,"hooker",NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","Q3017705","David Corkery","David","Corkery","male","1972-11-6","Cork",NA,NA,"Ireland",NA,"flanker",NA,"2000-01-01","103","193","11800",NA,NA,"4274","12767"
"397","Q7152422","Paul McNaughton","Paul","McNaughton","male","1952-11-17","Dublin","2022-11-1",NA,"Ireland",NA,"centre",NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","Q5318756","Dylan O'Grady","Dylan","O'Grady","male","1971-11-19","Manchester",NA,NA,"Ireland",NA,"flanker",NA,NA,NA,NA,"12730",NA,NA,NA,NA
"399","Q57586493","Ciarán Frawley","Ciarán","Frawley","male","1997-12-4","Sydney",NA,NA,"Ireland, Australia","Ireland","fly-half, centre, fullback",NA,NA,NA,NA,"294483","ciaran-frawley","11grv2zly4","39933","9906"
"400","Q3345864","Noel Murphy","Noel","Murphy","male","1937-2-22","Cork",NA,NA,"Ireland",NA,"flanker",NA,"1970-01-01","92","184","6217",NA,NA,NA,NA
"401","Q3121764","Guy Easterby","Guy","Easterby","male","1971-3-21","Tadcaster",NA,NA,"Ireland",NA,"scrum-half",NA,"2008-01-01","94","183","13309",NA,NA,"615","12740"
"402","Q5668066","Harry Corley","Harry","Corley","male","1878-8-15",NA,"1936-1-1",NA,NA,NA,"fly-half",NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","Q130855032","Tom Gavin","Tom","Gavin","male","1922-3-28","Coventry","2009-12-25",NA,"Ireland, United Kingdom, United Kingdom of Great Britain and Ireland","Ireland",NA,NA,NA,NA,NA,"5151",NA,NA,NA,NA
"404","Q5643862","Ham Lambert",NA,"Lambert","male","1910-6-5",NA,"2006-10-10",NA,"Ireland",NA,"centre",NA,NA,NA,NA,"4187",NA,NA,NA,NA
"405","Q3183317","Jonathan Bell","Jonathan","Bell","male","1974-2-7","Belfast",NA,NA,"United Kingdom","Ireland","centre",NA,"2006-01-01","95","180","11799",NA,NA,"1427","12754"
"406","Q671300","Keith Gleeson","Keith","Gleeson","male","1976-6-17","Dublin",NA,NA,"Ireland, Australia","Ireland, Australia","flanker",NA,"2008-01-01","98","185","13851",NA,NA,"517","7905"
"407","Q5670978","Harry McDaniel","Harry","McDaniel","male",NA,"Newport","1932-12-2","Bath",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","Q3036774","Donnacha Ryan","Donnacha","Ryan","male","1983-12-11","Limerick",NA,NA,"Ireland",NA,"flanker",NA,NA,"114","201","16000","donnacha-ryan",NA,"5953","9950"
"409","Q5234961","David Hewitt","David","Hewitt","male","1939-9-9","Belfast",NA,NA,"United Kingdom",NA,"centre",NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","Q45189181","Tom Reid","Tom","Reid","male","1926-3-3","Limerick","1996-11-12","Montréal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11f30mg9k8",NA,NA
"411","Q30610270","Alexander Foster","Alexander","Foster","male","1890-6-22","Derry","1972-8-24","Bantry",NA,NA,"centre",NA,NA,NA,NA,"2087",NA,"11g8crp381",NA,NA
"412","Q5290509","Dominic Crotty","Dominic","Crotty","male","1974-7-26","Cork",NA,NA,"Ireland",NA,"winger",NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Q3018063","David Hewitt","David","Hewitt","male","1980-1-15",NA,NA,NA,"Ireland",NA,"fly-half",NA,NA,NA,NA,NA,NA,NA,"3204",NA
"414","Q439025","Donncha O'Callaghan",NA,"O'Callaghan","male","1979-3-24","Cork",NA,NA,"Ireland","Ireland","lock","1998-01-01","2018-01-01","114","198","14152","donncha-o-callaghan",NA,"525","12221"
"415","Q18098700","Jack O'Donoghue","Jack","O'Donoghue","male","1994-1-8","Waterford",NA,NA,"Ireland",NA,"flanker",NA,NA,NA,NA,NA,"jack-o-donoghue",NA,"28986",NA
"416","Q3181249","John Coffey","John","Coffey","male","1877-5-6","Dublin","1945-9-28","Dublin","Ireland",NA,NA,NA,NA,NA,NA,"1420",NA,"122kcl_m",NA,NA
"417","Q16232105","Dave Foley","Dave","Foley","male","1988-5-16","Clonmel",NA,NA,"Ireland",NA,"lock",NA,NA,NA,NA,"96412","dave-foley",NA,"8537","13719"
"418","Q7340198","Rob Henshaw","Rob","Henshaw","male","1993-6-12","Athlone",NA,NA,"Ireland",NA,"fullback","2012-01-01",NA,"100","191","169067","robbie-henshaw",NA,"26973","9509"
"419","Q540932","Brian Carney","Brian","Carney","male","1976-7-23","Cork",NA,NA,"Ireland",NA,"winger",NA,NA,NA,NA,"15615",NA,NA,"8425","13744"
"420","Q3219885","Lawrence Bulger","Lawrence","Bulger","male","1870-7-5","County Clare","1928-3-17","Twickenham","Ireland",NA,"winger",NA,NA,NA,NA,"1187",NA,NA,NA,NA
"421","Q5552905","Gerry McLoughlin","Gerry","McLoughlin","male","1952-6-11",NA,NA,NA,"Ireland",NA,"prop",NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Q2865234","Arthur McMaster","Arthur","McMaster","male","1945-12-2","Ballymena",NA,NA,"United Kingdom",NA,"winger",NA,NA,NA,NA,"7885",NA,"1232jm46",NA,NA
"423","Q3190437","Justin Fitzpatrick","Justin","Fitzpatrick","male","1973-11-21","Chichester",NA,NA,"United Kingdom","Ireland","prop",NA,"2010-01-01","117","185","12540",NA,NA,"55","12757"
"424","Q47004825","Jeremy Loughman","Jeremy","Loughman","male","1995-7-22","Reno",NA,NA,"United States of America","Ireland","prop",NA,NA,NA,NA,"255083","jeremy-loughman","11gf9731tx","33946","9899"
"425","Q5725870","Henry Millar","Henry","Millar","male",NA,NA,"1959-4-4",NA,"Ireland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Q1727793","Stephen Ferris","Stephen","Ferris","male","1985-8-2","Portadown",NA,NA,"Ireland",NA,"flanker",NA,"2014-01-01","116","193","15435","stephen-ferris",NA,NA,"12711"
"427","Q6222199","John Blayney","John","Blayney","male","1925-3-13","Ireland","2018-6-17","Dublin","Ireland",NA,"centre",NA,NA,NA,NA,"5315",NA,NA,NA,NA
"428","Q3434180","Rob Henderson","Rob","Henderson","male","1972-10-27","Dover",NA,NA,"United Kingdom",NA,"centre",NA,NA,NA,NA,"12389",NA,NA,"954","14575"
"429","Q3104335","Gerry Doran","Gerry","Doran","male","1877-7-15","Dublin","1943-3-31","Dún Laoghaire","Ireland",NA,"winger",NA,NA,NA,NA,"1332",NA,NA,NA,NA
"430","Q7781948","Theodore Pike","Theodore","Pike","male","1904-8-2","Thurles","1987-12-27","Guildford","United Kingdom, United Kingdom of Great Britain and Ireland",NA,"prop",NA,NA,NA,NA,"3413",NA,NA,NA,NA
"431","Q7087761","Oliver Piper","Oliver","Piper","male","1884-1-13","Neath","1933-4-22",NA,"United Kingdom of Great Britain and Ireland","Wales",NA,NA,NA,NA,NA,"2032",NA,NA,NA,NA
