"rugbyscopeId","altNames","teamWP","fusionName"
"832","Poverty Bay Rugby","Poverty_Bay_Rugby","Poverty Bay Rugby Football Union"
"276","Neath RFC; Neath","Neath_RFC","Neath RFC"
"14","Cardiff Blues; Cardiff Rugby","Cardiff_Rugby","Cardiff Rugby"
"2904","North Harbour RU; North Harbour","North_Harbour_(rugby)","North Harbour Rugby Union Team"
"2907","Counties Manuaku",NA,"Counties Manukau Rugby Union Team"
"614","Marseille Vitrolles",NA,"Rugby Club Stade Phocéen"
"162","Bristol Rugby; Bristol; Bristol Bears","Bristol_Bears","Bristol Bears"
"61","Waratahs; New South Wales Waratahs; NSW Waratahs","New_South_Wales_Waratahs","New South Wales Waratahs"
"497","Eastwood RC",NA,"Eastwood Rugby Club"
"224","Samoa; Selección de rugby de Samoa","Selecci%C3%B3n_de_rugby_de_Samoa","Samoa national rugby union team"
"1496","Marist St. Joseph",NA,"Marist St. Joseph"
"2911","Otago RFU",NA,"Otago Rugby Union Team"
"80","Brumbies","Brumbies","ACT Brumbies"
"685","Suntory Sungoliath; Tokyo Sungoliath","Tokyo_Sungoliath","Tokyo Suntory Sungoliath"
"1","Lyon Olympique; LOU Rugby; Lyon OU; Lyon","Lyon_Olympique","Lyon OU"
"162","Bristol Bears",NA,"Bristol Bears"
"312","San Isidro Club; SIC","San_Isidro_Club","San Isidro Club"
"606","Randwick DRUFC; Randwick","Randwick_DRUFC","Randwick DRUFC"
"61","NSW Waratahs",NA,"New South Wales Waratahs"
"282","Ulster Rugby; Ulster","Ulster_Rugby","Ulster Rugby"
"238","London Irish","London_Irish","London Irish RFC"
"251","Leeds Carnegie; Yorkshire Carnegie; Leeds Tykes","Leeds_Tykes","Leeds Tykes"
"120","Edinburgh Rugby; Edinburgh","Edinburgh_Rugby","Edinburgh Rugby"
"197","CA Brive-Corrèze; CA Brive; Club Athlétique Brive-Corrèze","Club_Athl%C3%A9tique_Brive-Corr%C3%A8ze","CA Brive"
"316","Union Bordeaux Bègles; Union Bordeaux; CA Bordeaux-Bègles; Bordeaux; Bordeaux-Bègles","Union_Bordeaux_B%C3%A8gles","Union Bordeaux Bègles"
"80","ACT & NSW",NA,"ACT Brumbies"
"694","Terenure College RFC",NA,"Terenure College RFC"
"218","Gran Parma; Parma Rugby","GranDucato_Parma_Rugby","GranDucato Parma"
"11","Aironi; Aironi Rugby","Aironi_Rugby","Aironi"
"180","Zebre; Zebre Rugby","Zebre_Rugby","Zebre"
"2918","Royal Air Force",NA,"Royal Air Force Rugby Union"
"152","Biarritz Olympique; Biarritz Olympique Pays Basque; Biarritz; Biarritz olympique","Biarritz_Olympique_Pays_Basque","Biarritz Olympique"
"811","CASI; Club Atlético San Isidro; Club Atlético de San Isidro; CA San Isidro","Club_Atl%C3%A9tico_de_San_Isidro","Club Atlético San Isidro (rugby)"
"607","Richmond Rugby Club",NA,"Richmond Rugby Club"
"27","ASM Clermont; ASM Clermont Auvergne; Clermont Auvergne; Clermont","ASM_Clermont_Auvergne","ASM Clermont Auvergne"
"734","Watsonians RFC",NA,"Watsonian FC"
"488","CS Dinamo București",NA,"CS Dinamo București"
"98","Bedford Blues; Bedford","Bedford_Blues","Bedford Blues"
"1745","Redruth Rugby",NA,"Redruth R.F.C."
"609","Rosslyn Park F.C",NA,"Rosslyn Park F.C."
"577","Orrell R.U.F.C.",NA,"Orrell Rugby Club"
"903","Altrincham Kersal",NA,"Altrincham Kersal"
"332","Worcester Warriors; Worcester RFC","Worcester_Warriors","Worcester Warriors"
"2736","Old Glory DC","Old_Glory_DC","Old Glory DC"
"151","Cardiff RFC","Cardiff_RFC","Cardiff RFC"
"1693","Queen's University RFC",NA,"Queen's University RFC"
"1586","North of Ireland FC",NA,"North of Ireland F.C."
"118","Selección de rugby de los Leones Británico-irlandeses","Leones_Brit%C3%A1nicos_e_Irlandeses","British & Irish Lions"
"423","Ballymena RFC",NA,"Ballymena RFC"
"423","Ballymena R.F.C.",NA,"Ballymena RFC"
"65","Old Belvedere R.F.C.",NA,"Old Belvedere"
"118","British and Irish Lions","British_and_Irish_Lions","British & Irish Lions"
"454","Cambridge University R.U.F.C.",NA,"Cambridge University RUFC"
"7","Dragons RFC; Dragons; Newport Dragons; Newpport Gwent Dragons","Dragons_RFC","Dragons"
"2913","Taranaki Bulls; Taranaki","Taranaki_Bulls","Taranaki Rugby Union Team"
"81","Glamorgan Wanderers RFC",NA,"Glamorgan Wanderers RFC"
"64","Llanelli Scarlets; Scarlets","Scarlets","Scarlets"
"574","Olympique de París","Olympique_de_Par%C3%ADs","Olympique"
"199","Bourgoin-Jallieu; Club Sportif Bourgoin-Jallieu; CS Bourgoin-Jallieu; CSBJ","Club_Sportif_Bourgoin-Jallieu","CS Bourgoin-Jallieu"
"266","USA Perpignan; Perpignan; USAP Perpignan; US Arlequins Perpignanais; USAP; Francia Perpignan; USA Pergingnan; US Arlequine Perpignan; Union Sportive Arlequins Perpignanais","Union_Sportive_Arlequins_Perpignanais","USA Perpignan"
"255","Grenoble Rugby",NA,"Football Club Grenoble Rugby"
"6190","Universidad de Pretoria","Universidad_de_Pretoria","UP Tuks"
"237","SWD Eagles","SWD_Eagles","SWD Eagles"
"487","Black Rams",NA,"Ricoh Black Rams Tokyo"
"2903","Canterbury RU",NA,"Canterbury"
"309","AS Béziers Hérault",NA,"AS Béziers Hérault"
"265","Newman; Club Newman","Club_Newman","Club Newman"
"263","Sporting Union Agen",NA,"SU Agen Lot-et-Garonne"
"1250","Munakata Sanix Blues",NA,"Munakata Sanix Blues"
"493","Queensland Country","Queensland_Country","Queensland Country"
"195","Melrose Rugby Football Club",NA,"Melrose RFC"
"1518","Dynaboars",NA,"Mitsubishi Sagamihara DynaBoars"
"248","Heriot's Rugby Club","Heriot%27s_Rugby_Club","Heriot's Rugby Club"
"487","Ricoh Black Rams",NA,"Ricoh Black Rams Tokyo"
"388","Club de Rugby El Salvador; CR El Salvador; El Salvador; El Salvador Rugby; Cetransa El Salvador; SilverStorm El Salvador","Club_de_Rugby_El_Salvador","CR El Salvador"
"275","Newport RFC","Newport_RFC","Newport RFC"
"434","Pertemps Bees",NA,"Birmingham & Solihull R.F.C."
"122","Gloucester RFC",NA,"Gloucester Rugby"
"906","Amman United RFC",NA,"Amman United RFC"
"380","Petrarca Rugby; Petrarca","Petrarca_Rugby","Petrarca Rugby"
"82","Georgia","Selecci%C3%B3n_de_rugby_de_Georgia","Georgia national rugby union team"
"4541","Vierzon",NA,"SA Vierzon"
"559","Montluçon",NA,"Montluçon Rugby"
"125","Aurillac",NA,"Stade Aurillacois Cantal Auvergne"
"532","Figeac",NA,"GS Figeac"
"928","Auckland",NA,"Auckland rugby union team"
"219","Amatori Milano; AC Milan; Amatori Rugby Milano","Amatori_Rugby_Milano","Amatori Milano"
"1903","Tucumán Lawn Tennis Club; Lawn Tennis","Tucum%C3%A1n_Lawn_Tennis_Club","Tucumán Lawn Tennis Club"
"2436","Jaguares","Jaguares_(Super_Rugby)","Jaguares"
"213","Connacht; Connacht Rugby","Connacht_Rugby","Connacht Rugby"
"61","New South Wales RU",NA,"New South Wales Waratahs"
"644","SF Golden Gate",NA,"San Francisco Golden Gate RFC"
"161","Western Force; Force","Western_Force","Western Force"
"308","Leopards","Leopards_(rugby)","Leopards"
"718","US Carcassonne; Carcassonne","US_Carcassonne","US Carcassonne"
"591","Shannon RFC","Shannon_RFC","Shannon RFC"
"7475","Parnell",NA,"Parnell RFC"
"1659","Ponsonby Rugby Club",NA,"Ponsonby RFC"
"201","London Welsh RFC",NA,"London Welsh RFC"
"252","Stade français",NA,"Stade Français Rugby"
"194","Rugby Rovigo; Rugby Rovigo Delta; Rovigo; Rovigo Delta","Rugby_Rovigo_Delta","Rugby Rovigo"
"243","Namibia","Selecci%C3%B3n_de_rugby_de_Namibia","Namibia national rugby union team"
"563","Welwitschias","Welwitschias","Welwitschias"
"250","Bressane",NA,"Union Sportive Bressane"
"1604","Old Christians Club","Old_Christians_Club","Old Christians Club"
"429","Bective Rangers",NA,"Bective Rangers"
"49","Unione Rugby Capitolina",NA,"Unione Rugby Capitolina"
"626","RC Strasbourg",NA,"Rugby Club Strasbourg"
"359","Club Atlético del Rosario","Club_Atl%C3%A9tico_del_Rosario","Club Atlético del Rosario"
"424","Ballymore Tornadoes",NA,"Brisbane City"
"541","King Country RFU","King_Country_Rugby","King Country Rugby Football Union"
"307","Hindú Club",NA,"Hindú Club"
"307","Hindu Club; Hindú Club; Hindú","Hind%C3%BA_Club","Hindú Club"
"739","West of Scotland F.C.",NA,"West of Scotland FC"
"738","West Hartlepool Rugby",NA,"West Hartlepool RFC"
"20","FC Lourdes","FC_Lourdes","FC Lourdes"
"495","Eastern Province Elephants",NA,"Eastern Province Kings"
"1681","Pretoria Harlequins",NA,"Pretoria Harlequins"
"586","Perth Spirit","Perth_Spirit","Perth Spirit"
"508","La Voulte sportif",NA,"La Voulte sportif"
"255","FC Grenoble Rugby; FC de Grenoble Rugby; Grenoble Rugby; FC Grenoble; Grenoble; Football Club de Grenoble Rugby; FC Grenoble(junior)","Football_Club_de_Grenoble_Rugby","Football Club Grenoble Rugby"
"222","Fiyi; Selección de rugby de Fiyi","Selecci%C3%B3n_de_rugby_de_Fiyi","Fiji national rugby union team"
"4444","Lautoka Rugby",NA,"Lautoka"
"310","Stade Montois; Mont-de-Marsan","Stade_Montois","Stade Montois"
"324","US Montauban; Union Sportive Montauban; Montauban","Union_Sportive_Montauban","US Montauban"
"495","Eastern Province Kings","Eastern_Province_Elephants","Eastern Province Kings"
"212","US Cognac",NA,"US Cognac"
"508","La Voulte Sportif",NA,"La Voulte sportif"
"129","Football-Club Auch; FC Auch Gers; Auch Gers; FC Auch","Football-Club_Auch","FC Auch Gers"
"1215","Kintetsu Liners",NA,"Hanazono Kintetsu Liners"
"2911","Otago Razorbacks","Otago_Razorbacks","Otago Rugby Union Team"
"2912","Southland RFU",NA,"Southland"
"562","NEC Green Rockets",NA,"NEC Green Rockets Tokatsu"
"1423","Kubota Spears",NA,"Kubota Spears Funabashi Tokyo-Bay"
"27","Clermont Auvergne",NA,"ASM Clermont Auvergne"
"440","Bridgend Ravens",NA,"Bridgend Ravens"
"201","London Welsh; London Welsh RFC","London_Welsh_RFC","London Welsh RFC"
"683","Sunnybank",NA,"Sunnybank Rugby"
"247","Melbourne Rebels; Rebels","Melbourne_Rebels","Melbourne Rebels"
"6186","Universidad de Stellenbosch","Universidad_de_Stellenbosch","Maties"
"820","Mirano Rugby 1957",NA,"Mirano Rugby 1957"
"728","Wakefield RFC",NA,"Wakefield RFC"
"19","España","Selecci%C3%B3n_de_rugby_de_Espa%C3%B1a","Spain national rugby union team"
"605","RCA Cergy-Pontoise",NA,"Rugby Club de l'agglomération de Cergy-Pontoise"
"462","Cajasol Ciencias; C. R. Ciencias; Club de Rugby Ciencias; Ciencias Fundación Cajasol; Real Ciencias Rugby Club; Real Ciencias","Real_Ciencias_Rugby_Club","Real Ciencias Rugby Club"
"106","Bobigni 93",NA,"AC Bobigny 93 Rugby"
"668","Domond",NA,"Stade domontois rugby club"
"196","CABBG",NA,"CA Bordeaux-Bègles Gironde"
"41","Madrid 2012; Real Canoe NC; CRC Pozuelo; CRC Madrid; UCM Canoe","CRC_Pozuelo","CRC Pozuelo"
"5","RC Massy",NA,"RC Massy"
"2699","RU New York; Rugby New York; Rugby United New York","Rugby_New_York","Rugby New York"
"1115","Natación y Gimnasia",NA,"Club Natación y Gimnasia"
"665","Stade Beaumontois",NA,"Stade beaumontois Lomagne rugby"
"249","US Dacquoise; US Dax; U. S. Dax; Dax; Union Sportive Dacquoise; US Dax(juvenil); Union sportive dacquoise","Union_Sportive_Dacquoise","US Dax"
"2915","Waikato",NA,"Waikato Rugby Union Team"
"734","Watsonians FC",NA,"Watsonian FC"
"236","Falcons","Falcons_(rugby)","Falcons"
"2905","Tasman","Tasman_(National_Provincial_Championship)","Tasman Rugby Union Team"
"2908","Hawke's Bay","Hawke%27s_Bay_(National_Provincial_Championship)","Hawke's Bay Rugby Union Team"
"741","Wests Rugby",NA,"Wests Rugby"
"487","Black Rams Tokyo",NA,"Ricoh Black Rams Tokyo"
"1251","Fylde Rugby Club",NA,"Fylde Rugby Club"
"276","Neath Rugby Football Club",NA,"Neath RFC"
"1862","Taffs Well RFC",NA,"Taffs Well RFC"
"2918","Royal Air Force Rugby Union",NA,"Royal Air Force Rugby Union"
"6060","Masterton",NA,"Masterton Red Star RC"
"1946","Wairarapa RFU",NA,"Wairarapa Bush Rugby Football Union"
"30","Aberavon RFC",NA,"Aberavon RFC"
"426","Club Banco Nación; Banco Nación","Club_Atl%C3%A9tico_Banco_de_la_Naci%C3%B3n_Argentina","Club Banco Nación"
"856","Sudamérica XV","Sudam%C3%A9rica_XV","Sudamérica XV"
"228","Estados Unidos","Selecci%C3%B3n_de_rugby_de_los_Estados_Unidos","United States national rugby union team"
"7179","Nevada Wolf Pack",NA,"Nevada Wolf Pack"
"1385","NTT Shining Arcs",NA,"NTT Shining Arcs"
"2677","Austin Gilgronis","Austin_Gilgronis","Austin Gilgronis"
"2057","Kyuden Voltex",NA,"Kyuden Voltex"
"1476","Loughborough Students RUFC",NA,"Loughborough Students RUFC"
"552","Manly RUFC",NA,"Manly RUFC"
"2855","Los Angeles Giltinis","Los_Angeles_Giltinis","LA Giltinis"
"2692","San Diego Legion","San_Diego_Legion","San Diego Legion"
"2881","La Valette-du-Var",NA,"XV du Coudon"
"847","Rugby Livorno 1931",NA,"Rugby Livorno 1931"
"442","Brothers Rugby Club",NA,"Brothers Old Boys"
"921","Deportiva Francesa; Asociación Deportiva Francesa","Asociaci%C3%B3n_Deportiva_Francesa","Asociación Deportiva Francesa"
"157","Border Reivers",NA,"Border Reivers"
"104","Pontypridd RFC","Pontypridd_RFC","Pontypridd RFC"
"89","Tarbes Pyrénées Rugby",NA,"Tarbes Pyrénées Rugby"
"185","Celtic Warriors",NA,"Celtic Warriors"
"2915","Waikato Rugby Union",NA,"Waikato Rugby Union Team"
"250","Union Sportive Bressane",NA,"Union Sportive Bressane"
"494","Eastern Suburbs RUFC",NA,"Eastern Suburbs RUFC"
"2009","Jockey Club Córdoba","Jockey_Club_C%C3%B3rdoba","Jockey Club Córdoba"
"3716","Orange City",NA,"Orange City"
"516","Gallopers",NA,"GPS Rugby"
"540","Kelso RFC","Kelso_RFC","Kelso RFC"
"690","Universidad de Sídney",NA,"Sydney University Football Club"
"7325","Stanford Cardinal",NA,"Stanford Cardinal"
"454","Universidad de Cambridge RUFC","Universidad_de_Cambridge","Cambridge University RUFC"
"1443","Liceo Naval (Club); Liceo Naval","Liceo_Naval_(club_de_rugby)","Club Liceo Naval"
"1047","Caledonians RFC",NA,"Caledonian Thebans RFC"
"128","Canadá","Selecci%C3%B3n_de_rugby_de_Canad%C3%A1","Canada national rugby union team"
"84","Gala RFC","Gala_RFC","Gala RFC"
"2908","Hawke's Bay Magpies; Hawke's Bay; Hawke's Bay RU","Hawke%27s_Bay_Magpies","Hawke's Bay Rugby Union Team"
"75","University College Dublin R.F.C.",NA,"University College Dublin R.F.C."
"405","San Luis","Club_San_Luis_(rugby)","Club San Luis"
"341","L'Aquila; L'Aquila Rugby","L%27Aquila_Rugby","L’Aquila Rugby Club"
"329","Viadana; Rugby Viadana","Rugby_Viadana","Rugby Viadana"
"578","Oxford University RFC",NA,"Oxford University RFC"
"511","Saint-Claude Rugby",NA,"FC Saint-Claude"
"4562","Boulogne-Billancourt Rugby",NA,"AC Boulogne-Billancourt"
"2903","Canterbury; Canterbury RUFC","Canterbury_(National_Provincial_Championship)","Canterbury"
"2004","CA Estudiantes","Club_Atl%C3%A9tico_Estudiantes_(Paran%C3%A1)","Estudiantes de Paraná"
"40","Rugby Calvisano; Calvisano","Rugby_Calvisano","Rugby Calvisano"
"208","Narbona; RC Narbonne; Racing Club Narbonnais","Racing_Club_Narbonnais","RC Narbonne"
"1165","Dallas Harlequins",NA,"Dallas Harlequins R.F.C."
"339","Mogliano; Mogliano Rugby; Rugby Mogliano","Mogliano_Rugby","Mogliano Rugby"
"847","Livorno",NA,"Rugby Livorno 1931"
"785","Casale",NA,"Rugby Casale"
"191","Rugby Roma; Rugby Roma Olimpic","Rugby_Roma_Olimpic","Rugby Roma"
"2911","Otago Rugby FU",NA,"Otago Rugby Union Team"
"2903","Canterbury Rugby Union",NA,"Canterbury"
"2909","Manawatu Rugby Union",NA,"Manawatu Rugby Union Team"
"210","Japón; Selección de rugby de Japón","Selecci%C3%B3n_de_rugby_de_Jap%C3%B3n","Japan national rugby union team"
"1112","La Tablada","Club_La_Tablada","Club La Tablada"
"114","Rotherham RUFC",NA,"Rotherham R.U.F.C."
"340","Veneziamestre Rugby","Veneziamestre_Rugby","Venezia Mestre Rugby FC"
"2038","NTT Docomo Red Hurricanes",NA,"Red Hurricanes Osaka"
"2558","San Francisco Rush",NA,"San Francisco Rush"
"13","Nottingham RFC",NA,"Nottingham R.F.C."
"1690","Queanbeyan Whites",NA,"Queanbeyan Whites"
"578","Universidad de Oxford","Universidad_de_Oxford","Oxford University RFC"
"1112","Club La Tablada",NA,"Club La Tablada"
"1200","East Coast Rugby","East_Coast_Rugby","East Coast Rugby Football Union"
"1946","Wairarabaa Bush Rugby",NA,"Wairarapa Bush Rugby Football Union"
"928","Auckland RFC",NA,"Auckland rugby union team"
"136","Barbarian F.C.; Barbarian FC; Baa-Baas; Barbarians","Barbarian_F.C.","Barbarian FC"
"1223","Esher RFC",NA,"Esher RFC"
"454","Cambridge University RUFC",NA,"Cambridge University RUFC"
"519","Garryowen FC",NA,"Garryowen Football Club"
"393","Graulhet",NA,"Sporting Club Graulhetois"
"607","Richmond FC",NA,"Richmond Rugby Club"
"3188","Santiago Lawn Tennis Club",NA,"Santiago Lawn Tennis Club"
"2671","Seattle Seawolves","Seattle_Seawolves","Seattle Seawolves"
"1851","Streatham-Croydon RFC",NA,"Streatham-Croydon RFC"
"435","Blackrock College RFC",NA,"Blackrock College RFC"
"567","Northern Suburbs RC",NA,"Northern Suburbs Rugby Club"
"55","North Harbour Rays",NA,"Central Coast Rays"
"679","Stewart's Melville RFC",NA,"Stewart's Melville RFC"
"2687","CUBA; Club Universitario de Buenos Aires","Club_Universitario_de_Buenos_Aires","Club Universitario de Buenos Aires rugby"
"160","Newcastle Falcons(cedido)",NA,"Newcastle Falcons"
"1057","Canterbury Colts",NA,"Canterbury RFC"
"846","Noceto",NA,"Rugby Noceto Football Club"
"580","Paris Université",NA,"Paris Université Club"
"844","Colorno",NA,"Rugby Colorno"
"685","S. Sungoliath",NA,"Tokyo Suntory Sungoliath"
"2908","Hawke's Bay RU",NA,"Hawke's Bay Rugby Union Team"
"1200","East Coast RFU",NA,"East Coast Rugby Football Union"
"1118","Club Pucará; Pucará","Club_Pucar%C3%A1","Club Pucará"
"268","Sporting Club Albi; SC Albi","Sporting_Club_Albi","SC Albi"
"199","CS Bourgoin-Jallieu",NA,"CS Bourgoin-Jallieu"
"797","Selección Juvenil Sudafricana","Selecci%C3%B3n_juvenil_de_rugby_de_Sud%C3%A1frica","South Africa national under-20 rugby union team"
"221","Selección de Tonga; Tonga; Selección de rugby de Tonga","Selecci%C3%B3n_de_rugby_de_Tonga","Tonga national rugby union team"
"360","Belgrano Athletic Club; Belgrano Athletic","Belgrano_Athletic_Club","Belgrano Athletic Club"
"2903","Canterbury RFU","Canterbury_Rugby_Football_Union","Canterbury"
"607","Richmond F.C.",NA,"Richmond Rugby Club"
"281","Zimbabue","Selecci%C3%B3n_de_rugby_de_Zimbabue","Zimbabwe national rugby union team"
"2557","San Diego Breakers",NA,"San Diego Breakers"
"541","King Country",NA,"King Country Rugby Football Union"
"928","Auckland Rugby Union",NA,"Auckland rugby union team"
"2038","NTT DoCoMo Red Hurricanes",NA,"Red Hurricanes Osaka"
"6658","Universidad de Natal",NA,"University of KwaZulu-Natal Westville"
