"origWdId","origName","itName","wpPage","stintType","timePeriod","teamName","teamWP","matchesPlayed","pointsScored","startYear","endYear"
"Q2053062","Matt Banahan","Matt Banahan","Matt_Banahan","International","2009-11","Inghilterra","Nazionale_maschile_di_rugby_a_15_dell%27Inghilterra","16","20","2009","2011"
"Q2053152","Jerome Kaino","Jerome Kaino","Jerome_Kaino","Regional","2004-11","Auckland","Auckland_Rugby_Football_Union","44","45","2004","2011"
"Q2053152","Jerome Kaino","Jerome Kaino","Jerome_Kaino","Regional","2014-17","Auckland","Auckland_Rugby_Football_Union","3","5","2014","2017"
"Q2053152","Jerome Kaino","Jerome Kaino","Jerome_Kaino","Senior","2012-13","Toyota Verblitz","Toyota_Verblitz","18","10","2012","2013"
"Q2053152","Jerome Kaino","Jerome Kaino","Jerome_Kaino","Senior","2018-21","Tolosa","Stade_Toulousain","43","0","2018","2021"
"Q2053152","Jerome Kaino","Jerome Kaino","Jerome_Kaino","Senior","2004-12","Blues","Blues_(rugby_a_15)","83","20","2004","2012"
"Q2053152","Jerome Kaino","Jerome Kaino","Jerome_Kaino","Senior","2014-18","Blues","Blues_(rugby_a_15)","54","50","2014","2018"
"Q2053152","Jerome Kaino","Jerome Kaino","Jerome_Kaino","International","2006-17","Nuova Zelanda","Nazionale_maschile_di_rugby_a_15_della_Nuova_Zelanda","81","60","2006","2017"
"Q2053771","Luc Ducalcon","Luc Ducalcon","Luc_Ducalcon","Senior","2005-07","Narbonne","Racing_Club_Narbonne","25","5","2005","2007"
"Q2053771","Luc Ducalcon","Luc Ducalcon","Luc_Ducalcon","Senior","2007-12","Castres","Castres_Olympique","94","15","2007","2012"
"Q2053771","Luc Ducalcon","Luc Ducalcon","Luc_Ducalcon","Senior","2012-18","Racing Métro 92","Racing_92","127","15","2012","2018"
"Q2053771","Luc Ducalcon","Luc Ducalcon","Luc_Ducalcon","International","2010-13","Francia","Nazionale_maschile_di_rugby_a_15_della_Francia","17","0","2010","2013"
"Q2053942","Adriaan Richter","Adriaan Richter","Adriaan_Richter","Regional","1988-1998","Blue Bulls","Blue_Bulls","137","","1988","1998"
"Q2053942","Adriaan Richter","Adriaan Richter","Adriaan_Richter","Senior","1996-1998","Bulls","Bulls_(rugby_a_15)",NA,NA,"1996","1998"
"Q2053942","Adriaan Richter","Adriaan Richter","Adriaan_Richter","Senior","1998-2001","Benetton","Benetton_Rugby_Treviso",NA,NA,"1998","2001"
"Q2053942","Adriaan Richter","Adriaan Richter","Adriaan_Richter","International","1992-1995","Sudafrica","Nazionale_maschile_di_rugby_a_15_del_Sudafrica","10","20","1992","1995"
"Q2053950","Heinrich Brüssow","Heinrich Brüssow","Heinrich_Br%C3%BCssow","Regional","2006-12","Free State","Free_State_Cheetahs","44","70","2006","2012"
"Q2053950","Heinrich Brüssow","Heinrich Brüssow","Heinrich_Br%C3%BCssow","Senior","2013-17","Red Hurricanes",NA,"30","25","2013","2017"
"Q2053950","Heinrich Brüssow","Heinrich Brüssow","Heinrich_Br%C3%BCssow","Senior","2018-19","Northampton","Northampton_Saints","13","5","2018","2019"
"Q2053950","Heinrich Brüssow","Heinrich Brüssow","Heinrich_Br%C3%BCssow","Senior","2007-15","Cheetahs","Central_Cheetahs","80","45","2007","2015"
"Q2053950","Heinrich Brüssow","Heinrich Brüssow","Heinrich_Br%C3%BCssow","International","2008-2015","Sudafrica","Nazionale_maschile_di_rugby_a_15_del_Sudafrica","23","5","2008","2015"
"Q2053955","Gary Teichmann","Gary Teichmann","Gary_Teichmann","Senior","1987-1999","Natal Sharks","Natal_Sharks","144","","1987","1999"
"Q2053955","Gary Teichmann","Gary Teichmann","Gary_Teichmann","Senior","1996-1999","Sharks","Sharks_(rugby_a_15)",NA,NA,"1996","1999"
"Q2053955","Gary Teichmann","Gary Teichmann","Gary_Teichmann","Senior","1999-2001","Newport","Newport_Rugby_Football_Club","52","35","1999","2001"
"Q2053955","Gary Teichmann","Gary Teichmann","Gary_Teichmann","International","1995-1999","Sudafrica","Nazionale_maschile_di_rugby_a_15_del_Sudafrica","42","30","1995","1999"
"Q2053962","Francois Louw","Francois Louw","Francois_Louw","Regional","2006-10","Western Province","Western_Province","44","50","2006","2010"
"Q2053962","Francois Louw","Francois Louw","Francois_Louw","Senior","2011-20","Bath","Bath_Rugby","99","55","2011","2020"
"Q2053962","Francois Louw","Francois Louw","Francois_Louw","Senior","2007-11","Stormers","Stormers","54","20","2007","2011"
"Q2053962","Francois Louw","Francois Louw","Francois_Louw","International","2010-19","Sudafrica","Nazionale_maschile_di_rugby_a_15_del_Sudafrica","76","50","2010","2019"
"Q2054018","Raphaël Lakafia","Raphaël Lakafia","Rapha%C3%ABl_Lakafia","Youth","2000-2005","Tours",NA,NA,NA,"2000","2005"
"Q2054018","Raphaël Lakafia","Raphaël Lakafia","Rapha%C3%ABl_Lakafia","Youth","2005-2006","Clermont","Association_sportive_montferrandaise_Clermont_Auvergne",NA,NA,"2005","2006"
"Q2054018","Raphaël Lakafia","Raphaël Lakafia","Rapha%C3%ABl_Lakafia","Senior","2006-2009","Grenoble","Football_club_de_Grenoble_rugby","26","5","2006","2009"
"Q2054018","Raphaël Lakafia","Raphaël Lakafia","Rapha%C3%ABl_Lakafia","Senior","2009-2014","Biarritz","Biarritz_Olympique_Pays_Basque","70","30","2009","2014"
"Q2054018","Raphaël Lakafia","Raphaël Lakafia","Rapha%C3%ABl_Lakafia","Senior","2014-2017","Stade français","Stade_fran%C3%A7ais_Paris_rugby","54","30","2014","2017"
"Q2054018","Raphaël Lakafia","Raphaël Lakafia","Rapha%C3%ABl_Lakafia","Senior","2017-","Tolone","Rugby_Club_Toulonnais","45","25","2017",NA
"Q2054018","Raphaël Lakafia","Raphaël Lakafia","Rapha%C3%ABl_Lakafia","International","2011-","Francia","Nazionale_maschile_di_rugby_a_15_della_Francia","4","0","2011",NA
"Q2054824","Guy Novès","Guy Novès","Guy_Nov%C3%A8s","Senior","1975-1988","Tolosa","Stade_Toulousain","189","212","1975","1988"
"Q2054824","Guy Novès","Guy Novès","Guy_Nov%C3%A8s","International","1977-1979","Francia","Nazionale_maschile_di_rugby_a_15_della_Francia","7","0","1977","1979"
"Q2054904","Jean-Marc Doussain","Jean-Marc Doussain","Jean-Marc_Doussain","Senior","2009-18","Tolosa","Stade_Toulousain","163","305","2009","2018"
"Q2054904","Jean-Marc Doussain","Jean-Marc Doussain","Jean-Marc_Doussain","Senior","2018-","Lione","Lyon_Olympique_Universitaire_Rugby","31","98","2018",NA
"Q2054904","Jean-Marc Doussain","Jean-Marc Doussain","Jean-Marc_Doussain","International","2011-","Francia","Nazionale_maschile_di_rugby_a_15_della_Francia","17","41","2011",NA
"Q2055503","Julien Pierre","Julien Pierre","Julien_Pierre","Senior","2001-03","La Rochelle","Stade_rochelais",NA,NA,"2001","2003"
"Q2055503","Julien Pierre","Julien Pierre","Julien_Pierre","Senior","2003-08","Bourgoin-Jallieu","Club_sportif_Bourgoin-Jallieu_rugby","93","30","2003","2008"
"Q2055503","Julien Pierre","Julien Pierre","Julien_Pierre","Senior","2008-15","Clermont","Association_sportive_montferrandaise_Clermont_Auvergne","144","10","2008","2015"
"Q2055503","Julien Pierre","Julien Pierre","Julien_Pierre","Senior","2015-18","Pau","Section_Paloise","57","5","2015","2018"
"Q2055503","Julien Pierre","Julien Pierre","Julien_Pierre","International","2007-12","Francia","Nazionale_maschile_di_rugby_a_15_della_Francia","27","5","2007","2012"
"Q2056292","Gio Aplon","Gio Aplon","Gio_Aplon","Regional","2005-13","Western Province","Western_Province","83","142","2005","2013"
"Q2056292","Gio Aplon","Gio Aplon","Gio_Aplon","Regional","2021-","Blue Bulls","Blue_Bulls","0","0","2021",NA
"Q2056292","Gio Aplon","Gio Aplon","Gio_Aplon","Senior","2014-17","Grenoble","Football_club_de_Grenoble_rugby","54","72","2014","2017"
"Q2056292","Gio Aplon","Gio Aplon","Gio_Aplon","Senior","2017-20","Toyota Verblitz","Toyota_Verblitz","23","50","2017","2020"
"Q2056292","Gio Aplon","Gio Aplon","Gio_Aplon","Senior","2007-14","Stormers","Stormers","84","91","2007","2014"
"Q2056292","Gio Aplon","Gio Aplon","Gio_Aplon","Senior","2020-","Bulls","Bulls_(rugby_a_15)","2","0","2020",NA
"Q2056292","Gio Aplon","Gio Aplon","Gio_Aplon","International","2010-12","Sudafrica","Nazionale_maschile_di_rugby_a_15_del_Sudafrica","17","25","2010","2012"
"Q2056296","Odwa Ndungane","Odwa Ndungane","Odwa_Ndungane","Regional","2003-04","Blue Bulls","Blue_Bulls","2","0","2003","2004"
"Q2056296","Odwa Ndungane","Odwa Ndungane","Odwa_Ndungane","Regional","2004-","Natal Sharks","Natal_Sharks","72","145","2004",NA
"Q2056296","Odwa Ndungane","Odwa Ndungane","Odwa_Ndungane","Senior","2004-2004","Bulls","Bulls_(rugby_a_15)","10","15","2004","2004"
"Q2056296","Odwa Ndungane","Odwa Ndungane","Odwa_Ndungane","Senior","2005-","Sharks","Sharks_(rugby_a_15)","93","115","2005",NA
"Q2056296","Odwa Ndungane","Odwa Ndungane","Odwa_Ndungane","International","2008-","Sudafrica","Nazionale_maschile_di_rugby_a_15_del_Sudafrica","9","10","2008",NA
"Q2056300","Francois Hougaard","Francois Hougaard","Francois_Hougaard","Regional","2007-2007","Western Province","Western_Province","2","0","2007","2007"
"Q2056300","Francois Hougaard","Francois Hougaard","Francois_Hougaard","Regional","2008-15","Blue Bulls","Blue_Bulls","41","70","2008","2015"
"Q2056300","Francois Hougaard","Francois Hougaard","Francois_Hougaard","Senior","2016-21","Worcester","Worcester_Rugby","80","75","2016","2021"
"Q2056300","Francois Hougaard","Francois Hougaard","Francois_Hougaard","Senior","2021-22","Wasps","Wasps_Rugby_Football_Club","10","10","2021","2022"
"Q2056300","Francois Hougaard","Francois Hougaard","Francois_Hougaard","Senior","2023-","Saracens","Saracens_Football_Club","1","5","2023",NA
"Q2056300","Francois Hougaard","Francois Hougaard","Francois_Hougaard","Senior","2008-15","Bulls","Bulls_(rugby_a_15)","88","125","2008","2015"
"Q2056300","Francois Hougaard","Francois Hougaard","Francois_Hougaard","International","2009-","Sudafrica","Nazionale_maschile_di_rugby_a_15_del_Sudafrica","46","25","2009",NA
"Q2061836","Freddie Tuilagi","Freddie Tuilagi","Freddie_Tuilagi","Senior","2000-2004","Leicester","Leicester_Tigers","49","40","2000","2004"
"Q2061836","Freddie Tuilagi","Freddie Tuilagi","Freddie_Tuilagi","Senior","2004-2005","Cardiff Rugby","Cardiff_Rugby","5","5","2004","2005"
"Q2061836","Freddie Tuilagi","Freddie Tuilagi","Freddie_Tuilagi","Senior","2005-2006","Castres","Castres_Olympique","8","0","2005","2006"
"Q2061836","Freddie Tuilagi","Freddie Tuilagi","Freddie_Tuilagi","International","1992-2002","Samoa","Nazionale_maschile_di_rugby_a_15_di_Samoa","17","10","1992","2002"
"Q2063331","Scott Higginbotham","Scott Higginbotham","Scott_Higginbotham","Regional","2007-2007","Ballymore Tornadoes",NA,"3","15","2007","2007"
"Q2063331","Scott Higginbotham","Scott Higginbotham","Scott_Higginbotham","Regional","2014-2014","Melbourne Rising",NA,"0","0","2014","2014"
"Q2063331","Scott Higginbotham","Scott Higginbotham","Scott_Higginbotham","Regional","2015-2015","Brisbane City",NA,"6","15","2015","2015"
"Q2063331","Scott Higginbotham","Scott Higginbotham","Scott_Higginbotham","Senior","2015-18","Green Rockets",NA,"28","55","2015","2018"
"Q2063331","Scott Higginbotham","Scott Higginbotham","Scott_Higginbotham","Senior","2019-","Bordeaux Bègles","Union_Bordeaux_B%C3%A8gles","15","15","2019",NA
"Q2063331","Scott Higginbotham","Scott Higginbotham","Scott_Higginbotham","Senior","2008-12","Reds","Reds_(rugby_a_15)","64","85","2008","2012"
"Q2063331","Scott Higginbotham","Scott Higginbotham","Scott_Higginbotham","Senior","2013-15","Rebels","Melbourne_Rebels","45","75","2013","2015"
"Q2063331","Scott Higginbotham","Scott Higginbotham","Scott_Higginbotham","Senior","2017-19","Reds","Reds_(rugby_a_15)","36","45","2017","2019"
"Q2063331","Scott Higginbotham","Scott Higginbotham","Scott_Higginbotham","International","2010-17","Australia","Nazionale_maschile_di_rugby_a_15_dell%27Australia","34","15","2010","2017"
"Q2063763","Saia Fainga'a","Saia Fainga'a","Saia_Fainga%27a","Senior","2007-2007","Canberra Vikings",NA,"4","5","2007","2007"
"Q2063763","Saia Fainga'a","Saia Fainga'a","Saia_Fainga%27a","Senior","2014-16","Queensland Country",NA,"5","5","2014","2016"
"Q2063763","Saia Fainga'a","Saia Fainga'a","Saia_Fainga%27a","Senior","2017-20","London Irish","London_Irish_Rugby_Football_Club","27","25","2017","2020"
"Q2063763","Saia Fainga'a","Saia Fainga'a","Saia_Fainga%27a","Senior","2006-08","Brumbies","Brumbies","26","0","2006","2008"
"Q2063763","Saia Fainga'a","Saia Fainga'a","Saia_Fainga%27a","Senior","2008-16","Reds","Reds_(rugby_a_15)","97","40","2008","2016"
"Q2063763","Saia Fainga'a","Saia Fainga'a","Saia_Fainga%27a","Senior","2017-2017","Brumbies","Brumbies","2","0","2017","2017"
"Q2063763","Saia Fainga'a","Saia Fainga'a","Saia_Fainga%27a","International","2010-14","Australia","Nazionale_maschile_di_rugby_a_15_dell%27Australia","36","0","2010","2014"
"Q2064248","Sekope Kepu","Sekope Kepu","Sekope_Kepu","Regional","2006-07","Counties Manukau","Counties_Manukau_Rugby_Football_Union","7","0","2006","2007"
"Q2064248","Sekope Kepu","Sekope Kepu","Sekope_Kepu","Regional","2014-2014","NSW Country",NA,"0","0","2014","2014"
"Q2064248","Sekope Kepu","Sekope Kepu","Sekope_Kepu","Regional","2018-2018","NSW Country",NA,"1","0","2018","2018"
"Q2064248","Sekope Kepu","Sekope Kepu","Sekope_Kepu","Senior","2015-16","Bordeaux Bègles","Union_Bordeaux_B%C3%A8gles","14","5","2015","2016"
"Q2064248","Sekope Kepu","Sekope Kepu","Sekope_Kepu","Senior","2019-21","London Irish","London_Irish_Rugby_Football_Club","13","0","2019","2021"
"Q2064248","Sekope Kepu","Sekope Kepu","Sekope_Kepu","Senior","2008-15","Waratahs","New_South_Wales_Waratahs","97","10","2008","2015"
"Q2064248","Sekope Kepu","Sekope Kepu","Sekope_Kepu","Senior","2017-19","Waratahs","New_South_Wales_Waratahs","44","15","2017","2019"
"Q2064248","Sekope Kepu","Sekope Kepu","Sekope_Kepu","Senior","2022-","Moana Pasifika","Moana_Pasifika","0","0","2022",NA
"Q2064248","Sekope Kepu","Sekope Kepu","Sekope_Kepu","International","2008-19","Australia","Nazionale_maschile_di_rugby_a_15_dell%27Australia","110","20","2008","2019"
"Q2065222","Salesi Ma'afu","Salesi Ma'afu","Salesi_Ma%27afu","Senior","2013-15","Northampton","Northampton_Saints","39","5","2013","2015"
"Q2065222","Salesi Ma'afu","Salesi Ma'afu","Salesi_Ma%27afu","Senior","2015-2015","Tolone","Rugby_Club_Toulonnais","3","0","2015","2015"
"Q2065222","Salesi Ma'afu","Salesi Ma'afu","Salesi_Ma%27afu","Senior","2016-17","Gloucester","Gloucester_Rugby","5","0","2016","2017"
"Q2065222","Salesi Ma'afu","Salesi Ma'afu","Salesi_Ma%27afu","Senior","2017-","Narbonne","Racing_Club_Narbonne","3","0","2017",NA
"Q2065222","Salesi Ma'afu","Salesi Ma'afu","Salesi_Ma%27afu","Senior","2007-11","Brumbies","Brumbies","52","20","2007","2011"
"Q2065222","Salesi Ma'afu","Salesi Ma'afu","Salesi_Ma%27afu","Senior","2012-13","Western Force","Western_Force","22","0","2012","2013"
"Q2065222","Salesi Ma'afu","Salesi Ma'afu","Salesi_Ma%27afu","Senior","2016-2016","Cardiff Rugby","Cardiff_Rugby","6","0","2016","2016"
"Q2065222","Salesi Ma'afu","Salesi Ma'afu","Salesi_Ma%27afu","International","2010-","Australia","Nazionale_maschile_di_rugby_a_15_dell%27Australia","14","5","2010",NA
"Q2066416","Tatafu Polota-Nau","Tatafu Polota-Nau","Tatafu_Polota-Nau","Senior","2007-2007","West. Sydney Rams",NA,"7","0","2007","2007"
"Q2066416","Tatafu Polota-Nau","Tatafu Polota-Nau","Tatafu_Polota-Nau","Senior","2013-2013","Parramatta",NA,"3","5","2013","2013"
"Q2066416","Tatafu Polota-Nau","Tatafu Polota-Nau","Tatafu_Polota-Nau","Senior","2016-2016","Parramatta",NA,"1","0","2016","2016"
"Q2066416","Tatafu Polota-Nau","Tatafu Polota-Nau","Tatafu_Polota-Nau","Senior","2017-20","Leicester","Leicester_Tigers","31","0","2017","2020"
"Q2066416","Tatafu Polota-Nau","Tatafu Polota-Nau","Tatafu_Polota-Nau","Senior","2020-","Parramatta",NA,"0","0","2020",NA
"Q2066416","Tatafu Polota-Nau","Tatafu Polota-Nau","Tatafu_Polota-Nau","Senior","2005-16","Waratahs","New_South_Wales_Waratahs","139","65","2005","2016"
"Q2066416","Tatafu Polota-Nau","Tatafu Polota-Nau","Tatafu_Polota-Nau","Senior","2017-2017","Western Force","Western_Force","14","10","2017","2017"
"Q2066416","Tatafu Polota-Nau","Tatafu Polota-Nau","Tatafu_Polota-Nau","Senior","2019-2019","Waratahs","New_South_Wales_Waratahs","2","0","2019","2019"
"Q2066416","Tatafu Polota-Nau","Tatafu Polota-Nau","Tatafu_Polota-Nau","International","2005-19","Australia","Nazionale_maschile_di_rugby_a_15_dell%27Australia","90","25","2005","2019"
"Q2067610","Victor Matfield","Victor Matfield","Victor_Matfield","Regional","1998-99","Golden Lions","Golden_Lions",NA,NA,"1998","1999"
"Q2067610","Victor Matfield","Victor Matfield","Victor_Matfield","Regional","2000-06","Blue Bulls","Blue_Bulls",NA,NA,"2000","2006"
"Q2067610","Victor Matfield","Victor Matfield","Victor_Matfield","Regional","2008-10","Blue Bulls","Blue_Bulls",NA,NA,"2008","2010"
"Q2067610","Victor Matfield","Victor Matfield","Victor_Matfield","Senior","2007-08","Tolone","Rugby_Club_Toulonnais","15","5","2007","2008"
"Q2067610","Victor Matfield","Victor Matfield","Victor_Matfield","Senior","2015-16","Northampton","Northampton_Saints","17","0","2015","2016"
"Q2067610","Victor Matfield","Victor Matfield","Victor_Matfield","Senior","1999-2000","Cats","Lions_(rugby_a_15)","8","0","1999","2000"
"Q2067610","Victor Matfield","Victor Matfield","Victor_Matfield","Senior","2001-11","Bulls","Bulls_(rugby_a_15)","116","40","2001","2011"
"Q2067610","Victor Matfield","Victor Matfield","Victor_Matfield","Senior","2014-15","Bulls","Bulls_(rugby_a_15)","24","0","2014","2015"
"Q2067610","Victor Matfield","Victor Matfield","Victor_Matfield","International","2001-15","Sudafrica","Nazionale_maschile_di_rugby_a_15_del_Sudafrica","127","35","2001","2015"
"Q2069565","Rob Simmons","Rob Simmons","Rob_Simmons","Regional","2007-2007","East Coast Aces",NA,"2","5","2007","2007"
"Q2069565","Rob Simmons","Rob Simmons","Rob_Simmons","Regional","2015-16","Queensland Country",NA,"3","6","2015","2016"
"Q2069565","Rob Simmons","Rob Simmons","Rob_Simmons","Regional","2018-2018","North Harbour Rays",NA,"2","0","2018","2018"
"Q2069565","Rob Simmons","Rob Simmons","Rob_Simmons","Senior","2020-","London Irish","London_Irish_Rugby_Football_Club","4","0","2020",NA
"Q2069565","Rob Simmons","Rob Simmons","Rob_Simmons","Senior","2009-17","Reds","Reds_(rugby_a_15)","112","20","2009","2017"
"Q2069565","Rob Simmons","Rob Simmons","Rob_Simmons","Senior","2018-20","Waratahs","New_South_Wales_Waratahs","44","15","2018","2020"
"Q2069565","Rob Simmons","Rob Simmons","Rob_Simmons","International","2010-","Australia","Nazionale_maschile_di_rugby_a_15_dell%27Australia","106","15","2010",NA
"Q2074817","Kurtley Beale","Kurtley Beale","Kurtley_Beale","Regional","2007-2007","West. Sydney Rams",NA,"8","28","2007","2007"
"Q2074817","Kurtley Beale","Kurtley Beale","Kurtley_Beale","Senior","2012-15","Randwick","Randwick_District_Rugby_Union_Football_Club","3","0","2012","2015"
"Q2074817","Kurtley Beale","Kurtley Beale","Kurtley_Beale","Senior","2016-17","Wasps","Wasps_Rugby_Football_Club","17","25","2016","2017"
"Q2074817","Kurtley Beale","Kurtley Beale","Kurtley_Beale","Senior","2020-22","Racing 92","Racing_92","42","38","2020","2022"
"Q2074817","Kurtley Beale","Kurtley Beale","Kurtley_Beale","Senior","2007-11","Waratahs","New_South_Wales_Waratahs","58","341","2007","2011"
"Q2074817","Kurtley Beale","Kurtley Beale","Kurtley_Beale","Senior","2012-13","Rebels","Melbourne_Rebels","14","66","2012","2013"
"Q2074817","Kurtley Beale","Kurtley Beale","Kurtley_Beale","Senior","2014-16","Waratahs","New_South_Wales_Waratahs","42","95","2014","2016"
"Q2074817","Kurtley Beale","Kurtley Beale","Kurtley_Beale","Senior","2018-20","Waratahs","New_South_Wales_Waratahs","38","32","2018","2020"
"Q2074817","Kurtley Beale","Kurtley Beale","Kurtley_Beale","Senior","2023-24","Waratahs","New_South_Wales_Waratahs","0","0","2023","2024"
"Q2074817","Kurtley Beale","Kurtley Beale","Kurtley_Beale","Senior","2024-","Western Force","Western_Force","6","0","2024",NA
"Q2074817","Kurtley Beale","Kurtley Beale","Kurtley_Beale","International","2009-","Australia","Nazionale_maschile_di_rugby_a_15_dell%27Australia","95","159","2009",NA
"Q2074930","Luke Burgess","Luke Burgess","Luke_Burgess","Regional","2007-2007","Melbourne Rebels",NA,"9","15","2007","2007"
"Q2074930","Luke Burgess","Luke Burgess","Luke_Burgess","Regional","2014-2014","Melbourne Rising",NA,"5","10","2014","2014"
"Q2074930","Luke Burgess","Luke Burgess","Luke_Burgess","Senior","2011-12","Tolosa","Stade_Toulousain","15","15","2011","2012"
"Q2074930","Luke Burgess","Luke Burgess","Luke_Burgess","Senior","2005-07","Brumbies","Brumbies","2","0","2005","2007"
"Q2074930","Luke Burgess","Luke Burgess","Luke_Burgess","Senior","2008-11","Waratahs","New_South_Wales_Waratahs","56","20","2008","2011"
"Q2074930","Luke Burgess","Luke Burgess","Luke_Burgess","Senior","2013-15","Rebels","Melbourne_Rebels","26","25","2013","2015"
"Q2074930","Luke Burgess","Luke Burgess","Luke_Burgess","Senior","2015-16","Zebre","Zebre_Rugby_Club","25","5","2015","2016"
"Q2074930","Luke Burgess","Luke Burgess","Luke_Burgess","International","2008-15","Australia","Nazionale_maschile_di_rugby_a_15_dell%27Australia","37","5","2008","2015"
"Q2080001","Rob Horne","Rob Horne","Rob_Horne","Regional","2014-2014","Greater Sydney Rams",NA,"0","0","2014","2014"
"Q2080001","Rob Horne","Rob Horne","Rob_Horne","Regional","2016-2016","North Harbour Rays",NA,"0","0","2016","2016"
"Q2080001","Rob Horne","Rob Horne","Rob_Horne","Senior","2012-13","Southern Districts",NA,"5","10","2012","2013"
"Q2080001","Rob Horne","Rob Horne","Rob_Horne","Senior","2017-","Northampton","Northampton_Saints","8","15","2017",NA
"Q2080001","Rob Horne","Rob Horne","Rob_Horne","Senior","2008-17","Waratahs","New_South_Wales_Waratahs","114","145","2008","2017"
"Q2080001","Rob Horne","Rob Horne","Rob_Horne","International","2010-2017","Australia","Nazionale_maschile_di_rugby_a_15_dell%27Australia","34","20","2010","2017"
"Q2080039","Anthony Fainga'a","Anthony Fainga'a","Anthony_Fainga%27a","Regional","2007-2007","Canberra Vikings",NA,"4","15","2007","2007"
"Q2080039","Anthony Fainga'a","Anthony Fainga'a","Anthony_Fainga%27a","Regional","2014-15","Queensland Country",NA,"4","0","2014","2015"
"Q2080039","Anthony Fainga'a","Anthony Fainga'a","Anthony_Fainga%27a","Senior","2016-","Kintetsu Liners",NA,"21","5","2016",NA
"Q2080039","Anthony Fainga'a","Anthony Fainga'a","Anthony_Fainga%27a","Senior","2007-08","Brumbies","Brumbies","6","5","2007","2008"
"Q2080039","Anthony Fainga'a","Anthony Fainga'a","Anthony_Fainga%27a","Senior","2009-16","Reds","Reds_(rugby_a_15)","88","20","2009","2016"
"Q2080039","Anthony Fainga'a","Anthony Fainga'a","Anthony_Fainga%27a","Senior","2017-2017","Brumbies","Brumbies","0","0","2017","2017"
"Q2080039","Anthony Fainga'a","Anthony Fainga'a","Anthony_Fainga%27a","International","2010-2012","Australia","Nazionale_maschile_di_rugby_a_15_dell%27Australia","23","10","2010","2012"
"Q2080642","Mamuka Gorgodze","Mamuka Gorgodze","Mamuka_Gorgodze","Senior","2005-14","Montpellier","Montpellier_H%C3%A9rault_Rugby","136","95","2005","2014"
"Q2080642","Mamuka Gorgodze","Mamuka Gorgodze","Mamuka_Gorgodze","Senior","2014-19","Tolone","Rugby_Club_Toulonnais","85","40","2014","2019"
"Q2080642","Mamuka Gorgodze","Mamuka Gorgodze","Mamuka_Gorgodze","International","2003-19","Georgia","Nazionale_maschile_di_rugby_a_15_della_Georgia","75","135","2003","2019"
"Q2082385","Digby Ioane","Digby Ioane","Digby_Ioane","Senior","2013-15","Stade français","Stade_fran%C3%A7ais_Paris_rugby","25","15","2013","2015"
"Q2082385","Digby Ioane","Digby Ioane","Digby_Ioane","Senior","2015-17","Honda Heat",NA,"22","20","2015","2017"
"Q2082385","Digby Ioane","Digby Ioane","Digby_Ioane","Senior","2017-","Wild Knights","Saitama_Wild_Knights","10","30","2017",NA
"Q2082385","Digby Ioane","Digby Ioane","Digby_Ioane","Senior","2006-07","Western Force","Western_Force","20","20","2006","2007"
"Q2082385","Digby Ioane","Digby Ioane","Digby_Ioane","Senior","2007-2007","Melbourne Rebels",NA,"7","5","2007","2007"
"Q2082385","Digby Ioane","Digby Ioane","Digby_Ioane","Senior","2008-13","Reds","Reds_(rugby_a_15)","59","85","2008","2013"
"Q2082385","Digby Ioane","Digby Ioane","Digby_Ioane","Senior","2017-2017","Crusaders","Crusaders","3","5","2017","2017"
"Q2082385","Digby Ioane","Digby Ioane","Digby_Ioane","International","2007-","Australia","Nazionale_maschile_di_rugby_a_15_dell%27Australia","35","55","2007",NA
"Q2082391","Pat McCabe","Pat McCabe","Pat_McCabe_(rugbista)","Regional","2007-11","Warringah",NA,NA,NA,"2007","2011"
"Q2082391","Pat McCabe","Pat McCabe","Pat_McCabe_(rugbista)","Regional","2012-","Wests Lions",NA,NA,NA,"2012",NA
"Q2082391","Pat McCabe","Pat McCabe","Pat_McCabe_(rugbista)","Senior","2007-2007","Central Coast Rays",NA,"3","5","2007","2007"
"Q2082391","Pat McCabe","Pat McCabe","Pat_McCabe_(rugbista)","Senior","2010-","Brumbies","Brumbies","42","30","2010",NA
"Q2082391","Pat McCabe","Pat McCabe","Pat_McCabe_(rugbista)","International","2010-","Australia","Nazionale_maschile_di_rugby_a_15_dell%27Australia","16","20","2010",NA
"Q2084110","Nicholas Phipps","Nick Phipps","Nick_Phipps","Regional","2014-15","Sydney Stars",NA,"0","0","2014","2015"
"Q2084110","Nicholas Phipps","Nick Phipps","Nick_Phipps","Regional","2017-2017","Greater Sydney Rams",NA,"1","5","2017","2017"
"Q2084110","Nicholas Phipps","Nick Phipps","Nick_Phipps","Regional","2018-2018","North Harbour Rays",NA,"1","0","2018","2018"
"Q2084110","Nicholas Phipps","Nick Phipps","Nick_Phipps","Senior","2013-2013","Sydney University",NA,"8","46","2013","2013"
"Q2084110","Nicholas Phipps","Nick Phipps","Nick_Phipps","Senior","2017-19","Sydney University",NA,"11","37","2017","2019"
"Q2084110","Nicholas Phipps","Nick Phipps","Nick_Phipps","Senior","2019-","London Irish","London_Irish_Rugby_Football_Club","2","2","2019",NA
"Q2084110","Nicholas Phipps","Nick Phipps","Nick_Phipps","Senior","2011-13","Rebels","Melbourne_Rebels","47","30","2011","2013"
"Q2084110","Nicholas Phipps","Nick Phipps","Nick_Phipps","Senior","2014-19","Waratahs","New_South_Wales_Waratahs","87","90","2014","2019"
