"wikidataId","fullName","itName","height","weight","positions","positionsWP","birthCountry","sportCountry","currentTeamWP"
"Q352068","Carl Hayman","Carl Hayman",193,119,"Prop",NA,"New Zealand",NA,NA
"Q353833","Hosea Gear","Hosea Gear",188,104,"Winger",NA,"New Zealand",NA,"/wiki/Racing_Club_Narbonne"
"Q356460","Dick Spring","Dick Spring",NA,NA,NA,NA,NA,NA,NA
"Q360694","Charlie Hodgson","Charlie Hodgson",178,82,"Fly-Half",NA,"Great Britain","England",NA
"Q361549","David Bortolussi","David Bortolussi",188,88,"Fullback",NA,"France","Italy",NA
"Q361732","Brian Ashton","Brian Ashton",NA,NA,"Scrum-Half",NA,"Great Britain","England",NA
"Q363717","Jonah Lomu","Jonah Lomu",196,119,"Winger",NA,"New Zealand",NA,NA
"Q364461","Josh Lewsey","Josh Lewsey",178,87,"Utility Back",NA,"Great Britain","England",NA
"Q364694","Lote Tuqiri","Lote Tuqiri",191,102,"Utility Back",NA,"Fiji","Australia",NA
"Q364941","Matt Burke","Matt Burke",183,94,"Utility Back",NA,"Australia",NA,NA
"Q365731","Michael Lynagh","Michael Lynagh",178,80,"Fly-Half",NA,"Australia",NA,NA
"Q365879","Brian Lima","Brian Lima",183,97,"Utility Back",NA,"Samoa",NA,NA
"Q366237","Jeff Wilson","Jeff Wilson",180,94,"Utility Back",NA,"New Zealand",NA,NA
"Q369607","Salvatore Perugini","Salvatore Perugini",182,119,"Prop",NA,"Italy",NA,NA
"Q369619","Gavin Johnson","Gavin Johnson",188,80,"Winger",NA,"South Africa",NA,NA
"Q370059","George Smith","George Smith",180,98,"Flanker",NA,"Australia",NA,NA
"Q372362","Mike Teague","Mike Teague",190,106,"Flanker",NA,"Great Britain","England",NA
"Q372453","Marcelo Loffreda","Marcelo Loffreda",NA,NA,"Centre",NA,"Argentina",NA,NA
"Q372734","Adrian Cashmore","Adrian Cashmore",183,90,"Fullback",NA,"New Zealand",NA,NA
"Q373384","Noel Purcell","Noel Purcell",186,NA,NA,NA,"Ireland",NA,NA
"Q373771","Mark Ella","Mark Ella",178,81,"Fly-Half",NA,"Australia",NA,NA
"Q374376","De Wet Barry","De Wet Barry",185,89,"Centre",NA,"South Africa",NA,NA
"Q375081","Pablo Canavosio","Pablo Canavosio",178,89,"Utility Back",NA,"Argentina","Italy",NA
"Q375493","Jim Williams","Jim Williams",193,112,"Flanker",NA,"Australia",NA,NA
"Q375894","Andrea De Marchi","Andrea De Marchi",187,114,"Prop",NA,"Italy",NA,NA
"Q376270","Denis Fahey",NA,NA,NA,NA,NA,NA,NA,NA
"Q376378","David Humphreys","David Humphreys",178,86,"Fly-Half",NA,"Great Britain","Ireland",NA
"Q376397","Japie Mulder","Japie Mulder",180,77,"Centre",NA,"South Africa",NA,NA
"Q376430","Mike Blair","Mike Blair",180,85,"Scrum-Half",NA,"Great Britain","Scotland",NA
"Q377052","William Téchoueyres","William Téchoueyres",183,88,"Winger",NA,"France",NA,NA
"Q377476","Peter Winterbottom","Peter Winterbottom",178,102,"3rd Row",NA,"Great Britain","England",NA
"Q378444","Rod Kafer","Rod Kafer",175,98,"Centre",NA,"Australia",NA,NA
"Q381641","Girvan Dempsey","Girvan Dempsey",183,92,"Fullback",NA,"Ireland","Ireland",NA
"Q381649","Gareth Cooper","Gareth Cooper",170,84,"Scrum-Half",NA,"Wales",NA,NA
"Q383727","Giovanbattista Venditti","Giovanbattista Venditti",188,108,"Winger",NA,"Italy",NA,NA
"Q383886","Fourie du Preez","Fourie du Preez",183,90,"Scrum-Half",NA,"South Africa",NA,NA
"Q387525","Wavell Wakefield, 1st Baron Wakefield of Kendal","Wavell Wakefield",NA,NA,"3rd Row",NA,"Great Britain","England",NA
"Q387669","John Robbie","John Robbie",175,75,"Scrum-Half",NA,"Ireland","Ireland; South Africa",NA
"Q389714","Imanol Harinordoquy","Imanol Harinordoquy",192,110,"Number 8",NA,"France",NA,NA
"Q399410","Agustín Pichot","Agustín Pichot",175,78,"Scrum-Half",NA,"Argentina",NA,NA
"Q406142","Rémi Lamerat","Rémi Lamerat",185,108,"Centre",NA,"France",NA,"/wiki/Union_Bordeaux_B%C3%A8gles"
"Q406616","Rabah Slimani","Rabah Slimani",175,113,"Prop",NA,"France",NA,NA
"Q425547","Gonzalo Longo","Gonzalo Longo",193,102,"Number 8",NA,"Argentina",NA,NA
"Q425576","Michael Lipman","Michael Lipman",185,99,"Flanker",NA,"Great Britain","England",NA
"Q425580","Sitiveni Sivivatu","Sitiveni Sivivatu",185,95,"Winger",NA,"Fiji","Fiji; New Zealand",NA
"Q427291","Gavin Hastings","Gavin Hastings",188,91,"Fullback",NA,"Great Britain","Scotland",NA
"Q430712","Charles William Miller","Charles Miller",NA,NA,NA,NA,"Brazil",NA,NA
"Q431135","Ron Cribb","Ron Cribb",194,110,"Number 8",NA,"New Zealand",NA,NA
"Q432329","Paul Sackey","Paul Sackey",186,91,"Winger",NA,"Great Britain","England","/wiki/Harlequin_Football_Club"
"Q433258","Ian McGeechan","Ian McGeechan",176,71,"Utility Back",NA,"Great Britain","Scotland",NA
"Q433324","Lee Mears","Lee Mears",175,100,"Hooker",NA,"Great Britain","England",NA
"Q433334","Phil Vickery","Phil Vickery",190,120,"Prop",NA,"Great Britain","England",NA
"Q433339","Andrew Sheridan","Andrew Sheridan",195,128,"Prop",NA,"Great Britain","England","/wiki/Rugby_Club_Toulonnais"
"Q433539","Nick Easter","Nick Easter",193,115,"Number 8",NA,"Great Britain","England",NA
"Q433546","Steve Borthwick","Steve Borthwick",198,113,"2nd Row",NA,"Great Britain","England",NA
"Q433551","Lewis Moody","Lewis Moody",195,105,"3rd Row",NA,"Great Britain","England",NA
"Q433555","Danny Care","Danny Care",174,84,"Scrum-Half",NA,"Great Britain","England","/wiki/Harlequin_Football_Club"
"Q433643","Simon Shaw","Simon Shaw",205,124,"2nd Row",NA,"Kenya","England",NA
"Q433780","Mathew Tait","Mathew Tait",183,90,"Utility Back",NA,"Great Britain","England",NA
"Q433791","Mark Cueto","Mark Cueto",183,96,"Utility Back",NA,"Great Britain","England",NA
"Q433797","Danny Cipriani","Danny Cipriani",183,90,"Fly-Half",NA,"Great Britain","England",NA
"Q434398","Jerry Flannery","Jerry Flannery",180,100,"Hooker",NA,"Ireland","Ireland",NA
"Q434427","David Wallace","David Wallace",188,105,"Flanker",NA,"Ireland","Ireland",NA
"Q434652","Simon Webster","Simon Webster",NA,NA,"Winger",NA,"Great Britain","Scotland",NA
"Q438506","John Yapp","John Yapp",188,123,"Prop",NA,"Wales",NA,NA
"Q438515","Dafydd Jones","Dafydd Jones",191,108,"Flanker",NA,"Great Britain","Wales",NA
"Q439015","Riki Flutey","Riki Flutey",180,93,"Centre",NA,"New Zealand","England",NA
"Q439025","Donncha O'Callaghan","Donncha O'Callaghan",198,114,"2nd Row",NA,"Ireland","Ireland",NA
"Q439402","Tommy Bowe","Tommy Bowe",191,98,"Winger",NA,"Ireland","Ireland",NA
"Q439413","Harry Ellis","Harry Ellis",178,89,"Scrum-Half",NA,"Great Britain","England",NA
"Q439453","Keith Earls","Keith Earls",178,90,"Utility Back",NA,"Ireland","Ireland",NA
"Q439867","Mark Regan","Mark Regan",185,93,"Hooker",NA,"Great Britain","England",NA
"Q439880","Joe Worsley","Joe Worsley",196,110,"3rd Row",NA,"Great Britain","England",NA
"Q440131","Jamie Heaslip","Jamie Heaslip",193,109,"Number 8",NA,"Israel","Ireland",NA
"Q440625","Martin Corry","Martin Corry",195,112,"2nd Row",NA,"Great Britain","England",NA
"Q441286","Tom Croft","Tom Croft",195,103,"Flanker",NA,"Great Britain","England",NA
"Q441972","Tendai Mtawarira","Tendai Mtawarira",188,116,"Prop",NA,"Zimbabwe","Zimbabwe; South Africa",NA
"Q443117","Tim Payne","Tim Payne",185,117,"Prop",NA,"Great Britain","England",NA
"Q446789","Dai Young","Dai Young",185,117,"Prop",NA,"Great Britain","Wales",NA
"Q447937","Jack Kyle","Jack Kyle",NA,NA,"Fly-Half",NA,"Great Britain","Ireland",NA
"Q447949","Bryn Meredith","Bryn Meredith",NA,NA,"Hooker",NA,"Wales",NA,NA
"Q447961","Alun Wyn Jones","Alun Wyn Jones",198,117,"2nd Row",NA,"Great Britain","Wales",NA
"Q448009","Jim Telfer","Jim Telfer",188,94,"Number 8",NA,"Great Britain","Scotland",NA
"Q448172","Syd Millar","Syd Millar",183,100,"Prop",NA,"Great Britain","Ireland",NA
"Q448182","Jeremy Guscott","Jeremy Guscott",185,87,"Centre",NA,"Great Britain","England",NA
"Q448212","Bobby Windsor","Bobby Windsor",175,93,"Hooker",NA,"Great Britain","Wales",NA
"Q448312","Willie John McBride","Willie John McBride",190,102,"2nd Row",NA,"Great Britain","Ireland",NA
"Q448515","David Nash","David Nash",NA,NA,"Number 8",NA,"Great Britain","Wales",NA
"Q448825","Will Greenwood","Will Greenwood",193,100,"Centre",NA,"Great Britain","England",NA
"Q449012","Jamie Roberts","Jamie Roberts",193,111,"Centre",NA,"Great Britain","Wales",NA
"Q449131","Luke Charteris","Luke Charteris",206,125,"2nd Row",NA,"Great Britain","Wales",NA
"Q452051","Graham Mourie","Graham Mourie",183,89,"3rd Row",NA,"New Zealand",NA,NA
"Q452373","Sid Going","Sid Going",170,81,"Scrum-Half",NA,"New Zealand",NA,NA
"Q452384","Julien Dupuy","Julien Dupuy",178,78,"Scrum-Half",NA,"France",NA,NA
"Q453066","Władysław Komar","Władysław Komar",196,125,NA,NA,"Poland",NA,NA
"Q454123","Rob Kearney","Rob Kearney",185,95,"Fullback",NA,"Ireland","Ireland",NA
"Q455124","Wilson Whineray","Wilson Whineray",183,94,"Prop",NA,"New Zealand",NA,NA
"Q460627","Sam Warburton","Sam Warburton",188,99,"Flanker",NA,"Great Britain","Wales",NA
"Q460637","Jonathan Davies","Jonathan Davies",186,103,"Centre",NA,"Great Britain","Wales",NA
"Q461349","Oscar Kreuzer","Oscar Kreuzer",NA,NA,NA,NA,"Germany",NA,NA
"Q463531","Jean-Baptiste Charcot","Jean-Baptiste Charcot",NA,NA,NA,NA,"France",NA,NA
"Q465470","Sébastien Chabal","Sébastien Chabal",191,114,"Number 8",NA,"France",NA,NA
"Q469706","Percy Montgomery","Percy Montgomery",183,91,"Utility Back",NA,"South Africa",NA,NA
"Q472853","Alan Quinlan","Alan Quinlan",191,105,"Flanker",NA,"Ireland","Ireland",NA
"Q474788","Matthew Rees","Matthew Rees",188,108,"Hooker",NA,"Great Britain","Wales",NA
"Q475438","Vincent Clerc","Vincent Clerc",178,85,"Winger",NA,"France",NA,NA
"Q496505","Heyneke Meyer","Heyneke Meyer",185,85,NA,NA,"South Africa",NA,NA
"Q502251","Massimiliano Capuzzoni","Massimiliano Capuzzoni",NA,NA,"3rd Row",NA,"Italy",NA,NA
"Q503407","James Haskell","James Haskell",193,113,"Flanker",NA,"Great Britain","England",NA
"Q503493","John Bevan","John Bevan",173,80,"Fly-Half",NA,"Great Britain","Wales",NA
"Q504581","Andrew Ellis","Andrew Ellis",182,89,"Scrum-Half",NA,"New Zealand",NA,NA
"Q505193","Andrew Hore","Andrew Hore",183,110,"Hooker",NA,"New Zealand",NA,NA
"Q506299","Andrew Mehrtens","Andrew Mehrtens",178,88,"Fly-Half",NA,"South Africa","New Zealand",NA
"Q506434","Luke Fitzgerald","Luke Fitzgerald",185,91,"Utility Back",NA,"Ireland","Ireland",NA
"Q506917","Marcos Ayerza","Marcos Ayerza",186,106,"Prop",NA,"Argentina",NA,NA
"Q507506","Fabio Staibano","Fabio Staibano",183,123,"Prop",NA,"Italy",NA,NA
"Q508105","Andrew Trimble","Andrew Trimble",183,98,"Centre",NA,"Great Britain","Ireland",NA
"Q508342","André Venter","André Venter",196,104,"3rd Row",NA,"South Africa",NA,NA
"Q510441","Steve Bainbridge","Steve Bainbridge",201,106,"2nd Row",NA,"Great Britain","England",NA
"Q512413","J. J. Williams","J.J. Williams",NA,NA,"Winger",NA,"Wales",NA,NA
"Q513201","Ken Jones","Kenneth Jones",180,NA,NA,NA,"Wales",NA,NA
"Q513355","Gert Smal","Gert Smal",198,100,"Flanker",NA,"South Africa",NA,NA
"Q515485","Ricky Januarie","Ricky Januarie",168,85,"Scrum-Half",NA,"South Africa",NA,NA
"Q517519","Norm Maxwell","Norm Maxwell",198,106,"2nd Row",NA,"New Zealand",NA,NA
"Q517812","Craig Green","Craig Green",178,79,"Winger",NA,"New Zealand",NA,NA
"Q518014","Laurent Bénézech","Laurent Bénézech",186,103,"Prop",NA,"France",NA,NA
"Q518349","Gary Botha","Gary Botha",180,110,"Hooker",NA,"South Africa",NA,NA
"Q519164","Wenceslas Lauret","Wenceslas Lauret",188,103,"Flanker",NA,"France",NA,NA
"Q519358","Alex Cuthbert","Alex Cuthbert",198,103,"Winger",NA,"Great Britain","Wales","/wiki/Exeter_Chiefs"
"Q519589","Mike Phillips","Mike Phillips",192,101,"Scrum-Half",NA,"Great Britain","Wales","/wiki/Scarlets"
"Q521927","Brad Thorn","Brad Thorn",195,116,"2nd Row",NA,"New Zealand","New Zealand",NA
"Q522429","Ned Haig","Ned Haig",NA,NA,"Scrum-Half",NA,"Great Britain","Scotland",NA
"Q525873","Shane Williams","Shane Williams",170,77,"Winger",NA,"Great Britain","Wales",NA
"Q526295","Andy Irvine","Andy Irvine",178,80,"Fullback",NA,"Great Britain","Scotland",NA
"Q528784","Wynand Olivier","Wynand Olivier",185,94,"Centre",NA,"South Africa",NA,NA
"Q532570","Wyatt Crockett","Wyatt Crockett",193,116,"Prop",NA,"New Zealand",NA,"/wiki/Tasman_Rugby_Union"
"Q534779","Tony Spreadbury","Tony Spreadbury",NA,NA,NA,NA,"Great Britain",NA,NA
"Q537512","Michel Yachvili","Michel Yachvili",178,85,"Hooker",NA,"France",NA,NA
"Q537574","Oscar Collodo","Oscar Collodo",NA,NA,"Fly-Half",NA,"Sweden","Italy",NA
"Q537933","Joe Warbrick","Joe Warbrick",NA,NA,"Utility Back",NA,"New Zealand",NA,NA
"Q540060","Ken Kennedy","Ken Kennedy",182,81,"Hooker",NA,"Great Britain","Ireland",NA
"Q540685","Stu Wilson","Stu Wilson",183,86,"Winger",NA,"New Zealand",NA,NA
"Q540932","Brian Carney","Brian Carney",180,91,"Winger",NA,"Ireland","Ireland",NA
"Q541164","Bryan Williams","Bryan Williams",179,89,"Winger",NA,"New Zealand",NA,NA
"Q542818","Nic Berry","Nic Berry",NA,NA,"Scrum-Half",NA,"Australia",NA,NA
"Q542948","Federico Nicolás Sánchez","Nicolás Sánchez",178,80,"Fly-Half",NA,"Argentina",NA,"/wiki/Stade_fran%C3%A7ais_Paris_rugby"
"Q543135","Patrice Lagisquet","Patrice Lagisquet",183,82,"Winger",NA,"France",NA,NA
"Q543795","Simon Best","Simon Best",185,114,"Prop",NA,"Great Britain","Ireland",NA
"Q544142","Eoin Reddan","Eoin Reddan",180,95,"Scrum-Half",NA,"Ireland","Ireland",NA
"Q544444","Brett Papworth","Brett Papworth",NA,NA,"Centre",NA,"Australia",NA,NA
"Q544594","Tony Daly","Tony Daly",178,103,"Prop",NA,"Australia",NA,NA
"Q546277","André Pretorius","André Pretorius",173,83,"Fly-Half",NA,"South Africa",NA,"/wiki/Rugby_Club_Toulonnais"
"Q549490","Anthony Foley","Anthony Foley",191,111,"Number 8",NA,"Ireland","Ireland",NA
"Q568655","Joseph Roffo","Joseph Roffo",NA,NA,NA,NA,"France",NA,NA
"Q569150","David Aucagne","David Aucagne",178,72,"Fly-Half",NA,"France",NA,NA
"Q578310","Olivier Brouzet","Olivier Brouzet",203,120,"2nd Row",NA,"France",NA,NA
"Q579257","Nicolas Mas","Nicolas Mas",180,110,"Prop",NA,"France",NA,"/wiki/Union_Sportive_Arlequins_Perpignanais"
"Q579573","Louis Picamoles","Louis Picamoles",192,113,"Number 8",NA,"France",NA,"/wiki/Union_Bordeaux_B%C3%A8gles"
"Q581829","Joe Maddock","Joe Maddock",173,85,"Utility Back",NA,"New Zealand",NA,NA
"Q582609","Fernando Morel","Fernando Morel",NA,NA,"Prop",NA,"Argentina",NA,NA
"Q582826","Nando Parrado",NA,NA,NA,NA,NA,NA,NA,NA
"Q584317","Mervyn Davies","Mervyn Davies",191,108,"Number 8",NA,"Wales",NA,NA
"Q586437","Jason Robinson","Jason Robinson",173,84,"Winger",NA,"Great Britain","England",NA
"Q588193","Felipe Contepomi","Felipe Contepomi",180,91,"Utility Back",NA,"Argentina",NA,NA
"Q590826","Rory Lamont","Rory Lamont",188,100,"Fullback",NA,"Great Britain","Scotland",NA
"Q591370","Serge Betsen","Serge Betsen",182,96,"3rd Row",NA,"Cameroon","France",NA
"Q591492","Shaun Perry","Shaun Perry",178,89,"Scrum-Half",NA,"Great Britain","England","/wiki/Club_athl%C3%A9tique_Brive_Corr%C3%A8ze_Limousin"
"Q592277","Anton Oliver","Anton Oliver",184,111,"Hooker",NA,"New Zealand",NA,NA
"Q593893","Matteo Mazzantini","Matteo Mazzantini",178,87,"Scrum-Half",NA,"Italy",NA,NA
"Q594222","Marc Dal Maso","Marc Dal Maso",183,98,"Hooker",NA,"France",NA,NA
"Q594828","Peter Grigg","Peter Grigg",NA,NA,"Winger",NA,"Australia",NA,NA
"Q595313","Andrew Blowers","Andrew Blowers",193,105,"3rd Row",NA,"New Zealand",NA,NA
"Q596064","Fulgence Ouedraogo","Fulgence Ouedraogo",191,98,"Flanker",NA,"Burkina Faso","France","/wiki/Montpellier_H%C3%A9rault_Rugby"
"Q597161","Butch James","Butch James",185,98,"Fly-Half",NA,"South Africa",NA,NA
"Q598568","Robbie Brink","Robbie Brink",196,113,"3rd Row",NA,"South Africa",NA,NA
"Q599061","Yoann Maestri","Yoann Maestri",201,121,"2nd Row",NA,"France",NA,"/wiki/Stade_fran%C3%A7ais_Paris_rugby"
"Q600196","Sean Fitzpatrick","Sean Fitzpatrick",183,105,"Hooker",NA,"New Zealand",NA,NA
"Q601678","Ben Youngs","Ben Youngs",178,87,"Scrum-Half",NA,"Great Britain","England","/wiki/Leicester_Tigers"
"Q605864","Gabriel Fulcher","Gabriel Fulcher",196,108,"2nd Row",NA,"Great Britain","Ireland",NA
"Q607384","Mirco Bergamasco","Mirco Bergamasco",180,90,"Centre",NA,"Italy","Italy",NA
"Q609538","Chris Masoe","Chris Masoe",183,106,"3rd Row",NA,"Samoa","New Zealand",NA
"Q611049","Austin Healey","Austin Healey",178,87,"Utility Back",NA,"Great Britain","England",NA
"Q612984","Ian Hunter","Ian Hunter",188,93,"Utility Back",NA,"Great Britain","England",NA
"Q614602","Roberto Canessa","Roberto Canessa",NA,NA,"Winger",NA,"Uruguay",NA,NA
"Q614928","Cliff Morgan","Cliff Morgan",171,71,"Fly-Half",NA,"Great Britain","Wales",NA
"Q616217","Santiago González Bonorino","Santiago González Bonorino",183,116,"Prop",NA,"Argentina",NA,NA
"Q617154","Giambattista Croci","Giambattista Croci",201,100,"2nd Row",NA,"Italy",NA,NA
"Q617168","Mauro Dal Sie","Mauro Dal Sie",180,106,"Prop",NA,"Italy",NA,NA
"Q630058","Derick Hougaard","Derick Hougaard",175,85,"Fly-Half",NA,"South Africa",NA,NA
"Q630724","Michel Crauste","Michel Crauste",181,85,"Number 8",NA,"France",NA,NA
"Q635409","Benn Robinson","Benn Robinson",183,113,"Prop",NA,"Australia",NA,NA
"Q635697","Constantin Henriquez","Constantin Henriquez",NA,NA,NA,NA,"France",NA,NA
"Q635864","Dan Cole","Dan Cole",191,123,"Prop",NA,"Great Britain","England","/wiki/Leicester_Tigers"
"Q636885","Tim Gavin","Tim Gavin",198,107,"Number 8",NA,"Australia",NA,NA
"Q639771","August Schmierer","Hermann Kreuzer",NA,NA,"Scrum-Half",NA,"Germany",NA,NA
"Q639951","Octavio Bartolucci","Octavio Bartolucci",195,99,"Winger",NA,"Argentina",NA,NA
"Q641995","Mike Barbieri","Mike Barbieri",185,118,"Prop",NA,"Canada",NA,NA
"Q641999","Will Genia","Will Genia",174,82,"Scrum-Half",NA,"Papua New Guinea","Australia",NA
"Q642380","Colin Meads","Colin Meads",192,102,"2nd Row",NA,"New Zealand",NA,NA
"Q645540","Nicolás Fernández Miranda","Nicolás Fernández Miranda",177,83,"Scrum-Half",NA,"Argentina",NA,NA
"Q650640","Frantz Reichel","Frantz Reichel",NA,NA,"Fly-Half",NA,"France",NA,NA
"Q651186","Gordon Brown","Gordon Brown",196,110,"2nd Row",NA,"Great Britain","Scotland",NA
"Q651983","Gary Whetton","Gary Whetton",198,105,"2nd Row",NA,"New Zealand",NA,NA
"Q657322","Joël Jutge","Joël Jutge",NA,NA,"Scrum-Half",NA,"France",NA,NA
"Q660403","Jean Prat","Jean Prat",176,84,"3rd Row",NA,"France",NA,NA
"Q662781","Anthony Boric","Anthony Boric",200,110,"2nd Row",NA,"New Zealand",NA,NA
"Q664469","Sisa Koyamaibole","Sisa Koyamaibole",NA,NA,"Number 8",NA,"Fiji",NA,NA
"Q665978","Diego Cash","Diego Cash",NA,NA,"Prop",NA,"Argentina",NA,NA
"Q667796","Akona Ndungane","Akona Ndungane",183,92,"Winger",NA,"South Africa",NA,"/wiki/Blue_Bulls"
"Q668587","Fergie McCormick","Fergie McCormick",170,83,"Fullback",NA,"New Zealand",NA,NA
"Q670241","Vladimir Aïtoff","Vladimir Aïtoff",180,75,"Number 8",NA,"France",NA,NA
"Q670394","Nathan Hines","Nathan Hines",200,114,"2nd Row",NA,"Australia","Scotland",NA
"Q671300","Keith Gleeson","Keith Gleeson",185,98,"Flanker",NA,"Ireland","Australia; Ireland",NA
"Q677419","Kitch Christie","Kitch Christie",NA,NA,"Flanker",NA,"South Africa",NA,NA
"Q679613","Ben McCalman","Ben McCalman",193,106,"Number 8",NA,"Australia",NA,NA
"Q680818","Billy Twelvetrees","Billy Twelvetrees",191,103,"Utility Back",NA,"Great Britain","England","/wiki/Gloucester_Rugby"
"Q681795","Émile Sarrade","Émile Sarrade",NA,NA,NA,NA,"France",NA,NA
"Q682817","David Denton","David Denton",196,114,"3rd Row",NA,"Zimbabwe","Scotland",NA
"Q685157","Pat Spence","Pat Spence",NA,NA,NA,NA,"South Africa",NA,NA
"Q690625","Didier Camberabero","Didier Camberabero",175,70,"Fly-Half",NA,"France",NA,NA
"Q692832","Hendrik le Roux","Hennie le Roux",175,80,"Centre",NA,"South Africa",NA,NA
"Q693345","Marius Hurter","Marius Hurter",188,123,"Prop",NA,"South Africa",NA,NA
"Q704657","John McKenna","John McKenna",NA,NA,NA,NA,"Ireland",NA,NA
"Q707683","Marcello Fiasconaro","Marcello Fiasconaro",185,74,"Winger",NA,"Italy",NA,NA
"Q715091","Jacques Fouroux","Jacques Fouroux",163,66,"Scrum-Half",NA,"France",NA,NA
"Q715492","Arturo Rodríguez","Arturo Rodríguez",NA,NA,"Centre",NA,"Argentina",NA,NA
"Q716246","Peter MacKay","Peter MacKay",NA,NA,NA,NA,NA,NA,NA
"Q718533","Owen Farrell","Owen Farrell",188,90,"Utility Back",NA,"Great Britain","England","/w/index.php?title=Template:Racing_92&action=edit&redlink=1"
"Q722819","Leon MacDonald","Leon MacDonald",181,96,"Fullback",NA,"New Zealand",NA,NA
"Q723044","Grant Fox","Grant Fox",175,72,"Fly-Half",NA,"New Zealand",NA,NA
"Q723121","Byron Kelleher","Byron Kelleher",175,95,"Scrum-Half",NA,"New Zealand",NA,NA
"Q723260","Justin Marshall","Justin Marshall",179,95,"Scrum-Half",NA,"New Zealand",NA,NA
"Q723355","Nick Evans","Nick Evans",180,84,"Utility Back",NA,"New Zealand",NA,NA
"Q723617","John Kirwan","John Kirwan",191,97,"Winger",NA,"New Zealand",NA,NA
"Q723626","Conrad Smith","Conrad Smith",186,95,"Centre",NA,"New Zealand",NA,NA
"Q723754","Charles-Édouard Yachvili","Charles-Édouard Yachvili",180,75,"Scrum-Half",NA,"France","Georgia",NA
"Q723836","Isaia Toeava","Isaia Toeava",185,102,"Fullback",NA,"Samoa","New Zealand","/wiki/Association_sportive_montferrandaise_Clermont_Auvergne"
"Q723988","Neemia Tialata","Neemia Tialata",187,136,"Prop",NA,"New Zealand",NA,"/wiki/Stade_Toulousain"
"Q725555","J. P. R. Williams","J.P.R. Williams",185,89,"Fullback",NA,"Great Britain","Wales",NA
"Q725671","Michael Jones","Michael Jones",185,98,"3rd Row",NA,"New Zealand","Samoa; New Zealand",NA
"Q726148","Richie McCaw","Richie McCaw",188,104,"Flanker",NA,"New Zealand",NA,NA
"Q726173","Os du Randt","Os du Randt",190,125,"Prop",NA,"South Africa",NA,NA
"Q726199","Dan Carter","Dan Carter",178,89,"Fly-Half",NA,"New Zealand",NA,NA
"Q726224","CJ van der Linde","CJ van der Linde",191,122,"Prop",NA,"South Africa",NA,NA
"Q729183","Ben Alexander","Ben Alexander",188,120,"Prop",NA,"Australia",NA,NA
"Q730932","Elliot Bunney","Elliot Bunney",183,85,NA,NA,"Great Britain",NA,NA
"Q732909","Greg Holmes","Greg Holmes",183,112,"Prop",NA,"Australia",NA,NA
"Q733831","Ronan O'Gara","Ronan O'Gara",183,83,"Fly-Half",NA,"U.S.A.","Ireland",NA
"Q737072","Stirling Mortlock","Stirling Mortlock",191,105,"Utility Back",NA,NA,"Australia",NA
"Q737700","Adolf Stockhausen","Adolf Stockhausen",NA,NA,"Hooker",NA,"Germany",NA,NA
"Q741112","Ieuan Evans","Ieuan Evans",178,85,"Winger",NA,"Great Britain","Wales",NA
"Q742873","Danie Craven","Danie Craven",178,80,"Scrum-Half",NA,"South Africa",NA,NA
"Q742960","Alessandro Troncon","Alessandro Troncon",177,88,"Scrum-Half",NA,"Italy",NA,NA
"Q743099","Stuart Lancaster","Stuart Lancaster",183,87,"2nd Row",NA,"Great Britain","Scotland",NA
"Q743330","Alex Brown","Alex Brown",201,116,"2nd Row",NA,"Great Britain","England",NA
"Q746834","Jeff Miller","Jeff Miller",NA,NA,"3rd Row",NA,"U.S.A.","Australia",NA
"Q747292","Gavin Duffy","Gavin Duffy",185,92,"Centre",NA,"Ireland","Ireland",NA
"Q747672","Mark Titley","Mark Titley",NA,NA,"Winger",NA,"Wales",NA,NA
"Q749148","Arnaud Costes","Arnaud Costes",185,99,"3rd Row",NA,"France",NA,NA
"Q761487","Mathieu Bastareaud","Mathieu Bastareaud",183,120,"Centre",NA,"France",NA,"/wiki/Lyon_Olympique_Universitaire_Rugby"
"Q761775","Abel Albert","Abel Albert",NA,NA,"Fly-Half",NA,"France",NA,NA
"Q762608","Ian Evans","Ian Evans",204,116,"2nd Row",NA,"South Africa","Wales",NA
"Q762620","Omar Hasan","Omar Hasan",185,115,"Prop",NA,"Argentina",NA,NA
"Q762944","Isoa Neivua","Isoa Neivua",174,98,"Winger",NA,"Fiji",NA,NA
"Q763721","Haydn Tanner","Haydn Tanner",NA,NA,"Scrum-Half",NA,"Great Britain","Wales",NA
"Q766509","Nigel Melville","Nigel Melville",178,76,"Scrum-Half",NA,"Great Britain","England",NA
"Q768777","Corné Krige","Corné Krige",191,102,"3rd Row",NA,"Zambia","South Africa",NA
"Q768874","Sean O'Brien","Seán O'Brien",188,105,"Flanker",NA,"Ireland","Ireland",NA
"Q772272","Alain Carminati","Alain Carminati",196,108,"2nd Row",NA,"France",NA,NA
"Q774079","Simon Geoghegan","Simon Geoghegan",183,83,"Winger",NA,"Great Britain","Ireland",NA
"Q775742","Barry John","Barry John",178,75,"Fly-Half",NA,"Great Britain","Wales",NA
"Q776564","Jean-Pierre Rives","Jean-Pierre Rives",180,85,"Flanker",NA,"France",NA,NA
"Q777512","Raphaël Ibañez","Raphaël Ibañez",180,102,"Hooker",NA,"France",NA,NA
"Q778307","Don Clarke","Don Clarke",188,110,"Fullback",NA,"New Zealand",NA,NA
