"teamName","rugbyscopeId"
"Abercrave",NA
"Abercynon",NA
"Abertillery",NA
"AC Boulogne",NA
"Accademia FIR",NA
"Agde",NA
"Aism. Montcada",NA
"Aix-les-Bains",NA
"Albany Knicks",NA
"Alcobendas",NA
"Alpago",NA
"Altrincham Kersal",NA
"Alumni",NA
"Amatori Messina",NA
"Amatori Napoli",NA
"American Raptors",NA
"Amman Utd.",NA
"Ampthill",NA
"Angoulême",NA
"Annonay",NA
"Anzio",NA
"Appia Rugby",NA
"Appio Metronio",NA
"Arad",NA
"Arechi",NA
"Argèles",NA
"Argo",NA
"Arlecchini Gladiators",NA
"Arras Fed 1",NA
"Ascrum",NA
"ASPTT",NA
"ASS Stade Calédonien",NA
"Aubenas Vals",NA
"Aurillac",NA
"Austin Gilgronis",NA
"Australia A",NA
"Aviator Kiev",NA
"Avignon-Le Pontet",NA
"Avignone Le Pontet",NA
"Bagnères",NA
"Ballymore Tornadoes",NA
"Ballynahinch",NA
"Banbridge",NA
"Barking",NA
"Barnes",NA
"Bassano",NA
"Bassin d'Arcachon",NA
"BBB IBM BigBlue",NA
"Beaumont",NA
"Beaune",NA
"Bective Rangers",NA
"Beddau",NA
"Bees",NA
"Belenenses",NA
"Bella Villa",NA
"Belmont Shore",NA
"Bergamo",NA
"Bergerac",NA
"Berwick",NA
"Biella",NA
"Biggar",NA
"Birchgrove RFC",NA
"Biscarrosse",NA
"Black Lion",NA
"Black Rams",NA
"Blackwood",NA
"Blaengarw",NA
"Blagnac",NA
"Blaketown",NA
"Blaydon",NA
"Blaydon RFC",NA
"Bobigny",NA
"Bonymaen RFC",NA
"Borgo Poncarale",NA
"Bort-les-Orgues",NA
"Boucau",NA
"Bourg-en-Bresse",NA
"Bournemouth",NA
"Bracknell",NA
"Brave Lupus",NA
"Brighton",NA
"Brisbane City",NA
"Brisbane State High School",NA
"Brothers' O.B.",NA
"Brothers Old Boys",NA
"BUC",NA
"Buenos Aires",NA
"Burnaby Lake",NA
"Burton RFC",NA
"Bury St Edmunds",NA
"C. Wanderers",NA
"C.C. Rays",NA
"Caimani",NA
"Caldy",NA
"Caledonia Reds",NA
"Canberra Vikings",NA
"Canet-Sainte-Marie",NA
"Cannstatter Fußball-Club",NA
"Capbreton",NA
"Carcassonne",NA
"Carmarthen Quins",NA
"Carmaux",NA
"Carrasco",NA
"Castanet-Tolosan",NA
"Castel San Pietro",NA
"Castelnau-Madiran",NA
"Castricumse",NA
"Casuarina",NA
"Catford Bridge",NA
"CDU Lisbona",NA
"CDU Porto",NA
"Cefneithin",NA
"Central Coast Rays",NA
"Central Vikings",NA
"Céret",NA
"Cha-Roga",NA
"Chalon-sur-Saône",NA
"Chambéry",NA
"Chaminuka",NA
"Champagnat",NA
"Chicago Hounds",NA
"Christchurch Boys' High School",NA
"Churchie",NA
"Ciencias",NA
"Cinderford",NA
"Clan Messina",NA
"Clifton",NA
"Clisson",NA
"Club Champagnat",NA
"Club Newman",NA
"Club sportif Lons Jura",NA
"CMB Rho",NA
"Coarraze-Nay",NA
"Coastal Stallions",NA
"Coca-Cola Red Sparks",NA
"Cognac",NA
"Combined Services",NA
"Como",NA
"Conegliano",NA
"Coolmine",NA
"Cornish Pirates",NA
"Cosmopolitan Club",NA
"Coventry",NA
"CR Resistencia",NA
"CR San Nicolás",NA
"CR Santander",NA
"Creusot",NA
"CS Lons Jura",NA
"CSKA Mosca",NA
"CU Rosario",NA
"CU Santa Fe",NA
"Curupaytí",NA
"CUS Pavia",NA
"Dallas Harlequins",NA
"Darlington M. Park",NA
"Decazeville",NA
"Denver Stampede",NA
"Digione",NA
"Dings Crusaders",NA
"Dole",NA
"Doncaster",NA
"Duendes",NA
"Dungannon",NA
"Dunvant",NA
"Durban H.S.O.B.",NA
"Durham University",NA
"Dynaboars",NA
"Ealing",NA
"East Coast Aces",NA
"Eastern Suburbs",NA
"Eastwood",NA
