"wpName","fusName","rugbyscopeId","teamWP"
"nui galway","University College Galway R.F.C.; NUI Galway; NUI Galway RFC; UG; University of Galway RFC; University of Galway Rugby Club; University of Galway Rugby Football Club","1922",NA
"nuneaton old edwardians","Nuneaton Old Edwardians","4107",NA
"nwu pukke","North-West University; NWU Pukke; Université du Nord-Ouest; ノース・ウェスト大学; ノースウェスト大学; ノースウエスト大学","6942",NA
"NWU Pukke","North-West University; NWU Pukke; Université du Nord-Ouest; ノース・ウェスト大学; ノースウェスト大学; ノースウエスト大学","6942",NA
"NZ Ammunition Company","NZ Ammunition Company; Ammunition Company","7946",NA
"nz combined services","New Zealand Combined Services; NZ Combined Services","7735",NA
"nz divisional xv","New Zealand Heartland XV; NZ Divisional XV","1563",NA
"nz emerging players","New Zealand A national rugby union team; NZ Colts; New Zealand national under-23 rugby union team; Junior All Blacks; New Zealand A; NZ Emerging Players; NZ Juniors; NZ Colts; All Blacks XV; Nouvelle-Zélande B; Nuova Zelanda A; Nuova Zelanda A rugby; オールブラックスXV; ジュニアオールブラックス","124",NA
"nz juniors","New Zealand A national rugby union team; NZ Colts; New Zealand national under-23 rugby union team; Junior All Blacks; New Zealand A; NZ Emerging Players; NZ Juniors; NZ Colts; All Blacks XV; Nouvelle-Zélande B; Nuova Zelanda A; Nuova Zelanda A rugby; オールブラックスXV; ジュニアオールブラックス","124",NA
"nz presidents xv","New Zeland President's XV; NZ Presidents XV","7734",NA
"nz u19","New Zealand national under-19 rugby union team; New Zealand U19s; NZ U19; Nouvelle-Zélande -19; U19ニュージーランド","1564",NA
"nz u21","New Zealand national under-21 rugby union team; U21ニュージーランド; New Zealand U21s; NZ U21; Nouvelle-Zélande -21; ニュージーランドU-21; ニュージーランドU21","1565",NA
"nz universities","New Zealand national university rugby union team; New Zealand Universities; NZ Universities; Nouvelle-Zélande universitaire","7181",NA
"o.c. châteaudun","Oval Union Rugby Sud 28; OC Châteaudun; Olympic Club Châteaudun","5225",NA
"oakville crusaders","Oakville Crusaders; CRU; Crusaders Rugby Club","7186",NA
"Oatley","Oatley RC","3958",NA
"obc","Old Boys Club Montevideo; OBC; Old Boys Club","7523",NA
"ogmore vale rfc","Ogmore Vale RFC","6137",NA
"Ogmore Vale RFC","Ogmore Vale RFC","6137",NA
"ōhaupō","Ohaupo Rugby Sports Club; Ohaupo RSC; Ōhaupō","7733",NA
"ok financial group okman","OK Finance; OK Financial Group Okman; OK金融","6944",NA
"old-greys","Old Greys; Old Greys Bloemfontein","6530",NA
"Old-Greys","Old Greys; Old Greys Bloemfontein","6530",NA
"Old Albanians","Old Albanian RFC; O.A.R.F.C.; OA RFC; OA Rugby; OA Rugby Football Club; OAs; OAs RFC; OAs Rugby; OAs Rugby Football Club; Old Albanian; Old Albanian Club; Old Albanian Rugby; Old Albanian Rugby Club; Old Albanian Rugby Football; Old Albanian Rugby Football Club; Old Albanians; Old Albanians Club; Old Albanians RFC; Old Albanians Rugby; Old Albanians Rugby Club; Old Albanians Rugby Football; Old Albanians Rugby Football Club; RFC Old Albanian; RFC Old Albanians; Rugby Club Old Albanian; Rugby Club Old Albanians; Rugby Football Club Old Albanian; Rugby Football Club Old Albanians; Rugby Football Old Albanian; Rugby Football Old Albanians; オールド・アルバニアン; オールド・アルバニアンRFC; オールド・アルバニアンズ; オールドアルバニアン","1599",NA
"old aldwinians","Aldwinians RUFC; Old Aldwinians","3241",NA
"Old Alleynians","Old Alleynian Football Club; OAs; Old Alleynian F.C.; Old Alleynians","2164",NA
"Old Beccehamians RFC","Beccehamian Rugby Football Club; Old Beccehamians RFC; Beccehamian RFC; Becc's; Beccehamians; Becchamians Rugby Football Club","3062",NA
"Old Blues of California","Old Blues RFC; Old Blues of California","2487",NA
"Old Boys & Old Girls Club","Old Boys & Old Girls Club; Old Boys; Old Boys Club; The British Schools Old Boys & Old Girls Club","226",NA
"Old Boys Marist","Old Boys Marist; Marist","2967",NA
"Old Brodleians","Old Brodleians; Brods; Old Brodleians RFC; Old Brodleians RUFC","1603",NA
"Old Collegians","Old Collegians","6439",NA
"old crossleyans","Old Crossleyans","4014",NA
"Old Dunelmians","Old Dunelmians Rugby; Old Dunelmians","7732",NA
"old georgians","Old Georgians","6216",NA
"old georgians r.f.c.","Old Georgians RC; Old Georgians RFC","4408",NA
"old georgians rfc","Old Georgians RC; Old Georgians RFC","4408",NA
"old greys bloemfontein","Old Greys; Old Greys Bloemfontein","6530",NA
"old johnians rfc","Old Johnians","4410",NA
"Old Johnians RFC","Old Johnians","4410",NA
"Old Mid-Whitgiftians","Old Whitgiftians Rugby Football Club; Old Mid-Whitgiftians","3175",NA
"Old Millhillians","Old Millhillians","4224",NA
"old miltonians rfc","Old Miltonians RFC; Old Miltonians; Old Miltonians Rugby Club","7189",NA
"Old Patesian veterans","Old Patesians R.F.C.; Old Patesian Veterans; Old Patesians RFC; Old Pats; Old Patesians Rugby Football Club","1613",NA
"Old Patesians RFC","Old Patesians R.F.C.; Old Patesian Veterans; Old Patesians RFC; Old Pats; Old Patesians Rugby Football Club","1613",NA
"Old Reigatian RFC","Old Reigatian Rugby Football Club","3208",NA
"Old Rishworthians","Old Rishworthians; Old Rishworthian RUFC","4154",NA
"Old Rutlishians RFC","Old Rutlishians","4137",NA
"old salfordians rugby union team","Old Salfordians Rugby Union team; Old Salfordians","7731",NA
"old sedberghians","Old Sedberghian Club; Old Sedberghians","7730",NA
"old selbornians","Old Selbornians","6217",NA
"Old Wimbledonian Warriors","Old Wimbledonians; Old Wimbledonian Warriors","4277",NA
"Oldfield Old Boys R.F.C.","Oldfield Old Boys","4266",NA
"Oléron RC","Oléron RC","4998",NA
"oloron","Football Club oloronais; Oloron; FC Oloron; FC Oloron rés.; FCオロロン; Football club Oloron; Football club oloronais rugby","513",NA
"Oloron","Football Club oloronais; Oloron; FC Oloron; FC Oloron rés.; FCオロロン; Football club Oloron; Football club oloronais rugby","513",NA
"Olympique de Nouméa","Olympique de Nouméa rugby; Olympique de Nouméa","2793",NA
"Orange City Lions","Orange City; Orange City Lions","3716",NA
"orange county ravens","Orange County Ravens","7729",NA
"orange emus","Orange Emus","3717",NA
"Orange Waratahs","Orange Waratahs","3718",NA
"oriental","Oriental-Rongotai FC; Oriental Rongotai RC; Oriental Rongotai; Ories Rugby Club; Oriental","6083",NA
"Oriental","Oriental-Rongotai FC; Oriental Rongotai RC; Oriental Rongotai; Ories Rugby Club; Oriental","6083",NA
"oriental rongotai","Oriental-Rongotai FC; Oriental Rongotai RC; Oriental Rongotai; Ories Rugby Club; Oriental","6083",NA
"ories rugby club","Oriental-Rongotai FC; Oriental Rongotai RC; Oriental Rongotai; Ories Rugby Club; Oriental","6083",NA
"orkan sochaczew","Orkan Sochaczew","3216",NA
"Ormskirk RUFC","Ormskirk RFC; Ormskirk RUFC","4300",NA
"Ormskirk Rugby Club","Ormskirk RFC; Ormskirk RUFC","4300",NA
"orthez","Union sportive Orthez rugby; Orthez; JS Orthez; Union sportive Orthez; Union sportive orthézienne; US Orthez; USO","712",NA
"osaka institute of technology","Osaka Institute of Technology","7728",NA
"osaka university of health and sport sciences","Osaka University of Health and Sport Sciences Rugby Football Club; Osaka University of Health and Sport Sciences; 大阪体育大学","2064",NA
"osaka university of health and sport sciences rfc","Osaka University of Health and Sport Sciences Rugby Football Club; Osaka University of Health and Sport Sciences; 大阪体育大学","2064",NA
"Oshawa Vikings","Oshawa Vikings Rugby Club; Oshawa Vikings RC; Oshawa Vikings","7727",NA
"otago university","University of Otago; Otago University; Otago University RFC; オタゴ大学","6859",NA
"Otago University RFC","University of Otago; Otago University; Otago University RFC; オタゴ大学","6859",NA
"Otahuhu","Otahuhu RFC; Otahuhu; Otahuhu Rugby Football Club","1625",NA
"otamatea","Otamatea Hawks Rugby Club; Otamatea","5902",NA
"otorohanga","Otorohanga RC; Otorohanga","6048",NA
"Otorohanga","Otorohanga RC; Otorohanga","6048",NA
"otorohanga rfc","Otorohanga RC; Otorohanga","6048",NA
"ottawa beavers","Ottawa Beavers and Banshees Rugby Football Club; Ottawa Beavers Rugby Football Club; Ottawa Beavers","7726",NA
"ottawa irish","Ottawa Irish; Ottawa Irish RC; Ottawa Irish Rugby Club","7194",NA
"Our Lady's Boys Club","OLBC RFC; OLBC; Our Lady's Boys Club; Our Lady's Boys Club Rugby","5464",NA
"ovalau","Ovalau Rugby Union Team; Ovalau; Ovalau Rugby Club","7195",NA
"ovalau rugby club","Ovalau Rugby Union Team; Ovalau; Ovalau Rugby Club","7195",NA
"oxford","Oxford R.F.C; Oxford; Oxford R.F.C.; Oxford RFC; Oxford Rugby Football Club","2498",NA
"oxford harlequins","Oxford Harlequins Rugby Football Club; Oxford Harlequins; Oxford Quins","1630",NA
"Oxford Old Boys","Oxford Old Boys RFC; Oxford Old Boys","7724",NA
"Paarl RC","Paarl","6803",NA
"paarl rfc","Paarl","6803",NA
"Paarl RFC","Paarl","6803",NA
"paarl rugby club","Paarl","6803",NA
"paese rugby","Rugby Paese; Paese Rugby; ASD Rugby Paese; Paese","782",NA
"Painswick RFC","Painswick RFC","4334",NA
"paita sa","Paita SA; RC Paita; Rugby Club Paita","7723",NA
"palmerston north high school old boys","Palmerston North High School Old Boys' RFC; Palmerston North High School Old Boys; Palmerston North HS Old Boys' RFC","7198",NA
"Palmerston North HS Old Boys' RFC","Palmerston North High School Old Boys' RFC; Palmerston North High School Old Boys; Palmerston North HS Old Boys' RFC","7198",NA
"palmerston north marist","Palmerston North Marist RC; Palmerston North Marist; Palmerston North Marist Rugby Club; Palmerston North Marist Sports Club","7521",NA
"palmyra r.f.c.","Palmyra RC; Palmyra","3652",NA
"palmyra rc","Palmyra RC; Palmyra","3652",NA
"pamiers","Sporting club appaméen; CS Pamiers; Pamiers; SC appaméen; SC Pamiers; SCパミエ","656",NA
"panmure rfc","Panmure RFC; Panmure Rugby Football Club","2630",NA
"papa toetoe rugby club","Papatoetoe RFC; Papa Toetoe Rugby Club; Papatoetoe Rugby; パパトエトエ","3269",NA
"papamoa","Papamoa Rugby Club","5733",NA
"papatoetoe rfc","Papatoetoe RFC; Papa Toetoe Rugby Club; Papatoetoe Rugby; パパトエトエ","3269",NA
"papatoetoe rugby","Papatoetoe RFC; Papa Toetoe Rugby Club; Papatoetoe Rugby; パパトエトエ","3269",NA
"paraná","Paraná Rowing Club; Paraná RC","3584",NA
"parentis","Parentis sport rugby; Parentis; Parentis Sport Rugby; Parentis SR; PSR","2935",NA
"Parentis SR","Parentis sport rugby; Parentis; Parentis Sport Rugby; Parentis SR; PSR","2935",NA
"park city haggis rfc","Park City Haggis; Park City Haggis RFC; Park City Haggis Rugby Football Club","7199",NA
"parma","Rugby Parma FC; Crociati Parma; Overmach Parme; Overmach Rugby Parme; Overmarch Parme; Parma; Parma Rugby; Parma Rugby S.r.l.; Parme; Rugby Parma; Rugby Parma F.C. 1931; Rugby Parma FC 1931; Rugby Parma Football Club; Парма; クロシアティ; クロティアティ","368",NA
"Parma","Rugby Parma FC; Crociati Parma; Overmach Parme; Overmach Rugby Parme; Overmarch Parme; Parma; Parma Rugby; Parma Rugby S.r.l.; Parme; Rugby Parma; Rugby Parma F.C. 1931; Rugby Parma FC 1931; Rugby Parma Football Club; Парма; クロシアティ; クロティアティ","368",NA
"parnell","Parnell RFC; Parnell and City Auckland; Parnell; Parnell Rugby Football Club","7475",NA
"Parnell and City Auckland","Parnell RFC; Parnell and City Auckland; Parnell; Parnell Rugby Football Club","7475",NA
"partenope","Partenope Rugby; Napoli; Partenope; Partenope Napoli; Partenope Rugby Club; rugby Partenope","582",NA
"parys rc","Parys; Parys RC; Parys Rugby Club","6564",NA
"patumahoe","Patumahoe RC","5813",NA
"Patumahoe","Patumahoe RC","5813",NA
"pavia","CUS Pavia ASD; Pavia; CUS Pavia","5600",NA
"Pavia","CUS Pavia ASD; Pavia; CUS Pavia","5600",NA
"pays du medoc","Pays Médoc Rugby; Pays du Médoc; Pays Médoc rugby; Stade pauillacais","583",NA
"Pembroke","Pembroke RFC; Pembroke; Pembrokeshire; Pembroke Rugby Football Club; The Scarlets","1640",NA
"pembrokeshire","Pembroke RFC; Pembroke; Pembrokeshire; Pembroke Rugby Football Club; The Scarlets","1640",NA
"Peninsula Green RFC","Peninsula Green RFC; Peninsula Green","7202",NA
"Penryn","Penryn RFC; Penryn; Penryn Rugby Football Club; The Borough","2633",NA
"penygroes rfc","Penygroes RFC","6145",NA
"penylan rfc","Penylan RFC","7722",NA
"penzance-newlyn","Cornish Pirates; Cornish Pirates Academy; Cornish Pirates RUFC; Cornish Pirates Rugby; Cornish Pirates Rugby Club; Cornish Pirates Rugby Football Club; Cornish Pirates Rugby Football Team; Cornish Pirates Rugby Team; Klub Rugby Unys Pennsans ha Lulyn; Penzance & Newlyn; Penzance and Newlyn RFC; Penzance and Newlyn Rugby Football Club; Penzance Newlyn; コーニッシュ・パイレーツ; コーニッシュ・パスティ","220",NA
"Penzance & Newlyn","Cornish Pirates; Cornish Pirates Academy; Cornish Pirates RUFC; Cornish Pirates Rugby; Cornish Pirates Rugby Club; Cornish Pirates Rugby Football Club; Cornish Pirates Rugby Football Team; Cornish Pirates Rugby Team; Klub Rugby Unys Pennsans ha Lulyn; Penzance & Newlyn; Penzance and Newlyn RFC; Penzance and Newlyn Rugby Football Club; Penzance Newlyn; コーニッシュ・パイレーツ; コーニッシュ・パスティ","220",NA
"penzance and newlyn rfc","Cornish Pirates; Cornish Pirates Academy; Cornish Pirates RUFC; Cornish Pirates Rugby; Cornish Pirates Rugby Club; Cornish Pirates Rugby Football Club; Cornish Pirates Rugby Football Team; Cornish Pirates Rugby Team; Klub Rugby Unys Pennsans ha Lulyn; Penzance & Newlyn; Penzance and Newlyn RFC; Penzance and Newlyn Rugby Football Club; Penzance Newlyn; コーニッシュ・パイレーツ; コーニッシュ・パスティ","220",NA
"Penzance Newlyn","Cornish Pirates; Cornish Pirates Academy; Cornish Pirates RUFC; Cornish Pirates Rugby; Cornish Pirates Rugby Club; Cornish Pirates Rugby Football Club; Cornish Pirates Rugby Football Team; Cornish Pirates Rugby Team; Klub Rugby Unys Pennsans ha Lulyn; Penzance & Newlyn; Penzance and Newlyn RFC; Penzance and Newlyn Rugby Football Club; Penzance Newlyn; コーニッシュ・パイレーツ; コーニッシュ・パスティ","220",NA
"pershore rfc","Pershore RFC","4394",NA
"perth and angus district xv","Perthshire RFC; Perth and Angus District XV; The Eagles; Perthshire Rugby Football Club","1649",NA
"Perth Bayswater RUFC","Perth Bayswater RC; Perth Bayswater RUFC","3653",NA
"Pesaro Rugby","ASD Pesaro Rugby; Pesaro Rugby","5613",NA
"Peterborough RFC","Peterborough RUFC; Peterborough; Peterborough Rugby Union Football Club","1650",NA
"Petersfield R.F.C.","Petersfield R.F.C.; Petersfield; RAMS RFC; Petersfield Rugby Football Club","1652",NA
"Petersfield RFC","Petersfield R.F.C.; Petersfield; RAMS RFC; Petersfield Rugby Football Club","1652",NA
"petone","Petone Rugby Club; Petone Wellington; Petone RFC","1654",NA
"Petone Rugby Club","Petone Rugby Club; Petone Wellington; Petone RFC","1654",NA
"petone wellington","Petone Rugby Club; Petone Wellington; Petone RFC","1654",NA
"Petrolul București","Petrolul Bucarest Rugby; Petrolul București; Petrolul Bucarest","7207",NA
"peyrehorade","Peyrehorade sports rugby Pays d'Orthe; Aspremontoise; Peyrehorade; Peyrehorade sports; Peyrehorade sports rugby; Peyrehorade SR; PeyrehoradeSR; PS; PSR; ペイレホラードSR","2110",NA
"Peyrehorade","Peyrehorade sports rugby Pays d'Orthe; Aspremontoise; Peyrehorade; Peyrehorade sports; Peyrehorade sports rugby; Peyrehorade SR; PeyrehoradeSR; PS; PSR; ペイレホラードSR","2110",NA
"peyrehorade sr","Peyrehorade sports rugby Pays d'Orthe; Aspremontoise; Peyrehorade; Peyrehorade sports; Peyrehorade sports rugby; Peyrehorade SR; PeyrehoradeSR; PS; PSR; ペイレホラードSR","2110",NA
"Peyrehorade SR","Peyrehorade sports rugby Pays d'Orthe; Aspremontoise; Peyrehorade; Peyrehorade sports; Peyrehorade sports rugby; Peyrehorade SR; PeyrehoradeSR; PS; PSR; ペイレホラードSR","2110",NA
"philippines u19","Philippines national under-19 rugby union team; Philippines -19; Philippines u19","7721",NA
"Piacenza Rugby Club","Piacenza Rugby Club; Piacenza; Piacenza RC; Plaisance RC; Plaisance Rugby; rugby piacenza","831",NA
"Pic-Saint-Loup","Saint Gely Pic Saint Loup Rugby; ER Pic Saint-Loup; Pic Saint Loup","5070",NA
"Pic Saint-Loup","Saint Gely Pic Saint Loup Rugby; ER Pic Saint-Loup; Pic Saint Loup","5070",NA
"Pic Saint Loup","Saint Gely Pic Saint Loup Rugby; ER Pic Saint-Loup; Pic Saint Loup","5070",NA
"piller rugby club","Piller Rugby Club; Pilier Rugby Club","7720",NA
"Pirates Amateurs","Pirates Amateurs","4145",NA
"Pirates Club","Pirates Club; Pirates Sports & Rugby Club; Pirates Sports and Rugby Club","3307",NA
"Pirates FC","Pirates FC; Pirates Invercargill; Dunedin Pirates; Pirates Football Club Dunedin; Pirates Rugby Club","5935",NA
"Pirates Invercargill","Pirates FC; Pirates Invercargill; Dunedin Pirates; Pirates Football Club Dunedin; Pirates Rugby Club","5935",NA
"Pirates RC","Pirates; Pirates RC; Pirates RFC; Johannesburg Pirates","6218",NA
"Pirates Sydney","West Harbour RFC; Pirates Sydney; Pirates; West Harbour; West Harbour Pirates; Western Suburbs DRUFC; ウェスト・ハーバー; ウエスト・ハーバー・パイレーツ; ウェストハーバー; ウエストハーバー; ウェストハーバー・パイレーツ","737",NA
"Pitbulls RFC","Pitbulls Rugby Football Club; Pitbulls RFC","7719",NA
"pittsburgh forge rugby club","Pittsburgh Forge Rugby; Pittsburgh Forge Rugby Club; Pittsburgh Forge RC; Pittsburgh Forge","7718",NA
"platinum leopards","Leopards; Platinum Leopards; Leopard; Leopardos; Leopards Rugby Union; Leopards Rugby Union; Luiperds Rugby; Mielieboere; North West; North West Leopards; North West Rugby; Western Transvaal; Western Transvaal Rugby Union; レオパルズ; レパーズ","308",NA
"plouzané","Plouzané AC","4498",NA
"plymouth rfc","Plymouth Albion R.F.C.; Devonport Albion; Plymouth Rugby; Albion R.F.C.; Albion Rugby; Albion Rugby Club; Albion Rugby Football; Albion Rugby Football Club; P.A.R.F.C.; Plymouth; Plymouth Albion; Plymouth Albion RFC; Plymouth Albion Rugby; Plymouth Albion Rugby Club; Plymouth Albion Rugby Football; Plymouth Albion Rugby Football Club; R.F.C. Plymouth Albion; Rugby Albion; Rugby Club Albion; Rugby Club Plymouth Albion; Rugby Football Albion; Rugby Football Club Albion; Rugby Football Club Plymouth Albion; Rugby Football Plymouth Albion; Rugby Plymouth Albion; プリマス; プリマス・アルビオン; プリマス・アルビオンRFC","589",NA
"plymouth rugby","Plymouth Albion R.F.C.; Devonport Albion; Plymouth Rugby; Albion R.F.C.; Albion Rugby; Albion Rugby Club; Albion Rugby Football; Albion Rugby Football Club; P.A.R.F.C.; Plymouth; Plymouth Albion; Plymouth Albion RFC; Plymouth Albion Rugby; Plymouth Albion Rugby Club; Plymouth Albion Rugby Football; Plymouth Albion Rugby Football Club; R.F.C. Plymouth Albion; Rugby Albion; Rugby Club Albion; Rugby Club Plymouth Albion; Rugby Football Albion; Rugby Football Club Albion; Rugby Football Club Plymouth Albion; Rugby Football Plymouth Albion; Rugby Plymouth Albion; プリマス; プリマス・アルビオン; プリマス・アルビオンRFC","589",NA
"Pocklington RUFC","Pocklington RUFC; Pocklington; Pocklington Rugby Union Football Club","1657",NA
"Police RFC","South Africa Police; Police SC","6260",NA
"poneke","Poneke FC; Poneke; Pōneke; Pōneke Football Club; Poneke Premiers; ポネケ","6084",NA
"poneke fc","Poneke FC; Poneke; Pōneke; Pōneke Football Club; Poneke Premiers; ポネケ","6084",NA
"poneke football club","Poneke FC; Poneke; Pōneke; Pōneke Football Club; Poneke Premiers; ポネケ","6084",NA
"Poneke Football Club","Poneke FC; Poneke; Pōneke; Pōneke Football Club; Poneke Premiers; ポネケ","6084",NA
"poneke premiers","Poneke FC; Poneke; Pōneke; Pōneke Football Club; Poneke Premiers; ポネケ","6084",NA
"poneke rfc","Poneke FC; Poneke; Pōneke; Pōneke Football Club; Poneke Premiers; ポネケ","6084",NA
"poneke rugby club","Poneke FC; Poneke; Pōneke; Pōneke Football Club; Poneke Premiers; ポネケ","6084",NA
"ponsonby rugby club","Ponsonby RFC; Ponsonby; Ponsonby District Rugby Football Club; Ponsonby Rugby Club; ポンソビー; ポンソンビー; ポンソンビーRFC","1659",NA
"ponteland rfc","Ponteland RFC","4070",NA
"Pontllanfraith","Pontllanfraith RFC; Pontllanfraith Rugby Football Club","1662",NA
"pontnewydd rfc","Pontnewydd RFC","7209",NA
"Pontnewydd RFC","Pontnewydd RFC","7209",NA
"pontyberem","Pontyberem RFC; Pontyberem Rugby Football Club","1663",NA
"Pontyclun RFC","Pontyclun RFC; Pontyclun Rugby & Sports Club; The Badgers","1664",NA
"pontymoile rfc","Pontypool RFC; Pontymoile; Pontypool; Pontypool Rugby Football Club; Pooler; ポンティプール","215",NA
"Pontypool United","Pontypool United RFC; United; Pontypool United Rugby Football Club","1666",NA
"Pontypool United RFC","Pontypool United RFC; United; Pontypool United Rugby Football Club","1666",NA
"Pontypridd","Pontypridd RFC; Ponty; Pontypridd; Pontypridd Rugby Football Club; The Valley Commandos; ポーンティプリズRFC; ポンタプリズ; ポンタプリズRFC; ポンティプリッド","104",NA
"port elizabeth police","Port Elizabeth Police","6219",NA
"porth rfc","Porth Harlequins RFC; Porth RFC; Quins; Porth Harlequins Rugby Football Club","1669",NA
"Porth Scarlets","Porth Scarlets","7717",NA
"porthcawl","Porthcawl RFC; Porthcawl; Porthcawl Rugby Football Club; Seaweeds; Sky Rats; The Gulls","1670",NA
"portlaoise rfc","Portlaoise RFC; Portlaoise; Portlaoise Rugby Football Club","1673",NA
"Poti","Poti","7716",NA
"Prairie RFC","Prairie RFC","7715",NA
"Preston Grasshoppers","Preston Grasshoppers R.F.C.; Club Preston Grasshoppers; Hoppers; Preston Grasshoppers; Preston Grasshoppers Club; Preston Grasshoppers RFC; Preston Grasshoppers Rugby; Preston Grasshoppers Rugby Club; Preston Grasshoppers Rugby Football; Preston Grasshoppers Rugby Football Club; Preston Hoppers; Preston Hoppers R.F.C.; Preston Hoppers Rugby Club; Preston Hoppers Rugby Football Club; Preston R.F.C.; Preston R.U.F.C.; R.F.C. Preston Grasshoppers; Rugby Club Preston Grasshoppers; Rugby Football Club Preston Grasshoppers; Rugby Football Preston Grasshoppers; Rugby Preston Grasshoppers; The Hoppers","1679",NA
"Preston Grasshoppers R.F.C.","Preston Grasshoppers R.F.C.; Club Preston Grasshoppers; Hoppers; Preston Grasshoppers; Preston Grasshoppers Club; Preston Grasshoppers RFC; Preston Grasshoppers Rugby; Preston Grasshoppers Rugby Club; Preston Grasshoppers Rugby Football; Preston Grasshoppers Rugby Football Club; Preston Hoppers; Preston Hoppers R.F.C.; Preston Hoppers Rugby Club; Preston Hoppers Rugby Football Club; Preston R.F.C.; Preston R.U.F.C.; R.F.C. Preston Grasshoppers; Rugby Club Preston Grasshoppers; Rugby Football Club Preston Grasshoppers; Rugby Football Preston Grasshoppers; Rugby Preston Grasshoppers; The Hoppers","1679",NA
"pretoria","Pretoria; Pretoria RFC; Pretoria Rugby Football Club","6283",NA
"Pretoria RC","Pretoria; Pretoria RFC; Pretoria Rugby Football Club","6283",NA
"pretoria rfc","Pretoria; Pretoria RFC; Pretoria Rugby Football Club","6283",NA
"Pretoria RFC","Pretoria; Pretoria RFC; Pretoria Rugby Football Club","6283",NA
"pro recco","Pro Recco Rugby; Pro Recco Italy; Pro Recco; Recco Rugby","833",NA
"pro recco italy","Pro Recco Rugby; Pro Recco Italy; Pro Recco; Recco Rugby","833",NA
"Pro Recco Rugby","Pro Recco Rugby; Pro Recco Italy; Pro Recco; Recco Rugby","833",NA
"progress","Progress","6506",NA
"promotica centurioni","Centurioni Rugby SSD; Centurioni rugby; I Centurioni; Promotica Centurioni; Promotica I Centurioni","5599",NA
"provo steelers","Provo Steelers Rugby; Provo Steelers","7714",NA
"public schools' wanderers club","Public School Wanderers; Public Schools' Wanderers club; PSW; Wanderers; Public School Wanderers Rugby and Cricket Club","1685",NA
"pueyrredón rc","Pueyrredón Rugby Club; Pueyrredón; Pueyrredón RC; Pueyrredon Rugby Club","2015",NA
"pukekohe","Pukekohe RC; Pukekohe Rugby Club; Pukekohe; Pukekohe RFC; プケコへ","5814",NA
"pukekohe rfc","Pukekohe RC; Pukekohe Rugby Club; Pukekohe; Pukekohe RFC; プケコへ","5814",NA
"putaruru rfc","Putaruru Athletic RC; Putaruru RFC","6049",NA
"Queen's College Cork","University College Cork RFC; U.C.C. RFC; Queen's College Cork; UC Cork; Universidad Colegio Cork; University College Cork; University College Cork R.F.C.; University College Cork Rugby Football Club","724",NA
"queensland u-19","Queensland Reds; Queensland U21; Queensland U-19; Queensland; Queensland RU; Queensland Rugby Union; Reds; The Queensland Reds; クイーンズランド・レッズ; クイーンズランド・レッズU18; レッズ; 昆士蘭紅; 昆士蘭紅人; 昆士蘭紅隊; 昆士蘭红","253",NA
"queensland u21","Queensland Reds; Queensland U21; Queensland U-19; Queensland; Queensland RU; Queensland Rugby Union; Reds; The Queensland Reds; クイーンズランド・レッズ; クイーンズランド・レッズU18; レッズ; 昆士蘭紅; 昆士蘭紅人; 昆士蘭紅隊; 昆士蘭红","253",NA
"r.c. aubenas vals","Rugby club Aubenas Vals; Aubenas; Aubenas rugby club; Aubenas Vals; Aubenas Vals rugby club; RC Aubenas; RC Aubenas Vals; RCAV","620",NA
"r.c. bonneval","RC Bonneval; Rugby Club Bonnevallais","7222",NA
"ra","Ra Rugby Union Team; Ra","7217",NA
"ra olymp praha","RA Olymp Praha","7713",NA
"Rabastens Couffouleu","Stade Athlétique Rabastens Couffouleu; SA Rabastens Coufouleux","5074",NA
"rac angérien","Rugby Athletic Club angérien; RAC angérien; RAC Angérien; RAC Saint-Jean-d'Angély; RACA; S.-J. d'Angély","619",NA
"rac saint-jean-d'angély","Rugby Athletic Club angérien; RAC angérien; RAC Angérien; RAC Saint-Jean-d'Angély; RACA; S.-J. d'Angély","619",NA
"Racing Rugby Club de Nice","Racing Rugby Club de Nice; RCC Nice; RRC Nice; RRCN","3021",NA
"Rada Tilly","Chenque Rugby Club; Rada Tilly","3340",NA
"raf","Royal Air Force Rugby Union; RAF; Royal Air Force","2918",NA
"RAF","Royal Air Force Rugby Union; RAF; Royal Air Force","2918",NA
"raf & rn xv","Combined RAF and RN; Royal Air Force and Royal Navy team; RAF & RN XV","7712",NA
"Raiders RC","Raiders RC; Raiders","6223",NA
"Railway Club","Railway Club","7711",NA
"raiwaqa","DHL Raiwaqa Rugby Club; Raiwaqa; ライワカ","6923",NA
"rakaia","Rakaia RC","5858",NA
"Ramblers RC","Ramblers RC; Ramblers Club","7710",NA
"Rand Leases","Roodepoort; Rand Leases Roodepoort Rugby Football Club; Rand Leases Roodepoort RFC; Roodepoort; Rand Leases","6224",NA
"randfontein rfc","Randfontein","6541",NA
"randwick drufc","Randwick DRUFC; Galloping Greens; Randwick; Randwick District RUFC; Randwick District Rugby Union Football Club; Randwick RUFC; Wicks; ランドウィック","606",NA
"randwick rfc","Randwick DRUFC; Galloping Greens; Randwick; Randwick District RUFC; Randwick District Rugby Union Football Club; Randwick RUFC; Wicks; ランドウィック","606",NA
"rangatira","Rangatira Club; Rangatira","7709",NA
