"wpName","fusName","rugbyscopeId","teamWP"
"cus roma rugby","CUS Roma Rugby; CUS Roma; CUS Rome; GUF Roma","803",NA
"CUS Torino","CUS Torino Rugby; Ad Maiora Rugby 1951; CUS Torino; GUF Torino","448",NA
"cus verona","Verona Rugby; CUS Verona; CUS Verona Rugby; CUS Vérone; CUS Vérone Rugby; CUSヴェローナ; Verona; Vérone Rugby","805",NA
"CUS Verona","Verona Rugby; CUS Verona; CUS Verona Rugby; CUS Vérone; CUS Vérone Rugby; CUSヴェローナ; Verona; Vérone Rugby","805",NA
"CUT Ixias Varsity Cup","CUT Ixias; CUT Ixias Varsity Cup; Central University of Technology; Central University of Technology Free State; Technikon Free State; Université de technologie centrale","6185",NA
"cuxac d’aude","Olympic Cuxac-d'Aude; Cuxac d’Aude","7190",NA
"Cwmafan RFC","Cwmavon RFC; Cwmafan RFC; Cwmavon Rugby Football Club; The Reds","1155",NA
"cymmer rfc","Cymmer RFC","7861",NA
"daito bunka university rfc","Daito Bunka University Rugby Football Club; Daito Bunka Univ.; Université Daito Bunka; 大東文化大学","2063",NA
"Daito Bunka University RFC","Daito Bunka University Rugby Football Club; Daito Bunka Univ.; Université Daito Bunka; 大東文化大学","2063",NA
"dallas rugby","Dallas RFC; Dallas Rugby; The Reds; Dallas Rugby Football Club","2902",NA
"Danygraig RFC","Danygraig RFC; Danygraig","7860",NA
"Darlington Mowden Park","Darlington Mowden Park R.F.C.; Darlington M. Park; Darlington Mowden Park; darlington mowden park rfc; Darlington Mowden Park RFC; Darlington Mowden Park Rugby Football Club; Darlington MP RFC; Mowden; Mowden Park; Mowden Rugby; Mowden Rugby Club; ダーリントン・モウデン・パーク","1167",NA
"datchworth","Datchworth RFC","4097",NA
"daveta","Daveta Rugby; Daveta","7859",NA
"Daveta","Daveta Rugby; Daveta","7859",NA
"de beers","De Beers RFC; De Beers","7858",NA
"decazeville","Sporting Club decazevillois; Decazeville; SC Decazeville; SCD","2669",NA
"Delvin RFC","Delvin RFC; Delvin Rugby Football Club","7857",NA
"denia","Denia Rugby Club; Denia RC; Denia","7856",NA
"dental students","Dental Students XV; Dental Students","7855",NA
"Denver Barbarians","Denver Barbarians RFC; Barbos; Denver Barbarians; Denver Barbarians Rugby Football Club","1174",NA
"des moines rugby club","Des Moines Rugby Club; Des Moines RC","7854",NA
"despatch","Despatch; GAP Despatch; GAP Management Despatch RC","6208",NA
"Despatch","Despatch; GAP Despatch; GAP Management Despatch RC","6208",NA
"devizes","Devizes RFC","3289",NA
"devonport albion","Plymouth Albion R.F.C.; Devonport Albion; Plymouth Rugby; Albion R.F.C.; Albion Rugby; Albion Rugby Club; Albion Rugby Football; Albion Rugby Football Club; P.A.R.F.C.; Plymouth; Plymouth Albion; Plymouth Albion RFC; Plymouth Albion Rugby; Plymouth Albion Rugby Club; Plymouth Albion Rugby Football; Plymouth Albion Rugby Football Club; R.F.C. Plymouth Albion; Rugby Albion; Rugby Club Albion; Rugby Club Plymouth Albion; Rugby Football Albion; Rugby Football Club Albion; Rugby Football Club Plymouth Albion; Rugby Football Plymouth Albion; Rugby Plymouth Albion; プリマス; プリマス・アルビオン; プリマス・アルビオンRFC","589",NA
"Devonport Services","Devonport Services R.F.C.; Devonport Services; Devonport Services Rugby Football Club; The Sporting Blues. Given in 1909 by the sports writer of the Western Evening Herald.","2278",NA
"Dewsbury RFC","Dewsbury Athletic and Football Club; Dewsbury AFC; Dewsbury RFC","7853",NA
"diggers","Diggers; Diggers RFC","6535",NA
"diggers rfc","Diggers; Diggers RFC","6535",NA
"Diggers RFC","Diggers; Diggers RFC","6535",NA
"Diggers Rugby Club","Diggers; Diggers RFC","6535",NA
"Dinamo București","CS Dinamo București; Alb-roșii; Alb-roșii; Bulldogi; Bulldogi; The Bulldogs; Clubul Sportiv Dinamo București; CS Dinamo București Rugby Union; CSディナモ・ブクレシュティ; Dinamo Bucarest; Dinamo București; Dinamoviștii; ディナモ・ブクレシュティ","488",NA
"dinamo moscow","Dynamo Moscow Rugby Club; Dinamo Moscow; RC Dynamo Moscow; RC Dinamo Moscou; RC Dynamo Moscou","876",NA
"dinas powys","Dinas Powys RFC","6138",NA
"Diss Rugby Club","Diss Rugby Club; Diss","1180",NA
"dmark kobs","Kobs Rugby Club; Dmark Kobs","7852",NA
"domont","Stade domontois rugby club; Domond; Domont; Domont RC; Domont rugby club; Domontois rugby club; Stade domontois; Stade Domontois; Stade domontois RC; Stade domontois Val-d'Oise; Stade Domontois Val D'oise; ドモン","668",NA
"Dorking","Dorking RFC; Dorking Rugby; Dorking R.F.C.; Dorking Rugby Football Club","2389",NA
"Dorking RFC","Dorking RFC; Dorking Rugby; Dorking R.F.C.; Dorking Rugby Football Club","2389",NA
"Doshisha University","Doshisha University Rugby Football Club; Doshisha University; Collège Dōshisha; Université Dōshisha; 同志社大学","2062",NA
"doshisha university rfc","Doshisha University Rugby Football Club; Doshisha University; Collège Dōshisha; Université Dōshisha; 同志社大学","2062",NA
"doshisha university rugby football club","Doshisha University Rugby Football Club; Doshisha University; Collège Dōshisha; Université Dōshisha; 同志社大学","2062",NA
"Doshisha University Rugby Football Club","Doshisha University Rugby Football Club; Doshisha University; Collège Dōshisha; Université Dōshisha; 同志社大学","2062",NA
"draguignan","Rugby Club Draguignan; Draguignan; RC Draguignan","3143",NA
"dratabu","Dratabu Rugby Club; Dratabu RC","7851",NA
"Dreux","RC Drouais; RC Dreux; Dreux","4689",NA
"dudley kingswinford rfc","Dudley Kingswinford; Dudley Kingswinford R.F.C; Dudley Kingswinford Rugby Football Club","1186",NA
"Dukinfield","Dukinfield RFC","4296",NA
"Dunărea Giurgiu","Dunărea Giurgiu","7850",NA
"dunedin","Dunedin RFC","5925",NA
"dunedin pirates","Pirates FC; Pirates Invercargill; Dunedin Pirates; Pirates Football Club Dunedin; Pirates Rugby Club","5935",NA
"Dunedin Pirates","Pirates FC; Pirates Invercargill; Dunedin Pirates; Pirates Football Club Dunedin; Pirates Rugby Club","5935",NA
"dunedin sharks","Dunedin Sharks","7848",NA
"Durban Collegians","Durban Collegians","1195",NA
"Durban Collegians RFC","Durban Collegians","1195",NA
"Durban Crusaders","Durban Crusaders","6618",NA
"durbanville-bellville","Durbanville-Bellville","6209",NA
"Durham City","Durham City RFC; Durham City 2nd XV; North Durham RFC; Durham city; Durham City; Durham City Rugby Football Club","2765",NA
"Durham City 2nd XV","Durham City RFC; Durham City 2nd XV; North Durham RFC; Durham city; Durham City; Durham City Rugby Football Club","2765",NA
"durham counties","Durham County Rugby Football Union; Durham County RFU; Durham Counties","7846",NA
"Durham County","Durham County Rugby Football Union Team; Durham County; Durham County Rugby Football Union","7555",NA
"Durham RFU","Durham Rugby Football Union; Durham RFU","7847",NA
"Durham University RFC","Durham University Rugby Football Club; Durham université; Durham University; Durham University RFC; Durham University Rugby; Palatinates; Université de Durham","2702",NA
"Dursley","Dursley RFC","3290",NA
"Dursley RFC","Dursley RFC","3290",NA
"Düsseldorf Dragons RFC","Düsseldorf Dragons RFC; Düsseldorf","7845",NA
"earlsdon","Earlsdon RFC","4249",NA
"Earlsdon RFC","Earlsdon RFC","4249",NA
"east christchurch","East Christchurch; East Christchurch RFC","7844",NA
"east coast bays","East Coast Bays RFC","5861",NA
"East Coast Bays","East Coast Bays RFC","5861",NA
"east coast bays rfc","East Coast Bays RFC","5861",NA
"east coast bays rugby club","East Coast Bays RFC","5861",NA
"East Coast Bays Rugby Football Club","East Coast Bays RFC","5861",NA
"East Grinstead","East Grinstead Rugby Football Club; East Grinstead RFC","2289",NA
"east of scotland","East of Scotland District; East of Scotland District Rugby Union; East of Scotland","2831",NA
"east palo alto","EPA Razorbacks Rugby Club; East Palo Alto; East Palo Alto Razorbacks; East Palo Alto Razorbacks Rugby Club; EPA Razorbacks; EPA Razorbacks RC","7094",NA
"East Palo Alto Razorbacks","EPA Razorbacks Rugby Club; East Palo Alto; East Palo Alto Razorbacks; East Palo Alto Razorbacks Rugby Club; EPA Razorbacks; EPA Razorbacks RC","7094",NA
"Eastern Free State","Griffons; Griffons Rugby Union; Noord-Vrystaat Griffons; Eastern Free State; Northern Free State Rugby; Northern Free State; グリフォンズ","531",NA
"Eastern Province Country Districts","Eastern Province Kings; Eastern Province Country Districts; E.P. Elephants; E.P. Kings; Eastern Kings; Eastern Province; Eastern Province Elephants; Eastern Province Rugby Union; Elephants; EP Elephants; EP Kings; EPキングス; Magtige Olifante; Mighty Elefants; Mighty Elephants; OP Kings; OP Olifante; イースタン・プロヴィンス; イースタン・プロヴィンス・キングス","495",NA
"easts rfc","Eastern Suburbs RUFC; פרברי מזרח RUFC; פרברים מזרחיים RUFC; Eastern Suburbs RUFC; Canberra; Easts; Easties; East Beasts; Beasties; イースタン・サバーブ","1203",NA
"Easts Rugby","Easts Tigers Rugby Union; Brisbane Easts; Easts Rugby Union Inc.; Easts Rugby; Easts Tigers; Tigers","496",NA
"Eastside Lions RFC","Eastside Lions Rugby; Eastside Lions RFC","7843",NA
"Eauze d'Armagnac","US Eauze d'Armagnac; US Eauze","5083",NA
"edinburgh city police","Edinburgh City Police","7842",NA
"Edinburgh College of Art","Edinburgh College of Art","7494",NA
"Edinburgh U-18","Edinburgh Rugby; Edinburgh U-18; Édimbourg; Édimbourg Gunners; Édimbourg Rugby; Edimburgo; Edinburgh; Edinburgh Gunners; Edinburgh Reivers; Rugby Edimburgo; The Gunners; エジンバラ; エジンバラ・ラグビー; エディンバラ; エディンバラ・ラグビー; 愛丁堡橄欖球隊; 爱丁堡橄榄球队","120",NA
"edmonton druids","Strathcona Druids Rugby Football Club; Strathcona Druids RFC; Strathcona Druids; Edmonton Druids","7841",NA
"edmonton irish canadian","Edmonton Irish Canadian","7831",NA
"edmonton nor'westers","Edmonton Nor'Westers Rugby Club; Edmonton Nor'Westers; Nor'Westers; Nor'Westers Athletic Association Rugby","7083",NA
"Elephant Rugby Gossolengo","Elephant Rugby Gossolengo; Gossolengo; Rugby Gossolengo; Gossolengo Rugby","7084",NA
"elorrio rugby taldea","Elorrio Rugby Taldea","7840",NA
"eltham","Eltham","3850",NA
"empils rostov on don","Rostov; Empils Rostov on Don; Empils Rostov-sur-le-Don","2975",NA
"endeavour rugby club","Endeavour Rugby Club; Endeavour RC","7839",NA
"England B","England A national rugby union team; England B; Angleterre A; Angleterre B; Angleterre XV; England A; England Saxons; England Saxon; Nazionale A di rugby XV dell'Inghilterra; ru a eng; イングランド・サクソンズ; イングランドA","824",NA
"england colleges","England national university rugby union team; England Universities; England Students; England Colleges; Angleterre U","7090",NA
"england colts","England national under-20 rugby union team; England Colts; Angleterre -20; Angleterre -20 ans; Inglaterra sub-20; Inglaterra U20; nazionale inglese u-20 di rugby; Seleccion juvenil de rugby de Inglaterra; Selección juvenil de rugby de Inglaterra; U20イングランド","163",NA
"England Colts","England national under-20 rugby union team; England Colts; Angleterre -20; Angleterre -20 ans; Inglaterra sub-20; Inglaterra U20; nazionale inglese u-20 di rugby; Seleccion juvenil de rugby de Inglaterra; Selección juvenil de rugby de Inglaterra; U20イングランド","163",NA
"england counties","England amateur national rugby union team; England Amateurs; National Division XV; England Counties; England Counties XV","813",NA
"england northern division","Rugby Football Union Northern Division; England Northern Division","7838",NA
"england rugby u-23","England national under-23 rugby union team; england rugby u-23","7837",NA
"england students","England national university rugby union team; England Universities; England Students; England Colleges; Angleterre U","7090",NA
"england u-19","England national under-19 rugby union team; England U19s; England U-19; England U-19s; England U19; England Under-19; England Under 19; England Under 19s; Angleterre -19","7087",NA
"england u-19s","England national under-19 rugby union team; England U19s; England U-19; England U-19s; England U19; England Under-19; England Under 19; England Under 19s; Angleterre -19","7087",NA
"england u-21","England national under-21 rugby union team; England U-21; England U21; England U21s; England Under 21; Angleterre U21; Angleterre -21; Angleterre -21 ans","7088",NA
"england u19","England national under-19 rugby union team; England U19s; England U-19; England U-19s; England U19; England Under-19; England Under 19; England Under 19s; Angleterre -19","7087",NA
"england u19s","England national under-19 rugby union team; England U19s; England U-19; England U-19s; England U19; England Under-19; England Under 19; England Under 19s; Angleterre -19","7087",NA
"england u21","England national under-21 rugby union team; England U-21; England U21; England U21s; England Under 21; Angleterre U21; Angleterre -21; Angleterre -21 ans","7088",NA
"england u21s","England national under-21 rugby union team; England U-21; England U21; England U21s; England Under 21; Angleterre U21; Angleterre -21; Angleterre -21 ans","7088",NA
"england under-19","England national under-19 rugby union team; England U19s; England U-19; England U-19s; England U19; England Under-19; England Under 19; England Under 19s; Angleterre -19","7087",NA
"england under 19","England national under-19 rugby union team; England U19s; England U-19; England U-19s; England U19; England Under-19; England Under 19; England Under 19s; Angleterre -19","7087",NA
"england under 19s","England national under-19 rugby union team; England U19s; England U-19; England U-19s; England U19; England Under-19; England Under 19; England Under 19s; Angleterre -19","7087",NA
"england under 21","England national under-21 rugby union team; England U-21; England U21; England U21s; England Under 21; Angleterre U21; Angleterre -21; Angleterre -21 ans","7088",NA
"england universities","England national university rugby union team; England Universities; England Students; England Colleges; Angleterre U","7090",NA
"Enisey-STM","Yenisey-STM Krasnoyarsk; Enisei-STM; Enisej-STM; Enisey-STM; Ienisseï-STM; Ienisseï Krasnoïarsk; STM Krasnoyarsk; STMクラスノヤルスク; Yenisey-STM; Yenisey-STM Rugby Club; Регбийный клуб Енисей-СТМ; тяжелая машина; エニセイ＝STM; エニセイSTM; エンセイSTM; クラスニヤール; クラスヌイ・ヤールクラスノヤルスク; クラスノヤルスク","166",NA
"entente des 4 cantons","4 Cantons BHAP; Entente des 4 cantons; Entente des 4 Cantons","4472",NA
"entente vallée de l'escou","Ras Escou Lasseube; Entente Vallée de l'Escou; SC Lasseube","4751",NA
"er galiza","ER Galiza","7836",NA
"ER Galiza","ER Galiza","7836",NA
"Ermelo","Ermelo","6679",NA
"és catalane","Étoile sportive catalane; ES Argèles; ES Argelès; ES argelésienne; ES catalane; ES Catalane; Étoile sportive argelésienne; Etoile sportive catalane; Grenouille sportive Argelésienne","779",NA
"ES Coteaux de l'Arrêt","Entente Sportive Coteaux de l'Arrêt; Arrêt; E.S.C.A Entente Sportive Des Coteaux De L'arrêt; ES Coteaux de l'Arrêt; ES Côteaux de l'Arrêt; ESCA; ESCA rugby","4782",NA
"es viry-châtillon","Viry-Châtillon Rugby Club; Entente sportive de Viry-Châtillon - Rugby; ES Viry-Châtillon; ES Viry-Châtillon - Rugby; ES Viry Chatillon; Viry-Châtillon; Viry-Châtillon RC; Viry RC; Viry Rugby Club","3133",NA
"Estudiantes de Paraná","Estudiantes de Paraná; Atlético Estudiantes; CA Estudiantes; Club Estudiantes de Parana; Estudiantes de Parana","2004",NA
"Étoile Sportive Arudyenne","ES Arudyenne; Arudy; ES Arudy","4746",NA
"ʻeua","'Eua Rugby Union; Eua Rugby Union; 'Eua; ʻEua","7835",NA
"evergreens","Evergreens","6211",NA
"exeter saracens rfc","Exeter Saracens","4173",NA
"Exeter Saracens RFC","Exeter Saracens","4173",NA
"f. j. c. moffat xv","Moffat RFC; Moffat Rugby Football Club; F. J. C. Moffat XV; The Rams","1519",NA
"falaleu marist","Falaleu Marist; Falaleu Marist Rugby Club","7096",NA
"false bay","False Bay; False Bay RC; False Bay RFC","6212",NA
"false bay rugby football club","False Bay; False Bay RC; False Bay RFC","6212",NA
"Farnham","Farnham RFC; Farnham RUFC","4033",NA
"Farnham RUFC","Farnham RFC; Farnham RUFC","4033",NA
"fasi ma'ufanga","Fasi Ma'ufanga Rugby Club; Fasi Ma'ufanga RC","7834",NA
"fc aix-les-bains","Football Club Aix-les-Bains; Aix-les-Bains; FC Aix; FC Aix-les-Bains; FCA; FCアックス","510",NA
"fc aix les bains","Football Club Aix-les-Bains; Aix-les-Bains; FC Aix; FC Aix-les-Bains; FCA; FCアックス","510",NA
"fc oloron","Football Club oloronais; Oloron; FC Oloron; FC Oloron rés.; FCオロロン; Football club Oloron; Football club oloronais rugby","513",NA
"fc tournon tain","FC Tournon Tain; FC Tain Tournon; FC Tournon-Tain","4604",NA
"FC Villefranche","Football club villefranchois; FC Villefranche; FC Villefranche-de-Lauragais; FC Villefranchois; FCV; Football Club Villefranchois; Villefranche-de-Lauragais","514",NA
"fc villefranchois","Football club villefranchois; FC Villefranche; FC Villefranche-de-Lauragais; FC Villefranchois; FCV; Football Club Villefranchois; Villefranche-de-Lauragais","514",NA
"fctt","Football club TOAC TOEC rugby; FC TOAC TOEC; FC Toac Toec Rugby; FCTT; FCTT rugby; FCTT Rugby; Football Club TOAC TOEC; TOAC TOEC; TOEC TOAC FCT","699",NA
"fctt rugby","Football club TOAC TOEC rugby; FC TOAC TOEC; FC Toac Toec Rugby; FCTT; FCTT rugby; FCTT Rugby; Football Club TOAC TOEC; TOAC TOEC; TOEC TOAC FCT","699",NA
"feilding old boys-oroua","Feilding Old Boys RFC; Feilding Old Boys-Oroua; Feilding Old Boys Oroua Rugby and Netball Club; FOBO; The Stags","1234",NA
"Feilding Yellows","Feilding Yellows RFC; Feilding Yellows; Feilding Yellows Rugby Football Club","2962",NA
"ferrara","CUS Ferrara Rugby; CUS Ferrara; Ferrara","799",NA
"fife district xv","Fife District XV","7833",NA
"figeac","GS Figeac; CS Figeac; Figeac; Groupe sportif figeacois; GS Figeacois; GSF","532",NA
"Fiji Army Rugby Union Club","Fiji Army Rugby Union Club; Army Rugby Union; Army Rugby Club","7941",NA
"fiji b","Fiji A national rugby union team; Fiji A; Fiji B","7806",NA
"fiji national","Fiji national rugby union team; Fiji National; Echipa naţională de rugby din fiji; équipe des îles Fidji de rugby à XV; Ffiji tîm rygbi'r undeb cenedlaethol; Fidji; Fidji nasional rugbyspan; Fidji nasionale rugbyspan; Fidji se nasionale rugbyspan; Figi; Fijisch rugbyteam; Fiyi; Fliying Fijians; Flying Fijians; Nazionale di rugby a 15 di Figi; Nazionale di rugby XV delle Figi; Nazionale di rugby XV di Figi; Reprezentacja Fidżi w rugby mężczyzn; ru fji; Seleção Fijana de Râguebi; Seleção Fijana de Rugby; Selección de rugbi de Fixi; Selección de rugby de Fixi; Seleccion de rugby de Fiyi; Selección de rugby de Fiyi; Seleccion nacional de rugby de Fiyi; Selección nacional de rugby de Fiyi; Sgioba naiseanta rugbaidh Fhidi; tîm rygbi'r undeb cenedlaethol Ffiji; Tîm rygbi cenedlaethol Ffiji; tîm rygbi Ffiji; フィジー","222",NA
"fiji police rugby union","Fiji Police Rugby Union; Fiji Police","7832",NA
"fiji u-19","Fiji national under-19 rugby union team; Fiji U-19; Fiji U19; Fidji -19","7100",NA
"fiji u-21","Fiji national under-21 rugby union team; Fiji U-21; Fiji U21; Fidji -21","7101",NA
"fiji u18s","Fiji national under-18 rugby union team; Fiji U18s; Fidji -18","7099",NA
"fiji u19","Fiji national under-19 rugby union team; Fiji U-19; Fiji U19; Fidji -19","7100",NA
"fiji u21","Fiji national under-21 rugby union team; Fiji U-21; Fiji U21; Fidji -21","7101",NA
"fiji xv","Fiji Warriors; Fidji Warriors; Figi XV; Fiji A; Fiji XV; ru a fji; Warriors; フィジー・ウォリアーズ; フィジーウォリアーズ","506",NA
"Firenze Rugby 1931","Firenze Rugby 1931; CUS Firenze; CUS Firenze Rugby; Firenze 1931; Giunti Firenze Rugby 1931","509",NA
"Fiumicello","ASD Rugby Fiumicello; Fiumicello","5591",NA
"flers","RC Flers Et Pays Du Bocage; Flers; RC Bocage virois","5301",NA
"floirac","CM Floirac rugby; CM Floirac; CMF; Floirac","3012",NA
"Florentia Rugby","Florentia Rugby; Florentia","7103",NA
"FNB Wanderers","Wanderers Rugby Club; FNB Wanderers; Wanderers; Wanderers RC; ワンダラーズ","2637",NA
"Focșani","Focșani RC; Focșani; Focșani Rugby Club","7637",NA
"Foothills Lions","Foothills Lions Rugby Football Club; Foothills Lions RFC; Foothills Lions","7830",NA
"Foothills Lions RFC","Foothills Lions Rugby Football Club; Foothills Lions RFC; Foothills Lions","7830",NA
"Forlì Rugby","Forlì Rugby; Rugby Forlì 1979","7829",NA
"france u-21","France national under-21 rugby union team; France U-21; France U21; France -21; France -21 ans; Francia under 21","2743",NA
"france u19","France national under-19 rugby union team; France U19; France U19's; France -19; France -19 ans; les Bleuets; selecció francesa de rugbi a XV sub-19","2469",NA
"france u19's","France national under-19 rugby union team; France U19; France U19's; France -19; France -19 ans; les Bleuets; selecció francesa de rugbi a XV sub-19","2469",NA
"france u21","France national under-21 rugby union team; France U-21; France U21; France -21; France -21 ans; Francia under 21","2743",NA
"france u23","France national under-23 rugby union team; France U23","7805",NA
"frankfurt 1880 rfc","SC 1880 Frankfurt; Frankfurt 1880 RFC; Cannstatter FC; Cannstatter Fussball-Club; Cannstatter Fußball-Club; Francoforte; Francoforte 1880; Francoforte 1880II; SC Francfort 1880; SC Frankfurt; SC Frankfurt 1880; Sport-Club Frankfurt 1880 e.V.","50",NA
"Frascati","Rugby Frascati Union; Frascati Rugby Union; Frascati Rugby; AS Rugby Frascati; Frascati; Rugby Città di Frascati; Rugby Città di Frascati SSD; Rugby Frascati","840",NA
"Frascati Rugby","Rugby Frascati Union; Frascati Rugby Union; Frascati Rugby; AS Rugby Frascati; Frascati; Rugby Città di Frascati; Rugby Città di Frascati SSD; Rugby Frascati","840",NA
"Frascati Rugby Union","Rugby Frascati Union; Frascati Rugby Union; Frascati Rugby; AS Rugby Frascati; Frascati; Rugby Città di Frascati; Rugby Città di Frascati SSD; Rugby Frascati","840",NA
"fraser tech","Fraser Tech RC; Fraser Tech; フレイザーテックラグビークラブ","6042",NA
"Free State Cheetahs U19","Cheetahs; Free State Cheetahs; Free State Cheetahs U19; F.S. Cheetahs; Free State; FS Cheetahs; Central Cheetahs; Cheetahs Rugby Union; Griquas / Cheetahs; チーターズ; フリーステート; FSチーターズ; Orange Free State; エマージング・チーターズ; オレンジ・フリーステイト; フリーステイト・チーターズ; フリーステイトXV; フリーステート; フリーステート・チーターズ; フリーステートXV; フリーステートチーターズ","22",NA
"free state defence","Bloemfontein Defence Force; Free State Defence","6528",NA
"freyberg","Freyberg Old Boys RFC; Freyberg Old Boys; Freyberg Old Boys Rugby Football Club; Freyberg RC","2963",NA
"freyberg rc","Freyberg Old Boys RFC; Freyberg Old Boys; Freyberg Old Boys Rugby Football Club; Freyberg RC","2963",NA
"fukuoka institute of technology","Fukuoka Institute of Technology Rugby Club; Fukuoka Institute of Technology; 福岡工業大学","2090",NA
"Fushimi Industrial HS","Fushimi Rugby Club; Fushimi RC; Fushimi Industrial HS; Fushimi Technical HS","7828",NA
"Fushimi Technical HS","Fushimi Rugby Club; Fushimi RC; Fushimi Industrial HS; Fushimi Technical HS","7828",NA
"gai wu rfc","Gai Wu RFC; ガイ・ウーRFC","6929",NA
"gala star","Gala Star RFC; Gala Star","7827",NA
"galveston rfc","Galveston RFC; Galveston Rugby Football Club","7109",NA
"gardens-tech rfc","Gardens-Tech RFC","7826",NA
"Gardens-Tech RFC","Gardens-Tech RFC","7826",NA
"Gardens RFC","Gardens RFC; Gardens","6465",NA
"garioch rugby","Garioch RFC; Garioch Rugby; Garioch Rugby Football Club","2951",NA
"garrison rfc","Garrison RFC; South African Air Force","7825",NA
"Garrison RFC","Garrison RFC; South African Air Force","7825",NA
"Gateshead Fell","Gateshead RFC; Gateshead; Gateshead Fell RFC; Gateshead Fell","4194",NA
"Gateshead Fell RFC","Gateshead RFC; Gateshead; Gateshead Fell RFC; Gateshead Fell","4194",NA
"gaunavou","Gaunavou Rugby Club; Gaunavou; Gaunavou RC","7110",NA
"géorgia","Georgia national rugby union team; Georgia; Georgia rugby takımı; Géorgie; Georgisch rugbyteam; Gürcistan milli rugby takımı; Gürcistan ragbi takımı; Gürcistan ulusal ragbi takımı; nazionale georgiana di rugby; ru geo; Seleccion de rugby de Georgia; tîm rygbi'r undeb cenedlaethol Georgia; Tîm rygbi'r undeb cenedlaethol Jeorjia; Tîm rygbi cenedlaethol Georgia; Tîm rygbi cenedlaethol Jeorjia; ジョージア; ラグビーグルジア代表","82",NA
"georgia u19","Georgia national under-19 rugby union team; Georgia Under-19; Georgia U19; Géorgie -19","7111",NA
"georgia under-19","Georgia national under-19 rugby union team; Georgia Under-19; Georgia U19; Géorgie -19","7111",NA
"germiston simmer","Germiston Simmer","6537",NA
"Germiston Simmer","Germiston Simmer","6537",NA
"GISPI Prato","Gispi Rugby Prato; Gispi Prato","5635",NA
"givors","SO Givors; Givors; Stade Olympique Givors","3044",NA
"gladiatori sanniti","Gladiatori Sanniti; グラディアートル・サンニチ","814",NA
"Glais RFC","Glais RFC","3179",NA
"glamorgan police","Glamorgan Police RFC; Glamorgan Police Rugby Football Club","1264",NA
"Glamorgan Police","Glamorgan Police RFC; Glamorgan Police Rugby Football Club","1264",NA
"Glamorgan Wanderers RFC","Glamorgan Wanderers RFC; Glamorgan; Glamorgan Wanderers; Glamorgan Wanderers Rugby Football Club; The Wands; グラモーガン・ワンダラーズ","81",NA
"glasgow highlanders","Glasgow Highlanders; Highland Light Infantry","7824",NA
"Glasgow Hutchesons Aloysians","Glasgow Hutchesons Aloysians RFC; GHA; GHA Rugby Football Club; Glasgow Hutchesons' Aloysians Rugby Football Club; Glasgow Hutchesons Aloysians","525",NA
"glasgow thistles","Glasgow Warriors; Glasgow Thistles; Glasgow; Glasgow Caledonian; Glasgow Caledonians; Glasgow Rugby; Glaswgow Warriors; グラスゴー; グラスゴー・ウォリアーズ","37",NA
"Glasgow Thistles","Glasgow Warriors; Glasgow Thistles; Glasgow; Glasgow Caledonian; Glasgow Caledonians; Glasgow Rugby; Glaswgow Warriors; グラスゴー; グラスゴー・ウォリアーズ","37",NA
"glebe-balmain","Balmain RFC; Balmain; Glebe-Balmain; Glebe-Balmain RUFC; Balmain Rugby Club; Muzzled Wolves","2438",NA
"Glebe-Balmain","Balmain RFC; Balmain; Glebe-Balmain; Glebe-Balmain RUFC; Balmain Rugby Club; Muzzled Wolves","2438",NA
"glebe-balmain rufc","Balmain RFC; Balmain; Glebe-Balmain; Glebe-Balmain RUFC; Balmain Rugby Club; Muzzled Wolves","2438",NA
"glebe rufc","Glebe RU; Glebe Sydney; Glebe RUFC; Glebe Rugby Union","7114",NA
"Glebe RUFC","Glebe RU; Glebe Sydney; Glebe RUFC; Glebe Rugby Union","7114",NA
"glebe rugby union","Glebe RU; Glebe Sydney; Glebe RUFC; Glebe Rugby Union","7114",NA
"Glebe Rugby Union","Glebe RU; Glebe Sydney; Glebe RUFC; Glebe Rugby Union","7114",NA
"glebe sydney","Glebe RU; Glebe Sydney; Glebe RUFC; Glebe Rugby Union","7114",NA
"Glenmark","Glenmark RFC","5768",NA
"Glenmark RFC","Glenmark RFC","5768",NA
"Glenwood Old Boys","Glenwood High School Old Boys; Glenwood Old Boys","7823",NA
"Gloucestershire","Gloucestershire Rugby Football Union Team; Gloucestershire; Gloucestershire Rugby Football Union; Gloucestershire RFU","7551",NA
"Glyncoch","Glyncoch RFC","6151",NA
"Glyncoch RFC","Glyncoch RFC","6151",NA
"Gold Coast Breakers","Gold Coast Breakers; Bond University; Bond University RC; Bond University Rugby Club; ボンドユニバーシティ; ボンド大学","526",NA
"Gold Coast Eagles","Gold Coast Eagles; Gold Coast 'Eagles'; Gold Coast Rugby Union Football Club Inc.","2551",NA
"golden lions u/21","Lions; Golden Lions; Cats; Lions du Transvaal; The Lions; Golden Lions u/21; Gauteng Lions; Golden Cats; Golden Lions U20; Golden Lions U21; MTM Lions; Rooibontes; Transvaal; Transvaal / Golden Lions; Transvaal Rugby Union; Xerox Golden Lions; ゴールデン・ライオンズ; ゴールデン・ライオンズXV; ゴールデンライオンズ; トランスヴァール; キャッツ; ライオンズ; ライオンズU18; 골든 라이온스; 라이온스; 트란스발","241",NA
