"rugbyscopeId","altNames","teamWP"
NA,"belmont shore rfc; Belmont Shore RFC; Belmont Shore","Belmont_Shore_RFC"
NA,"benetton; treviso; benetton treviso; benetton rugby; Treviso Youth; Benetton; Benetton Treviso; Benetton Academy","Benetton_Rugby"
NA,"bera bera; bera bera rt","Bera_Bera_RT"
NA,"berliner rc; berliner rugby club; Berliner RC","Berliner_RC"
NA,"biarritz; biarritz olympique; Biarritz Olympique; Biarritz","Biarritz_Olympique"
NA,"biggar rfc; Biggar; Biggar RFC","Biggar_RFC"
NA,"birkenhead park; Birkenhead Park; Birkenhead Park FC","Birkenhead_Park_FC"
NA,"birmingham & solihull r.f.c.; pertemps bees; birmingham & solihull; birmingham & solihull bees; birmingham and solihull; birmingham and solihull r.f.c.; birmingham solihull; birmingham; pertemp bees; Pertemps Bees; Birmingham & Solihull R.F.C.","Birmingham_%26_Solihull_R.F.C."
NA,"black lion; the black lion","Black_Lion_(rugby_union)"
NA,"blackheath; blackheath f.c.; blackheath fc; Blackheath F.C.; Blackheath R.C.; Blackheath; Blackheath FC","Blackheath_F.C."
NA,"blackrock college rfc; blackrock college; blackrock college r.f.c.; Blackrock College; Blackrock Coll; Blackrock College RFC","Blackrock_College_RFC"
NA,"blackwood rfc; Blackwood RFC","Blackwood_RFC"
NA,"blaenavon; blaenavon rfc; Blaenavon; Blaenavon RFC","Blaenavon_RFC"
NA,"blagnac; blagnac scr; Blagnac","Blagnac_Rugby"
NA,"blaina rfc; Blaina RFC","Blaina_RFC"
NA,"blaydon rfc; blaydon","Blaydon_RFC"
NA,"blue bulls xv; blue bulls; bulls; northern transvaal; northern bulls; Bulls; Blue Bulls; Blue Bulls U21","Bulls_(rugby_union)"
NA,"bobigny; ac bobigny; ac bobigny 93; Bobigny; Bobigny 93; AC Bobigny 93","AC_Bobigny_93_Rugby"
NA,"boland cavaliers; boland; boland kavaliers; Boland Cavaliers; Boland; Boland U20","Boland_Cavaliers"
NA,"bonymaen rfc; dunvant juniors; Bonymaen RFC","Bonymaen_RFC"
NA,"border reivers; borders reivers; borders; scottish borders; the borders","Border_Reivers_(rugby_union)"
NA,"border; border bulldogs; bulldogs; Border Bulldogs; Border","Border_Bulldogs"
NA,"boroughmuir bears; boroughmuir rfc; boroughmuir; Boroughmuir; Boroughmuir RFC","Boroughmuir_RFC"
NA,"boston rfc; boston r.c.","Boston_RFC_(United_States)"
NA,"boulogne-billancourt; AC Boulogne-Billancourt","AC_Boulogne-Billancourt"
NA,"bourgoin-jallieu; bourgoin; cs bourgoin-jallieu; cs bourgoin; bougoin-jallieu; bourgouin jallieu; Bourgoin; CS Bourgoin-Jallieu","CS_Bourgoin-Jallieu"
NA,"bracknell; bracknell rfc","Bracknell_RFC"
NA,"bradford & bingley; bradford & bingley rfc; Bradford & Bingley RFC","Bradford_%26_Bingley_RFC"
NA,"bradford; bradford fc; bradford f.c.","Bradford_(Park_Avenue)_A.F.C."
NA,"brecon rfc; Brecon RFC","Brecon_RFC"
NA,"bridgend athletic; Bridgend Athletic","Bridgend_Athletic_RFC"
NA,"bridgend; bridgend rfc; bridgend ravens; Bridgend RFC; Bridgend; Bridgend Ravens","Bridgend_Ravens"
NA,"bridgwater & albion rfc; bridgwater & albion","Bridgwater_%26_Albion_RFC"
NA,"brisbane city; ballymore tornadoes; tornadoes","Brisbane_City_(rugby_union)"
NA,"bristol rugby; bristol bears; bristol; bristol shoguns; bristol rfc; Bristol Bears; Bristol Rugby; Bristol; Bristol RFC","Bristol_Bears"
NA,"british and irish lions; British & Irish Lions; british & irish lions; british lions; british isles; anglo-welsh; british isles xv; british lions xv; the lions; combined british; anglo welsh","British_%26_Irish_Lions"
NA,"British Army; british army; army rugby union; British Army XV; Army Rugby Union","Army_Rugby_Union"
NA,"british columbia bears; british columbia; bc bears","BC_Bears"
NA,"briton ferry rfc; Briton Ferry RFC","Briton_Ferry_RFC"
NA,"brive; ca brive; Brive; CA Brive","CA_Brive"
NA,"broadstreet rfc; broadstreet; Broadstreet RFC","Broadstreet_RFC"
NA,"brothers; brisbane brothers; brothers old boys; Brothers; Brothers Rugby Club; Brothers Old Boys","Brothers_Rugby_Club"
NA,"broughton park rufc; broughton park; Broughton Park","Broughton_Park_RUFC"
NA,"buc; barcelona universitari club; barcelona uc","Barcelona_Universitari_Club"
NA,"buccaneers; buccaneers rfc; Buccaneers; Buccaneers RFC","Buccaneers_RFC"
NA,"bucurești wolves; romanian wolves; bucharest wolves; bucurești oaks","Romanian_Wolves"
NA,"buenos aires; Buenos Aires Cricket & Rugby Club; Buenos Aires CRC","Buenos_Aires_Cricket_%26_Rugby_Club"
NA,"bury st edmunds; bury st. edmunds; bury rufc","Bury_St_Edmunds_RUFC"
NA,"byu; Brigham Young University","BYU_Cougars_men%27s_rugby"
NA,"CA Bordeaux Bègles; ca bègles; ca bordeaux-bègles gironde; ca bordeaux; ca bordeaux bègles; CA Bordeaux-Bègles","CA_Bordeaux-B%C3%A8gles_Gironde"
NA,"ca lannemezan; lannemezan","CA_Lannemezan"
NA,"ca périgueux; périgueux; ca perigueux; Périgueux","CA_P%C3%A9rigueux"
NA,"caerphilly; caerphilly rfc","Caerphilly_RFC"
NA,"cahors rugby; cahors; Cahors Rugby; Cahors","Cahors_Rugby"
NA,"caldy; caldy rfc; Caldy RFC","Caldy_RFC"
NA,"caledonia u18; caledonia u19; caledonia u20; north and midlands","North_and_Midlands"
NA,"california golden bears; california golden bears rugby","California_Golden_Bears_rugby"
NA,"camborne; camborne rfc","Camborne_RFC"
NA,"cambridge university; cambridge university r.u.f.c.; cambridge university rfc; university of cambridge; cambridge university rufc; Cambridge University R.U.F.C.; Cambridge University; Cambridge University RFC; Cambridge University RUFC","Cambridge_University_R.U.F.C."
NA,"cambridge; cambridge r.u.f.c.; Cambridge R.U.F.C.; Cambridge","Cambridge_R.U.F.C."
NA,"cambuslang; Cambuslang; Cambuslang RFC","Cambuslang_RFC"
NA,"canada a; canada selects","Canada_A_national_rugby_union_team"
NA,"canada u20; canada u20s; canada under-20","Canada_national_under-20_rugby_union_team"
NA,"canberra royals; canberra; Canberra Royals","Canberra_Royals"
NA,"canberra vikings; Canberra Vikings; university of canberra vikings; act and southern nsw; act & s. nsw; act kookaburras; act & southern nsw","Canberra_Vikings"
NA,"canterbury rfc; Canterbury RFC","Canterbury_RFC"
NA,"canterbury; Canterbury U19","Canterbury_Rugby_Football_Union"
NA,"canton rfc; Canton RFC","Canton_RFC"
NA,"capilano rfc; Capilano; Capilano RFC","Capilano_RFC"
NA,"carcassonne; us carcassonne","US_Carcassonne"
NA,"cardiff harlequins rfc; Cardiff Harlequins RFC","Cardiff_Harlequins_RFC"
NA,"cardiff metropolitan university; uwic; cardiff metropolitan; cardiff training college; uwic rfc; Cardiff College of Education","Cardiff_Metropolitan_University_RFC"
NA,"cardiff rfc; Cardiff rfc; cardiff RFC; Cardiff RFC","Cardiff_RFC"
NA,"cardiff rugby; cardiff blues; Cardiff Rugby; Cardiff Blues; cardiff rugby academy","Cardiff_Rugby"
NA,"cardiff university; Cardiff University; University College Cardiff","Cardiff_University"
NA,"carlisle; Carlisle","Carlisle_RFC"
NA,"carlow; Carlow","County_Carlow_Football_Club"
NA,"carmarthen athletic; carmarthen athletic rfc; Carmarthen Athletic RFC","Carmarthen_Athletic_RFC"
NA,"carmarthen quins; carmarthen quins rfc; carmarthen; Carmarthen Quins RFC; Carmarthen RFC; Carmarthen Quins","Carmarthen_Quins_RFC"
NA,"carqueiranne-hyères; Hyères Carqueiranne La Crau","Rugby_Club_Hy%C3%A8res_Carqueiranne_La_Crau"
NA,"carrasco polo club; Carrasco Polo Club","Carrasco_Polo_Club"
NA,"cashel; Cashel","Cashel_RFC"
NA,"castaway wanderers rfc; castaway wanderers; Castaway Wanderers RFC; Castaway Wanderers","Castaway_Wanderers_RFC"
NA,"castres; castres olympique; castre; Castres Olympique; Castres","Castres_Olympique"
NA,"cefneithin rfc; Cefneithin","Cefneithin_RFC"
NA,"ceibos; dogos xv","Dogos_XV"
NA,"celtic warriors; Celtic Warriors","Celtic_Warriors"
NA,"ceylonese rugby & football club; ceylonese rfc; cr & fc; cr&fc","Ceylonese_Rugby_%26_Football_Club"
NA,"champagnat; Club Champagnat","Club_Champagnat"
NA,"cheetahs; free state xv; free state cheetahs; Cheetahs; emerging cheetahs; free state; cheetahs/free state cheetahs; orange free state; cheetahs xv; fs cheetahs; free state cheetahs academy; Free State Cheetahs; Free State U19; Free State U21","Cheetahs_(rugby_union)"
NA,"chepstow rfc; Chepstow RFC","Chepstow_RFC"
NA,"cheshire rfc; cheshire","Cheshire_Rugby_Football_Union"
NA,"chicago lions; Chicago Lions","Chicago_Lions"
NA,"chiefs; waikato chiefs; Chiefs","Chiefs_(Super_Rugby)"
NA,"chile u20; chile u20s","Chile_national_under-20_rugby_union_team"
NA,"chiltern rfc; Amersham & Chiltern RFC","Amersham_and_Chiltern_Rugby"
NA,"chinnor r.f.c.; chinnor; chinnor rfc; Chinnor","Chinnor_R.F.C."
NA,"chippenham rfc; Chippenham RFC","Chippenham_RFC"
NA,"cilfynydd rfc; Cilfynydd RFC","Cilfynydd_RFC"
NA,"cinderford; Cinderford","Cinderford_R.F.C."
NA,"cities district; cities","Cities_District_(rugby_union)"
NA,"city of armagh; city of armagh rfc; City of Armagh RFC","City_of_Armagh_RFC"
NA,"city of derry; city of derry r.f.c.","City_of_Derry_R.F.C."
NA,"civil service; Civil Service","Civil_Service_Rugby_Club"
NA,"clanwilliam; Clanwilliam","Clanwilliam_F.C."
NA,"clarkston; clarkston rfc; Clarkston RFC; Clarkston","Clarkston_RFC"
NA,"clifton rfc; clifton; clifton rugby football club; Clifton RFC; Clifton Rugby Football Club","Clifton_Rugby"
NA,"clontarf; clontarf fc; Clontarf; Clontarf F.C.","Clontarf_F.C."
NA,"club atlético san isidro; casi; CASI; c.a. san isidro; Club Atlético San Isidro; C.A. San Isidro","Club_Atl%C3%A9tico_San_Isidro"
NA,"club de rugby santander; santander","Club_de_Rugby_Santander"
NA,"club newman; newman","Club_Newman"
NA,"club pucará; pucará; Pucará","Club_Pucar%C3%A1"
NA,"Club Pueyrredón; club pueyrredón","Club_Pueyrred%C3%B3n"
NA,"clydesdale; Clydesdale","Clydesdale_RFC_(Glasgow)"
NA,"co-optimists; Co-Optimists","Co-Optimist_Rugby_Club"
NA,"coca-cola red sparks; coca-cola west red sparks","Coca-Cola_Red_Sparks"
NA,"colorno; rugby colorno; Colorno","Rugby_Colorno"
NA,"colwyn bay rfc; colwyn bay","Colwyn_Bay_RFC"
NA,"connacht; connacht academy; connacht rugby; connacht eagles; connacht a","Connacht_Rugby"
NA,"córdoba athletic; córdoba a.c.; córdoba athletico; cordoba atletico; córdoba atletico; Córdoba Atletico","C%C3%B3rdoba_Athletic_Club"
NA,"corinthians/cobras; corinthians rugby; Cobras Brasil XV; cobras brasil xv","Cobras_Brasil_Rugby"
NA,"corinthians; galway corinthians; galway corinthians rfc; Corinthians; Galway Corinthians; Galway Corinthians RFC; Galway","Galway_Corinthians_RFC"
NA,"cork constitution; Cork Constitution; Cork Con","Cork_Constitution"
NA,"cornish pirates; penzance & newlyn; Penzance-Newlyn RFC","Cornish_Pirates"
NA,"counties manakau; manukau; counties manaukau; c. manukau","Counties_Manukau_Rugby_Football_Union"
NA,"counties manukau; Counties Manukau","Counties_Manukau_(National_Provincial_Championship)"
NA,"coventry; coventry rfc; coventry r.f.c.; Coventry R.F.C.; Coventry; Coventry RFC","Coventry_R.F.C."
NA,"cr cisneros; complutense cisneros","CR_Cisneros"
NA,"cr el salvador; cetransa; el salvador rugby; el salvador; silverstorm el salvador; c.r. el salvador","CR_El_Salvador"
NA,"cr la vila; la vila","CR_La_Vila"
NA,"cr liceo francés; liceo francés","CR_Liceo_Franc%C3%A9s"
NA,"cr tecnico; técnico","C._R._T%C3%A9cnico"
NA,"cranbrook; Cranbrook RFC","Cranbrook_RFC"
NA,"crc madrid; crc pozuelo; crc madrid noroeste; real canoe n.c.; ucm canoe","CRC_Pozuelo"
NA,"Crociati Parma Rugby FC; crociati; crociati parma rugby fc; crociati parma; rugby parma f.c. 1931; rugby parma; crociati rfc; overmach parma; overmach rugby parma f.c.","Crociati_Parma_Rugby_FC"
NA,"cross keys rfc; Cross Keys RFC; cross keys","Cross_Keys_RFC"
NA,"crosshaven; Crosshaven","Crosshaven_RFC"
NA,"crumlin rfc; Crumlin RFC","Crumlin_RFC"
NA,"crusaders; canterbury crusaders; Crusaders Academy; Crusaders","Crusaders_(rugby_union)"
NA,"crymych; CrymychYouth","Crymych_RFC"
NA,"csm bucurești; olimpia bucurești; bucurești; csm olimpia bucurești; olipmia bucurești","CSM_Bucure%C8%99ti_(rugby_union)"
NA,"csm suceava; CSM Suceava","CSM_Cetatea_Suceava"
NA,"cuba; club universitario de buenos aires; c.u.b.a.; C.U.B.A.","Club_Universitario_de_Buenos_Aires"
NA,"cumnock rfc; cumnock","Cumnock_RFC"
NA,"currie; currie rfc; Currie RFC; Currie","Currie_RFC"
NA,"cus perugia rugby; cus perugia","CUS_Perugia_Rugby"
NA,"cus torino rugby; cus ad maiora","CUS_Torino_Rugby"
NA,"cwmbran; Cwmbran RFC","Cwmbran_RFC"
NA,"darlington mowden park; darlington mowden park r.f.c.","Darlington_Mowden_Park_R.F.C."
NA,"de la salle palmerston; De La Salle; DLSP FC","De_La_Salle_Palmerston"
NA,"denver barbarians; denver barbarians rfc; Denver Barbarians","Denver_Barbarians_RFC"
NA,"deportiva francesa; dep. francesa","Asociaci%C3%B3n_Deportiva_Francesa"
NA,"derby; Derby RFC","Derby_RFC"
NA,"Devon RFU; devon","Devon_Rugby_Football_Union"
NA,"devonport services r.f.c.; devonport services; devonport services rfc; Devonport Services R.F.C.; Devonport Services RFC","Devonport_Services_R.F.C."
NA,"dinamo bucurești; dinamo bucharest; cs dinamo bucurești; CS Dinamo București","CS_Dinamo_Bucure%C8%99ti_(rugby_union)"
NA,"dings crusaders; Dings Crusaders","Dings_Crusaders_RFC"
NA,"dolphin; dolphin rfc; Dolphin; Dolphin RFC","Dolphin_RFC"
NA,"doncaster knights; doncaster; doncaster rugby; Doncaster Knights; Doncaster","Doncaster_Knights"
NA,"doshisha university; Doshisha University","Doshisha_University"
NA,"dragons; newport gd; ng dragons; newport gwent dragons; newport gwent; Dragons RFC; dragons rfc; gwent; Dragons RFCRFC","Dragons_RFC"
NA,"drc hannover; drc; DRC Hannover","DRC_Hannover"
NA,"drummoyne; drummoyne drfc; Drummoyne DRFC","Drummoyne_DRFC"
NA,"dsv 78 hannover; dsv 78; DSV 78 Hannover","DSV_78_Hannover"
NA,"dublin university football club; dublin university; dufc; TCD; Dublin University; Dublin University Football Club","Dublin_University_Football_Club"
NA,"dumfries saints; Dumfries Saints","Dumfries_Rugby_Club"
NA,"dunbar rfc; Dunbar","Dunbar_RFC"
NA,"dundalk; Dundalk","Dundalk_R.F.C."
NA,"dundee hsfp; dundee hsfp rfc; Dundee HSFP","Dundee_HSFP"
NA,"dunfermline; dunfermline rfc; Dunfermline; Dunfermline RFC","Dunfermline_RFC"
NA,"dungannon; dungannon rfc; Dungannon","Dungannon_RFC"
NA,"dunvant rfc; Dunvant RFC","Dunvant_RFC"
NA,"durham city rfc; durham city","Durham_City_RFC"
NA,"durham county; durham; county durham","Durham_County_Rugby_Football_Union"
NA,"durham university; durham university rfc; Durham University","Durham_University_RFC"
NA,"ealing trailfinders; ealing; Ealing Trailfinders","Ealing_Trailfinders_Rugby_Club"
NA,"east grinstead; east grinstead rfc; East Grinstead","East_Grinstead_RFC"
NA,"east kilbride rfc; east kilbride","East_Kilbride_RFC"
NA,"east of scotland district; East of Scotland","East_of_Scotland_District_(rugby_union)"
NA,"east tamaki; east tamaki rfc","East_Tamaki_RFC"
NA,"eastern province; eastern province kings; mighty elephants; eastern province elephants; mighty elephants/eastern province kings; east cape xv; ep kings; ep invitational xv; Eastern Province; Mighty Elephants; Eastern Province Kings; Eastern Province U19; Eastern Province U21; Eastern Province Elephants","Eastern_Province_Elephants"
NA,"Eastern Suburbs RUFC; eastern suburbs sydney; eastern suburbs; eastern suburbs rufc; Eastern Suburbs","Eastern_Suburbs_District_RUFC"
NA,"Easts Tigers; easts tigers; brisbane easts; EastsWests Scarborough","Easts_Tigers_Rugby_Union"
NA,"eastwood; eastwood rugby club; eastwood rugby; eastwood rufc; Eastwood; Eastwood Rugby Club","Eastwood_Rugby_Club"
NA,"ebbw vale rfc; ebbw vale; Ebbw Vale RFC; Ebbw Vale","Ebbw_Vale_RFC"
NA,"edinburgh academicals; edinburgh academical; Edinburgh Academical; edinburgh accies; Edinburgh Academicals; Edinburgh Academical FC; Edinburgh Academicals RFC","Edinburgh_Academical_Football_Club"
NA,"edinburgh district; edinburgh district u21","Edinburgh_District_(rugby_union)"
NA,"edinburgh institution f.p.; Edinburgh Institution F.P.","Edinburgh_Institution_F.P."
NA,"Edinburgh Rugby; edinburgh rugby; edinburgh; edinburgh 'a'; edinburgh reivers","Edinburgh_Rugby"
NA,"edinburgh university; edinburgh university rfc; Edinburgh University; Edinburgh University RFC; University of Edinburgh RFC","Edinburgh_University_RFC"
NA,"edinburgh wanderers; Edinburgh Wanderers","Edinburgh_Wanderers"
NA,"emerging ireland; Emerging Ireland","Emerging_Ireland"
NA,"england counties xv; england counties u18s; england counties; england counties u20s","England_Counties_XV"
NA,"england saxons; england a; england xv; england A; England B; england 'a'/'b'; england 'a'; saxons; england b","England_A_national_rugby_union_team"
NA,"england sevens; england vii's; england 7s","England_national_rugby_sevens_team"
NA,"england u18; england u18s; england under-18; england under 18; england u-18","England_national_under-18_rugby_union_team"
NA,"england u20s; england u20; england under 20s; england under-20; england under 20; england u-20","England_national_under-20_rugby_union_team"
NA,"england; england rugby","England_national_rugby_union_team"
NA,"enisey-stm; yenisey-stm; enisei-stm; yenisey krasnoyarsk; yenisey-stm krasnoyarsk","Yenisey-STM_Krasnoyarsk"
NA,"epping rugby; Epping","Epping_Rugby_%26_Netball_Club"
NA,"esher; esher rfc; esher rugby football club; Esher","Esher_RFC"
NA,"estudiantes de paraná; Estudiantes de Paraná","Estudiantes_de_Paran%C3%A1"
NA,"exeter chiefs; exeter; exeter rugby club; exeter rfc; Exeter Chiefs; Exeter Chiefs Academy","Exeter_Chiefs"
NA,"exeter university; exeter university rfc; st luke's college; St Luke's College, Exeter; Exeter University","Exeter_University_RFC"
NA,"falcons; gauteng falcons; valke; vaal triangle; eastern transvaal; Falcons","Falcons_(rugby_union)"
NA,"falkirk; falkirk rfc","Falkirk_RFC"
NA,"farul constanța; farul constanţa; rcj farul constanța; Farul Constanța; RCJ Farul Constanța","RCJ_Farul_Constan%C8%9Ba"
NA,"fc barcelona; fc barcelona rugby; futbol club barcelona","FC_Barcelona_Rugby"
NA,"fc grenoble; grenoble; fc grenoble rugby; football club de grenoble rugby; FC Grenoble; Grenoble; FC Grenoble Rugby","FC_Grenoble_Rugby"
NA,"fc lourdes; lourdes","FC_Lourdes"
NA,"fc st. pauli rugby; FC St. Pauli Rugby","FC_St._Pauli_Rugby"
NA,"fcs rumilly; rumilly; Rumilly","Rugby_Club_Savoie_Rumilly"
NA,"felinfoel rfc; Felinfoel RFC","Felinfoel_RFC"
NA,"fettesian-lorettonians; fettesian-lorettonian club; Fettesian-Lorettonians; Fettesian-Lorettonian","Fettesian-Lorettonian_Club"
NA,"fiamme oro; fiamme oro rugby","Fiamme_Oro_Rugby"
NA,"fiji 7s; fiji sevens team; fiji sevens","Fiji_national_rugby_sevens_team"
NA,"fiji u20; fiji under 20; fiji under-20s; fiji under-20","Fiji_national_under-20_rugby_union_team"
NA,"fiji warriors; Fiji Warriors; fiji a; fiji 'a'","Fiji_Warriors"
NA,"fiji; flying fijians","Fiji_national_rugby_union_team"
NA,"fijian drua; drua","Fijian_Drua"
NA,"fijian latui; Fijian Latui","Fijian_Latui"
NA,"force; western force; Western Force; Force","Western_Force"
NA,"Forrester; Forrester RFC","Forrester_RFC"
NA,"france 7s; france 7; france sevens","France_national_rugby_sevens_team"
NA,"france u18's; france u18","France_national_under-18_rugby_union_team"
NA,"france u20; france u20's; france u-20","France_national_under-20_rugby_union_team"
NA,"france; fra","France_national_rugby_union_team"
NA,"fylde; fylde rfc; fylde rugby club; flyde; Fylde","Fylde_RFC"
NA,"g.d. direito; direito; Grupo Desportivo Direito","Grupo_Desportivo_Direito"
NA,"gaillac; ua gaillac","UA_Gaillac"
NA,"gala; gala rfc; Gala; Gala RFC","Gala_RFC"
NA,"galwegians; Galwegians; galwegians rfc","Galwegians_RFC"
NA,"garryowen; garryowen football club; Garryowen; Garryown","Garryowen_Football_Club"
NA,"gentlemen of aspen rfc; gentlemen of aspen; aspen rfc","Gentlemen_of_Aspen_RFC"
NA,"georgia u18; georgia under-18","Georgia_national_under-18_rugby_union_team"
NA,"georgia u20; georgia under-20","Georgia_national_under-20_rugby_union_team"
NA,"georgia; georgia national rugby union team","Georgia_national_rugby_union_team"
