,wiki_name,wpPage,stintType,timePeriod,teamName,matchesPlayed,pointsScored
14537,Keith Gleeson,https://en.wikipedia.org/wiki/Keith_Gleeson,international,1995,australia u19,0,0
14538,Keith Gleeson,https://en.wikipedia.org/wiki/Keith_Gleeson,international,1996-1997,australia u21,0,0
14539,Keith Gleeson,https://en.wikipedia.org/wiki/Keith_Gleeson,international,2001-2007,ireland a,0,5
14540,Keith Gleeson,https://en.wikipedia.org/wiki/Keith_Gleeson,international,2002-2007,ireland,0,20
14541,Maldwyn James,https://en.wikipedia.org/wiki/Maldwyn_James,amateur,-,pontypridd rfc,0,0
14542,Maldwyn James,https://en.wikipedia.org/wiki/Maldwyn_James,amateur,-,cardiff rfc,0,0
14543,Charles Sherrard,https://en.wikipedia.org/wiki/Charles_Sherrard,amateur,-,west kent football club,0,0
14544,Rory Hughes,https://en.wikipedia.org/wiki/Rory_Hughes,amateur,2017-19,ayr,0,0
14545,Rory Hughes,https://en.wikipedia.org/wiki/Rory_Hughes,senior_club,2013-2020,glasgow warriors,0,105
14546,Rory Hughes,https://en.wikipedia.org/wiki/Rory_Hughes,senior_club,2015-2016,→london scottish(loan),0,20
14547,Rory Hughes,https://en.wikipedia.org/wiki/Rory_Hughes,senior_club,2019,ayrshire bulls,0,10
14548,Rory Hughes,https://en.wikipedia.org/wiki/Rory_Hughes,senior_club,2020,→leicester tigers(loan),0,0
14549,Rory Hughes,https://en.wikipedia.org/wiki/Rory_Hughes,international,2012-2013,scotland u20,0,0
14550,Rory Hughes,https://en.wikipedia.org/wiki/Rory_Hughes,international,2015-2017,scotland,0,0
14551,Brock James,https://en.wikipedia.org/wiki/Brock_James,amateur,2001-2004,sydney university,0,0
14552,Brock James,https://en.wikipedia.org/wiki/Brock_James,amateur,2005-2006,nedlands,0,0
14553,Brock James,https://en.wikipedia.org/wiki/Brock_James,senior_club,2004,taranaki,0,93
14554,Brock James,https://en.wikipedia.org/wiki/Brock_James,senior_club,2006-2016,clermont auvergne,0,0
14555,Brock James,https://en.wikipedia.org/wiki/Brock_James,senior_club,2016-2018,la rochelle,0,392
14556,Brock James,https://en.wikipedia.org/wiki/Brock_James,senior_club,2018-2019,bordeaux bègles,0,75
14557,Brock James,https://en.wikipedia.org/wiki/Brock_James,senior_club,2019-2020,la rochelle,0,29
14558,Brock James,https://en.wikipedia.org/wiki/Brock_James,international,2000,australia u19,0,0
14559,Brock James,https://en.wikipedia.org/wiki/Brock_James,international,2002,australia u21,0,0
14560,Calvin Whiting,https://en.wikipedia.org/wiki/Calvin_Whiting,amateur,2015-2019,byu,0,0
14561,Calvin Whiting,https://en.wikipedia.org/wiki/Calvin_Whiting,senior_club,2019-present,utah warriors,0,32
14562,Calvin Whiting,https://en.wikipedia.org/wiki/Calvin_Whiting,international,2017-present,united states,0,5
14563,Grahame Hodgson,https://en.wikipedia.org/wiki/Grahame_Hodgson,amateur,-,bridgend rfc,0,0
14564,Grahame Hodgson,https://en.wikipedia.org/wiki/Grahame_Hodgson,amateur,-,exeter saracens rfc,0,0
14565,Grahame Hodgson,https://en.wikipedia.org/wiki/Grahame_Hodgson,amateur,-,exeter rfc,0,0
14566,Grahame Hodgson,https://en.wikipedia.org/wiki/Grahame_Hodgson,amateur,-,torquay rfc,0,0
14567,Grahame Hodgson,https://en.wikipedia.org/wiki/Grahame_Hodgson,amateur,-,teignmouth rfc,0,0
14568,Grahame Hodgson,https://en.wikipedia.org/wiki/Grahame_Hodgson,amateur,-,aberavon rfc,0,0
14569,Grahame Hodgson,https://en.wikipedia.org/wiki/Grahame_Hodgson,amateur,-,llanelli rfc,0,0
14570,Grahame Hodgson,https://en.wikipedia.org/wiki/Grahame_Hodgson,amateur,-,neath rfc,0,0
14571,Grahame Hodgson,https://en.wikipedia.org/wiki/Grahame_Hodgson,amateur,-,glamorgan,0,0
14572,Grahame Hodgson,https://en.wikipedia.org/wiki/Grahame_Hodgson,amateur,-,devon,0,0
14573,Grahame Hodgson,https://en.wikipedia.org/wiki/Grahame_Hodgson,amateur,-,barbarian f.c.,0,0
14574,Sherwin Stowers,https://en.wikipedia.org/wiki/Sherwin_Stowers,amateur,2007-,ardmore marist,0,0
14575,Sherwin Stowers,https://en.wikipedia.org/wiki/Sherwin_Stowers,senior_club,2008-2016,counties manukau,0,149
14576,Angus Kernohan,https://en.wikipedia.org/wiki/Angus_Kernohan,amateur,-,queen's university,0,0
14577,Angus Kernohan,https://en.wikipedia.org/wiki/Angus_Kernohan,senior_club,2018-2020,ulster,0,10
14578,Angus Kernohan,https://en.wikipedia.org/wiki/Angus_Kernohan,senior_club,2020-,ealing trailfinders,0,0
14579,Angus Kernohan,https://en.wikipedia.org/wiki/Angus_Kernohan,international,2018-2019,ireland u20,0,0
14580,Johnnie Morgan,https://en.wikipedia.org/wiki/Johnnie_Morgan,amateur,0-1913,llanelli rfc,0,0
14581,Charlie Arthur,https://en.wikipedia.org/wiki/Charlie_Arthur,amateur,1883-1892,cardiff rfc,0,0
14582,Eben Barnard,https://en.wikipedia.org/wiki/Eben_Barnard,amateur,2015,nmmu madibaz,0,0
14583,Eben Barnard,https://en.wikipedia.org/wiki/Eben_Barnard,senior_club,2013-2015,eastern province kings,0,10
14584,Jean Dupuy,https://en.wikipedia.org/wiki/Jean_Dupuy_(rugby_union),amateur,1953-1969,stadoceste tarbais,0,0
14585,Malherbe Swart,https://en.wikipedia.org/wiki/Malherbe_Swart,amateur,2015-2016,nwu pukke,0,17
14586,Malherbe Swart,https://en.wikipedia.org/wiki/Malherbe_Swart,senior_club,2013-2015,leopards xv,0,5
14587,Malherbe Swart,https://en.wikipedia.org/wiki/Malherbe_Swart,senior_club,2015-present,leopards,0,18
14588,Garry Mountford,https://en.wikipedia.org/wiki/Garry_Mountford,amateur,-,stirling county,0,0
14589,Garry Mountford,https://en.wikipedia.org/wiki/Garry_Mountford,senior_club,2012-13,glasgow warriors,0,0
14590,Garry Mountford,https://en.wikipedia.org/wiki/Garry_Mountford,international,-,scotland club xv,0,0
14591,Tim Whitehead,https://en.wikipedia.org/wiki/Tim_Whitehead_(rugby_union),amateur,2008,uct ikey tigers,0,20
14592,Tim Whitehead,https://en.wikipedia.org/wiki/Tim_Whitehead_(rugby_union),senior_club,2010-2011,western province,0,10
14593,Tim Whitehead,https://en.wikipedia.org/wiki/Tim_Whitehead_(rugby_union),senior_club,2010,stormers,0,0
14594,Tim Whitehead,https://en.wikipedia.org/wiki/Tim_Whitehead_(rugby_union),senior_club,2012,sharks,0,5
14595,Tim Whitehead,https://en.wikipedia.org/wiki/Tim_Whitehead_(rugby_union),senior_club,2012-2014,sharks (currie cup),0,5
14596,Tim Whitehead,https://en.wikipedia.org/wiki/Tim_Whitehead_(rugby_union),senior_club,2014-2015,eastern province kings,0,35
14597,Tim Whitehead,https://en.wikipedia.org/wiki/Tim_Whitehead_(rugby_union),senior_club,2016,western province,0,15
14598,Tim Whitehead,https://en.wikipedia.org/wiki/Tim_Whitehead_(rugby_union),senior_club,2010-2016,total,0,70
14599,Tim Whitehead,https://en.wikipedia.org/wiki/Tim_Whitehead_(rugby_union),international,2009,south africa students,0,5
14600,William Guest,https://en.wikipedia.org/wiki/William_Guest_(rugby_union),amateur,-,wakefield rfc,0,0
14601,William Guest,https://en.wikipedia.org/wiki/William_Guest_(rugby_union),amateur,-,yorkshire,0,0
14602,David Morton,https://en.wikipedia.org/wiki/David_Morton_(rugby_union),amateur,-,west of scotland,0,0
14603,David Morton,https://en.wikipedia.org/wiki/David_Morton_(rugby_union),senior_club,1886,glasgow district,0,0
14604,David Morton,https://en.wikipedia.org/wiki/David_Morton_(rugby_union),international,1887-90,scotland,0,3
14605,David Morton,https://en.wikipedia.org/wiki/David_Morton_(rugby_union),international,1891-92,scottish districts,0,0
14606,David Morton,https://en.wikipedia.org/wiki/David_Morton_(rugby_union),international,1891-92,scottish unofficial championship,0,0
14607,David Morton,https://en.wikipedia.org/wiki/David_Morton_(rugby_union),international,1893,home nations,0,0
14608,Robert du Preez,"https://en.wikipedia.org/wiki/Robert_du_Preez_(rugby_union,_born_1993)",amateur,2014,maties,0,84
14609,Robert du Preez,"https://en.wikipedia.org/wiki/Robert_du_Preez_(rugby_union,_born_1993)",senior_club,2014-2017,western province,0,376
14610,Robert du Preez,"https://en.wikipedia.org/wiki/Robert_du_Preez_(rugby_union,_born_1993)",senior_club,2015-2017,stormers,0,107
14611,Robert du Preez,"https://en.wikipedia.org/wiki/Robert_du_Preez_(rugby_union,_born_1993)",senior_club,2018-2019,sharks,0,287
14612,Robert du Preez,"https://en.wikipedia.org/wiki/Robert_du_Preez_(rugby_union,_born_1993)",senior_club,2018,sharks (currie cup),0,65
14613,Robert du Preez,"https://en.wikipedia.org/wiki/Robert_du_Preez_(rugby_union,_born_1993)",senior_club,2018-,sale sharks,0,812
14614,Robert du Preez,"https://en.wikipedia.org/wiki/Robert_du_Preez_(rugby_union,_born_1993)",international,2013,south africa under-20,0,28
14615,Robert du Preez,"https://en.wikipedia.org/wiki/Robert_du_Preez_(rugby_union,_born_1993)",international,2016-2017,barbarians,0,31
14616,Robert du Preez,"https://en.wikipedia.org/wiki/Robert_du_Preez_(rugby_union,_born_1993)",international,2018,south africa,0,3
14617,Rick Bailey,https://en.wikipedia.org/wiki/Rick_Bailey,amateur,1970-1972,napa high rfc,0,0
14618,Rick Bailey,https://en.wikipedia.org/wiki/Rick_Bailey,senior_club,1972-1979,cal golden bears,0,0
14619,Rick Bailey,https://en.wikipedia.org/wiki/Rick_Bailey,senior_club,1979-1987,old blue r.f.c.,0,0
14620,Rick Bailey,https://en.wikipedia.org/wiki/Rick_Bailey,international,1979-1987,united states,0,0
14621,Willie Los'e,https://en.wikipedia.org/wiki/Willie_Los%27e,amateur,1990-1993,waitemata,0,0
14622,Willie Los'e,https://en.wikipedia.org/wiki/Willie_Los%27e,amateur,1994-1995,east coast bays,0,0
14623,Willie Los'e,https://en.wikipedia.org/wiki/Willie_Los%27e,amateur,2001,renwick,0,0
14624,Willie Los'e,https://en.wikipedia.org/wiki/Willie_Los%27e,senior_club,1989-90,rugby prato,0,0
14625,Willie Los'e,https://en.wikipedia.org/wiki/Willie_Los%27e,senior_club,1992-93,messina rugby,0,0
14626,Willie Los'e,https://en.wikipedia.org/wiki/Willie_Los%27e,senior_club,1996-2001,yamaha,0,0
14627,Willie Los'e,https://en.wikipedia.org/wiki/Willie_Los%27e,senior_club,1990-1993,auckland,0,10
14628,Willie Los'e,https://en.wikipedia.org/wiki/Willie_Los%27e,senior_club,1994-1995,north harbour,0,5
14629,Willie Los'e,https://en.wikipedia.org/wiki/Willie_Los%27e,senior_club,2001,marlborough,0,0
14630,Willie Los'e,https://en.wikipedia.org/wiki/Willie_Los%27e,international,1988,new zealand u-21,0,0
14631,Willie Los'e,https://en.wikipedia.org/wiki/Willie_Los%27e,international,1995,tonga,0,0
14632,Pat Burnet,https://en.wikipedia.org/wiki/Pat_Burnet,amateur,-,edinburgh academicals,0,0
14633,Pat Burnet,https://en.wikipedia.org/wiki/Pat_Burnet,amateur,-,oxford university,0,0
14634,Pat Burnet,https://en.wikipedia.org/wiki/Pat_Burnet,senior_club,1961-,edinburgh district,0,0
14635,Pat Burnet,https://en.wikipedia.org/wiki/Pat_Burnet,senior_club,1963,blues trial,0,0
14636,Pat Burnet,https://en.wikipedia.org/wiki/Pat_Burnet,international,1960,scotland,0,0
14637,Grayson Hart,https://en.wikipedia.org/wiki/Grayson_Hart,amateur,2011-13,southern districts,0,0
14638,Grayson Hart,https://en.wikipedia.org/wiki/Grayson_Hart,amateur,2016-17,gala rfc,0,0
14639,Grayson Hart,https://en.wikipedia.org/wiki/Grayson_Hart,senior_club,2013-2015,edinburgh rugby,0,25
14640,Grayson Hart,https://en.wikipedia.org/wiki/Grayson_Hart,senior_club,2015-17,glasgow warriors,0,5
14641,Grayson Hart,https://en.wikipedia.org/wiki/Grayson_Hart,senior_club,2017-2018,ealing trailfinders,0,15
14642,Grayson Hart,https://en.wikipedia.org/wiki/Grayson_Hart,senior_club,2018-2019,london scottish,0,16
14643,Grayson Hart,https://en.wikipedia.org/wiki/Grayson_Hart,senior_club,2019-,bedford blues,0,0
14644,Grayson Hart,https://en.wikipedia.org/wiki/Grayson_Hart,senior_club,2007-2009,auckland,0,10
14645,Grayson Hart,https://en.wikipedia.org/wiki/Grayson_Hart,senior_club,2010,north harbour,0,0
14646,Grayson Hart,https://en.wikipedia.org/wiki/Grayson_Hart,senior_club,2008-2010,blues,0,0
14647,Grayson Hart,https://en.wikipedia.org/wiki/Grayson_Hart,senior_club,2012-2013,waratahs,0,0
14648,Grayson Hart,https://en.wikipedia.org/wiki/Grayson_Hart,international,2008,new zealand u20,0,5
14649,Grayson Hart,https://en.wikipedia.org/wiki/Grayson_Hart,international,2014,scotland a,0,0
14650,Grayson Hart,https://en.wikipedia.org/wiki/Grayson_Hart,international,2014,scotland,0,0
14651,Grayson Hart,https://en.wikipedia.org/wiki/Grayson_Hart,international,2015,barbarian fc,0,5
14652,Grayson Hart,https://en.wikipedia.org/wiki/Grayson_Hart,international,2017,scotland sevens,0,10
14653,Robert Millar,https://en.wikipedia.org/wiki/Robert_Millar_(rugby_union),amateur,1922-25,army rugby union,0,0
14654,Robert Millar,https://en.wikipedia.org/wiki/Robert_Millar_(rugby_union),amateur,-,london scottish,0,0
14655,Robert Millar,https://en.wikipedia.org/wiki/Robert_Millar_(rugby_union),senior_club,1923-33,kent,0,0
14656,Robert Millar,https://en.wikipedia.org/wiki/Robert_Millar_(rugby_union),senior_club,1924,scotland possibles,0,0
14657,Robert Millar,https://en.wikipedia.org/wiki/Robert_Millar_(rugby_union),senior_club,1924,london counties,0,6
14658,Robert Millar,https://en.wikipedia.org/wiki/Robert_Millar_(rugby_union),international,1924,scotland,0,0
14659,Mike Doneghan,https://en.wikipedia.org/wiki/Mike_Doneghan,amateur,2010-12,stirling county,0,0
14660,Mike Doneghan,https://en.wikipedia.org/wiki/Mike_Doneghan,amateur,2015-16,a.s. macon,0,0
14661,Mike Doneghan,https://en.wikipedia.org/wiki/Mike_Doneghan,senior_club,2008,edinburgh,0,0
14662,Mike Doneghan,https://en.wikipedia.org/wiki/Mike_Doneghan,senior_club,2008,gloucester,0,0
14663,Mike Doneghan,https://en.wikipedia.org/wiki/Mike_Doneghan,senior_club,2010-12,glasgow warriors,0,0
14664,Mike Doneghan,https://en.wikipedia.org/wiki/Mike_Doneghan,senior_club,2012-13,rotherham titans,0,0
14665,Mike Doneghan,https://en.wikipedia.org/wiki/Mike_Doneghan,senior_club,2013-15,london scottish,0,0
14666,Mike Doneghan,https://en.wikipedia.org/wiki/Mike_Doneghan,senior_club,2016-,csm baia mare,0,0
14667,Mike Doneghan,https://en.wikipedia.org/wiki/Mike_Doneghan,international,-,scotland u19,0,0
14668,Mike Doneghan,https://en.wikipedia.org/wiki/Mike_Doneghan,international,-,scotland u20,0,0
14669,Christian Melville,https://en.wikipedia.org/wiki/Christian_Melville,amateur,-,army,0,0
14670,Christian Melville,https://en.wikipedia.org/wiki/Christian_Melville,senior_club,1938,scotland probables,0,0
14671,Christian Melville,https://en.wikipedia.org/wiki/Christian_Melville,international,1937,scotland,0,0
14672,Ignacio Larrague,https://en.wikipedia.org/wiki/Ignacio_Larrague,amateur,2014−,casi,0,20
14673,Ignacio Larrague,https://en.wikipedia.org/wiki/Ignacio_Larrague,senior_club,2016-2017,jaguares,0,0
14674,Ignacio Larrague,https://en.wikipedia.org/wiki/Ignacio_Larrague,international,2014−15,argentina under-20,0,0
14675,Ignacio Larrague,https://en.wikipedia.org/wiki/Ignacio_Larrague,international,2016−17,argentina xv,0,10
14676,Ignacio Larrague,https://en.wikipedia.org/wiki/Ignacio_Larrague,international,2016−,argentina,0,5
14677,Jan van der Merwe,https://en.wikipedia.org/wiki/Jan_van_der_Merwe_(rugby_union),amateur,2015-2016,up tuks,0,0
14678,Jan van der Merwe,https://en.wikipedia.org/wiki/Jan_van_der_Merwe_(rugby_union),senior_club,2015,blue bulls,0,0
14679,Jan van der Merwe,https://en.wikipedia.org/wiki/Jan_van_der_Merwe_(rugby_union),senior_club,2016,blue bulls xv,0,0
14680,Jan van der Merwe,https://en.wikipedia.org/wiki/Jan_van_der_Merwe_(rugby_union),senior_club,2017-present,swd eagles,0,10
14681,Jan van der Merwe,https://en.wikipedia.org/wiki/Jan_van_der_Merwe_(rugby_union),international,2015,south africa under-20,0,5
14682,Martin Haag,https://en.wikipedia.org/wiki/Martin_Haag,amateur,-1987,st ives,0,0
14683,Martin Haag,https://en.wikipedia.org/wiki/Martin_Haag,senior_club,1987-2001,bath rugby,0,30
14684,Martin Haag,https://en.wikipedia.org/wiki/Martin_Haag,senior_club,2001-2003,penzance-newlyn,0,0
14685,Martin Haag,https://en.wikipedia.org/wiki/Martin_Haag,senior_club,2003-2004,bristol shoguns,0,0
14686,Martin Haag,https://en.wikipedia.org/wiki/Martin_Haag,international,1997,england,0,0
14687,Craig Chalmers,https://en.wikipedia.org/wiki/Craig_Chalmers,amateur,1987-98,melrose,0,0
14688,Craig Chalmers,https://en.wikipedia.org/wiki/Craig_Chalmers,amateur,2003-4,birmingham & solihull bees,0,0
14689,Craig Chalmers,https://en.wikipedia.org/wiki/Craig_Chalmers,amateur,2004-5,melrose,0,0
14690,Craig Chalmers,https://en.wikipedia.org/wiki/Craig_Chalmers,senior_club,1996-1998,border reivers,0,8
14691,Craig Chalmers,https://en.wikipedia.org/wiki/Craig_Chalmers,senior_club,1998-1999,edinburgh rugby,0,54
14692,Craig Chalmers,https://en.wikipedia.org/wiki/Craig_Chalmers,senior_club,1999-2000,glasgow warriors,0,25
14693,Craig Chalmers,https://en.wikipedia.org/wiki/Craig_Chalmers,senior_club,2000-2001,harlequins,0,6
14694,Craig Chalmers,https://en.wikipedia.org/wiki/Craig_Chalmers,senior_club,2001-2003,worcester warriors,0,0
14695,Craig Chalmers,https://en.wikipedia.org/wiki/Craig_Chalmers,senior_club,1988-1995,the south,0,0
14696,Craig Chalmers,https://en.wikipedia.org/wiki/Craig_Chalmers,international,1988-89,scotland 'b',0,0
14697,Craig Chalmers,https://en.wikipedia.org/wiki/Craig_Chalmers,international,1989-99,scotland,0,166
14698,Craig Chalmers,https://en.wikipedia.org/wiki/Craig_Chalmers,international,1989,british lions,0,6
14699,Craig Chalmers,https://en.wikipedia.org/wiki/Craig_Chalmers,international,1989-2001,barbarians,0,101
14700,Sidney Tobias,https://en.wikipedia.org/wiki/Sidney_Tobias,amateur,2013-2014,up tuks,0,5
14701,Sidney Tobias,https://en.wikipedia.org/wiki/Sidney_Tobias,senior_club,2010-2012,western province,0,10
14702,Sidney Tobias,https://en.wikipedia.org/wiki/Sidney_Tobias,senior_club,2012,swd eagles,0,0
14703,Sidney Tobias,https://en.wikipedia.org/wiki/Sidney_Tobias,senior_club,2013-2014,blue bulls,0,5
14704,Sidney Tobias,https://en.wikipedia.org/wiki/Sidney_Tobias,senior_club,2015-2016,griquas,0,0
14705,Sidney Tobias,https://en.wikipedia.org/wiki/Sidney_Tobias,senior_club,2017,zebre,0,0
14706,Sidney Tobias,https://en.wikipedia.org/wiki/Sidney_Tobias,senior_club,2021-,bulls,0,0
14707,Sidney Tobias,https://en.wikipedia.org/wiki/Sidney_Tobias,senior_club,2021-,blue bulls,0,0
14708,Sidney Tobias,https://en.wikipedia.org/wiki/Sidney_Tobias,senior_club,2023-,rugby atl,0,0
14709,Sidney Tobias,https://en.wikipedia.org/wiki/Sidney_Tobias,senior_club,2024- present,boland cavaliers,0,0
14710,Simon Lemalu,https://en.wikipedia.org/wiki/Simon_Lemalu,amateur,0000,ardmore marist,0,0
14711,Simon Lemalu,https://en.wikipedia.org/wiki/Simon_Lemalu,amateur,0000,waiuku,0,0
14712,Simon Lemalu,https://en.wikipedia.org/wiki/Simon_Lemalu,senior_club,2003-2004,otahuhu rfc,0,0
14713,Simon Lemalu,https://en.wikipedia.org/wiki/Simon_Lemalu,senior_club,2006-2007,ca brive,0,0
14714,Simon Lemalu,https://en.wikipedia.org/wiki/Simon_Lemalu,senior_club,2004-2005,northland,0,20
14715,Simon Lemalu,https://en.wikipedia.org/wiki/Simon_Lemalu,senior_club,2006-2013,counties manukau,0,8
14716,Simon Lemalu,https://en.wikipedia.org/wiki/Simon_Lemalu,senior_club,2008,chiefs,0,0
14717,Simon Lemalu,https://en.wikipedia.org/wiki/Simon_Lemalu,senior_club,2011,chiefs development,0,0
14718,Simon Lemalu,https://en.wikipedia.org/wiki/Simon_Lemalu,international,2002,new zealand u-21,0,0
14719,Simon Lemalu,https://en.wikipedia.org/wiki/Simon_Lemalu,international,2003-2011,samoa,0,5
14720,Lithabile Mgwadleka,https://en.wikipedia.org/wiki/Lithabile_Mgwadleka,amateur,2012-2015,ufh blues,0,40
14721,Lithabile Mgwadleka,https://en.wikipedia.org/wiki/Lithabile_Mgwadleka,senior_club,2014-present,border bulldogs,0,10
14722,Richard Kelly,https://en.wikipedia.org/wiki/Richard_Kelly_(rugby_union),amateur,-,mumbles rfc,0,0
14723,Richard Kelly,https://en.wikipedia.org/wiki/Richard_Kelly_(rugby_union),senior_club,2007-2012,swansea rfc,0,50
14724,Richard Kelly,https://en.wikipedia.org/wiki/Richard_Kelly_(rugby_union),senior_club,2012-14,carmarthen quins,0,0
14725,Richard Kelly,https://en.wikipedia.org/wiki/Richard_Kelly_(rugby_union),senior_club,2013-14,llanelli rfc,0,0
14726,Richard Kelly,https://en.wikipedia.org/wiki/Richard_Kelly_(rugby_union),senior_club,2009-2011,ospreys,0,0
14727,Richard Kelly,https://en.wikipedia.org/wiki/Richard_Kelly_(rugby_union),senior_club,2012-14,scarlets,0,0
14728,Robert Meldrum,https://en.wikipedia.org/wiki/Robert_Meldrum,amateur,1911,dental students,0,0
14729,George Dobson,https://en.wikipedia.org/wiki/George_Dobson_(rugby_union),amateur,-,llwynypia rfc,0,0
14730,Arthur Rees,https://en.wikipedia.org/wiki/Arthur_Rees,amateur,-,royal air force,0,0
14731,Arthur Rees,https://en.wikipedia.org/wiki/Arthur_Rees,amateur,-,metropolitan police,0,0
14732,Arthur Rees,https://en.wikipedia.org/wiki/Arthur_Rees,amateur,-,london welsh rfc,0,0
14733,Arthur Rees,https://en.wikipedia.org/wiki/Arthur_Rees,amateur,-,stoke,0,0
14734,Arthur Rees,https://en.wikipedia.org/wiki/Arthur_Rees,amateur,-,wrexham rfc,0,0
14735,Arthur Rees,https://en.wikipedia.org/wiki/Arthur_Rees,amateur,-,barbarian f.c.,0,0
14736,Arthur Rees,https://en.wikipedia.org/wiki/Arthur_Rees,amateur,-,sussex,0,0
14737,Arthur Rees,https://en.wikipedia.org/wiki/Arthur_Rees,amateur,-,middlesex,0,0
14738,Frederick Currey,https://en.wikipedia.org/wiki/Frederick_Currey,amateur,-,marlborough nomads,0,0
14739,Michael Poppmeier,https://en.wikipedia.org/wiki/Michael_Poppmeier,amateur,-,villagers,0,0
14740,Michael Poppmeier,https://en.wikipedia.org/wiki/Michael_Poppmeier,amateur,-,false bay rugby football club,0,0
14741,Michael Poppmeier,https://en.wikipedia.org/wiki/Michael_Poppmeier,amateur,-,sc 1880 frankfurt,0,0
14742,Michael Poppmeier,https://en.wikipedia.org/wiki/Michael_Poppmeier,senior_club,2007-2008,rosslyn park f.c.,0,0
14743,Michael Poppmeier,https://en.wikipedia.org/wiki/Michael_Poppmeier,senior_club,-,lazio rugby,0,0
14744,Michael Poppmeier,https://en.wikipedia.org/wiki/Michael_Poppmeier,senior_club,-,san gregorio catania,0,0
14745,Michael Poppmeier,https://en.wikipedia.org/wiki/Michael_Poppmeier,senior_club,-,heidelberger rk,0,0
14746,Michael Poppmeier,https://en.wikipedia.org/wiki/Michael_Poppmeier,international,2009-2019,germany,0,20
14747,Akira Yoshida,https://en.wikipedia.org/wiki/Akira_Yoshida,amateur,-,kyoto sangyo university,0,0
14748,Akira Yoshida,https://en.wikipedia.org/wiki/Akira_Yoshida,senior_club,1994-2006,kobe steel,0,0
14749,Akira Yoshida,https://en.wikipedia.org/wiki/Akira_Yoshida,international,1995-2000,japan,0,5
14750,Tom Cruse,https://en.wikipedia.org/wiki/Tom_Cruse_(rugby_union),amateur,-,macclesfield,0,0
14751,Tom Cruse,https://en.wikipedia.org/wiki/Tom_Cruse_(rugby_union),senior_club,2012-2013,sale sharks,0,0
14752,Tom Cruse,https://en.wikipedia.org/wiki/Tom_Cruse_(rugby_union),senior_club,2013-2015,rotherham titans,0,55
14753,Tom Cruse,https://en.wikipedia.org/wiki/Tom_Cruse_(rugby_union),senior_club,2015-2016,london irish,0,0
14754,Tom Cruse,https://en.wikipedia.org/wiki/Tom_Cruse_(rugby_union),senior_club,2016-2022,wasps,0,95
14755,Tom Cruse,https://en.wikipedia.org/wiki/Tom_Cruse_(rugby_union),senior_club,2022,edinburgh rugby,0,0
14756,Tom Cruse,https://en.wikipedia.org/wiki/Tom_Cruse_(rugby_union),senior_club,2022-,northampton saints,0,0
14757,Elliot Bunney,https://en.wikipedia.org/wiki/Elliot_Bunney,amateur,1994-,livingston rfc,0,0
14758,Elliot Bunney,https://en.wikipedia.org/wiki/Elliot_Bunney,amateur,-,heriots rfc,0,0
14759,David Sole,https://en.wikipedia.org/wiki/David_Sole,amateur,1983-87,bath,0,0
14760,David Sole,https://en.wikipedia.org/wiki/David_Sole,amateur,1987-92,edinburgh academicals,0,0
14761,Fionn Carr,https://en.wikipedia.org/wiki/Fionn_Carr,amateur,2016-,naas,0,0
14762,Fionn Carr,https://en.wikipedia.org/wiki/Fionn_Carr,senior_club,2007-2008,leinster,0,0
14763,Fionn Carr,https://en.wikipedia.org/wiki/Fionn_Carr,senior_club,2008-2011,connacht,0,170
14764,Fionn Carr,https://en.wikipedia.org/wiki/Fionn_Carr,senior_club,2011-2013,leinster,0,40
14765,Fionn Carr,https://en.wikipedia.org/wiki/Fionn_Carr,senior_club,2013-2016,connacht,0,40
14766,Fionn Carr,https://en.wikipedia.org/wiki/Fionn_Carr,international,2004,ireland schools,0,0
14767,Fionn Carr,https://en.wikipedia.org/wiki/Fionn_Carr,international,2005,ireland u19,0,0
14768,Fionn Carr,https://en.wikipedia.org/wiki/Fionn_Carr,international,2006,ireland u21,0,15
14769,Fionn Carr,https://en.wikipedia.org/wiki/Fionn_Carr,international,2009-2011,ireland wolfhounds,0,0
14770,Justin Thomas,https://en.wikipedia.org/wiki/Justin_Thomas_(rugby_union),amateur,-,uwic rfc,0,0
14771,Justin Thomas,https://en.wikipedia.org/wiki/Justin_Thomas_(rugby_union),senior_club,1996-1999,cardiff rfc,0,166
14772,Justin Thomas,https://en.wikipedia.org/wiki/Justin_Thomas_(rugby_union),senior_club,1999-2000,newport rfc,0,7
14773,Justin Thomas,https://en.wikipedia.org/wiki/Justin_Thomas_(rugby_union),senior_club,2000-2005,caerphilly rfc,0,0
14774,Justin Thomas,https://en.wikipedia.org/wiki/Justin_Thomas_(rugby_union),senior_club,-,cross keys rfc,0,0
14775,Justin Thomas,https://en.wikipedia.org/wiki/Justin_Thomas_(rugby_union),international,1995-1997,wales,0,5
14776,Schalk van der Merwe,https://en.wikipedia.org/wiki/Schalk_van_der_Merwe_(rugby_union),amateur,2012-2013,ufs shimlas,0,15
14777,Schalk van der Merwe,https://en.wikipedia.org/wiki/Schalk_van_der_Merwe_(rugby_union),senior_club,2011-2013,free state cheetahs,0,10
14778,Schalk van der Merwe,https://en.wikipedia.org/wiki/Schalk_van_der_Merwe_(rugby_union),senior_club,2011,emerging cheetahs,0,0
14779,Schalk van der Merwe,https://en.wikipedia.org/wiki/Schalk_van_der_Merwe_(rugby_union),senior_club,2013,→griffons,0,5
