name,url
Jerry Boone,https://en.wikipedia.org/w/index.php?title=Jerry_Boone&action=edit&redlink=1
Eric Cameron,https://en.wikipedia.org/w/index.php?title=Eric_Cameron_(rugby_union)&action=edit&redlink=1
Albert du Temple,https://en.wikipedia.org/w/index.php?title=Albert_du_Temple&action=edit&redlink=1
Campbell Forbes,https://en.wikipedia.org/w/index.php?title=Campbell_Forbes&action=edit&redlink=1
Brian Hunnings,https://en.wikipedia.org/w/index.php?title=Brian_Hunnings&action=edit&redlink=1
Arrol Mitchell,https://en.wikipedia.org/w/index.php?title=Arrol_Mitchell&action=edit&redlink=1
Bud Murray,https://en.wikipedia.org/w/index.php?title=Bud_Murray&action=edit&redlink=1
George Niblo,https://en.wikipedia.org/w/index.php?title=George_Niblo&action=edit&redlink=1
Johnny Rowland,https://en.wikipedia.org/w/index.php?title=Johnny_Rowland&action=edit&redlink=1
Ivor Saundry,https://en.wikipedia.org/w/index.php?title=Ivor_Saundry&action=edit&redlink=1
Sydney Selkirk,https://en.wikipedia.org/w/index.php?title=Sydney_Selkirk&action=edit&redlink=1
Frank Skillings,https://en.wikipedia.org/w/index.php?title=Frank_Skillings&action=edit&redlink=1
Tubby Suter,https://en.wikipedia.org/w/index.php?title=Tubby_Suter&action=edit&redlink=1
William Wharton,https://en.wikipedia.org/w/index.php?title=William_Wharton_(rugby_union)&action=edit&redlink=1
Pete Wilson,https://en.wikipedia.org/w/index.php?title=Pete_Wilson_(rugby_union)&action=edit&redlink=1
Jack Bain,https://en.wikipedia.org/w/index.php?title=Jack_Bain&action=edit&redlink=1
Gordon Cox,https://en.wikipedia.org/w/index.php?title=Gordon_Cox&action=edit&redlink=1
Len Leroy,https://en.wikipedia.org/w/index.php?title=Len_Leroy&action=edit&redlink=1
Ernest Pinkham,https://en.wikipedia.org/w/index.php?title=Ernest_Pinkham&action=edit&redlink=1
Greg Bjarnason,https://en.wikipedia.org/w/index.php?title=Greg_Bjarnason&action=edit&redlink=1
Don Burgess,https://en.wikipedia.org/w/index.php?title=Don_Burgess_(rugby_union)&action=edit&redlink=1
Mike Chambers,https://en.wikipedia.org/w/index.php?title=Mike_Chambers&action=edit&redlink=1
Mike Clark,https://en.wikipedia.org/w/index.php?title=Mike_Clark_(rugby_union)&action=edit&redlink=1
Peter Frize,https://en.wikipedia.org/w/index.php?title=Peter_Frize&action=edit&redlink=1
Peter Grantham,https://en.wikipedia.org/w/index.php?title=Peter_Grantham&action=edit&redlink=1
John Lecky,https://en.wikipedia.org/w/index.php?title=John_M._Lecky&action=edit&redlink=1
Bob McKee,https://en.wikipedia.org/w/index.php?title=Bob_McKee&action=edit&redlink=1
Buzz Moore,https://en.wikipedia.org/w/index.php?title=Buzz_Moore&action=edit&redlink=1
Vince Moroney,https://en.wikipedia.org/w/index.php?title=Vince_Moroney&action=edit&redlink=1
George Puil,https://en.wikipedia.org/w/index.php?title=George_Puil&action=edit&redlink=1
Glen Stover,https://en.wikipedia.org/w/index.php?title=Glen_Stover&action=edit&redlink=1
Barry Stubbs,https://en.wikipedia.org/w/index.php?title=Barry_Stubbs&action=edit&redlink=1
Dave Ure,https://en.wikipedia.org/w/index.php?title=Dave_Ure&action=edit&redlink=1
R.S. Wilson,https://en.wikipedia.org/w/index.php?title=R.S._Wilson&action=edit&redlink=1
Bill Granleese,https://en.wikipedia.org/w/index.php?title=Bill_Granleese&action=edit&redlink=1
John Newton,https://en.wikipedia.org/w/index.php?title=John_Newton_(rugby_union)&action=edit&redlink=1
J.M. Ward,https://en.wikipedia.org/w/index.php?title=J.M._Ward&action=edit&redlink=1
G.J.M. Wessels,https://en.wikipedia.org/w/index.php?title=G.J.M._Wessels&action=edit&redlink=1
Brian Williams,https://en.wikipedia.org/w/index.php?title=Brian_N._Williams&action=edit&redlink=1
Brian Barker,https://en.wikipedia.org/w/index.php?title=Brian_Barker_(rugby_union)&action=edit&redlink=1
Al Bianco,https://en.wikipedia.org/w/index.php?title=Al_Bianco&action=edit&redlink=1
Barrie Burnham,https://en.wikipedia.org/w/index.php?title=Barrie_Burnham&action=edit&redlink=1
Tim Cummings,https://en.wikipedia.org/w/index.php?title=Tim_Cummings_(rugby_union)&action=edit&redlink=1
Ted Hunt,https://en.wikipedia.org/w/index.php?title=Ted_Hunt_(Canadian_rugby_union)&action=edit&redlink=1
Jerry Lorenz,https://en.wikipedia.org/w/index.php?title=Jerry_Lorenz&action=edit&redlink=1
Ross McDonald,https://en.wikipedia.org/w/index.php?title=Ross_McDonald_(rugby_union)&action=edit&redlink=1
Brian McKee,https://en.wikipedia.org/w/index.php?title=Brian_McKee_(rugby_union)&action=edit&redlink=1
Dave Milne,https://en.wikipedia.org/w/index.php?title=Dave_Milne&action=edit&redlink=1
Geoff Robinson,https://en.wikipedia.org/w/index.php?title=Geoff_Robinson_(Canadian_rugby_union)&action=edit&redlink=1
Jim Ryan,https://en.wikipedia.org/w/index.php?title=Jim_Ryan_(rugby_union)&action=edit&redlink=1
D. Steen,https://en.wikipedia.org/w/index.php?title=D._Steen&action=edit&redlink=1
Ray Wickland,https://en.wikipedia.org/w/index.php?title=Ray_Wickland&action=edit&redlink=1
Tom Bourne,https://en.wikipedia.org/w/index.php?title=Tom_Bourne&action=edit&redlink=1
R. Brewer,https://en.wikipedia.org/w/index.php?title=R._Brewer&action=edit&redlink=1
Ieuan Edwards,https://en.wikipedia.org/w/index.php?title=Ieuan_Edwards&action=edit&redlink=1
Tommy Fraine,https://en.wikipedia.org/w/index.php?title=Tommy_Fraine&action=edit&redlink=1
Gary Fumano,https://en.wikipedia.org/w/index.php?title=Gary_Fumano&action=edit&redlink=1
Tetsuhiko Kariya,https://en.wikipedia.org/w/index.php?title=Tetsuhiko_Kariya&action=edit&redlink=1
M.G. McKenna,https://en.wikipedia.org/w/index.php?title=M.G._McKenna&action=edit&redlink=1
L.W. Whitty,https://en.wikipedia.org/w/index.php?title=L.W._Whitty&action=edit&redlink=1
Tony Wooler,https://en.wikipedia.org/w/index.php?title=Tony_Wooler&action=edit&redlink=1
