name,url
AllenChester Allen,https://en.wikipedia.org/w/index.php?title=Chester_Allen_(rugby_union)&action=edit&redlink=1
ArrellJames Arrell,https://en.wikipedia.org/wiki/James_Arrell
AustinCharles Austin,https://en.wikipedia.org/wiki/Charles_Austin_(rugby_union)
ErbBenjamin Erb,https://en.wikipedia.org/wiki/Benjamin_Erb
GardDeke Gard,https://en.wikipedia.org/wiki/Deke_Gard
HarriganPhillip Harrigan,https://en.wikipedia.org/w/index.php?title=Phillip_Harrigan&action=edit&redlink=1
KingWilliam King,https://en.wikipedia.org/wiki/William_King_(rugby_union)
McKimJoseph McKim,https://en.wikipedia.org/wiki/Joseph_McKim
MomsonChris Momson,https://en.wikipedia.org/w/index.php?title=Chris_Momson&action=edit&redlink=1
MorrisLaird Morris,https://en.wikipedia.org/wiki/Laird_Morris
NobleRalph Noble,https://en.wikipedia.org/wiki/Ralph_Noble
PeartStirling Peart,https://en.wikipedia.org/wiki/Stirling_Peart
SanbornAugustus Sanborn,https://en.wikipedia.org/w/index.php?title=Augustus_Sanborn&action=edit&redlink=1
SchauppKarl Schaupp,https://en.wikipedia.org/w/index.php?title=Karl_Schaupp&action=edit&redlink=1
SmithWarren Smith,https://en.wikipedia.org/w/index.php?title=Warren_Smith_(rugby_union)&action=edit&redlink=1
BlaseRoland Blase,https://en.wikipedia.org/wiki/Roland_Blase
CarrollDaniel Carroll,https://en.wikipedia.org/wiki/Daniel_Carroll_(rugby_union)
CassLouis Cass,https://en.wikipedia.org/wiki/Louis_Cass
DarsieWilliam Darsie,https://en.wikipedia.org/wiki/William_Darsie
GlasscockG. Glasscock,
HallElwin Hall,https://en.wikipedia.org/wiki/Elwin_Hall
MitchellMow Mitchell,https://en.wikipedia.org/wiki/Mow_Mitchell
RamageJ. A. Ramage,
UrbanJoseph Urban,https://en.wikipedia.org/w/index.php?title=Joseph_Urban_(rugby_union)&action=edit&redlink=1
VoightGuy Voight,https://en.wikipedia.org/wiki/Guy_Voight
KnowlesA. Knowles,
StolzHerbert Stolz,https://en.wikipedia.org/w/index.php?title=Herbert_Stolz&action=edit&redlink=1
DoeCharles Doe,https://en.wikipedia.org/wiki/Charles_Doe
FishGeorge Fish,https://en.wikipedia.org/wiki/George_Fish
FitzpatrickJames Fitzpatrick,https://en.wikipedia.org/wiki/James_Fitzpatrick_(rugby_union)
HunterJoseph Hunter,https://en.wikipedia.org/wiki/Joseph_Hunter_(rugby_union)
KirkseyMorris Kirksey,https://en.wikipedia.org/wiki/Morris_Kirksey
MehanCharles Mehan,https://en.wikipedia.org/wiki/Charles_Mehan
MuldoonJohn Muldoon,"https://en.wikipedia.org/wiki/John_Muldoon_(rugby_union,_born_1896)"
O'NeilJohn O'Neil,https://en.wikipedia.org/wiki/John_O%27Neil_(rugby_union)
PatrickJohn Patrick,https://en.wikipedia.org/wiki/John_Patrick_(rugby_union)
RighterErwin Righter,https://en.wikipedia.org/wiki/Erwin_Righter
ScholzRudolph Scholz,https://en.wikipedia.org/wiki/Rudolph_Scholz
TempletonDink Templeton,https://en.wikipedia.org/wiki/Dink_Templeton
TildenCharles Lee Tilden Jr.,https://en.wikipedia.org/wiki/Charles_Lee_Tilden_Jr.
WrennHeaton Wrenn,https://en.wikipedia.org/wiki/Heaton_Wrenn
DavisG. W. Davis,
SlaterColby Slater,https://en.wikipedia.org/wiki/Colby_Slater
VidalEugene Luther Vidal,https://en.wikipedia.org/wiki/Eugene_Luther_Vidal
von SchmidtHarold von Schmidt,https://en.wikipedia.org/wiki/Harold_von_Schmidt
WallaceD. Wallace,
WinstonJ. Winston,
ClarkPhilip Clark,https://en.wikipedia.org/wiki/Philip_Clark_(rugby_union)
CleavelandNorman Cleaveland,https://en.wikipedia.org/wiki/Norman_Cleaveland
DevereauxRobert Devereaux,https://en.wikipedia.org/wiki/Robert_Devereux_(rugby_union)
DixonGeorge Dixon,https://en.wikipedia.org/wiki/George_Dixon_(rugby_union)
GraffEdward Graff,https://en.wikipedia.org/wiki/Edward_Graff
HylandRichard Hyland,https://en.wikipedia.org/wiki/Richard_Hyland_(rugby_union)
MannelliCaesar Mannelli,https://en.wikipedia.org/wiki/Caesar_Mannelli
SlaterNorman Slater,https://en.wikipedia.org/wiki/Norman_Slater
TurkingtonEdward Turkington,https://en.wikipedia.org/wiki/Edward_Turkington
ValentineAlan Valentine,https://en.wikipedia.org/wiki/Alan_Valentine
WilliamsAlan Williams,https://en.wikipedia.org/wiki/Alan_Williams_(rugby_union)
de GrootDudley DeGroot,https://en.wikipedia.org/wiki/Dudley_DeGroot
FarrishLinn Farrish,https://en.wikipedia.org/wiki/Linn_Farrish
RogersWilliam Rogers,https://en.wikipedia.org/wiki/William_Rogers_(rugby_union)
AuerbachSteve Auerbach,https://en.wikipedia.org/w/index.php?title=Steve_Auerbach&action=edit&redlink=1
BordleyRobbie Bordley,https://en.wikipedia.org/wiki/Robbie_Bordley
BrackettGary Brackett,https://en.wikipedia.org/w/index.php?title=Gary_Brackett_(rugby_union)&action=edit&redlink=1
ChipmanDel Chipman,https://en.wikipedia.org/w/index.php?title=Del_Chipman&action=edit&redlink=1
KhasigianFred Khasigian,https://en.wikipedia.org/wiki/Fred_Khasigian
KleinTom Klein,https://en.wikipedia.org/w/index.php?title=Tom_Klein&action=edit&redlink=1
NiebauerSkip Niebauer,https://en.wikipedia.org/w/index.php?title=Skip_Niebauer&action=edit&redlink=1
OrdingMickey Ording,https://en.wikipedia.org/w/index.php?title=Mickey_Ording&action=edit&redlink=1
OxmanKip Oxman,https://en.wikipedia.org/w/index.php?title=Kip_Oxman&action=edit&redlink=1
SchneeweisGreg Schneeweis,https://en.wikipedia.org/w/index.php?title=Greg_Schneeweis&action=edit&redlink=1
SelfridgeTom Selfridge,https://en.wikipedia.org/w/index.php?title=Tom_Selfridge&action=edit&redlink=1
StephensonDavid Stephenson,https://en.wikipedia.org/w/index.php?title=David_Stephenson_(rugby_union)&action=edit&redlink=1
SwansonEric Swanson,https://en.wikipedia.org/w/index.php?title=Eric_Swanson_(rugby_union)&action=edit&redlink=1
SweeneyCraig Sweeney,https://en.wikipedia.org/w/index.php?title=Craig_Sweeney_(American_rugby_union)&action=edit&redlink=1
SwiderskiMike Swiderski,https://en.wikipedia.org/w/index.php?title=Mike_Swiderski&action=edit&redlink=1
FraumannBill Fraumann,https://en.wikipedia.org/w/index.php?title=Bill_Fraumann&action=edit&redlink=1
GraySteve Gray,"https://en.wikipedia.org/w/index.php?title=Steve_Gray_(rugby_union,_born_1948)&action=edit&redlink=1"
GuestDon Guest,https://en.wikipedia.org/w/index.php?title=Don_Guest_(rugby_union)&action=edit&redlink=1
MurphyDennis Murphy,https://en.wikipedia.org/w/index.php?title=Dennis_Murphy_(rugby_union)&action=edit&redlink=1
O'DonnellMorris O'Donnell,https://en.wikipedia.org/w/index.php?title=Morris_O%27Donnell&action=edit&redlink=1
ScottTerry Scott,https://en.wikipedia.org/w/index.php?title=Terry_Scott_(rugby_union)&action=edit&redlink=1
StoneWoody Stone,https://en.wikipedia.org/w/index.php?title=Woody_Stone&action=edit&redlink=1
