name,url
Robert Walkington,https://en.wikipedia.org/wiki/Robert_Walkington
Henry Lawrence Cox,
Richard J. Bell,
Abraham Cronyn,https://en.wikipedia.org/wiki/Abraham_Cronyn
John Thomas Myles,
Richard Galbraith,
Edward Nangle MacIlwaine,
William Stewart Allen,
Robert Maude Maginniss,
Abram Combe,https://en.wikipedia.org/wiki/Abram_Combe_(rugby_union)
Francis Thomas Hewson,
George A. Andrews,
Edgar Galbraith,https://en.wikipedia.org/wiki/Edgar_Galbraith
George Stack,https://en.wikipedia.org/wiki/George_Stack_(rugby_union)
William Henry Ashe,
Sandy MacDonald,https://en.wikipedia.org/wiki/Sandy_MacDonald_(rugby_union)
Maurice Barlow,https://en.wikipedia.org/wiki/Maurice_Barlow
Henry Deans Walsh,
William Gaffikin,https://en.wikipedia.org/wiki/William_Gaffikin
Brabazon Casement,https://en.wikipedia.org/wiki/Brabazon_Casement
Hamilton Moore,https://en.wikipedia.org/wiki/Hamilton_Moore_(rugby_union)
Waller Hobson,https://en.wikipedia.org/wiki/Waller_Hobson
James Ireland,
William Andrew Cuscaden,https://en.wikipedia.org/wiki/William_Andrew_Cuscaden
R. Greer,
Ashley John Westby,
William L. Finlay,
David Arnott,https://en.wikipedia.org/wiki/David_Arnott_(rugby_union)
Henry Carr Brown,
Frederick Kidd,https://en.wikipedia.org/wiki/Frederick_Kidd_(rugby_union)
Augustus Mayberry Whitestone,
Thomas Gisborne Gordon,https://en.wikipedia.org/wiki/Thomas_Gisborne_Gordon
Henry Jackson,https://en.wikipedia.org/wiki/Henry_Jackson_(rugby_union)
William Henry Wilson,
Henry Gray Edwards,
Hugh Kelly,https://en.wikipedia.org/wiki/Hugh_C._Kelly
Thomas Dickson Brown,
William Hamilton,https://en.wikipedia.org/wiki/William_Hamilton_(rugby_union)
George Melville Shaw,
James Heron,
J. Currell,
Henry Walker Murray,
Robert Matier,
George Fagan,https://en.wikipedia.org/wiki/George_Fagan
Edward Croker,https://en.wikipedia.org/wiki/Edward_Croker
William Moore,https://en.wikipedia.org/wiki/William_Moore_(rugby_union)
Frederick Schute,
Barney Hughes,https://en.wikipedia.org/wiki/Barney_Hughes_(rugby_union)
W. Griffiths,
Thomas Harrison,
John Christopher Bagot,
William Joshua Goulding,"https://en.wikipedia.org/wiki/Sir_William_Goulding,_1st_Baronet"
Ashley Cummins,https://en.wikipedia.org/wiki/Ashley_Cummins_(rugby_union)
Arthur Archer,https://en.wikipedia.org/wiki/Arthur_Archer_(rugby_union)
John Wilgar Taylor,https://en.wikipedia.org/wiki/John_Wilgar_Taylor
William Neville,https://en.wikipedia.org/wiki/William_Neville_(rugby_union)
George Scriven,https://en.wikipedia.org/wiki/George_Scriven
Harrison Purdon,
William Pike,https://en.wikipedia.org/wiki/William_Pike_(rugby_union)
Jonathan Willington Walsh Willis,
James Bristow,https://en.wikipedia.org/wiki/James_Bristow
John Joseph Keon,
John Cuppaidge,https://en.wikipedia.org/wiki/John_Cuppaidge
William Heron,https://en.wikipedia.org/w/index.php?title=William_Heron_(rugby_union)&action=edit&redlink=1
Meredith Johnston,https://en.wikipedia.org/w/index.php?title=Meredith_Johnston&action=edit&redlink=1
Arthur Forrest,https://en.wikipedia.org/wiki/Arthur_Forrest_(rugby_union)
Francis Kennedy,https://en.wikipedia.org/w/index.php?title=Francis_Kennedy_(rugby_union)&action=edit&redlink=1
Alfred Miller,https://en.wikipedia.org/wiki/Alfred_Miller_(rugby_union)
William Wallis,https://en.wikipedia.org/wiki/William_Wallis_(rugby_union)
William Peirce,
Harry Spunner,https://en.wikipedia.org/wiki/Harry_Spunner
David Browning,https://en.wikipedia.org/wiki/David_Browning_(rugby_union)
John Burkitt,https://en.wikipedia.org/wiki/John_Burkitt
Henry Morell,https://en.wikipedia.org/wiki/Henry_Morell
Alfred Robinson McMullen,https://en.wikipedia.org/w/index.php?title=Alfred_Robinson_McMullen&action=edit&redlink=1
Robert Edward McLean,https://en.wikipedia.org/w/index.php?title=Robert_Edward_McLean&action=edit&redlink=1
