name,url
BoverA. Bover,
DonellyA. Donelly,
GebbieOswald Gebbie,https://en.wikipedia.org/wiki/Oswald_Gebbie
GribbellL.H. Gribbell,
HeatlieFairy Heatlie,https://en.wikipedia.org/wiki/Fairy_Heatlie
HenrysF. Henrys,
HeriotFrank Heriot,
HymanW.H. Hyman,
MacCarthyC.J. MacCarthy,
MoldCarlos Mold,https://en.wikipedia.org/wiki/Carlos_Mold
ReidAlvan Reid,
SafferyJ.E. Saffery,
SawyerFrederick Sawyer,
TalbotHenry Talbot,https://en.wikipedia.org/wiki/Henry_Talbot_(rugby_union)
Watson-HuttonArnaldo Watson Hutton,https://en.wikipedia.org/wiki/Arnold_Watson_Hutton
ThropO Throp1,
BridgerWF Bridger1,
MackayD Mackay1,
MaitlandFLH Maitland1,
MonksJ Monks1,
DrysdaleK. G. Drysdale1,
BraddonW. Braddon,
BustamanteEnrique Bustamante,https://en.wikipedia.org/w/index.php?title=Enrique_Bustamante&action=edit&redlink=1
CameronRay Cameron,https://en.wikipedia.org/w/index.php?title=Ray_Cameron_(rugby_union)&action=edit&redlink=1
ConrardJorge Conrard,https://en.wikipedia.org/w/index.php?title=Jorge_Conrard&action=edit&redlink=1
CooperReginald Cooper,https://en.wikipedia.org/wiki/Reginald_Cooper
CuestaJosé Cuesta Silva,https://en.wikipedia.org/w/index.php?title=Jos%C3%A9_Cuesta_Silva&action=edit&redlink=1
HobsonAntonio Hobson,https://en.wikipedia.org/w/index.php?title=Antonio_Hobson&action=edit&redlink=1
LucioniFabio Lucioni,https://en.wikipedia.org/w/index.php?title=Fabio_Lucioni_(rugby_union)&action=edit&redlink=1
McCormickMiguel McCormick,https://en.wikipedia.org/wiki/Miguel_McCormick
PasalaguaAntonio Pasalagua,https://en.wikipedia.org/w/index.php?title=Antonio_Pasalagua&action=edit&redlink=1
PollanoCésar Pollano,https://en.wikipedia.org/w/index.php?title=C%C3%A9sar_Pollano&action=edit&redlink=1
RodriguezArturo Rodríguez Jurado,https://en.wikipedia.org/wiki/Arturo_Rodr%C3%ADguez_(boxer)
SerraRodolfo Serra,https://en.wikipedia.org/w/index.php?title=Rodolfo_Serra&action=edit&redlink=1
VazquezCésar Vázquez,https://en.wikipedia.org/w/index.php?title=C%C3%A9sar_V%C3%A1zquez_(rugby_union)&action=edit&redlink=1
ZappaAlberto Zappa,https://en.wikipedia.org/w/index.php?title=Alberto_Zappa&action=edit&redlink=1
AyerraMartín Ayerra,https://en.wikipedia.org/w/index.php?title=Mart%C3%ADn_Ayerra&action=edit&redlink=1
BottingRoberto Botting,https://en.wikipedia.org/w/index.php?title=Roberto_Botting&action=edit&redlink=1
CookeG. E. F. Cooke,https://en.wikipedia.org/w/index.php?title=G._E._F._Cooke&action=edit&redlink=1
HernandezMarco Hernández,https://en.wikipedia.org/w/index.php?title=Marco_Hern%C3%A1ndez_(rugby_union)&action=edit&redlink=1
JacobsA. Jacobs,
ReyesCarlos Reyes,https://en.wikipedia.org/w/index.php?title=Carlos_Reyes_(rugby_union)&action=edit&redlink=1
RigantiAlfredo Riganti,https://en.wikipedia.org/w/index.php?title=Alfredo_Riganti&action=edit&redlink=1
SommerJulian Sommer,https://en.wikipedia.org/w/index.php?title=Julian_Sommer&action=edit&redlink=1
DerkheimC. Derkheim,
EscaryNorberto Escary,https://en.wikipedia.org/w/index.php?title=Norberto_Escary&action=edit&redlink=1
GrimoldiVicente Grimoldi,https://en.wikipedia.org/w/index.php?title=Vicente_Grimoldi&action=edit&redlink=1
MakinLlewellyn Makin,https://en.wikipedia.org/w/index.php?title=Llewellyn_Makin&action=edit&redlink=1
TorinoFrancisco Torino,https://en.wikipedia.org/w/index.php?title=Francisco_Torino&action=edit&redlink=1
MullerSalvador Muller,https://en.wikipedia.org/w/index.php?title=Salvador_Muller&action=edit&redlink=1
BridgerJ. Bridger,
CilleyErnesto Cilley,https://en.wikipedia.org/w/index.php?title=Ernesto_Cilley&action=edit&redlink=1
CooksonK. A. M. Cookson,https://en.wikipedia.org/w/index.php?title=K._A._M._Cookson&action=edit&redlink=1
AbelleyraRoberto de Abelleyra,https://en.wikipedia.org/w/index.php?title=Roberto_de_Abelleyra&action=edit&redlink=1
EcheverriaCarlos Echeverría,https://en.wikipedia.org/w/index.php?title=Carlos_Echeverr%C3%ADa_(rugby_union)&action=edit&redlink=1
FrancombeJumbo Francombe,https://en.wikipedia.org/w/index.php?title=Jumbo_Francombe&action=edit&redlink=1
Huntley-RobertsonCarlos Huntley-Robertson,https://en.wikipedia.org/wiki/Carlos_Huntley-Robertson
MaurerHarald Maurer,https://en.wikipedia.org/w/index.php?title=Harald_Maurer&action=edit&redlink=1
NavajasAdolfo Navajas,https://en.wikipedia.org/w/index.php?title=Adolfo_Navajas&action=edit&redlink=1
StanfieldEdmundo Stanfield,https://en.wikipedia.org/wiki/Edmundo_Stanfield
StewartJorge Stewart,https://en.wikipedia.org/wiki/Jorge_Stewart
TozerNorman Tozer,https://en.wikipedia.org/w/index.php?title=Norman_Tozer_(rugby_union)&action=edit&redlink=1
TurnerA. Turner,
BernatOscar Bernat,https://en.wikipedia.org/w/index.php?title=Oscar_Bernat&action=edit&redlink=1
LanusseAntonio Lanusse,https://en.wikipedia.org/w/index.php?title=Antonio_Lanusse&action=edit&redlink=1
