name,url
Saini Lemamea,https://en.wikipedia.org/wiki/Saini_Lemamea
Daryl Williams,https://en.wikipedia.org/wiki/Daryl_Williams_(rugby_union)
Phineas Young,https://en.wikipedia.org/w/index.php?title=Phineas_Young_(rugby_union)&action=edit&redlink=1
Ollie Crichton,https://en.wikipedia.org/w/index.php?title=Ollie_Crichton&action=edit&redlink=1
Tupo Fa'amasino,https://en.wikipedia.org/wiki/Tupo_Fa%27amasino
Vincent Fepulea'i,https://en.wikipedia.org/wiki/Vincent_Fepulea%27i
P. Schmidt,
Harry Schuster,https://en.wikipedia.org/w/index.php?title=Harry_Schuster&action=edit&redlink=1
T. Tofaeono,
Fa'atoto Moanamu,https://en.wikipedia.org/w/index.php?title=Fa%27atoto_Moanamu&action=edit&redlink=1
P. Paulo,
S.Sauila,
F. Talamaivao,
S. Telea,
Sila Vaifale,https://en.wikipedia.org/wiki/Sila_Vaifale
Sam Po Ching[43],https://en.wikipedia.org/w/index.php?title=Sam_Po_Ching&action=edit&redlink=1
Danny Kaleopa,https://en.wikipedia.org/wiki/Danny_Kaleopa
Milovale Moke,https://en.wikipedia.org/w/index.php?title=Milovale_Moke&action=edit&redlink=1
Timo Tagaloa,https://en.wikipedia.org/wiki/Timo_Tagaloa
David Sio,https://en.wikipedia.org/wiki/David_Sio
Peter Leavai,https://en.wikipedia.org/w/index.php?title=Peter_Leavai&action=edit&redlink=1
S. Fa'aofo,
Lio Falaniko,https://en.wikipedia.org/wiki/Lio_Falaniko
Siu Fanolua,https://en.wikipedia.org/w/index.php?title=Siu_Fanolua&action=edit&redlink=1
Eddie Ioane,https://en.wikipedia.org/wiki/Eddie_Ioane
Filitoga Lameta,https://en.wikipedia.org/w/index.php?title=Filitoga_Lameta&action=edit&redlink=1
Shem Tatupu,https://en.wikipedia.org/wiki/Shem_Tatupu
Stephen Bachop,https://en.wikipedia.org/wiki/Stephen_Bachop
Brian Lima,https://en.wikipedia.org/wiki/Brian_Lima
Junior Paramore,https://en.wikipedia.org/wiki/Junior_Paramore
Apollo Perelini,https://en.wikipedia.org/wiki/Apollo_Perelini
Mathew Vaea,https://en.wikipedia.org/wiki/Mathew_Vaea
Mark Birtwistle,https://en.wikipedia.org/wiki/Mark_Birtwistle
Frank Bunce,https://en.wikipedia.org/wiki/Frank_Bunce
Mata'afa Keenan,https://en.wikipedia.org/wiki/Mata%27afa_Keenan
Pat Lam,https://en.wikipedia.org/wiki/Pat_Lam
Alama Ieremia,https://en.wikipedia.org/wiki/Alama_Ieremia
Kose Seinafo,https://en.wikipedia.org/wiki/Kose_Seinafo
Freddie Tuilagi,https://en.wikipedia.org/wiki/Freddie_Tuilagi
Ofisa Tonu'u,https://en.wikipedia.org/wiki/Ofisa_Tonu%27u
KellettDarren Kellett,https://en.wikipedia.org/wiki/Darren_Kellett
LeavasaPotu Leavasa,https://en.wikipedia.org/wiki/Potu_Leavasa
Leiasamaiva'oTala Leiasamaivao,https://en.wikipedia.org/wiki/Tala_Leiasamaivao
LilomaiavaPalemia Lilomaiava,https://en.wikipedia.org/wiki/Palemia_Lilomaiava
LatuGeorge Latu,https://en.wikipedia.org/wiki/George_Latu
Nu'uali'itiaTu Nu'uali'itia,https://en.wikipedia.org/wiki/Tu_Nu%27uali%27itia
KaletaSam Kaleta,https://en.wikipedia.org/wiki/Sam_Kaleta
MoorsRudy Moors,https://en.wikipedia.org/w/index.php?title=Rudy_Moors&action=edit&redlink=1
SamaniaToa Samania,https://en.wikipedia.org/wiki/Toa_Samania
VitaleVa'apu'u Vitale,https://en.wikipedia.org/wiki/Va%27apu%27u_Vitale
MikaDylan Mika,https://en.wikipedia.org/wiki/Dylan_Mika
HarderGeorge Harder,https://en.wikipedia.org/wiki/George_Harder
LeaupepeGeorge Leaupepe,https://en.wikipedia.org/wiki/George_Leaupepe
MikaMike Mika,https://en.wikipedia.org/wiki/Michael_Mika
PuleituEsera Puleitu,https://en.wikipedia.org/wiki/Esera_Puleitu
UmagaMike Umaga,https://en.wikipedia.org/wiki/Mike_Umaga
SiniFata Sini,https://en.wikipedia.org/wiki/Fata_Sini
ReidyBrendan Reidy,https://en.wikipedia.org/wiki/Brendan_Reidy
FilemuJoe Filemu,https://en.wikipedia.org/wiki/Joe_Filemu
PatuVeli Patu,https://en.wikipedia.org/w/index.php?title=Veli_Patu&action=edit&redlink=1
TeleaAlex Telea,https://en.wikipedia.org/wiki/Alex_Telea
SmithStephen Smith,"https://en.wikipedia.org/wiki/Steve_Smith_(rugby_union,_born_1973)"
FanoluaTerry Fanolua,https://en.wikipedia.org/wiki/Terry_Fanolua
Ta'alaSene Ta'ala,https://en.wikipedia.org/wiki/Sene_Ta%27ala
Tanoa'iFa'avaivai Tanoa'i,https://en.wikipedia.org/w/index.php?title=Fa%27avaivai_Tanoa%27i&action=edit&redlink=1
MatauiauOnehunga Matauiau,https://en.wikipedia.org/wiki/Onehunga_Matauiau
TuigamalaKaisa Tuigamala,https://en.wikipedia.org/w/index.php?title=Kaisa_Tuigamala&action=edit&redlink=1
