name,url
FaupulaO. Faupula,
FifitaTe. Fifita,
FifitaAfu Fifita,https://en.wikipedia.org/w/index.php?title=Afu_Fifita&action=edit&redlink=1
FinauSione Finau,https://en.wikipedia.org/w/index.php?title=Sione_Finau_(rugby_union)&action=edit&redlink=1
FinauTevita Finau,https://en.wikipedia.org/w/index.php?title=Tevita_Finau_(rugby_union)&action=edit&redlink=1
FineanganofoL. Fineanganofo,
HalahingaloS. Halahingalo,
HalaholoS. Halaholo,
HaumonoTaniela Haumono,https://en.wikipedia.org/w/index.php?title=Taniela_Haumono&action=edit&redlink=1
HaveaT. Havea,
KatoaPeni Katoa,https://en.wikipedia.org/w/index.php?title=Peni_Katoa&action=edit&redlink=1
LiongitauM. Liongitau,
MoungaloaE. Moʻungaloa,
PalaviP. Palavi,
PifalatiS. Pifalati,
SelupeSione Selupe,https://en.wikipedia.org/w/index.php?title=Sione_Selupe&action=edit&redlink=1
SikaluPeni Sikalu,https://en.wikipedia.org/w/index.php?title=Peni_Sikalu&action=edit&redlink=1
SimikiSione Simiki,https://en.wikipedia.org/w/index.php?title=Sione_Simiki&action=edit&redlink=1
TofuaTevita Tofua,https://en.wikipedia.org/w/index.php?title=Tevita_Tofua&action=edit&redlink=1
TovoNaʻa Tovo,https://en.wikipedia.org/w/index.php?title=Na%CA%BBa_Tovo&action=edit&redlink=1
TupouAisea Tupou,https://en.wikipedia.org/w/index.php?title=Aisea_Tupou&action=edit&redlink=1
VakautaS. Vakaʻuta,
KuilaSione Kuila,https://en.wikipedia.org/w/index.php?title=Sione_Kuila&action=edit&redlink=1
AkePeni Ake,https://en.wikipedia.org/w/index.php?title=Peni_Ake&action=edit&redlink=1
FakaloloJ. Fakalolo,
FukofukaJ. Fukofuka,
KefuAminiasi Kefu,https://en.wikipedia.org/w/index.php?title=Aminiasi_Kefu&action=edit&redlink=1
LatunipuluMoahegi Latunipulu,https://en.wikipedia.org/w/index.php?title=Moahegi_Latunipulu&action=edit&redlink=1
LinoAmone Lino,https://en.wikipedia.org/w/index.php?title=Amone_Lino&action=edit&redlink=1
MisaSione Misa,https://en.wikipedia.org/w/index.php?title=Sione_Misa&action=edit&redlink=1
SitanileiTevita Sitanilei,https://en.wikipedia.org/w/index.php?title=Tevita_Sitanilei&action=edit&redlink=1
TaufatofuaViliami Taufatofua,https://en.wikipedia.org/w/index.php?title=Viliami_Taufatofua&action=edit&redlink=1
TufuiSimione Tufui,https://en.wikipedia.org/w/index.php?title=Simione_Tufui&action=edit&redlink=1
TuipolotuEsei Tuʻipolotu,https://en.wikipedia.org/w/index.php?title=Esei_Tu%CA%BBipolotu&action=edit&redlink=1
AkauolaS. Akauʻola,
FonuaSamiuela Fonua,https://en.wikipedia.org/w/index.php?title=Samiuela_Fonua&action=edit&redlink=1
FuataimiTevita Fuataimi,https://en.wikipedia.org/w/index.php?title=Tevita_Fuataimi&action=edit&redlink=1
HafokaFaʻaitu Hafoka,https://en.wikipedia.org/w/index.php?title=Fa%CA%BBaitu_Hafoka&action=edit&redlink=1
HafokaIsitolo Hafoka,https://en.wikipedia.org/w/index.php?title=Isitolo_Hafoka&action=edit&redlink=1
KaingaL. Kainga,
LangiT. Langi,
LebaSione Leba,https://en.wikipedia.org/w/index.php?title=Sione_Leba&action=edit&redlink=1
MailangiF. Mailangi,
MateakiS. Mateaki,
MoaSuli Moa,https://en.wikipedia.org/w/index.php?title=Suli_Moa_(rugby_union)&action=edit&redlink=1
KoloamatangiiOsaisai Pepa Koloamatangii,https://en.wikipedia.org/w/index.php?title=Osaisai_Pepa_Koloamatangii&action=edit&redlink=1
PulokaSione T. Puloka,https://en.wikipedia.org/w/index.php?title=Sione_T._Puloka&action=edit&redlink=1
TaumoepeauPauli Taumoepeau,https://en.wikipedia.org/w/index.php?title=Pauli_Taumoepeau&action=edit&redlink=1
TuutaL. Tuʻuta,
VaeaSaia Vaea,https://en.wikipedia.org/w/index.php?title=Saia_Vaea&action=edit&redlink=1
HeletaSione Finisi Heleta,https://en.wikipedia.org/w/index.php?title=Sione_Finisi_Heleta&action=edit&redlink=1
OmaniIlaikimi Omani,https://en.wikipedia.org/w/index.php?title=Ilaikimi_Omani&action=edit&redlink=1
