origWdId,origName,esName,wpPage,startYear,endYear,teamName,teamWP,matchesPlayed,pointsScored
Q537933,Joe Warbrick,Joe Warbrick,Joe_Warbrick,,,Nueva Zelanda,/wiki/Selecci%C3%B3n_de_rugby_de_Nueva_Zelanda,28,
Q537933,Joe Warbrick,Joe Warbrick,Joe_Warbrick,1877,1881,Wellington Lions ,,,
Q537933,Joe Warbrick,Joe Warbrick,Joe_Warbrick,1882,1894,Auckland ,,,
Q540685,Stu Wilson,Stu Wilson,Stu_Wilson,,,Nueva Zelanda,/wiki/Selecci%C3%B3n_de_rugby_de_Nueva_Zelanda,34,
Q540685,Stu Wilson,Stu Wilson,Stu_Wilson,1975,1984,Wellington RFU,/wiki/Wellington_Rugby_Football_Union,,
Q540685,Stu Wilson,Stu Wilson,Stu_Wilson,1981,1982,Amatori Milano,/wiki/Amatori_Milano,,
Q541164,Bryan Williams,Bryan Williams,Bryan_Williams,1970,,Nueva Zelanda,/wiki/Selecci%C3%B3n_de_rugby_de_Nueva_Zelanda,38,68
Q541164,Bryan Williams,Bryan Williams,Bryan_Williams,1969,1983,Auckland ,,,
Q542332,Paul Williams,Paul Williams,Paul_Williams_(rugbista),,,Samoa,/wiki/Selecci%C3%B3n_de_rugby_de_Samoa,19,
Q542332,Paul Williams,Paul Williams,Paul_Williams_(rugbista),2003,2008,Highlanders ,,,
Q542332,Paul Williams,Paul Williams,Paul_Williams_(rugbista),2009,,Blues,/wiki/Blues_(rugby),,
Q542332,Paul Williams,Paul Williams,Paul_Williams_(rugbista),2010,2011,Sale Sharks,/wiki/Sale_Sharks,,
Q542332,Paul Williams,Paul Williams,Paul_Williams_(rugbista),2011,,Stade Français Paris ,,,
Q542948,Federico Nicolás Sánchez,Nicolás Sánchez,Nicol%C3%A1s_S%C3%A1nchez_(rugbista),2010,,Argentina,/wiki/Selecci%C3%B3n_de_rugby_de_la_Argentina,104,863
Q542948,Federico Nicolás Sánchez,Nicolás Sánchez,Nicol%C3%A1s_S%C3%A1nchez_(rugbista),2007,2010,Tucumán Lawn Tennis Club,/wiki/Tucum%C3%A1n_Lawn_Tennis_Club,,
Q542948,Federico Nicolás Sánchez,Nicolás Sánchez,Nicol%C3%A1s_S%C3%A1nchez_(rugbista),2010,2011,Pampas XV,/wiki/Pampas_XV,,
Q542948,Federico Nicolás Sánchez,Nicolás Sánchez,Nicol%C3%A1s_S%C3%A1nchez_(rugbista),2011,2014,Union Bordeaux Bègles,/wiki/Union_Bordeaux_B%C3%A8gles,,
Q542948,Federico Nicolás Sánchez,Nicolás Sánchez,Nicol%C3%A1s_S%C3%A1nchez_(rugbista),2014,2015,RC Toulon,/wiki/Rugby-Club_Toulonnais,,
Q542948,Federico Nicolás Sánchez,Nicolás Sánchez,Nicol%C3%A1s_S%C3%A1nchez_(rugbista),2016,2018,Jaguares,/wiki/Jaguares_(Super_Rugby),,
Q542948,Federico Nicolás Sánchez,Nicolás Sánchez,Nicol%C3%A1s_S%C3%A1nchez_(rugbista),2018,2022,Stade Français Paris,/wiki/Stade_Fran%C3%A7ais_Paris,,
Q542948,Federico Nicolás Sánchez,Nicolás Sánchez,Nicol%C3%A1s_S%C3%A1nchez_(rugbista),2023,2024,CA Brive,/wiki/CA_Brive,,
Q542948,Federico Nicolás Sánchez,Nicolás Sánchez,Nicol%C3%A1s_S%C3%A1nchez_(rugbista),2024,,Tokyo Sungoliath,/wiki/Tokyo_Sungoliath,,
Q542948,Federico Nicolás Sánchez,Nicolás Sánchez,Nicol%C3%A1s_S%C3%A1nchez_(rugbista),2024,2025,Tucumán Lawn Tennis Club,/wiki/Tucum%C3%A1n_Lawn_Tennis_Club,,
Q543135,Patrice Lagisquet,Patrice Lagisquet,Patrice_Lagisquet,,,Francia,/wiki/Selecci%C3%B3n_de_rugby_de_Francia,46,
Q543135,Patrice Lagisquet,Patrice Lagisquet,Patrice_Lagisquet,1982,1992,Aviron Bayonnais,/wiki/Aviron_Bayonnais,,
Q543135,Patrice Lagisquet,Patrice Lagisquet,Patrice_Lagisquet,1992,1997,Biarritz Olympique,/wiki/Biarritz_Olympique_Pays_Basque,,
Q544142,Eoin Reddan,Eoin Reddan,Eoin_Reddan,,,Irlanda,/wiki/Selecci%C3%B3n_de_rugby_de_Irlanda,64,10
Q544142,Eoin Reddan,Eoin Reddan,Eoin_Reddan,2001,03,Connacht,/wiki/Connacht_Rugby,,
Q544142,Eoin Reddan,Eoin Reddan,Eoin_Reddan,2003,05,Munster,/wiki/Munster_Rugby,,
Q544142,Eoin Reddan,Eoin Reddan,Eoin_Reddan,2005,09,London Wasps,/wiki/London_Wasps,,
Q544142,Eoin Reddan,Eoin Reddan,Eoin_Reddan,2009,,Leinster,/wiki/Leinster_Rugby,,
Q544444,Brett Papworth,Brett Papworth,Brett_Papworth,,,Australia,/wiki/Selecci%C3%B3n_de_rugby_de_Australia,16,
Q544444,Brett Papworth,Brett Papworth,Brett_Papworth,1983,1988,New South Wales RU,/w/index.php?title=New_South_Wales_RU&action=edit&redlink=1,,
Q544594,Tony Daly,Tony Daly,Tony_Daly,,,Australia,/wiki/Selecci%C3%B3n_de_rugby_de_Australia,41,
Q544594,Tony Daly,Tony Daly,Tony_Daly,1985,1995,Randwick DRUFC ,,,
Q544594,Tony Daly,Tony Daly,Tony_Daly,1995,1997,Saracens,/wiki/Saracens,,
Q544594,Tony Daly,Tony Daly,Tony_Daly,1998,2003,Waratahs,/wiki/New_South_Wales_Waratahs,,
Q544594,Tony Daly,Tony Daly,Tony_Daly,2003,2004,SF Golden Gate ,,,
Q546277,André Pretorius,André Pretorius,Andr%C3%A9_Pretorius,,,Sudáfrica,/wiki/Selecci%C3%B3n_de_rugby_de_Sud%C3%A1frica,31,
Q546277,André Pretorius,André Pretorius,Andr%C3%A9_Pretorius,1999,2009,Golden Lions,/wiki/Golden_Lions,,
Q546277,André Pretorius,André Pretorius,Andr%C3%A9_Pretorius,2002,2011,Lions,/wiki/Lions_(Super_Rugby),,
Q546277,André Pretorius,André Pretorius,Andr%C3%A9_Pretorius,2010,,Western Force,/wiki/Western_Force,,
Q546277,André Pretorius,André Pretorius,Andr%C3%A9_Pretorius,2012,,RC Toulon,/wiki/Rugby-Club_Toulonnais,,
Q546277,André Pretorius,André Pretorius,Andr%C3%A9_Pretorius,2012,2015,Leopards,/w/index.php?title=Leopards&action=edit&redlink=1,,
Q546277,André Pretorius,André Pretorius,Andr%C3%A9_Pretorius,2013,2014,US Carcassonne,/wiki/US_Carcassonne,,
Q549490,Anthony Foley,Anthony Foley,Anthony_Foley,,,Irlanda,/wiki/Selecci%C3%B3n_de_rugby_de_Irlanda,62,
Q549490,Anthony Foley,Anthony Foley,Anthony_Foley,1992,2007,Shannon RFC,/wiki/Shannon_RFC,,
Q549490,Anthony Foley,Anthony Foley,Anthony_Foley,1995,2008,Munster Rugby,/wiki/Munster_Rugby,,
Q573987,Dave Gallaher,Dave Gallaher,Dave_Gallaher,1903,,Nueva Zelanda,/wiki/Selecci%C3%B3n_de_rugby_de_Nueva_Zelanda,6,0
Q573987,Dave Gallaher,Dave Gallaher,Dave_Gallaher,1890,1895,Parnell ,,,
Q573987,Dave Gallaher,Dave Gallaher,Dave_Gallaher,1895,1909,Ponsonby Rugby Club ,,,
Q579257,Nicolas Mas,Nicolas Mas,Nicolas_Mas,,,Francia,/wiki/Selecci%C3%B3n_de_rugby_de_Francia,85,5
Q579257,Nicolas Mas,Nicolas Mas,Nicolas_Mas,1999,2013,Perpignan,/wiki/USA_Perpignan,,
Q579257,Nicolas Mas,Nicolas Mas,Nicolas_Mas,2013,2016,Montpellier,/wiki/Montpellier_H%C3%A9rault_Rugby_Club,,
Q579573,Louis Picamoles,Louis Picamoles,Louis_Picamoles,,,Francia,/wiki/Selecci%C3%B3n_de_rugby_de_Francia,47,30
Q579573,Louis Picamoles,Louis Picamoles,Louis_Picamoles,2004,2009,Montpellier HRC,/wiki/Montpellier_H%C3%A9rault_Rugby_Club,,
Q579573,Louis Picamoles,Louis Picamoles,Louis_Picamoles,2009,2016,Stade Toulousain,/wiki/Stade_Toulousain,,
Q579573,Louis Picamoles,Louis Picamoles,Louis_Picamoles,2016,2017,Northampton Saints,/wiki/Northampton_Saints,,
Q579573,Louis Picamoles,Louis Picamoles,Louis_Picamoles,2017,presente,Montpellier HRC,/wiki/Montpellier_H%C3%A9rault_Rugby_Club,,
Q584317,Mervyn Davies,Mervyn Davies,Mervyn_Davies,1969,,Gales,/wiki/Selecci%C3%B3n_de_rugby_de_Gales,38,7
Q584317,Mervyn Davies,Mervyn Davies,Mervyn_Davies,1968,1972,London Welsh RFC ,,,
Q584317,Mervyn Davies,Mervyn Davies,Mervyn_Davies,1972,1976,Swansea RFC ,,,
Q586437,Jason Robinson,Jason Robinson,Jason_Robinson_(rugbista),,,Inglaterra,/wiki/Selecci%C3%B3n_de_rugby_de_Inglaterra,51,
Q586437,Jason Robinson,Jason Robinson,Jason_Robinson_(rugbista),1996,2000,Bath Rugby,/wiki/Bath_Rugby,,
Q586437,Jason Robinson,Jason Robinson,Jason_Robinson_(rugbista),2000,2007,Sale Sharks,/wiki/Sale_Sharks,,
Q588193,Felipe Contepomi,Felipe Contepomi,Felipe_Contepomi,,,Argentina,/wiki/Selecci%C3%B3n_de_rugby_de_Argentina,87,
Q588193,Felipe Contepomi,Felipe Contepomi,Felipe_Contepomi,1996,2000,Newman,/wiki/Club_Newman,,
Q588193,Felipe Contepomi,Felipe Contepomi,Felipe_Contepomi,2000,2003,Bristol Rugby,/wiki/Bristol_Rugby,,
Q588193,Felipe Contepomi,Felipe Contepomi,Felipe_Contepomi,2003,2009,Leinster,/wiki/Leinster_Rugby,,
Q588193,Felipe Contepomi,Felipe Contepomi,Felipe_Contepomi,2009,2011,RC Toulon,/wiki/Rugby-Club_Toulonnais,,
Q588193,Felipe Contepomi,Felipe Contepomi,Felipe_Contepomi,2011,2013,Stade Français,/wiki/Stade_Fran%C3%A7ais_Paris,,
Q588193,Felipe Contepomi,Felipe Contepomi,Felipe_Contepomi,2013,2015,Newman,/wiki/Club_Newman,,
Q590826,Rory Lamont,Rory Lamont,Rory_Lamont,2005,,Escocia,/wiki/Selecci%C3%B3n_de_rugby_de_Escocia,29,30
Q590826,Rory Lamont,Rory Lamont,Rory_Lamont,2001,2004,Northampton Saints ,,,
Q590826,Rory Lamont,Rory Lamont,Rory_Lamont,2004,2007,Glasgow Warriors ,,,
Q590826,Rory Lamont,Rory Lamont,Rory_Lamont,2007,2009,Sale Sharks,/wiki/Sale_Sharks,,
Q590826,Rory Lamont,Rory Lamont,Rory_Lamont,2009,2011,Rugby Club Toulonnais,/wiki/Rugby_Club_Toulonnais,,
Q590826,Rory Lamont,Rory Lamont,Rory_Lamont,2011,2013,Glasgow Warriors ,,,
Q591370,Serge Betsen,Serge Betsen,Serge_Betsen,,,Francia,/wiki/Selecci%C3%B3n_de_rugby_de_Francia,63,
Q591370,Serge Betsen,Serge Betsen,Serge_Betsen,1992,2008,Biarritz Olympique,/wiki/Biarritz_Olympique_Pays_Basque,,
Q591370,Serge Betsen,Serge Betsen,Serge_Betsen,2008,2012,London Wasps,/wiki/London_Wasps,,
Q594828,Peter Grigg,Peter Grigg,Peter_Grigg,,,Australia,/wiki/Selecci%C3%B3n_de_rugby_de_Australia,25,
Q594828,Peter Grigg,Peter Grigg,Peter_Grigg,1978,1993,Queensland Reds,/wiki/Queensland_Reds,,
Q597161,Butch James,Butch James,Butch_James,,,Sudáfrica,/wiki/Selecci%C3%B3n_de_rugby_de_Sud%C3%A1frica,42,
Q597161,Butch James,Butch James,Butch_James,2001,2007,Sharks,/wiki/Sharks,,
Q597161,Butch James,Butch James,Butch_James,2007,2011,Bath Rugby,/wiki/Bath_Rugby,,
Q597161,Butch James,Butch James,Butch_James,2011,2012,Lions,/wiki/Lions_(Super_Rugby),,
Q597161,Butch James,Butch James,Butch_James,2013,,Sharks,/wiki/Sharks,,
Q598270,Robert Ebersohn,Robert Ebersohn,Robert_Ebersohn,,,Sudáfrica,/wiki/Selecci%C3%B3n_de_rugby_de_Sud%C3%A1frica,0,
Q598270,Robert Ebersohn,Robert Ebersohn,Robert_Ebersohn,2008,2013,Free State Cheetahs,/wiki/Free_State_Cheetahs,,
Q598270,Robert Ebersohn,Robert Ebersohn,Robert_Ebersohn,2010,2013,Cheetahs,/wiki/Cheetahs,,
Q598270,Robert Ebersohn,Robert Ebersohn,Robert_Ebersohn,2013,2016,Montpellier,/wiki/Montpellier_H%C3%A9rault_Rugby_Club,,
Q598270,Robert Ebersohn,Robert Ebersohn,Robert_Ebersohn,2016,,Castres Olympique,/wiki/Castres_Olympique,,
Q598568,Robbie Brink,Robby Brink,Robby_Brink,1995,,Sudáfrica,/wiki/Selecci%C3%B3n_de_rugby_de_Sud%C3%A1frica,2,0
Q598568,Robbie Brink,Robby Brink,Robby_Brink,1991,2000,Western Province ,,,
Q598568,Robbie Brink,Robby Brink,Robby_Brink,1998,2001,Stormers,/wiki/Stormers,,
Q598568,Robbie Brink,Robby Brink,Robby_Brink,2001,2002,Ulster Rugby ,,,
Q599061,Yoann Maestri,Yoann Maestri,Yoann_Maestri,,,Francia,/wiki/Selecci%C3%B3n_de_rugby_de_Francia,42,5
Q599061,Yoann Maestri,Yoann Maestri,Yoann_Maestri,,,2006-2009RC Toulon,/wiki/Rugby-Club_Toulonnais,,
Q599061,Yoann Maestri,Yoann Maestri,Yoann_Maestri,,,2009-presenteStade toulousain,/wiki/Stade_toulousain,,
Q600196,Sean Fitzpatrick,Sean Fitzpatrick,Sean_Fitzpatrick,,,Nueva Zelanda,/wiki/Selecci%C3%B3n_de_rugby_de_Nueva_Zelanda,92,
Q600196,Sean Fitzpatrick,Sean Fitzpatrick,Sean_Fitzpatrick,1982,1996,Auckland RFU ,,,
Q600196,Sean Fitzpatrick,Sean Fitzpatrick,Sean_Fitzpatrick,1996,1997,Blues,/wiki/Blues_(rugby),,
Q601678,Ben Youngs,Ben Youngs,Ben_Youngs,,,Inglaterra,/wiki/Selecci%C3%B3n_de_rugby_de_Inglaterra,100,70
Q601678,Ben Youngs,Ben Youngs,Ben_Youngs,2007,,Leicester Tigers,/wiki/Leicester_Tigers,,
Q607384,Mirco Bergamasco,Mirco Bergamasco,Mirco_Bergamasco,,,Italia,/wiki/Selecci%C3%B3n_de_rugby_de_Italia,89,
Q607384,Mirco Bergamasco,Mirco Bergamasco,Mirco_Bergamasco,2001,2003,Petrarca,/wiki/Petrarca_Rugby,,
Q607384,Mirco Bergamasco,Mirco Bergamasco,Mirco_Bergamasco,2003,2010,Stade français,/w/index.php?title=Stade_fran%C3%A7ais&action=edit&redlink=1,,
Q607384,Mirco Bergamasco,Mirco Bergamasco,Mirco_Bergamasco,2010,2013,Racing Métro 92,/wiki/Racing_M%C3%A9tro_92,,
Q607384,Mirco Bergamasco,Mirco Bergamasco,Mirco_Bergamasco,2013,,Rugby Rovigo,/wiki/Rugby_Rovigo,,
Q610400,Theuns Kotzé,Theuns Kotzé,Theuns_Kotz%C3%A9,,,Namibia,/wiki/Selecci%C3%B3n_de_rugby_de_Namibia,29,354
Q610400,Theuns Kotzé,Theuns Kotzé,Theuns_Kotz%C3%A9,2010,,Leopards,/w/index.php?title=Leopards&action=edit&redlink=1,,
Q610400,Theuns Kotzé,Theuns Kotzé,Theuns_Kotz%C3%A9,2011,,Welwitschias,/wiki/Welwitschias,,
Q610400,Theuns Kotzé,Theuns Kotzé,Theuns_Kotz%C3%A9,2012,,SWD Eagles,/wiki/SWD_Eagles,,
Q610400,Theuns Kotzé,Theuns Kotzé,Theuns_Kotz%C3%A9,2012,13,Pays d'Aix,/wiki/Provence_Rugby,,
Q610400,Theuns Kotzé,Theuns Kotzé,Theuns_Kotz%C3%A9,2014,,Bressane,/w/index.php?title=Union_Sportive_Bressane&action=edit&redlink=1,,
Q614928,Cliff Morgan,Cliff Morgan,Cliff_Morgan,1951,,Gales,/wiki/Selecci%C3%B3n_de_rugby_de_Gales,29,9
Q614928,Cliff Morgan,Cliff Morgan,Cliff_Morgan,1949,1958,Cardiff RFC,/wiki/Cardiff_RFC,,
Q614928,Cliff Morgan,Cliff Morgan,Cliff_Morgan,1955,1956,Bective Rangers,/w/index.php?title=Bective_Rangers&action=edit&redlink=1,,
Q616217,Santiago González Bonorino,González Bonorino,Santiago_Gonz%C3%A1lez_Bonorino,,,Argentina,/wiki/Selecci%C3%B3n_de_rugby_de_la_Argentina,15,
Q616217,Santiago González Bonorino,González Bonorino,Santiago_Gonz%C3%A1lez_Bonorino,1994,2006,San Isidro Club ,,,
Q616217,Santiago González Bonorino,González Bonorino,Santiago_Gonz%C3%A1lez_Bonorino,2000,2001,Castres Olympique,/wiki/Castres_Olympique,,
Q616217,Santiago González Bonorino,González Bonorino,Santiago_Gonz%C3%A1lez_Bonorino,2002,2003,AS Béziers Hérault,/wiki/AS_B%C3%A9ziers_H%C3%A9rault,,
Q616217,Santiago González Bonorino,González Bonorino,Santiago_Gonz%C3%A1lez_Bonorino,2006,2008,Unione Rugby Capitolina,/w/index.php?title=Unione_Rugby_Capitolina&action=edit&redlink=1,,
Q616217,Santiago González Bonorino,González Bonorino,Santiago_Gonz%C3%A1lez_Bonorino,2008,2009,Leicester Tigers,/wiki/Leicester_Tigers,,
Q616217,Santiago González Bonorino,González Bonorino,Santiago_Gonz%C3%A1lez_Bonorino,2009,2010,Northampton Saints ,,,
Q616384,Haralambie Dumitraș,Hari Dumitraș,Hari_Dumitra%C8%99,,,Rumania,/wiki/Selecci%C3%B3n_de_rugby_de_Rumania,47,
Q616384,Haralambie Dumitraș,Hari Dumitraș,Hari_Dumitra%C8%99,1979,1995,Section Paloise,/wiki/Section_Paloise,,
Q616384,Haralambie Dumitraș,Hari Dumitraș,Hari_Dumitra%C8%99,1995,1996,RC Strasbourg,/w/index.php?title=Rugby_Club_Strasbourg&action=edit&redlink=1,,
Q630058,Derick Hougaard,Derick Hougaard,Derick_Hougaard,,,Sudáfrica,/wiki/Selecci%C3%B3n_de_rugby_de_Sud%C3%A1frica,8,
Q630058,Derick Hougaard,Derick Hougaard,Derick_Hougaard,2002,2008,Blue Bulls,/wiki/Blue_Bulls,,
Q630058,Derick Hougaard,Derick Hougaard,Derick_Hougaard,2003,2008,Bulls,/wiki/Bulls_(rugby),,
Q630058,Derick Hougaard,Derick Hougaard,Derick_Hougaard,2008,2009,Leicester Tigers,/wiki/Leicester_Tigers,,
Q630058,Derick Hougaard,Derick Hougaard,Derick_Hougaard,2009,2013,Saracens,/wiki/Saracens,,
Q635697,Constantin Henriquez,Constantin Henriquez,Constantin_Henriquez,,,Francia,/wiki/Selecci%C3%B3n_de_rugby_de_Francia,?,
Q635697,Constantin Henriquez,Constantin Henriquez,Constantin_Henriquez,1895,1899,Olympique de París,/wiki/Olympique_de_Par%C3%ADs,,
Q635697,Constantin Henriquez,Constantin Henriquez,Constantin_Henriquez,1899,1904,Stade Français Paris,/wiki/Stade_Fran%C3%A7ais_Paris,,
Q635864,Dan Cole,Dan Cole,Dan_Cole,,,Inglaterra,/wiki/Selecci%C3%B3n_de_rugby_de_Inglaterra,116,20
Q635864,Dan Cole,Dan Cole,Dan_Cole,2007,,Leicester Tigers,/wiki/Leicester_Tigers,,
Q639951,Octavio Bartolucci,Octavio Bartolucci,Octavio_Bartolucci,,,Argentina,/wiki/Selecci%C3%B3n_de_rugby_de_la_Argentina,20,
Q639951,Octavio Bartolucci,Octavio Bartolucci,Octavio_Bartolucci,1993,2009,Club Atlético del Rosario ,,,
Q639951,Octavio Bartolucci,Octavio Bartolucci,Octavio_Bartolucci,2000,2001,Sporting Union Agen,/wiki/Sporting_Union_Agen,,
Q639951,Octavio Bartolucci,Octavio Bartolucci,Octavio_Bartolucci,2001,2002,Leeds Carnegie,/wiki/Leeds_Carnegie,,
Q641999,Will Genia,Will Genia,Will_Genia,,,Australia,/wiki/Selecci%C3%B3n_de_rugby_de_Australia,100,40
Q641999,Will Genia,Will Genia,Will_Genia,2007,,Ballymore Tornadoes,/w/index.php?title=Ballymore_Tornadoes&action=edit&redlink=1,,
Q641999,Will Genia,Will Genia,Will_Genia,2007,15,Reds,/wiki/Queensland_Reds,,
Q641999,Will Genia,Will Genia,Will_Genia,2014,,Brisbane City,/w/index.php?title=Brisbane_City_(rugby)&action=edit&redlink=1,,
Q641999,Will Genia,Will Genia,Will_Genia,2015,,Stade Français,/wiki/Stade_Fran%C3%A7ais,,
Q642380,Colin Meads,Colin Meads,Colin_Meads,,,Nueva Zelanda,/wiki/Selecci%C3%B3n_de_rugby_de_Nueva_Zelanda,66,
Q642380,Colin Meads,Colin Meads,Colin_Meads,1955,1973,King Country RFU,/wiki/King_Country_Rugby,,
Q645540,Nicolás Fernández Miranda,N. Fernández Miranda,Nicol%C3%A1s_Fern%C3%A1ndez_Miranda,,,Argentina,/wiki/Selecci%C3%B3n_de_rugby_de_la_Argentina,46,
Q645540,Nicolás Fernández Miranda,N. Fernández Miranda,Nicol%C3%A1s_Fern%C3%A1ndez_Miranda,1991,2001,Hindú Club ,,,
Q645540,Nicolás Fernández Miranda,N. Fernández Miranda,Nicol%C3%A1s_Fern%C3%A1ndez_Miranda,2002,,Natal Sharks,/wiki/Natal_Sharks,,
Q645540,Nicolás Fernández Miranda,N. Fernández Miranda,Nicol%C3%A1s_Fern%C3%A1ndez_Miranda,2003,2004,Petrarca Rugby,/wiki/Petrarca_Rugby,,
Q645540,Nicolás Fernández Miranda,N. Fernández Miranda,Nicol%C3%A1s_Fern%C3%A1ndez_Miranda,2007,2008,Aviron Bayonnais,/wiki/Aviron_Bayonnais,,
Q645540,Nicolás Fernández Miranda,N. Fernández Miranda,Nicol%C3%A1s_Fern%C3%A1ndez_Miranda,2009,2010,Hindu Club,/wiki/Hindu_Club,,
Q651186,Gordon Brown,Gordon Brown,Gordon_Brown_(rugbista),,,Escocia,/wiki/Selecci%C3%B3n_de_rugby_de_Escocia,30,
Q651186,Gordon Brown,Gordon Brown,Gordon_Brown_(rugbista),1966,1982,West of Scotland F.C.,/w/index.php?title=West_of_Scotland_F.C.&action=edit&redlink=1,,
Q651983,Gary Whetton,Gary Whetton,Gary_Whetton,1981,,Nueva Zelanda,/wiki/Selecci%C3%B3n_de_rugby_de_Nueva_Zelanda,58,4
Q651983,Gary Whetton,Gary Whetton,Gary_Whetton,1978,1992,Auckland ,,,
Q651983,Gary Whetton,Gary Whetton,Gary_Whetton,1981,1982,West Hartlepool Rugby,/w/index.php?title=West_Hartlepool_Rugby&action=edit&redlink=1,,
Q651983,Gary Whetton,Gary Whetton,Gary_Whetton,1985,1986,Benetton Rugby Treviso,/wiki/Benetton_Rugby_Treviso,,
Q651983,Gary Whetton,Gary Whetton,Gary_Whetton,1992,1994,Castres Olympique ,,,
Q660403,Jean Prat,Jean Prat,Jean_Prat,1945,,Francia,/wiki/Selecci%C3%B3n_de_rugby_de_Francia,51,144
Q660403,Jean Prat,Jean Prat,Jean_Prat,1944,1959,FC Lourdes ,,,
Q665978,Diego Cash,Diego Cash,Diego_Cash,1985,,Argentina,/wiki/Selecci%C3%B3n_de_rugby_de_la_Argentina,39,9
Q665978,Diego Cash,Diego Cash,Diego_Cash,1981,1994,San Isidro Club,/wiki/San_Isidro_Club,,
Q667796,Akona Ndungane,Akona Ndungane,Akona_Ndungane,,,Sudáfrica,/wiki/Selecci%C3%B3n_de_rugby_de_Sud%C3%A1frica,11,
Q667796,Akona Ndungane,Akona Ndungane,Akona_Ndungane,2000,2005,Eastern Province Elephants ,,,
Q667796,Akona Ndungane,Akona Ndungane,Akona_Ndungane,2006,2015,Bulls ,,,
Q677419,Kitch Christie,Kitch Christie,Kitch_Christie,1962,1977,Pretoria Harlequins ,,,
Q679613,Ben McCalman,Ben McCalman,Ben_McCalman,,,Australia,/wiki/Selecci%C3%B3n_de_rugby_de_Australia,53,20
Q679613,Ben McCalman,Ben McCalman,Ben_McCalman,2010,2017,Western Force,/wiki/Western_Force,,
Q679613,Ben McCalman,Ben McCalman,Ben_McCalman,2015,2016,Panasonic Wild Knights,/wiki/Panasonic_Wild_Knights,,
Q679613,Ben McCalman,Ben McCalman,Ben_McCalman,2016,2017,Perth Spirit,/wiki/Perth_Spirit,,
Q680326,Matías Corral,Matías Corral,Mat%C3%ADas_Corral,,,Argentina,/wiki/Selecci%C3%B3n_de_rugby_de_la_Argentina,,
Q680818,Billy Twelvetrees,Billy Twelvetrees,Billy_Twelvetrees,,,Inglaterra,/wiki/Selecci%C3%B3n_de_rugby_de_Inglaterra,22,
Q680818,Billy Twelvetrees,Billy Twelvetrees,Billy_Twelvetrees,2008,2009,Bedford Blues ,,,
Q680818,Billy Twelvetrees,Billy Twelvetrees,Billy_Twelvetrees,2009,2012,Leicester Tigers,/wiki/Leicester_Tigers,,
Q680818,Billy Twelvetrees,Billy Twelvetrees,Billy_Twelvetrees,2012,,Gloucester Rugby ,,,
Q690625,Didier Camberabero,Didier Camberabero,Didier_Camberabero,,,Francia,/wiki/Selecci%C3%B3n_de_rugby_de_Francia,36,
Q690625,Didier Camberabero,Didier Camberabero,Didier_Camberabero,1980,1985,La Voulte sportif ,,,
Q690625,Didier Camberabero,Didier Camberabero,Didier_Camberabero,1985,1990,AS Béziers Hérault ,,,
Q690625,Didier Camberabero,Didier Camberabero,Didier_Camberabero,1990,1998,FC Grenoble Rugby,/wiki/Football_Club_de_Grenoble_Rugby,,
Q690625,Didier Camberabero,Didier Camberabero,Didier_Camberabero,1998,2000,USA Perpignan,/wiki/Union_Sportive_Arlequine_Perpignan,,
Q690729,Vilimoni Delasau,Vilimoni Delasau,Vilimoni_Delasau,,,Fiyi,/wiki/Selecci%C3%B3n_de_rugby_de_Fiyi,29,
Q690729,Vilimoni Delasau,Vilimoni Delasau,Vilimoni_Delasau,1998,1999,Lautoka Rugby ,,,
Q690729,Vilimoni Delasau,Vilimoni Delasau,Vilimoni_Delasau,2000,2002,Stade Montois,/wiki/Stade_Montois,,
Q690729,Vilimoni Delasau,Vilimoni Delasau,Vilimoni_Delasau,2002,2003,Yamaha Júbilo,/w/index.php?title=Yamaha_J%C3%BAbilo&action=edit&redlink=1,,
Q690729,Vilimoni Delasau,Vilimoni Delasau,Vilimoni_Delasau,2003,2004,Crusaders,/wiki/Crusaders_(Super_Rugby),,
Q690729,Vilimoni Delasau,Vilimoni Delasau,Vilimoni_Delasau,2005,2006,Highlanders,/wiki/Highlanders_(rugby),,
Q690729,Vilimoni Delasau,Vilimoni Delasau,Vilimoni_Delasau,2006,2008,ASM Clermont,/wiki/ASM_Clermont_Auvergne,,
Q690729,Vilimoni Delasau,Vilimoni Delasau,Vilimoni_Delasau,2008,2010,US Montauban,/wiki/Union_Sportive_Montauban,,
Q690729,Vilimoni Delasau,Vilimoni Delasau,Vilimoni_Delasau,2010,2012,Stade Toulousain,/wiki/Stade_Toulousain,,
Q692832,Hendrik le Roux,Hennie le Roux,Hennie_le_Roux,,,Sudáfrica,/wiki/Selecci%C3%B3n_de_rugby_de_Sud%C3%A1frica,27,
Q692832,Hendrik le Roux,Hennie le Roux,Hennie_le_Roux,1988,1991,Eastern Province Kings ,,,
Q692832,Hendrik le Roux,Hennie le Roux,Hennie_le_Roux,1992,2000,Golden Lions,/wiki/Golden_Lions,,
Q692832,Hendrik le Roux,Hennie le Roux,Hennie_le_Roux,1996,2000,Lions ,,,
Q693345,Marius Hurter,Marius Hurter,Marius_Hurter,1995,,Sudáfrica,/wiki/Selecci%C3%B3n_de_rugby_de_Sud%C3%A1frica,13,0
Q693345,Marius Hurter,Marius Hurter,Marius_Hurter,1992,1993,Leopards ,,,
