origWdId,origName,itName,wpPage,stintType,timePeriod,teamName,teamWP,matchesPlayed,pointsScored
Q3553044,Va'aiga Tuigamala,Va'aiga Tuigamala,Va%27aiga_Tuigamala,Senior,1996-1997,Wasps,/wiki/Wasps_Rugby_Football_Club,13,20
Q3553044,Va'aiga Tuigamala,Va'aiga Tuigamala,Va%27aiga_Tuigamala,Senior,1997-2002,Newcastle,/wiki/Newcastle_Falcons,90,115
Q3553044,Va'aiga Tuigamala,Va'aiga Tuigamala,Va%27aiga_Tuigamala,International,1989-1993; 1996-2000,Nuova Zelanda; Samoa,/wiki/Nazionale_maschile_di_rugby_a_15_della_Nuova_Zelanda; /wiki/Nazionale_maschile_di_rugby_a_15_di_Samoa,19; 23,21; 15
Q3553236,Warren Spragg,Warren Spragg,Warren_Spragg,Senior,2002-03,Sale Sharks,/wiki/Sale_Sharks,1,0
Q3553236,Warren Spragg,Warren Spragg,Warren_Spragg,Senior,2003,→Fylde,,2,5
Q3553236,Warren Spragg,Warren Spragg,Warren_Spragg,Senior,2003-04,Wakefield,,17,34
Q3553236,Warren Spragg,Warren Spragg,Warren_Spragg,Senior,2004-06,Orrell,/wiki/Orrell_Rugby_Union_Football_Club,48,92
Q3553236,Warren Spragg,Warren Spragg,Warren_Spragg,Senior,2006-08,Calvisano,/wiki/Rugby_Calvisano,29,45
Q3553236,Warren Spragg,Warren Spragg,Warren_Spragg,Senior,2008-12,Petrarca,/wiki/Petrarca_Rugby,63,105
Q3553236,Warren Spragg,Warren Spragg,Warren_Spragg,Senior,2012-,Fylde,,11,20
Q3553236,Warren Spragg,Warren Spragg,Warren_Spragg,International,2006,Italia,/wiki/Nazionale_maschile_di_rugby_a_15_dell%27Italia,1,0
Q3553719,Valerio Bernabò,Valerio Bernabò,Valerio_Bernab%C3%B2,Youth,1997-2002,Lazio&Primavera,/wiki/Polisportiva_S.S._Lazio_Rugby_1927,,
Q3553719,Valerio Bernabò,Valerio Bernabò,Valerio_Bernab%C3%B2,Senior,2002-2004,Lazio&Primavera,/wiki/Polisportiva_S.S._Lazio_Rugby_1927,17,0
Q3553719,Valerio Bernabò,Valerio Bernabò,Valerio_Bernab%C3%B2,Senior,2004-2007,Calvisano,/wiki/Rugby_Calvisano,59,15
Q3553719,Valerio Bernabò,Valerio Bernabò,Valerio_Bernab%C3%B2,Senior,2007-2008,Brive,/wiki/Club_athl%C3%A9tique_Brive_Corr%C3%A8ze_Limousin,5,0
Q3553719,Valerio Bernabò,Valerio Bernabò,Valerio_Bernab%C3%B2,Senior,2008-2009,Calvisano,/wiki/Rugby_Calvisano,12,5
Q3553719,Valerio Bernabò,Valerio Bernabò,Valerio_Bernab%C3%B2,Senior,2009-2010,Rugby Roma,/wiki/Rugby_Roma_Olimpic_Club_1930,19,0
Q3553719,Valerio Bernabò,Valerio Bernabò,Valerio_Bernab%C3%B2,Senior,2010-2014,Benetton,/wiki/Benetton_Rugby_Treviso,78,5
Q3553719,Valerio Bernabò,Valerio Bernabò,Valerio_Bernab%C3%B2,Senior,2014-2018,Zebre,/wiki/Zebre_Rugby_Club,68,20
Q3553719,Valerio Bernabò,Valerio Bernabò,Valerio_Bernab%C3%B2,International,2004-2016,Italia,/wiki/Nazionale_maschile_di_rugby_a_15_dell%27Italia,33,0
Q3554936,Vasily Artemyev,Vasilij Artem'ev,Vasilij_Artem%27ev,Senior,2008-11,VVA-Podmoskov'e,/wiki/VVA-Podmoskov%27e,,
Q3554936,Vasily Artemyev,Vasilij Artem'ev,Vasilij_Artem%27ev,Senior,2011-13,Northampton,/wiki/Northampton_Saints,33,45
Q3554936,Vasily Artemyev,Vasilij Artem'ev,Vasilij_Artem%27ev,Senior,2014-19,Krasnyj Jar,,,
Q3554936,Vasily Artemyev,Vasilij Artem'ev,Vasilij_Artem%27ev,Senior,2020-,CSKA Mosca,,,
Q3554936,Vasily Artemyev,Vasilij Artem'ev,Vasilij_Artem%27ev,International,2009-,Russia,/wiki/Nazionale_maschile_di_rugby_a_15_della_Russia,96,145
Q3555838,Vereniki Goneva,Vereniki Goneva,Vereniki_Goneva,Senior,2007-09,Rotherham,/wiki/Rotherham_Rugby_Union_Football_Club,,
Q3555838,Vereniki Goneva,Vereniki Goneva,Vereniki_Goneva,Senior,2009-11,Colomiers,/wiki/Union_sportive_Colomiers_rugby,46,28
Q3555838,Vereniki Goneva,Vereniki Goneva,Vereniki_Goneva,Senior,2011-12,Tarbes,/wiki/Tarbes_Pyr%C3%A9n%C3%A9es_rugby,19,40
Q3555838,Vereniki Goneva,Vereniki Goneva,Vereniki_Goneva,Senior,2012-16,Leicester,/wiki/Leicester_Tigers,89,205
Q3555838,Vereniki Goneva,Vereniki Goneva,Vereniki_Goneva,Senior,2016-19,Newcastle,/wiki/Newcastle_Falcons,60,145
Q3555838,Vereniki Goneva,Vereniki Goneva,Vereniki_Goneva,Senior,2019-20,Harlequins,/wiki/Harlequin_Football_Club,6,0
Q3555838,Vereniki Goneva,Vereniki Goneva,Vereniki_Goneva,Senior,2020-22,Mont-de-Marsan,/wiki/Stade_montois_rugby,45,30
Q3555838,Vereniki Goneva,Vereniki Goneva,Vereniki_Goneva,Senior,2022-,Chambéry,,23,15
Q3555838,Vereniki Goneva,Vereniki Goneva,Vereniki_Goneva,International,2007-19,Figi,/wiki/Nazionale_maschile_di_rugby_a_15_delle_Figi,59,110
Q3555942,Vern Cotter,Vern Cotter,Vern_Cotter,Regional,1980-1990,Counties Manukau,/wiki/Counties_Manukau_Rugby_Football_Union,,
Q3555942,Vern Cotter,Vern Cotter,Vern_Cotter,Senior,1990-1994,Rumilly,,,
Q3555942,Vern Cotter,Vern Cotter,Vern_Cotter,Senior,1994-1996,Lourdes,/wiki/Football_Club_Lourdais_XV,,
Q3555942,Vern Cotter,Vern Cotter,Vern_Cotter,Senior,1996-1997,Saint-Junien,,,
Q3555942,Vern Cotter,Vern Cotter,Vern_Cotter,Senior,1997-1998,Lourdes,/wiki/Football_Club_Lourdais_XV,,
Q3555942,Vern Cotter,Vern Cotter,Vern_Cotter,Senior,1998-1999,Castelnau-Madiran,,,
Q3557237,Victor Costello,Victor Costello,Victor_Costello,Regional,1993-1995,Connacht,/wiki/Connacht_Rugby,,
Q3557237,Victor Costello,Victor Costello,Victor_Costello,Regional,1995-2002,Leinster,/wiki/Leinster_Rugby,25,25
Q3557237,Victor Costello,Victor Costello,Victor_Costello,Senior,1996,London Irish,/wiki/London_Irish_Rugby_Football_Club,8,5
Q3557237,Victor Costello,Victor Costello,Victor_Costello,Senior,2001-2005,Leinster,/wiki/Leinster_Rugby,37,20
Q3557237,Victor Costello,Victor Costello,Victor_Costello,International,1996-2004,Irlanda,/wiki/Nazionale_di_rugby_a_15_dell%27Irlanda,39,20
Q3557619,Victor Ubogu,Victor Ubogu,Victor_Ubogu,Senior,1987,Univ. di Oxford,,1,0
Q3557619,Victor Ubogu,Victor Ubogu,Victor_Ubogu,Senior,1988-99,Bath,/wiki/Bath_Rugby,,
Q3557619,Victor Ubogu,Victor Ubogu,Victor_Ubogu,International,1992-99,Inghilterra,/wiki/Nazionale_maschile_di_rugby_a_15_dell%27Inghilterra,24,5
Q3558418,Viliami Vaki,Viliami Vaki,Viliami_Vaki,Senior,2002-05,GRAN Parma,/wiki/GranDucato_Parma_Rugby,?,?
Q3558418,Viliami Vaki,Viliami Vaki,Viliami_Vaki,Senior,2005-10,Perpignano,/wiki/Union_Sportive_Arlequins_Perpignanais,89,80
Q3558418,Viliami Vaki,Viliami Vaki,Viliami_Vaki,Senior,2010-11,Bergerac,,,
Q3558418,Viliami Vaki,Viliami Vaki,Viliami_Vaki,Senior,2011-16,Reggio Emilia,/wiki/Valorugby_Emilia,38,25
Q3558418,Viliami Vaki,Viliami Vaki,Viliami_Vaki,International,2001-2008; 2006-2008,Tonga; Pacific Islanders,/wiki/Nazionale_maschile_di_rugby_a_15_delle_Tonga; /wiki/Pacific_Islanders,36; 3,35; 0
Q3559614,Vincent Etcheto,Vincent Etcheto,Vincent_Etcheto,Youth,,Bayonne,/wiki/Aviron_Bayonnais_Rugby_Pro,,
Q3559614,Vincent Etcheto,Vincent Etcheto,Vincent_Etcheto,Senior,xxxx-1991,Bayonne,/wiki/Aviron_Bayonnais_Rugby_Pro,,
Q3559614,Vincent Etcheto,Vincent Etcheto,Vincent_Etcheto,Senior,1991-1993,Racing Club,/wiki/Racing_92,,
Q3559614,Vincent Etcheto,Vincent Etcheto,Vincent_Etcheto,Senior,1993-1998,Bègles,/wiki/Union_Bordeaux_B%C3%A8gles,,
Q3559614,Vincent Etcheto,Vincent Etcheto,Vincent_Etcheto,Senior,1998-2002,Bayonne,/wiki/Aviron_Bayonnais_Rugby_Pro,,
Q3559922,Vincenzo Bertolotto,Vincenzo Bertolotto,Vincenzo_Bertolotto,Senior,1932-42,GUF Torino,/wiki/CUS_Torino_Rugby,,
Q3559922,Vincenzo Bertolotto,Vincenzo Bertolotto,Vincenzo_Bertolotto,Senior,1947-50,Ginnastica Torino,/wiki/Reale_Societ%C3%A0_Ginnastica_di_Torino,,
Q3559922,Vincenzo Bertolotto,Vincenzo Bertolotto,Vincenzo_Bertolotto,International,1936-48,Italia,/wiki/Nazionale_maschile_di_rugby_a_15_dell%27Italia,6,0
Q3560816,Virimi Vakatawa,Virimi Vakatawa,Virimi_Vakatawa,Senior,2010-23,Racing 92,/wiki/Racing_92,74,155
Q3560816,Virimi Vakatawa,Virimi Vakatawa,Virimi_Vakatawa,International,2016-,Francia,/wiki/Nazionale_maschile_di_rugby_a_15_della_Francia,22,40
Q3561372,Vittorio Munari,Vittorio Munari,Vittorio_Munari,Senior,19xx-76,Petrarca,/wiki/Petrarca_Rugby,,
Q3561372,Vittorio Munari,Vittorio Munari,Vittorio_Munari,Senior,1976-78,Casale,/wiki/Rugby_Casale,,
Q3561372,Vittorio Munari,Vittorio Munari,Vittorio_Munari,Senior,1978-80,Petrarca,/wiki/Petrarca_Rugby,,
Q3564982,Wade Dooley,Wade Dooley,Wade_Dooley,Senior,1978-94,Preston Hoppers,,,
Q3564982,Wade Dooley,Wade Dooley,Wade_Dooley,International,1985-93; 1989,Inghilterra; British Lions,/wiki/Nazionale_maschile_di_rugby_a_15_dell%27Inghilterra; /wiki/British_and_Irish_Lions,55; 2,12; 0
Q3565170,Waisale Serevi,Waisale Serevi,Waisale_Serevi,Senior,1993-1996,Dynaboars,,,
Q3565170,Waisale Serevi,Waisale Serevi,Waisale_Serevi,Senior,1997-1998,Leicester,/wiki/Leicester_Tigers,16,48
Q3565170,Waisale Serevi,Waisale Serevi,Waisale_Serevi,Senior,1998-2003,Mont-de-Marsan,/wiki/Stade_montois_rugby,,
Q3565170,Waisale Serevi,Waisale Serevi,Waisale_Serevi,Senior,2004,Bordeaux,/wiki/Union_Bordeaux_B%C3%A8gles,,
Q3565170,Waisale Serevi,Waisale Serevi,Waisale_Serevi,Senior,2004-2008,Staines,,,
Q3565170,Waisale Serevi,Waisale Serevi,Waisale_Serevi,International,1989-2003,Figi,/wiki/Nazionale_maschile_di_rugby_a_15_delle_Figi,38,221
Q3565728,Walter Cristofoletto,Walter Cristofoletto,Walter_Cristofoletto,Senior,1985-1999,Benetton,/wiki/Benetton_Rugby_Treviso,198,?
Q3565728,Walter Cristofoletto,Walter Cristofoletto,Walter_Cristofoletto,Senior,2000-2001,Mont-de-Marsan,/wiki/Stade_montois_rugby,,
Q3565728,Walter Cristofoletto,Walter Cristofoletto,Walter_Cristofoletto,Senior,2001-2002,Petrarca,/wiki/Petrarca_Rugby,,
Q3565728,Walter Cristofoletto,Walter Cristofoletto,Walter_Cristofoletto,International,1992-2000,Italia,/wiki/Nazionale_maschile_di_rugby_a_15_dell%27Italia,30,5
Q3565811,Walter Little,Walter Little,Walter_Little,Regional,1988-2000,North Harbour,/wiki/North_Harbour_Rugby_Union,145,336
Q3565811,Walter Little,Walter Little,Walter_Little,Senior,1993-1995,Rugby Roma,/wiki/Rugby_Roma_Olimpic_Club_1930,20,?
Q3565811,Walter Little,Walter Little,Walter_Little,Senior,2000-2003,Sanyo Wild Knights,,,
Q3565811,Walter Little,Walter Little,Walter_Little,Senior,1996-1999,Waikato Chiefs,/wiki/Chiefs_(rugby_a_15),38,37
Q3565811,Walter Little,Walter Little,Walter_Little,Senior,2000,Blues,/wiki/Blues_(rugby_a_15),5,5
Q3565811,Walter Little,Walter Little,Walter_Little,International,1990-1998,Nuova Zelanda,/wiki/Nazionale_maschile_di_rugby_a_15_della_Nuova_Zelanda,50,44
Q3565857,Walter Pozzebon,Walter Pozzebon,Walter_Pozzebon,Senior,2000-2006,Benetton,/wiki/Benetton_Rugby_Treviso,90,?
Q3565857,Walter Pozzebon,Walter Pozzebon,Walter_Pozzebon,Senior,2006-2008,Bristol,/wiki/Bristol_Rugby,2,0
Q3565857,Walter Pozzebon,Walter Pozzebon,Walter_Pozzebon,Senior,2008-2010,Veneziamestre,/wiki/Veneziamestre_Rugby_1986,14,0
Q3565857,Walter Pozzebon,Walter Pozzebon,Walter_Pozzebon,Senior,2010-2012,Paese,/wiki/ASD_Rugby_Paese,?,?
Q3565857,Walter Pozzebon,Walter Pozzebon,Walter_Pozzebon,International,2001-2006,Italia,/wiki/Nazionale_maschile_di_rugby_a_15_dell%27Italia,22,20
Q3566468,Warwick Taylor,Warwick Taylor,Warwick_Taylor,Regional,1980-81,Otago,/wiki/Otago_Rugby_Football_Union,20,?
Q3566468,Warwick Taylor,Warwick Taylor,Warwick_Taylor,Regional,1982-90,Canterbury,/wiki/Canterbury_Rugby_Football_Union,,
Q3566468,Warwick Taylor,Warwick Taylor,Warwick_Taylor,Senior,1987-89,Veneziamestre,/wiki/Veneziamestre_Rugby_1986,,
Q3566468,Warwick Taylor,Warwick Taylor,Warwick_Taylor,International,1983-88,Nuova Zelanda,/wiki/Nazionale_maschile_di_rugby_a_15_della_Nuova_Zelanda,24,20
Q3566471,Warwick Waugh,Warwick Waugh,Warwick_Waugh,Regional,1991-1998,N. Galles del Sud,/wiki/New_South_Wales_Rugby_Union,48,18
Q3566471,Warwick Waugh,Warwick Waugh,Warwick_Waugh,Senior,1999-2000,Bath,/wiki/Bath_Rugby,9,0
Q3566471,Warwick Waugh,Warwick Waugh,Warwick_Waugh,Senior,2000-2002,Béziers,/wiki/Association_sportive_de_B%C3%A9ziers_H%C3%A9rault,14,0
Q3566471,Warwick Waugh,Warwick Waugh,Warwick_Waugh,Senior,2003-2004,Randwick,/wiki/Randwick_District_Rugby_Union_Football_Club,,
Q3566471,Warwick Waugh,Warwick Waugh,Warwick_Waugh,Senior,1996,Waratahs,/wiki/New_South_Wales_Waratahs,10,5
Q3566471,Warwick Waugh,Warwick Waugh,Warwick_Waugh,Senior,1998-1999,Brumbies,/wiki/Brumbies,11,?
Q3566471,Warwick Waugh,Warwick Waugh,Warwick_Waugh,Senior,1999,Reds,/wiki/Reds_(rugby_a_15),11,?
Q3566471,Warwick Waugh,Warwick Waugh,Warwick_Waugh,Senior,2002-2003,Connacht,/wiki/Connacht_Rugby,6,0
Q3566471,Warwick Waugh,Warwick Waugh,Warwick_Waugh,International,1993-1997,Australia,/wiki/Nazionale_maschile_di_rugby_a_15_dell%27Australia,8,5
Q3566842,Wayne Julies,Wayne Julies,Wayne_Julies,Regional,1999-2002,Boland Cavaliers,/wiki/Boland_Cavaliers,,
Q3566842,Wayne Julies,Wayne Julies,Wayne_Julies,Regional,2002,Blue Bulls,/wiki/Blue_Bulls,,
Q3566842,Wayne Julies,Wayne Julies,Wayne_Julies,Regional,2003,Free State,/wiki/Free_State_Cheetahs,,
Q3566842,Wayne Julies,Wayne Julies,Wayne_Julies,Regional,2004,Eagles,/wiki/Eagles_(rugby_a_15),,
Q3566842,Wayne Julies,Wayne Julies,Wayne_Julies,Regional,2005-2006,Golden Lions,/wiki/Golden_Lions,,
Q3566842,Wayne Julies,Wayne Julies,Wayne_Julies,Regional,2007-2009,Blue Bulls,/wiki/Blue_Bulls,,
Q3566842,Wayne Julies,Wayne Julies,Wayne_Julies,Senior,1999,Bulls,/wiki/Bulls_(rugby_a_15),,
Q3566842,Wayne Julies,Wayne Julies,Wayne_Julies,Senior,2000-2002,Stormers,/wiki/Stormers,,
Q3566842,Wayne Julies,Wayne Julies,Wayne_Julies,Senior,2004-2006,Lions,/wiki/Lions_(rugby_a_15),27,25
Q3566842,Wayne Julies,Wayne Julies,Wayne_Julies,Senior,2007-2009,Bulls,/wiki/Bulls_(rugby_a_15),11,5
Q3566842,Wayne Julies,Wayne Julies,Wayne_Julies,Senior,2009-2011,Pais d'Aix,,13,0
Q3566842,Wayne Julies,Wayne Julies,Wayne_Julies,International,1999-2007,Sudafrica,/wiki/Nazionale_maschile_di_rugby_a_15_del_Sudafrica,11,10
Q3566851,Wayne Pivac,Wayne Pivac,Wayne_Pivac,Senior,1985-87,North Harbour,/wiki/North_Harbour_Rugby_Union,24,8
Q3566861,Wayne Smith,Wayne Smith,Wayne_Smith_(rugbista),Regional,1979-1989,Canterbury,/wiki/Canterbury_Rugby_Football_Union,69,?
Q3566861,Wayne Smith,Wayne Smith,Wayne_Smith_(rugbista),Senior,1986-1988,Casale,/wiki/Rugby_Casale,,
Q3566861,Wayne Smith,Wayne Smith,Wayne_Smith_(rugbista),International,1980-1985,Nuova Zelanda,/wiki/Nazionale_maschile_di_rugby_a_15_della_Nuova_Zelanda,17,6
Q3567318,Werner Greeff,Werner Greeff,Werner_Greeff,Regional,2000-06,Western Province,/wiki/Western_Province,,
Q3567318,Werner Greeff,Werner Greeff,Werner_Greeff,Senior,2001-06,Stormers,/wiki/Stormers,43,43
Q3567318,Werner Greeff,Werner Greeff,Werner_Greeff,International,2002-03,Sudafrica,/wiki/Nazionale_maschile_di_rugby_a_15_del_Sudafrica,11,31
Q3567340,Werner Swanepoel,Werner Swanepoel,Werner_Swanepoel,Senior,1997-2001,Cats,/wiki/Lions_(rugby_a_15),,
Q3567340,Werner Swanepoel,Werner Swanepoel,Werner_Swanepoel,Senior,2002,Bulls,/wiki/Bulls_(rugby_a_15),,
Q3567340,Werner Swanepoel,Werner Swanepoel,Werner_Swanepoel,Senior,2002-2004,Worcester,/wiki/Worcester_Rugby,35,30
Q3567340,Werner Swanepoel,Werner Swanepoel,Werner_Swanepoel,International,1997-2000,Sudafrica,/wiki/Nazionale_maschile_di_rugby_a_15_del_Sudafrica,20,30
Q3568079,Wikus van Heerden,Wikus van Heerden,Wikus_van_Heerden,Regional,2000-01,Golden Lions,/wiki/Golden_Lions,,
Q3568079,Wikus van Heerden,Wikus van Heerden,Wikus_van_Heerden,Regional,2002,Blue Bulls,/wiki/Blue_Bulls,,
Q3568079,Wikus van Heerden,Wikus van Heerden,Wikus_van_Heerden,Regional,2003-04,Golden Lions,/wiki/Golden_Lions,,
Q3568079,Wikus van Heerden,Wikus van Heerden,Wikus_van_Heerden,Regional,2006-08,Blue Bulls,/wiki/Blue_Bulls,,
Q3568079,Wikus van Heerden,Wikus van Heerden,Wikus_van_Heerden,Regional,2009-,Golden Lions,/wiki/Golden_Lions,,
Q3568079,Wikus van Heerden,Wikus van Heerden,Wikus_van_Heerden,Senior,2001-02,Cats,/wiki/Lions_(rugby_a_15),3,0
Q3568079,Wikus van Heerden,Wikus van Heerden,Wikus_van_Heerden,Senior,2003,Bulls,/wiki/Bulls_(rugby_a_15),11,10
Q3568079,Wikus van Heerden,Wikus van Heerden,Wikus_van_Heerden,Senior,2004-05,Lions,/wiki/Lions_(rugby_a_15),31,25
Q3568079,Wikus van Heerden,Wikus van Heerden,Wikus_van_Heerden,Senior,2007-08,Bulls,/wiki/Bulls_(rugby_a_15),27,50
Q3568079,Wikus van Heerden,Wikus van Heerden,Wikus_van_Heerden,Senior,2008-10,Saracens,/wiki/Saracens_Football_Club,29,15
Q3568079,Wikus van Heerden,Wikus van Heerden,Wikus_van_Heerden,Senior,2010-,Lions,/wiki/Lions_(rugby_a_15),11,0
Q3568079,Wikus van Heerden,Wikus van Heerden,Wikus_van_Heerden,International,2003-,Sudafrica,/wiki/Nazionale_maschile_di_rugby_a_15_del_Sudafrica,14,5
Q3568280,Will Carling,Will Carling,Will_Carling,Youth,1984-1987,Durham University,,?,?
Q3568280,Will Carling,Will Carling,Will_Carling,Senior,1987,Rosslyn Park,/wiki/Rosslyn_Park_Football_Club,?,?
Q3568280,Will Carling,Will Carling,Will_Carling,Senior,1987-2000,Harlequins,/wiki/Harlequin_Football_Club,177,162
Q3568280,Will Carling,Will Carling,Will_Carling,International,1988-1997; 1993,Inghilterra; British Lions,/wiki/Nazionale_maschile_di_rugby_a_15_dell%27Inghilterra; /wiki/British_and_Irish_Lions,72; 1,54; 0
Q3568328,Willem Alberts,Willem Alberts,Willem_Alberts,Regional,2007-09,Golden Lions,/wiki/Golden_Lions,22,10
Q3568328,Willem Alberts,Willem Alberts,Willem_Alberts,Regional,2010-14,Natal Sharks,/wiki/Natal_Sharks,27,45
Q3568328,Willem Alberts,Willem Alberts,Willem_Alberts,Senior,2015-19,Stade français,/wiki/Stade_fran%C3%A7ais_Paris_rugby,65,10
Q3568328,Willem Alberts,Willem Alberts,Willem_Alberts,Senior,2007-09,Lions,/wiki/Lions_(rugby_a_15),37,20
Q3568328,Willem Alberts,Willem Alberts,Willem_Alberts,Senior,2010-15,Sharks,/wiki/Sharks_(rugby_a_15),73,48
Q3568328,Willem Alberts,Willem Alberts,Willem_Alberts,Senior,2020-,Lions,/wiki/Lions_(rugby_a_15),1,0
Q3568328,Willem Alberts,Willem Alberts,Willem_Alberts,International,2010-16,Sudafrica,/wiki/Nazionale_maschile_di_rugby_a_15_del_Sudafrica,43,35
Q3569004,Billy Trew,Billy Trew,William_Trew,Senior,?-?,Swansea,/wiki/Swansea_Rugby_Football_Club,,
Q3569004,Billy Trew,Billy Trew,William_Trew,International,1900; -; 1913,Galles,/wiki/Nazionale_maschile_di_rugby_a_15_del_Galles,29,39
Q3569098,Viliami Ofahengaue,Willie Ofahengaue,Willie_Ofahengaue,Regional,1991-1999,N. Galles del Sud,/wiki/New_South_Wales_Rugby_Union,31,30
Q3569098,Viliami Ofahengaue,Willie Ofahengaue,Willie_Ofahengaue,Senior,1992-1993,Rovigo,/wiki/Rugby_Rovigo_Delta,,
Q3569098,Viliami Ofahengaue,Willie Ofahengaue,Willie_Ofahengaue,Senior,1996-1999,Waratahs,/wiki/New_South_Wales_Waratahs,28,20
Q3569098,Viliami Ofahengaue,Willie Ofahengaue,Willie_Ofahengaue,Senior,1999-2004,Kubota Spears,,,
Q3569098,Viliami Ofahengaue,Willie Ofahengaue,Willie_Ofahengaue,International,1990-1998,Australia,/wiki/Nazionale_maschile_di_rugby_a_15_dell%27Australia,41,51
Q3570685,Xavier Garbajosa,Xavier Garbajosa,Xavier_Garbajosa,Senior,1994-2007,Tolosa,/wiki/Stade_Toulousain,,
Q3570685,Xavier Garbajosa,Xavier Garbajosa,Xavier_Garbajosa,Senior,2007-2008,Bayonne,/wiki/Aviron_Bayonnais_Rugby_Pro,4,5
Q3570685,Xavier Garbajosa,Xavier Garbajosa,Xavier_Garbajosa,International,1998-2003,Francia,/wiki/Nazionale_maschile_di_rugby_a_15_della_Francia,32,30
Q3571639,Yann Delaigue,Yann Delaigue,Yann_Delaigue,Youth,1980-1988,Vienne,,,
Q3571639,Yann Delaigue,Yann Delaigue,Yann_Delaigue,Youth,1988-1991,Tolone,/wiki/Rugby_Club_Toulonnais,,
Q3571639,Yann Delaigue,Yann Delaigue,Yann_Delaigue,Senior,1991-1997,Tolone,/wiki/Rugby_Club_Toulonnais,,
Q3571639,Yann Delaigue,Yann Delaigue,Yann_Delaigue,Senior,1997-2004,Tolosa,/wiki/Stade_Toulousain,,
Q3571639,Yann Delaigue,Yann Delaigue,Yann_Delaigue,Senior,2004-2006,Castres,/wiki/Castres_Olympique,34,54
Q3571639,Yann Delaigue,Yann Delaigue,Yann_Delaigue,Senior,2006-2007,Tolone,/wiki/Rugby_Club_Toulonnais,16,3
Q3571639,Yann Delaigue,Yann Delaigue,Yann_Delaigue,International,1994-2006,Francia,/wiki/Nazionale_maschile_di_rugby_a_15_della_Francia,20,37
Q3571791,Yannick Nyanga,Yannick Nyanga,Yannick_Nyanga,Senior,2002-05,Béziers,/wiki/Association_sportive_de_B%C3%A9ziers_H%C3%A9rault,55,35
Q3571791,Yannick Nyanga,Yannick Nyanga,Yannick_Nyanga,Senior,2005-15,Tolosa,/wiki/Stade_Toulousain,200,105
Q3571791,Yannick Nyanga,Yannick Nyanga,Yannick_Nyanga,Senior,2015-18,Racing Métro 92,/wiki/Racing_92,60,35
Q3571791,Yannick Nyanga,Yannick Nyanga,Yannick_Nyanga,International,2004-15,Francia,/wiki/Nazionale_maschile_di_rugby_a_15_della_Francia,46,30
Q3572366,Yoann Huget,Yoann Huget,Yoann_Huget,Senior,2005-08,Tolosa,/wiki/Stade_Toulousain,6,0
Q3572366,Yoann Huget,Yoann Huget,Yoann_Huget,Senior,2008-10,Agen,/wiki/Sporting_Union_Agen_Lot-et-Garonne,53,80
Q3572366,Yoann Huget,Yoann Huget,Yoann_Huget,Senior,2010-12,Bayonne,/wiki/Aviron_Bayonnais_Rugby_Pro,32,80
Q3572366,Yoann Huget,Yoann Huget,Yoann_Huget,Senior,2012-21,Tolosa,/wiki/Stade_Toulousain,122,225
Q3572366,Yoann Huget,Yoann Huget,Yoann_Huget,International,2010-19,Francia,/wiki/Nazionale_maschile_di_rugby_a_15_della_Francia,62,70
Q3574638,Zak Feau'nati,Isaac Fe’aunati,Isaac_Fe%27aunati,Regional,1994-1997,Wellington,/wiki/Wellington_Rugby_Football_Union,22,?
Q3574638,Zak Feau'nati,Isaac Fe’aunati,Isaac_Fe%27aunati,Senior,1995-1996,Melrose,/wiki/Melrose_Rugby_Football_Club,,
Q3574638,Zak Feau'nati,Isaac Fe’aunati,Isaac_Fe%27aunati,Senior,1997-2000,London Irish,/wiki/London_Irish_Rugby_Football_Club,26,30
Q3574638,Zak Feau'nati,Isaac Fe’aunati,Isaac_Fe%27aunati,Senior,2000-2001,Rotherham,/wiki/Rotherham_Rugby_Union_Football_Club,20,10
Q3574638,Zak Feau'nati,Isaac Fe’aunati,Isaac_Fe%27aunati,Senior,2001-2003,Leeds Tykes,/wiki/Leeds_Tykes,36,15
Q3574638,Zak Feau'nati,Isaac Fe’aunati,Isaac_Fe%27aunati,Senior,2003-2008,Bath,/wiki/Bath_Rugby,93,65
Q3574638,Zak Feau'nati,Isaac Fe’aunati,Isaac_Fe%27aunati,Senior,1997,Crusaders,/wiki/Crusaders,2,0
Q3574638,Zak Feau'nati,Isaac Fe’aunati,Isaac_Fe%27aunati,International,1996-2006,Samoa,/wiki/Nazionale_maschile_di_rugby_a_15_di_Samoa,14,10
Q3588678,Émile Ntamack,Émile Ntamack,%C3%89mile_Ntamack,Senior,1988-2003,Tolosa,/wiki/Stade_Toulousain,,
Q3588678,Émile Ntamack,Émile Ntamack,%C3%89mile_Ntamack,International,1994-2000,Francia,/wiki/Nazionale_maschile_di_rugby_a_15_della_Francia,46,130
Q3591004,Eric Bonneval,Éric Bonneval,%C3%89ric_Bonneval,Senior,1982-92,Tolosa,/wiki/Stade_Toulousain,,
Q3591004,Eric Bonneval,Éric Bonneval,%C3%89ric_Bonneval,Senior,1992-93,Racing Club,/wiki/Racing_92,,
Q3591004,Eric Bonneval,Éric Bonneval,%C3%89ric_Bonneval,Senior,1993-96,Colomiers,/wiki/Union_sportive_Colomiers_rugby,,
Q3591004,Eric Bonneval,Éric Bonneval,%C3%89ric_Bonneval,Senior,1996-97,Tolosa,/wiki/Stade_Toulousain,,
