origWdId,origName,itName,wpPage,stintType,timePeriod,teamName,teamWP,matchesPlayed,pointsScored
Q528784,Wynand Olivier,Wynand Olivier,Wynand_Olivier,Senior,2005-13,Bulls,/wiki/Bulls_(rugby_a_15),108,145
Q528784,Wynand Olivier,Wynand Olivier,Wynand_Olivier,International,2006-14,Sudafrica,/wiki/Nazionale_maschile_di_rugby_a_15_del_Sudafrica,38,5
Q532570,Wyatt Crockett,Wyatt Crockett,Wyatt_Crockett,Regional,2005-12,Canterbury,/wiki/Canterbury_Rugby_Football_Union,67,30
Q532570,Wyatt Crockett,Wyatt Crockett,Wyatt_Crockett,Regional,2018-,Tasman,/wiki/Tasman_Rugby_Union,11,5
Q532570,Wyatt Crockett,Wyatt Crockett,Wyatt_Crockett,Senior,2006-18,Crusaders,/wiki/Crusaders,202,55
Q532570,Wyatt Crockett,Wyatt Crockett,Wyatt_Crockett,International,2009-2017,Nuova Zelanda,/wiki/Nazionale_maschile_di_rugby_a_15_della_Nuova_Zelanda,71,10
Q537512,Michel Yachvili,Michel Yachvili,Michel_Yachvili,Senior,1964-70,Tulle,,,
Q537512,Michel Yachvili,Michel Yachvili,Michel_Yachvili,Senior,1970-79,Brive,/wiki/Club_athl%C3%A9tique_Brive_Corr%C3%A8ze_Limousin,,
Q537512,Michel Yachvili,Michel Yachvili,Michel_Yachvili,Senior,1979-80,Saint-Céré,,,
Q537512,Michel Yachvili,Michel Yachvili,Michel_Yachvili,Senior,1980-81,Decazeville,,,
Q537512,Michel Yachvili,Michel Yachvili,Michel_Yachvili,International,1968-75,Francia,/wiki/Nazionale_maschile_di_rugby_a_15_della_Francia,15,0
Q537574,Oscar Collodo,Oscar Collodo,Oscar_Collodo,Senior,1976-79,Benetton,/wiki/Benetton_Rugby_Treviso,,
Q537574,Oscar Collodo,Oscar Collodo,Oscar_Collodo,Senior,1979-84,Petrarca,/wiki/Petrarca_Rugby,,
Q537574,Oscar Collodo,Oscar Collodo,Oscar_Collodo,Senior,1984-93,Benetton,/wiki/Benetton_Rugby_Treviso,,
Q537574,Oscar Collodo,Oscar Collodo,Oscar_Collodo,International,1977-87,Italia,/wiki/Nazionale_maschile_di_rugby_a_15_dell%27Italia,15,47
Q540060,Ken Kennedy,Ken Kennedy,Ken_Kennedy,Senior,1968-80,London Irish,/wiki/London_Irish_Rugby_Football_Club,,
Q540060,Ken Kennedy,Ken Kennedy,Ken_Kennedy,International,1965-75; 1966,Irlanda; British Lions,/wiki/Nazionale_di_rugby_a_15_dell%27Irlanda; /wiki/British_and_Irish_Lions,45; 4,0; 0
Q540685,Stu Wilson,Stu Wilson,Stu_Wilson,Regional,1975-84,Wellington,/wiki/Wellington_Rugby_Football_Union,89,216
Q540685,Stu Wilson,Stu Wilson,Stu_Wilson,Senior,1981-82,Amatori Milano,/wiki/Amatori_Rugby_Milano,,
Q540685,Stu Wilson,Stu Wilson,Stu_Wilson,International,1977-83,Nuova Zelanda,/wiki/Nazionale_maschile_di_rugby_a_15_della_Nuova_Zelanda,34,76
Q540932,Brian Carney,Brian Carney,Brian_Carney,Senior,2006-2009,Munster,/wiki/Munster_Rugby,14,15
Q540932,Brian Carney,Brian Carney,Brian_Carney,International,2007,Irlanda,/wiki/Nazionale_di_rugby_a_15_dell%27Irlanda,4,5
Q541164,Bryan Williams,Bryan Williams,Bryan_Williams,Regional,1968-82,Auckland,/wiki/Auckland_Rugby_Football_Union,,
Q541164,Bryan Williams,Bryan Williams,Bryan_Williams,International,1970-78,Nuova Zelanda,/wiki/Nazionale_maschile_di_rugby_a_15_della_Nuova_Zelanda,38,68
Q542818,Nic Berry,Nic Berry,Nic_Berry,Senior,2004-2007,Reds,/wiki/Reds_(rugby_a_15),33,0
Q542818,Nic Berry,Nic Berry,Nic_Berry,Senior,2007-2010,Racing Métro 92,/wiki/Racing_92,51,40
Q542818,Nic Berry,Nic Berry,Nic_Berry,Senior,2010-2013,London Wasps,/wiki/Wasps_Rugby_Football_Club,56,25
Q542948,Federico Nicolás Sánchez,Nicolás Sánchez,Nicol%C3%A1s_S%C3%A1nchez_(rugbista),Regional,2007-10,Tucumán,/wiki/Uni%C3%B3n_de_Rugby_de_Tucum%C3%A1n,,
Q542948,Federico Nicolás Sánchez,Nicolás Sánchez,Nicol%C3%A1s_S%C3%A1nchez_(rugbista),Regional,2010-11,Pampas XV,/wiki/Pampas_XV,9,71
Q542948,Federico Nicolás Sánchez,Nicolás Sánchez,Nicol%C3%A1s_S%C3%A1nchez_(rugbista),Senior,2007-10,Tucumán LTC,,,
Q542948,Federico Nicolás Sánchez,Nicolás Sánchez,Nicol%C3%A1s_S%C3%A1nchez_(rugbista),Senior,2011-14,Bordeaux Bègles,/wiki/Union_Bordeaux_B%C3%A8gles,22,71
Q542948,Federico Nicolás Sánchez,Nicolás Sánchez,Nicol%C3%A1s_S%C3%A1nchez_(rugbista),Senior,2014-15,Tolone,/wiki/Rugby_Club_Toulonnais,9,65
Q542948,Federico Nicolás Sánchez,Nicolás Sánchez,Nicol%C3%A1s_S%C3%A1nchez_(rugbista),Senior,2018-,Stade français,/wiki/Stade_fran%C3%A7ais_Paris_rugby,14,118
Q542948,Federico Nicolás Sánchez,Nicolás Sánchez,Nicol%C3%A1s_S%C3%A1nchez_(rugbista),Senior,2016-18,Jaguares,/wiki/Jaguares,40,392
Q542948,Federico Nicolás Sánchez,Nicolás Sánchez,Nicol%C3%A1s_S%C3%A1nchez_(rugbista),International,2010-,Argentina,/wiki/Nazionale_maschile_di_rugby_a_15_dell%27Argentina,80,748
Q543135,Patrice Lagisquet,Patrice Lagisquet,Patrice_Lagisquet,Senior,1980-1982,Bègles,/wiki/Union_Bordeaux_B%C3%A8gles,,
Q543135,Patrice Lagisquet,Patrice Lagisquet,Patrice_Lagisquet,Senior,1982-1992,Bayonne,/wiki/Aviron_Bayonnais_Rugby_Pro,,
Q543135,Patrice Lagisquet,Patrice Lagisquet,Patrice_Lagisquet,Senior,1992-1997,Biarritz,/wiki/Biarritz_Olympique_Pays_Basque,,
Q543135,Patrice Lagisquet,Patrice Lagisquet,Patrice_Lagisquet,International,1983-1991,Francia,/wiki/Nazionale_maschile_di_rugby_a_15_della_Francia,46,80
Q543795,Simon Best,Simon Best,Simon_Best,Regional,1999-2002,Ulster,/wiki/Ulster_Rugby,12,0
Q543795,Simon Best,Simon Best,Simon_Best,Senior,1998-1999,Newcastle,/wiki/Newcastle_Falcons,3,0
Q543795,Simon Best,Simon Best,Simon_Best,Senior,2001-2008,Ulster,/wiki/Ulster_Rugby,68,20
Q543795,Simon Best,Simon Best,Simon_Best,International,2003-2007,Irlanda,/wiki/Nazionale_di_rugby_a_15_dell%27Irlanda,23,5
Q544142,Eoin Reddan,Eoin Reddan,Eoin_Reddan,Senior,2001-03,Connacht,/wiki/Connacht_Rugby,12,10
Q544142,Eoin Reddan,Eoin Reddan,Eoin_Reddan,Senior,2003-05,Munster,/wiki/Munster_Rugby,27,10
Q544142,Eoin Reddan,Eoin Reddan,Eoin_Reddan,Senior,2005-09,Wasps,/wiki/Wasps_Rugby_Football_Club,67,35
Q544142,Eoin Reddan,Eoin Reddan,Eoin_Reddan,Senior,2009-16,Leinster,/wiki/Leinster_Rugby,87,10
Q544142,Eoin Reddan,Eoin Reddan,Eoin_Reddan,International,2006-16,Irlanda,/wiki/Nazionale_di_rugby_a_15_dell%27Irlanda,71,10
Q544444,Brett Papworth,Brett Papworth,Brett_Papworth,Regional,1983-87,N. Galles del Sud,/wiki/New_South_Wales_Rugby_Union,19,81
Q544444,Brett Papworth,Brett Papworth,Brett_Papworth,Senior,1982-87,Eastwood,,,
Q544444,Brett Papworth,Brett Papworth,Brett_Papworth,Senior,1994,Eastwood,,,
Q544444,Brett Papworth,Brett Papworth,Brett_Papworth,International,1985-87,Australia,/wiki/Nazionale_maschile_di_rugby_a_15_dell%27Australia,16,20
Q544594,Tony Daly,Tony Daly,Tony_Daly,Regional,1990-1997,N. Galles del Sud,/wiki/New_South_Wales_Rugby_Union,49,9
Q544594,Tony Daly,Tony Daly,Tony_Daly,Senior,,Eastern Suburbs,,,
Q544594,Tony Daly,Tony Daly,Tony_Daly,Senior,,Randwick,/wiki/Randwick_District_Rugby_Union_Football_Club,,
Q544594,Tony Daly,Tony Daly,Tony_Daly,Senior,1995-1997,Saracens,/wiki/Saracens_Football_Club,,
Q544594,Tony Daly,Tony Daly,Tony_Daly,Senior,,Manly,,,
Q544594,Tony Daly,Tony Daly,Tony_Daly,Senior,2003-2004,SF Golden Gate,,,
Q544594,Tony Daly,Tony Daly,Tony_Daly,International,1989-1995,Australia,/wiki/Nazionale_maschile_di_rugby_a_15_dell%27Australia,41,17
Q549490,Anthony Foley,Anthony Foley,Anthony_Foley,Regional,1995-2001,Munster,/wiki/Munster_Rugby,26,30
Q549490,Anthony Foley,Anthony Foley,Anthony_Foley,Senior,1995-2008,Munster,/wiki/Munster_Rugby,69,45
Q549490,Anthony Foley,Anthony Foley,Anthony_Foley,International,1995-2005,Irlanda,/wiki/Nazionale_di_rugby_a_15_dell%27Irlanda,62,25
Q569150,David Aucagne,David Aucagne,David_Aucagne,Senior,1991-1996,P.U.C.,/wiki/Paris_Universit%C3%A9_Club_(rugby_a_15),,
Q569150,David Aucagne,David Aucagne,David_Aucagne,Senior,1996-2001,Pau,/wiki/Section_Paloise,,
Q569150,David Aucagne,David Aucagne,David_Aucagne,Senior,2001-2002,Tolosa,/wiki/Stade_Toulousain,,
Q569150,David Aucagne,David Aucagne,David_Aucagne,Senior,2002-2004,Pau,/wiki/Section_Paloise,27,330
Q569150,David Aucagne,David Aucagne,David_Aucagne,Senior,2004-2005,Grenoble,/wiki/Football_club_de_Grenoble_rugby,29,271
Q569150,David Aucagne,David Aucagne,David_Aucagne,Senior,2005-2007,Montpellier,/wiki/Montpellier_H%C3%A9rault_Rugby,40,251
Q569150,David Aucagne,David Aucagne,David_Aucagne,Senior,2007-2008,Pau,/wiki/Section_Paloise,11,42
Q569150,David Aucagne,David Aucagne,David_Aucagne,International,1997-1999,Francia,/wiki/Nazionale_maschile_di_rugby_a_15_della_Francia,15,30
Q578310,Olivier Brouzet,Olivier Brouzet,Olivier_Brouzet,Senior,1990-1997,Grenoble,/wiki/Football_club_de_Grenoble_rugby,,
Q578310,Olivier Brouzet,Olivier Brouzet,Olivier_Brouzet,Senior,1997-1998,Bègles,/wiki/Union_Bordeaux_B%C3%A8gles,,
Q578310,Olivier Brouzet,Olivier Brouzet,Olivier_Brouzet,Senior,2000-2002,Northampton,/wiki/Northampton_Saints,37,0
Q578310,Olivier Brouzet,Olivier Brouzet,Olivier_Brouzet,Senior,2002-2004,Montferrand,/wiki/Association_sportive_montferrandaise_Clermont_Auvergne,13,0
Q578310,Olivier Brouzet,Olivier Brouzet,Olivier_Brouzet,Senior,2004-2005,Stade français,/wiki/Stade_fran%C3%A7ais_Paris_rugby,9,5
Q578310,Olivier Brouzet,Olivier Brouzet,Olivier_Brouzet,International,1994-2003,Francia,/wiki/Nazionale_maschile_di_rugby_a_15_della_Francia,72,10
Q579257,Nicolas Mas,Nicolas Mas,Nicolas_Mas,Senior,1999-,Perpignano,/wiki/Union_Sportive_Arlequins_Perpignanais,175,15
Q579257,Nicolas Mas,Nicolas Mas,Nicolas_Mas,International,2003-,Francia,/wiki/Nazionale_maschile_di_rugby_a_15_della_Francia,49,0
Q579573,Louis Picamoles,Louis Picamoles,Louis_Picamoles,Senior,2004-09,Montpellier,/wiki/Montpellier_H%C3%A9rault_Rugby,54,40
Q579573,Louis Picamoles,Louis Picamoles,Louis_Picamoles,Senior,2009-16,Tolosa,/wiki/Stade_Toulousain,124,100
Q579573,Louis Picamoles,Louis Picamoles,Louis_Picamoles,Senior,2016-17,Northampton,/wiki/Northampton_Saints,15,20
Q579573,Louis Picamoles,Louis Picamoles,Louis_Picamoles,Senior,2017-21,Montpellier,/wiki/Montpellier_H%C3%A9rault_Rugby,42,112
Q579573,Louis Picamoles,Louis Picamoles,Louis_Picamoles,Senior,2021-,Bordeaux Bègles,/wiki/Union_Bordeaux_B%C3%A8gles,35,10
Q579573,Louis Picamoles,Louis Picamoles,Louis_Picamoles,International,2008-19,Francia,/wiki/Nazionale_maschile_di_rugby_a_15_della_Francia,82,50
Q581829,Joe Maddock,Joe Maddock,Joe_Maddock,Regional,2001-04,Canterbury,/wiki/Canterbury_Rugby_Football_Union,,
Q581829,Joe Maddock,Joe Maddock,Joe_Maddock,Senior,2004-10,Bath,/wiki/Bath_Rugby,96,175
Q581829,Joe Maddock,Joe Maddock,Joe_Maddock,Senior,2011-13,Saracens,/wiki/Saracens_Football_Club,14,5
Q581829,Joe Maddock,Joe Maddock,Joe_Maddock,Senior,2002-03,Crusaders,/wiki/Crusaders,13,15
Q581829,Joe Maddock,Joe Maddock,Joe_Maddock,Senior,2010-11,Benetton,/wiki/Benetton_Rugby_Treviso,7,0
Q582609,Fernando Morel,Fernando Morel,Fernando_Morel,Senior,,CASI,/wiki/Club_Atl%C3%A9tico_de_San_Isidro_(rugby_a_15),,
Q582609,Fernando Morel,Fernando Morel,Fernando_Morel,International,1979-87,Argentina,/wiki/Nazionale_maschile_di_rugby_a_15_dell%27Argentina,19,0
Q584317,Mervyn Davies,Mervyn Davies,Mervyn_Davies,Senior,1968-1972,London Welsh,/wiki/London_Welsh_Rugby_Football_Club,,
Q584317,Mervyn Davies,Mervyn Davies,Mervyn_Davies,Senior,1972-1976,Swansea,/wiki/Swansea_Rugby_Football_Club,88,
Q584317,Mervyn Davies,Mervyn Davies,Mervyn_Davies,International,1969-1976,Galles,/wiki/Nazionale_maschile_di_rugby_a_15_del_Galles,38,
Q586437,Jason Robinson,Jason Robinson,Jason_Robinson,Senior,1996,Bath,/wiki/Bath_Rugby,13,24
Q586437,Jason Robinson,Jason Robinson,Jason_Robinson,Senior,2000-2007,Sale Sharks,/wiki/Sale_Sharks,159,248
Q586437,Jason Robinson,Jason Robinson,Jason_Robinson,Senior,2010-2011,Fylde,,3,5
Q586437,Jason Robinson,Jason Robinson,Jason_Robinson,International,2001-2007; 2001-2005,Inghilterra; British Lions,/wiki/Nazionale_maschile_di_rugby_a_15_dell%27Inghilterra; /wiki/British_and_Irish_Lions,51; 5,140; 10
Q588193,Felipe Contepomi,Felipe Contepomi,Felipe_Contepomi,Senior,1996-2000,Club Newman,,,
Q588193,Felipe Contepomi,Felipe Contepomi,Felipe_Contepomi,Senior,2000-2003,Bristol,/wiki/Bristol_Rugby,45,573
Q588193,Felipe Contepomi,Felipe Contepomi,Felipe_Contepomi,Senior,2009-2011,Tolone,/wiki/Rugby_Club_Toulonnais,51,235
Q588193,Felipe Contepomi,Felipe Contepomi,Felipe_Contepomi,Senior,2011-2013,Stade français,/wiki/Stade_fran%C3%A7ais_Paris_rugby,8,10
Q588193,Felipe Contepomi,Felipe Contepomi,Felipe_Contepomi,Senior,2013-2014,Club Newman,,22,155
Q588193,Felipe Contepomi,Felipe Contepomi,Felipe_Contepomi,Senior,2003-2009,Leinster,/wiki/Leinster_Rugby,85,877
Q588193,Felipe Contepomi,Felipe Contepomi,Felipe_Contepomi,International,1998-2013,Argentina,/wiki/Nazionale_maschile_di_rugby_a_15_dell%27Argentina,87,651
Q590826,Rory Lamont,Rory Lamont,Rory_Lamont,Senior,2004-2007,Glasgow Warriors,/wiki/Glasgow_Warriors,43,12
Q590826,Rory Lamont,Rory Lamont,Rory_Lamont,Senior,2007-2008,Sale Sharks,/wiki/Sale_Sharks,12,20
Q590826,Rory Lamont,Rory Lamont,Rory_Lamont,Senior,2009-2011,Tolone,/wiki/Rugby_Club_Toulonnais,31,10
Q590826,Rory Lamont,Rory Lamont,Rory_Lamont,Senior,2011-2013,Glasgow Warriors,/wiki/Glasgow_Warriors,6,5
Q590826,Rory Lamont,Rory Lamont,Rory_Lamont,International,2005-2013,Scozia,/wiki/Nazionale_maschile_di_rugby_a_15_della_Scozia,26,30
Q591370,Serge Betsen,Serge Betsen,Serge_Betsen,Senior,1992-2008,Biarritz,/wiki/Biarritz_Olympique_Pays_Basque,,
Q591370,Serge Betsen,Serge Betsen,Serge_Betsen,Senior,2008-2011,Wasps,/wiki/Wasps_Rugby_Football_Club,53,25
Q591370,Serge Betsen,Serge Betsen,Serge_Betsen,International,1997-2007,Francia,/wiki/Nazionale_maschile_di_rugby_a_15_della_Francia,63,45
Q592277,Anton Oliver,Anton Oliver,Anton_Oliver,Regional,1994-2006,Otago,/wiki/Otago_Rugby_Football_Union,85,95
Q592277,Anton Oliver,Anton Oliver,Anton_Oliver,Senior,1996-2007,Highlanders,/wiki/Highlanders,127,40
Q592277,Anton Oliver,Anton Oliver,Anton_Oliver,Senior,2007-2008,Tolone,/wiki/Rugby_Club_Toulonnais,23,25
Q592277,Anton Oliver,Anton Oliver,Anton_Oliver,Senior,2008,Univ. di Oxford,,1,0
Q592277,Anton Oliver,Anton Oliver,Anton_Oliver,International,1996-2007,Nuova Zelanda,/wiki/Nazionale_maschile_di_rugby_a_15_della_Nuova_Zelanda,56,15
Q593893,Matteo Mazzantini,Matteo Mazzantini,Matteo_Mazzantini,Senior,1994-1998,Benetton,/wiki/Benetton_Rugby_Treviso,,
Q593893,Matteo Mazzantini,Matteo Mazzantini,Matteo_Mazzantini,Senior,1998-2000,L’Aquila,/wiki/L%27Aquila_Rugby_Club,,
Q593893,Matteo Mazzantini,Matteo Mazzantini,Matteo_Mazzantini,Senior,2000-2002,Benetton,/wiki/Benetton_Rugby_Treviso,,
Q593893,Matteo Mazzantini,Matteo Mazzantini,Matteo_Mazzantini,Senior,2002-2003,Rovigo,/wiki/Rugby_Rovigo_Delta,,
Q593893,Matteo Mazzantini,Matteo Mazzantini,Matteo_Mazzantini,Senior,2003-2006,Viadana,/wiki/Rugby_Viadana,,
Q593893,Matteo Mazzantini,Matteo Mazzantini,Matteo_Mazzantini,Senior,2006-2009,GRAN Parma,/wiki/GranDucato_Parma_Rugby,28,15
Q593893,Matteo Mazzantini,Matteo Mazzantini,Matteo_Mazzantini,Senior,2009-2010,Livorno,/wiki/Rugby_Livorno_1931,,
Q593893,Matteo Mazzantini,Matteo Mazzantini,Matteo_Mazzantini,International,2000-2003,Italia,/wiki/Nazionale_maschile_di_rugby_a_15_dell%27Italia,9,0
Q594222,Marc Dal Maso,Marc Dal Maso,Marc_Dal_Maso,Senior,19XX-19XX,Mont-de-Marsan,/wiki/Stade_montois_rugby,,
Q594222,Marc Dal Maso,Marc Dal Maso,Marc_Dal_Maso,Senior,19XX-1998,Agen,/wiki/Sporting_Union_Agen_Lot-et-Garonne,,
Q594222,Marc Dal Maso,Marc Dal Maso,Marc_Dal_Maso,Senior,1998-2000,Colomiers,/wiki/Union_sportive_Colomiers_rugby,,
Q594222,Marc Dal Maso,Marc Dal Maso,Marc_Dal_Maso,Senior,2000-2001,Pau,/wiki/Section_Paloise,,
Q594222,Marc Dal Maso,Marc Dal Maso,Marc_Dal_Maso,Senior,2001-2003,Perpignano,/wiki/Union_Sportive_Arlequins_Perpignanais,25,15
Q594222,Marc Dal Maso,Marc Dal Maso,Marc_Dal_Maso,International,1988-2000,Francia,/wiki/Nazionale_maschile_di_rugby_a_15_della_Francia,33,20
Q594828,Peter Grigg,Peter Grigg,Peter_Grigg,Regional,1977-90,Queensland,/wiki/Queensland_Rugby_Union,106,?
Q594828,Peter Grigg,Peter Grigg,Peter_Grigg,International,1980-87,Australia,/wiki/Nazionale_maschile_di_rugby_a_15_dell%27Australia,25,48
Q595313,Andrew Blowers,Andrew Blowers,Andrew_Blowers,Regional,1995-2000,Auckland,/wiki/Auckland_Rugby_Football_Union,45,?
Q595313,Andrew Blowers,Andrew Blowers,Andrew_Blowers,Regional,2006,Auckland,/wiki/Auckland_Rugby_Football_Union,5,5
Q595313,Andrew Blowers,Andrew Blowers,Andrew_Blowers,Senior,1996-2000,Blues,/wiki/Blues_(rugby_a_15),34,65
Q595313,Andrew Blowers,Andrew Blowers,Andrew_Blowers,Senior,1999,Hurricanes,/wiki/Hurricanes_(rugby_a_15),11,5
Q595313,Andrew Blowers,Andrew Blowers,Andrew_Blowers,Senior,2000-2005,Northampton,/wiki/Northampton_Saints,88,30
Q595313,Andrew Blowers,Andrew Blowers,Andrew_Blowers,Senior,2005,Toyota Verblitz,/wiki/Toyota_Verblitz,,
Q595313,Andrew Blowers,Andrew Blowers,Andrew_Blowers,Senior,2006,Highlanders,/wiki/Highlanders,0,0
Q595313,Andrew Blowers,Andrew Blowers,Andrew_Blowers,Senior,2007-2009,Bristol,/wiki/Bristol_Rugby,26,10
Q595313,Andrew Blowers,Andrew Blowers,Andrew_Blowers,International,1996-1999,Nuova Zelanda,/wiki/Nazionale_maschile_di_rugby_a_15_della_Nuova_Zelanda,11,0
Q596064,Fulgence Ouedraogo,Fulgence Ouedraogo,Fulgence_Ouedraogo,Youth,2003-04,Montpellier,/wiki/Montpellier_H%C3%A9rault_Rugby,,
Q596064,Fulgence Ouedraogo,Fulgence Ouedraogo,Fulgence_Ouedraogo,Senior,2004-,Montpellier,/wiki/Montpellier_H%C3%A9rault_Rugby,276,90
Q596064,Fulgence Ouedraogo,Fulgence Ouedraogo,Fulgence_Ouedraogo,International,2008-15,Francia,/wiki/Nazionale_maschile_di_rugby_a_15_della_Francia,39,10
Q597161,Butch James,Butch James,Butch_James,Regional,2000-07,Natal Sharks,/wiki/Natal_Sharks,65,450
Q597161,Butch James,Butch James,Butch_James,Regional,2011-12,Golden Lions,/wiki/Golden_Lions,14,71
Q597161,Butch James,Butch James,Butch_James,Regional,2013,Natal Sharks,/wiki/Natal_Sharks,8,43
Q597161,Butch James,Butch James,Butch_James,Senior,2007-11,Bath,/wiki/Bath_Rugby,49,298
Q597161,Butch James,Butch James,Butch_James,Senior,2001-07,Sharks,/wiki/Sharks_(rugby_a_15),57,390
Q597161,Butch James,Butch James,Butch_James,Senior,2011-13,Lions,/wiki/Lions_(rugby_a_15),16,51
Q597161,Butch James,Butch James,Butch_James,Senior,2013,Sharks,/wiki/Sharks_(rugby_a_15),2,0
Q597161,Butch James,Butch James,Butch_James,International,2001-11,Sudafrica,/wiki/Nazionale_maschile_di_rugby_a_15_del_Sudafrica,42,159
Q598568,Robbie Brink,Robbie Brink,Robbie_Brink,Regional,1991-2001,Western Province,/wiki/Western_Province,,
Q598568,Robbie Brink,Robbie Brink,Robbie_Brink,Senior,1996-2001,Stormers,/wiki/Stormers,,
Q598568,Robbie Brink,Robbie Brink,Robbie_Brink,Senior,2001-2002,Ulster,/wiki/Ulster_Rugby,1,0
Q598568,Robbie Brink,Robbie Brink,Robbie_Brink,International,1995,Sudafrica,/wiki/Nazionale_maschile_di_rugby_a_15_del_Sudafrica,2,0
Q599061,Yoann Maestri,Yoann Maestri,Yoann_Maestri,Youth,2003-07,Tolone,/wiki/Rugby_Club_Toulonnais,,
Q599061,Yoann Maestri,Yoann Maestri,Yoann_Maestri,Senior,2007-09,Tolone,/wiki/Rugby_Club_Toulonnais,40,0
Q599061,Yoann Maestri,Yoann Maestri,Yoann_Maestri,Senior,2009-18,Tolosa,/wiki/Stade_Toulousain,165,20
Q599061,Yoann Maestri,Yoann Maestri,Yoann_Maestri,Senior,2018-,Stade français,/wiki/Stade_fran%C3%A7ais_Paris_rugby,23,0
Q599061,Yoann Maestri,Yoann Maestri,Yoann_Maestri,International,2012-,Francia,/wiki/Nazionale_maschile_di_rugby_a_15_della_Francia,65,5
Q600196,Sean Fitzpatrick,Sean Fitzpatrick,Sean_Fitzpatrick,Regional,1981-97,Auckland,/wiki/Auckland_Rugby_Football_Union,127,60
Q600196,Sean Fitzpatrick,Sean Fitzpatrick,Sean_Fitzpatrick,Senior,1996-97,Auckland Blues,/wiki/Blues_(rugby_a_15),25,10
Q600196,Sean Fitzpatrick,Sean Fitzpatrick,Sean_Fitzpatrick,International,1986-97,Nuova Zelanda,/wiki/Nazionale_maschile_di_rugby_a_15_della_Nuova_Zelanda,92,55
Q601678,Ben Youngs,Ben Youngs,Ben_Youngs,Senior,2007-,Leicester,/wiki/Leicester_Tigers,186,138
Q601678,Ben Youngs,Ben Youngs,Ben_Youngs,International,2010-; 2013,Inghilterra; British Lions,/wiki/Nazionale_maschile_di_rugby_a_15_dell%27Inghilterra; /wiki/British_and_Irish_Lions,121; 2,100; 0
Q605864,Gabriel Fulcher,Gabriel Fulcher,Gabriel_Fulcher,Regional,1995-1996,Munster,/wiki/Munster_Rugby,4,0
Q605864,Gabriel Fulcher,Gabriel Fulcher,Gabriel_Fulcher,Regional,1998-2000,Leinster,/wiki/Leinster_Rugby,6,0
Q605864,Gabriel Fulcher,Gabriel Fulcher,Gabriel_Fulcher,Senior,1996-1998,London Irish,/wiki/London_Irish_Rugby_Football_Club,14,0
Q605864,Gabriel Fulcher,Gabriel Fulcher,Gabriel_Fulcher,International,1994-1998,Irlanda,/wiki/Nazionale_di_rugby_a_15_dell%27Irlanda,20,15
Q607384,Mirco Bergamasco,Mirco Bergamasco,Mirco_Bergamasco,Youth,1999-2001,Petrarca,/wiki/Petrarca_Rugby,,
Q607384,Mirco Bergamasco,Mirco Bergamasco,Mirco_Bergamasco,Senior,2001-2003,Petrarca,/wiki/Petrarca_Rugby,36,45
Q607384,Mirco Bergamasco,Mirco Bergamasco,Mirco_Bergamasco,Senior,2003-2010,Stade français,/wiki/Stade_fran%C3%A7ais_Paris_rugby,96,115
Q607384,Mirco Bergamasco,Mirco Bergamasco,Mirco_Bergamasco,Senior,2010-2013,Racing Métro 92,/wiki/Racing_92,31,46
Q607384,Mirco Bergamasco,Mirco Bergamasco,Mirco_Bergamasco,Senior,2013-2014,Rovigo,/wiki/Rugby_Rovigo_Delta,19,168
Q607384,Mirco Bergamasco,Mirco Bergamasco,Mirco_Bergamasco,Senior,2018,Vicenza,/wiki/Rugby_Vicenza,11,5
Q607384,Mirco Bergamasco,Mirco Bergamasco,Mirco_Bergamasco,Senior,2014-2015,Zebre,/wiki/Zebre_Rugby_Club,15,20
Q607384,Mirco Bergamasco,Mirco Bergamasco,Mirco_Bergamasco,Senior,2016,Sacramento Express,,12,114
Q607384,Mirco Bergamasco,Mirco Bergamasco,Mirco_Bergamasco,International,2002-2012,Italia,/wiki/Nazionale_maschile_di_rugby_a_15_dell%27Italia,89,256
Q609538,Chris Masoe,Chris Masoe,Chris_Masoe,Regional,2004-05,Taranaki,/wiki/Taranaki_Rugby_Football_Union,15,20
Q609538,Chris Masoe,Chris Masoe,Chris_Masoe,Regional,2005-08,Wellington,/wiki/Wellington_Rugby_Football_Union,13,10
Q609538,Chris Masoe,Chris Masoe,Chris_Masoe,Senior,2008-12,Castres,/wiki/Castres_Olympique,95,70
Q609538,Chris Masoe,Chris Masoe,Chris_Masoe,Senior,2012-15,Tolone,/wiki/Rugby_Club_Toulonnais,58,30
Q609538,Chris Masoe,Chris Masoe,Chris_Masoe,Senior,2015-17,Racing Métro 92,/wiki/Racing_92,46,37
Q609538,Chris Masoe,Chris Masoe,Chris_Masoe,Senior,2001,Chiefs,/wiki/Chiefs_(rugby_a_15),0,0
Q609538,Chris Masoe,Chris Masoe,Chris_Masoe,Senior,2002-08,Hurricanes,/wiki/Hurricanes_(rugby_a_15),62,40
Q609538,Chris Masoe,Chris Masoe,Chris_Masoe,International,2005-07,Nuova Zelanda,/wiki/Nazionale_maschile_di_rugby_a_15_della_Nuova_Zelanda,20,15
Q611049,Austin Healey,Austin Healey,Austin_Healey,Senior,1992-2006,Leicester,/wiki/Leicester_Tigers,151,216
Q611049,Austin Healey,Austin Healey,Austin_Healey,International,1997-2003; 1997,Inghilterra; British Lions,/wiki/Nazionale_maschile_di_rugby_a_15_dell%27Inghilterra; /wiki/British_and_Irish_Lions,51; 2,75; 0
