origWdId,origName,debugComment,itName,wpPage,height,weight,positions,positionsWP,birthCountry,sportCountry,currentTeam,currentTeamWP
Q510441,Steve Bainbridge,,Steve Bainbridge,Steve_Bainbridge,201,106,Seconda linea,,Regno Unito,Inghilterra,,
Q512161,Juan Severino Somoza,No IT WP page,,,,,,,,,,
Q512413,J. J. Williams,,J.J. Williams,J.J._Williams,,,Tre quarti ala,,Galles,,,
Q513201,Ken Jones,,Kenneth Jones,Ken_Jones_(sportivo),180,,,,Galles,,,
Q513355,Gert Smal,,Gert Smal,Gert_Smal,198,100,Terza linea ala,,Sudafrica,,,
Q515485,Ricky Januarie,,Ricky Januarie,Ricky_Januarie,168,85,Mediano di mischia,,Sudafrica,,Rugby Athlétique Club Châteauroux,
Q517519,Norm Maxwell,,Norm Maxwell,Norm_Maxwell,198,106,Seconda linea,,Nuova Zelanda,,,
Q517812,Craig Green,,Craig Green,Craig_Green,178,79,Tre quarti ala,,Nuova Zelanda,,,
Q517871,Frederick Maurice Watson Harvey,No IT WP page,,,,,,,,,,
Q518014,Laurent Bénézech,,Laurent Bénézech,Laurent_B%C3%A9n%C3%A9zech,186,103,Pilone,,Francia,,,
Q518349,Gary Botha,,Gary Botha,Gary_Botha,180,110,Tallonatore,,Sudafrica,,,
Q519164,Wenceslas Lauret,,Wenceslas Lauret,Wenceslas_Lauret,188,103,Terza linea ala,,Francia,,,
Q519358,Alex Cuthbert,,Alex Cuthbert,Alex_Cuthbert,198,103,Tre quarti ala,,Regno Unito,Galles,Exeter,/wiki/Exeter_Chiefs
Q519589,Mike Phillips,,Mike Phillips,Michael_Phillips_(rugbista),192,101,Mediano di mischia,,Regno Unito,Galles,Scarlets,/wiki/Scarlets
Q519903,Gavin Hume,No IT WP page,,,,,,,,,,
Q521927,Brad Thorn,,Brad Thorn,Brad_Thorn,195,116,Seconda linea,,Nuova Zelanda,Nuova Zelanda,,
Q522429,Ned Haig,,Ned Haig,Ned_Haig,,,Mediano di mischia,,Regno Unito,Scozia,,
Q525873,Shane Williams,,Shane Williams,Shane_Williams,170,77,Tre quarti ala,,Regno Unito,Galles,,
Q526295,Andy Irvine,,Andy Irvine,Andy_Irvine_(rugbista),178,80,Estremo,,Regno Unito,Scozia,,
Q527084,Andy Powell,No IT WP page,,,,,,,,,,
Q528784,Wynand Olivier,,Wynand Olivier,Wynand_Olivier,185,94,Tre quarti centro,,Sudafrica,,,
Q531221,Emyr Wyn Lewis,No IT WP page,,,,,,,,,,
Q532570,Wyatt Crockett,,Wyatt Crockett,Wyatt_Crockett,193,116,Pilone,,Nuova Zelanda,,Tasman,/wiki/Tasman_Rugby_Union
Q533038,William Renwick,No IT WP page,,,,,,,,,,
Q534779,Tony Spreadbury,No stint found,Tony Spreadbury,Tony_Spreadbury,,,,,Regno Unito,,,
Q537512,Michel Yachvili,,Michel Yachvili,Michel_Yachvili,178,85,Tallonatore,,Francia,,,
Q537574,Oscar Collodo,,Oscar Collodo,Oscar_Collodo,,,Mediano d'apertura,,Svizzera,Italia,,
Q537903,Levan Datunashvili,No IT WP page,,,,,,,,,,
Q537933,Joe Warbrick,No stint found,Joe Warbrick,Joe_Warbrick,,,Utility back,,Nuova Zelanda,,,
Q538355,Nelson Dalzell,No IT WP page,,,,,,,,,,
Q539740,Joe Ward,No IT WP page,,,,,,,,,,
Q540060,Ken Kennedy,,Ken Kennedy,Ken_Kennedy,182,81,Tallonatore,,Regno Unito,Irlanda,,
Q540685,Stu Wilson,,Stu Wilson,Stu_Wilson,183,86,Tre quarti ala,,Nuova Zelanda,,,
Q540932,Brian Carney,,Brian Carney,Brian_Carney,180,91,Ala,,Irlanda,Irlanda,,
Q541164,Bryan Williams,,Bryan Williams,Bryan_Williams,179,89,Tre quarti ala,,Nuova Zelanda,,,
Q542332,Paul Williams,No IT WP page,,,,,,,,,,
Q542818,Nic Berry,,Nic Berry,Nic_Berry,,,mediano di mischia,,Australia,,,
Q542948,Federico Nicolás Sánchez,,Nicolás Sánchez,Nicol%C3%A1s_S%C3%A1nchez_(rugbista),178,80,Mediano d'apertura,,Argentina,,Stade français,/wiki/Stade_fran%C3%A7ais_Paris_rugby
Q543135,Patrice Lagisquet,,Patrice Lagisquet,Patrice_Lagisquet,183,82,Tre quarti ala,,Francia,,,
Q543795,Simon Best,,Simon Best,Simon_Best,185,114,Pilone,,Regno Unito,Irlanda,,
Q544142,Eoin Reddan,,Eoin Reddan,Eoin_Reddan,180,95,Mediano di mischia,,Irlanda,Irlanda,,
Q544444,Brett Papworth,,Brett Papworth,Brett_Papworth,,,Tre quarti centro,,Australia,,,
Q544594,Tony Daly,,Tony Daly,Tony_Daly,178,103,Pilone,,Australia,,,
Q546277,André Pretorius,No stint found,André Pretorius,Andr%C3%A9_Pretorius,173,83,Mediano d'apertura,,Sudafrica,,Tolone,/wiki/Rugby_Club_Toulonnais
Q547478,Mike Campbell-Lamerton,No IT WP page,,,,,,,,,,
Q549490,Anthony Foley,,Anthony Foley,Anthony_Foley,191,111,Terza linea centro,,Irlanda,Irlanda,,
Q553979,Grzegorz Kacała,No IT WP page,,,,,,,,,,
Q568655,Joseph Roffo,No stint found,Joseph Roffo,Joseph_Roffo,,,,,Francia,,Racing Club de France,
Q569150,David Aucagne,,David Aucagne,David_Aucagne,178,72,Mediano d'apertura,,Francia,,,
Q570956,Antanas Bosas,No IT WP page,,,,,,,,,,
Q573987,Dave Gallaher,No IT WP page,,,,,,,,,,
Q577587,Martyn Jordan,No IT WP page,,,,,,,,,,
Q577765,Zachary Pangelinan,No IT WP page,,,,,,,,,,
Q577781,Bruno Bordenave,No IT WP page,,,,,,,,,,
Q577868,Jone Daunivucu,No IT WP page,,,,,,,,,,
Q578247,Denis Fogarty,No IT WP page,,,,,,,,,,
Q578310,Olivier Brouzet,,Olivier Brouzet,Olivier_Brouzet,203,120,Seconda linea,,Francia,,,
Q579257,Nicolas Mas,,Nicolas Mas,Nicolas_Mas,180,110,Pilone,,Francia,,Perpignano,/wiki/Union_Sportive_Arlequins_Perpignanais
Q579573,Louis Picamoles,,Louis Picamoles,Louis_Picamoles,192,113,Terza linea centro,,Francia,,Bordeaux Bègles,/wiki/Union_Bordeaux_B%C3%A8gles
Q579946,Len Killeen,No IT WP page,,,,,,,,,,
Q581829,Joe Maddock,,Joe Maddock,Joe_Maddock,173,85,Utility back,,Nuova Zelanda,,,
Q582609,Fernando Morel,,Fernando Morel,Fernando_Morel,,,Pilone,,Argentina,,,
Q582826,Nando Parrado,No infobox found,,Fernando_Parrado,,,,,,,,
Q582926,Ephraim Taukafa,No IT WP page,,,,,,,,,,
Q584317,Mervyn Davies,,Mervyn Davies,Mervyn_Davies,191,108,Terza linea centro,,Galles,,,
Q585747,Jack Williams,No IT WP page,,,,,,,,,,
Q586437,Jason Robinson,,Jason Robinson,Jason_Robinson,173,84,Tre quarti ala,,Regno Unito,Inghilterra,,
Q588193,Felipe Contepomi,,Felipe Contepomi,Felipe_Contepomi,180,91,Utility back,,Argentina,,,
Q588403,Grant Batty,No IT WP page,,,,,,,,,,
Q590826,Rory Lamont,,Rory Lamont,Rory_Lamont,188,100,Estremo,,Regno Unito,Scozia,,
Q590943,John Welborn,No IT WP page,,,,,,,,,,
Q591370,Serge Betsen,,Serge Betsen,Serge_Betsen,182,96,Terza linea,,Camerun,Francia,,
Q591492,Shaun Perry,No stint found,Shaun Perry,Shaun_Perry,178,89,Mediano di mischia,,Regno Unito,Inghilterra,Brive,/wiki/Club_athl%C3%A9tique_Brive_Corr%C3%A8ze_Limousin
Q592277,Anton Oliver,,Anton Oliver,Anton_Oliver,184,111,Tallonatore,,Nuova Zelanda,,,
Q593538,Alexandru Manta,No IT WP page,,,,,,,,,,
Q593893,Matteo Mazzantini,,Matteo Mazzantini,Matteo_Mazzantini,178,87,Mediano di mischia,,Italia,,,
Q594222,Marc Dal Maso,,Marc Dal Maso,Marc_Dal_Maso,183,98,Tallonatore,,Francia,,,
Q594828,Peter Grigg,,Peter Grigg,Peter_Grigg,,,Tre quarti ala,,Australia,,,
Q595313,Andrew Blowers,,Andrew Blowers,Andrew_Blowers,193,105,Terza linea,,Nuova Zelanda,,,
Q596064,Fulgence Ouedraogo,,Fulgence Ouedraogo,Fulgence_Ouedraogo,191,98,Terza linea ala,,Burkina Faso,Francia,Montpellier,/wiki/Montpellier_H%C3%A9rault_Rugby
Q597161,Butch James,,Butch James,Butch_James,185,98,Mediano d'apertura,,Sudafrica,,,
Q598270,Robert Ebersohn,No IT WP page,,,,,,,,,,
Q598568,Robbie Brink,,Robbie Brink,Robbie_Brink,196,113,Terza linea,,Sudafrica,,,
Q599061,Yoann Maestri,,Yoann Maestri,Yoann_Maestri,201,121,Seconda linea,,Francia,,Stade français,/wiki/Stade_fran%C3%A7ais_Paris_rugby
Q599563,Jim Calder,No IT WP page,,,,,,,,,,
Q600196,Sean Fitzpatrick,,Sean Fitzpatrick,Sean_Fitzpatrick,183,105,Tallonatore,,Nuova Zelanda,,,
Q601678,Ben Youngs,,Ben Youngs,Ben_Youngs,178,87,Mediano di mischia,,Regno Unito,Inghilterra,Leicester,/wiki/Leicester_Tigers
Q602404,Teddy Morgan,No IT WP page,,,,,,,,,,
Q605301,Ben Cairns,No IT WP page,,,,,,,,,,
Q605864,Gabriel Fulcher,,Gabriel Fulcher,Gabriel_Fulcher,196,108,Seconda linea,,Regno Unito,Irlanda,,
Q606698,Stephen Fry,No IT WP page,,,,,,,,,,
Q607384,Mirco Bergamasco,,Mirco Bergamasco,Mirco_Bergamasco,180,90,Centro,,Italia,Italia,,
Q607457,Louis Moolman,No IT WP page,,,,,,,,,,
Q609199,Hugo Horn,No IT WP page,,,,,,,,,,
Q609538,Chris Masoe,,Chris Masoe,Chris_Masoe,183,106,Terza linea,,Samoa Occ.,Nuova Zelanda,,
Q610400,Theuns Kotzé,No IT WP page,,,,,,,,,,
Q611049,Austin Healey,,Austin Healey,Austin_Healey,178,87,Utility back,,Regno Unito,Inghilterra,,
Q612984,Ian Hunter,,Ian Hunter,Ian_Hunter_(rugbista),188,93,Utility back,,Regno Unito,Inghilterra,,
Q614602,Roberto Canessa,,Roberto Canessa,Roberto_Canessa,,,Tre quarti ala,,Uruguay,,,
Q614928,Cliff Morgan,,Cliff Morgan,Cliff_Morgan,171,71,Mediano d'apertura,,Regno Unito,Galles,,
Q616217,Santiago González Bonorino,,Santiago González Bonorino,Santiago_Gonz%C3%A1lez_Bonorino,183,116,Pilone,,Argentina,,,
Q616384,Haralambie Dumitraș,No IT WP page,,,,,,,,,,
Q617154,Giambattista Croci,,Giambattista Croci,Giambattista_Croci,201,100,Seconda linea,,Italia,,,
Q617168,Mauro Dal Sie,,Mauro Dal Sie,Mauro_Dal_Sie,180,106,Pilone,,Italia,,,
Q628564,Jean Bayard,No IT WP page,,,,,,,,,,
Q630058,Derick Hougaard,,Derick Hougaard,Derick_Hougaard,175,85,Mediano d'apertura,,Sudafrica,,,
Q630724,Michel Crauste,,Michel Crauste,Michel_Crauste,181,85,Terza linea centro,,Francia,,,
Q631000,Glen Ella,No IT WP page,,,,,,,,,,
Q635409,Benn Robinson,,Benn Robinson,Benn_Robinson,183,113,Pilone,,Australia,,Eastwood,
Q635697,Constantin Henriquez,No stint found,Constantin Henriquez,Constantin_Henriquez,,,,,Francia,,Olympique de Paris/Stade Français,
Q635864,Dan Cole,,Dan Cole,Dan_Cole,191,123,Pilone,,Regno Unito,Inghilterra,Leicester,/wiki/Leicester_Tigers
Q636885,Tim Gavin,,Tim Gavin,Tim_Gavin,198,107,Terza linea centro,,Australia,,,
Q638010,Mike Pletch,No IT WP page,,,,,,,,,,
Q639770,Josh Valentine,No IT WP page,,,,,,,,,,
Q639771,August Schmierer,,Hermann Kreuzer,August_Schmierer,,,mediano di mischia,,Germania,,,
Q639951,Octavio Bartolucci,,Octavio Bartolucci,Octavio_Bartolucci,195,99,Tre quarti ala,,Argentina,,,
Q641995,Mike Barbieri,,Mike Barbieri,Mike_Barbieri,185,118,Pilone,,Canada,,,
Q641999,Will Genia,,Will Genia,Will_Genia,174,82,Mediano di mischia,,Papua Nuova Guinea,Australia,Kintetsu Liners,
Q642380,Colin Meads,,Colin Meads,Colin_Meads,192,102,Seconda linea,,Nuova Zelanda,,,
Q642630,Harry Payne,No IT WP page,,,,,,,,,,
Q644811,Robert Seddon,No IT WP page,,,,,,,,,,
Q645540,Nicolás Fernández Miranda,,Nicolás Fernández Miranda,Nicol%C3%A1s_Fern%C3%A1ndez_Miranda,177,83,Mediano di mischia,,Argentina,,,
Q646015,James Grindal,No IT WP page,,,,,,,,,,
Q646952,Gillian Galan,No IT WP page,,,,,,,,,,
Q649080,Akvsenti Giorgadze,No IT WP page,,,,,,,,,,
Q649976,Laurent Emmanuelli,No IT WP page,,,,,,,,,,
Q650640,Frantz Reichel,,Frantz Reichel,Frantz_Reichel,,,Mediano d'apertura,,Francia,,,
Q651186,Gordon Brown,,Gordon Brown,Gordon_Brown_(rugbista),196,110,Seconda linea,,Regno Unito,Scozia,,
Q651250,Dave Walder,No IT WP page,,,,,,,,,,
Q651983,Gary Whetton,,Gary Whetton,Gary_Whetton,198,105,Seconda linea,,Nuova Zelanda,,,
Q655903,Tioti Maati Toafa,No IT WP page,,,,,,,,,,
Q657322,Joël Jutge,No stint found,Joël Jutge,Jo%C3%ABl_Jutge,,,mediano di mischia,,Francia,,,
Q658254,Melrick Africa,No IT WP page,,,,,,,,,,
Q660403,Jean Prat,,Jean Prat,Jean_Prat,176,84,Terza linea,,Francia,,,
Q660800,Frederick Stokes,No IT WP page,,,,,,,,,,
Q662781,Anthony Boric,,Anthony Boric,Anthony_Boric,200,110,Seconda linea,,Nuova Zelanda,,,
Q662951,Roy Mathias,No IT WP page,,,,,,,,,,
Q664074,Akapusi Qera,No IT WP page,,,,,,,,,,
Q664469,Sisa Koyamaibole,,Sisa Koyamaibole,Sisa_Koyamaibole,,,Terza linea centro,,Figi,,Bergerac,
Q665978,Diego Cash,,Diego Cash,Diego_Cash,,,Pilone,,Argentina,,,
Q667580,Willie Kyle,No IT WP page,,,,,,,,,,
Q667796,Akona Ndungane,No stint found,Akona Ndungane,Akona_Ndungane,183,92,Tre quarti ala,,Sudafrica,,Blue Bulls,/wiki/Blue_Bulls
Q668066,Paul Tito,No IT WP page,,,,,,,,,,
Q668587,Fergie McCormick,,Fergie McCormick,Fergie_McCormick,170,83,Estremo,,Nuova Zelanda,,,
Q670241,Vladimir Aïtoff,,Vladimir Aïtoff,Vladimir_A%C3%AFtoff,180,75,Terza linea centro,,Francia,,,
Q670394,Nathan Hines,,Nathan Hines,Nathan_Hines,200,114,Seconda linea,,Australia,Scozia,,
Q671300,Keith Gleeson,,Keith Gleeson,Keith_Gleeson,185,98,Terza linea ala,,Irlanda,Australia; Irlanda,,
Q671369,Romain Teulet,No IT WP page,,,,,,,,,,
Q677184,Joe Pietersen,No IT WP page,,,,,,,,,,
Q677419,Kitch Christie,,Kitch Christie,Kitch_Christie,,,Terza linea ala,,Sudafrica,,,
Q679613,Ben McCalman,,Ben McCalman,Ben_McCalman,193,106,Terza linea centro,,Australia,,,
Q680326,Matías Corral,No IT WP page,,,,,,,,,,
Q680818,Billy Twelvetrees,,Billy Twelvetrees,Billy_Twelvetrees,191,103,Utility back,,Regno Unito,Inghilterra,Gloucester,/wiki/Gloucester_Rugby
Q681795,Émile Sarrade,No stint found,Émile Sarrade,%C3%89mile_Sarrade,,,,,Francia,,Racing Club de France,
Q682817,David Denton,,David Denton,David_Denton,196,114,Terza linea,,Zimbabwe,Scozia,,
Q683284,Henry Birtles,No IT WP page,,,,,,,,,,
Q684865,Alexandre Audebert,No IT WP page,,,,,,,,,,
Q685157,Pat Spence,No stint found,Pat Spence,Pat_Spence,,,,,SudafricaSudafrica,,,
Q690625,Didier Camberabero,,Didier Camberabero,Didier_Camberabero,175,70,Mediano d'apertura,,Francia,,,
Q690729,Vilimoni Delasau,No IT WP page,,,,,,,,,,
Q692832,Hendrik le Roux,,Hennie le Roux,Hennie_le_Roux,175,80,Tre quarti centro,,Sudafrica,,,
Q693345,Marius Hurter,,Marius Hurter,Marius_Hurter,188,123,Pilone,,Sudafrica,,,
Q704657,John McKenna,No stint found,John McKenna,John_McKenna,,,Allenatore,,Irlanda,,,
Q707683,Marcello Fiasconaro,,Marcello Fiasconaro,Marcello_Fiasconaro,185,74,Tre quarti ala,,Italia,,,
Q715091,Jacques Fouroux,,Jacques Fouroux,Jacques_Fouroux,163,66,Mediano di mischia,,Francia,,,
Q715492,Arturo Rodríguez,,Arturo Rodríguez,Arturo_Rodr%C3%ADguez_(pugile),,,Tre quarti centro,,Argentina,,,
Q716246,Peter MacKay,No stint found,Peter MacKay,Peter_MacKay,,,,,,,,
Q717879,John O'Neil,No IT WP page,,,,,,,,,,
Q718533,Owen Farrell,,Owen Farrell,Owen_Farrell,188,90,Utility back,,Regno Unito,Inghilterra,Template:Racing 92,/w/index.php?title=Template:Racing_92&action=edit&redlink=1
Q721331,Jacques Forestier,No IT WP page,,,,,,,,,,
Q722819,Leon MacDonald,,Leon MacDonald,Leon_MacDonald,181,96,Estremo,,Nuova Zelanda,,,
Q723044,Grant Fox,,Grant Fox,Grant_Fox,175,72,Mediano di apertura,,Nuova Zelanda,,,
Q723121,Byron Kelleher,,Byron Kelleher,Byron_Kelleher,175,95,Mediano di mischia,,Nuova Zelanda,,,
Q723260,Justin Marshall,,Justin Marshall,Justin_Marshall,179,95,Mediano di mischia,,Nuova Zelanda,,,
Q723355,Nick Evans,,Nick Evans,Nick_Evans_(rugbista),180,84,Utility back,,Nuova Zelanda,,,
Q723617,John Kirwan,,John Kirwan,John_Kirwan,191,97,Tre quarti ala,,Nuova Zelanda,,,
Q723626,Conrad Smith,,Conrad Smith,Conrad_Smith,186,95,Tre quarti centro,,Nuova Zelanda,,,
Q723754,Charles-Édouard Yachvili,,Charles-Édouard Yachvili,Charles-%C3%89douard_Yachvili,180,75,Mediano di mischia,,Francia,Georgia,Hendaye,
Q723836,Isaia Toeava,,Isaia Toeava,Isaia_Toeava,185,102,Estremo,,Samoa Occ.,Nuova Zelanda,Clermont,/wiki/Association_sportive_montferrandaise_Clermont_Auvergne
Q723988,Neemia Tialata,,Neemia Tialata,Neemia_Tialata,187,136,Pilone,,Nuova Zelanda,,Tolosa,/wiki/Stade_Toulousain
Q724072,Bob Scott,No IT WP page,,,,,,,,,,
Q725298,Ondřej Sekora,No IT WP page,,,,,,,,,,
Q725555,J. P. R. Williams,,J.P.R. Williams,J._P._R._Williams,185,89,Estremo,,Regno Unito,Galles,,
Q725671,Michael Jones,,Michael Jones,Michael_Jones_(rugbista),185,98,Terza linea,,Nuova Zelanda,Samoa Occidentali; Nuova Zelanda,,
Q726148,Richie McCaw,,Richie McCaw,Richie_McCaw,188,104,Terza linea ala,,Nuova Zelanda,,,
Q726173,Os du Randt,,Os du Randt,Os_du_Randt,190,125,Pilone,,Sudafrica,,,
Q726199,Dan Carter,,Dan Carter,Dan_Carter,178,89,Mediano d’apertura,,Nuova Zelanda,,,
Q726224,CJ van der Linde,,CJ van der Linde,CJ_van_der_Linde,191,122,Pilone,,Sudafrica,,,
Q727503,Taniela Moa,No IT WP page,,,,,,,,,,
Q728126,Laloa Milford,No IT WP page,,,,,,,,,,
Q729183,Ben Alexander,,Ben Alexander,Ben_Alexander_(rugbista),188,120,Pilone,,Australia,,,
Q730127,Raoul Thiercelin,No IT WP page,,,,,,,,,,
Q730593,Paul Doran-Jones,No IT WP page,,,,,,,,,,
Q730932,Elliot Bunney,No stint found,Elliot Bunney,Elliot_Bunney,183,85,,,Regno Unito,,,
Q732909,Greg Holmes,,Greg Holmes,Greg_Holmes_(rugbista),183,112,Pilone,,Australia,,,
Q733440,Thomas Ellison,No IT WP page,,,,,,,,,,
Q733831,Ronan O'Gara,,Ronan O'Gara,Ronan_O%27Gara,183,83,Mediano d’apertura,,Stati Uniti,Irlanda,,
Q737072,Stirling Mortlock,,Stirling Mortlock,Stirling_Mortlock,191,105,Utility back,,,Australia,,
Q737700,Adolf Stockhausen,,Adolf Stockhausen,Adolf_Stockhausen,,,tallonatore,,Germania,,,
Q740409,Marc Stcherbina,No IT WP page,,,,,,,,,,
Q741112,Ieuan Evans,,Ieuan Evans,Ieuan_Evans,178,85,Tre quarti ala,,Regno Unito,Galles,,
Q742133,Des Fitzgerald,No IT WP page,,,,,,,,,,
Q742873,Danie Craven,,Danie Craven,Danie_Craven,178,80,Mediano di mischia,,Sudafrica,,,
Q742960,Alessandro Troncon,,Alessandro Troncon,Alessandro_Troncon,177,88,Mediano di mischia,,Italia,,,
Q743099,Stuart Lancaster,,Stuart Lancaster,Stuart_Lancaster_(rugbista),183,87,Seconda linea,,Regno Unito,Scozia,,
Q743330,Alex Brown,,Alex Brown,Alex_Brown,201,116,Seconda linea,,Regno Unito,Inghilterra,,
Q745050,Antonio Beltrán Rodríguez,No IT WP page,,,,,,,,,,
Q745663,Aleki Lutui,No IT WP page,,,,,,,,,,
Q746140,Dave Lougheed,No IT WP page,,,,,,,,,,
Q746834,Jeff Miller,,Jeff Miller,Jeff_Miller,,,Terza linea,,Stati Uniti,Australia,,
Q747292,Gavin Duffy,,Gavin Duffy,Gavin_Duffy,185,92,Tre quarti centro,,Irlanda,Irlanda,,
Q747488,Mathieu Bonello,No IT WP page,,,,,,,,,,
Q747672,Mark Titley,No stint found,Mark Titley,Mark_Titley,,,Tre quarti ala,,Galles,,,
Q747885,Arnaud Marchois,No IT WP page,,,,,,,,,,
Q749148,Arnaud Costes,,Arnaud Costes,Arnaud_Costes,185,99,Terza linea,,Francia,,,
Q751510,Lloyd Burns,No IT WP page,,,,,,,,,,
Q761487,Mathieu Bastareaud,,Mathieu Bastareaud,Mathieu_Bastareaud,183,120,Tre quarti centro,,Francia,,Lione,/wiki/Lyon_Olympique_Universitaire_Rugby
Q761775,Abel Albert,,Abel Albert,Abel_Albert,,,Mediano d'apertura,,Francia,,,
Q762029,David Leslie,No IT WP page,,,,,,,,,,
Q762608,Ian Evans,,Ian Evans,Ian_Evans,204,116,Seconda linea,,Sudafrica,Galles,,
Q762620,Omar Hasan,,Omar Hasan,Omar_Hasan,185,115,Pilone,,Argentina,,,
Q762944,Isoa Neivua,,Isoa Neivua,Isoa_Neivua,174,98,Tre quarti ala,,Figi,,,
Q763721,Haydn Tanner,,Haydn Tanner,Haydn_Tanner,,,Mediano di mischia,,Regno Unito,Galles,,
Q766509,Nigel Melville,,Nigel Melville,Nigel_Melville,178,76,Mediano di mischia,,Regno Unito,Inghilterra,,
Q766796,Morné Schreuder,No IT WP page,,,,,,,,,,
Q767406,Sebastian Bozzi,No IT WP page,,,,,,,,,,
Q768777,Corné Krige,,Corné Krige,Corn%C3%A9_Krige,191,102,Terza linea,,Zambia,Sudafrica,,
Q768874,Sean O'Brien,,Seán O'Brien,Se%C3%A1n_O%27Brien,188,105,Terza linea ala,,Irlanda,Irlanda,,
Q770412,Tom McGown,No IT WP page,,,,,,,,,,
Q772272,Alain Carminati,,Alain Carminati,Alain_Carminati,196,108,Seconda linea,,Francia,,,
Q774079,Simon Geoghegan,,Simon Geoghegan,Simon_Geoghegan,183,83,Tre quarti ala,,Regno Unito,Irlanda,,
Q775742,Barry John,,Barry John,Barry_John,178,75,Mediano d'apertura,,Regno Unito,Galles,,
Q776095,Joseph Pugsley,No IT WP page,,,,,,,,,,
Q776124,Olly Morgan,No IT WP page,,,,,,,,,,
Q776564,Jean-Pierre Rives,,Jean-Pierre Rives,Jean-Pierre_Rives,180,85,Terza linea ala,,Francia,,,
Q777512,Raphaël Ibañez,,Raphaël Ibañez,Rapha%C3%ABl_Iba%C3%B1ez,180,102,Tallonatore,,Francia,,,
Q778307,Don Clarke,No stint found,Don Clarke,Don_Clarke,188,110,Estremo,,Nuova Zelanda,,,
Q779888,Jonathan Kaplan,No stint found,Jonathan Kaplan,Jonathan_Kaplan_(arbitro_di_rugby),174,,,,Sudafrica,Sudafrica,,
Q780557,Sid Bevan,No IT WP page,,,,,,,,,,
Q780661,Keith Robinson,,Keith Robinson,Keith_Robinson,198,114,Seconda linea,,Nuova Zelanda,,,
Q780849,Scott Hastings,,Scott Hastings,Scott_Hastings_(rugbista),186,91,Tre quarti centro,,Regno Unito,Scozia,,
Q781211,Ian Gough,,Ian Gough,Ian_Gough,196,119,Seconda linea,,Galles,,,
Q783392,Ramiro Martínez,,Ramiro Martínez,Ramiro_Mart%C3%ADnez,183,116,Pilone,,Argentina,Italia,,
Q783645,Jean-Pierre Pérez,No IT WP page,,,,,,,,,,
Q784026,Chris Jones,,Chris Jones,Chris_Jones_(rugbista),199,111,Seconda linea,,Regno Unito,Inghilterra,,
Q785829,Sébastien Morel,No IT WP page,,,,,,,,,,
Q786285,Cameron Lillicrap,,Cameron Lillicrap,Cameron_Lillicrap,,,Pilone,,Australia,,,
Q786362,Nicky Robinson,,Nicky Robinson,Nicky_Robinson,185,92,Mediano d'apertura,,Galles,,,
Q786824,Boy Louw,No IT WP page,,,,,,,,,,
Q787661,Matthias Rolland,No IT WP page,,,,,,,,,,
Q787770,John Timu,,John Timu,John_Timu,180,82,Centro,,Nuova Zelanda,Nuova Zelanda,,
Q788236,Rima Wakarua,,Rima Wakarua,Rima_Wakarua,178,85,Utility back,,Nuova Zelanda,Italia,,
Q793995,Zac Guildford,,Zac Guildford,Zac_Guildford,182,97,Tre quarti ala,,Nuova Zelanda,,Hawke's Bay,
Q799964,Mohamadou Diarra,No IT WP page,,,,,,,,,,
Q800108,Jean-Maurice Oulouma,No IT WP page,,,,,,,,,,
Q804456,Bakkies Botha,,Bakkies Botha,Bakkies_Botha,201,120,Seconda linea,,Sudafrica,,,
Q813828,Frank Smith,No IT WP page,,,,,,,,,,
Q816494,Ben Franks,,Ben Franks,Ben_Franks,183,112,Pilone,,Australia,Nuova Zelanda,,
Q827102,Berrick Barnes,,Berrick Barnes,Berrick_Barnes,183,87,Tre quarti centro,,Australia,,Sydney University,
Q829262,Berwyn Jones,No IT WP page,,,,,,,,,,
Q859787,Richard Kahui,,Richard Kahui,Richard_Kahui,191,99,Tre quarti centro,,Nuova Zelanda,,,
Q861935,Bill Beaumont,,Bill Beaumont,Bill_Beaumont,194,102,Seconda linea,,Regno Unito,Inghilterra,,
Q862313,Bill McLaren,No infobox found,,Bill_McLaren,,,,,,,,
Q863024,Billy Boston,No IT WP page,,,,,,,,,,
Q883404,Bleddyn Williams,,Bleddyn Williams,Bleddyn_Williams,178,83,Tre quarti centro,,Regno Unito,Galles,,
Q892034,Carlin Isles,No stint found,Carlin Isles,Carlin_Isles,176,75,Ala (rugby),,Stati Uniti,,United States,/w/index.php?title=United_States_national_rugby_sevens_team&action=edit&redlink=1
Q893192,Roberto Favaro,,Roberto Favaro,Roberto_Favaro,196,115,Seconda linea,,Italia,,,
Q897007,Bradley Davies,,Bradley Davies,Bradley_Davies,198,121,Seconda linea,,Regno Unito,Galles,,
Q908859,Brendon Leonard,,Brendon Leonard,Brendon_Leonard,182,93,Mediano di mischia,,Nuova Zelanda,,Taranaki,/wiki/Taranaki_Rugby_Football_Union
Q912573,Brian Lochore,,Brian Lochore,Brian_Lochore,191,95,Terza linea centro,,Nuova Zelanda,,,
Q912889,Brian O'Driscoll,,Brian O'Driscoll,Brian_O%27Driscoll,178,95,Tre quarti centro,,Irlanda,Irlanda,,
Q914227,Justin Tipuric,,Justin Tipuric,Justin_Tipuric,188,107,Terza linea ala,,Regno Unito,Galles,,
Q919397,Hugo Porta,,Hugo Porta,Hugo_Porta,,,Mediano d'apertura,,Argentina,,,
Q919501,Todd Clever,No IT WP page,,,,,,,,,,
