"oldUrl","newUrl"
"Queensland_Rugby_Union","Reds_(rugby_a_15)"
"New_South_Wales_Rugby_Union","New_South_Wales_Waratahs"
"Galles","Nazionale_maschile_di_rugby_a_15_del_Galles"
"Federazione_di_rugby_a_15_dell%27Irlanda","Nazionale_maschile_di_rugby_a_15_dell%27Irlanda"
"Scozia","Nazionale_maschile_di_rugby_a_15_della_Scozia"
